,Our Georgie,Jayville Bolt,Akina Aria,Akina Adonis,On The Cusp,Spolly John,Skys Delight,Rio Blazer
09-01-2023 14:28:02.475613,"(3.2, 3.75, 3.738)","(6.5, 8.4, 8.038095238095238)","(26.0, 38.0, 31.21212121212121)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.684615384615385)","(3.3, 4.4, 4.28)","(6.0, 11.0, 10.583333333333334)"
09-01-2023 14:28:03.729450,"(3.2, 3.75, 3.738)","(6.5, 8.4, 8.038095238095238)","(26.0, 38.0, 31.21212121212121)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.684615384615385)","(3.3, 4.4, 4.289795918367347)","(6.0, 11.0, 10.583333333333334)"
09-01-2023 14:28:04.804301,"(3.2, 3.75, 3.738)","(6.5, 8.4, 8.038095238095238)","(26.0, 38.0, 31.21212121212121)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.65)","(3.3, 4.4, 4.289795918367347)","(6.0, 11.0, 10.583333333333334)"
09-01-2023 14:28:05.908646,"(3.2, 3.75, 3.738)","(6.5, 8.4, 8.027586206896551)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.65)","(3.3, 4.4, 4.295238095238095)","(6.0, 11.0, 10.583333333333334)"
09-01-2023 14:28:06.995743,"(3.2, 3.75, 3.738)","(6.5, 8.4, 8.027586206896551)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.65)","(3.3, 4.4, 4.295238095238095)","(6.0, 11.0, 10.583333333333334)"
09-01-2023 14:28:08.137828,"(3.2, 3.75, 3.738)","(6.5, 8.4, 8.027586206896551)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.65)","(3.1, 4.4, 4.295238095238095)","(5.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:09.215393,"(3.3, 3.75, 3.738)","(6.5, 8.4, 8.027586206896551)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 23.0, 20.8125)","(5.0, 5.8, 5.65)","(3.1, 4.4, 4.295238095238095)","(5.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:10.312008,"(3.3, 3.75, 3.738)","(6.5, 8.4, 8.027586206896551)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 22.0, 20.95)","(5.0, 5.8, 5.65)","(3.1, 4.4, 4.295238095238095)","(5.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:11.384898,"(3.3, 3.75, 3.738)","(6.5, 8.2, 7.8999999999999995)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 22.0, 20.46875)","(5.0, 5.8, 5.65)","(3.1, 4.4, 4.295238095238095)","(5.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:12.467266,"(3.3, 3.75, 3.738)","(6.5, 8.2, 7.861538461538461)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 22.0, 20.3)","(5.0, 5.8, 5.65)","(3.1, 4.4, 4.3)","(5.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:13.566089,"(3.3, 3.75, 3.738)","(6.5, 8.2, 7.844444444444444)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 57.82608695652174)","(15.0, 22.0, 20.3)","(5.0, 5.8, 5.65)","(3.1, 4.4, 4.32)","(5.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:14.653204,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.861538461538461)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 60.0)","(15.0, 22.0, 20.434210526315788)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.32)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:15.852103,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.861538461538461)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.434210526315788)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.32)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:16.921953,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.861538461538461)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.434210526315788)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.32)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:18.021500,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.8999999999999995)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.434210526315788)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.32)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:19.171252,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.8999999999999995)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.434210526315788)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.32)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:20.277681,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.88)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 19.782608695652172)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.32)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:21.545073,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.88)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.178571428571427)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:22.883846,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.859259259259259)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.178571428571427)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:24.025488,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.859259259259259)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 59.285714285714285)","(15.0, 22.0, 20.178571428571427)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:25.102143,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.96)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.178571428571427)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:26.388506,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.657894736842106)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:27.647774,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.657894736842106)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:28.875972,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:30.106898,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:31.301385,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:32.468191,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 62.5)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.333333333333334)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:33.666416,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 61.25)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.26)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:34.878973,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 61.25)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.278260869565218)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:36.280812,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 61.25)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.300000000000001)","(6.5, 11.0, 10.583333333333334)"
09-01-2023 14:28:37.509416,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.945454545454545)","(26.0, 38.0, 32.666666666666664)","(41.0, 70.0, 61.25)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.728571428571429)","(3.3, 4.4, 4.326315789473685)","(6.5, 11.0, 10.3)"
09-01-2023 14:28:38.715832,"(3.1, 3.75, 3.738)","(6.5, 8.2, 7.913043478260869)","(26.0, 38.0, 32.48888888888889)","(41.0, 70.0, 61.25)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.9, 5.652380952380953)","(3.3, 4.4, 4.365853658536586)","(6.5, 11.0, 10.375)"
09-01-2023 14:28:40.132879,"(3.1, 3.75, 3.738)","(6.5, 8.2, 8.321311475409836)","(26.0, 38.0, 32.48888888888889)","(41.0, 70.0, 61.25)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.9, 5.652380952380953)","(3.3, 4.4, 4.365853658536586)","(6.5, 11.0, 10.375)"
09-01-2023 14:28:41.554162,"(3.1, 3.75, 3.738)","(6.5, 8.4, 8.565384615384614)","(26.0, 38.0, 32.31578947368421)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.9, 5.65)","(3.3, 4.4, 4.365853658536586)","(6.5, 11.0, 10.2375)"
09-01-2023 14:28:42.735226,"(3.1, 3.75, 3.738)","(6.5, 8.6, 8.568421052631578)","(26.0, 38.0, 32.588235294117645)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 20.555555555555557)","(4.8, 5.8, 5.65)","(3.3, 4.4, 4.365853658536586)","(6.5, 10.5, 10.19375)"
09-01-2023 14:28:43.883489,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.6, 8.45)","(26.0, 38.0, 32.73170731707317)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 20.555555555555557)","(4.8, 5.8, 5.546153846153846)","(3.3, 4.4, 4.365853658536586)","(6.5, 10.5, 10.19375)"
09-01-2023 14:28:44.979563,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.6, 8.45)","(26.0, 38.0, 32.73170731707317)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 20.35483870967742)","(4.8, 5.8, 5.575)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.5, 10.266666666666667)"
09-01-2023 14:28:46.160796,"(3.1, 3.75, 3.7291666666666665)","(6.5, 8.8, 8.64)","(26.0, 38.0, 33.2)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 19.45)","(4.8, 5.8, 5.55)","(3.3, 4.4, 4.36)","(6.5, 10.5, 10.266666666666667)"
09-01-2023 14:28:47.384678,"(3.1, 3.75, 3.7291666666666665)","(6.5, 8.8, 8.64)","(26.0, 38.0, 33.2)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 19.45)","(4.8, 5.8, 5.55)","(3.3, 4.4, 4.36)","(6.5, 10.5, 10.325)"
09-01-2023 14:28:48.611974,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.8, 8.64)","(26.0, 38.0, 33.2)","(41.0, 70.0, 58.333333333333336)","(15.0, 22.0, 19.45)","(4.8, 5.8, 5.544444444444444)","(3.3, 4.4, 4.36)","(6.5, 10.5, 10.325)"
09-01-2023 14:28:49.842434,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.8, 8.64)","(26.0, 38.0, 33.2)","(41.0, 70.0, 56.904761904761905)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.58)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.5, 10.123076923076923)"
09-01-2023 14:28:51.050751,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.8, 8.64)","(26.0, 38.0, 33.2)","(41.0, 65.0, 57.22222222222222)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.58)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.5, 10.123076923076923)"
09-01-2023 14:28:52.287664,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.8, 8.700000000000001)","(26.0, 38.0, 33.27272727272727)","(41.0, 65.0, 57.666666666666664)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.58)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.5, 10.123076923076923)"
09-01-2023 14:28:53.540907,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.8, 8.700000000000001)","(26.0, 36.0, 33.27272727272727)","(41.0, 65.0, 57.666666666666664)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.55)","(3.3, 4.4, 4.377777777777778)","(6.5, 10.5, 9.95)"
09-01-2023 14:28:54.787009,"(3.1, 3.75, 3.7363636363636363)","(6.5, 8.8, 8.700000000000001)","(26.0, 36.0, 33.27272727272727)","(41.0, 65.0, 57.666666666666664)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.58)","(3.3, 4.4, 4.356756756756757)","(6.5, 10.5, 9.815384615384616)"
09-01-2023 14:28:56.024037,"(3.1, 3.9, 3.85)","(6.5, 8.8, 8.700000000000001)","(26.0, 36.0, 31.945945945945947)","(41.0, 65.0, 57.10526315789474)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.58)","(3.3, 4.4, 4.36)","(6.5, 10.0, 9.76)"
09-01-2023 14:28:57.267316,"(3.1, 3.8, 3.77)","(6.5, 8.8, 8.72)","(26.0, 36.0, 31.945945945945947)","(41.0, 65.0, 57.5)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.533333333333333)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.0, 9.914285714285715)"
09-01-2023 14:28:58.491741,"(3.1, 3.8, 3.7916666666666665)","(6.5, 8.8, 8.700000000000001)","(26.0, 36.0, 31.945945945945947)","(41.0, 65.0, 57.5)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.533333333333333)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.0, 9.914285714285715)"
09-01-2023 14:28:59.711558,"(3.1, 3.8, 3.7916666666666665)","(6.5, 8.8, 8.700000000000001)","(26.0, 36.0, 31.945945945945947)","(41.0, 65.0, 57.5)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.533333333333333)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.0, 9.914285714285715)"
09-01-2023 14:29:00.884914,"(3.1, 3.8, 3.7916666666666665)","(6.5, 8.8, 8.700000000000001)","(26.0, 36.0, 31.945945945945947)","(41.0, 65.0, 57.5)","(15.0, 22.0, 19.45)","(4.8, 5.7, 5.533333333333333)","(3.3, 4.4, 4.377777777777778)","(6.5, 10.0, 9.733333333333333)"
09-01-2023 14:29:02.054805,"(3.1, 3.8, 3.7916666666666665)","(6.5, 8.8, 8.742857142857144)","(26.0, 36.0, 31.945945945945947)","(41.0, 65.0, 57.5)","(15.0, 22.0, 19.818181818181817)","(4.8, 5.7, 5.55)","(3.3, 4.4, 4.377777777777778)","(6.5, 10.0, 9.84)"
09-01-2023 14:29:03.241958,"(3.1, 3.8, 3.7916666666666665)","(6.5, 8.8, 8.742857142857144)","(26.0, 36.0, 32.18181818181818)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.956521739130434)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.36)","(6.5, 10.0, 9.733333333333333)"
09-01-2023 14:29:04.372042,"(3.1, 3.8, 3.74)","(6.5, 8.8, 8.755555555555556)","(26.0, 36.0, 32.18181818181818)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.375757575757576)","(6.5, 10.0, 9.84)"
09-01-2023 14:29:05.554444,"(3.1, 3.85, 3.7600000000000002)","(6.5, 8.8, 8.755555555555556)","(26.0, 34.0, 31.333333333333332)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.345454545454546)","(6.5, 10.0, 9.657142857142857)"
09-01-2023 14:29:06.738600,"(3.1, 3.85, 3.73)","(6.5, 8.8, 8.791666666666668)","(26.0, 34.0, 30.666666666666668)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.36)","(6.5, 10.0, 9.672727272727274)"
09-01-2023 14:29:07.959466,"(3.1, 3.85, 3.723076923076923)","(6.5, 8.8, 8.791666666666668)","(26.0, 34.0, 30.857142857142858)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.36)","(6.5, 10.0, 9.614285714285714)"
09-01-2023 14:29:09.273803,"(3.1, 3.85, 3.723076923076923)","(6.5, 8.8, 8.791666666666668)","(26.0, 34.0, 30.5)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.36)","(6.5, 10.0, 9.745454545454546)"
09-01-2023 14:29:10.620873,"(3.1, 3.85, 3.723076923076923)","(6.5, 8.8, 8.792727272727273)","(26.0, 34.0, 30.5)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.62)","(3.3, 4.4, 4.36)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:11.817112,"(3.1, 3.85, 3.723076923076923)","(6.5, 8.8, 8.792727272727273)","(26.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.3, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:12.997230,"(3.1, 3.75, 3.6342391304347825)","(6.5, 8.8, 8.792727272727273)","(26.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.3, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:14.147216,"(3.1, 3.75, 3.6342391304347825)","(6.5, 8.8, 8.792727272727273)","(26.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.3, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:15.317316,"(3.0, 3.75, 3.618292682926829)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:16.462932,"(3.0, 3.75, 3.646153846153846)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:17.657514,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:18.792283,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 20.875)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:20.059258,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 21.065217391304348)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:21.291513,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 57.5)","(15.0, 24.0, 21.652173913043477)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:22.626371,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:23.910503,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:25.244049,"(3.0, 3.75, 3.639795918367347)","(6.5, 8.8, 8.792727272727273)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:26.717826,"(3.0, 3.75, 3.6386138613861387)","(6.5, 8.8, 9.411764705882353)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.55)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:28.088706,"(3.0, 3.75, 3.6386138613861387)","(6.5, 9.6, 9.328813559322034)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:29.440389,"(3.0, 3.75, 3.6386138613861387)","(6.5, 9.6, 9.328813559322034)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:30.599598,"(3.0, 3.75, 3.6386138613861387)","(6.5, 9.6, 9.328813559322034)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.75)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:31.751617,"(3.0, 3.75, 3.6386138613861387)","(6.5, 9.6, 9.357575757575757)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.5)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:32.892795,"(3.0, 3.75, 3.6386138613861387)","(6.5, 9.6, 9.357575757575757)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(15.0, 24.0, 21.5)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.372222222222223)","(6.5, 9.8, 9.745454545454546)"
09-01-2023 14:29:34.119313,"(3.0, 3.75, 3.6386138613861387)","(7.0, 9.6, 9.368115942028986)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 24.0, 21.5)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.372222222222223)","(7.0, 9.8, 9.745454545454546)"
09-01-2023 14:29:35.346226,"(3.0, 3.75, 3.6386138613861387)","(7.0, 9.6, 9.368115942028986)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 24.0, 21.5)","(4.8, 5.7, 5.5375)","(3.4, 4.4, 4.367741935483871)","(7.0, 9.8, 9.4)"
09-01-2023 14:29:36.553267,"(3.0, 3.75, 3.6386138613861387)","(7.0, 9.6, 9.393939393939394)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 24.0, 21.065217391304348)","(4.8, 5.7, 5.531578947368421)","(3.4, 4.4, 4.367741935483871)","(7.0, 9.8, 9.32)"
09-01-2023 14:29:37.772202,"(3.0, 3.7, 3.581578947368421)","(7.0, 9.6, 9.393939393939394)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 24.0, 21.065217391304348)","(4.8, 5.7, 5.560869565217391)","(3.4, 4.4, 4.367741935483871)","(7.0, 9.8, 9.292307692307691)"
09-01-2023 14:29:38.974898,"(3.0, 3.7, 3.622413793103448)","(7.0, 9.6, 9.368115942028986)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 24.0, 21.065217391304348)","(4.8, 5.7, 5.623529411764705)","(3.4, 4.4, 4.367741935483871)","(7.0, 9.8, 9.309090909090909)"
09-01-2023 14:29:40.370977,"(3.0, 3.7, 3.622413793103448)","(7.0, 9.6, 9.368115942028986)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 24.0, 22.61111111111111)","(4.8, 5.8, 5.676470588235294)","(3.4, 4.4, 4.367741935483871)","(7.0, 9.8, 9.341176470588234)"
09-01-2023 14:29:41.901337,"(3.0, 3.7, 3.625)","(7.0, 9.6, 9.368115942028986)","(21.0, 34.0, 30.76923076923077)","(41.0, 65.0, 59.0)","(16.0, 23.0, 22.5625)","(4.8, 5.8, 5.676470588235294)","(3.4, 4.4, 4.367741935483871)","(7.0, 9.8, 9.32)"
