,Destini Phantom,Leichhardt Roar,Drama Kids,My Joy,Fernando Belle,Prince Jewels,Role Model,Connors Comet
10-01-2023 17:55:10.456537,"(5.0, 7.6, 7.422222222222222)","(2.45, 2.78, 2.77)","(5.5, 6.8, 6.6)","(4.0, 6.0, 5.7375)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 24.142857142857142)","(41.0, 80.0, 74.85714285714286)"
10-01-2023 17:55:11.625746,"(5.0, 7.6, 7.199999999999999)","(2.45, 2.78, 2.77)","(5.5, 6.8, 6.6)","(4.0, 6.0, 5.7375)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 24.142857142857142)","(41.0, 80.0, 74.85714285714286)"
10-01-2023 17:55:12.822280,"(5.0, 7.6, 7.0285714285714285)","(2.45, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.64)","(4.0, 6.0, 5.7375)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 24.142857142857142)","(41.0, 80.0, 74.85714285714286)"
10-01-2023 17:55:13.952291,"(5.0, 7.6, 7.0285714285714285)","(2.45, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.64)","(4.0, 6.0, 5.7375)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 24.142857142857142)","(41.0, 80.0, 74.85714285714286)"
10-01-2023 17:55:15.097452,"(5.0, 7.6, 7.3999999999999995)","(2.45, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.64)","(4.0, 6.0, 5.8)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 24.142857142857142)","(41.0, 80.0, 74.85714285714286)"
10-01-2023 17:55:16.290597,"(5.0, 8.0, 7.25)","(2.45, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.492307692307692)","(4.0, 6.0, 5.8)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 25.4)","(41.0, 80.0, 63.0)"
10-01-2023 17:55:17.488352,"(5.0, 8.0, 7.125)","(2.45, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.492307692307692)","(4.0, 6.0, 5.894117647058824)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 25.4)","(41.0, 80.0, 71.5)"
10-01-2023 17:55:18.635033,"(5.0, 8.0, 7.066666666666666)","(2.45, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.492307692307692)","(4.0, 6.0, 5.766666666666667)","(12.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(11.0, 32.0, 25.4)","(41.0, 80.0, 71.5)"
10-01-2023 17:55:19.791299,"(5.0, 8.0, 7.454545454545454)","(2.4, 2.78, 2.7319999999999998)","(5.5, 6.8, 6.64)","(4.2, 6.2, 5.862962962962963)","(13.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(12.0, 32.0, 25.4)","(41.0, 80.0, 71.5)"
10-01-2023 17:55:21.095393,"(5.0, 8.0, 7.222222222222222)","(2.4, 2.76, 2.66)","(5.5, 6.8, 6.64)","(4.2, 6.2, 5.820833333333334)","(13.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(12.0, 32.0, 28.25)","(41.0, 80.0, 71.5)"
10-01-2023 17:55:22.295413,"(5.0, 7.8, 7.246153846153846)","(2.4, 2.72, 2.66)","(5.5, 6.8, 6.888888888888889)","(4.2, 6.2, 5.911111111111111)","(13.0, 21.0, 18.1875)","(12.0, 18.0, 17.2)","(12.0, 32.0, 29.142857142857142)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:23.534373,"(5.0, 7.6, 6.872727272727272)","(2.4, 2.72, 2.7044444444444444)","(5.5, 7.0, 6.256)","(4.2, 6.2, 5.911111111111111)","(13.0, 21.0, 18.1875)","(12.0, 18.0, 16.0)","(12.0, 32.0, 29.142857142857142)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:24.686166,"(5.0, 7.6, 6.872727272727272)","(2.4, 2.72, 2.7044444444444444)","(5.5, 6.8, 6.4799999999999995)","(4.2, 6.2, 5.911111111111111)","(13.0, 21.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 32.0, 29.142857142857142)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:25.849730,"(5.0, 7.6, 6.91578947368421)","(2.4, 2.72, 2.7060000000000004)","(5.5, 6.6, 6.4799999999999995)","(4.2, 6.2, 5.911111111111111)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 32.0, 25.88888888888889)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:27.339512,"(5.0, 7.6, 6.91578947368421)","(2.4, 2.72, 2.700909090909091)","(5.5, 6.6, 6.3999999999999995)","(4.2, 6.2, 5.911111111111111)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 24.333333333333332)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:28.763551,"(5.0, 7.6, 6.91578947368421)","(2.4, 2.72, 2.700909090909091)","(5.5, 6.6, 6.3999999999999995)","(4.2, 6.2, 5.875)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 24.333333333333332)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:30.244076,"(5.0, 7.6, 6.885714285714285)","(2.4, 2.72, 2.702857142857143)","(5.5, 6.6, 6.3999999999999995)","(4.2, 6.2, 5.98125)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 24.333333333333332)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:31.784748,"(5.0, 7.6, 6.85)","(2.4, 2.72, 2.7083870967741936)","(5.5, 6.6, 6.3999999999999995)","(4.2, 6.6, 6.078947368421052)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 24.333333333333332)","(41.0, 80.0, 73.81818181818181)"
10-01-2023 17:55:33.192351,"(5.0, 7.6, 6.885714285714285)","(2.4, 2.72, 2.7083870967741936)","(5.5, 6.6, 6.177777777777778)","(4.2, 6.6, 6.3)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 25.5)","(41.0, 85.0, 72.8)"
10-01-2023 17:55:34.402090,"(5.0, 7.6, 6.885714285714285)","(2.4, 2.72, 2.6900000000000004)","(5.5, 6.4, 6.015384615384615)","(4.2, 6.6, 6.3)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 23.0)","(41.0, 80.0, 68.8)"
10-01-2023 17:55:35.522513,"(5.0, 7.6, 6.885714285714285)","(2.4, 2.72, 2.6900000000000004)","(5.5, 6.4, 6.015384615384615)","(4.2, 6.6, 6.3)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 23.0)","(41.0, 75.0, 76.0)"
10-01-2023 17:55:36.675188,"(5.0, 7.6, 6.85)","(2.4, 2.72, 2.6900000000000004)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.214285714285714)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 23.0)","(41.0, 80.0, 76.0)"
10-01-2023 17:55:37.855769,"(5.0, 7.6, 6.742857142857143)","(2.4, 2.72, 2.6900000000000004)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.214285714285714)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 23.0)","(41.0, 80.0, 76.0)"
10-01-2023 17:55:39.004232,"(5.0, 7.6, 6.742857142857143)","(2.4, 2.72, 2.6900000000000004)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.3)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 23.0)","(41.0, 80.0, 68.66666666666667)"
10-01-2023 17:55:40.132051,"(5.0, 7.6, 6.742857142857143)","(2.4, 2.72, 2.7085714285714286)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.3)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.176470588235293)","(12.0, 29.0, 23.0)","(41.0, 80.0, 73.2)"
10-01-2023 17:55:41.266736,"(5.0, 7.6, 6.742857142857143)","(2.4, 2.72, 2.712258064516129)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.214285714285714)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.3)","(12.0, 29.0, 23.0)","(41.0, 80.0, 73.2)"
10-01-2023 17:55:42.343538,"(5.0, 7.6, 6.766666666666667)","(2.4, 2.72, 2.7111111111111112)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.214285714285714)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.142857142857142)","(12.0, 29.0, 23.0)","(41.0, 80.0, 73.2)"
10-01-2023 17:55:43.430671,"(5.0, 7.6, 6.742857142857143)","(2.4, 2.72, 2.7111111111111112)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.449999999999999)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 18.227272727272727)","(12.0, 28.0, 25.333333333333332)","(41.0, 80.0, 76.0)"
10-01-2023 17:55:44.512874,"(5.0, 7.6, 6.742857142857143)","(2.4, 2.72, 2.7071428571428573)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.449999999999999)","(13.0, 19.0, 17.4375)","(12.0, 18.5, 18.227272727272727)","(12.0, 27.0, 25.333333333333332)","(41.0, 80.0, 62.0)"
10-01-2023 17:55:45.645476,"(5.0, 7.6, 6.660869565217391)","(2.4, 2.72, 2.7071428571428573)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.36)","(13.0, 19.0, 17.4375)","(12.0, 18.5, 17.423076923076923)","(12.0, 27.0, 25.333333333333332)","(41.0, 80.0, 62.0)"
10-01-2023 17:55:46.963455,"(5.0, 7.4, 7.114285714285715)","(2.4, 2.72, 2.7071428571428573)","(5.5, 6.4, 6.0)","(4.2, 6.6, 6.6)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 18.227272727272727)","(12.0, 27.0, 25.333333333333332)","(41.0, 80.0, 71.0)"
10-01-2023 17:55:48.195424,"(5.0, 7.6, 6.5636363636363635)","(2.4, 2.72, 2.7071428571428573)","(5.5, 6.4, 5.84)","(4.2, 6.8, 6.636363636363637)","(13.0, 19.0, 17.4375)","(12.0, 18.5, 16.5)","(12.0, 27.0, 25.333333333333332)","(41.0, 80.0, 74.85714285714286)"
10-01-2023 17:55:49.565585,"(5.0, 7.6, 6.630769230769231)","(2.4, 2.72, 2.7071428571428573)","(5.5, 6.4, 5.84)","(4.2, 7.0, 6.5)","(13.0, 19.0, 17.4375)","(12.0, 18.0, 17.25)","(12.0, 27.0, 25.333333333333332)","(41.0, 80.0, 72.0)"
10-01-2023 17:55:50.811160,"(5.0, 7.4, 6.630769230769231)","(2.4, 2.72, 2.7071428571428573)","(5.5, 6.4, 5.84)","(4.2, 7.0, 6.777777777777778)","(13.0, 19.0, 17.4375)","(12.0, 18.5, 17.25)","(12.0, 27.0, 25.333333333333332)","(41.0, 85.0, 73.2)"
10-01-2023 17:55:51.970591,"(5.0, 7.4, 6.630769230769231)","(2.4, 2.9, 2.882222222222222)","(5.5, 6.4, 5.933333333333334)","(4.2, 7.0, 6.777777777777778)","(13.0, 19.0, 15.818181818181818)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 23.428571428571427)","(41.0, 80.0, 73.2)"
10-01-2023 17:55:53.120428,"(5.0, 7.2, 6.24)","(2.4, 2.9, 2.78)","(5.5, 6.2, 5.933333333333334)","(4.2, 7.0, 6.777777777777778)","(13.0, 19.0, 18.0625)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 80.0, 73.2)"
10-01-2023 17:55:54.175063,"(5.0, 7.2, 6.327272727272727)","(2.4, 2.88, 2.8)","(5.5, 6.2, 5.933333333333334)","(4.2, 7.0, 6.777777777777778)","(13.0, 18.5, 17.863636363636363)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 80.0, 50.0)"
10-01-2023 17:55:55.227424,"(5.0, 7.2, 6.327272727272727)","(2.4, 2.86, 2.8099999999999996)","(5.5, 6.2, 5.933333333333334)","(4.2, 7.0, 6.777777777777778)","(13.0, 18.5, 17.863636363636363)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 60.0, 50.0)"
10-01-2023 17:55:56.301494,"(5.0, 7.2, 6.327272727272727)","(2.4, 2.86, 2.8499999999999996)","(5.5, 6.2, 5.933333333333334)","(4.2, 7.0, 6.777777777777778)","(13.0, 18.5, 18.15)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 60.0, 50.0)"
10-01-2023 17:55:57.350086,"(5.0, 7.2, 6.875675675675676)","(2.4, 2.86, 2.8499999999999996)","(5.5, 6.2, 5.933333333333334)","(4.2, 7.0, 6.777777777777778)","(13.0, 18.5, 18.15)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 60.0, 45.0)"
10-01-2023 17:55:58.420296,"(5.0, 7.0, 5.933333333333334)","(2.4, 2.86, 2.8499999999999996)","(5.5, 6.2, 5.9)","(4.2, 7.4, 6.775)","(13.0, 18.5, 18.15)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 55.0, 43.333333333333336)"
10-01-2023 17:55:59.468990,"(5.0, 6.8, 6.4)","(2.4, 2.86, 2.8499999999999996)","(5.5, 6.2, 5.9)","(4.2, 7.6, 6.775)","(13.0, 18.5, 18.15)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 50.0, 43.0)"
10-01-2023 17:56:00.501551,"(5.0, 6.8, 6.133333333333333)","(2.4, 2.86, 2.855652173913043)","(5.5, 6.2, 5.9)","(4.2, 7.6, 6.775)","(13.0, 18.5, 18.15)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 46.0, 43.0)"
10-01-2023 17:56:01.501540,"(5.0, 6.8, 6.133333333333333)","(2.4, 2.86, 2.855)","(5.5, 6.2, 5.828571428571428)","(4.2, 7.6, 6.775)","(13.0, 18.5, 17.863636363636363)","(12.0, 18.5, 18.333333333333332)","(12.0, 27.0, 22.76923076923077)","(41.0, 46.0, 43.0)"
10-01-2023 17:56:02.490646,"(5.0, 6.8, 6.133333333333333)","(2.4, 2.86, 2.8547368421052632)","(5.5, 6.2, 5.929166666666667)","(4.2, 7.6, 7.092307692307692)","(13.0, 18.5, 16.657894736842106)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 43.0)"
10-01-2023 17:56:03.453143,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.86, 2.8547368421052632)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 6.814285714285714)","(13.0, 18.5, 17.7)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 43.0)"
10-01-2023 17:56:04.511962,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.86, 2.8547368421052632)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 6.814285714285714)","(13.0, 18.0, 17.7)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 43.0)"
10-01-2023 17:56:05.501930,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.86, 2.8547368421052632)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 6.814285714285714)","(13.0, 18.0, 17.57142857142857)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 43.0)"
10-01-2023 17:56:06.508202,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.88, 2.8766666666666665)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 6.814285714285714)","(13.0, 18.0, 17.57142857142857)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 40.75)"
10-01-2023 17:56:07.550257,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.88, 2.8766666666666665)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 7.0210526315789465)","(13.0, 18.0, 17.57142857142857)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 41.2)"
10-01-2023 17:56:08.623431,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.88, 2.8766666666666665)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 7.0210526315789465)","(13.0, 18.0, 17.57142857142857)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 41.2)"
10-01-2023 17:56:09.709050,"(5.0, 6.8, 6.371428571428571)","(2.4, 2.88, 2.8766666666666665)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 7.0210526315789465)","(13.0, 18.0, 17.75)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 41.2)"
10-01-2023 17:56:10.876171,"(5.0, 6.8, 6.133333333333333)","(2.4, 2.88, 2.8766666666666665)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 7.220689655172413)","(13.0, 18.0, 17.75)","(12.0, 18.5, 18.391304347826086)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 41.2)"
10-01-2023 17:56:11.985803,"(5.0, 6.8, 6.133333333333333)","(2.4, 2.88, 2.878181818181818)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 7.220689655172413)","(13.0, 18.0, 16.571428571428573)","(12.0, 18.5, 18.307692307692307)","(12.0, 27.0, 22.714285714285715)","(41.0, 46.0, 42.0)"
10-01-2023 17:56:13.041012,"(5.0, 6.6, 6.381818181818182)","(2.4, 2.88, 2.878181818181818)","(5.5, 6.2, 5.852173913043479)","(4.2, 7.6, 7.317948717948718)","(13.0, 18.0, 16.571428571428573)","(12.0, 18.5, 18.307692307692307)","(12.0, 27.0, 22.714285714285715)","(41.0, 44.0, 42.0)"
10-01-2023 17:56:14.087868,"(5.0, 6.6, 6.199999999999999)","(2.4, 2.88, 2.879047619047619)","(5.5, 6.2, 5.806060606060607)","(4.2, 7.6, 7.317948717948718)","(13.0, 18.0, 17.291666666666668)","(12.0, 18.5, 18.307692307692307)","(12.0, 27.0, 21.857142857142858)","(41.0, 44.0, 41.333333333333336)"
10-01-2023 17:56:15.156541,"(5.0, 6.6, 6.133333333333333)","(2.4, 3.0, 2.9817391304347827)","(5.5, 6.2, 5.806060606060607)","(4.2, 7.6, 7.317948717948718)","(13.0, 17.5, 17.291666666666668)","(12.0, 18.5, 18.2)","(12.0, 27.0, 21.857142857142858)","(41.0, 44.0, 40.0)"
10-01-2023 17:56:16.209687,"(5.0, 6.6, 6.133333333333333)","(2.4, 2.98, 2.9466666666666668)","(5.5, 6.2, 5.806060606060607)","(4.2, 7.6, 7.317948717948718)","(13.0, 17.5, 16.153846153846153)","(12.0, 18.5, 17.91304347826087)","(12.0, 27.0, 21.857142857142858)","(41.0, 42.0, 40.0)"
10-01-2023 17:56:17.307569,"(5.0, 6.6, 6.133333333333333)","(2.4, 2.98, 2.9709090909090907)","(5.5, 6.2, 5.783333333333333)","(4.2, 7.6, 7.392452830188679)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 16.875)","(12.0, 27.0, 23.666666666666668)","(41.0, 42.0, 39.0)"
10-01-2023 17:56:18.385932,"(5.0, 6.6, 6.169230769230769)","(2.4, 3.0, 2.9723076923076923)","(5.5, 6.2, 5.783333333333333)","(4.2, 7.6, 7.4035714285714285)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.25)","(12.0, 25.0, 22.666666666666668)","(41.0, 42.0, 39.0)"
10-01-2023 17:56:19.467922,"(5.0, 6.6, 6.169230769230769)","(2.4, 3.05, 3.0014285714285713)","(5.5, 6.2, 5.783333333333333)","(4.2, 7.6, 7.4035714285714285)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 16.875)","(12.0, 26.0, 22.666666666666668)","(41.0, 42.0, 38.4)"
10-01-2023 17:56:20.548791,"(5.0, 6.6, 6.0086956521739125)","(2.4, 3.0, 2.9890909090909092)","(5.5, 6.2, 5.783333333333333)","(4.2, 7.6, 7.4035714285714285)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.25)","(12.0, 26.0, 22.428571428571427)","(41.0, 42.0, 38.4)"
10-01-2023 17:56:21.595506,"(5.0, 6.6, 6.0086956521739125)","(2.4, 3.0, 2.99)","(5.5, 6.2, 5.783333333333333)","(4.2, 7.6, 7.384313725490196)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.678571428571427)","(12.0, 26.0, 24.333333333333332)","(41.0, 42.0, 39.75)"
10-01-2023 17:56:22.760661,"(5.0, 6.4, 6.25)","(2.4, 3.0, 2.994285714285714)","(5.5, 6.2, 5.85)","(4.2, 7.6, 7.4035714285714285)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.678571428571427)","(12.0, 26.0, 24.75)","(41.0, 42.0, 37.0)"
10-01-2023 17:56:23.851428,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.0, 2.966666666666667)","(5.5, 6.0, 5.9)","(4.2, 7.6, 7.4035714285714285)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.41304347826087)","(12.0, 26.0, 25.285714285714285)","(41.0, 42.0, 36.375)"
10-01-2023 17:56:24.886003,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.05, 2.9899999999999998)","(5.5, 6.0, 5.672727272727273)","(4.2, 7.6, 7.4035714285714285)","(12.0, 18.0, 16.153846153846153)","(12.0, 17.5, 17.93181818181818)","(12.0, 26.0, 24.92857142857143)","(41.0, 42.0, 36.375)"
10-01-2023 17:56:25.877229,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.1, 2.975)","(5.5, 6.0, 5.672727272727273)","(4.2, 7.6, 7.4035714285714285)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.93181818181818)","(12.0, 26.0, 24.92857142857143)","(41.0, 42.0, 36.23076923076923)"
10-01-2023 17:56:26.903071,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.05, 3.0124999999999997)","(5.5, 6.0, 5.672727272727273)","(4.2, 7.6, 7.4035714285714285)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.93181818181818)","(12.0, 26.0, 24.92857142857143)","(41.0, 42.0, 37.0)"
10-01-2023 17:56:28.022691,"(5.0, 6.4, 6.072727272727272)","(2.4, 2.9, 2.8845)","(5.5, 6.0, 5.614285714285715)","(4.2, 7.6, 7.3)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.93181818181818)","(12.0, 26.0, 24.92857142857143)","(41.0, 42.0, 37.0)"
10-01-2023 17:56:29.081742,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.05, 3.028064516129032)","(5.5, 6.0, 5.46)","(4.2, 7.6, 7.3)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.93181818181818)","(12.0, 26.0, 25.0625)","(41.0, 42.0, 37.666666666666664)"
10-01-2023 17:56:30.154857,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.05, 3.028064516129032)","(5.5, 5.9, 5.7125)","(4.2, 7.6, 7.391304347826087)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.93181818181818)","(12.0, 26.0, 25.0625)","(41.0, 38.0, 37.666666666666664)"
10-01-2023 17:56:31.246462,"(5.0, 6.4, 6.072727272727272)","(2.4, 3.05, 3.028064516129032)","(5.5, 5.9, 5.49375)","(4.2, 7.6, 7.391304347826087)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.928571428571427)","(12.0, 26.0, 25.0625)","(41.0, 38.0, 37.42857142857143)"
10-01-2023 17:56:32.362214,"(5.0, 6.4, 5.942857142857143)","(2.4, 3.05, 3.028064516129032)","(5.5, 5.9, 5.457692307692308)","(4.2, 7.6, 7.391304347826087)","(12.0, 18.0, 16.153846153846153)","(12.0, 18.0, 17.928571428571427)","(12.0, 26.0, 25.0625)","(41.0, 38.0, 37.42857142857143)"
10-01-2023 17:56:33.432440,"(5.0, 6.4, 5.896774193548387)","(2.45, 3.05, 3.028064516129032)","(5.0, 5.9, 5.369230769230769)","(4.4, 7.6, 7.15)","(13.0, 18.0, 16.153846153846153)","(12.0, 18.0, 19.833333333333332)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 36.588235294117645)"
10-01-2023 17:56:34.545458,"(5.0, 6.4, 5.896774193548387)","(2.45, 3.05, 3.028064516129032)","(5.0, 5.9, 5.35)","(4.4, 7.6, 7.15)","(13.0, 18.0, 16.153846153846153)","(12.0, 20.0, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 36.370370370370374)"
10-01-2023 17:56:35.615377,"(5.0, 6.4, 5.896774193548387)","(2.45, 3.05, 3.028064516129032)","(5.0, 5.9, 5.35)","(4.4, 7.6, 7.15)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 36.55555555555556)"
10-01-2023 17:56:36.682537,"(5.0, 6.4, 5.896774193548387)","(2.45, 3.05, 3.028064516129032)","(5.0, 5.9, 5.35)","(4.4, 7.6, 7.15)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 36.142857142857146)"
10-01-2023 17:56:37.728445,"(5.0, 6.4, 5.896774193548387)","(2.45, 3.05, 3.028064516129032)","(5.0, 5.9, 5.35)","(4.4, 7.6, 7.15)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 36.142857142857146)"
10-01-2023 17:56:38.814604,"(5.0, 6.4, 5.896774193548387)","(2.45, 3.05, 3.028064516129032)","(5.0, 5.9, 5.35)","(4.4, 7.6, 7.15)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 34.75)"
10-01-2023 17:56:39.823225,"(5.0, 6.4, 5.9411764705882355)","(2.45, 3.05, 2.964285714285714)","(5.0, 5.9, 5.405)","(4.4, 7.6, 7.507692307692308)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 38.0, 37.6)"
10-01-2023 17:56:40.858712,"(5.0, 6.4, 5.9411764705882355)","(2.45, 3.05, 2.9975)","(5.0, 5.9, 5.364864864864865)","(4.4, 8.0, 7.88)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 40.0, 37.42857142857143)"
10-01-2023 17:56:41.914415,"(5.0, 6.4, 5.9411764705882355)","(2.45, 3.05, 2.9899999999999998)","(5.0, 5.9, 5.364864864864865)","(4.4, 8.0, 7.942857142857143)","(13.0, 18.0, 16.153846153846153)","(12.0, 19.5, 19.0)","(13.0, 26.0, 25.0625)","(41.0, 42.0, 39.09090909090909)"
