,Quatum,Super Fast,Favs Flyer,Winds Of War,Dynamic Artist,Victory For Us,Whits End,Line Of Kings,Sirianni,Nanna Knuckey,Explosive Girl,Right Bower,Tiny Tiara
07-01-2023 16:43:16.668630,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.8375)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:18.197980,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:19.728637,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:21.245715,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:22.895666,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:24.463425,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:26.160278,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:28.019083,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:29.948715,"(2.6, 3.2, 3.02)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 15.875)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 115.66666666666667)"
07-01-2023 16:43:31.750997,"(2.6, 3.2, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 22.0, 17.291666666666668)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:33.645125,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 20.0, 16.3)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:35.368316,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 19.5, 17.77777777777778)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:37.075433,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 19.0, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:38.498729,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:39.824078,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:41.293868,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:42.913287,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:44.546370,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.490909090909091)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:46.288656,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:48.366885,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:50.041824,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:51.676628,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:53.399905,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 98.0)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 80.66666666666666)","(51.0, 190.0, 155.71428571428572)","(21.0, 55.0, 45.0)","(31.0, 130.0, 88.0)"
07-01-2023 16:43:54.983612,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 130.0, 102.0)"
07-01-2023 16:43:56.724935,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 118.28571428571428)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 130.0, 102.0)"
07-01-2023 16:43:58.347565,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 90.0)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 130.0, 70.66666666666667)"
07-01-2023 16:43:59.988133,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 47.5)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:01.508225,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.84)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:03.107703,"(2.6, 3.15, 2.8275)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:04.781632,"(2.6, 3.15, 2.9311111111111114)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:06.442946,"(2.6, 3.1, 2.9311111111111114)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:08.393555,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 45.0)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:10.400229,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.38888888888889)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:12.381057,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 108.4)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 98.0)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 70.66666666666667)"
07-01-2023 16:44:14.193153,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 11.333333333333334)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:15.925210,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:17.399223,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.866666666666666)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:18.945282,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.5)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:20.612833,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.921052631578948)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:22.176066,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.921052631578948)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:23.605768,"(2.6, 3.1, 2.91)","(3.6, 5.4, 4.921052631578948)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:25.045697,"(2.6, 3.05, 2.83125)","(3.6, 5.4, 4.921052631578948)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 44.125)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:26.934963,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.921052631578948)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:28.455727,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.921052631578948)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:30.404803,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:31.846792,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:33.386575,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:34.938596,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:36.678054,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:38.182582,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:39.669728,"(2.6, 3.05, 2.816666666666667)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 120.85714285714286)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 120.85714285714286)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 34.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:41.137643,"(2.6, 3.05, 2.79)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 83.33333333333334)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 83.33333333333334)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 41.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:42.914435,"(2.6, 3.0, 2.769230769230769)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 83.33333333333334)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 83.33333333333334)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 41.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:44.607888,"(2.6, 3.0, 2.769230769230769)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 83.33333333333334)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 83.33333333333334)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 41.0)","(31.0, 120.0, 99.42857142857143)"
07-01-2023 16:44:46.087804,"(2.6, 3.0, 2.769230769230769)","(3.6, 5.4, 4.9625)","(61.0, 130.0, 109.5)","(10.0, 17.0, 12.875)","(14.0, 18.5, 17.785714285714285)","(6.5, 10.0, 9.52)","(41.0, 150.0, 83.33333333333334)","(26.0, 65.0, 38.75)","(8.5, 13.0, 12.285714285714286)","(41.0, 150.0, 83.33333333333334)","(51.0, 190.0, 113.33333333333334)","(21.0, 55.0, 41.0)","(31.0, 120.0, 101.5)"
