,Ill Be Gone,Rudibatootie,Drake Passage,Regal Duke,Tactfull,Fournaise,Belluna,Jahbath,White Heath,Parisian Veil,Socialite Miss,Bostock Raider
07-01-2023 15:32:03.906693,"(41.0, 130.0, 110.0)","(26.0, 55.0, 49.375)","(8.0, 11.0, 10.754901960784313)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.77864406779661)","(26.0, 46.0, 45.05263157894737)","(7.5, 10.0, 9.90967741935484)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.604477611940299)","(8.0, 9.2, 8.933333333333334)","(9.0, 11.0, 10.506849315068493)"
07-01-2023 15:32:05.553537,"(41.0, 120.0, 117.72727272727273)","(26.0, 55.0, 50.90909090909091)","(8.0, 11.0, 10.885416666666666)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.77864406779661)","(26.0, 46.0, 43.529411764705884)","(7.5, 10.0, 9.874725274725275)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 217.5)","(12.0, 13.5, 13.294392523364486)","(8.0, 9.2, 8.941666666666666)","(9.0, 11.0, 10.643564356435643)"
07-01-2023 15:32:07.192839,"(41.0, 120.0, 118.33333333333334)","(26.0, 55.0, 51.4)","(8.0, 11.0, 10.885416666666666)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.7708108108108105)","(26.0, 46.0, 43.529411764705884)","(7.5, 10.0, 9.81923076923077)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 218.88888888888889)","(12.0, 13.5, 13.294392523364486)","(8.0, 9.2, 9.026666666666667)","(9.0, 11.0, 10.65)"
07-01-2023 15:32:08.844269,"(41.0, 120.0, 118.4375)","(26.0, 55.0, 48.18181818181818)","(8.0, 11.0, 10.885416666666666)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.7708108108108105)","(26.0, 46.0, 43.529411764705884)","(7.5, 10.0, 9.81923076923077)","(18.0, 26.0, 25.789473684210527)","(61.0, 230.0, 218.88888888888889)","(12.0, 13.5, 13.294392523364486)","(8.0, 9.2, 9.093333333333334)","(9.0, 11.0, 10.717948717948717)"
07-01-2023 15:32:10.520898,"(41.0, 120.0, 118.4375)","(26.0, 50.0, 48.666666666666664)","(8.0, 11.0, 10.885416666666666)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.7708108108108105)","(26.0, 46.0, 43.529411764705884)","(7.5, 10.0, 9.81923076923077)","(18.0, 26.0, 25.789473684210527)","(61.0, 230.0, 218.88888888888889)","(12.0, 13.5, 13.294392523364486)","(8.0, 9.2, 9.093333333333334)","(9.0, 11.0, 10.717948717948717)"
07-01-2023 15:32:12.255350,"(41.0, 120.0, 118.4375)","(26.0, 50.0, 48.666666666666664)","(8.0, 11.0, 10.909090909090908)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.7676470588235293)","(26.0, 46.0, 43.529411764705884)","(7.5, 10.0, 9.81923076923077)","(18.0, 26.0, 25.89189189189189)","(61.0, 230.0, 220.0)","(12.0, 13.5, 11.500736377025037)","(8.0, 9.2, 9.093333333333334)","(9.0, 11.0, 10.596153846153847)"
07-01-2023 15:32:14.018378,"(41.0, 120.0, 118.4375)","(26.0, 50.0, 49.2)","(8.0, 11.0, 10.994444444444444)","(11.0, 15.5, 15.333333333333334)","(2.45, 2.78, 2.7779487179487177)","(26.0, 46.0, 43.368421052631575)","(7.5, 10.0, 9.963636363636363)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 220.0)","(12.0, 12.0, 11.513029315960912)","(8.0, 9.2, 9.147368421052631)","(9.0, 11.0, 10.571428571428571)"
07-01-2023 15:32:15.683450,"(41.0, 120.0, 118.4375)","(26.0, 50.0, 49.5)","(8.0, 11.0, 10.994444444444444)","(11.0, 15.5, 15.3)","(2.45, 2.78, 2.784556962025316)","(26.0, 44.0, 43.142857142857146)","(7.5, 10.0, 10.133333333333333)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 220.0)","(12.0, 12.0, 11.412280701754385)","(8.0, 9.2, 9.147368421052631)","(9.0, 11.0, 10.571428571428571)"
07-01-2023 15:32:17.228729,"(41.0, 120.0, 118.4375)","(26.0, 50.0, 49.5)","(8.0, 11.0, 10.994444444444444)","(11.0, 15.5, 15.3)","(2.45, 2.8, 2.7872093023255813)","(26.0, 44.0, 42.93333333333333)","(7.5, 10.5, 10.16)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 220.0)","(12.0, 11.5, 11.365853658536585)","(8.0, 9.2, 9.173684210526314)","(9.0, 11.0, 10.571428571428571)"
07-01-2023 15:32:18.860306,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.88695652173913)","(11.0, 15.5, 15.3)","(2.45, 2.8, 2.8162499999999997)","(26.0, 44.0, 42.93333333333333)","(7.5, 10.5, 10.140350877192983)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 220.0)","(12.0, 11.5, 11.357142857142858)","(8.0, 9.2, 9.173684210526314)","(9.0, 11.0, 10.571428571428571)"
07-01-2023 15:32:20.456454,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.88695652173913)","(11.0, 15.5, 15.3)","(2.45, 2.82, 2.827455621301775)","(26.0, 44.0, 42.93333333333333)","(7.5, 10.5, 10.140350877192983)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 220.0)","(12.0, 11.5, 11.338345864661655)","(8.0, 9.2, 9.173684210526314)","(9.0, 11.0, 10.571428571428571)"
07-01-2023 15:32:21.985292,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.88695652173913)","(11.0, 15.5, 15.3)","(2.45, 2.84, 2.8440506329113924)","(26.0, 44.0, 42.93333333333333)","(7.5, 10.5, 10.140350877192983)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 218.88888888888889)","(12.0, 11.5, 11.338345864661655)","(8.0, 9.2, 9.173684210526314)","(9.0, 11.0, 10.620689655172415)"
07-01-2023 15:32:23.511696,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.877118644067796)","(11.0, 15.5, 15.3)","(2.45, 2.86, 2.8696875)","(26.0, 44.0, 42.2)","(7.5, 10.5, 10.140350877192983)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 218.88888888888889)","(11.0, 11.5, 11.338345864661655)","(8.0, 9.2, 9.14054054054054)","(9.0, 11.0, 10.609375)"
07-01-2023 15:32:25.493615,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.88034188034188)","(11.0, 15.5, 15.3)","(2.45, 2.88, 2.9054166666666665)","(26.0, 44.0, 42.095238095238095)","(7.5, 10.5, 10.12037037037037)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 220.0)","(11.0, 11.5, 11.273972602739725)","(8.0, 9.2, 9.136842105263158)","(9.0, 11.0, 10.567307692307692)"
07-01-2023 15:32:27.269113,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.7265625)","(11.0, 15.5, 15.258620689655173)","(2.45, 2.92, 2.972)","(26.0, 44.0, 42.095238095238095)","(7.5, 10.5, 10.063829787234043)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 205.0)","(11.0, 11.5, 10.675)","(8.0, 9.2, 8.9375)","(9.0, 11.0, 10.511627906976743)"
07-01-2023 15:32:29.066776,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.68421052631579)","(8.0, 11.0, 10.7265625)","(11.0, 15.5, 14.910714285714286)","(2.45, 2.98, 2.9888111888111886)","(26.0, 44.0, 41.833333333333336)","(7.5, 10.5, 10.063829787234043)","(18.0, 26.0, 25.333333333333332)","(61.0, 230.0, 205.0)","(11.0, 11.0, 10.390173410404625)","(8.0, 9.0, 8.980392156862745)","(9.0, 11.0, 10.51086956521739)"
07-01-2023 15:32:30.799767,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.78804347826087)","(11.0, 15.0, 14.924242424242424)","(2.45, 3.05, 3.0387096774193547)","(26.0, 44.0, 42.10526315789474)","(7.5, 10.5, 9.975757575757576)","(18.0, 26.0, 25.11111111111111)","(61.0, 230.0, 205.0)","(11.0, 11.0, 10.653409090909092)","(8.0, 9.0, 8.946067415730337)","(9.0, 11.0, 10.51086956521739)"
07-01-2023 15:32:32.323329,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.78804347826087)","(11.0, 15.0, 14.868421052631579)","(2.45, 3.1, 3.0941964285714287)","(26.0, 44.0, 42.10526315789474)","(7.5, 10.0, 9.727272727272728)","(18.0, 26.0, 26.878048780487806)","(61.0, 230.0, 205.0)","(11.0, 11.0, 10.296153846153846)","(8.0, 9.0, 8.782352941176471)","(9.0, 11.0, 10.401162790697674)"
07-01-2023 15:32:33.845751,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.762195121951219)","(11.0, 15.0, 14.767441860465116)","(2.45, 3.1, 3.082272727272727)","(26.0, 44.0, 41.88235294117647)","(7.5, 9.8, 9.727272727272728)","(18.0, 27.0, 26.878048780487806)","(61.0, 230.0, 205.0)","(11.0, 10.5, 10.742063492063492)","(8.0, 8.8, 8.783333333333333)","(9.0, 10.5, 10.401162790697674)"
07-01-2023 15:32:35.348425,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.762195121951219)","(11.0, 15.0, 14.7875)","(2.45, 3.1, 3.076219512195122)","(26.0, 44.0, 41.714285714285715)","(7.5, 9.8, 9.721739130434782)","(18.0, 27.0, 26.878048780487806)","(61.0, 230.0, 196.66666666666666)","(11.0, 11.0, 10.742063492063492)","(8.0, 8.8, 8.563157894736841)","(9.0, 10.5, 10.401162790697674)"
07-01-2023 15:32:36.909485,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.762195121951219)","(11.0, 15.0, 14.7875)","(2.45, 3.1, 3.089627659574468)","(26.0, 44.0, 41.53846153846154)","(7.5, 9.8, 9.721739130434782)","(18.0, 27.0, 26.878048780487806)","(61.0, 230.0, 196.66666666666666)","(11.0, 11.0, 10.742063492063492)","(8.0, 8.6, 8.526315789473685)","(9.0, 10.5, 10.401162790697674)"
07-01-2023 15:32:38.496001,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.383838383838384)","(11.0, 15.0, 14.811111111111112)","(2.45, 3.1, 3.089627659574468)","(26.0, 44.0, 40.285714285714285)","(7.5, 9.8, 9.721739130434782)","(18.0, 27.0, 26.90909090909091)","(61.0, 230.0, 196.66666666666666)","(11.0, 11.0, 10.764492753623188)","(8.0, 8.6, 8.493333333333334)","(9.0, 10.5, 10.325471698113208)"
07-01-2023 15:32:40.083936,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.381147540983607)","(11.0, 15.0, 14.811111111111112)","(2.45, 3.1, 3.0835585585585585)","(26.0, 44.0, 39.411764705882355)","(7.5, 9.8, 9.74375)","(18.0, 27.0, 26.90909090909091)","(61.0, 230.0, 200.0)","(11.0, 11.0, 11.26027397260274)","(8.0, 8.6, 8.35483870967742)","(9.0, 10.5, 10.387640449438202)"
07-01-2023 15:32:41.712733,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 10.5, 10.289115646258503)","(11.0, 15.0, 14.811111111111112)","(2.45, 3.1, 3.1173366834170855)","(26.0, 44.0, 39.411764705882355)","(7.5, 9.8, 9.74375)","(18.0, 27.0, 26.90909090909091)","(61.0, 230.0, 200.0)","(11.0, 11.5, 11.287878787878787)","(8.0, 8.4, 8.466666666666667)","(9.0, 10.5, 10.313636363636364)"
07-01-2023 15:32:43.314130,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 10.5, 10.675757575757576)","(11.0, 15.0, 14.333333333333334)","(2.45, 3.15, 3.1287162162162163)","(26.0, 44.0, 39.333333333333336)","(7.5, 9.8, 9.74375)","(18.0, 27.0, 23.818181818181817)","(61.0, 230.0, 200.0)","(11.0, 11.5, 11.287878787878787)","(8.0, 8.6, 8.33)","(9.0, 10.5, 10.313636363636364)"
07-01-2023 15:32:44.960753,"(41.0, 120.0, 110.0)","(26.0, 50.0, 49.625)","(8.0, 11.0, 10.675757575757576)","(11.0, 14.5, 14.263157894736842)","(2.45, 3.15, 3.1261363636363635)","(26.0, 42.0, 38.8)","(7.5, 9.8, 9.5375)","(18.0, 24.0, 23.818181818181817)","(61.0, 230.0, 200.0)","(11.0, 11.5, 11.287878787878787)","(8.0, 8.4, 8.713402061855671)","(9.0, 10.5, 10.313636363636364)"
07-01-2023 15:32:46.502538,"(51.0, 120.0, 115.83333333333334)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.665625)","(12.0, 14.5, 14.378048780487806)","(2.5, 3.15, 3.129)","(31.0, 42.0, 38.588235294117645)","(8.0, 9.6, 9.5375)","(19.0, 24.0, 23.818181818181817)","(81.0, 230.0, 200.0)","(11.0, 11.5, 11.320512820512821)","(8.0, 8.8, 8.71)","(9.0, 10.5, 10.313636363636364)"
07-01-2023 15:32:48.036013,"(51.0, 120.0, 115.83333333333334)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.665625)","(12.0, 14.5, 14.337209302325581)","(2.5, 3.15, 3.1282467532467533)","(31.0, 40.0, 37.91304347826087)","(8.0, 9.6, 9.573469387755102)","(19.0, 24.0, 23.818181818181817)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.5, 11.087827426810478)","(8.0, 8.8, 8.732530120481927)","(9.0, 10.5, 10.306603773584905)"
07-01-2023 15:32:49.545694,"(51.0, 120.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.731155778894472)","(12.0, 14.5, 14.325)","(2.5, 3.15, 3.1379310344827585)","(31.0, 40.0, 38.08)","(8.0, 9.8, 9.82077922077922)","(19.0, 24.0, 23.666666666666668)","(81.0, 230.0, 196.66666666666666)","(11.0, 12.0, 11.069620253164556)","(8.0, 8.8, 8.754054054054054)","(9.0, 10.5, 10.377906976744185)"
07-01-2023 15:32:51.116559,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.731155778894472)","(12.0, 14.5, 14.325)","(2.5, 3.15, 3.0742489270386266)","(31.0, 40.0, 37.0)","(8.0, 10.0, 9.822857142857144)","(19.0, 24.0, 23.666666666666668)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.5, 11.10919540229885)","(8.0, 9.0, 8.84)","(9.0, 10.5, 10.426829268292684)"
07-01-2023 15:32:52.674353,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.735897435897435)","(12.0, 14.5, 14.325)","(2.5, 3.1, 3.0742489270386266)","(31.0, 40.0, 37.0)","(8.0, 10.0, 9.85909090909091)","(19.0, 24.0, 23.70967741935484)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.5, 11.088888888888889)","(8.0, 9.0, 8.836842105263159)","(9.0, 10.5, 10.3125)"
07-01-2023 15:32:54.354974,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.728947368421053)","(12.0, 14.5, 14.368421052631579)","(2.5, 3.1, 3.0771255060728744)","(31.0, 40.0, 36.75)","(8.0, 10.0, 10.118279569892474)","(19.0, 24.0, 23.814814814814813)","(81.0, 230.0, 196.66666666666666)","(11.0, 10.5, 10.148148148148149)","(8.0, 9.2, 9.073170731707316)","(9.0, 10.5, 10.3125)"
07-01-2023 15:32:55.772167,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.728947368421053)","(12.0, 14.5, 14.368421052631579)","(2.5, 3.1, 3.0761603375527424)","(31.0, 40.0, 36.75)","(8.0, 10.5, 10.118279569892474)","(19.0, 24.0, 23.814814814814813)","(81.0, 230.0, 196.66666666666666)","(11.0, 10.5, 10.333333333333334)","(8.0, 9.2, 9.111864406779661)","(9.0, 10.5, 10.333333333333334)"
07-01-2023 15:32:57.227188,"(51.0, 130.0, 110.55555555555556)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.728947368421053)","(12.0, 14.5, 14.368421052631579)","(2.5, 3.1, 3.0732227488151658)","(31.0, 40.0, 36.75)","(8.0, 10.5, 10.139240506329115)","(19.0, 24.0, 24.02325581395349)","(81.0, 230.0, 196.66666666666666)","(11.0, 10.5, 10.66593886462882)","(8.0, 9.2, 9.152173913043478)","(9.0, 10.5, 10.333333333333334)"
07-01-2023 15:32:58.829190,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.728947368421053)","(12.0, 14.5, 14.368421052631579)","(2.5, 3.1, 3.0175)","(31.0, 40.0, 36.75)","(8.0, 10.5, 10.139240506329115)","(19.0, 25.0, 23.956521739130434)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.0, 10.752403846153847)","(8.0, 9.2, 9.085714285714285)","(9.0, 10.5, 10.333333333333334)"
07-01-2023 15:33:00.404888,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.625)","(8.5, 11.0, 10.705714285714286)","(12.0, 14.5, 14.368421052631579)","(2.5, 3.05, 3.0166666666666666)","(31.0, 40.0, 36.75)","(8.0, 10.5, 10.139240506329115)","(19.0, 25.0, 23.956521739130434)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.0, 11.18095238095238)","(8.0, 9.2, 9.123809523809523)","(9.0, 10.5, 10.333333333333334)"
07-01-2023 15:33:02.251180,"(51.0, 130.0, 112.5)","(31.0, 50.0, 49.45454545454545)","(8.5, 11.0, 10.705714285714286)","(12.0, 14.5, 14.368421052631579)","(2.5, 3.05, 3.0086776859504134)","(31.0, 40.0, 36.285714285714285)","(8.0, 10.0, 9.96551724137931)","(19.0, 25.0, 23.956521739130434)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.5, 11.026666666666667)","(8.0, 9.2, 9.123809523809523)","(9.0, 10.5, 10.362068965517242)"
07-01-2023 15:33:03.997394,"(51.0, 130.0, 106.36363636363636)","(31.0, 50.0, 49.5)","(8.5, 11.0, 11.0296875)","(12.0, 14.5, 14.205882352941176)","(2.5, 3.05, 2.962972972972973)","(31.0, 40.0, 36.22222222222222)","(8.0, 10.0, 10.18452380952381)","(19.0, 25.0, 23.956521739130434)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.5, 10.956140350877194)","(8.0, 9.2, 9.074418604651163)","(9.0, 10.5, 10.461538461538462)"
07-01-2023 15:33:05.723155,"(51.0, 120.0, 110.625)","(31.0, 50.0, 49.5)","(8.5, 11.5, 11.015570934256056)","(12.0, 14.5, 14.205882352941176)","(2.5, 2.98, 2.939764705882353)","(31.0, 38.0, 36.22222222222222)","(8.0, 10.5, 10.202247191011235)","(19.0, 25.0, 23.956521739130434)","(81.0, 230.0, 196.66666666666666)","(11.0, 11.5, 10.956140350877194)","(8.0, 9.2, 9.106896551724137)","(9.0, 10.5, 10.384615384615385)"
07-01-2023 15:33:07.582302,"(61.0, 120.0, 101.81818181818181)","(31.0, 50.0, 49.45454545454545)","(9.0, 11.5, 11.015570934256056)","(12.0, 14.5, 14.205882352941176)","(2.5, 2.96, 2.939764705882353)","(31.0, 38.0, 36.22222222222222)","(8.5, 10.5, 10.202247191011235)","(19.0, 25.0, 23.956521739130434)","(91.0, 230.0, 196.66666666666666)","(10.0, 11.5, 10.964589235127479)","(8.0, 9.2, 9.106896551724137)","(9.0, 10.5, 10.384615384615385)"
07-01-2023 15:33:09.375640,"(61.0, 110.0, 104.375)","(31.0, 50.0, 49.45454545454545)","(9.0, 11.5, 11.021028037383177)","(12.0, 14.5, 14.205882352941176)","(2.5, 2.96, 2.937872340425532)","(31.0, 38.0, 36.22222222222222)","(8.5, 10.5, 10.202247191011235)","(19.0, 25.0, 24.454545454545453)","(91.0, 230.0, 196.66666666666666)","(10.0, 11.5, 11.183946488294314)","(8.0, 9.2, 9.106896551724137)","(9.0, 10.5, 10.384615384615385)"
07-01-2023 15:33:11.063190,"(61.0, 110.0, 104.375)","(31.0, 50.0, 49.45454545454545)","(9.0, 11.5, 11.018292682926829)","(12.0, 14.5, 14.205882352941176)","(2.5, 2.96, 2.9424)","(31.0, 38.0, 35.73913043478261)","(8.5, 10.5, 10.202247191011235)","(19.0, 25.0, 24.50588235294118)","(91.0, 230.0, 196.66666666666666)","(10.0, 11.5, 11.189003436426116)","(8.0, 9.2, 9.114814814814814)","(9.0, 10.5, 10.301075268817204)"
07-01-2023 15:33:12.590845,"(61.0, 110.0, 104.375)","(31.0, 50.0, 49.6)","(9.0, 11.5, 11.018292682926829)","(12.0, 14.5, 14.205882352941176)","(2.5, 2.96, 2.939090909090909)","(31.0, 38.0, 35.73913043478261)","(8.5, 10.5, 10.202247191011235)","(19.0, 25.0, 24.076923076923077)","(91.0, 230.0, 196.66666666666666)","(10.0, 11.5, 11.202952029520295)","(8.0, 9.2, 9.206666666666665)","(9.0, 10.5, 9.876923076923077)"
07-01-2023 15:33:14.187548,"(61.0, 110.0, 108.33333333333333)","(31.0, 50.0, 51.05263157894737)","(9.0, 11.5, 11.158892128279883)","(12.0, 14.5, 14.366666666666667)","(2.5, 2.94, 2.939090909090909)","(31.0, 38.0, 34.645161290322584)","(8.5, 10.5, 9.93448275862069)","(19.0, 25.0, 24.244444444444444)","(91.0, 230.0, 225.0)","(10.0, 11.5, 11.18006993006993)","(8.0, 9.4, 9.208333333333332)","(9.0, 10.0, 9.930434782608696)"
07-01-2023 15:33:15.694358,"(61.0, 110.0, 108.33333333333333)","(31.0, 55.0, 58.0)","(9.0, 11.5, 11.158892128279883)","(12.0, 14.5, 14.366666666666667)","(2.5, 2.94, 2.939090909090909)","(31.0, 36.0, 34.645161290322584)","(8.5, 10.0, 9.924)","(19.0, 25.0, 24.244444444444444)","(91.0, 230.0, 396.66666666666663)","(10.0, 11.5, 11.132530120481928)","(8.0, 9.4, 9.208333333333332)","(9.0, 10.0, 9.937254901960785)"
07-01-2023 15:33:17.266881,"(61.0, 130.0, 115.0)","(31.0, 60.0, 56.666666666666664)","(9.0, 11.5, 11.153846153846153)","(12.0, 14.5, 14.229166666666666)","(2.5, 2.94, 2.93906976744186)","(31.0, 36.0, 34.645161290322584)","(8.5, 10.0, 9.924)","(19.0, 25.0, 24.142857142857142)","(91.0, 420.0, 396.66666666666663)","(10.0, 11.5, 11.179442508710801)","(8.0, 9.4, 9.208333333333332)","(9.0, 10.0, 9.911111111111111)"
07-01-2023 15:33:18.745250,"(61.0, 120.0, 115.0)","(31.0, 60.0, 55.45454545454545)","(9.0, 11.5, 11.694174757281553)","(12.0, 14.5, 14.229166666666666)","(2.5, 2.94, 2.924444444444444)","(31.0, 36.0, 34.54054054054054)","(8.5, 10.0, 9.907317073170733)","(19.0, 25.0, 24.244444444444444)","(91.0, 420.0, 432.22222222222223)","(10.0, 11.5, 11.183018867924527)","(8.0, 9.4, 9.208333333333332)","(9.0, 10.0, 9.81923076923077)"
07-01-2023 15:33:20.323143,"(61.0, 120.0, 114.4)","(31.0, 60.0, 56.31578947368421)","(9.0, 12.0, 11.69060773480663)","(12.0, 14.5, 14.229166666666666)","(2.5, 2.94, 2.924444444444444)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.920833333333334)","(19.0, 25.0, 24.244444444444444)","(91.0, 460.0, 432.22222222222223)","(10.0, 11.5, 11.187258687258687)","(8.0, 9.4, 9.223076923076922)","(9.0, 10.0, 9.676923076923078)"
07-01-2023 15:33:22.104365,"(61.0, 120.0, 114.07407407407408)","(31.0, 60.0, 55.45454545454545)","(9.0, 12.0, 11.845)","(12.0, 14.5, 14.229166666666666)","(2.5, 2.94, 2.924444444444444)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.920833333333334)","(19.0, 25.0, 24.244444444444444)","(91.0, 460.0, 435.0)","(10.0, 11.5, 11.187258687258687)","(8.0, 9.4, 9.223076923076922)","(9.0, 9.8, 9.600000000000001)"
07-01-2023 15:33:23.757109,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 55.45454545454545)","(9.0, 12.0, 12.13302752293578)","(12.0, 14.5, 14.157894736842104)","(2.5, 2.94, 2.915681818181818)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.920833333333334)","(19.0, 25.0, 24.142857142857142)","(91.0, 460.0, 426.0)","(10.0, 11.5, 11.214788732394366)","(8.0, 9.4, 9.223076923076922)","(9.0, 9.8, 9.504761904761905)"
07-01-2023 15:33:25.301081,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 55.45454545454545)","(9.0, 12.5, 12.204545454545455)","(12.0, 14.5, 14.130434782608695)","(2.6, 2.92, 2.915681818181818)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.920833333333334)","(19.0, 25.0, 24.142857142857142)","(91.0, 450.0, 426.0)","(10.0, 11.5, 11.214788732394366)","(8.0, 9.4, 9.223076923076922)","(8.5, 9.6, 9.46875)"
07-01-2023 15:33:26.751834,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 55.45454545454545)","(9.0, 12.5, 12.352112676056338)","(12.0, 14.5, 14.15)","(2.6, 2.92, 2.9013483146067416)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.920833333333334)","(19.0, 25.0, 24.142857142857142)","(91.0, 450.0, 429.0909090909091)","(10.0, 11.5, 11.214788732394366)","(8.0, 9.4, 9.223076923076922)","(8.5, 9.6, 9.609523809523811)"
07-01-2023 15:33:28.285420,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 54.8)","(9.0, 12.5, 12.415584415584416)","(12.0, 14.5, 14.176470588235293)","(2.6, 2.92, 2.896060606060606)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.920833333333334)","(19.0, 25.0, 24.142857142857142)","(91.0, 450.0, 357.5)","(10.0, 11.5, 11.198884758364311)","(8.0, 9.4, 9.223076923076922)","(8.5, 9.8, 9.604651162790699)"
07-01-2023 15:33:29.677928,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 54.8)","(9.0, 12.5, 12.721518987341772)","(12.0, 14.5, 14.714285714285714)","(2.6, 2.9, 2.8521875)","(31.0, 36.0, 34.23529411764706)","(8.5, 10.0, 9.940740740740742)","(19.0, 25.0, 23.8)","(91.0, 440.0, 395.0)","(10.0, 11.5, 11.203065134099617)","(8.0, 9.4, 9.304)","(8.5, 9.8, 9.780000000000001)"
07-01-2023 15:33:31.155126,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 54.8)","(9.0, 13.0, 12.710843373493976)","(12.0, 15.0, 14.625)","(2.6, 2.86, 2.8487640449438203)","(31.0, 36.0, 34.23529411764706)","(8.5, 10.0, 9.946666666666667)","(19.0, 24.0, 23.8)","(91.0, 430.0, 260.0)","(10.0, 11.5, 11.208646616541353)","(8.0, 9.4, 9.304)","(8.5, 9.8, 9.780000000000001)"
07-01-2023 15:33:32.609780,"(61.0, 120.0, 115.83333333333333)","(31.0, 60.0, 54.8)","(9.0, 13.0, 12.710843373493976)","(12.0, 15.0, 14.625)","(2.6, 2.86, 2.8487640449438203)","(31.0, 36.0, 34.22222222222222)","(8.5, 10.0, 9.946666666666667)","(19.0, 24.0, 23.82051282051282)","(91.0, 440.0, 295.0)","(10.0, 11.5, 11.22279792746114)","(8.0, 9.4, 9.304)","(9.0, 9.8, 9.780000000000001)"
