,Golden Scotch,Kanji Uganda,Lacey Star,Aston Michigan,Just Enough,Jellybean Jam
11-01-2023 17:48:52.670551,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.272413793103448)","(1.8, 2.04, 2.0197777777777777)","(4.4, 6.8, 6.48)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:53.673519,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.272413793103448)","(1.8, 2.04, 2.0197777777777777)","(4.4, 6.8, 6.48)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:54.607661,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.289690721649484)","(1.8, 2.04, 2.0197777777777777)","(4.4, 6.8, 6.48)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.333333333333332)"
11-01-2023 17:48:55.474543,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.289690721649484)","(1.8, 2.02, 2.01)","(4.4, 6.8, 6.48)","(31.0, 170.0, 86.0)","(9.0, 16.5, 16.333333333333332)"
11-01-2023 17:48:56.349128,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.289690721649484)","(1.8, 2.04, 2.026)","(4.4, 6.8, 6.48)","(31.0, 170.0, 86.0)","(9.0, 16.5, 16.333333333333332)"
11-01-2023 17:48:57.439991,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.289690721649484)","(1.8, 2.04, 2.01)","(4.4, 6.8, 6.447058823529412)","(31.0, 170.0, 120.4)","(9.0, 16.5, 16.333333333333332)"
11-01-2023 17:48:58.409056,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.289690721649484)","(1.8, 2.02, 2.01)","(4.4, 6.8, 6.447058823529412)","(31.0, 170.0, 120.4)","(9.0, 16.5, 16.333333333333332)"
11-01-2023 17:48:59.364657,"(26.0, 50.0, 39.5)","(3.4, 4.3, 4.2915789473684205)","(1.8, 1.97, 1.951877551020408)","(4.4, 6.8, 6.447058823529412)","(31.0, 170.0, 120.4)","(9.0, 16.5, 16.263157894736842)"
11-01-2023 17:49:00.389076,"(26.0, 50.0, 39.5)","(3.4, 4.3, 4.2915789473684205)","(1.8, 1.97, 1.951877551020408)","(4.4, 6.8, 6.447058823529412)","(31.0, 170.0, 120.4)","(9.0, 16.5, 16.263157894736842)"
11-01-2023 17:49:01.497070,"(26.0, 50.0, 39.5)","(3.4, 4.3, 4.289565217391305)","(1.8, 1.97, 1.99)","(4.4, 6.8, 7.0)","(31.0, 170.0, 118.0)","(9.0, 16.5, 20.333333333333332)"
11-01-2023 17:49:02.547143,"(26.0, 60.0, 45.333333333333336)","(3.4, 4.1, 3.9235294117647057)","(1.8, 2.02, 1.99)","(4.4, 7.4, 6.955555555555556)","(31.0, 160.0, 77.14285714285714)","(9.0, 22.0, 18.294117647058822)"
11-01-2023 17:49:03.926141,"(26.0, 60.0, 45.333333333333336)","(3.4, 3.9, 3.783333333333333)","(1.8, 2.02, 2.0265384615384616)","(4.4, 7.4, 6.955555555555556)","(31.0, 150.0, 77.14285714285714)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:04.892218,"(26.0, 55.0, 49.8)","(3.4, 3.85, 3.8000000000000003)","(1.8, 2.04, 2.0265384615384616)","(4.4, 7.4, 6.955555555555556)","(31.0, 150.0, 77.14285714285714)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:05.801275,"(26.0, 55.0, 49.8)","(3.4, 3.85, 3.8000000000000003)","(1.8, 2.04, 2.0265384615384616)","(4.4, 7.4, 6.76)","(31.0, 150.0, 77.14285714285714)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:06.738737,"(26.0, 38.0, 31.571428571428573)","(3.4, 3.85, 3.803846153846154)","(1.8, 2.04, 2.0109677419354837)","(4.4, 7.4, 6.818181818181818)","(31.0, 150.0, 77.14285714285714)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:07.667394,"(26.0, 38.0, 31.0)","(3.4, 3.85, 3.803846153846154)","(1.8, 2.06, 2.0555)","(4.4, 7.4, 7.095238095238095)","(31.0, 130.0, 109.5)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:08.667643,"(26.0, 38.0, 31.0)","(3.4, 3.75, 3.7015000000000002)","(1.8, 2.08, 2.0790243902439025)","(4.4, 7.4, 7.121739130434783)","(31.0, 130.0, 70.36363636363636)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:09.528031,"(26.0, 38.0, 32.75)","(3.4, 3.7, 3.6833333333333336)","(1.8, 2.08, 2.0790243902439025)","(4.4, 7.4, 7.121739130434783)","(31.0, 130.0, 70.36363636363636)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:10.488208,"(26.0, 38.0, 32.75)","(3.4, 3.7, 3.6812500000000004)","(1.8, 2.08, 2.0790243902439025)","(4.4, 7.4, 7.121739130434783)","(31.0, 130.0, 70.36363636363636)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:11.762358,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.7, 3.692857142857143)","(1.8, 2.08, 2.0790243902439025)","(4.4, 7.4, 7.1)","(31.0, 130.0, 69.04761904761905)","(9.0, 22.0, 18.113636363636363)"
11-01-2023 17:49:12.878646,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.7, 3.692857142857143)","(1.8, 2.08, 2.078823529411765)","(4.4, 7.4, 7.144)","(31.0, 130.0, 91.66666666666666)","(9.0, 22.0, 18.2)"
11-01-2023 17:49:13.832312,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.7, 3.6821428571428574)","(1.8, 2.08, 2.078823529411765)","(4.4, 7.4, 6.988571428571428)","(31.0, 110.0, 77.0)","(9.0, 22.0, 18.2)"
11-01-2023 17:49:14.752706,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.7, 3.68)","(1.8, 2.08, 2.079090909090909)","(4.4, 7.4, 7.030769230769231)","(31.0, 110.0, 86.75)","(9.0, 22.0, 17.857142857142858)"
11-01-2023 17:49:15.748996,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.7, 3.68)","(1.8, 2.08, 2.079090909090909)","(4.4, 7.4, 7.144)","(31.0, 110.0, 86.75)","(9.0, 22.0, 19.5)"
11-01-2023 17:49:16.729967,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.7, 3.68)","(1.8, 2.08, 2.079090909090909)","(4.4, 7.4, 7.153846153846154)","(31.0, 110.0, 86.75)","(9.0, 20.0, 18.875)"
11-01-2023 17:49:17.621635,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.5, 3.351685393258427)","(1.8, 2.08, 2.079090909090909)","(4.4, 7.4, 7.153846153846154)","(31.0, 110.0, 86.75)","(9.0, 20.0, 18.363636363636363)"
11-01-2023 17:49:18.496254,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.5, 3.2529411764705882)","(1.8, 2.14, 2.121538461538462)","(4.4, 7.4, 7.144)","(31.0, 95.0, 82.14285714285714)","(9.0, 20.0, 18.363636363636363)"
11-01-2023 17:49:19.460260,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.45, 3.35)","(1.8, 2.16, 2.1425)","(4.4, 7.4, 7.16)","(31.0, 95.0, 62.11538461538461)","(9.0, 20.0, 18.5)"
11-01-2023 17:49:20.358581,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.45, 3.3833333333333333)","(1.8, 2.18, 2.1500000000000004)","(4.4, 7.4, 7.16)","(31.0, 95.0, 62.11538461538461)","(9.0, 20.0, 18.5)"
11-01-2023 17:49:21.397010,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.45, 3.3833333333333333)","(1.8, 2.18, 2.142857142857143)","(4.4, 7.4, 7.16)","(31.0, 95.0, 62.11538461538461)","(9.0, 20.0, 17.714285714285715)"
11-01-2023 17:49:22.441495,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.45, 3.2932432432432432)","(1.8, 2.2, 2.156756756756757)","(4.4, 7.4, 7.16)","(31.0, 95.0, 75.45454545454545)","(9.0, 20.0, 17.714285714285715)"
11-01-2023 17:49:23.325491,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.4, 3.35)","(1.8, 2.2, 2.1652173913043478)","(4.4, 7.4, 7.16)","(31.0, 90.0, 75.45454545454545)","(9.0, 20.0, 17.0)"
11-01-2023 17:49:24.335672,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.4, 3.3833333333333333)","(1.8, 2.2, 2.1652173913043478)","(4.4, 7.4, 7.1866666666666665)","(31.0, 85.0, 80.625)","(9.0, 17.0, 16.633333333333333)"
11-01-2023 17:49:25.329516,"(26.0, 38.0, 32.46153846153846)","(3.4, 3.35, 3.335714285714286)","(1.8, 2.2, 2.166666666666667)","(4.4, 7.4, 7.260869565217392)","(31.0, 85.0, 73.33333333333333)","(9.0, 17.0, 16.52173913043478)"
11-01-2023 17:49:26.400992,"(26.0, 38.0, 33.416666666666664)","(3.4, 3.35, 3.2954545454545454)","(1.8, 2.2, 2.166666666666667)","(4.4, 7.4, 7.289655172413793)","(31.0, 85.0, 52.69230769230769)","(9.0, 17.0, 16.576923076923077)"
11-01-2023 17:49:27.540911,"(26.0, 36.0, 35.513513513513516)","(3.4, 3.35, 3.275)","(1.8, 2.2, 2.182857142857143)","(4.4, 7.4, 7.307692307692308)","(31.0, 85.0, 52.41379310344828)","(9.0, 17.0, 16.416666666666668)"
11-01-2023 17:49:28.395771,"(26.0, 36.0, 35.34146341463415)","(3.4, 3.35, 3.275)","(1.8, 2.2, 2.182857142857143)","(4.4, 7.4, 7.307692307692308)","(31.0, 85.0, 52.41379310344828)","(9.0, 17.0, 16.46875)"
11-01-2023 17:49:29.406712,"(26.0, 36.0, 33.97959183673469)","(3.4, 3.35, 3.04375)","(1.8, 2.28, 2.2063157894736842)","(4.4, 7.8, 7.55)","(31.0, 85.0, 56.2)","(9.0, 17.0, 16.46875)"
11-01-2023 17:49:30.666827,"(26.0, 36.0, 34.125)","(3.4, 3.35, 3.125)","(1.8, 2.26, 2.254736842105263)","(4.4, 7.8, 7.430769230769231)","(31.0, 85.0, 63.4375)","(9.0, 17.0, 16.46875)"
11-01-2023 17:49:31.583191,"(26.0, 36.0, 34.125)","(3.4, 3.3, 3.125)","(1.8, 2.28, 2.254736842105263)","(4.4, 7.8, 7.430769230769231)","(31.0, 85.0, 63.4375)","(9.0, 17.0, 16.413793103448278)"
11-01-2023 17:49:32.500047,"(26.0, 36.0, 32.72727272727273)","(3.4, 3.3, 3.103571428571428)","(1.8, 2.28, 2.254736842105263)","(4.4, 7.8, 7.68)","(31.0, 85.0, 67.5)","(9.0, 17.0, 16.413793103448278)"
11-01-2023 17:49:33.608506,"(26.0, 32.0, 31.883720930232556)","(3.4, 3.45, 3.43265306122449)","(1.8, 2.24, 2.262857142857143)","(4.4, 7.6, 7.636363636363637)","(31.0, 80.0, 56.25)","(9.0, 17.0, 16.285714285714285)"
11-01-2023 17:49:34.666951,"(26.0, 34.0, 33.25531914893617)","(3.4, 3.4, 3.3409836065573773)","(1.8, 2.28, 2.2374468085106383)","(4.4, 7.8, 7.636363636363637)","(31.0, 85.0, 51.458333333333336)","(9.0, 17.0, 16.285714285714285)"
11-01-2023 17:49:35.539766,"(26.0, 34.0, 33.25531914893617)","(3.4, 3.35, 3.3409836065573773)","(1.8, 2.28, 2.2374468085106383)","(4.4, 7.8, 7.636363636363637)","(31.0, 85.0, 51.458333333333336)","(9.0, 17.0, 16.285714285714285)"
11-01-2023 17:49:36.527868,"(26.0, 34.0, 33.25531914893617)","(3.4, 3.35, 3.343103448275862)","(1.8, 2.26, 2.2293333333333334)","(4.4, 7.8, 7.68)","(31.0, 85.0, 56.25)","(9.0, 17.0, 16.285714285714285)"
11-01-2023 17:49:37.507036,"(26.0, 32.0, 31.46808510638298)","(3.4, 3.35, 3.343103448275862)","(1.8, 2.26, 2.2275)","(4.4, 7.8, 7.539130434782609)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.285714285714285)"
11-01-2023 17:49:38.494725,"(26.0, 32.0, 31.46808510638298)","(3.4, 3.35, 3.343103448275862)","(1.8, 2.26, 2.2275)","(4.4, 7.8, 7.533333333333333)","(31.0, 85.0, 61.20689655172414)","(9.0, 17.0, 16.44736842105263)"
11-01-2023 17:49:39.884744,"(26.0, 32.0, 31.03846153846154)","(3.4, 3.05, 3.090909090909091)","(1.8, 2.28, 2.2874999999999996)","(4.4, 7.8, 7.509090909090909)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.48780487804878)"
11-01-2023 17:49:40.785078,"(26.0, 32.0, 31.03846153846154)","(3.4, 3.1, 3.090909090909091)","(1.8, 2.3, 2.2874999999999996)","(4.4, 7.6, 7.509090909090909)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.595238095238095)"
11-01-2023 17:49:41.683961,"(26.0, 32.0, 30.387096774193548)","(3.4, 3.1, 3.080952380952381)","(1.8, 2.36, 2.3389473684210524)","(4.4, 7.0, 6.825531914893617)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.44736842105263)"
11-01-2023 17:49:42.831873,"(26.0, 32.0, 30.387096774193548)","(3.4, 3.1, 3.080952380952381)","(1.8, 2.4, 2.3910344827586205)","(4.4, 6.8, 6.654545454545454)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.44736842105263)"
11-01-2023 17:49:43.793396,"(26.0, 32.0, 29.88135593220339)","(3.4, 3.1, 3.080952380952381)","(1.8, 2.42, 2.3910344827586205)","(4.4, 6.8, 6.654545454545454)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.44736842105263)"
11-01-2023 17:49:44.748056,"(26.0, 32.0, 29.88135593220339)","(3.4, 3.1, 3.0875)","(1.8, 2.44, 2.4076923076923076)","(4.4, 6.6, 6.533333333333333)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.46153846153846)"
11-01-2023 17:49:45.656101,"(26.0, 32.0, 29.88135593220339)","(3.4, 3.1, 3.0875)","(1.8, 2.38, 2.3795238095238096)","(4.4, 6.8, 6.647619047619048)","(31.0, 85.0, 60.357142857142854)","(9.0, 17.0, 16.46153846153846)"
11-01-2023 17:49:46.904670,"(26.0, 32.0, 24.24137931034483)","(3.4, 3.1, 3.084090909090909)","(1.8, 2.38, 2.379375)","(4.4, 6.8, 6.647619047619048)","(31.0, 85.0, 61.20689655172414)","(9.0, 17.0, 16.46153846153846)"
11-01-2023 17:49:48.115876,"(26.0, 32.0, 24.24137931034483)","(3.4, 3.1, 3.084090909090909)","(1.8, 2.38, 2.379375)","(4.4, 6.8, 6.647619047619048)","(31.0, 85.0, 63.4375)","(9.0, 17.0, 16.5)"
11-01-2023 17:49:49.105430,"(26.0, 30.0, 28.0)","(3.4, 3.1, 3.084090909090909)","(1.8, 2.38, 2.379375)","(4.4, 6.8, 6.647619047619048)","(31.0, 85.0, 62.5)","(9.0, 17.0, 16.5)"
11-01-2023 17:49:50.245975,"(26.0, 30.0, 26.129032258064516)","(3.4, 3.1, 3.0825)","(1.8, 2.38, 2.3796825396825394)","(4.4, 6.8, 6.64)","(31.0, 85.0, 62.5)","(9.0, 17.0, 16.46153846153846)"
11-01-2023 17:49:51.403151,"(26.0, 30.0, 26.296296296296298)","(3.4, 3.15, 3.1496820349761525)","(1.8, 2.38, 2.393684210526316)","(4.4, 6.8, 6.64)","(31.0, 85.0, 67.58064516129032)","(9.0, 17.0, 16.46153846153846)"
11-01-2023 17:49:52.547420,"(26.0, 30.0, 26.296296296296298)","(3.4, 3.15, 3.242911585365854)","(1.8, 2.4, 2.393684210526316)","(4.4, 6.8, 6.64)","(31.0, 85.0, 67.58064516129032)","(9.0, 17.0, 16.46153846153846)"
11-01-2023 17:49:53.700191,"(26.0, 30.0, 26.129032258064516)","(3.4, 3.25, 3.2410044977511245)","(1.75, 2.4, 2.393684210526316)","(4.6, 6.8, 6.64)","(41.0, 85.0, 68.07692307692308)","(8.5, 17.0, 16.46153846153846)"
11-01-2023 17:49:54.650424,"(26.0, 30.0, 26.129032258064516)","(3.4, 3.25, 3.2410044977511245)","(1.75, 2.4, 2.393684210526316)","(4.6, 6.8, 6.64)","(41.0, 85.0, 67.4)","(8.5, 17.0, 15.352941176470589)"
11-01-2023 17:49:55.719346,"(21.0, 25.0, 23.444444444444443)","(3.4, 3.35, 3.3496359223300973)","(1.8, 2.36, 2.3276923076923075)","(4.8, 6.6, 6.56)","(41.0, 85.0, 67.4)","(8.5, 15.5, 15.045454545454545)"
11-01-2023 17:49:56.741549,"(21.0, 25.0, 24.4)","(3.4, 3.4, 3.3947368421052633)","(1.8, 2.34, 2.3276923076923075)","(4.8, 6.6, 6.56)","(41.0, 85.0, 67.4)","(8.5, 15.5, 15.065217391304348)"
11-01-2023 17:49:57.773787,"(21.0, 25.0, 23.444444444444443)","(3.4, 3.4, 3.3985714285714286)","(1.8, 2.34, 2.3276923076923075)","(4.8, 6.6, 6.56)","(41.0, 85.0, 67.4)","(8.5, 15.5, 15.15)"
11-01-2023 17:49:58.669055,"(21.0, 25.0, 23.285714285714285)","(3.4, 3.4, 3.3499999999999996)","(1.8, 2.34, 2.3276923076923075)","(4.8, 6.6, 6.56)","(41.0, 85.0, 67.4)","(8.5, 15.5, 14.933333333333334)"
11-01-2023 17:49:59.749093,"(21.0, 25.0, 23.285714285714285)","(3.4, 3.4, 3.3614035087719296)","(1.8, 2.34, 2.336)","(4.8, 6.6, 6.56)","(41.0, 85.0, 63.84615384615385)","(8.5, 15.5, 14.846153846153847)"
11-01-2023 17:50:00.837651,"(21.0, 25.0, 23.285714285714285)","(3.4, 3.4, 3.3583333333333334)","(1.8, 2.36, 2.3276923076923075)","(4.8, 6.6, 6.56)","(41.0, 85.0, 63.84615384615385)","(8.5, 15.5, 14.846153846153847)"
11-01-2023 17:50:01.935857,"(21.0, 24.0, 23.0)","(3.4, 3.4, 3.3583333333333334)","(1.8, 2.36, 2.3276923076923075)","(4.8, 6.6, 6.745454545454545)","(41.0, 85.0, 63.84615384615385)","(8.5, 15.5, 14.879310344827585)"
11-01-2023 17:50:02.925433,"(21.0, 23.0, 22.666666666666668)","(3.4, 3.4, 3.380434782608696)","(1.8, 2.3, 2.29)","(4.8, 6.8, 6.7176470588235295)","(41.0, 85.0, 64.62962962962963)","(8.5, 15.5, 14.428571428571429)"
11-01-2023 17:50:03.854215,"(21.0, 23.0, 21.8)","(3.4, 3.4, 3.333333333333333)","(1.8, 2.36, 2.3221052631578947)","(4.8, 7.0, 6.7176470588235295)","(41.0, 85.0, 64.62962962962963)","(8.5, 15.0, 14.80952380952381)"
11-01-2023 17:50:04.972275,"(21.0, 34.0, 30.4)","(3.4, 3.35, 3.321428571428571)","(1.8, 2.34, 2.3345454545454545)","(4.8, 7.0, 6.756521739130434)","(41.0, 85.0, 72.5)","(8.5, 15.0, 14.863636363636363)"
11-01-2023 17:50:06.191424,"(21.0, 30.0, 29.642857142857142)","(3.4, 3.35, 3.321428571428571)","(1.8, 2.34, 2.3345454545454545)","(4.8, 7.0, 6.756521739130434)","(41.0, 85.0, 72.5)","(8.5, 15.0, 14.863636363636363)"
11-01-2023 17:50:07.142976,"(21.0, 30.0, 29.642857142857142)","(3.4, 3.35, 3.321428571428571)","(1.8, 2.34, 2.3345454545454545)","(4.8, 7.0, 6.756521739130434)","(41.0, 85.0, 72.5)","(8.5, 15.0, 14.863636363636363)"
11-01-2023 17:50:08.242136,"(21.0, 32.0, 31.53333333333333)","(3.2, 3.35, 3.321428571428571)","(1.85, 2.32, 2.293333333333333)","(4.8, 7.0, 6.857142857142857)","(41.0, 85.0, 67.3529411764706)","(8.5, 15.0, 14.538461538461538)"
11-01-2023 17:50:09.412977,"(21.0, 32.0, 29.0)","(3.2, 3.4, 3.3517241379310345)","(1.85, 2.32, 2.2628571428571425)","(4.8, 7.0, 6.834782608695652)","(41.0, 85.0, 67.3529411764706)","(8.5, 15.0, 14.555555555555555)"
11-01-2023 17:50:10.452881,"(21.0, 32.0, 31.53333333333333)","(3.2, 3.4, 3.3517241379310345)","(1.85, 2.28, 2.2628571428571425)","(4.8, 7.2, 6.834782608695652)","(41.0, 85.0, 67.3529411764706)","(8.5, 15.0, 15.75)"
11-01-2023 17:50:11.470843,"(21.0, 30.0, 28.0)","(3.0, 3.4, 3.3517241379310345)","(1.85, 2.26, 2.218)","(4.8, 7.2, 6.91764705882353)","(41.0, 85.0, 67.3529411764706)","(10.0, 16.5, 15.727272727272727)"
11-01-2023 17:50:12.376733,"(21.0, 30.0, 28.0)","(3.0, 3.45, 3.375)","(1.85, 2.24, 2.221538461538462)","(4.8, 7.2, 6.91764705882353)","(41.0, 85.0, 67.3529411764706)","(10.0, 16.0, 15.727272727272727)"
11-01-2023 17:50:13.442813,"(21.0, 30.0, 28.0)","(3.0, 3.45, 3.3954545454545455)","(1.85, 2.24, 2.226666666666667)","(4.8, 7.2, 6.91764705882353)","(41.0, 85.0, 67.3529411764706)","(10.0, 16.0, 15.5)"
11-01-2023 17:50:14.503796,"(21.0, 30.0, 28.0)","(3.0, 3.45, 3.387931034482759)","(1.85, 2.24, 2.226666666666667)","(4.8, 7.2, 6.91764705882353)","(41.0, 85.0, 67.8125)","(10.0, 16.0, 15.666666666666666)"
11-01-2023 17:50:15.518059,"(21.0, 32.0, 29.0)","(3.0, 3.5, 3.411111111111111)","(1.85, 2.24, 2.1771428571428575)","(4.8, 7.2, 7.141666666666667)","(41.0, 85.0, 67.8125)","(10.0, 16.0, 15.666666666666666)"
11-01-2023 17:50:16.492993,"(21.0, 30.0, 28.0)","(3.0, 3.45, 3.378947368421053)","(1.85, 2.2, 2.170909090909091)","(4.8, 7.6, 7.628571428571428)","(41.0, 85.0, 70.52631578947368)","(10.0, 16.0, 15.6875)"
11-01-2023 17:50:17.394802,"(21.0, 30.0, 28.5)","(3.0, 3.45, 3.4023809523809527)","(1.85, 2.16, 2.136)","(5.0, 7.8, 7.628571428571428)","(41.0, 85.0, 70.52631578947368)","(10.0, 16.5, 15.6875)"
11-01-2023 17:50:18.430425,"(21.0, 30.0, 28.0)","(3.0, 3.45, 3.4023809523809527)","(1.85, 2.16, 2.1529411764705886)","(5.0, 7.6, 7.58)","(41.0, 85.0, 70.52631578947368)","(10.0, 16.5, 15.9)"
11-01-2023 17:50:19.516506,"(21.0, 30.0, 29.636363636363637)","(3.0, 3.45, 3.41)","(1.85, 2.16, 2.1514285714285717)","(5.0, 7.8, 7.644444444444445)","(41.0, 85.0, 70.33333333333333)","(10.0, 16.0, 15.857142857142858)"
11-01-2023 17:50:20.422078,"(21.0, 30.0, 29.636363636363637)","(3.0, 3.45, 3.41)","(1.85, 2.16, 2.1514285714285717)","(5.0, 7.8, 7.644444444444445)","(41.0, 85.0, 70.33333333333333)","(10.0, 16.0, 15.857142857142858)"
11-01-2023 17:50:21.410203,"(21.0, 30.0, 29.636363636363637)","(3.0, 3.45, 3.41)","(1.85, 2.16, 2.1514285714285717)","(5.0, 7.8, 7.644444444444445)","(41.0, 85.0, 70.0)","(10.0, 16.5, 16.107142857142858)"
11-01-2023 17:50:22.454534,"(21.0, 30.0, 29.5)","(3.0, 3.45, 3.4125)","(1.85, 2.16, 2.1325000000000003)","(5.0, 7.8, 7.6)","(41.0, 85.0, 70.0)","(10.0, 16.5, 16.107142857142858)"
11-01-2023 17:50:23.499808,"(21.0, 30.0, 29.5)","(3.0, 3.45, 3.4125)","(1.85, 2.16, 2.1422222222222222)","(5.0, 7.8, 7.581818181818182)","(41.0, 85.0, 73.88888888888889)","(10.0, 16.5, 16.107142857142858)"
11-01-2023 17:50:24.493093,"(21.0, 30.0, 29.5)","(3.0, 3.45, 3.4125)","(1.85, 2.16, 2.1422222222222222)","(5.0, 7.8, 7.581818181818182)","(41.0, 85.0, 73.88888888888889)","(10.0, 16.5, 16.136363636363637)"
11-01-2023 17:50:25.430855,"(21.0, 30.0, 26.666666666666668)","(3.0, 3.45, 3.4125)","(1.85, 2.16, 2.14)","(5.0, 7.8, 7.581818181818182)","(41.0, 85.0, 73.88888888888889)","(10.0, 16.5, 16.214285714285715)"
11-01-2023 17:50:26.324383,"(21.0, 28.0, 26.5)","(3.0, 3.45, 3.4125)","(1.85, 2.16, 2.156)","(5.0, 7.8, 7.581818181818182)","(41.0, 85.0, 77.5)","(10.0, 16.5, 15.928571428571429)"
11-01-2023 17:50:27.292160,"(21.0, 28.0, 26.0)","(3.0, 3.45, 3.4420634920634923)","(1.85, 2.16, 2.145714285714286)","(5.0, 7.8, 7.581818181818182)","(41.0, 85.0, 77.5)","(10.0, 16.5, 15.9)"
11-01-2023 17:50:28.332055,"(21.0, 27.0, 26.0)","(3.0, 3.45, 3.435294117647059)","(1.85, 2.18, 2.1495652173913045)","(5.0, 7.8, 7.55)","(41.0, 85.0, 92.0)","(10.0, 16.0, 15.9)"
11-01-2023 17:50:29.225165,"(21.0, 27.0, 26.0)","(3.0, 3.45, 3.435294117647059)","(1.85, 2.16, 2.1495652173913045)","(5.0, 7.6, 7.55)","(41.0, 110.0, 92.0)","(10.0, 16.0, 15.9)"
11-01-2023 17:50:30.192618,"(21.0, 27.0, 26.0)","(3.0, 3.45, 3.442105263157895)","(1.85, 2.16, 2.1406896551724137)","(5.0, 7.8, 7.581818181818182)","(41.0, 110.0, 77.85714285714286)","(10.0, 16.0, 15.75)"
11-01-2023 17:50:31.244624,"(21.0, 26.0, 25.166666666666668)","(3.0, 3.45, 3.447368421052632)","(1.85, 2.16, 2.144)","(5.0, 7.8, 7.622222222222223)","(41.0, 110.0, 77.85714285714286)","(10.0, 16.5, 15.9)"
11-01-2023 17:50:32.263495,"(21.0, 25.0, 24.555555555555557)","(3.0, 3.5, 3.4299999999999997)","(1.85, 2.16, 2.1411764705882352)","(5.0, 7.8, 7.647619047619048)","(41.0, 110.0, 73.63636363636364)","(10.0, 16.0, 15.75)"
11-01-2023 17:50:33.409502,"(21.0, 26.0, 24.076923076923077)","(3.0, 3.5, 3.4416666666666664)","(1.85, 2.16, 2.168)","(5.0, 7.8, 7.622222222222223)","(41.0, 110.0, 73.63636363636364)","(10.0, 16.5, 15.681818181818182)"
11-01-2023 17:50:34.366586,"(21.0, 26.0, 24.076923076923077)","(3.0, 3.5, 3.4416666666666664)","(1.85, 2.2, 2.192)","(5.0, 7.8, 7.622222222222223)","(41.0, 110.0, 73.63636363636364)","(10.0, 16.5, 15.681818181818182)"
11-01-2023 17:50:35.300713,"(21.0, 25.0, 24.555555555555557)","(3.0, 3.4, 3.399090909090909)","(1.85, 2.2, 2.1854545454545455)","(5.0, 7.8, 7.705882352941177)","(41.0, 110.0, 87.5)","(10.0, 16.0, 15.714285714285714)"
11-01-2023 17:50:36.263630,"(21.0, 26.0, 24.285714285714285)","(3.0, 3.45, 3.4431034482758625)","(1.85, 2.16, 2.1514285714285717)","(5.0, 7.8, 7.705882352941177)","(41.0, 110.0, 100.0)","(10.0, 16.5, 15.714285714285714)"
11-01-2023 17:50:37.256642,"(21.0, 26.0, 24.285714285714285)","(3.0, 3.45, 3.4431034482758625)","(1.85, 2.18, 2.150666666666667)","(5.0, 7.8, 7.72)","(41.0, 110.0, 102.5)","(10.0, 16.5, 15.714285714285714)"
11-01-2023 17:50:38.207443,"(21.0, 26.0, 24.285714285714285)","(3.0, 3.45, 3.4435483870967745)","(1.85, 2.18, 2.1616666666666666)","(5.0, 7.8, 7.72)","(41.0, 110.0, 102.5)","(10.0, 16.5, 15.714285714285714)"
