,Goldstar Austin,Goofy Adobe,Grande Vue Ace,Calculated Risk,Opawa Barrel,Replica Rebel,Goldstar Tanner,Got Faith
16-12-2022 10:45:10.290859,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 8.0, 6.3)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:11.259101,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 8.0, 6.3)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:12.244180,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 8.0, 6.827586206896552)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:13.289005,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 8.0, 6.827586206896552)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:14.331397,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 8.0, 6.975)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:15.341657,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.6, 6.975)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:16.398108,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.6, 6.975)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:17.445262,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.6, 6.56551724137931)","(41.0, 380.0, 108.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:18.446423,"(3.7, 10.0, 6.875)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.6, 6.56551724137931)","(41.0, 380.0, 244.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:19.444856,"(3.7, 10.0, 8.314285714285713)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.6, 6.893750000000001)","(41.0, 380.0, 211.0)","(12.0, 24.0, 19.833333333333332)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:20.462804,"(3.7, 10.0, 8.153846153846153)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.4, 6.893750000000001)","(41.0, 380.0, 211.0)","(12.0, 24.0, 19.2)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:21.494333,"(3.7, 10.0, 8.666666666666666)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.4, 6.295454545454546)","(41.0, 380.0, 211.0)","(12.0, 23.0, 19.2)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:22.496420,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.4, 6.295454545454546)","(41.0, 380.0, 211.0)","(12.0, 23.0, 19.2)","(51.0, 450.0, 288.4)"
16-12-2022 10:45:23.479039,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.3, 3.0)","(4.6, 7.4, 6.295454545454546)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 18.25)","(51.0, 450.0, 330.0)"
16-12-2022 10:45:24.442542,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 23.949999999999996)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.25, 2.8825)","(4.6, 7.4, 6.295454545454546)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 18.25)","(51.0, 450.0, 330.0)"
16-12-2022 10:45:25.416486,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 24.738461538461536)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.25, 2.823225806451613)","(4.6, 7.4, 6.65)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 18.25)","(51.0, 450.0, 418.52941176470586)"
16-12-2022 10:45:26.404884,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 24.738461538461536)","(4.2, 6.0, 5.427272727272728)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 6.65)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 16.35)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:27.651854,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 24.738461538461536)","(4.2, 6.0, 5.485714285714286)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 6.65)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 16.35)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:28.956347,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 24.738461538461536)","(4.2, 6.0, 5.485714285714286)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 6.65)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 16.35)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:30.097448,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 24.738461538461536)","(4.2, 6.0, 5.485714285714286)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 6.65)","(41.0, 380.0, 228.88888888888889)","(12.0, 23.0, 16.35)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:31.199349,"(3.7, 10.0, 7.6521739130434785)","(10.0, 26.0, 24.738461538461536)","(4.2, 6.0, 5.4)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 6.6)","(41.0, 380.0, 210.0)","(12.0, 23.0, 16.35)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:32.535448,"(3.7, 9.8, 8.375)","(10.0, 26.0, 21.95)","(4.2, 5.9, 5.625)","(2.8, 3.25, 2.8675)","(4.6, 7.2, 6.75)","(41.0, 380.0, 210.0)","(12.0, 23.0, 17.884615384615383)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:33.662698,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 21.95)","(4.2, 6.0, 5.625)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 170.0)","(12.0, 23.0, 16.35)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:34.797704,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 22.0)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 240.0)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:35.911118,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 23.685714285714283)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.25, 2.8675)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 240.0)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:37.082256,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 23.685714285714283)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.25, 2.97)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 240.0)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:38.184802,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 23.685714285714283)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.2, 2.97)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 240.0)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:39.196460,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 23.685714285714283)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.2, 2.8654545454545457)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 240.0)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:40.157102,"(3.7, 9.8, 8.216666666666667)","(10.0, 26.0, 22.0)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.2, 2.8654545454545457)","(4.6, 7.4, 5.666666666666667)","(41.0, 380.0, 234.16666666666669)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:41.235386,"(3.7, 9.0, 7.285)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.464285714285714)","(2.8, 3.2, 2.994285714285714)","(4.6, 7.0, 5.533333333333333)","(41.0, 370.0, 234.16666666666669)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:42.318841,"(3.7, 9.0, 6.2)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.566666666666666)","(2.8, 3.2, 2.994285714285714)","(4.6, 7.0, 6.3)","(41.0, 370.0, 257.8181818181818)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:43.497372,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.822727272727272)","(2.8, 3.2, 2.994285714285714)","(4.6, 6.8, 5.46)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:44.698266,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.822727272727272)","(2.8, 3.15, 2.984516129032258)","(4.6, 7.0, 5.24)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:45.811044,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.822727272727272)","(2.8, 3.15, 2.984516129032258)","(4.6, 7.0, 5.24)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 18.566666666666666)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:46.951552,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.7)","(2.8, 3.15, 2.984516129032258)","(4.6, 7.0, 5.625)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 351.25)"
16-12-2022 10:45:47.997827,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.325)","(2.8, 3.15, 2.984516129032258)","(4.6, 7.0, 5.625)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:49.027428,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.325)","(2.8, 3.15, 2.984516129032258)","(4.6, 7.0, 5.625)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:50.058114,"(3.7, 9.0, 7.707692307692307)","(10.0, 25.0, 21.25)","(4.2, 6.0, 5.325)","(2.8, 3.15, 2.984516129032258)","(4.6, 7.0, 5.625)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:51.187387,"(3.7, 9.0, 7.141935483870968)","(10.0, 25.0, 22.0)","(4.2, 6.0, 5.466666666666667)","(2.8, 3.15, 3.0)","(4.6, 7.0, 6.28125)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:52.250477,"(3.7, 9.0, 7.141935483870968)","(10.0, 26.0, 22.0)","(4.2, 6.0, 5.466666666666667)","(2.8, 3.15, 3.0)","(4.6, 7.0, 6.28125)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:53.390398,"(3.7, 8.8, 8.57)","(10.0, 26.0, 22.125)","(4.2, 6.0, 5.0625)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.625)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:54.434923,"(3.7, 8.8, 8.57)","(10.0, 26.0, 24.0625)","(4.2, 6.0, 5.6923076923076925)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 6.153846153846153)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:55.521228,"(3.7, 8.8, 8.57)","(10.0, 26.0, 23.857142857142858)","(4.2, 6.0, 5.6923076923076925)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 6.153846153846153)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 369.0)"
16-12-2022 10:45:56.602634,"(3.7, 8.8, 8.57)","(10.0, 26.0, 22.25)","(4.2, 6.0, 5.6923076923076925)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 6.153846153846153)","(41.0, 380.0, 257.8181818181818)","(12.0, 23.0, 19.5)","(51.0, 440.0, 419.72222222222223)"
16-12-2022 10:45:57.662804,"(3.7, 8.8, 8.57)","(10.0, 26.0, 22.25)","(4.2, 6.0, 5.25)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 6.388888888888889)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 418.52941176470586)"
16-12-2022 10:45:58.742455,"(3.7, 8.8, 8.57)","(10.0, 26.0, 22.25)","(4.2, 6.0, 5.533333333333333)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 6.388888888888889)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 419.72222222222223)"
16-12-2022 10:45:59.815131,"(3.7, 8.8, 8.57)","(10.0, 26.0, 22.25)","(4.2, 6.0, 5.708333333333333)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 6.388888888888889)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 419.72222222222223)"
16-12-2022 10:46:00.943989,"(3.7, 8.8, 8.57)","(10.0, 26.0, 23.1)","(4.2, 6.0, 5.708333333333333)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 419.72222222222223)"
16-12-2022 10:46:02.006393,"(3.8, 8.8, 8.57)","(10.0, 26.0, 24.1875)","(4.2, 6.0, 5.708333333333333)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 351.25)"
16-12-2022 10:46:03.056184,"(3.8, 8.8, 8.57)","(10.0, 26.0, 24.1875)","(4.2, 6.0, 5.809090909090909)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 369.0)"
16-12-2022 10:46:04.061021,"(3.8, 8.8, 8.57)","(10.0, 26.0, 24.1875)","(4.2, 6.0, 5.809090909090909)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 369.0)"
16-12-2022 10:46:05.074744,"(3.8, 8.8, 7.841666666666667)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.809090909090909)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 369.0)"
16-12-2022 10:46:06.127426,"(3.8, 8.8, 7.841666666666667)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.809090909090909)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 369.0)"
16-12-2022 10:46:07.247383,"(3.8, 8.8, 7.841666666666667)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.844444444444444)","(2.8, 3.15, 2.9916666666666667)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:08.371613,"(3.8, 8.8, 7.113333333333333)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.828571428571428)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 296.0)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:09.520882,"(3.8, 8.6, 8.379999999999999)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.828571428571428)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 231.55555555555557)","(12.0, 23.0, 18.423076923076923)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:10.585409,"(3.8, 8.6, 8.379999999999999)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.828571428571428)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 231.55555555555557)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:11.635942,"(3.8, 8.6, 8.379999999999999)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.0, 5.828571428571428)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 5.991666666666667)","(41.0, 380.0, 277.2307692307692)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:12.646390,"(3.8, 8.6, 7.415384615384616)","(10.0, 26.0, 24.884615384615387)","(4.2, 6.6, 6.208695652173913)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.305263157894737)","(41.0, 380.0, 277.2307692307692)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:13.646848,"(3.8, 8.4, 7.525)","(10.0, 26.0, 22.5)","(4.2, 6.6, 5.466666666666667)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.305263157894737)","(41.0, 380.0, 277.2307692307692)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:14.679294,"(3.8, 8.4, 7.525)","(10.0, 26.0, 21.5)","(4.2, 6.6, 5.466666666666667)","(2.8, 3.1, 2.9793103448275864)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 277.2307692307692)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:15.788009,"(3.8, 8.4, 7.525)","(10.0, 26.0, 21.5)","(4.2, 6.6, 5.871428571428571)","(2.8, 3.1, 2.9793103448275864)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 277.2307692307692)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:16.897014,"(3.8, 8.4, 7.525)","(10.0, 26.0, 21.5)","(4.2, 6.6, 5.871428571428571)","(2.8, 3.1, 2.9793103448275864)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 19.694444444444443)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:18.050060,"(3.8, 8.4, 7.525)","(10.0, 26.0, 21.5)","(4.2, 6.6, 6.233333333333333)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:19.089145,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 21.5)","(4.2, 6.4, 6.233333333333333)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:20.130082,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 22.75)","(4.2, 6.4, 6.233333333333333)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:21.213641,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 22.75)","(4.2, 6.4, 6.292857142857143)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:22.302618,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.142857142857142)","(4.2, 6.4, 6.292857142857143)","(2.8, 3.1, 2.9833333333333334)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:23.319981,"(3.8, 8.4, 7.525)","(10.0, 26.0, 24.142857142857142)","(4.2, 6.4, 6.2)","(2.8, 3.1, 2.9793103448275864)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:24.384753,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.142857142857142)","(4.2, 6.4, 6.2)","(2.8, 3.1, 3.0)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:25.484395,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.916666666666664)","(4.2, 6.4, 6.3125)","(2.8, 3.1, 3.0)","(4.6, 7.0, 6.521739130434782)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:26.525076,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.916666666666664)","(4.2, 6.4, 6.3125)","(2.8, 3.1, 3.0)","(4.6, 7.0, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:27.516368,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.916666666666664)","(4.2, 6.4, 6.333333333333334)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:28.542882,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.916666666666664)","(4.2, 6.4, 6.300000000000001)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:29.537199,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 24.916666666666664)","(4.2, 6.4, 6.300000000000001)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:30.592446,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.4, 6.300000000000001)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:31.692848,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.4, 6.300000000000001)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:32.854148,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.4, 6.145454545454546)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:34.034718,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.4, 6.145454545454546)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:35.240285,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.4, 6.145454545454546)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:36.277949,"(3.8, 8.4, 6.951724137931035)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.0, 5.526315789473684)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:37.267262,"(3.8, 8.2, 7.999999999999999)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.0, 5.526315789473684)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
16-12-2022 10:46:38.280537,"(3.8, 8.2, 7.999999999999999)","(10.0, 26.0, 25.07142857142857)","(4.2, 6.0, 5.526315789473684)","(2.8, 3.1, 3.0)","(4.6, 6.8, 6.3)","(41.0, 380.0, 305.7777777777778)","(12.0, 23.0, 20.413043478260867)","(51.0, 440.0, 395.0)"
