,Semiyon,Dusty Country,Burnt Me,Rifle Man,Mean Sam,Slay Queen,Zambora Chief,Hit List
11-01-2023 21:53:38.961753,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.6)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:40.130685,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:41.269713,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:42.429657,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:43.517732,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:44.599140,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:45.670756,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:46.759014,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:47.885223,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:49.006120,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:50.171228,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:51.333340,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:52.488373,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:53.629755,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:54.758670,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:55.983732,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:57.024338,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:58.082997,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:53:59.188141,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:00.273637,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:01.339379,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:02.438696,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:03.552294,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:04.720073,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:05.901827,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:07.092403,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:08.330193,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:09.667792,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:11.119428,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:12.382342,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:13.504171,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:14.664084,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:15.776742,"(7.5, 13.5, 11.757142857142856)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:16.913584,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:18.086285,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:19.248029,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:20.287042,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:21.413040,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:22.552809,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:23.672062,"(7.5, 13.5, 12.025)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.062068965517241)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 19.473684210526315)"
11-01-2023 21:54:24.855139,"(7.5, 13.5, 11.22)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.91764705882353)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:26.131472,"(7.5, 13.5, 11.22)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.91764705882353)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:27.300840,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.91764705882353)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:28.421779,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.91764705882353)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:29.573227,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.91764705882353)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:30.839965,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:32.088436,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:33.184921,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:34.307260,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:35.407287,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:36.463500,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:37.449460,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:38.394729,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:39.369262,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:40.341429,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 4.629411764705883)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:41.387024,"(7.5, 13.5, 11.14)","(5.5, 11.5, 6.045454545454545)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 12.11111111111111)","(31.0, 120.0, 46.4)","(4.0, 7.8, 6.8375)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:42.384578,"(7.5, 13.5, 11.14)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.719999999999999)","(31.0, 120.0, 46.4)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:43.405161,"(7.5, 13.5, 11.14)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.719999999999999)","(31.0, 120.0, 46.4)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:44.691482,"(7.5, 13.5, 11.14)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.719999999999999)","(31.0, 120.0, 46.4)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 47.57142857142857)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:45.711220,"(7.5, 13.5, 11.14)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.719999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:46.830168,"(7.5, 13.5, 11.06)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 7.1499999999999995)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:47.942267,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.586666666666667)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:49.192017,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:50.324832,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:51.395421,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:52.503470,"(7.5, 13.5, 11.06)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:53.640359,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 55.22727272727273)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:54.660832,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.725)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:55.710517,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:56.722673,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:57.755748,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:58.758062,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:54:59.785966,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:00.803179,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:01.798750,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:02.776655,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:03.803528,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:04.847005,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.586666666666667)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:06.142089,"(7.5, 13.5, 11.06)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:07.165578,"(7.5, 13.5, 11.22)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
11-01-2023 21:55:08.191602,"(7.5, 13.5, 12.025)","(5.5, 11.0, 8.25)","(2.15, 3.4, 2.5272727272727273)","(8.5, 17.0, 10.399999999999999)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.6, 6.6875)","(21.0, 85.0, 71.35416666666666)","(11.0, 23.0, 15.666666666666668)"
