,Semiyon,Dusty Country,Burnt Me,Rifle Man,Mean Sam,Slay Queen,Zambora Chief,Hit List
11-01-2023 21:41:18.621162,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:19.772551,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:20.944347,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:22.097624,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:23.311343,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:24.464362,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:25.767391,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:27.085002,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:28.341097,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:29.566922,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:30.720721,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:31.873342,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:33.020398,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:34.178840,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:35.307753,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:36.454729,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:37.566815,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:38.616205,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:39.738146,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:40.859263,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:41.969303,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:43.132562,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:44.216650,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:45.343753,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:46.496563,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:47.714028,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:48.897552,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:50.077845,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:51.267374,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:52.451036,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:53.607391,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:54.810596,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:55.973863,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:57.132479,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:58.249557,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:41:59.403441,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:00.508935,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:01.711826,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:02.841226,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:04.014977,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:05.184036,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:06.342657,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:07.480699,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:08.652668,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:09.801251,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:10.983313,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:12.109823,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:13.327506,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:14.605438,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:15.775050,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:16.964048,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:18.197305,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:19.384311,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:20.534184,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:21.698867,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:22.875344,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:23.990282,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:25.107240,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:26.270969,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:27.459136,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:28.707632,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:29.839151,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:31.032216,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:32.163531,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:33.272152,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:34.445716,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:35.576099,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:36.731903,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:37.902194,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:39.363529,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
11-01-2023 21:42:40.993177,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 5.954545454545455)","(2.15, 3.45, 2.19)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.699999999999999)","(21.0, 85.0, 55.22727272727273)","(11.0, 24.0, 19.68)"
