,Dont Change,Rich Glow,Favashem,Fields Of France,Padstow Polly,Recurrence,Desert Fun,Fortunate Gal,Soos Lavan,Vienna Vixen
06-01-2023 12:24:21.455968,"(3.1, 3.55, 3.51)","(2.2, 2.46, 2.4277966101694917)","(61.0, 140.0, 116.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 286.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 20.166666666666668)","(31.0, 110.0, 98.0)","(13.0, 26.0, 22.8)","(5.5, 7.4, 6.944)"
06-01-2023 12:24:22.888761,"(3.1, 3.55, 3.51)","(2.2, 2.46, 2.43768115942029)","(61.0, 140.0, 120.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.733333333333334)","(31.0, 110.0, 98.0)","(13.0, 26.0, 23.333333333333332)","(5.5, 7.0, 6.892307692307692)"
06-01-2023 12:24:24.218430,"(3.1, 3.55, 3.51)","(2.2, 2.44, 2.43768115942029)","(61.0, 140.0, 120.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.733333333333334)","(31.0, 110.0, 98.0)","(13.0, 26.0, 23.333333333333332)","(5.5, 7.0, 6.892307692307692)"
06-01-2023 12:24:25.662618,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4378666666666664)","(51.0, 140.0, 115.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.733333333333334)","(31.0, 110.0, 98.0)","(13.0, 26.0, 23.333333333333332)","(5.5, 7.0, 6.892307692307692)"
06-01-2023 12:24:27.040459,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4368)","(51.0, 140.0, 98.75)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.733333333333334)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.692307692307693)","(5.5, 7.0, 6.935849056603773)"
06-01-2023 12:24:28.429797,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4368)","(51.0, 140.0, 98.75)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.733333333333334)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.692307692307693)","(5.5, 7.4, 6.91764705882353)"
06-01-2023 12:24:29.810293,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4368)","(51.0, 140.0, 98.75)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.733333333333334)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.764705882352942)","(5.5, 7.4, 6.942857142857143)"
06-01-2023 12:24:31.199400,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4368)","(51.0, 130.0, 110.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.5)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.4)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:32.538639,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4368)","(51.0, 120.0, 110.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.61111111111111)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.5)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:33.915482,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.432452830188679)","(51.0, 120.0, 110.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.61111111111111)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.25)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:35.222258,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4278787878787877)","(51.0, 120.0, 105.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.214285714285715)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.25)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:36.581137,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4278787878787877)","(51.0, 120.0, 105.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.214285714285715)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.25)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:37.947812,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4278787878787877)","(51.0, 120.0, 105.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.714285714285715)","(31.0, 110.0, 98.0)","(13.0, 26.0, 23.666666666666668)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:39.300722,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4278787878787877)","(51.0, 120.0, 110.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 330.0, 260.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.714285714285715)","(31.0, 110.0, 98.0)","(13.0, 25.0, 23.666666666666668)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:40.608959,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4278787878787877)","(51.0, 120.0, 110.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 320.0, 280.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 20.0)","(31.0, 110.0, 98.0)","(13.0, 25.0, 24.59090909090909)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:41.915006,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.44, 2.4299999999999997)","(51.0, 120.0, 110.0)","(21.0, 26.0, 25.941176470588236)","(81.0, 320.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 20.6)","(31.0, 110.0, 98.0)","(13.0, 28.0, 25.115384615384617)","(5.5, 7.2, 6.857142857142857)"
06-01-2023 12:24:43.257974,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.3774193548387097)","(51.0, 120.0, 105.0)","(21.0, 26.0, 29.857142857142858)","(81.0, 310.0, 274.0)","(41.0, 180.0, 156.66666666666666)","(13.0, 21.0, 20.6)","(31.0, 110.0, 98.0)","(13.0, 28.0, 25.2)","(5.5, 7.2, 7.0)"
06-01-2023 12:24:44.531887,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.3774193548387097)","(51.0, 120.0, 110.0)","(21.0, 32.0, 30.333333333333332)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 20.6)","(31.0, 110.0, 98.0)","(13.0, 28.0, 26.529411764705884)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:45.796545,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.3774193548387097)","(51.0, 120.0, 110.0)","(21.0, 32.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 27.0, 26.529411764705884)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:47.119865,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.3748148148148145)","(51.0, 120.0, 110.0)","(21.0, 29.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 27.0, 26.333333333333332)","(5.5, 7.2, 6.942857142857143)"
06-01-2023 12:24:48.497673,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.3726315789473684)","(51.0, 120.0, 110.0)","(21.0, 29.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 156.66666666666666)","(13.0, 21.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 27.0, 25.53846153846154)","(5.5, 7.2, 6.96)"
06-01-2023 12:24:49.907798,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.3266666666666667)","(51.0, 120.0, 105.0)","(21.0, 29.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 150.0)","(13.0, 21.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.53846153846154)","(5.5, 7.4, 7.1454545454545455)"
06-01-2023 12:24:51.248303,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.3266666666666667)","(51.0, 120.0, 110.0)","(21.0, 29.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.75)","(5.5, 7.4, 7.35)"
06-01-2023 12:24:52.575427,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.314285714285714)","(51.0, 120.0, 110.0)","(21.0, 29.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 26.0, 25.115384615384617)","(5.5, 7.6, 7.466666666666667)"
06-01-2023 12:24:53.920685,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.305142857142857)","(51.0, 120.0, 110.0)","(21.0, 29.0, 28.142857142857142)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 28.0, 25.115384615384617)","(5.5, 8.2, 7.555555555555555)"
06-01-2023 12:24:55.318207,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.305142857142857)","(51.0, 120.0, 110.0)","(21.0, 29.0, 30.666666666666668)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 28.0, 26.384615384615387)","(5.5, 8.0, 7.555555555555555)"
06-01-2023 12:24:56.633767,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.314285714285714)","(51.0, 120.0, 110.0)","(21.0, 32.0, 30.666666666666668)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 27.0, 26.384615384615387)","(5.5, 8.0, 7.555555555555555)"
06-01-2023 12:24:57.994299,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.314285714285714)","(51.0, 120.0, 110.0)","(21.0, 32.0, 28.88888888888889)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 27.0, 25.037037037037038)","(5.5, 8.0, 7.555555555555555)"
06-01-2023 12:24:59.437787,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.314285714285714)","(51.0, 120.0, 110.0)","(21.0, 30.0, 28.727272727272727)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 28.0, 26.666666666666668)","(5.5, 8.0, 7.555555555555555)"
06-01-2023 12:25:00.731375,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.312)","(51.0, 120.0, 108.33333333333333)","(21.0, 30.0, 28.727272727272727)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 19.75)","(31.0, 110.0, 98.0)","(13.0, 27.0, 26.666666666666668)","(5.5, 8.0, 7.428571428571429)"
06-01-2023 12:25:02.208678,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.312)","(51.0, 120.0, 110.0)","(21.0, 30.0, 28.47826086956522)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 22.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 27.0, 26.666666666666668)","(5.5, 7.6, 7.428571428571429)"
06-01-2023 12:25:03.464588,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.36, 2.312)","(51.0, 120.0, 110.0)","(21.0, 30.0, 28.47826086956522)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 20.428571428571427)","(31.0, 110.0, 98.0)","(13.0, 27.0, 26.666666666666668)","(5.5, 7.6, 7.428571428571429)"
06-01-2023 12:25:05.094666,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.4, 2.3223300970873786)","(51.0, 120.0, 115.0)","(21.0, 30.0, 26.529411764705884)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 21.0, 19.166666666666668)","(31.0, 110.0, 106.0)","(13.0, 27.0, 25.666666666666668)","(5.5, 7.6, 7.111111111111112)"
06-01-2023 12:25:06.457532,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.4, 2.3223300970873786)","(51.0, 120.0, 115.0)","(21.0, 29.0, 26.529411764705884)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 19.071428571428573)","(31.0, 110.0, 108.57142857142857)","(13.0, 27.0, 25.666666666666668)","(5.5, 7.2, 7.076923076923077)"
06-01-2023 12:25:07.759307,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.3649999999999998)","(51.0, 140.0, 110.76923076923077)","(21.0, 29.0, 27.476190476190474)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 19.071428571428573)","(31.0, 110.0, 108.57142857142857)","(13.0, 27.0, 26.0)","(5.5, 7.2, 7.0)"
06-01-2023 12:25:08.979385,"(3.1, 3.55, 3.5055555555555555)","(2.2, 2.38, 2.332)","(51.0, 140.0, 110.76923076923077)","(21.0, 29.0, 26.6)","(81.0, 310.0, 274.0)","(41.0, 180.0, 150.0)","(13.0, 19.5, 19.09090909090909)","(31.0, 130.0, 122.5)","(13.0, 27.0, 26.25)","(5.5, 7.2, 7.0)"
06-01-2023 12:25:10.402282,"(3.1, 3.55, 3.4983870967741937)","(2.2, 2.38, 2.373333333333333)","(51.0, 140.0, 110.76923076923077)","(21.0, 29.0, 26.6)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 19.09090909090909)","(31.0, 130.0, 122.5)","(13.0, 27.0, 26.25)","(5.5, 7.2, 7.0)"
06-01-2023 12:25:11.688824,"(3.1, 3.55, 3.4983870967741937)","(2.2, 2.38, 2.3657142857142857)","(51.0, 140.0, 110.76923076923077)","(21.0, 29.0, 27.666666666666668)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 19.09090909090909)","(31.0, 130.0, 122.5)","(13.0, 27.0, 25.5)","(5.5, 7.2, 7.0)"
06-01-2023 12:25:12.932665,"(3.1, 3.55, 3.4983870967741937)","(2.2, 2.38, 2.3657142857142857)","(51.0, 140.0, 110.76923076923077)","(21.0, 29.0, 27.666666666666668)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 19.09090909090909)","(31.0, 130.0, 116.66666666666667)","(13.0, 27.0, 25.5)","(5.5, 7.2, 7.0)"
06-01-2023 12:25:14.674381,"(3.1, 3.55, 3.5176470588235293)","(2.2, 2.38, 2.3449999999999998)","(51.0, 140.0, 110.76923076923077)","(21.0, 29.0, 27.833333333333332)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 19.35)","(31.0, 130.0, 114.0)","(13.0, 27.0, 24.25)","(5.5, 7.0, 6.945454545454545)"
06-01-2023 12:25:16.165841,"(3.1, 3.55, 3.4565573770491804)","(2.2, 2.36, 2.340072202166065)","(51.0, 140.0, 111.2)","(21.0, 29.0, 26.76923076923077)","(81.0, 310.0, 274.0)","(41.0, 180.0, 145.0)","(13.0, 19.5, 18.783783783783782)","(31.0, 120.0, 114.0)","(13.0, 28.0, 25.454545454545453)","(5.5, 7.4, 7.0125)"
06-01-2023 12:25:17.715766,"(3.1, 3.5, 3.4941176470588236)","(2.2, 2.36, 2.3201509433962264)","(51.0, 140.0, 116.81818181818181)","(21.0, 27.0, 27.0)","(81.0, 310.0, 256.6666666666667)","(41.0, 180.0, 155.0)","(13.0, 20.0, 18.791666666666668)","(31.0, 120.0, 114.0)","(14.0, 28.0, 25.833333333333332)","(5.5, 7.2, 7.133333333333334)"
06-01-2023 12:25:19.067925,"(3.1, 3.5, 3.4941176470588236)","(2.2, 2.36, 2.3201509433962264)","(61.0, 140.0, 117.82608695652173)","(21.0, 28.0, 27.166666666666668)","(81.0, 310.0, 256.6666666666667)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 18.791666666666668)","(31.0, 120.0, 112.5)","(14.0, 28.0, 27.692307692307693)","(5.5, 7.2, 7.032786885245901)"
06-01-2023 12:25:20.522202,"(3.1, 3.55, 3.5290697674418605)","(2.2, 2.34, 2.3350561797752807)","(61.0, 140.0, 117.82608695652173)","(21.0, 28.0, 27.12)","(81.0, 310.0, 256.6666666666667)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.147058823529413)","(31.0, 120.0, 114.0)","(14.0, 32.0, 28.0)","(5.5, 7.4, 6.985185185185185)"
06-01-2023 12:25:21.944005,"(3.1, 3.55, 3.585714285714286)","(2.2, 2.34, 2.3348837209302324)","(61.0, 140.0, 117.82608695652173)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 256.6666666666667)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.147058823529413)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.4, 6.969230769230769)"
06-01-2023 12:25:23.305756,"(3.1, 3.6, 3.58)","(2.2, 2.34, 2.3348837209302324)","(61.0, 140.0, 130.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 256.6666666666667)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.147058823529413)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.4, 6.969230769230769)"
06-01-2023 12:25:24.755932,"(3.1, 3.6, 3.58)","(2.2, 2.34, 2.324)","(61.0, 140.0, 130.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.17142857142857)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.4, 7.125925925925926)"
06-01-2023 12:25:26.169124,"(3.1, 3.6, 3.5983870967741938)","(2.2, 2.34, 2.324)","(61.0, 140.0, 130.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.17142857142857)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.2, 7.125925925925926)"
06-01-2023 12:25:27.541679,"(3.1, 3.6, 3.5833333333333335)","(2.2, 2.34, 2.324)","(61.0, 140.0, 133.33333333333334)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.17142857142857)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.2, 7.125925925925926)"
06-01-2023 12:25:28.884774,"(3.1, 3.6, 3.5833333333333335)","(2.2, 2.34, 2.324)","(61.0, 140.0, 133.33333333333334)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 20.166666666666668)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:30.252517,"(3.1, 3.6, 3.5833333333333335)","(2.2, 2.34, 2.288235294117647)","(61.0, 140.0, 133.33333333333334)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 21.0, 20.166666666666668)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:31.570594,"(3.1, 3.6, 3.5833333333333335)","(2.2, 2.32, 2.311047619047619)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 21.0, 20.166666666666668)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:32.869686,"(3.1, 3.65, 3.630851063829787)","(2.2, 2.32, 2.310071942446043)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 21.0, 19.77777777777778)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.161290322580644)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:34.191421,"(3.1, 3.65, 3.6302083333333335)","(2.2, 2.32, 2.3114285714285714)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.833333333333332)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.161290322580644)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:35.568515,"(3.1, 3.65, 3.625)","(2.2, 2.3, 2.2872289156626504)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 270.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.90909090909091)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.161290322580644)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:36.959174,"(3.1, 3.65, 3.625)","(2.2, 2.3, 2.2685925925925923)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 282.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.90909090909091)","(31.0, 120.0, 114.0)","(14.0, 32.0, 27.161290322580644)","(5.5, 7.2, 7.1)"
06-01-2023 12:25:38.365524,"(3.1, 3.65, 3.625)","(2.2, 2.3, 2.28018691588785)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 282.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.9375)","(31.0, 120.0, 112.85714285714286)","(14.0, 32.0, 27.384615384615383)","(5.5, 7.2, 7.20625)"
06-01-2023 12:25:39.836603,"(3.1, 3.6, 3.575)","(2.2, 2.3, 2.2765217391304344)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 282.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.94736842105263)","(31.0, 120.0, 112.85714285714286)","(14.0, 32.0, 28.363636363636363)","(5.5, 7.6, 7.529411764705882)"
06-01-2023 12:25:41.264285,"(3.1, 3.6, 3.575862068965517)","(2.2, 2.28, 2.2765217391304344)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 310.0, 300.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.94736842105263)","(31.0, 120.0, 112.85714285714286)","(14.0, 32.0, 29.46666666666667)","(5.5, 7.6, 7.536842105263157)"
06-01-2023 12:25:42.721541,"(3.1, 3.6, 3.577049180327869)","(2.2, 2.28, 2.2657142857142856)","(61.0, 140.0, 128.0)","(21.0, 28.0, 27.555555555555557)","(81.0, 340.0, 294.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.94736842105263)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.46666666666667)","(5.5, 7.6, 7.536842105263157)"
06-01-2023 12:25:44.165291,"(3.1, 3.6, 3.5577464788732396)","(2.2, 2.28, 2.2394594594594595)","(61.0, 140.0, 128.0)","(21.0, 28.0, 28.5)","(81.0, 330.0, 294.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 20.0, 19.794117647058822)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.46666666666667)","(5.5, 7.6, 8.16)"
06-01-2023 12:25:45.443837,"(3.1, 3.6, 3.5577464788732396)","(2.2, 2.26, 2.2394594594594595)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.5)","(81.0, 330.0, 294.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 22.0, 20.25)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.46666666666667)","(5.5, 8.4, 8.434482758620689)"
06-01-2023 12:25:46.786521,"(3.1, 3.6, 3.5577464788732396)","(2.2, 2.26, 2.2044)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.5)","(81.0, 330.0, 294.0)","(41.0, 180.0, 167.5)","(13.0, 21.0, 20.25)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.5)","(5.5, 8.6, 8.236363636363636)"
06-01-2023 12:25:48.098675,"(3.1, 3.6, 3.5745454545454547)","(2.2, 2.22, 2.214712643678161)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.894736842105264)","(81.0, 330.0, 294.0)","(41.0, 180.0, 163.33333333333334)","(13.0, 21.0, 20.375)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.5)","(5.5, 8.6, 8.517241379310345)"
06-01-2023 12:25:49.393398,"(3.1, 3.6, 3.5641025641025643)","(2.2, 2.22, 2.214712643678161)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.894736842105264)","(81.0, 330.0, 300.0)","(41.0, 180.0, 160.0)","(13.0, 23.0, 20.375)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.5)","(5.5, 8.6, 8.517241379310345)"
06-01-2023 12:25:50.780554,"(3.1, 3.6, 3.5641025641025643)","(2.2, 2.26, 2.238666666666667)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.894736842105264)","(81.0, 330.0, 300.0)","(41.0, 180.0, 160.0)","(13.0, 23.0, 20.229166666666668)","(31.0, 120.0, 112.85714285714286)","(14.0, 30.0, 29.5)","(5.5, 8.6, 8.517241379310345)"
06-01-2023 12:25:52.177477,"(3.2, 3.6, 3.5641025641025643)","(2.15, 2.24, 2.267791164658634)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.894736842105264)","(91.0, 330.0, 300.0)","(51.0, 180.0, 160.0)","(14.0, 23.0, 21.285714285714285)","(41.0, 120.0, 112.85714285714286)","(15.0, 30.0, 29.5)","(5.5, 8.6, 8.458823529411765)"
06-01-2023 12:25:53.556030,"(3.2, 3.6, 3.558823529411765)","(2.15, 2.28, 2.1889922480620156)","(61.0, 140.0, 128.0)","(21.0, 30.0, 28.894736842105264)","(91.0, 330.0, 300.0)","(51.0, 180.0, 165.0)","(14.0, 22.0, 20.75)","(41.0, 120.0, 112.85714285714286)","(15.0, 30.0, 29.5)","(5.5, 8.6, 8.357894736842105)"
