,Dont Change,Rich Glow,Favashem,Fields Of France,Padstow Polly,Recurrence,Desert Fun,Fortunate Gal,Soos Lavan,Vienna Vixen
06-01-2023 12:22:33.941196,"(3.0, 3.7, 3.6375)","(2.25, 2.42, 2.4066216216216216)","(61.0, 190.0, 160.0)","(21.0, 29.0, 28.0)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:35.289893,"(3.0, 3.7, 3.6375)","(2.25, 2.42, 2.4066216216216216)","(61.0, 190.0, 160.0)","(21.0, 29.0, 28.0)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:36.647570,"(3.0, 3.7, 3.6310344827586207)","(2.25, 2.42, 2.4066216216216216)","(61.0, 190.0, 160.0)","(21.0, 29.0, 28.555555555555557)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:38.002493,"(3.0, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.4066216216216216)","(61.0, 190.0, 145.0)","(21.0, 29.0, 28.0)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:39.370566,"(3.0, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410075187969925)","(61.0, 190.0, 155.0)","(21.0, 29.0, 27.142857142857142)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:40.758312,"(3.0, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410075187969925)","(61.0, 180.0, 155.0)","(21.0, 28.0, 27.142857142857142)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(6.0, 7.8, 7.581818181818182)"
06-01-2023 12:22:42.161075,"(3.0, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410149253731343)","(61.0, 180.0, 150.0)","(21.0, 28.0, 27.142857142857142)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(6.0, 7.8, 7.581818181818182)"
06-01-2023 12:22:43.500569,"(3.1, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410149253731343)","(61.0, 170.0, 150.0)","(21.0, 28.0, 27.526315789473685)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 130.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:44.870388,"(3.1, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410149253731343)","(61.0, 170.0, 150.0)","(21.0, 28.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:46.234772,"(3.1, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410149253731343)","(61.0, 170.0, 150.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:47.519410,"(3.1, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410149253731343)","(61.0, 170.0, 150.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:48.856137,"(3.1, 3.7, 3.6090909090909093)","(2.25, 2.42, 2.410958904109589)","(61.0, 170.0, 150.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:50.253494,"(3.1, 3.7, 3.644444444444445)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 150.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:51.539639,"(3.1, 3.65, 3.6)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 150.0)","(21.0, 27.0, 25.545454545454547)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 20.0, 19.071428571428573)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:52.895877,"(3.1, 3.65, 3.6)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 130.0)","(21.0, 27.0, 25.545454545454547)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.909090909090909)"
06-01-2023 12:22:54.324397,"(3.1, 3.65, 3.607894736842105)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 130.0)","(21.0, 27.0, 25.545454545454547)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:22:55.783937,"(3.1, 3.7, 3.642857142857143)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 130.0)","(21.0, 27.0, 25.545454545454547)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:22:57.225719,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:22:58.603915,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.410958904109589)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:23:00.007856,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.41)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:23:01.351220,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.4096062992125984)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(14.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:23:02.605589,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:23:03.923696,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.5, 18.833333333333332)","(31.0, 110.0, 90.0)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.84)"
06-01-2023 12:23:05.274996,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 25.761904761904763)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.5, 18.384615384615383)","(31.0, 110.0, 98.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 8.0, 7.2558139534883725)"
06-01-2023 12:23:07.033549,"(3.1, 3.7, 3.611111111111111)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 26.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.114285714285714)"
06-01-2023 12:23:08.632558,"(3.1, 3.7, 3.6157894736842104)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.24)"
06-01-2023 12:23:10.327880,"(3.1, 3.7, 3.6157894736842104)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.333333333333332)","(31.0, 110.0, 98.57142857142857)","(12.0, 24.0, 20.25)","(5.5, 7.8, 7.24)"
06-01-2023 12:23:11.920833,"(3.1, 3.7, 3.617857142857143)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 400.0, 340.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.333333333333332)","(31.0, 110.0, 98.57142857142857)","(12.0, 24.0, 20.25)","(5.5, 7.8, 7.053333333333334)"
06-01-2023 12:23:13.402400,"(3.1, 3.65, 3.617857142857143)","(2.2, 2.42, 2.4096875)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 400.0, 310.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.333333333333332)","(31.0, 110.0, 98.57142857142857)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.053333333333334)"
06-01-2023 12:23:14.826488,"(3.1, 3.65, 3.6157894736842104)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 400.0, 347.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.333333333333332)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.053333333333334)"
06-01-2023 12:23:16.250504,"(3.1, 3.7, 3.6157894736842104)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 390.0, 347.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.053333333333334)"
06-01-2023 12:23:17.704261,"(3.1, 3.65, 3.61875)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 390.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.236734693877551)"
06-01-2023 12:23:19.147710,"(3.1, 3.65, 3.61875)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.236734693877551)"
06-01-2023 12:23:20.439521,"(3.1, 3.65, 3.61875)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.048979591836734)"
06-01-2023 12:23:21.738849,"(3.1, 3.65, 3.61875)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.529411764705884)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.048979591836734)"
06-01-2023 12:23:23.142774,"(3.1, 3.65, 3.61875)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.529411764705884)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.048979591836734)"
06-01-2023 12:23:24.684280,"(3.1, 3.65, 3.5214285714285714)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.529411764705884)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.048979591836734)"
06-01-2023 12:23:26.246117,"(3.1, 3.65, 3.5214285714285714)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.529411764705884)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.8, 7.371428571428571)"
06-01-2023 12:23:27.730653,"(3.1, 3.65, 3.544736842105263)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 20.22222222222222)","(5.5, 7.6, 7.371428571428571)"
06-01-2023 12:23:29.163177,"(3.1, 3.65, 3.5666666666666664)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 21.333333333333332)","(5.5, 7.6, 6.8652173913043475)"
06-01-2023 12:23:30.579889,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 380.0, 316.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 22.857142857142858)","(5.5, 7.8, 7.333333333333333)"
06-01-2023 12:23:31.998397,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 380.0, 310.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 22.857142857142858)","(5.5, 7.6, 7.333333333333333)"
06-01-2023 12:23:33.498911,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.42, 2.4104)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 370.0, 304.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 22.857142857142858)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:23:35.107807,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.42, 2.408235294117647)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 360.0, 304.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 22.857142857142858)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:36.548181,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.42, 2.408235294117647)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 360.0, 304.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 22.857142857142858)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:38.217243,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.42, 2.4568)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.428571428571427)","(81.0, 360.0, 310.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 22.857142857142858)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:23:39.690706,"(3.1, 3.65, 3.5642857142857145)","(2.2, 2.46, 2.4568)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 340.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:23:41.507924,"(3.1, 3.65, 3.5)","(2.2, 2.48, 2.453728813559322)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:42.874544,"(3.1, 3.65, 3.49)","(2.2, 2.48, 2.453728813559322)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:44.373512,"(3.1, 3.65, 3.49)","(2.2, 2.48, 2.453728813559322)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.333333333333333)"
06-01-2023 12:23:45.840756,"(3.1, 3.65, 3.49)","(2.2, 2.48, 2.453728813559322)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.333333333333333)"
06-01-2023 12:23:47.204990,"(3.1, 3.65, 3.49)","(2.2, 2.48, 2.4547967479674795)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.757575757575758)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.333333333333333)"
06-01-2023 12:23:48.571500,"(3.1, 3.6, 3.5)","(2.2, 2.48, 2.4357142857142855)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.333333333333333)"
06-01-2023 12:23:50.009713,"(3.1, 3.6, 3.45)","(2.2, 2.48, 2.442758620689655)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:51.423515,"(3.1, 3.6, 3.45)","(2.2, 2.48, 2.442758620689655)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.384615384615383)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:52.694146,"(3.1, 3.6, 3.45)","(2.2, 2.48, 2.442758620689655)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.454545454545453)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:23:53.988323,"(3.1, 3.6, 3.45)","(2.2, 2.48, 2.442758620689655)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.6)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.454545454545453)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:23:55.234721,"(3.1, 3.6, 3.45)","(2.2, 2.48, 2.442758620689655)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 19.0, 18.454545454545453)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.142857142857142)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:23:56.540212,"(3.1, 3.6, 3.5812500000000003)","(2.2, 2.48, 2.42)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 19.0, 18.454545454545453)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:57.998839,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.42)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 19.0, 18.454545454545453)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:23:59.294725,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.42)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 19.0, 19.666666666666668)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:24:00.604551,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.412)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 21.0, 19.5)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.411764705882352)"
06-01-2023 12:24:01.930588,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.4514285714285715)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 21.0, 19.428571428571427)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:24:03.350940,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.4514285714285715)","(61.0, 170.0, 130.0)","(21.0, 27.0, 26.77777777777778)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 20.0, 19.428571428571427)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.257142857142857)"
06-01-2023 12:24:04.705680,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.4514285714285715)","(61.0, 170.0, 130.0)","(21.0, 27.0, 25.82051282051282)","(81.0, 330.0, 286.0)","(41.0, 180.0, 160.0)","(13.0, 20.0, 19.428571428571427)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.57142857142857)","(5.5, 7.6, 7.024)"
06-01-2023 12:24:05.946739,"(3.1, 3.55, 3.4699999999999998)","(2.2, 2.48, 2.3746938775510205)","(61.0, 170.0, 130.0)","(21.0, 26.0, 25.96969696969697)","(81.0, 330.0, 263.3333333333333)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.4)","(31.0, 110.0, 98.0)","(12.0, 24.0, 23.2)","(5.5, 7.4, 6.979104477611941)"
06-01-2023 12:24:07.266563,"(3.1, 3.55, 3.4966666666666666)","(2.2, 2.48, 2.3746938775510205)","(61.0, 170.0, 125.0)","(21.0, 26.0, 25.96969696969697)","(81.0, 330.0, 286.0)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.4)","(31.0, 110.0, 98.0)","(13.0, 24.0, 23.2)","(5.5, 7.4, 6.938461538461539)"
06-01-2023 12:24:08.516689,"(3.1, 3.55, 3.4966666666666666)","(2.2, 2.48, 2.426)","(61.0, 170.0, 125.0)","(21.0, 26.0, 25.96969696969697)","(81.0, 330.0, 286.0)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.4)","(31.0, 110.0, 98.0)","(13.0, 24.0, 23.2)","(5.5, 7.4, 6.938461538461539)"
06-01-2023 12:24:09.738933,"(3.1, 3.55, 3.4966666666666666)","(2.2, 2.46, 2.434285714285714)","(61.0, 170.0, 126.66666666666667)","(21.0, 26.0, 25.96969696969697)","(81.0, 330.0, 286.0)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.4)","(31.0, 110.0, 98.0)","(13.0, 24.0, 22.705882352941178)","(5.5, 7.4, 6.908196721311476)"
06-01-2023 12:24:10.896097,"(3.1, 3.55, 3.4966666666666666)","(2.2, 2.46, 2.434285714285714)","(61.0, 160.0, 126.66666666666667)","(21.0, 26.0, 25.96969696969697)","(81.0, 330.0, 286.0)","(41.0, 180.0, 145.0)","(13.0, 20.0, 19.4)","(31.0, 110.0, 98.0)","(13.0, 26.0, 22.63157894736842)","(5.5, 7.4, 6.916129032258064)"
