,Semeco,Dyerville,Cable Dancer,Alchian,Hostile Takeover,Orrong Road,Sheeza Tilly
16-12-2022 15:06:40.729758,"(3.1, 3.4, 3.376785714285714)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(9.0, 11.5, 11.46774193548387)","(15.0, 21.0, 20.066666666666666)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.4375)"
16-12-2022 15:06:41.747614,"(3.1, 3.4, 3.3808823529411764)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(8.5, 11.5, 11.46774193548387)","(15.0, 21.0, 20.22222222222222)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.44736842105263)"
16-12-2022 15:06:42.824773,"(3.1, 3.4, 3.376785714285714)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(8.5, 11.5, 11.46774193548387)","(15.0, 21.0, 20.22222222222222)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.458333333333332)"
16-12-2022 15:06:43.916122,"(3.1, 3.4, 3.3824324324324326)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(8.5, 11.5, 11.78048780487805)","(15.0, 21.0, 20.275862068965516)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.444444444444443)"
16-12-2022 15:06:45.029891,"(3.1, 3.4, 3.375)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 16.916666666666668)","(8.5, 12.0, 11.78048780487805)","(15.0, 21.0, 20.275862068965516)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.444444444444443)"
16-12-2022 15:06:46.150496,"(3.1, 3.4, 3.375)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.0, 16.84375)","(8.5, 12.0, 11.75)","(15.0, 21.0, 20.275862068965516)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.444444444444443)"
16-12-2022 15:06:47.236897,"(3.1, 3.4, 3.375)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.0, 16.84375)","(8.5, 12.0, 11.658536585365853)","(15.0, 21.0, 19.875)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.444444444444443)"
16-12-2022 15:06:48.300766,"(3.1, 3.45, 3.3710526315789475)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.0, 16.583333333333332)","(8.5, 12.0, 11.680851063829786)","(15.0, 21.0, 19.97142857142857)","(4.2, 4.6, 4.733990147783251)","(14.0, 17.5, 18.076923076923077)"
16-12-2022 15:06:49.365024,"(3.1, 3.3, 3.2974777448071215)","(3.8, 4.4, 4.3307692307692305)","(10.0, 18.0, 17.5)","(8.5, 12.0, 11.5)","(15.0, 21.0, 19.58823529411765)","(4.2, 4.8, 4.681818181818182)","(14.0, 19.0, 18.153846153846153)"
16-12-2022 15:06:50.332835,"(3.1, 3.35, 3.32734375)","(3.8, 4.4, 4.310204081632653)","(10.0, 17.5, 16.61111111111111)","(8.5, 12.0, 11.5)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.7, 4.681818181818182)","(14.0, 18.5, 18.153846153846153)"
16-12-2022 15:06:51.332005,"(3.0, 3.35, 3.342605633802817)","(3.8, 4.4, 4.310204081632653)","(10.0, 17.5, 16.90740740740741)","(8.5, 12.0, 11.5)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.7, 4.681818181818182)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:06:52.278868,"(3.0, 3.35, 3.3481060606060606)","(3.8, 4.4, 4.310204081632653)","(10.0, 17.5, 16.90740740740741)","(8.5, 12.0, 11.5)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.7, 4.681818181818182)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:06:53.258896,"(3.0, 3.35, 3.3481060606060606)","(3.8, 4.4, 4.30188679245283)","(10.0, 17.5, 16.90740740740741)","(8.5, 12.0, 11.5)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.7, 4.681818181818182)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:06:54.256228,"(3.0, 3.35, 3.3481060606060606)","(3.8, 4.4, 4.30188679245283)","(10.0, 17.5, 16.90740740740741)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.7, 4.685964912280702)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:06:55.262079,"(3.0, 3.35, 3.3481060606060606)","(3.8, 4.4, 4.30188679245283)","(10.0, 17.5, 16.90740740740741)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.7, 4.689189189189189)","(14.0, 18.5, 17.75)"
16-12-2022 15:06:56.260660,"(3.0, 3.35, 3.3481060606060606)","(3.8, 4.4, 4.281818181818182)","(10.0, 17.5, 16.90740740740741)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.8, 4.687417218543046)","(14.0, 18.5, 17.75)"
16-12-2022 15:06:57.272236,"(3.0, 3.35, 3.3481060606060606)","(3.8, 4.4, 4.2620689655172415)","(10.0, 17.0, 16.6)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.8, 4.689189189189189)","(14.0, 18.5, 17.75)"
16-12-2022 15:06:58.231001,"(3.0, 3.35, 3.347826086956522)","(3.8, 4.4, 4.2620689655172415)","(10.0, 18.0, 16.640625)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.8, 4.689189189189189)","(14.0, 18.5, 17.75)"
16-12-2022 15:06:59.134769,"(3.0, 3.35, 3.347826086956522)","(3.8, 4.4, 4.318367346938776)","(10.0, 18.0, 16.61320754716981)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.8, 4.689189189189189)","(14.0, 18.5, 17.75)"
16-12-2022 15:07:00.128064,"(3.0, 3.35, 3.347826086956522)","(3.8, 4.4, 4.322413793103449)","(10.0, 18.0, 16.62)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.84090909090909)","(4.2, 4.8, 4.689189189189189)","(14.0, 18.5, 17.75)"
16-12-2022 15:07:01.159867,"(3.0, 3.35, 3.347826086956522)","(3.8, 4.4, 4.322413793103449)","(10.0, 18.0, 16.673076923076923)","(8.5, 12.0, 11.299065420560748)","(15.0, 21.0, 19.75)","(4.2, 4.8, 4.687417218543046)","(14.0, 18.5, 17.75)"
16-12-2022 15:07:02.231298,"(3.0, 3.35, 3.347826086956522)","(3.8, 4.4, 4.322413793103449)","(10.0, 18.0, 16.673076923076923)","(8.5, 12.0, 11.299065420560748)","(15.0, 20.0, 19.5625)","(4.2, 4.8, 4.689189189189189)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:07:03.265445,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.4, 4.327927927927928)","(10.0, 18.0, 16.473684210526315)","(9.0, 12.0, 11.299065420560748)","(15.0, 20.0, 19.833333333333332)","(4.2, 4.8, 4.6535714285714285)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:07:04.289297,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.295890410958904)","(10.0, 18.0, 16.5531914893617)","(9.0, 12.0, 11.299065420560748)","(15.0, 20.0, 19.441176470588236)","(4.2, 4.8, 4.650434782608695)","(14.0, 18.5, 18.05)"
16-12-2022 15:07:05.352997,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.295890410958904)","(10.0, 18.0, 16.75609756097561)","(9.0, 12.0, 11.271844660194175)","(15.0, 21.0, 19.9375)","(4.2, 4.8, 4.608888888888888)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:07:06.345147,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.2961038961038955)","(10.0, 18.0, 16.75609756097561)","(9.0, 12.0, 11.271844660194175)","(15.0, 20.0, 19.944444444444443)","(4.2, 4.8, 4.630379746835443)","(14.0, 18.5, 17.970588235294116)"
16-12-2022 15:07:07.351506,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.2967032967032965)","(10.0, 18.0, 16.75609756097561)","(9.0, 12.0, 11.271844660194175)","(15.0, 20.0, 19.944444444444443)","(4.2, 4.8, 4.630379746835443)","(14.0, 18.5, 17.970588235294116)"
16-12-2022 15:07:08.351145,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.2967032967032965)","(10.0, 18.0, 16.75609756097561)","(9.0, 12.0, 11.271844660194175)","(15.0, 20.0, 19.928571428571427)","(4.2, 4.8, 4.630379746835443)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:07:09.365757,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.2967032967032965)","(10.0, 18.0, 16.733333333333334)","(9.0, 12.0, 11.271844660194175)","(15.0, 20.0, 19.928571428571427)","(4.2, 4.8, 4.630379746835443)","(14.0, 18.5, 18.071428571428573)"
16-12-2022 15:07:10.415158,"(3.0, 3.35, 3.348031496062992)","(3.8, 4.3, 4.2967032967032965)","(10.0, 18.0, 17.27777777777778)","(9.0, 12.0, 11.134831460674157)","(15.0, 20.0, 19.928571428571427)","(4.2, 4.8, 4.652747252747252)","(14.0, 18.5, 18.09090909090909)"
16-12-2022 15:07:11.426453,"(3.0, 3.4, 3.3841772151898732)","(3.8, 4.3, 4.298578199052132)","(10.0, 17.5, 17.125)","(9.0, 12.0, 11.134831460674157)","(15.0, 20.0, 19.94736842105263)","(4.2, 4.8, 4.62566844919786)","(14.0, 18.5, 18.09090909090909)"
16-12-2022 15:07:12.389612,"(3.0, 3.4, 3.3841772151898732)","(3.8, 4.3, 4.298578199052132)","(10.0, 17.5, 16.428571428571427)","(9.0, 12.0, 11.134831460674157)","(15.0, 20.0, 19.94736842105263)","(4.2, 4.8, 4.62566844919786)","(14.0, 18.5, 18.09090909090909)"
16-12-2022 15:07:13.620984,"(3.0, 3.4, 3.3841772151898732)","(3.8, 4.3, 4.298993288590604)","(11.0, 17.5, 17.017857142857142)","(9.0, 12.0, 11.1)","(16.0, 20.0, 19.916666666666668)","(4.0, 4.8, 4.663157894736842)","(14.0, 18.5, 18.09090909090909)"
16-12-2022 15:07:15.198216,"(3.0, 3.4, 3.3841772151898732)","(3.8, 4.3, 4.298993288590604)","(11.0, 17.5, 16.272727272727273)","(9.0, 12.0, 11.403846153846153)","(16.0, 20.0, 19.892857142857142)","(4.0, 4.7, 4.666666666666667)","(14.0, 18.5, 17.280701754385966)"
16-12-2022 15:07:16.197998,"(3.0, 3.4, 3.383647798742138)","(3.8, 4.3, 4.298984771573604)","(11.0, 17.5, 16.681818181818183)","(9.0, 11.5, 11.403846153846153)","(16.0, 20.0, 19.892857142857142)","(4.0, 4.7, 4.681481481481481)","(14.0, 18.0, 17.21153846153846)"
16-12-2022 15:07:17.150787,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.374647887323944)","(11.0, 17.5, 16.681818181818183)","(9.0, 11.5, 11.403846153846153)","(16.0, 20.0, 19.892857142857142)","(4.0, 4.7, 4.681481481481481)","(14.0, 18.0, 17.384615384615383)"
16-12-2022 15:07:18.211302,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.374647887323944)","(11.0, 17.5, 16.681818181818183)","(9.0, 11.5, 11.403846153846153)","(16.0, 20.0, 19.666666666666668)","(4.0, 4.7, 4.681481481481481)","(14.0, 17.5, 17.384615384615383)"
16-12-2022 15:07:19.287890,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.374647887323944)","(11.0, 17.5, 16.681818181818183)","(9.0, 11.5, 11.403846153846153)","(16.0, 20.0, 19.428571428571427)","(4.0, 4.7, 4.681481481481481)","(14.0, 17.5, 17.384615384615383)"
16-12-2022 15:07:20.385172,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.374647887323944)","(11.0, 17.5, 16.681818181818183)","(9.0, 11.5, 11.403846153846153)","(16.0, 20.0, 19.375)","(4.2, 4.7, 4.681481481481481)","(14.0, 17.5, 17.384615384615383)"
16-12-2022 15:07:21.446605,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.374647887323944)","(11.0, 17.5, 16.681818181818183)","(9.0, 11.5, 11.403846153846153)","(16.0, 20.0, 19.428571428571427)","(4.2, 4.7, 4.681481481481481)","(14.0, 17.5, 17.384615384615383)"
16-12-2022 15:07:22.485197,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.360869565217391)","(11.0, 17.5, 16.681818181818183)","(9.0, 12.0, 11.284403669724771)","(16.0, 20.0, 19.428571428571427)","(4.0, 4.7, 4.681481481481481)","(14.0, 17.5, 17.384615384615383)"
16-12-2022 15:07:23.556028,"(3.0, 3.4, 3.36358024691358)","(3.8, 4.4, 4.360869565217391)","(11.0, 17.5, 16.681818181818183)","(9.0, 12.0, 11.284403669724771)","(16.0, 20.0, 19.428571428571427)","(4.0, 4.7, 4.75)","(14.0, 17.5, 17.642857142857142)"
16-12-2022 15:07:24.607189,"(3.0, 3.25, 3.240725806451613)","(3.8, 4.4, 4.375609756097561)","(11.0, 18.5, 17.7680412371134)","(9.0, 11.5, 11.265625)","(16.0, 20.0, 19.176470588235293)","(4.0, 4.8, 4.764705882352941)","(14.0, 18.5, 17.973684210526315)"
16-12-2022 15:07:25.841272,"(3.0, 3.25, 3.23921568627451)","(3.8, 4.4, 4.3895348837209305)","(11.0, 18.5, 18.053030303030305)","(9.0, 11.5, 10.951612903225806)","(15.0, 20.0, 19.23076923076923)","(4.0, 4.8, 4.784210526315789)","(14.0, 19.0, 17.63157894736842)"
16-12-2022 15:07:26.982377,"(3.0, 3.3, 3.2789473684210524)","(3.7, 4.4, 4.36260162601626)","(11.0, 18.5, 18.094594594594593)","(9.0, 11.0, 11.049180327868852)","(15.0, 20.0, 19.696969696969695)","(4.0, 4.8, 4.754545454545455)","(14.0, 19.0, 18.055555555555557)"
16-12-2022 15:07:28.193641,"(3.0, 3.25, 3.2333333333333334)","(3.7, 4.5, 4.464705882352941)","(11.0, 18.5, 18.175)","(9.0, 11.5, 10.895604395604396)","(15.0, 20.0, 19.696969696969695)","(4.0, 4.8, 4.754545454545455)","(14.0, 18.5, 17.7)"
16-12-2022 15:07:29.489635,"(3.0, 3.25, 3.231896551724138)","(3.7, 4.5, 4.429411764705883)","(12.0, 18.5, 18.296875)","(9.0, 11.5, 10.867816091954023)","(15.0, 20.0, 19.58974358974359)","(4.2, 4.8, 4.764912280701754)","(14.0, 18.5, 17.807692307692307)"
16-12-2022 15:07:30.638510,"(3.0, 3.25, 3.225)","(3.7, 4.5, 4.43587786259542)","(12.0, 18.5, 18.296875)","(9.0, 11.5, 10.944444444444445)","(15.0, 20.0, 19.644444444444446)","(4.2, 4.8, 4.7973684210526315)","(14.0, 18.5, 17.896551724137932)"
16-12-2022 15:07:31.764458,"(3.0, 3.25, 3.237)","(3.7, 4.5, 4.452136752136752)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.0, 10.904255319148936)","(15.0, 20.0, 19.630434782608695)","(4.2, 4.8, 4.718702290076336)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:32.831421,"(3.0, 3.25, 3.237755102040816)","(3.7, 4.4, 4.398888888888889)","(12.0, 18.5, 18.308823529411764)","(9.0, 11.5, 10.904255319148936)","(15.0, 20.0, 19.630434782608695)","(4.2, 4.9, 4.718702290076336)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:33.893185,"(3.0, 3.25, 3.237755102040816)","(3.7, 4.4, 4.398888888888889)","(12.0, 18.5, 18.308823529411764)","(9.0, 11.5, 10.904255319148936)","(15.0, 20.0, 19.638297872340427)","(4.2, 4.9, 4.718702290076336)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:35.023101,"(3.0, 3.25, 3.237755102040816)","(3.7, 4.4, 4.398888888888889)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.5, 10.904255319148936)","(15.0, 20.0, 19.564102564102566)","(4.2, 4.9, 4.7859649122807015)","(14.0, 18.0, 17.691176470588236)"
16-12-2022 15:07:36.118727,"(3.0, 3.25, 3.241111111111111)","(3.7, 4.4, 4.398888888888889)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.5, 10.904255319148936)","(15.0, 20.0, 19.564102564102566)","(4.2, 4.8, 4.767123287671232)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:37.209305,"(3.0, 3.25, 3.24625)","(3.7, 4.4, 4.398837209302326)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.5, 10.904255319148936)","(15.0, 20.0, 19.564102564102566)","(4.2, 4.8, 4.764705882352941)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:38.297614,"(3.0, 3.25, 3.24625)","(3.7, 4.4, 4.398837209302326)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.5, 10.928571428571429)","(15.0, 20.0, 19.564102564102566)","(4.2, 4.8, 4.764705882352941)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:39.342152,"(3.0, 3.25, 3.24625)","(3.7, 4.4, 4.398837209302326)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.5, 10.928571428571429)","(15.0, 20.0, 19.514285714285712)","(4.2, 4.8, 4.764705882352941)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:40.320213,"(3.0, 3.25, 3.24625)","(3.7, 4.4, 4.398837209302326)","(12.0, 18.5, 18.314285714285713)","(9.0, 11.5, 10.928571428571429)","(15.0, 20.0, 19.473684210526315)","(4.2, 4.8, 4.722093023255814)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:41.325717,"(3.0, 3.3, 3.252991452991453)","(3.7, 4.4, 4.390476190476191)","(12.0, 18.5, 18.44)","(9.0, 11.5, 11.052631578947368)","(15.0, 20.0, 19.32)","(4.2, 4.9, 4.722093023255814)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:42.365093,"(3.0, 3.3, 3.2508196721311475)","(3.7, 4.4, 4.392682926829268)","(12.0, 18.5, 18.5)","(9.0, 11.5, 11.052631578947368)","(15.0, 20.0, 19.32)","(4.2, 4.9, 4.722093023255814)","(14.0, 18.0, 17.85)"
16-12-2022 15:07:43.511564,"(3.0, 3.3, 3.2508196721311475)","(3.7, 4.4, 4.392682926829268)","(12.0, 19.0, 18.75)","(9.0, 11.5, 11.052631578947368)","(15.0, 20.0, 19.32)","(4.2, 4.9, 4.780821917808219)","(14.0, 18.0, 17.53846153846154)"
16-12-2022 15:07:44.592181,"(3.0, 3.3, 3.250413223140496)","(3.7, 4.4, 4.392682926829268)","(12.0, 19.0, 18.75)","(9.0, 11.5, 11.052631578947368)","(15.0, 20.0, 19.4)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.65714285714286)"
16-12-2022 15:07:45.661403,"(2.9, 3.3, 3.2752808988764044)","(3.7, 4.4, 4.381720430107527)","(12.0, 19.0, 18.863636363636363)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.4)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.5)"
16-12-2022 15:07:47.016380,"(2.9, 3.3, 3.2752808988764044)","(3.7, 4.4, 4.381720430107527)","(12.0, 19.0, 18.894736842105264)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.423076923076923)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.612903225806452)"
16-12-2022 15:07:48.358821,"(2.9, 3.25, 3.227835051546392)","(3.7, 4.4, 4.381720430107527)","(12.0, 19.0, 18.894736842105264)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.423076923076923)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.485714285714288)"
16-12-2022 15:07:49.467412,"(2.9, 3.25, 3.227835051546392)","(3.7, 4.4, 4.381720430107527)","(12.0, 19.0, 18.894736842105264)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.4)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.485714285714288)"
16-12-2022 15:07:50.594945,"(2.9, 3.25, 3.227835051546392)","(3.7, 4.4, 4.381720430107527)","(12.0, 19.0, 18.934782608695652)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.26923076923077)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.485714285714288)"
16-12-2022 15:07:51.672778,"(2.9, 3.25, 3.2364864864864864)","(3.7, 4.4, 4.381720430107527)","(12.0, 19.0, 18.934782608695652)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.4)","(4.2, 4.8, 4.780821917808219)","(14.0, 18.0, 17.4)"
16-12-2022 15:07:52.700588,"(2.9, 3.25, 3.231034482758621)","(3.7, 4.5, 4.401449275362319)","(12.0, 19.0, 18.970588235294116)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.0)","(4.2, 4.8, 4.741843971631206)","(14.0, 18.0, 17.4)"
16-12-2022 15:07:53.699652,"(2.9, 3.3, 3.2907608695652173)","(3.7, 4.5, 4.412258064516129)","(12.0, 19.0, 18.970588235294116)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.0)","(4.2, 4.8, 4.7430656934306565)","(14.0, 18.0, 17.4)"
16-12-2022 15:07:54.705663,"(2.9, 3.3, 3.290710382513661)","(3.7, 4.5, 4.411538461538462)","(12.0, 19.0, 18.970588235294116)","(8.5, 11.5, 11.052631578947368)","(15.0, 19.5, 19.375)","(4.2, 4.8, 4.7430656934306565)","(14.0, 18.0, 17.4)"
16-12-2022 15:07:55.739662,"(2.9, 3.3, 3.290710382513661)","(3.7, 4.5, 4.44609375)","(12.0, 19.0, 18.982142857142858)","(8.5, 11.5, 10.97191011235955)","(15.0, 19.5, 19.3125)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.464285714285715)"
16-12-2022 15:07:56.801179,"(2.9, 3.3, 3.290710382513661)","(3.7, 4.5, 4.44609375)","(12.0, 19.0, 18.982142857142858)","(8.5, 11.5, 10.97191011235955)","(15.0, 19.5, 19.3125)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.464285714285715)"
16-12-2022 15:07:57.869836,"(2.9, 3.3, 3.2954285714285714)","(3.7, 4.5, 4.44609375)","(12.0, 19.0, 18.982142857142858)","(8.5, 11.5, 10.97191011235955)","(15.0, 19.5, 19.384615384615383)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.464285714285715)"
16-12-2022 15:07:59.004493,"(2.9, 3.3, 3.2954285714285714)","(3.7, 4.5, 4.44609375)","(12.0, 19.0, 18.98148148148148)","(8.5, 11.5, 10.97191011235955)","(15.0, 19.5, 19.384615384615383)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.464285714285715)"
16-12-2022 15:08:00.155845,"(2.9, 3.3, 3.2954285714285714)","(3.7, 4.5, 4.44609375)","(12.0, 19.0, 18.98148148148148)","(8.5, 11.5, 10.97191011235955)","(15.0, 19.5, 19.142857142857142)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.486842105263158)"
16-12-2022 15:08:01.362408,"(2.9, 3.3, 3.2954285714285714)","(3.7, 4.5, 4.4153374233128835)","(12.0, 19.0, 18.984848484848484)","(8.5, 11.5, 10.97191011235955)","(15.0, 19.5, 17.175675675675677)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.486842105263158)"
16-12-2022 15:08:02.367102,"(2.9, 3.3, 3.291208791208791)","(3.7, 4.5, 4.421142857142857)","(12.0, 19.0, 18.984848484848484)","(8.5, 11.5, 10.994117647058824)","(15.0, 17.5, 17.175)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.486842105263158)"
16-12-2022 15:08:03.560123,"(2.9, 3.3, 3.289247311827957)","(3.7, 4.5, 4.421142857142857)","(12.0, 19.0, 18.984848484848484)","(8.5, 11.5, 11.022222222222222)","(15.0, 17.5, 17.142857142857142)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.486842105263158)"
16-12-2022 15:08:04.558951,"(2.9, 3.3, 3.289247311827957)","(3.7, 4.5, 4.421142857142857)","(12.0, 19.0, 18.984848484848484)","(8.5, 11.5, 11.005263157894737)","(15.0, 17.5, 17.290697674418606)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.5)"
16-12-2022 15:08:05.626675,"(2.9, 3.3, 3.292307692307692)","(3.7, 4.5, 4.424590163934426)","(12.0, 19.0, 18.984848484848484)","(8.5, 11.5, 11.020408163265307)","(15.0, 17.5, 17.240384615384617)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.5)"
16-12-2022 15:08:06.661068,"(2.9, 3.3, 3.287704918032787)","(3.7, 4.5, 4.424590163934426)","(12.0, 19.0, 18.984848484848484)","(8.5, 11.5, 11.020408163265307)","(15.0, 17.5, 17.267241379310345)","(4.2, 4.8, 4.74041095890411)","(14.0, 18.0, 17.66949152542373)"
16-12-2022 15:08:07.713289,"(2.9, 3.3, 3.2848484848484847)","(3.8, 4.5, 4.424590163934426)","(12.0, 19.0, 18.988372093023255)","(8.5, 11.5, 11.020408163265307)","(15.0, 17.5, 17.267241379310345)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.66949152542373)"
16-12-2022 15:08:08.722018,"(2.9, 3.3, 3.2873417721518985)","(3.8, 4.5, 4.424590163934426)","(12.0, 19.0, 18.988372093023255)","(8.5, 11.5, 11.020408163265307)","(15.0, 17.5, 17.267241379310345)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:09.703920,"(2.9, 3.3, 3.289032258064516)","(3.8, 4.5, 4.424590163934426)","(12.0, 20.0, 19.4)","(9.0, 11.5, 11.022222222222222)","(15.0, 17.5, 17.25)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:10.647933,"(2.9, 3.3, 3.274242424242424)","(3.8, 4.5, 4.424590163934426)","(12.0, 20.0, 19.4)","(9.0, 11.5, 11.022222222222222)","(15.0, 17.5, 17.25)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:11.614921,"(2.9, 3.3, 3.274242424242424)","(3.8, 4.5, 4.424590163934426)","(12.0, 20.0, 19.4)","(9.0, 11.5, 11.020408163265307)","(15.0, 17.5, 17.263157894736842)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:12.623135,"(2.9, 3.3, 3.285833333333333)","(3.8, 4.5, 4.417525773195877)","(12.0, 20.0, 19.4)","(9.0, 11.5, 11.020408163265307)","(15.0, 17.5, 17.263157894736842)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:13.677967,"(2.9, 3.3, 3.287857142857143)","(3.8, 4.5, 4.413978494623656)","(12.0, 20.0, 19.4)","(9.0, 11.5, 11.022222222222222)","(15.0, 17.5, 17.23148148148148)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:14.766649,"(2.9, 3.3, 3.287943262411347)","(3.8, 4.5, 4.413978494623656)","(12.0, 21.0, 19.625)","(9.0, 11.5, 11.043956043956044)","(15.0, 17.5, 17.21)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:15.819166,"(2.9, 3.3, 3.287943262411347)","(3.8, 4.5, 4.413978494623656)","(12.0, 21.0, 19.625)","(9.0, 11.5, 11.011363636363637)","(15.0, 17.5, 17.21)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
