,Thats Not My Gait,Fling It Rainbow,Tripod Nz,Dels Destiny Nz,Megeve,Homonym Nz,Peakz Luck Nz,Whatwillbeewillbee Nz,Little Yankee
07-12-2022 20:37:00.610608,"(2.35, 3.25, 3.1863636363636365)","(21.0, 50.0, 46.0)","(7.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 44.5)"
07-12-2022 20:37:01.864743,"(2.35, 3.25, 3.14)","(21.0, 50.0, 46.0)","(7.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 44.5)"
07-12-2022 20:37:03.125040,"(2.35, 3.25, 3.206)","(21.0, 50.0, 46.0)","(7.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 44.5)"
07-12-2022 20:37:04.441078,"(2.35, 3.35, 3.2305555555555556)","(21.0, 50.0, 43.6)","(7.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 44.5)"
07-12-2022 20:37:05.716297,"(2.35, 3.4, 3.1913043478260867)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 44.5)"
07-12-2022 20:37:06.974763,"(2.35, 3.4, 3.208333333333333)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 44.5)"
07-12-2022 20:37:08.264498,"(2.35, 3.35, 3.1184375)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:09.550254,"(2.35, 3.35, 3.1184375)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:10.805771,"(2.35, 3.35, 3.1184375)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:12.080422,"(2.35, 3.35, 3.1628)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 14.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:13.293842,"(2.35, 3.35, 3.1886206896551723)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 15.5, 16.416666666666668)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:14.547045,"(2.35, 3.45, 3.3765)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.4)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:15.738178,"(2.35, 3.35, 3.2333333333333334)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:16.869716,"(2.35, 3.35, 3.2625)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:18.056160,"(2.35, 3.1, 3.081818181818182)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:19.569381,"(2.35, 3.1, 3.0714285714285716)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:21.002473,"(2.35, 3.1, 3.0714285714285716)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:22.652206,"(2.35, 3.1, 3.0714285714285716)","(21.0, 50.0, 46.8)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.333333333333336)"
07-12-2022 20:37:24.121063,"(2.35, 3.1, 3.0714285714285716)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:25.575925,"(2.35, 3.1, 3.0714285714285716)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:27.049609,"(2.35, 3.1, 3.0714285714285716)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:28.534372,"(2.35, 3.1, 3.22)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:30.099623,"(2.35, 3.35, 3.136)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:31.614266,"(2.35, 3.4, 3.0309090909090908)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:33.008982,"(2.35, 3.35, 3.0309090909090908)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:34.163218,"(2.35, 3.35, 3.0309090909090908)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:35.388485,"(2.35, 3.3, 3.0123076923076924)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:36.632017,"(2.35, 3.3, 3.0123076923076924)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:37.908870,"(2.35, 3.3, 3.0123076923076924)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:39.293858,"(2.35, 3.3, 3.005333333333333)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:40.665327,"(2.35, 3.25, 3.0428571428571427)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:42.034211,"(2.35, 3.25, 3.0428571428571427)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.1)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:43.425942,"(2.35, 3.25, 3.0428571428571427)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.0625)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:44.738302,"(2.35, 3.25, 3.0428571428571427)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.318181818181817)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:46.084770,"(2.35, 3.25, 3.09375)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.9375)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:47.397046,"(2.35, 3.25, 3.1458333333333335)","(21.0, 50.0, 46.44444444444444)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.357142857142858)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:48.782355,"(2.35, 3.35, 3.1615384615384614)","(21.0, 50.0, 46.25)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.136363636363637)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 43.0)"
07-12-2022 20:37:50.092516,"(2.25, 3.3, 3.123529411764706)","(21.0, 48.0, 45.2)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.357142857142858)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 46.0, 42.4)"
07-12-2022 20:37:51.375476,"(2.25, 3.3, 3.21875)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.0)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:52.653962,"(2.25, 3.25, 2.9909090909090907)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:53.927214,"(2.4, 3.3, 2.9909090909090907)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:55.245173,"(2.4, 3.3, 2.9883333333333333)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:56.570914,"(2.4, 3.25, 2.982307692307692)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:57.884523,"(2.4, 3.25, 2.982307692307692)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:37:59.242961,"(2.4, 3.25, 2.982307692307692)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:00.718673,"(2.4, 3.25, 3.000769230769231)","(21.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.333333333333334)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:02.166226,"(2.25, 3.25, 3.000769230769231)","(26.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 15.541666666666668)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 48.0, 39.25)"
07-12-2022 20:38:03.539032,"(2.25, 3.25, 3.000769230769231)","(26.0, 50.0, 46.0)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 15.5)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:05.028030,"(2.25, 3.2, 2.9983333333333335)","(26.0, 50.0, 45.2)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.0, 16.25)","(4.0, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:06.458038,"(2.25, 3.2, 2.9983333333333335)","(26.0, 50.0, 45.2)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.25)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:07.927705,"(2.25, 3.2, 2.9983333333333335)","(26.0, 50.0, 45.2)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.25)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:09.353873,"(2.25, 3.2, 2.9983333333333335)","(26.0, 50.0, 47.33333333333333)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.25)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:10.791582,"(2.25, 3.2, 2.996923076923077)","(26.0, 50.0, 47.33333333333333)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.714285714285714)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:12.185521,"(2.25, 3.2, 3.036)","(26.0, 50.0, 47.33333333333333)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.714285714285714)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:13.577605,"(2.25, 3.15, 3.036)","(26.0, 50.0, 47.33333333333333)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.714285714285714)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:14.944975,"(2.25, 2.98, 2.785)","(26.0, 50.0, 47.33333333333333)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 14.777777777777779)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:16.288867,"(2.25, 2.98, 2.948695652173913)","(26.0, 50.0, 47.142857142857146)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.5, 13.5)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:17.621450,"(2.25, 2.98, 2.945263157894737)","(26.0, 60.0, 56.36363636363636)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 15.5, 14.714285714285714)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:19.048352,"(2.25, 2.98, 2.86)","(26.0, 55.0, 52.27272727272727)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 15.0, 16.6)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.4)"
07-12-2022 20:38:20.538537,"(2.25, 2.98, 2.9647058823529413)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.25)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 29.024390243902438)"
07-12-2022 20:38:21.987199,"(2.25, 3.0, 2.9775)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.25)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 34.0, 30.666666666666668)"
07-12-2022 20:38:23.429323,"(2.25, 3.0, 2.9775)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 14.5)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 32.0, 30.666666666666668)"
07-12-2022 20:38:24.840069,"(2.25, 3.0, 2.9614285714285713)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 14.636363636363637)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 32.0, 30.666666666666668)"
07-12-2022 20:38:26.257419,"(2.25, 3.0, 2.98)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 16.0, 15.0)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 32.0, 27.333333333333332)"
07-12-2022 20:38:27.689496,"(2.25, 3.0, 2.98)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 16.0, 15.0)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 32.0, 28.666666666666668)"
07-12-2022 20:38:29.142451,"(2.3, 3.0, 2.98)","(26.0, 55.0, 46.333333333333336)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 16.0, 14.928571428571429)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 32.0, 27.77777777777778)"
07-12-2022 20:38:30.615214,"(2.3, 3.0, 2.9657142857142857)","(26.0, 55.0, 59.25)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 16.0, 15.785714285714285)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 30.0, 27.77777777777778)"
07-12-2022 20:38:32.077480,"(2.4, 3.0, 2.9752941176470586)","(26.0, 65.0, 51.0)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.5, 16.5625)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 28.18181818181818)"
07-12-2022 20:38:33.467647,"(2.4, 3.0, 2.9752941176470586)","(26.0, 65.0, 51.0)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 15.5)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 32.0, 26.0)"
07-12-2022 20:38:34.851238,"(2.4, 3.0, 2.94)","(26.0, 65.0, 56.6)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.61111111111111)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 28.285714285714285)"
07-12-2022 20:38:36.273547,"(2.4, 3.0, 2.94)","(26.0, 65.0, 60.333333333333336)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.61111111111111)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 29.428571428571427)"
07-12-2022 20:38:37.783119,"(2.4, 3.2, 3.026315789473684)","(26.0, 65.0, 60.333333333333336)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.61111111111111)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 32.0, 28.666666666666668)"
07-12-2022 20:38:39.287407,"(2.4, 3.2, 2.99375)","(26.0, 65.0, 60.333333333333336)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.61111111111111)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 28.666666666666668)"
07-12-2022 20:38:40.801252,"(2.4, 3.2, 2.99375)","(26.0, 65.0, 60.333333333333336)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.3)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 28.666666666666668)"
07-12-2022 20:38:42.623814,"(2.4, 3.2, 2.9153846153846152)","(26.0, 65.0, 60.333333333333336)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.3)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 28.0)"
07-12-2022 20:38:44.389410,"(2.45, 3.0, 2.9043478260869566)","(26.0, 65.0, 62.375)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.416666666666668)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 30.0, 26.78048780487805)"
07-12-2022 20:38:46.108067,"(2.45, 3.0, 2.928695652173913)","(26.0, 65.0, 62.66666666666667)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.5)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 32.0, 27.384615384615383)"
07-12-2022 20:38:47.914751,"(2.45, 3.0, 2.9254545454545453)","(26.0, 65.0, 55.2)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.5)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 32.0, 31.142857142857142)"
07-12-2022 20:38:49.666749,"(2.45, 3.0, 2.9196078431372547)","(26.0, 60.0, 57.142857142857146)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 17.0, 16.1875)","(4.2, 99999, 99990)","(5.5, 99999, 99990)","(15.0, 99999, 99990)","(26.0, 32.0, 28.4)"
07-12-2022 20:38:51.114671,"(2.45, 3.0, 2.9196078431372547)","(26.0, 60.0, 57.142857142857146)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.666666666666668)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 34.0, 29.2)"
07-12-2022 20:38:52.559523,"(2.45, 3.0, 3.1285714285714286)","(26.0, 60.0, 57.142857142857146)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.3)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 34.0, 29.2)"
07-12-2022 20:38:54.127980,"(2.45, 3.2, 3.16)","(26.0, 60.0, 57.142857142857146)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.72222222222222)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 34.0, 31.454545454545453)"
07-12-2022 20:38:55.552004,"(2.45, 3.2, 3.1672727272727275)","(26.0, 60.0, 56.0)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.863636363636363)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 34.0, 43.5)"
07-12-2022 20:38:56.984414,"(2.45, 3.2, 3.1672727272727275)","(26.0, 60.0, 56.0)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.863636363636363)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 45.61904761904762)"
07-12-2022 20:38:58.241506,"(2.45, 3.2, 3.1454545454545455)","(26.0, 60.0, 56.0)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.863636363636363)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 45.333333333333336)"
07-12-2022 20:38:59.510069,"(2.45, 3.2, 3.1500000000000004)","(26.0, 60.0, 55.0)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.863636363636363)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(14.0, 99999, 99990)","(26.0, 48.0, 42.285714285714285)"
