,Golden Hands,Black Baccara,Tuesdays Gone,Nomad Road,Striking Stare,Deadly Choice,Scandalise,Atomic Len
11-01-2023 21:24:34.266902,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:35.561969,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:36.874487,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:38.151134,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:39.442758,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:40.802789,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:42.162034,"(4.0, 8.0, 5.0)","(41.0, 350.0, 184.8235294117647)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 442.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:43.582843,"(4.0, 8.0, 5.0)","(41.0, 350.0, 69.0)","(10.0, 21.0, 15.75)","(8.5, 19.0, 12.066666666666666)","(17.0, 50.0, 36.2)","(14.0, 36.0, 16.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:44.918183,"(4.0, 8.0, 5.0)","(41.0, 330.0, 69.0)","(10.0, 21.0, 15.75)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:46.256367,"(4.0, 8.0, 5.0)","(41.0, 330.0, 69.0)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:47.573534,"(4.0, 8.0, 5.0)","(41.0, 330.0, 69.0)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:48.886356,"(4.0, 8.0, 5.0)","(41.0, 330.0, 69.0)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:50.202374,"(4.0, 8.0, 5.0)","(41.0, 330.0, 69.0)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:51.631711,"(4.0, 8.0, 5.0)","(41.0, 330.0, 69.0)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:52.989328,"(4.0, 8.0, 5.0)","(41.0, 330.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 19.77777777777778)","(14.0, 36.0, 18.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:54.340930,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:55.885569,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:57.349802,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 520.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:24:58.889272,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:00.148537,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:01.448990,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:02.747826,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:04.073868,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:05.405351,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:06.763765,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:08.104311,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:09.445236,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:10.778461,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.333333333333334)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:12.076946,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:13.401320,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:14.727038,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 420.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:16.149391,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 13.8)","(17.0, 50.0, 21.666666666666668)","(14.0, 36.0, 19.92857142857143)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:17.640507,"(4.0, 8.0, 5.428571428571429)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 43.839285714285715)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5284057971014493)"
11-01-2023 21:25:19.038679,"(4.0, 8.0, 5.428571428571429)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.083333333333332)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:20.421790,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.083333333333332)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:21.701295,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 43.839285714285715)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:23.040464,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:24.375593,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:25.692659,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:27.015323,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:28.356900,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:29.672294,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:30.996719,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:32.331369,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:33.732204,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:35.117189,"(4.0, 8.0, 4.71875)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:36.542774,"(4.0, 8.0, 5.681818181818182)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 16.02857142857143)","(17.0, 50.0, 22.5)","(14.0, 36.0, 23.5)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:38.099914,"(4.0, 8.0, 4.90625)","(41.0, 350.0, 100.0)","(10.0, 21.0, 14.666666666666666)","(8.5, 19.0, 15.67142857142857)","(17.0, 50.0, 20.666666666666668)","(14.0, 36.0, 21.0)","(61.0, 520.0, 292.5)","(1.5, 2.1, 1.5361111111111112)"
