,Golden Hands,Black Baccara,Tuesdays Gone,Nomad Road,Striking Stare,Deadly Choice,Scandalise,Atomic Len
11-01-2023 21:27:30.576154,"(4.0, 11.0, 9.613333333333333)","(41.0, 320.0, 195.0)","(10.0, 19.0, 17.1)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 20.576923076923077)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.564)"
11-01-2023 21:27:31.838026,"(4.0, 11.0, 9.613333333333333)","(41.0, 320.0, 195.0)","(10.0, 18.5, 17.1)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 20.576923076923077)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.564)"
11-01-2023 21:27:33.040306,"(4.0, 11.0, 9.96)","(41.0, 320.0, 195.0)","(10.0, 18.5, 17.1)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 20.576923076923077)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.564)"
11-01-2023 21:27:34.255648,"(4.0, 11.0, 10.418181818181818)","(41.0, 320.0, 195.0)","(10.0, 18.5, 17.1)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.69642857142857)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.5863157894736841)"
11-01-2023 21:27:35.475108,"(4.0, 11.5, 11.2375)","(41.0, 320.0, 195.0)","(10.0, 18.0, 16.227272727272727)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 17.6)","(61.0, 420.0, 336.25)","(1.5, 1.73, 1.5863157894736841)"
11-01-2023 21:27:36.710750,"(4.0, 11.5, 11.2375)","(41.0, 320.0, 195.0)","(10.0, 17.0, 15.5)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 17.6)","(61.0, 420.0, 336.25)","(1.5, 1.73, 1.5863157894736841)"
11-01-2023 21:27:37.942231,"(4.0, 11.5, 11.15)","(41.0, 320.0, 195.0)","(10.0, 17.0, 14.642857142857142)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 17.6)","(61.0, 420.0, 336.25)","(1.5, 1.73, 1.5863157894736841)"
11-01-2023 21:27:39.221885,"(4.0, 11.5, 10.566666666666666)","(41.0, 320.0, 195.0)","(10.0, 17.0, 14.642857142857142)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 17.6)","(61.0, 420.0, 337.5)","(1.5, 1.73, 1.5863157894736841)"
11-01-2023 21:27:40.424218,"(4.0, 11.5, 11.033333333333333)","(41.0, 320.0, 195.0)","(10.0, 17.0, 14.642857142857142)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 17.6)","(61.0, 420.0, 337.5)","(1.5, 1.73, 1.5863157894736841)"
11-01-2023 21:27:41.623709,"(4.0, 11.5, 11.033333333333333)","(41.0, 320.0, 195.0)","(10.0, 17.0, 14.642857142857142)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 18.90909090909091)","(61.0, 420.0, 337.5)","(1.5, 1.73, 1.583157894736842)"
11-01-2023 21:27:42.910326,"(4.0, 11.5, 11.033333333333333)","(41.0, 320.0, 195.0)","(10.0, 17.0, 14.642857142857142)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 17.6)","(61.0, 420.0, 337.5)","(1.5, 1.72, 1.595)"
11-01-2023 21:27:44.217236,"(4.0, 11.5, 11.2375)","(41.0, 320.0, 124.0)","(10.0, 17.0, 12.833333333333334)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 20.0)","(61.0, 420.0, 337.5)","(1.5, 1.72, 1.577)"
11-01-2023 21:27:45.432826,"(4.0, 11.5, 11.25)","(41.0, 320.0, 195.0)","(10.0, 17.0, 12.833333333333334)","(8.5, 18.0, 16.607142857142858)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 20.0)","(61.0, 420.0, 337.5)","(1.5, 1.71, 1.577)"
11-01-2023 21:27:46.654582,"(4.0, 11.5, 11.25)","(41.0, 300.0, 195.71428571428572)","(10.0, 16.5, 15.5)","(8.5, 17.5, 16.541666666666668)","(17.0, 34.0, 23.125)","(14.0, 29.0, 22.5)","(61.0, 420.0, 337.5)","(1.5, 1.71, 1.577)"
11-01-2023 21:27:47.907625,"(4.0, 11.5, 11.25)","(41.0, 290.0, 246.0)","(10.0, 16.5, 15.5)","(8.5, 17.0, 16.153846153846153)","(17.0, 34.0, 23.125)","(14.0, 29.0, 22.5)","(61.0, 420.0, 337.5)","(1.5, 1.71, 1.577)"
11-01-2023 21:27:49.063655,"(4.0, 11.5, 11.25)","(41.0, 280.0, 238.0)","(10.0, 16.5, 15.5)","(8.5, 17.0, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 29.0, 25.208333333333332)","(61.0, 420.0, 337.5)","(1.5, 1.71, 1.574)"
11-01-2023 21:27:50.209862,"(4.0, 11.5, 11.25)","(41.0, 280.0, 177.5)","(10.0, 16.0, 13.75)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 29.0, 26.799999999999997)","(61.0, 420.0, 337.5)","(1.5, 1.7, 1.64)"
11-01-2023 21:27:51.324805,"(4.0, 11.5, 9.175)","(41.0, 270.0, 172.5)","(10.0, 16.0, 13.75)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 28.0, 20.333333333333332)","(61.0, 420.0, 337.5)","(1.5, 1.74, 1.5728)"
11-01-2023 21:27:52.628262,"(4.0, 11.5, 10.15)","(41.0, 270.0, 123.75)","(10.0, 15.5, 14.7)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 28.0, 20.333333333333332)","(61.0, 420.0, 337.5)","(1.5, 1.74, 1.5728)"
11-01-2023 21:27:53.840819,"(4.0, 11.0, 10.633333333333333)","(41.0, 260.0, 167.5)","(10.0, 15.5, 14.7)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 28.0, 19.125)","(61.0, 420.0, 355.0)","(1.5, 1.74, 1.5728)"
11-01-2023 21:27:54.934895,"(4.0, 11.0, 10.8)","(41.0, 260.0, 167.5)","(10.0, 15.0, 14.045454545454545)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 27.0, 19.125)","(61.0, 420.0, 365.8333333333333)","(1.5, 1.74, 1.5728)"
11-01-2023 21:27:56.259082,"(4.0, 11.0, 10.8)","(41.0, 260.0, 162.5)","(10.0, 15.0, 13.727272727272727)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 27.0, 19.125)","(61.0, 420.0, 365.8333333333333)","(1.5, 1.74, 1.5728)"
11-01-2023 21:27:57.459593,"(4.0, 11.0, 10.633333333333333)","(41.0, 250.0, 157.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 27.0, 18.428571428571427)","(61.0, 420.0, 313.33333333333337)","(1.5, 1.74, 1.5728)"
11-01-2023 21:27:58.862791,"(4.0, 11.0, 10.633333333333333)","(41.0, 240.0, 157.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 30.0, 19.625)","(61.0, 420.0, 366.6666666666667)","(1.5, 1.74, 1.577)"
11-01-2023 21:28:00.019805,"(4.0, 11.5, 11.183333333333334)","(41.0, 240.0, 157.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 29.0, 19.625)","(61.0, 420.0, 340.0)","(1.5, 1.71, 1.577)"
11-01-2023 21:28:01.199585,"(4.0, 11.5, 11.183333333333334)","(41.0, 240.0, 102.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 29.0, 20.333333333333332)","(61.0, 420.0, 311.66666666666663)","(1.5, 1.71, 1.577)"
11-01-2023 21:28:02.306608,"(4.0, 11.5, 11.183333333333334)","(41.0, 230.0, 152.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 28.0, 18.0)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.577)"
11-01-2023 21:28:03.525786,"(4.0, 11.5, 11.228571428571428)","(41.0, 230.0, 152.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 27.0, 24.18181818181818)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.577)"
11-01-2023 21:28:04.742347,"(4.0, 11.5, 11.228571428571428)","(41.0, 230.0, 152.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 26.0, 23.57894736842105)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:05.908476,"(4.0, 11.5, 10.55)","(41.0, 230.0, 152.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 25.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:07.060730,"(4.0, 10.5, 10.05)","(41.0, 230.0, 152.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:08.232456,"(4.0, 10.5, 10.05)","(41.0, 230.0, 152.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:09.526926,"(4.0, 10.5, 10.05)","(41.0, 210.0, 108.75)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:10.696251,"(4.0, 10.5, 10.05)","(41.0, 210.0, 108.75)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:11.890917,"(4.0, 10.5, 10.05)","(41.0, 210.0, 108.75)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 23.125)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.6076923076923078)"
11-01-2023 21:28:13.157419,"(4.0, 10.5, 10.05)","(41.0, 210.0, 142.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 16.214285714285715)","(17.0, 34.0, 29.65)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.71, 1.64)"
11-01-2023 21:28:14.378328,"(4.0, 11.5, 10.15)","(41.0, 200.0, 137.5)","(10.0, 15.0, 12.1125)","(8.5, 16.5, 17.0)","(17.0, 34.0, 26.75)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:15.600293,"(4.0, 11.5, 9.154545454545454)","(41.0, 200.0, 137.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 26.75)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:16.865015,"(4.0, 11.5, 9.154545454545454)","(41.0, 200.0, 137.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 26.75)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 358.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:18.120683,"(4.0, 11.5, 9.154545454545454)","(41.0, 200.0, 137.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 26.75)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 316.66666666666663)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:19.323292,"(4.0, 11.5, 9.154545454545454)","(41.0, 200.0, 137.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:20.568946,"(4.0, 11.5, 10.507692307692308)","(41.0, 190.0, 127.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:21.781030,"(4.0, 11.5, 10.1)","(41.0, 180.0, 127.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:22.931062,"(4.0, 11.5, 10.1)","(41.0, 180.0, 127.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:24.198152,"(4.0, 11.5, 10.1)","(41.0, 180.0, 127.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:25.424531,"(4.0, 11.5, 10.1)","(41.0, 180.0, 127.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:26.879580,"(4.0, 11.5, 10.1)","(41.0, 180.0, 92.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(14.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.64)"
11-01-2023 21:28:28.187683,"(4.0, 11.5, 10.58695652173913)","(51.0, 180.0, 92.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.5566666666666666)"
11-01-2023 21:28:29.490309,"(4.0, 11.5, 10.027272727272727)","(51.0, 170.0, 122.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.5475)"
11-01-2023 21:28:30.757321,"(4.0, 11.5, 10.027272727272727)","(51.0, 170.0, 122.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.5391304347826087)"
11-01-2023 21:28:31.908065,"(4.0, 11.5, 10.342857142857143)","(51.0, 160.0, 117.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 360.0)","(1.5, 1.74, 1.5391304347826087)"
11-01-2023 21:28:33.068447,"(4.0, 11.5, 10.342857142857143)","(51.0, 160.0, 84.44444444444444)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 320.0)","(1.5, 1.74, 1.543157894736842)"
11-01-2023 21:28:34.276008,"(4.0, 11.5, 10.342857142857143)","(51.0, 150.0, 112.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 362.0)","(1.5, 1.74, 1.5360975609756098)"
11-01-2023 21:28:35.421816,"(4.0, 11.5, 9.700000000000001)","(51.0, 150.0, 112.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 362.0)","(1.5, 1.74, 1.5323364485981308)"
11-01-2023 21:28:36.612560,"(4.0, 11.5, 10.342857142857143)","(51.0, 150.0, 112.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.61904761904762)","(61.0, 420.0, 362.0)","(1.5, 1.74, 1.5323364485981308)"
11-01-2023 21:28:37.776969,"(4.0, 11.5, 10.342857142857143)","(51.0, 150.0, 112.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.710526315789473)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.74, 1.5323364485981308)"
11-01-2023 21:28:38.947459,"(4.0, 11.5, 10.342857142857143)","(51.0, 140.0, 107.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.74, 1.565)"
11-01-2023 21:28:40.152890,"(4.0, 11.5, 10.342857142857143)","(51.0, 140.0, 107.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.565)"
11-01-2023 21:28:41.456939,"(4.0, 11.5, 10.342857142857143)","(51.0, 140.0, 107.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.5433333333333334)"
11-01-2023 21:28:42.666116,"(4.0, 11.5, 10.136363636363637)","(51.0, 130.0, 97.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.5393846153846154)"
11-01-2023 21:28:43.997170,"(4.0, 11.5, 10.346153846153847)","(51.0, 120.0, 97.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.5393846153846154)"
11-01-2023 21:28:45.290747,"(4.0, 11.5, 10.346153846153847)","(51.0, 120.0, 97.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.5297674418604652)"
11-01-2023 21:28:46.527292,"(4.0, 11.5, 10.5625)","(51.0, 110.0, 92.5)","(10.0, 15.0, 12.1125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 31.583333333333336)","(15.0, 26.0, 23.727272727272727)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.5297674418604652)"
11-01-2023 21:28:47.992479,"(4.0, 11.5, 10.136363636363637)","(51.0, 110.0, 92.5)","(10.0, 15.0, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.375)","(15.0, 25.0, 24.05263157894737)","(61.0, 420.0, 362.0)","(1.5, 1.73, 1.532)"
11-01-2023 21:28:49.308556,"(4.0, 11.5, 10.136363636363637)","(51.0, 110.0, 92.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.375)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5359493670886075)"
11-01-2023 21:28:50.632565,"(4.0, 9.0, 8.733333333333333)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.375)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5359493670886075)"
11-01-2023 21:28:51.778869,"(4.0, 11.5, 9.014285714285714)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5359493670886075)"
11-01-2023 21:28:52.982547,"(4.0, 10.5, 9.55)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5359493670886075)"
11-01-2023 21:28:54.193359,"(4.0, 10.5, 9.55)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5359493670886075)"
11-01-2023 21:28:55.465237,"(4.0, 10.5, 9.55)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.530327868852459)"
11-01-2023 21:28:56.598050,"(4.0, 10.5, 10.311111111111112)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.530327868852459)"
11-01-2023 21:28:57.770637,"(4.0, 11.0, 10.266666666666667)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.530327868852459)"
11-01-2023 21:28:58.941110,"(4.0, 11.0, 10.755555555555556)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5299212598425198)"
11-01-2023 21:29:00.111666,"(4.0, 11.0, 10.323076923076924)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5299212598425198)"
11-01-2023 21:29:01.269314,"(4.0, 12.0, 11.68)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.5323529411764707)"
11-01-2023 21:29:02.391398,"(4.0, 12.0, 11.36)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.53008)"
11-01-2023 21:29:03.526466,"(4.0, 12.0, 11.666666666666666)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.53)"
11-01-2023 21:29:04.636435,"(4.0, 12.0, 11.666666666666666)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.53)"
11-01-2023 21:29:05.613377,"(4.0, 12.0, 11.666666666666666)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.53)"
11-01-2023 21:29:06.608702,"(4.0, 12.0, 11.666666666666666)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 364.0)","(1.5, 1.73, 1.53)"
11-01-2023 21:29:07.660146,"(4.0, 12.0, 11.666666666666666)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 326.66666666666663)","(1.5, 1.73, 1.53)"
11-01-2023 21:29:08.740170,"(4.0, 12.0, 11.666666666666666)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 285.0)","(1.5, 1.73, 1.5301612903225807)"
11-01-2023 21:29:09.843745,"(4.0, 12.0, 11.25)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 285.0)","(1.5, 1.73, 1.5301612903225807)"
11-01-2023 21:29:10.990252,"(4.0, 12.0, 11.25)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 285.0)","(1.5, 1.73, 1.551764705882353)"
11-01-2023 21:29:12.091520,"(4.0, 12.0, 11.633333333333333)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 285.0)","(1.5, 1.7, 1.5411764705882354)"
11-01-2023 21:29:13.241606,"(4.0, 12.0, 11.725)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 285.0)","(1.5, 1.7, 1.5411764705882354)"
11-01-2023 21:29:14.324802,"(4.0, 12.0, 11.725)","(51.0, 100.0, 87.5)","(10.0, 14.5, 14.125)","(8.5, 17.5, 17.0)","(17.0, 34.0, 30.547619047619047)","(15.0, 25.0, 24.0)","(61.0, 420.0, 285.0)","(1.5, 1.7, 1.5411764705882354)"
