,Giant Payday,Cleopatras Strike,Bigfoot City,Zumurudee,Bobs All In,Cashanova,My Boy Lollipop,Vintage Kitten,River Rose,Macedonian Ruler,Were Just Sayin
10-01-2023 09:05:08.141932,"(11.0, 14.0, 13.866666666666667)","(2.3, 2.58, 2.569206349206349)","(4.4, 5.5, 5.432727272727273)","(21.0, 34.0, 29.333333333333332)","(11.0, 17.0, 16.875)","(7.0, 8.2, 7.985915492957746)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 62.74193548387097)","(14.0, 21.0, 20.5)","(13.0, 21.0, 19.783783783783782)","(31.0, 95.0, 85.3225806451613)"
10-01-2023 09:05:09.314181,"(11.0, 14.0, 13.80952380952381)","(2.3, 2.58, 2.5745)","(4.4, 5.5, 5.4375)","(21.0, 32.0, 29.09090909090909)","(11.0, 17.0, 16.90625)","(7.0, 8.2, 8.014634146341463)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 19.928571428571427)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:10.492272,"(11.0, 14.0, 13.857142857142858)","(2.3, 2.6, 2.5759493670886076)","(4.4, 5.5, 5.420512820512821)","(21.0, 32.0, 28.068181818181817)","(11.0, 17.0, 16.875)","(7.0, 8.2, 8.014634146341463)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 19.928571428571427)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:11.694900,"(11.0, 14.0, 13.857142857142858)","(2.3, 2.6, 2.5764705882352943)","(4.4, 5.6, 5.512903225806451)","(21.0, 30.0, 26.22222222222222)","(11.0, 17.5, 16.90625)","(7.0, 8.2, 8.014634146341463)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 19.928571428571427)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:12.889891,"(11.0, 14.0, 13.857142857142858)","(2.3, 2.6, 2.5777528089887642)","(4.4, 5.6, 5.5095238095238095)","(21.0, 30.0, 27.166666666666668)","(11.0, 17.0, 16.892857142857142)","(7.0, 8.2, 8.014634146341463)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 20.0)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:14.181537,"(11.0, 14.0, 13.857142857142858)","(2.3, 2.6, 2.5777528089887642)","(4.4, 5.6, 5.528301886792453)","(21.0, 30.0, 27.333333333333332)","(11.0, 17.0, 16.892857142857142)","(7.0, 8.2, 8.014634146341463)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 20.0)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:15.356886,"(11.0, 14.0, 13.875)","(2.3, 2.6, 2.5777528089887642)","(4.4, 5.6, 5.528301886792453)","(21.0, 29.0, 27.333333333333332)","(11.0, 17.0, 16.892857142857142)","(7.0, 8.2, 8.014634146341463)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 20.0)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:16.518314,"(11.0, 14.0, 13.875)","(2.3, 2.6, 2.5777528089887642)","(4.4, 5.6, 5.528301886792453)","(21.0, 29.0, 27.25)","(11.0, 17.0, 16.90625)","(7.0, 8.2, 8.005128205128205)","(31.0, 80.0, 75.0)","(26.0, 70.0, 62.96875)","(14.0, 21.0, 20.5)","(13.0, 21.0, 20.0)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:17.710330,"(11.0, 14.0, 13.875)","(2.3, 2.6, 2.581320754716981)","(4.4, 5.6, 5.503333333333333)","(21.0, 29.0, 26.807692307692307)","(11.0, 17.0, 16.90625)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.72727272727272)","(14.0, 21.0, 20.5)","(13.0, 21.0, 20.0)","(31.0, 95.0, 90.94594594594594)"
10-01-2023 09:05:18.906678,"(11.0, 14.0, 13.806451612903226)","(2.3, 2.6, 2.581320754716981)","(4.4, 5.6, 5.503333333333333)","(21.0, 29.0, 26.88888888888889)","(11.0, 17.0, 16.88235294117647)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.666666666666668)","(13.0, 21.0, 20.0)","(31.0, 95.0, 93.61111111111111)"
10-01-2023 09:05:20.140174,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.6, 2.5802)","(4.4, 5.6, 5.503333333333333)","(21.0, 29.0, 26.88888888888889)","(11.0, 17.5, 16.88235294117647)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.666666666666668)","(13.0, 21.0, 20.0)","(31.0, 95.0, 93.61111111111111)"
10-01-2023 09:05:21.384531,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.6, 2.5802)","(4.4, 5.6, 5.503333333333333)","(21.0, 29.0, 27.1)","(11.0, 17.5, 16.842105263157894)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.666666666666668)","(13.0, 21.0, 20.0)","(31.0, 95.0, 93.14814814814815)"
10-01-2023 09:05:22.612025,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.6, 2.5802)","(4.4, 5.6, 5.518095238095238)","(21.0, 29.0, 26.15)","(11.0, 17.5, 16.842105263157894)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.75)","(13.0, 21.0, 20.0)","(31.0, 95.0, 89.44444444444444)"
10-01-2023 09:05:23.794597,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.6, 2.5802)","(4.4, 5.6, 5.518095238095238)","(21.0, 29.0, 26.15)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.75)","(13.0, 21.0, 20.0)","(31.0, 95.0, 89.44444444444444)"
10-01-2023 09:05:24.965783,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.6, 2.578809523809524)","(4.4, 5.6, 5.518095238095238)","(21.0, 29.0, 26.15)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.75)","(13.0, 21.0, 20.0)","(31.0, 95.0, 89.44444444444444)"
10-01-2023 09:05:26.207643,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.6, 2.578809523809524)","(4.4, 5.6, 5.502272727272727)","(21.0, 29.0, 26.15)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.016867469879518)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.91666666666667)","(14.0, 21.0, 20.4375)","(13.0, 21.0, 20.0)","(31.0, 95.0, 89.44444444444444)"
10-01-2023 09:05:27.429896,"(11.0, 14.0, 13.895833333333334)","(2.3, 2.6, 2.58)","(4.4, 5.6, 5.518095238095238)","(21.0, 29.0, 26.466666666666665)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 7.951515151515151)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.65625)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 85.625)"
10-01-2023 09:05:28.594326,"(11.0, 14.0, 13.782608695652174)","(2.3, 2.58, 2.575180722891566)","(4.4, 5.6, 5.518095238095238)","(21.0, 29.0, 26.22222222222222)","(11.0, 17.5, 16.956521739130434)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.65625)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 86.1764705882353)"
10-01-2023 09:05:29.812447,"(11.0, 14.0, 13.736842105263158)","(2.3, 2.6, 2.576578947368421)","(4.4, 5.6, 5.518095238095238)","(21.0, 28.0, 26.22222222222222)","(11.0, 17.5, 16.956521739130434)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 75.0)","(26.0, 70.0, 67.65625)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 86.1764705882353)"
10-01-2023 09:05:31.011506,"(11.0, 14.0, 13.736842105263158)","(2.3, 2.6, 2.578809523809524)","(4.4, 5.6, 5.528301886792453)","(21.0, 28.0, 26.4)","(11.0, 17.5, 16.956521739130434)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 74.0)","(26.0, 70.0, 67.65625)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 86.1764705882353)"
10-01-2023 09:05:32.204906,"(11.0, 14.0, 13.736842105263158)","(2.3, 2.6, 2.5777528089887642)","(4.4, 5.6, 5.528301886792453)","(21.0, 28.0, 26.615384615384617)","(11.0, 17.5, 16.956521739130434)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 74.0)","(26.0, 70.0, 67.22222222222223)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:33.395086,"(11.0, 14.0, 13.736842105263158)","(2.3, 2.6, 2.5853488372093025)","(4.4, 5.6, 5.543157894736842)","(21.0, 28.0, 26.615384615384617)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 74.0)","(26.0, 70.0, 67.22222222222223)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:34.662008,"(11.0, 14.0, 13.736842105263158)","(2.3, 2.6, 2.5853488372093025)","(4.4, 5.6, 5.543157894736842)","(21.0, 28.0, 26.555555555555557)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 74.0)","(26.0, 70.0, 67.22222222222223)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:35.840371,"(11.0, 14.0, 13.736842105263158)","(2.3, 2.6, 2.5853488372093025)","(4.4, 5.6, 5.534653465346534)","(21.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.0, 7.957894736842105)","(31.0, 80.0, 73.6842105263158)","(26.0, 70.0, 67.22222222222223)","(14.0, 21.0, 20.25)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:36.990197,"(11.0, 14.0, 13.846153846153847)","(2.3, 2.6, 2.5853488372093025)","(4.4, 5.6, 5.534653465346534)","(21.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.0, 7.962790697674419)","(31.0, 80.0, 73.6842105263158)","(26.0, 70.0, 64.64285714285714)","(14.0, 21.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:38.217054,"(11.0, 14.0, 13.882352941176471)","(2.3, 2.6, 2.5856818181818184)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.0, 8.015384615384615)","(31.0, 80.0, 73.6842105263158)","(26.0, 70.0, 66.25)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:39.526089,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.5856818181818184)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.015384615384615)","(31.0, 80.0, 73.6842105263158)","(26.0, 70.0, 66.25)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:40.777532,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.5856818181818184)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.055421686746987)","(31.0, 80.0, 73.6842105263158)","(26.0, 70.0, 66.73913043478261)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:41.983131,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.5858823529411765)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.068354430379745)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 66.73913043478261)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:43.138613,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.588)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.068354430379745)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 66.73913043478261)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:44.340666,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.588)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.063157894736841)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 66.73913043478261)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:45.542214,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.588)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 66.73913043478261)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:46.782077,"(11.0, 14.0, 13.818181818181818)","(2.3, 2.6, 2.58475)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 66.73913043478261)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 20.153846153846153)","(31.0, 95.0, 88.07692307692308)"
10-01-2023 09:05:47.995973,"(11.0, 14.0, 13.629032258064516)","(2.3, 2.6, 2.58475)","(4.4, 5.6, 5.517241379310345)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 67.22222222222223)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 19.943181818181817)","(31.0, 95.0, 88.75)"
10-01-2023 09:05:49.201020,"(11.0, 14.0, 13.54)","(2.3, 2.6, 2.58475)","(4.4, 5.6, 5.536)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 67.5)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 19.9468085106383)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:50.411115,"(11.0, 14.0, 13.46)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 67.5)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 19.9468085106383)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:51.591977,"(11.0, 14.0, 13.46)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.904761904761905)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 74.78260869565217)","(26.0, 70.0, 67.5)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 19.9468085106383)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:52.820761,"(11.0, 14.0, 13.46)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.966666666666665)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 67.22222222222223)","(14.0, 22.0, 20.22222222222222)","(13.0, 21.0, 19.75862068965517)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:54.050166,"(11.0, 14.0, 13.682926829268293)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.966666666666665)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 67.93103448275862)","(14.0, 22.0, 20.22222222222222)","(13.0, 20.0, 19.7)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:55.253154,"(11.0, 14.0, 13.682926829268293)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.966666666666665)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 67.93103448275862)","(14.0, 22.0, 20.22222222222222)","(13.0, 20.0, 19.305555555555557)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:56.490487,"(11.0, 14.0, 13.682926829268293)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.966666666666665)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 67.93103448275862)","(14.0, 22.0, 20.22222222222222)","(13.0, 20.0, 19.0609756097561)","(31.0, 90.0, 88.75)"
10-01-2023 09:05:57.683187,"(11.0, 14.0, 13.682926829268293)","(2.3, 2.6, 2.58475)","(4.4, 5.5, 5.423809523809524)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.966666666666665)","(7.0, 8.2, 8.08314606741573)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 68.28571428571428)","(14.0, 22.0, 20.22222222222222)","(13.0, 19.5, 19.022727272727273)","(31.0, 90.0, 88.07692307692308)"
10-01-2023 09:05:58.920696,"(11.0, 14.0, 13.606060606060606)","(2.3, 2.6, 2.5848717948717947)","(4.4, 5.5, 5.464285714285714)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 16.966666666666665)","(7.0, 8.2, 8.051428571428572)","(31.0, 80.0, 73.33333333333333)","(26.0, 70.0, 68.28571428571428)","(14.0, 22.0, 20.22222222222222)","(13.0, 19.5, 19.0531914893617)","(31.0, 95.0, 88.75)"
10-01-2023 09:06:00.134864,"(11.0, 14.0, 13.606060606060606)","(2.3, 2.6, 2.597272727272727)","(4.4, 5.5, 5.507692307692308)","(19.0, 27.0, 26.166666666666668)","(11.0, 17.5, 17.15625)","(7.0, 8.2, 7.887179487179487)","(31.0, 80.0, 73.33333333333333)","(26.0, 70.0, 68.28571428571428)","(14.0, 22.0, 20.76923076923077)","(13.0, 19.5, 19.07777777777778)","(31.0, 90.0, 88.75)"
10-01-2023 09:06:01.312176,"(11.0, 14.0, 13.757575757575758)","(2.3, 2.6, 2.5986956521739133)","(4.4, 5.6, 5.4366666666666665)","(19.0, 27.0, 26.05)","(11.0, 17.5, 17.166666666666668)","(7.0, 8.0, 7.878947368421052)","(31.0, 80.0, 73.33333333333333)","(26.0, 70.0, 68.33333333333333)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 19.08695652173913)","(31.0, 90.0, 88.75)"
10-01-2023 09:06:02.599245,"(11.0, 14.0, 13.68)","(2.3, 2.64, 2.6290476190476193)","(4.4, 5.5, 5.4366666666666665)","(19.0, 28.0, 25.875)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.2, 7.878947368421052)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 68.33333333333333)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 19.08695652173913)","(31.0, 90.0, 87.77777777777777)"
10-01-2023 09:06:03.771586,"(11.0, 14.0, 13.68)","(2.3, 2.64, 2.628372093023256)","(4.4, 5.5, 5.4366666666666665)","(19.0, 28.0, 25.875)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.2, 7.878947368421052)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 68.33333333333333)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 19.1)","(31.0, 90.0, 87.77777777777777)"
10-01-2023 09:06:04.968248,"(11.0, 14.0, 13.68)","(2.3, 2.64, 2.628372093023256)","(4.4, 5.5, 5.4366666666666665)","(19.0, 28.0, 25.875)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.2, 7.878947368421052)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 68.33333333333333)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 18.96551724137931)","(31.0, 90.0, 88.07692307692308)"
10-01-2023 09:06:06.218111,"(11.0, 14.0, 13.724137931034482)","(2.3, 2.64, 2.628372093023256)","(4.4, 5.5, 5.4366666666666665)","(19.0, 28.0, 25.875)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.2, 7.878947368421052)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 68.33333333333333)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.0, 19.08139534883721)","(31.0, 95.0, 87.77777777777777)"
10-01-2023 09:06:07.398660,"(11.0, 14.0, 13.733333333333333)","(2.3, 2.64, 2.630886075949367)","(4.4, 5.5, 5.439285714285715)","(19.0, 28.0, 26.75)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.2, 7.9818181818181815)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 66.47058823529412)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 19.1)","(31.0, 90.0, 87.77777777777777)"
10-01-2023 09:06:08.521089,"(11.0, 14.0, 13.68421052631579)","(2.3, 2.64, 2.626666666666667)","(4.4, 5.5, 5.439285714285715)","(19.0, 27.0, 26.75)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.0, 7.9818181818181815)","(31.0, 80.0, 73.84615384615384)","(26.0, 70.0, 66.47058823529412)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 19.1)","(31.0, 90.0, 89.375)"
10-01-2023 09:06:09.699793,"(11.0, 14.0, 13.75)","(2.3, 2.64, 2.626666666666667)","(4.4, 5.5, 5.439285714285715)","(19.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.09259259259259)","(7.0, 8.0, 7.9818181818181815)","(31.0, 80.0, 73.33333333333333)","(26.0, 70.0, 66.25)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 19.08139534883721)","(31.0, 95.0, 85.35714285714286)"
10-01-2023 09:06:10.946757,"(11.0, 14.0, 13.75)","(2.3, 2.64, 2.626666666666667)","(4.4, 5.5, 5.439285714285715)","(18.0, 27.0, 26.294117647058822)","(11.0, 17.5, 17.09259259259259)","(7.0, 8.0, 7.9818181818181815)","(31.0, 80.0, 73.33333333333333)","(26.0, 70.0, 61.0)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 18.962962962962962)","(31.0, 95.0, 89.375)"
10-01-2023 09:06:12.210885,"(11.0, 14.0, 13.75)","(2.3, 2.64, 2.626666666666667)","(4.4, 5.5, 5.439285714285715)","(18.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.09259259259259)","(7.0, 8.0, 7.9818181818181815)","(31.0, 80.0, 73.33333333333333)","(26.0, 65.0, 61.0)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.0, 19.020833333333332)","(31.0, 95.0, 89.375)"
10-01-2023 09:06:13.404771,"(11.0, 14.0, 13.75)","(2.3, 2.64, 2.626666666666667)","(4.4, 5.5, 5.439285714285715)","(18.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.09259259259259)","(7.0, 8.0, 7.962162162162162)","(31.0, 80.0, 73.33333333333333)","(26.0, 65.0, 61.0)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 18.58695652173913)","(31.0, 95.0, 89.375)"
10-01-2023 09:06:14.563862,"(11.0, 14.0, 13.75)","(2.3, 2.64, 2.626666666666667)","(4.4, 5.5, 5.439285714285715)","(18.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.09259259259259)","(7.0, 8.0, 7.962162162162162)","(31.0, 80.0, 73.33333333333333)","(26.0, 65.0, 61.0)","(14.0, 22.0, 20.933333333333334)","(13.0, 19.5, 18.58695652173913)","(31.0, 95.0, 89.375)"
10-01-2023 09:06:15.765864,"(11.0, 14.0, 13.75)","(2.3, 2.66, 2.634949494949495)","(4.4, 5.5, 5.468571428571429)","(18.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.120689655172413)","(7.0, 8.0, 7.766666666666667)","(31.0, 80.0, 73.84615384615384)","(26.0, 65.0, 61.19047619047619)","(14.0, 22.0, 20.933333333333334)","(13.0, 18.0, 17.8)","(31.0, 90.0, 89.375)"
10-01-2023 09:06:16.960949,"(11.0, 14.0, 13.80952380952381)","(2.3, 2.66, 2.6392207792207794)","(4.4, 5.5, 5.468571428571429)","(18.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.041666666666668)","(7.0, 8.0, 7.825)","(31.0, 80.0, 73.84615384615384)","(26.0, 65.0, 61.19047619047619)","(14.0, 22.0, 20.933333333333334)","(13.0, 18.0, 17.77777777777778)","(31.0, 95.0, 89.375)"
10-01-2023 09:06:18.191209,"(11.0, 14.0, 13.777777777777779)","(2.3, 2.64, 2.6361538461538463)","(4.4, 5.6, 5.466666666666667)","(18.0, 27.0, 26.076923076923077)","(11.0, 17.5, 17.166666666666668)","(7.0, 8.0, 7.836842105263158)","(31.0, 80.0, 74.28571428571429)","(26.0, 65.0, 61.0)","(14.0, 22.0, 21.11111111111111)","(13.0, 18.0, 17.833333333333332)","(31.0, 95.0, 90.0)"
10-01-2023 09:06:19.433455,"(11.0, 14.0, 13.84)","(2.3, 2.64, 2.6282191780821917)","(4.4, 5.6, 5.48433734939759)","(18.0, 27.0, 26.2)","(11.0, 17.5, 17.166666666666668)","(7.0, 8.0, 7.858015267175572)","(31.0, 80.0, 74.28571428571429)","(26.0, 65.0, 61.92307692307692)","(14.0, 22.0, 21.11111111111111)","(13.0, 18.0, 17.833333333333332)","(31.0, 95.0, 87.5)"
10-01-2023 09:06:20.651079,"(11.0, 14.0, 13.783333333333333)","(2.3, 2.64, 2.6282191780821917)","(4.4, 5.6, 5.48433734939759)","(18.0, 27.0, 26.2)","(11.0, 17.5, 17.14516129032258)","(7.0, 8.0, 7.858015267175572)","(31.0, 80.0, 74.28571428571429)","(26.0, 65.0, 61.92307692307692)","(14.0, 22.0, 21.11111111111111)","(13.0, 18.0, 17.833333333333332)","(31.0, 95.0, 86.66666666666667)"
