,Kooringa Magic,Bonbon Fire,Magic Charm,Blazing Bonus,Jimary Decoder,Miss Dudette,Spritely Olive,Chantelle Smells
15-12-2022 11:59:18.939444,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.95, 3.9000000000000004)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:20.056643,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.95, 3.9000000000000004)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:21.161323,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.9, 3.703125)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:22.260348,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.9, 3.703125)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:23.341670,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.703125)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:24.430350,"(3.1, 4.9, 4.466666666666667)","(2.9, 3.9, 3.72972972972973)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:25.506916,"(3.1, 4.9, 4.466666666666667)","(2.9, 3.9, 3.72972972972973)","(20.0, 55.0, 52.75)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:26.543950,"(3.1, 4.9, 4.466666666666667)","(2.9, 3.9, 3.5558823529411763)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:27.601598,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:28.699397,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:29.807571,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:30.953844,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:32.101534,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:33.194891,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:34.311775,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:35.365232,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(20.0, 55.0, 52.75)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:36.414204,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 45.285714285714285)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:37.426473,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 43.125)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 184.25)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:38.484229,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 43.125)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:39.478271,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 43.125)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:40.580191,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 43.125)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:41.704963,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 43.125)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:42.787531,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:43.832993,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:44.860820,"(3.1, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(20.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:45.901720,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.6157894736842104)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:46.922062,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.623809523809523)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:47.970317,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.2, 5.573684210526316)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:49.083682,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.573684210526316)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:50.152242,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.573684210526316)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:51.249262,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.573684210526316)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:52.385094,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.573684210526316)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:53.437581,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:54.529233,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:55.529617,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:56.544672,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:57.557123,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:58.669749,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 11:59:59.745322,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:00.855324,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:01.945478,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:03.025892,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:04.129070,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.475)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:05.162142,"(3.2, 4.9, 4.322222222222222)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:06.193455,"(3.2, 4.9, 4.288235294117647)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:07.212447,"(3.2, 4.9, 4.466666666666667)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:08.274057,"(3.2, 4.9, 4.466666666666667)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:09.383437,"(3.2, 4.9, 4.466666666666667)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:10.518896,"(3.2, 4.9, 4.288235294117647)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.46)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:11.649478,"(3.2, 4.9, 4.288235294117647)","(2.9, 3.9, 3.5823529411764703)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 6.0, 5.38)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:12.769098,"(3.2, 4.9, 4.394444444444445)","(2.9, 3.9, 3.5823529411764703)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 5.9, 5.449999999999999)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:14.003240,"(3.2, 4.9, 4.352173913043479)","(2.9, 3.9, 3.6088235294117648)","(21.0, 50.0, 48.166666666666664)","(26.0, 110.0, 71.72413793103448)","(4.8, 5.8, 5.556521739130435)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:15.172621,"(3.2, 4.9, 4.352173913043479)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 71.72413793103448)","(4.8, 5.8, 5.556521739130435)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:16.412981,"(3.2, 4.9, 4.245454545454545)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 77.35294117647058)","(4.8, 5.8, 5.556521739130435)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:17.591605,"(3.2, 4.9, 4.245454545454545)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 77.35294117647058)","(4.8, 5.8, 5.556521739130435)","(3.7, 5.1, 4.5)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:18.734379,"(3.2, 4.9, 4.430434782608695)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 62.27272727272727)","(4.8, 5.8, 5.457142857142857)","(3.7, 5.1, 4.6)","(41.0, 290.0, 189.28571428571428)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:19.820380,"(3.2, 4.9, 4.430434782608695)","(2.9, 3.9, 3.675)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 62.27272727272727)","(4.8, 5.8, 5.457142857142857)","(3.7, 5.1, 4.6)","(41.0, 290.0, 208.65384615384616)","(31.0, 230.0, 208.11764705882354)"
15-12-2022 12:00:20.949717,"(3.2, 4.9, 4.430434782608695)","(2.9, 4.0, 3.825)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 62.27272727272727)","(4.8, 5.8, 5.457142857142857)","(3.7, 5.1, 4.6)","(41.0, 290.0, 208.65384615384616)","(31.0, 230.0, 213.0909090909091)"
15-12-2022 12:00:22.047233,"(3.2, 4.9, 4.27391304347826)","(2.9, 3.95, 3.71)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 71.11111111111111)","(4.8, 5.7, 5.378571428571428)","(3.7, 5.1, 4.6)","(41.0, 290.0, 208.65384615384616)","(31.0, 230.0, 213.0909090909091)"
15-12-2022 12:00:23.162305,"(3.2, 4.9, 4.27391304347826)","(2.9, 3.95, 3.6772727272727272)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 71.11111111111111)","(4.8, 5.7, 5.286206896551724)","(3.7, 5.1, 4.6)","(41.0, 290.0, 208.65384615384616)","(31.0, 230.0, 213.0909090909091)"
15-12-2022 12:00:24.247053,"(3.2, 4.9, 4.27391304347826)","(2.9, 3.85, 3.622727272727273)","(21.0, 50.0, 48.705882352941174)","(26.0, 110.0, 50.0)","(4.8, 5.7, 5.286206896551724)","(3.7, 5.1, 4.6)","(41.0, 290.0, 101.81818181818181)","(31.0, 230.0, 138.0)"
15-12-2022 12:00:25.307892,"(3.2, 4.9, 4.27391304347826)","(2.9, 3.85, 3.622727272727273)","(21.0, 50.0, 43.0)","(26.0, 110.0, 56.31578947368421)","(4.8, 5.7, 5.3)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:26.423774,"(3.2, 4.9, 4.27391304347826)","(2.9, 3.75, 3.409090909090909)","(21.0, 50.0, 45.8)","(26.0, 110.0, 56.31578947368421)","(4.8, 5.6, 5.108695652173913)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:27.488187,"(3.2, 4.9, 4.27391304347826)","(2.9, 3.7, 3.425)","(21.0, 50.0, 47.900000000000006)","(26.0, 110.0, 56.31578947368421)","(4.8, 5.5, 5.108695652173913)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:28.556883,"(3.2, 4.8, 4.449999999999999)","(2.9, 3.65, 3.3772727272727274)","(21.0, 50.0, 47.900000000000006)","(26.0, 110.0, 56.31578947368421)","(4.8, 5.5, 5.108695652173913)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:29.779437,"(3.2, 4.8, 4.447058823529412)","(2.9, 3.6, 3.3454545454545452)","(21.0, 50.0, 47.900000000000006)","(26.0, 110.0, 65.0)","(4.8, 5.5, 5.108695652173913)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:30.893488,"(3.2, 4.8, 4.447058823529412)","(2.9, 3.55, 3.3454545454545452)","(21.0, 50.0, 47.900000000000006)","(26.0, 110.0, 55.0)","(4.8, 5.5, 5.170967741935484)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:32.006606,"(3.2, 4.8, 4.447058823529412)","(2.9, 3.55, 3.3454545454545452)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.3, 5.11081081081081)","(3.7, 5.1, 4.6)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:33.117050,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3323529411764707)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.3, 5.11081081081081)","(3.7, 5.1, 4.763461538461538)","(41.0, 290.0, 130.76923076923077)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:34.440788,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.3, 5.11081081081081)","(3.7, 5.1, 4.763461538461538)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:35.655128,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.3, 5.11081081081081)","(3.7, 5.1, 4.763461538461538)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 168.66666666666669)"
15-12-2022 12:00:36.899185,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.3, 5.11081081081081)","(3.7, 5.1, 4.763461538461538)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:38.151149,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.1, 4.991666666666666)","(3.7, 5.1, 4.763461538461538)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:39.275871,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.0, 4.94375)","(3.7, 5.1, 4.763461538461538)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:40.406557,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.0, 4.935714285714286)","(3.7, 5.1, 4.775925925925925)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:41.590113,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 48.599999999999994)","(26.0, 110.0, 55.0)","(4.8, 5.0, 4.99)","(3.7, 5.1, 4.775925925925925)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:42.754921,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 47.14285714285714)","(26.0, 110.0, 55.0)","(4.8, 5.0, 4.99)","(3.7, 5.1, 4.775925925925925)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:43.988760,"(3.2, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 45.0)","(26.0, 110.0, 55.0)","(4.8, 5.0, 4.935714285714286)","(3.7, 5.1, 4.5)","(41.0, 290.0, 163.4375)","(31.0, 230.0, 189.55555555555554)"
15-12-2022 12:00:45.122450,"(3.3, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 50.0, 40.8)","(26.0, 110.0, 68.0)","(4.6, 5.0, 4.935714285714286)","(3.7, 5.1, 4.5)","(41.0, 290.0, 190.41666666666669)","(31.0, 230.0, 148.33333333333334)"
15-12-2022 12:00:46.199288,"(3.3, 4.7, 4.38)","(2.9, 3.45, 3.3447368421052635)","(21.0, 48.0, 40.8)","(26.0, 100.0, 68.0)","(4.6, 5.0, 4.935714285714286)","(3.7, 5.1, 4.5)","(41.0, 280.0, 190.41666666666669)","(31.0, 220.0, 128.26666666666665)"
15-12-2022 12:00:47.258407,"(3.3, 4.7, 4.34)","(2.9, 3.45, 3.3447368421052635)","(21.0, 48.0, 40.8)","(26.0, 100.0, 68.0)","(4.6, 5.0, 4.935714285714286)","(3.7, 5.1, 4.5)","(41.0, 280.0, 190.41666666666669)","(31.0, 220.0, 128.26666666666665)"
15-12-2022 12:00:48.323733,"(3.3, 4.7, 4.326666666666666)","(2.9, 3.45, 3.3447368421052635)","(21.0, 48.0, 44.4)","(26.0, 100.0, 68.0)","(4.6, 5.0, 4.958333333333333)","(3.7, 5.1, 4.5)","(41.0, 280.0, 190.41666666666669)","(31.0, 220.0, 128.26666666666665)"
15-12-2022 12:00:49.551996,"(3.3, 4.7, 4.326666666666666)","(2.9, 3.45, 3.3447368421052635)","(21.0, 48.0, 45.6)","(26.0, 100.0, 81.33333333333334)","(4.6, 5.0, 5.047826086956522)","(3.7, 5.1, 4.525)","(41.0, 280.0, 151.875)","(31.0, 220.0, 100.0)"
