,Urana Blazer,Cudal Coyote,Mumble Bug,Ballina,All Stoked Up,Skylas Elite,Blue Mojito,Fabulous Carter
04-01-2023 15:24:33.958878,"(7.5, 14.0, 13.823529411764707)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.846153846153847)","(41.0, 180.0, 71.78571428571429)","(4.2, 5.5, 5.0)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:35.106115,"(7.5, 14.0, 13.823529411764707)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.8)","(41.0, 160.0, 68.75)","(4.2, 5.5, 5.0)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:36.203753,"(7.5, 14.0, 13.823529411764707)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.8)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 5.0)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:37.260444,"(7.5, 14.0, 13.75)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.81818181818182)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 5.0)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:38.496131,"(7.5, 14.0, 13.714285714285714)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.81818181818182)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 5.0)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:39.542272,"(7.5, 14.0, 13.714285714285714)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.81818181818182)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:40.657310,"(7.5, 14.0, 13.882352941176471)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.28)","(13.0, 17.0, 16.81818181818182)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:41.770492,"(7.5, 14.0, 13.882352941176471)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.28)","(13.0, 17.0, 16.81818181818182)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:42.771462,"(7.5, 14.0, 13.882352941176471)","(8.5, 12.5, 12.125)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.28)","(13.0, 17.0, 16.81818181818182)","(41.0, 140.0, 69.41176470588235)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:43.875835,"(7.5, 14.0, 13.882352941176471)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.28)","(13.0, 17.0, 16.81818181818182)","(41.0, 130.0, 118.33333333333333)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:44.974679,"(7.5, 14.0, 13.833333333333334)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.28)","(13.0, 17.0, 16.81818181818182)","(41.0, 130.0, 118.33333333333333)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:45.973513,"(7.5, 14.0, 13.916666666666666)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.64)","(3.7, 5.4, 5.28)","(13.0, 17.0, 16.81818181818182)","(41.0, 130.0, 118.33333333333333)","(4.2, 5.5, 4.916666666666666)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:47.098512,"(7.5, 14.0, 13.916666666666666)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.4)","(3.7, 5.4, 5.1)","(13.0, 17.0, 16.81818181818182)","(41.0, 130.0, 116.0)","(4.2, 5.3, 4.930769230769231)","(3.4, 4.2, 4.142857142857143)"
04-01-2023 15:24:48.255282,"(7.5, 14.0, 13.96875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.545454545454547)","(3.7, 5.4, 5.0)","(13.0, 17.0, 16.8)","(41.0, 130.0, 116.0)","(4.2, 5.3, 4.8875)","(3.4, 4.2, 3.933333333333333)"
04-01-2023 15:24:49.363991,"(7.5, 14.0, 13.96875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.545454545454547)","(3.7, 5.4, 5.0)","(13.0, 17.0, 16.8)","(41.0, 130.0, 116.0)","(4.2, 5.3, 5.064285714285714)","(3.4, 4.2, 3.933333333333333)"
04-01-2023 15:24:50.491690,"(7.5, 14.0, 13.875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.545454545454547)","(3.7, 5.4, 5.0)","(13.0, 17.0, 16.8)","(41.0, 130.0, 100.0)","(4.2, 5.3, 5.064285714285714)","(3.4, 4.2, 3.9)"
04-01-2023 15:24:51.679402,"(7.5, 14.0, 13.875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.545454545454547)","(3.7, 5.4, 5.11764705882353)","(13.0, 17.0, 16.8)","(41.0, 130.0, 93.33333333333334)","(4.2, 5.3, 5.081818181818182)","(3.4, 4.2, 4.0285714285714285)"
04-01-2023 15:24:52.863890,"(7.5, 14.0, 13.875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.545454545454547)","(3.7, 5.4, 5.11764705882353)","(13.0, 17.0, 16.8)","(41.0, 110.0, 80.43478260869566)","(4.2, 5.3, 5.081818181818182)","(3.4, 4.2, 4.0285714285714285)"
04-01-2023 15:24:53.957273,"(7.5, 14.0, 13.875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.545454545454547)","(3.7, 5.4, 5.11764705882353)","(13.0, 17.0, 16.8)","(41.0, 100.0, 80.43478260869566)","(4.2, 5.3, 5.176923076923076)","(3.4, 4.2, 3.9)"
04-01-2023 15:24:55.035755,"(7.5, 14.0, 13.875)","(8.5, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.11764705882353)","(13.0, 17.0, 16.8)","(41.0, 100.0, 80.43478260869566)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:24:56.219629,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 16.8)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.085714285714285)"
04-01-2023 15:24:57.267173,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 16.8)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:24:58.309416,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 16.8)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:24:59.392354,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 16.8)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:00.494465,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 16.0)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:01.507275,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.782608695652174)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:02.647753,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:03.805194,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:04.894491,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:06.010561,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:07.230419,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.042857142857143)","(3.4, 4.2, 4.04)"
04-01-2023 15:25:08.366861,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:09.496137,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:10.648997,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.7, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:11.771163,"(8.0, 14.0, 13.875)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.8, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:12.872809,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.545454545454545)","(7.0, 9.8, 9.666666666666668)","(3.8, 5.4, 5.08)","(13.0, 17.0, 15.526315789473685)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.143478260869565)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:13.876102,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.666666666666668)","(3.8, 5.4, 5.08)","(13.0, 17.0, 16.11111111111111)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.042857142857143)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:14.948258,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.08)","(13.0, 16.5, 15.75)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.13030303030303)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:16.019068,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.08)","(13.0, 16.5, 15.75)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.13030303030303)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:17.016417,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.08)","(13.0, 16.5, 15.75)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.13030303030303)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:18.082778,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.5, 12.25)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.08)","(13.0, 16.5, 15.705882352941176)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.3, 5.042857142857143)","(3.4, 4.2, 3.9)"
04-01-2023 15:25:19.204869,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 16.5, 15.705882352941176)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.2, 5.046153846153846)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:20.268237,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 16.5, 15.705882352941176)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.2, 5.12)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:21.370052,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 16.5, 15.705882352941176)","(41.0, 100.0, 76.3157894736842)","(4.2, 5.2, 5.115625)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:22.514843,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 16.5, 15.705882352941176)","(41.0, 100.0, 73.33333333333333)","(4.2, 5.2, 5.115625)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:23.657200,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 16.5, 15.705882352941176)","(41.0, 100.0, 74.28571428571429)","(4.2, 5.2, 5.115625)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:24.777419,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 16.5, 13.166666666666666)","(41.0, 100.0, 73.33333333333333)","(4.2, 5.2, 5.253846153846154)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:25.875013,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 15.0, 13.24)","(41.0, 100.0, 73.33333333333333)","(4.2, 5.5, 5.209090909090909)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:27.062759,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.181818181818182)","(13.0, 15.0, 13.24)","(41.0, 100.0, 73.33333333333333)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.923076923076923)"
04-01-2023 15:25:28.227103,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.2153846153846155)","(13.0, 15.0, 13.24)","(41.0, 100.0, 73.33333333333333)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.8727272727272726)"
04-01-2023 15:25:29.238590,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.2153846153846155)","(13.0, 15.0, 13.24)","(41.0, 100.0, 73.33333333333333)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:30.441872,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.2153846153846155)","(13.0, 15.0, 13.24)","(41.0, 100.0, 66.89655172413794)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:31.517499,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.2153846153846155)","(13.0, 15.0, 13.24)","(41.0, 100.0, 66.89655172413794)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:32.563901,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.2153846153846155)","(13.0, 15.0, 14.125)","(41.0, 100.0, 66.89655172413794)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:33.687562,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.2153846153846155)","(13.0, 14.5, 14.125)","(41.0, 100.0, 68.75)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:34.796898,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.07)","(13.0, 14.5, 14.125)","(41.0, 95.0, 66.0)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:35.883062,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.07)","(13.0, 14.5, 14.125)","(41.0, 90.0, 66.0)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:37.002423,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.07)","(13.0, 14.5, 14.125)","(41.0, 90.0, 71.53846153846153)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:38.166437,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.07)","(13.0, 14.5, 14.483870967741936)","(41.0, 90.0, 73.63636363636364)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:39.372330,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.5, 12.25)","(7.0, 9.8, 9.70967741935484)","(3.8, 5.4, 5.07)","(13.0, 14.5, 14.4375)","(41.0, 90.0, 73.63636363636364)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:40.590715,"(8.0, 14.0, 13.964285714285714)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.1)","(13.0, 14.5, 14.296610169491526)","(41.0, 90.0, 73.63636363636364)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.857142857142857)"
04-01-2023 15:25:41.779478,"(8.0, 14.0, 13.696969696969697)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.1)","(13.0, 14.5, 14.296610169491526)","(41.0, 90.0, 73.63636363636364)","(4.2, 5.5, 5.325)","(3.4, 4.2, 3.8363636363636364)"
04-01-2023 15:25:42.938344,"(8.0, 13.5, 12.055555555555555)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.1)","(13.0, 14.5, 14.317567567567568)","(41.0, 90.0, 73.63636363636364)","(4.2, 5.5, 5.3875)","(3.4, 4.2, 3.8347826086956522)"
04-01-2023 15:25:44.020192,"(8.0, 13.0, 12.625)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.1)","(13.0, 14.5, 14.317567567567568)","(41.0, 90.0, 73.63636363636364)","(4.2, 5.5, 5.381818181818182)","(3.4, 4.2, 3.995121951219512)"
04-01-2023 15:25:45.155937,"(8.0, 14.0, 13.0)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.233333333333333)","(13.0, 14.5, 14.392857142857142)","(41.0, 90.0, 69.61538461538461)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.2, 4.05)"
04-01-2023 15:25:46.344780,"(8.0, 14.0, 12.1)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.233333333333333)","(13.0, 14.5, 14.317567567567568)","(41.0, 85.0, 67.8125)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.1, 4.05)"
04-01-2023 15:25:47.535911,"(8.0, 14.0, 12.1)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.171428571428572)","(13.0, 14.5, 13.818181818181818)","(41.0, 85.0, 67.8125)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.1, 4.05)"
04-01-2023 15:25:48.847752,"(8.0, 13.5, 12.833333333333334)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.246153846153846)","(13.0, 14.5, 13.818181818181818)","(41.0, 85.0, 67.8125)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.1, 3.995121951219512)"
04-01-2023 15:25:49.967146,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.171428571428572)","(13.0, 14.5, 13.205882352941176)","(41.0, 85.0, 69.61538461538461)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.2, 3.995121951219512)"
04-01-2023 15:25:51.142077,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.171428571428572)","(13.0, 14.0, 12.5)","(41.0, 85.0, 71.11111111111111)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.2, 3.906)"
04-01-2023 15:25:52.353566,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.3500000000000005)","(13.0, 13.5, 12.734375)","(41.0, 85.0, 72.5)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.2, 4.025)"
04-01-2023 15:25:53.542718,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.300000000000001)","(13.0, 14.0, 12.875)","(41.0, 85.0, 72.5)","(4.2, 5.6, 5.381818181818182)","(3.4, 4.2, 4.025)"
04-01-2023 15:25:54.736626,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.6875)","(7.0, 9.8, 9.696296296296296)","(3.8, 5.4, 5.285714285714286)","(13.0, 14.0, 12.875)","(41.0, 85.0, 72.5)","(4.2, 5.6, 5.36)","(3.4, 4.2, 4.025)"
04-01-2023 15:25:55.986686,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.741935483870968)","(7.0, 9.8, 9.692307692307693)","(3.8, 5.5, 5.1875)","(13.0, 14.0, 12.842857142857143)","(41.0, 85.0, 72.5)","(4.2, 5.6, 5.36)","(3.4, 4.2, 4.103448275862069)"
04-01-2023 15:25:57.181846,"(8.0, 13.5, 12.423076923076923)","(9.0, 12.0, 11.741935483870968)","(7.0, 9.8, 9.52)","(3.8, 5.5, 5.0)","(13.0, 14.0, 13.1)","(41.0, 85.0, 73.33333333333333)","(4.2, 5.6, 5.36)","(3.4, 4.2, 4.161111111111111)"
04-01-2023 15:25:58.253144,"(8.0, 13.5, 11.555555555555555)","(9.0, 12.0, 11.741935483870968)","(7.0, 9.8, 9.52)","(3.8, 5.5, 5.0)","(13.0, 14.0, 13.10344827586207)","(41.0, 80.0, 63.07692307692308)","(4.2, 5.6, 5.36)","(3.4, 4.2, 4.165384615384616)"
04-01-2023 15:25:59.440067,"(8.0, 13.5, 12.153846153846153)","(9.0, 12.0, 11.741935483870968)","(7.0, 9.8, 9.52)","(3.8, 5.5, 5.1875)","(13.0, 14.0, 13.10344827586207)","(41.0, 80.0, 51.30434782608695)","(4.2, 5.6, 5.36)","(3.4, 4.2, 4.165384615384616)"
04-01-2023 15:26:00.570388,"(8.0, 13.5, 12.153846153846153)","(9.0, 12.0, 11.736842105263158)","(7.0, 9.8, 9.529032258064516)","(3.8, 5.5, 5.083333333333333)","(13.0, 14.0, 13.1)","(41.0, 80.0, 57.57575757575758)","(4.2, 5.6, 5.36)","(3.4, 4.2, 4.16875)"
04-01-2023 15:26:01.614241,"(8.0, 13.5, 12.25)","(9.0, 12.0, 11.736842105263158)","(7.0, 9.8, 9.529032258064516)","(3.8, 5.5, 5.083333333333333)","(13.0, 14.0, 13.1)","(41.0, 75.0, 61.486486486486484)","(4.2, 5.6, 5.4363636363636365)","(3.4, 4.2, 4.16875)"
04-01-2023 15:26:02.679721,"(8.0, 13.5, 12.25)","(9.0, 12.0, 11.75609756097561)","(7.0, 9.8, 9.529032258064516)","(3.8, 5.5, 5.25)","(13.0, 14.0, 13.333333333333334)","(41.0, 75.0, 61.486486486486484)","(4.2, 5.6, 5.4363636363636365)","(3.4, 4.2, 4.16875)"
04-01-2023 15:26:03.835397,"(8.0, 13.5, 12.25)","(9.0, 12.0, 11.736842105263158)","(7.0, 9.8, 9.529032258064516)","(3.8, 5.5, 5.25)","(13.0, 13.5, 13.166666666666666)","(41.0, 75.0, 61.486486486486484)","(4.2, 5.6, 5.4363636363636365)","(3.4, 4.2, 4.16875)"
04-01-2023 15:26:05.064850,"(8.0, 13.5, 12.25)","(9.0, 12.0, 11.736842105263158)","(7.0, 9.8, 9.529032258064516)","(3.8, 5.5, 5.25)","(13.0, 13.5, 13.166666666666666)","(41.0, 75.0, 61.486486486486484)","(4.2, 5.6, 5.4363636363636365)","(3.4, 4.2, 4.16875)"
04-01-2023 15:26:06.267131,"(8.0, 13.5, 12.25)","(9.0, 12.0, 11.736842105263158)","(7.0, 9.8, 9.537500000000001)","(3.8, 5.5, 5.2)","(13.0, 13.5, 13.166666666666666)","(41.0, 75.0, 61.486486486486484)","(4.2, 5.6, 5.4363636363636365)","(3.4, 4.2, 4.16875)"
