,Another Chino,Cartanera,Dustys Got Talent,Kerman Rock,Blue Card,Shes Our Witness,Allegiance,Truevinsky,Comealilbitcloser,Idle Star,Masaru,Belafonte Boy,Paigeys Turn
07-12-2022 18:26:11.822211,"(6.5, 8.4, 8.364705882352942)","(2.3, 2.6, 2.5858333333333334)","(21.0, 48.0, 42.0)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 38.0)","(18.0, 26.0, 25.6)","(5.5, 8.0, 7.988888888888889)","(26.0, 50.0, 48.90909090909091)","(21.0, 48.0, 38.125)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:13.723463,"(6.5, 8.4, 8.364705882352942)","(2.3, 2.6, 2.5858333333333334)","(21.0, 48.0, 42.0)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 38.0)","(18.0, 26.0, 25.6)","(5.5, 8.0, 7.988888888888889)","(26.0, 50.0, 48.90909090909091)","(21.0, 46.0, 44.16666666666667)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:15.649644,"(6.5, 8.4, 8.364705882352942)","(2.3, 2.6, 2.586526315789474)","(21.0, 48.0, 42.0)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 38.0)","(18.0, 26.0, 25.6)","(5.5, 8.0, 7.933333333333334)","(26.0, 50.0, 48.90909090909091)","(21.0, 48.0, 41.42857142857143)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:17.551994,"(6.5, 8.4, 8.364705882352942)","(2.3, 2.6, 2.5744827586206895)","(21.0, 48.0, 46.285714285714285)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 45.14285714285714)","(18.0, 26.0, 25.0)","(5.5, 8.0, 7.68)","(26.0, 50.0, 48.90909090909091)","(21.0, 48.0, 38.125)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:19.483596,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.6, 2.5744827586206895)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 38.5)","(18.0, 26.0, 25.142857142857142)","(5.5, 7.8, 8.5)","(26.0, 50.0, 48.90909090909091)","(21.0, 46.0, 44.16666666666667)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:21.464253,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.6, 2.5744827586206895)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 38.5)","(18.0, 26.0, 25.142857142857142)","(5.5, 8.8, 8.5)","(26.0, 50.0, 48.90909090909091)","(21.0, 48.0, 41.42857142857143)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:23.315821,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.6, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 44.2)","(18.0, 26.0, 25.142857142857142)","(5.5, 8.8, 8.765)","(26.0, 50.0, 42.0)","(21.0, 48.0, 38.125)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:25.130722,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 44.2)","(18.0, 26.0, 26.0)","(5.5, 8.8, 8.66)","(26.0, 50.0, 41.0)","(21.0, 46.0, 44.33333333333333)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:27.051397,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.8, 8.757575757575758)","(26.0, 48.0, 44.666666666666664)","(21.0, 48.0, 41.714285714285715)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:28.970374,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.8, 8.5)","(26.0, 50.0, 42.0)","(21.0, 48.0, 38.5)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:30.897843,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.8, 8.0)","(26.0, 50.0, 41.0)","(21.0, 48.0, 44.33333333333333)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:32.921518,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.8, 7.8999999999999995)","(26.0, 48.0, 44.666666666666664)","(21.0, 48.0, 41.714285714285715)","(81.0, 120.0, 95.0)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:34.953812,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.575764705882353)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.6, 7.8999999999999995)","(26.0, 50.0, 39.2)","(21.0, 48.0, 41.714285714285715)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:36.880253,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.58, 2.4605714285714284)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.6, 7.8999999999999995)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.85714285714286)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:38.813838,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.52, 2.4506666666666668)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.6, 8.395121951219512)","(26.0, 48.0, 39.5)","(21.0, 44.0, 37.42857142857143)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:40.801130,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.52, 2.4506666666666668)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 46.27272727272727)","(18.0, 28.0, 26.0)","(5.5, 8.6, 8.1)","(26.0, 50.0, 46.18181818181819)","(21.0, 42.0, 46.625)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:42.650054,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.44, 2.5173568281938326)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 46.27272727272727)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 50.0, 35.333333333333336)","(21.0, 48.0, 45.411764705882355)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:44.638329,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.52, 2.5172093023255813)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 48.0, 39.5)","(21.0, 48.0, 42.66666666666667)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:46.619747,"(6.5, 8.4, 8.217391304347826)","(2.3, 2.52, 2.5172222222222222)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 41.666666666666664)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 50.0, 36.0)","(21.0, 46.0, 46.625)","(81.0, 120.0, 82.5)","(14.0, 20.0, 19.333333333333332)"
07-12-2022 18:26:48.540911,"(6.5, 8.4, 7.969230769230769)","(2.3, 2.52, 2.5172093023255813)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 48.0, 37.5)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 46.0, 34.666666666666664)","(21.0, 48.0, 45.411764705882355)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:26:50.552878,"(6.5, 8.4, 7.969230769230769)","(2.3, 2.52, 2.5172093023255813)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 37.5)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 46.0, 34.666666666666664)","(21.0, 48.0, 38.5)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:26:52.453299,"(6.5, 8.4, 7.969230769230769)","(2.3, 2.52, 2.5147826086956524)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 37.5)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 46.0, 34.666666666666664)","(21.0, 46.0, 44.33333333333333)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:26:54.550870,"(6.5, 8.4, 7.969230769230769)","(2.3, 2.52, 2.5147826086956524)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 37.5)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.1)","(26.0, 46.0, 34.666666666666664)","(21.0, 48.0, 41.714285714285715)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:26:56.667185,"(6.5, 8.4, 7.88235294117647)","(2.3, 2.52, 2.515081967213115)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 37.5)","(18.0, 28.0, 26.571428571428573)","(5.5, 8.4, 8.1)","(26.0, 46.0, 34.666666666666664)","(21.0, 48.0, 42.66666666666667)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:26:58.776593,"(6.5, 8.4, 7.88235294117647)","(2.3, 2.52, 2.515081967213115)","(21.0, 48.0, 46.5)","(26.0, 34.0, 30.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 37.5)","(18.0, 28.0, 26.571428571428573)","(5.5, 8.4, 8.1)","(26.0, 46.0, 34.666666666666664)","(21.0, 46.0, 46.625)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:27:01.110053,"(6.5, 8.4, 7.88235294117647)","(2.3, 2.52, 2.493913043478261)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 37.5)","(18.0, 28.0, 26.571428571428573)","(5.5, 8.4, 8.336842105263159)","(26.0, 46.0, 34.666666666666664)","(21.0, 48.0, 45.411764705882355)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:27:03.266775,"(6.5, 8.4, 7.88235294117647)","(2.3, 2.52, 2.493913043478261)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.336842105263159)","(26.0, 46.0, 34.0)","(21.0, 48.0, 34.6)","(81.0, 120.0, 82.5)","(14.0, 23.0, 22.0)"
07-12-2022 18:27:05.448823,"(6.5, 8.4, 7.969230769230769)","(2.3, 2.52, 2.4927272727272727)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 15.833333333333334)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 26.0)","(5.5, 8.4, 8.43157894736842)","(21.0, 44.0, 33.333333333333336)","(21.0, 46.0, 41.0)","(81.0, 120.0, 82.5)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:07.446932,"(7.0, 8.4, 7.88235294117647)","(2.25, 2.52, 2.476619718309859)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(19.0, 46.0, 43.57142857142857)","(18.0, 28.0, 27.428571428571427)","(5.5, 8.6, 8.43157894736842)","(21.0, 42.0, 39.83333333333333)","(21.0, 48.0, 43.5)","(81.0, 120.0, 105.0)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:09.480796,"(7.0, 8.4, 7.88235294117647)","(2.25, 2.52, 2.476)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 27.5)","(5.5, 8.6, 8.43157894736842)","(21.0, 42.0, 32.666666666666664)","(21.0, 48.0, 43.8)","(81.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:11.468483,"(7.0, 8.4, 7.88235294117647)","(2.25, 2.52, 2.476)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 27.5)","(5.5, 8.6, 8.923076923076923)","(21.0, 42.0, 37.333333333333336)","(21.0, 48.0, 37.5)","(81.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:13.651251,"(7.0, 8.4, 7.88235294117647)","(2.25, 2.52, 2.476)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 27.5)","(5.5, 9.0, 8.923076923076923)","(21.0, 42.0, 37.333333333333336)","(21.0, 48.0, 37.5)","(81.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:16.158190,"(7.0, 8.4, 7.88235294117647)","(2.25, 2.52, 2.476)","(21.0, 48.0, 46.5)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 27.5)","(5.5, 9.0, 8.923076923076923)","(21.0, 42.0, 37.333333333333336)","(21.0, 48.0, 37.5)","(81.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:18.726263,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.52, 2.422222222222222)","(21.0, 48.0, 44.0)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(19.0, 46.0, 40.333333333333336)","(18.0, 28.0, 27.5)","(5.5, 9.0, 8.923076923076923)","(21.0, 42.0, 38.166666666666664)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:21.129676,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.52, 2.422222222222222)","(21.0, 48.0, 44.0)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(18.0, 46.0, 40.333333333333336)","(18.0, 28.0, 27.5)","(6.0, 9.0, 8.923076923076923)","(21.0, 40.0, 38.166666666666664)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:23.240820,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.52, 2.4166666666666665)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 28.0, 30.833333333333336)","(6.0, 9.0, 8.923076923076923)","(21.0, 40.0, 35.0)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:25.323245,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.5, 2.458904109589041)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.0)","(6.0, 9.0, 8.923076923076923)","(21.0, 40.0, 36.666666666666664)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:27.601147,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.5, 2.4485714285714284)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.833333333333336)","(21.0, 26.0, 25.4)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.3)","(6.0, 9.0, 8.92)","(21.0, 42.0, 38.0)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 22.0, 20.444444444444443)"
07-12-2022 18:27:29.706977,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.5, 2.4485714285714284)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.4)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.3)","(6.0, 9.0, 8.92)","(21.0, 42.0, 38.0)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 23.0, 22.25)"
07-12-2022 18:27:31.863371,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.5, 2.4417391304347826)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.4)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.3)","(6.0, 9.0, 8.92)","(21.0, 42.0, 38.0)","(21.0, 48.0, 37.5)","(71.0, 120.0, 98.57142857142857)","(14.0, 23.0, 22.25)"
07-12-2022 18:27:34.197472,"(7.0, 8.4, 7.969230769230769)","(2.25, 2.46, 2.4436363636363634)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.454545454545453)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 29.0)","(6.0, 9.0, 8.92)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.25)","(71.0, 120.0, 98.57142857142857)","(14.0, 23.0, 22.25)"
07-12-2022 18:27:36.975917,"(7.0, 8.4, 8.356626506024096)","(2.25, 2.46, 2.408)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.454545454545453)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.782608695652172)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 78.0)","(14.0, 23.0, 22.25)"
07-12-2022 18:27:39.203422,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.44, 2.408)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.454545454545453)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.782608695652172)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 78.0)","(14.0, 23.0, 22.25)"
07-12-2022 18:27:41.296833,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.44, 2.408)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.454545454545453)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.782608695652172)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 76.66666666666667)","(14.0, 23.0, 22.25)"
