,To Infinitynbeyond,The Movement,Sals Last Blast,Caymangone,Melati Boy,Ease Up Moby,Iam The Joker,Remember Bubbles,Curveball,Mythos
15-12-2022 11:20:12.218119,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:13.536515,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:14.901357,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:16.209489,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:17.468802,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:18.749412,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:20.003395,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:21.295769,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:22.632103,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:23.936015,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:25.219273,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:26.526538,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:27.774165,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:29.093103,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:30.393874,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:31.768385,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:33.045507,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:34.317025,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:35.561368,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:36.857879,"(2.05, 2.86, 2.425)","(26.0, 100.0, 75.33333333333334)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:38.189471,"(2.05, 2.86, 2.425)","(26.0, 100.0, 58.63636363636363)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.55)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:20:39.487286,"(2.05, 2.86, 2.425)","(26.0, 85.0, 58.63636363636363)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:40.742554,"(2.05, 2.86, 2.425)","(26.0, 85.0, 58.63636363636363)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:41.999260,"(2.05, 2.86, 2.425)","(26.0, 80.0, 66.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:43.293710,"(2.05, 2.86, 2.425)","(26.0, 80.0, 66.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:44.623175,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:45.948990,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:47.233081,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:48.520827,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:49.907191,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:51.396906,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:52.843383,"(2.05, 2.86, 2.425)","(26.0, 80.0, 62.666666666666664)","(8.5, 24.0, 16.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 42.333333333333336)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 194.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:54.259555,"(2.05, 2.86, 2.425)","(26.0, 80.0, 66.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 28.0)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 26.0)","(4.8, 8.4, 6.550000000000001)","(61.0, 230.0, 165.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:55.800477,"(2.05, 2.86, 2.425)","(26.0, 80.0, 66.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 28.0)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 26.0)","(4.8, 8.4, 6.550000000000001)","(61.0, 280.0, 207.14285714285714)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:57.405672,"(2.05, 2.86, 2.425)","(26.0, 80.0, 66.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 28.0)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 26.0)","(4.8, 8.4, 6.550000000000001)","(61.0, 270.0, 207.14285714285714)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:20:59.050497,"(2.05, 2.86, 2.425)","(26.0, 80.0, 66.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 28.0)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 26.0)","(4.8, 8.4, 6.550000000000001)","(61.0, 270.0, 207.14285714285714)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:00.648560,"(2.05, 2.86, 2.425)","(26.0, 80.0, 65.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 28.0)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 26.0)","(4.8, 8.4, 6.550000000000001)","(61.0, 270.0, 207.14285714285714)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:02.193261,"(2.05, 2.86, 2.425)","(26.0, 80.0, 65.75)","(8.5, 24.0, 16.5)","(20.0, 50.0, 48.0)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 26.0)","(4.8, 8.4, 6.550000000000001)","(61.0, 270.0, 207.14285714285714)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:03.549736,"(2.05, 2.86, 2.543333333333333)","(26.0, 80.0, 52.0)","(8.5, 24.0, 18.333333333333336)","(20.0, 50.0, 35.55555555555556)","(7.0, 12.5, 10.87142857142857)","(19.0, 75.0, 44.5)","(4.8, 8.4, 7.5)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:04.849516,"(2.05, 2.82, 2.543333333333333)","(26.0, 80.0, 52.0)","(8.5, 23.0, 16.0)","(20.0, 50.0, 35.55555555555556)","(7.0, 12.5, 10.87142857142857)","(19.0, 70.0, 34.333333333333336)","(4.8, 8.2, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:06.157825,"(2.05, 2.86, 2.0866666666666664)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 35.55555555555556)","(7.0, 12.5, 10.87142857142857)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:07.547379,"(2.05, 2.88, 2.583333333333333)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 35.55555555555556)","(7.0, 12.5, 10.87142857142857)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 9.3)"
15-12-2022 11:21:08.956321,"(2.05, 2.88, 2.2866666666666666)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 35.55555555555556)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:10.332777,"(2.05, 2.84, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 35.55555555555556)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:11.980961,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:13.499783,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:15.036014,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:16.747435,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:18.406446,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:20.027385,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:21.564048,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:22.994888,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:24.403217,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:25.750426,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:26.945691,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:28.181588,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:29.484868,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:30.784883,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:32.107114,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:33.394132,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:34.660717,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:35.878685,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:37.053147,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:38.307748,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 40.15384615384615)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:39.615314,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 29.0)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 182.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:40.869166,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.666666666666664)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 34.333333333333336)","(4.8, 8.0, 6.9)","(61.0, 270.0, 200.0)","(71.0, 280.0, 243.33333333333331)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:42.034254,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.666666666666664)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 51.857142857142854)","(4.8, 8.0, 6.9)","(61.0, 260.0, 216.66666666666669)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:43.181906,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.666666666666664)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 51.857142857142854)","(4.8, 8.0, 6.9)","(61.0, 250.0, 208.33333333333334)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:44.391722,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.666666666666664)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 51.857142857142854)","(4.8, 8.0, 6.9)","(61.0, 240.0, 208.33333333333334)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:45.647171,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.666666666666664)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 51.857142857142854)","(4.8, 8.0, 6.9)","(61.0, 240.0, 208.33333333333334)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:46.837726,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.666666666666664)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 51.857142857142854)","(4.8, 8.0, 6.9)","(61.0, 240.0, 213.63636363636363)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:21:48.021323,"(2.05, 2.82, 2.405)","(26.0, 80.0, 61.333333333333336)","(8.5, 22.0, 15.5)","(20.0, 50.0, 37.4)","(7.0, 12.5, 9.65)","(19.0, 65.0, 51.857142857142854)","(4.8, 8.0, 6.9)","(61.0, 230.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
