,Always Broke,Go Katie Go,Lone Dancer,Sids Mate,Shouting Gunn,Trinity Ann
06-01-2023 14:53:50.688345,"(8.5, 12.5, 11.925)","(6.5, 8.8, 8.411764705882353)","(20.0, 34.0, 29.897435897435898)","(7.0, 10.0, 9.446153846153846)","(1.28, 1.51, 1.4830434782608695)","(81.0, 490.0, 390.0)"
06-01-2023 14:53:51.642623,"(8.5, 13.0, 12.592592592592592)","(6.5, 8.8, 8.671428571428573)","(20.0, 34.0, 29.92105263157895)","(7.0, 10.5, 9.675)","(1.28, 1.49, 1.4830434782608695)","(81.0, 490.0, 390.0)"
06-01-2023 14:53:52.595192,"(8.5, 13.5, 12.722222222222221)","(6.5, 9.2, 8.914285714285715)","(20.0, 34.0, 29.930232558139537)","(7.0, 10.0, 9.88)","(1.28, 1.48, 1.4725)","(81.0, 490.0, 350.0)"
06-01-2023 14:53:53.660377,"(8.5, 13.5, 12.722222222222221)","(6.5, 9.2, 8.977777777777778)","(20.0, 34.0, 29.930232558139537)","(7.0, 10.0, 9.94)","(1.28, 1.48, 1.4648571428571429)","(81.0, 490.0, 390.0)"
06-01-2023 14:53:54.563460,"(8.5, 13.5, 12.824324324324325)","(6.5, 9.2, 8.899999999999999)","(20.0, 34.0, 29.930232558139537)","(7.0, 10.0, 9.94)","(1.28, 1.47, 1.4648571428571429)","(81.0, 490.0, 390.0)"
06-01-2023 14:53:55.595943,"(8.5, 13.5, 12.792682926829269)","(6.5, 9.2, 8.77142857142857)","(21.0, 34.0, 29.930232558139537)","(7.5, 10.5, 10.05)","(1.28, 1.48, 1.4628571428571429)","(81.0, 490.0, 395.0)"
06-01-2023 14:53:56.671985,"(8.5, 13.5, 12.792682926829269)","(6.5, 9.2, 8.866666666666665)","(21.0, 34.0, 29.930232558139537)","(7.5, 10.5, 10.2)","(1.28, 1.47, 1.4566666666666666)","(81.0, 490.0, 346.6666666666667)"
06-01-2023 14:53:57.781246,"(8.5, 13.5, 12.792682926829269)","(6.5, 9.2, 8.77142857142857)","(21.0, 34.0, 29.930232558139537)","(7.5, 10.5, 10.1)","(1.28, 1.47, 1.4633333333333334)","(81.0, 580.0, 346.6666666666667)"
06-01-2023 14:53:58.832725,"(8.5, 13.5, 13.06060606060606)","(6.5, 9.2, 8.866666666666665)","(21.0, 34.0, 29.930232558139537)","(7.5, 10.5, 10.125)","(1.28, 1.47, 1.4570588235294117)","(81.0, 580.0, 378.3333333333333)"
06-01-2023 14:53:59.817841,"(8.5, 13.5, 12.869565217391305)","(6.5, 9.2, 8.77142857142857)","(21.0, 34.0, 29.930232558139537)","(7.5, 10.5, 10.125)","(1.28, 1.47, 1.458695652173913)","(81.0, 770.0, 5149.5)"
06-01-2023 14:54:00.867054,"(8.5, 13.5, 12.869565217391305)","(6.5, 9.2, 8.899999999999999)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.015384615384615)","(1.28, 1.47, 1.466)","(81.0, 99998, 395.0)"
06-01-2023 14:54:01.951414,"(8.5, 13.5, 12.869565217391305)","(6.5, 9.2, 8.899999999999999)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.045454545454545)","(1.28, 1.47, 1.466)","(81.0, 490.0, 395.0)"
06-01-2023 14:54:03.100557,"(8.5, 13.5, 12.869565217391305)","(6.5, 9.2, 8.899999999999999)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.041666666666666)","(1.28, 1.47, 1.458888888888889)","(81.0, 490.0, 395.0)"
06-01-2023 14:54:04.169724,"(8.5, 13.5, 12.869565217391305)","(6.5, 9.2, 8.77142857142857)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.041666666666666)","(1.28, 1.46, 1.4676)","(81.0, 490.0, 400.0)"
06-01-2023 14:54:05.257030,"(8.5, 13.5, 13.108108108108109)","(6.5, 9.2, 8.775)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.083333333333334)","(1.28, 1.47, 1.4676)","(81.0, 490.0, 400.0)"
06-01-2023 14:54:06.391348,"(8.5, 13.5, 13.108108108108109)","(6.5, 9.2, 8.69)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.083333333333334)","(1.28, 1.47, 1.4676)","(81.0, 490.0, 400.0)"
06-01-2023 14:54:07.529597,"(8.5, 13.5, 13.108108108108109)","(6.5, 9.2, 8.69)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.083333333333334)","(1.28, 1.47, 1.4676)","(81.0, 490.0, 400.0)"
06-01-2023 14:54:08.790191,"(8.5, 13.5, 13.108108108108109)","(6.5, 9.2, 8.69)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.142857142857142)","(1.28, 1.47, 1.4653846153846153)","(81.0, 490.0, 350.0)"
06-01-2023 14:54:09.726868,"(8.5, 13.5, 13.108108108108109)","(6.5, 9.2, 8.69)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.166666666666666)","(1.28, 1.47, 1.4741666666666666)","(81.0, 490.0, 350.0)"
06-01-2023 14:54:10.971987,"(8.5, 13.5, 13.108108108108109)","(6.5, 9.2, 8.810526315789474)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.166666666666666)","(1.28, 1.48, 1.473076923076923)","(101.0, 490.0, 350.0)"
06-01-2023 14:54:12.103646,"(9.0, 13.5, 13.108108108108109)","(6.5, 9.0, 8.810526315789474)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.205882352941176)","(1.26, 1.48, 1.4677272727272728)","(101.0, 490.0, 395.0)"
06-01-2023 14:54:13.194969,"(9.0, 13.5, 13.118421052631579)","(6.5, 9.0, 8.866666666666667)","(21.0, 34.0, 29.92105263157895)","(7.5, 10.5, 10.205882352941176)","(1.26, 1.47, 1.4677272727272728)","(101.0, 490.0, 395.0)"
06-01-2023 14:54:14.237471,"(9.0, 13.5, 13.118421052631579)","(6.5, 8.8, 8.76923076923077)","(21.0, 34.0, 29.92105263157895)","(8.0, 10.5, 10.205882352941176)","(1.26, 1.47, 1.4677272727272728)","(101.0, 490.0, 395.0)"
06-01-2023 14:54:15.236390,"(9.0, 13.5, 13.118421052631579)","(6.5, 8.8, 8.771428571428572)","(21.0, 34.0, 29.92105263157895)","(8.0, 10.5, 10.205882352941176)","(1.26, 1.47, 1.4677272727272728)","(101.0, 490.0, 395.0)"
06-01-2023 14:54:16.391237,"(9.0, 13.5, 13.118421052631579)","(6.5, 8.8, 8.76923076923077)","(21.0, 34.0, 29.92105263157895)","(8.0, 10.5, 10.205882352941176)","(1.26, 1.47, 1.4677272727272728)","(101.0, 490.0, 395.0)"
06-01-2023 14:54:17.511609,"(9.0, 13.5, 13.118421052631579)","(6.5, 8.8, 8.76923076923077)","(21.0, 34.0, 29.92105263157895)","(8.0, 10.5, 10.258620689655173)","(1.26, 1.47, 1.4736)","(101.0, 490.0, 450.0)"
06-01-2023 14:54:18.482541,"(9.0, 13.5, 13.108108108108109)","(6.5, 8.8, 8.766666666666667)","(21.0, 34.0, 29.92105263157895)","(8.0, 10.5, 10.258620689655173)","(1.26, 1.48, 1.475)","(101.0, 490.0, 450.0)"
06-01-2023 14:54:19.583892,"(9.0, 13.5, 13.108108108108109)","(6.5, 8.6, 8.496296296296295)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.115384615384615)","(1.26, 1.48, 1.4777777777777779)","(101.0, 490.0, 450.0)"
06-01-2023 14:54:20.551781,"(9.0, 13.5, 13.108108108108109)","(6.5, 8.6, 8.488)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.083333333333334)","(1.26, 1.48, 1.4766666666666666)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:21.580213,"(9.0, 13.5, 13.177777777777777)","(6.5, 8.6, 8.457142857142857)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.241379310344827)","(1.26, 1.48, 1.4775)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:22.687942,"(9.0, 13.5, 13.177777777777777)","(6.5, 8.6, 8.314285714285713)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.222222222222221)","(1.26, 1.48, 1.4753333333333334)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:23.595944,"(9.0, 13.5, 13.118421052631579)","(6.5, 8.6, 8.314285714285713)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.222222222222221)","(1.26, 1.49, 1.4753333333333334)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:24.620013,"(9.0, 13.0, 12.653846153846153)","(6.5, 8.6, 8.423529411764706)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.071428571428571)","(1.26, 1.49, 1.4838235294117648)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:25.682721,"(9.0, 13.0, 12.653846153846153)","(6.5, 8.6, 8.393103448275863)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.071428571428571)","(1.26, 1.49, 1.4838235294117648)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:26.736337,"(9.0, 13.0, 12.7)","(6.5, 8.4, 8.338461538461539)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.051282051282051)","(1.26, 1.5, 1.4947368421052631)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:27.758993,"(9.0, 13.0, 12.7)","(6.5, 8.4, 8.338461538461539)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.051282051282051)","(1.26, 1.5, 1.493103448275862)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:28.706311,"(9.0, 13.0, 12.7)","(6.5, 8.4, 8.266666666666667)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.051282051282051)","(1.26, 1.51, 1.50125)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:29.625101,"(9.0, 13.0, 12.7)","(6.5, 8.4, 8.215384615384616)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.051282051282051)","(1.26, 1.5, 1.4978125)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:30.625737,"(9.0, 13.0, 12.84)","(6.5, 8.4, 8.245161290322581)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.102272727272728)","(1.26, 1.5, 1.4967567567567568)","(101.0, 490.0, 405.0)"
06-01-2023 14:54:31.674331,"(9.0, 13.0, 12.84)","(6.5, 8.4, 8.245161290322581)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.102272727272728)","(1.26, 1.5, 1.4967567567567568)","(101.0, 490.0, 400.0)"
06-01-2023 14:54:32.595966,"(9.0, 13.0, 12.84)","(6.5, 8.4, 8.222222222222223)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.102272727272728)","(1.26, 1.5, 1.4967567567567568)","(101.0, 490.0, 405.0)"
06-01-2023 14:54:33.533860,"(9.0, 13.0, 12.590909090909092)","(6.5, 8.4, 8.147368421052631)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.102272727272728)","(1.26, 1.5, 1.5025)","(101.0, 490.0, 410.0)"
06-01-2023 14:54:34.449524,"(9.0, 13.0, 12.63888888888889)","(6.5, 8.4, 8.24)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.102272727272728)","(1.26, 1.51, 1.503157894736842)","(101.0, 490.0, 410.0)"
06-01-2023 14:54:35.362902,"(9.0, 13.0, 12.63888888888889)","(6.5, 8.4, 8.1)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.15)","(1.26, 1.51, 1.503157894736842)","(101.0, 490.0, 367.5)"
06-01-2023 14:54:36.237105,"(9.0, 13.0, 12.63888888888889)","(6.5, 8.2, 8.12)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.15)","(1.26, 1.51, 1.503157894736842)","(101.0, 480.0, 367.5)"
06-01-2023 14:54:37.132207,"(9.0, 13.0, 12.63888888888889)","(6.5, 8.2, 8.0)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.15)","(1.26, 1.51, 1.4978125)","(101.0, 480.0, 405.0)"
06-01-2023 14:54:38.128637,"(9.0, 13.0, 12.63888888888889)","(6.5, 8.2, 8.08)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.5, 1.4992592592592593)","(101.0, 480.0, 420.0)"
06-01-2023 14:54:39.103080,"(9.0, 13.0, 12.63888888888889)","(6.5, 8.2, 8.066666666666666)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.5, 1.5025)","(101.0, 480.0, 412.5)"
06-01-2023 14:54:40.156381,"(9.0, 13.0, 12.65)","(6.5, 8.2, 7.733333333333333)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.51, 1.5043396226415093)","(101.0, 480.0, 412.5)"
06-01-2023 14:54:41.195337,"(9.0, 13.0, 12.666666666666666)","(6.5, 8.0, 7.733333333333333)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.51, 1.5043396226415093)","(101.0, 480.0, 426.0)"
06-01-2023 14:54:42.224733,"(9.0, 13.0, 12.634146341463415)","(6.5, 8.0, 7.733333333333333)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.51, 1.5061038961038962)","(101.0, 480.0, 412.5)"
06-01-2023 14:54:43.106195,"(9.0, 13.0, 12.666666666666666)","(6.5, 8.0, 7.733333333333333)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.51, 1.5056302521008404)","(101.0, 480.0, 412.5)"
06-01-2023 14:54:44.067263,"(9.0, 13.0, 12.666666666666666)","(6.5, 8.0, 7.861538461538462)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.52, 1.5067441860465116)","(101.0, 480.0, 500.0)"
06-01-2023 14:54:45.046181,"(9.0, 13.0, 12.535714285714286)","(6.5, 8.0, 7.866666666666667)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.321428571428571)","(1.26, 1.52, 1.5067441860465116)","(101.0, 610.0, 552.0)"
06-01-2023 14:54:45.969364,"(9.0, 13.0, 12.72340425531915)","(6.5, 8.0, 7.843478260869565)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.357142857142858)","(1.26, 1.52, 1.5067441860465116)","(101.0, 610.0, 552.0)"
06-01-2023 14:54:47.008956,"(9.0, 13.0, 12.72340425531915)","(6.5, 8.0, 7.843478260869565)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.357142857142858)","(1.26, 1.52, 1.5123404255319148)","(101.0, 610.0, 552.0)"
06-01-2023 14:54:47.986616,"(9.0, 13.0, 12.73076923076923)","(6.5, 7.8, 7.661538461538462)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.357142857142858)","(1.26, 1.52, 1.5123404255319148)","(101.0, 610.0, 552.0)"
06-01-2023 14:54:48.907832,"(9.0, 13.0, 12.84375)","(6.5, 7.8, 7.542857142857143)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.2)","(1.26, 1.53, 1.5040384615384614)","(101.0, 510.0, 420.0)"
06-01-2023 14:54:49.919735,"(9.0, 13.5, 13.136363636363637)","(6.5, 7.8, 7.5920000000000005)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.257575757575758)","(1.26, 1.51, 1.5024528301886793)","(101.0, 510.0, 552.8571428571429)"
06-01-2023 14:54:50.887271,"(9.0, 13.5, 12.895348837209303)","(6.5, 7.8, 7.678260869565217)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.257575757575758)","(1.26, 1.51, 1.505542857142857)","(101.0, 610.0, 405.0)"
06-01-2023 14:54:51.803501,"(9.0, 13.5, 12.861702127659575)","(6.5, 7.8, 7.656)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.257575757575758)","(1.26, 1.51, 1.5058288770053476)","(101.0, 510.0, 400.0)"
06-01-2023 14:54:52.798459,"(9.0, 13.5, 12.861702127659575)","(6.5, 7.8, 7.637037037037037)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.18)","(1.26, 1.51, 1.50578125)","(101.0, 500.0, 371.42857142857144)"
06-01-2023 14:54:53.773167,"(9.0, 13.5, 12.861702127659575)","(6.5, 7.8, 7.608695652173913)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.209677419354838)","(1.26, 1.51, 1.5015384615384615)","(101.0, 500.0, 371.42857142857144)"
06-01-2023 14:54:54.800052,"(9.0, 13.5, 12.861702127659575)","(6.5, 7.8, 7.65)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.21875)","(1.26, 1.51, 1.5015384615384615)","(101.0, 500.0, 400.0)"
06-01-2023 14:54:55.821242,"(9.0, 13.5, 12.861702127659575)","(6.5, 7.8, 7.65)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.233333333333333)","(1.26, 1.51, 1.5015384615384615)","(101.0, 500.0, 400.0)"
06-01-2023 14:54:56.814029,"(9.0, 13.5, 12.861702127659575)","(6.5, 7.8, 7.65)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.233333333333333)","(1.26, 1.51, 1.506388888888889)","(101.0, 500.0, 400.0)"
06-01-2023 14:54:57.741709,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.6971428571428575)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.21875)","(1.26, 1.51, 1.5035135135135136)","(101.0, 500.0, 387.5)"
06-01-2023 14:54:58.711482,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.699999999999999)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.022727272727273)","(1.26, 1.51, 1.506388888888889)","(101.0, 500.0, 380.0)"
06-01-2023 14:54:59.673290,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.733333333333333)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.022727272727273)","(1.26, 1.51, 1.506388888888889)","(101.0, 500.0, 348.0)"
06-01-2023 14:55:00.736607,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.788235294117647)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.022727272727273)","(1.26, 1.51, 1.506388888888889)","(101.0, 500.0, 391.6666666666667)"
06-01-2023 14:55:01.823106,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.790909090909091)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.5, 10.022727272727273)","(1.26, 1.51, 1.5048936170212766)","(101.0, 500.0, 391.6666666666667)"
06-01-2023 14:55:02.786771,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.790909090909091)","(21.0, 34.0, 30.666666666666668)","(8.0, 10.5, 10.022727272727273)","(1.26, 1.51, 1.5094736842105263)","(101.0, 500.0, 391.6666666666667)"
06-01-2023 14:55:03.636699,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.792592592592593)","(21.0, 34.0, 30.216216216216218)","(8.0, 10.0, 9.866666666666667)","(1.26, 1.51, 1.5094736842105263)","(101.0, 500.0, 391.6666666666667)"
06-01-2023 14:55:04.508759,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.792592592592593)","(21.0, 34.0, 30.756756756756758)","(8.0, 10.5, 10.01923076923077)","(1.26, 1.52, 1.5068817204301075)","(101.0, 500.0, 364.2857142857143)"
06-01-2023 14:55:05.439692,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.792592592592593)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.016129032258064)","(1.26, 1.52, 1.5068817204301075)","(101.0, 500.0, 380.0)"
06-01-2023 14:55:06.496571,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.792592592592593)","(21.0, 34.0, 30.756756756756758)","(8.0, 10.5, 10.016129032258064)","(1.26, 1.51, 1.5072222222222222)","(101.0, 500.0, 396.0)"
06-01-2023 14:55:07.498319,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.792592592592593)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.067567567567568)","(1.26, 1.51, 1.5072222222222222)","(101.0, 500.0, 396.0)"
06-01-2023 14:55:08.365750,"(9.0, 13.5, 12.923076923076923)","(6.5, 7.8, 7.792592592592593)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.067567567567568)","(1.26, 1.51, 1.5072222222222222)","(101.0, 500.0, 384.44444444444446)"
06-01-2023 14:55:09.316465,"(9.0, 13.5, 12.9)","(6.5, 8.0, 7.895652173913043)","(21.0, 34.0, 30.756756756756758)","(8.0, 10.5, 10.060975609756097)","(1.26, 1.52, 1.5143661971830986)","(101.0, 490.0, 383.3333333333333)"
06-01-2023 14:55:10.264169,"(9.0, 13.5, 12.88888888888889)","(6.5, 8.2, 8.02608695652174)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013513513513514)","(1.26, 1.51, 1.506)","(101.0, 490.0, 383.3333333333333)"
06-01-2023 14:55:11.167878,"(9.0, 13.5, 12.88888888888889)","(6.5, 8.2, 8.02608695652174)","(21.0, 34.0, 30.756756756756758)","(8.0, 10.5, 10.013513513513514)","(1.26, 1.51, 1.506)","(101.0, 490.0, 410.0)"
06-01-2023 14:55:12.333101,"(9.0, 13.5, 12.88888888888889)","(6.5, 8.2, 7.96)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013513513513514)","(1.26, 1.51, 1.5053333333333334)","(101.0, 490.0, 376.0)"
06-01-2023 14:55:13.240161,"(9.0, 13.5, 12.88888888888889)","(6.5, 8.2, 7.96)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013513513513514)","(1.3, 1.51, 1.5057142857142858)","(101.0, 490.0, 388.0)"
06-01-2023 14:55:14.151466,"(9.0, 13.5, 12.9)","(6.5, 8.0, 7.825)","(21.0, 34.0, 30.756756756756758)","(8.0, 10.5, 10.013157894736842)","(1.3, 1.51, 1.5057142857142858)","(101.0, 410.0, 390.0)"
06-01-2023 14:55:15.212136,"(9.0, 13.5, 12.9)","(6.5, 8.0, 7.921739130434783)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013157894736842)","(1.3, 1.51, 1.5047058823529411)","(101.0, 410.0, 385.0)"
06-01-2023 14:55:16.369350,"(9.0, 13.5, 12.9)","(6.5, 8.0, 7.890196078431372)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013157894736842)","(1.3, 1.51, 1.5047058823529411)","(101.0, 410.0, 385.0)"
06-01-2023 14:55:17.327634,"(9.0, 13.5, 12.9)","(6.5, 8.0, 7.890196078431372)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013157894736842)","(1.3, 1.51, 1.499)","(101.0, 410.0, 385.0)"
06-01-2023 14:55:18.212104,"(9.0, 13.5, 12.9)","(6.5, 8.2, 8.16)","(21.0, 34.0, 30.756756756756758)","(8.0, 10.5, 10.013157894736842)","(1.3, 1.5, 1.5036363636363637)","(101.0, 410.0, 385.0)"
06-01-2023 14:55:19.254294,"(9.0, 13.5, 12.9)","(6.5, 8.2, 8.18)","(21.0, 34.0, 30.25)","(8.0, 10.5, 10.013157894736842)","(1.3, 1.51, 1.5036363636363637)","(101.0, 410.0, 385.0)"
06-01-2023 14:55:20.221176,"(9.0, 13.5, 12.9)","(6.5, 8.2, 8.16)","(21.0, 34.0, 33.111111111111114)","(8.0, 10.5, 9.866666666666667)","(1.3, 1.51, 1.5183333333333333)","(101.0, 410.0, 357.14285714285717)"
06-01-2023 14:55:21.256280,"(9.0, 13.0, 12.673913043478262)","(6.5, 8.2, 8.044444444444444)","(21.0, 32.0, 29.333333333333332)","(8.0, 10.0, 9.866666666666667)","(1.3, 1.53, 1.5206024096385542)","(101.0, 400.0, 357.14285714285717)"
06-01-2023 14:55:22.280242,"(9.0, 13.0, 12.659574468085106)","(6.5, 8.2, 8.0)","(21.0, 32.0, 29.333333333333332)","(8.0, 10.0, 9.852631578947369)","(1.3, 1.53, 1.5214285714285714)","(101.0, 400.0, 332.5)"
06-01-2023 14:55:23.187343,"(9.0, 13.0, 12.659574468085106)","(6.5, 8.2, 7.933333333333333)","(21.0, 32.0, 29.333333333333332)","(8.0, 10.0, 9.852631578947369)","(1.3, 1.53, 1.5257142857142858)","(101.0, 400.0, 332.5)"
06-01-2023 14:55:24.147085,"(9.0, 13.0, 12.659574468085106)","(6.5, 8.2, 8.018181818181818)","(21.0, 32.0, 27.161290322580644)","(8.0, 9.8, 9.78048780487805)","(1.3, 1.53, 1.5257142857142858)","(101.0, 400.0, 332.5)"
06-01-2023 14:55:25.041184,"(9.0, 13.0, 12.659574468085106)","(6.5, 8.2, 8.04)","(21.0, 29.0, 27.333333333333332)","(8.0, 10.0, 9.78048780487805)","(1.3, 1.53, 1.5257142857142858)","(101.0, 400.0, 360.0)"
06-01-2023 14:55:25.944061,"(9.0, 13.0, 12.596153846153847)","(6.5, 8.2, 8.085714285714285)","(21.0, 27.0, 25.666666666666668)","(8.0, 10.0, 9.719999999999999)","(1.3, 1.53, 1.5271764705882354)","(101.0, 410.0, 360.0)"
06-01-2023 14:55:26.881186,"(9.0, 13.0, 12.596153846153847)","(6.5, 8.2, 8.1)","(21.0, 27.0, 26.1)","(8.0, 10.0, 9.776)","(1.3, 1.53, 1.5273809523809525)","(101.0, 410.0, 376.0)"
06-01-2023 14:55:27.833432,"(9.0, 13.0, 12.596153846153847)","(6.5, 8.2, 8.1)","(21.0, 27.0, 26.1)","(8.0, 10.0, 9.776)","(1.3, 1.53, 1.5270000000000001)","(101.0, 490.0, 444.0)"
06-01-2023 14:55:28.830659,"(9.0, 13.0, 12.666666666666666)","(6.5, 8.4, 8.1)","(21.0, 27.0, 25.52173913043478)","(8.0, 10.0, 9.97906976744186)","(1.3, 1.53, 1.5170454545454546)","(101.0, 480.0, 440.0)"
06-01-2023 14:55:29.817725,"(9.0, 13.0, 12.75)","(6.5, 8.2, 8.104)","(21.0, 27.0, 25.38095238095238)","(8.0, 10.5, 10.11111111111111)","(1.3, 1.52, 1.5125806451612904)","(101.0, 460.0, 440.0)"
06-01-2023 14:55:30.691803,"(9.0, 13.0, 12.894736842105264)","(6.5, 8.2, 8.104)","(21.0, 27.0, 25.74074074074074)","(8.0, 10.5, 10.11111111111111)","(1.3, 1.52, 1.5125806451612904)","(101.0, 460.0, 440.0)"
06-01-2023 14:55:31.613237,"(9.0, 13.0, 12.894736842105264)","(6.5, 8.2, 8.104)","(21.0, 27.0, 26.05)","(8.0, 10.5, 10.147727272727273)","(1.3, 1.52, 1.5132)","(101.0, 460.0, 428.0)"
06-01-2023 14:55:32.522440,"(9.0, 13.0, 12.894736842105264)","(6.5, 8.2, 8.104)","(21.0, 27.0, 26.05)","(8.0, 10.5, 10.147727272727273)","(1.3, 1.52, 1.5124444444444445)","(101.0, 460.0, 428.0)"
06-01-2023 14:55:33.675582,"(9.0, 13.0, 12.904761904761905)","(6.5, 8.2, 8.148387096774194)","(21.0, 27.0, 26.05)","(8.0, 10.5, 10.17)","(1.3, 1.52, 1.5128947368421053)","(101.0, 460.0, 428.0)"
06-01-2023 14:55:34.624784,"(9.0, 13.0, 12.904761904761905)","(6.5, 8.2, 8.09189189189189)","(21.0, 25.0, 24.764705882352942)","(8.0, 10.5, 10.1875)","(1.3, 1.52, 1.5074468085106383)","(101.0, 460.0, 385.0)"
06-01-2023 14:55:35.574030,"(9.0, 13.0, 12.947368421052632)","(6.5, 8.2, 8.08235294117647)","(21.0, 27.0, 26.16)","(8.0, 10.5, 10.2)","(1.3, 1.51, 1.506)","(101.0, 460.0, 388.0)"
