,Solitary One,Rosas Routine,Chase Me Chopper,My Mates Barney,Thriller Strike,Heslea,Flying Caliente,Rev Up Rusty
14-12-2022 19:00:19.035084,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 18.1)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:20.451974,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 16.0)","(21.0, 100.0, 46.18181818181819)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:21.962134,"(2.1, 2.54, 2.3095238095238098)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 46.18181818181819)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:23.432973,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:24.870858,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:26.350620,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:27.547232,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 6.446153846153846)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:28.911951,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:30.431494,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.5, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.8125)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:31.846845,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.8125)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:33.149497,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.35)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:34.487412,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:36.001064,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:37.414601,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:38.850064,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:40.181339,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:41.527283,"(2.1, 2.54, 2.21)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:42.886160,"(2.1, 2.5, 2.1742857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.327272727272728)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:44.301540,"(2.1, 2.5, 2.1742857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.657142857142857)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:45.668042,"(2.1, 2.5, 2.1742857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.5, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:47.090247,"(2.1, 2.5, 2.1742857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 14.05)","(21.0, 100.0, 57.714285714285715)","(5.5, 10.0, 7.4375)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:48.540281,"(2.1, 2.5, 2.1742857142857144)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.4375)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:50.094673,"(2.1, 2.5, 2.1742857142857144)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.1875)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:51.540555,"(2.1, 2.48, 2.228)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.954545454545455)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:52.990434,"(2.1, 2.48, 2.228)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.071428571428571)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 97.5)"
14-12-2022 19:00:54.387134,"(2.1, 2.48, 2.228)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.071428571428571)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 97.5)"
14-12-2022 19:00:55.807690,"(2.1, 2.48, 2.228)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.071428571428571)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.9625)","(31.0, 170.0, 80.0)"
14-12-2022 19:00:57.093322,"(2.1, 2.44, 2.1636363636363636)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.75)","(31.0, 170.0, 80.0)"
14-12-2022 19:00:58.435538,"(2.1, 2.44, 2.2025)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.75)","(31.0, 170.0, 80.0)"
14-12-2022 19:00:59.831227,"(2.1, 2.42, 2.256666666666667)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:01.193918,"(2.1, 2.42, 2.238)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 6.728571428571429)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:02.680652,"(2.1, 2.42, 2.238)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:04.037393,"(2.1, 2.42, 2.238)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:05.445051,"(2.1, 2.42, 2.238)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:06.852879,"(2.1, 2.42, 2.238)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:08.252895,"(2.1, 2.38, 2.19)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:09.639331,"(2.1, 2.38, 2.19)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:11.057994,"(2.1, 2.38, 2.19)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:12.515398,"(2.1, 2.38, 2.19)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 8.307692307692307)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:13.928301,"(2.1, 2.38, 2.1554545454545457)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 7.071428571428571)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:15.552147,"(2.1, 2.38, 2.197037037037037)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.0, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:17.087486,"(2.1, 2.38, 2.197037037037037)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:18.435387,"(2.1, 2.38, 2.197037037037037)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 19:01:19.813679,"(2.1, 2.38, 2.197037037037037)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 18.0)","(21.0, 100.0, 53.75)","(5.5, 10.5, 6.607692307692308)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:21.179184,"(2.1, 2.38, 2.238857142857143)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.333333333333332)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.407142857142858)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:22.586857,"(2.1, 2.38, 2.238857142857143)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.333333333333332)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.407142857142858)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:23.935438,"(2.1, 2.38, 2.238857142857143)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.407142857142858)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:25.308548,"(2.1, 2.38, 2.238857142857143)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:26.644591,"(2.1, 2.38, 2.2128)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:27.975858,"(2.1, 2.36, 2.252307692307692)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:29.343065,"(2.1, 2.34, 2.22)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 21.333333333333332)","(21.0, 100.0, 66.36363636363637)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 104.54545454545455)"
14-12-2022 19:01:30.703507,"(2.1, 2.34, 2.22)","(15.0, 34.0, 15.55)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:32.029940,"(2.1, 2.34, 2.22)","(15.0, 34.0, 15.55)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:33.359766,"(2.1, 2.34, 2.22)","(15.0, 34.0, 15.55)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.010526315789473)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:34.668345,"(2.1, 2.34, 2.22)","(15.0, 34.0, 15.55)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.5, 8.010526315789473)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:35.977353,"(2.1, 2.34, 2.22)","(15.0, 34.0, 15.363636363636363)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.5, 8.538461538461538)","(3.7, 7.0, 6.390322580645162)","(7.0, 12.5, 11.275)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:37.280412,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 15.363636363636363)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.661818181818182)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:38.558194,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.661818181818182)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:39.844700,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.661818181818182)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:41.080999,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.307692307692308)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:42.346519,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 19.0)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.63265306122449)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:43.647682,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.63265306122449)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:44.913273,"(2.1, 2.32, 2.2133333333333334)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 6.63265306122449)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:46.205283,"(2.1, 2.3, 2.2066666666666666)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.84)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:47.292965,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.84)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:48.559292,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.5, 8.010526315789473)","(3.7, 7.0, 5.84)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:49.751716,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.5, 8.010526315789473)","(3.7, 7.0, 5.84)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:51.038135,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.6)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:52.243482,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.6)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:53.398060,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 65.17647058823529)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.6)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 110.41666666666666)"
14-12-2022 19:01:54.652764,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 111.25)"
14-12-2022 19:01:55.888385,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 111.25)"
14-12-2022 19:01:57.181099,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 111.25)"
14-12-2022 19:01:58.386801,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 111.25)"
14-12-2022 19:01:59.633961,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 111.25)"
14-12-2022 19:02:00.877677,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 10.35625)","(31.0, 170.0, 111.25)"
14-12-2022 19:02:02.142435,"(2.1, 2.28, 2.2153846153846155)","(15.0, 34.0, 14.705882352941176)","(9.0, 28.0, 14.05)","(21.0, 100.0, 61.6)","(5.5, 10.0, 8.538461538461538)","(3.7, 7.0, 5.92)","(7.0, 12.5, 11.56)","(31.0, 170.0, 105.41666666666666)"
14-12-2022 19:02:03.441950,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 17.333333333333332)","(21.0, 95.0, 86.625)","(5.5, 10.5, 8.371428571428572)","(3.7, 6.8, 6.50909090909091)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
14-12-2022 19:02:04.728636,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 24.76923076923077)","(21.0, 95.0, 86.625)","(5.5, 10.0, 8.371428571428572)","(3.7, 7.0, 6.369999999999999)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
14-12-2022 19:02:05.969898,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 24.76923076923077)","(21.0, 95.0, 86.625)","(5.5, 10.0, 8.371428571428572)","(3.7, 6.6, 6.369999999999999)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
14-12-2022 19:02:07.157048,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 24.76923076923077)","(21.0, 95.0, 86.625)","(5.5, 10.0, 8.371428571428572)","(3.7, 6.6, 6.369999999999999)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
14-12-2022 19:02:08.348270,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 24.76923076923077)","(21.0, 95.0, 86.625)","(5.5, 10.0, 8.371428571428572)","(3.7, 6.6, 6.369999999999999)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
14-12-2022 19:02:09.638101,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 23.88888888888889)","(21.0, 95.0, 86.625)","(5.5, 10.0, 8.371428571428572)","(3.7, 6.6, 6.369999999999999)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
14-12-2022 19:02:11.187840,"(2.1, 2.28, 2.2199999999999998)","(15.0, 32.0, 19.666666666666668)","(9.0, 27.0, 18.0)","(21.0, 95.0, 86.625)","(5.5, 10.0, 8.371428571428572)","(3.7, 6.6, 6.369999999999999)","(7.0, 12.0, 11.56)","(31.0, 160.0, 99.53846153846153)"
