,Smug Doug,Jills A Star,Red Fog,Evelyn Dawn,Flying Jarrad,Coconut Santiago,Tonics Girl,Kraken Chino
15-12-2022 10:58:15.739633,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:17.073949,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:18.367363,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:19.745156,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:21.019245,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:22.341244,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:23.856628,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:25.228281,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:26.627494,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:27.958763,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:29.233744,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:30.477270,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:31.741278,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:32.938862,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:34.157915,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:35.424408,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:36.654867,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:37.897446,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:39.136049,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:40.380834,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:41.575362,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:42.776338,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:43.979721,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:45.104030,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:46.324487,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:47.525742,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:48.707809,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:49.861599,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:51.076841,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:52.340260,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:53.533209,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:54.705004,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:55.874579,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:57.070104,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:58.244027,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:58:59.448151,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:00.647112,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:01.863667,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:03.027292,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:04.338366,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:05.617766,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:06.744689,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:08.007008,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:09.403634,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:10.802842,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:12.222076,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:13.661958,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:15.068037,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:16.327912,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:17.573375,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:18.716686,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:19.824555,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
15-12-2022 10:59:20.984660,"(4.6, 8.0, 7.526315789473684)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 8.1)","(4.8, 8.4, 7.951515151515151)"
