,Smug Doug,Jills A Star,Red Fog,Evelyn Dawn,Flying Jarrad,Coconut Santiago,Tonics Girl,Kraken Chino
15-12-2022 11:07:29.638386,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.4, 6.933333333333334)"
15-12-2022 11:07:30.940294,"(4.6, 7.8, 7.25)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:32.398243,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:33.677677,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:34.796476,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:35.840626,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:36.831583,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:37.944622,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:38.996442,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:40.136036,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 13.25)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.571428571428571)"
15-12-2022 11:07:41.202458,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 27.0, 15.75)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.4, 7.022222222222222)"
15-12-2022 11:07:42.300043,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.4, 6.685714285714286)"
15-12-2022 11:07:43.388007,"(4.6, 7.8, 7.25)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.4, 6.685714285714286)"
15-12-2022 11:07:44.518311,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.4, 6.685714285714286)"
15-12-2022 11:07:45.672137,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.4, 6.685714285714286)"
15-12-2022 11:07:46.863546,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.4, 7.111111111111111)"
15-12-2022 11:07:47.997986,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.4, 6.85)"
15-12-2022 11:07:49.118499,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.85)"
15-12-2022 11:07:50.250501,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.85)"
15-12-2022 11:07:51.326160,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.45)"
15-12-2022 11:07:52.402530,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.45)"
15-12-2022 11:07:53.510197,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.85)"
15-12-2022 11:07:54.569546,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.85)"
15-12-2022 11:07:55.612330,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.85)"
15-12-2022 11:07:56.729897,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.05)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:07:57.766231,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.05)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:07:58.789041,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:07:59.878317,"(4.6, 7.8, 7.25)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:01.020631,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:02.144216,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.833333333333332)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:03.250972,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.699999999999999)"
15-12-2022 11:08:04.384431,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.699999999999999)"
15-12-2022 11:08:05.519126,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.699999999999999)"
15-12-2022 11:08:06.653567,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 8.533333333333333)","(4.8, 8.2, 6.699999999999999)"
15-12-2022 11:08:07.816240,"(4.6, 7.8, 7.25)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:09.010997,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(10.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:10.151214,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:11.273755,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:12.414494,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:13.640970,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:14.837570,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:15.940335,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:17.060390,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:18.205497,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:19.344748,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 35.833333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:20.478030,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 65.0, 33.888888888888886)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:21.588249,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:22.751079,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:23.783722,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:24.793716,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:25.851734,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:08:26.911667,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:08:28.332777,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6)"
15-12-2022 11:08:29.411143,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6)"
15-12-2022 11:08:30.526094,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.05)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:08:31.763483,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:32.797125,"(4.6, 7.8, 7.25)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:33.822316,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:34.960708,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.969230769230769)"
15-12-2022 11:08:36.099703,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:37.288527,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:38.371928,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:39.419063,"(4.6, 7.8, 6.15)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 15.75)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:40.522089,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.549999999999999)","(4.8, 8.2, 6.6499999999999995)"
15-12-2022 11:08:41.643851,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.05)","(4.8, 8.2, 6.324999999999999)"
15-12-2022 11:08:42.741457,"(4.6, 7.8, 7.25)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.6)"
15-12-2022 11:08:43.863183,"(4.6, 7.8, 7.50909090909091)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:45.245000,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:46.898165,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:48.176991,"(4.6, 7.8, 7.025)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.262499999999999)"
15-12-2022 11:08:49.921228,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.699999999999999)"
15-12-2022 11:08:51.460920,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 33.333333333333336)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.387499999999999)"
15-12-2022 11:08:54.465817,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 34.166666666666664)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.387499999999999)"
15-12-2022 11:08:55.935112,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 55.0, 34.166666666666664)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:57.262555,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 55.0, 34.166666666666664)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:58.676057,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 55.0, 34.166666666666664)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.199999999999999)"
15-12-2022 11:08:59.990514,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 55.0, 34.166666666666664)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:09:01.240513,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 55.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.6)"
15-12-2022 11:09:02.499491,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.6)"
15-12-2022 11:09:03.699731,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 6.5)"
15-12-2022 11:09:04.857573,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:09:06.019980,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.6)"
15-12-2022 11:09:07.230345,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.6)"
15-12-2022 11:09:08.411852,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.866666666666666)","(4.8, 8.2, 6.6)"
15-12-2022 11:09:09.622622,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.05)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:09:10.761553,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 7.799999999999999)","(4.8, 8.2, 7.0214285714285705)"
15-12-2022 11:09:11.876567,"(4.6, 7.8, 7.05)","(2.9, 3.8, 3.2125)","(11.0, 20.0, 15.25)","(19.0, 60.0, 37.5)","(8.5, 19.0, 10.5)","(11.0, 21.0, 14.0)","(5.0, 9.2, 8.516666666666666)","(4.8, 8.2, 6.262499999999999)"
