,Velocity Framed,Kilcoy Castle,Bermuda Sky,Far Out Lexi,Caledonia,Barking Bush
09-01-2023 17:46:52.564746,"(5.5, 7.4, 7.297435897435898)","(4.2, 5.0, 4.8533333333333335)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.861764705882353)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:53.464342,"(5.5, 7.4, 7.297435897435898)","(4.2, 5.0, 4.892307692307692)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.861764705882353)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:54.458380,"(5.5, 7.4, 7.297435897435898)","(4.2, 5.0, 4.892307692307692)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.861764705882353)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:55.351131,"(5.5, 7.4, 7.2125)","(4.2, 5.0, 4.878260869565217)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.861764705882353)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:56.287577,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.878260869565217)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.861764705882353)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:57.194390,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.878260869565217)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.861764705882353)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:58.178805,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.878260869565217)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:46:59.145421,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.878260869565217)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:00.109473,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:01.094032,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:02.040585,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:03.042529,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 5.9, 5.833333333333334)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:04.024436,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.821428571428571)","(8.5, 13.0, 12.153846153846153)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:05.025212,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.852941176470588)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:06.002420,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.852941176470588)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:07.007720,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.8)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:07.962937,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.8)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:08.944504,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.84)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:09.862364,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.818181818181818)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:10.805385,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.851851851851852)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:11.726269,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.9)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:12.645154,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:13.561123,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:14.463244,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:15.398012,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:16.310043,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.725)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:17.192951,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.166666666666666)","(3.4, 3.95, 3.856666666666667)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:18.098058,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.173913043478262)","(3.4, 3.95, 3.9425773195876292)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:18.990941,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.173913043478262)","(3.4, 3.95, 3.9425773195876292)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:19.842275,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.85)","(8.5, 13.0, 12.173913043478262)","(3.4, 3.95, 3.9425773195876292)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:20.757526,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.7681818181818185)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.9434647302904566)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:21.672897,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.7681818181818185)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.9425773195876292)","(5.0, 8.0, 7.8076923076923075)"
09-01-2023 17:47:22.599417,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.7681818181818185)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.9425773195876292)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:23.539403,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.7681818181818185)","(8.5, 13.0, 12.333333333333334)","(3.4, 3.95, 3.9425773195876292)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:24.452122,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.7681818181818185)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.892857142857143)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:25.585216,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.7681818181818185)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.892857142857143)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:26.479318,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.892857142857143)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:27.397750,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.222222222222221)","(3.4, 3.95, 3.892857142857143)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:28.306864,"(5.5, 7.4, 7.2)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.176470588235293)","(3.4, 3.95, 3.942258064516129)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:29.188856,"(5.5, 7.4, 7.2)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.176470588235293)","(3.4, 3.95, 3.942258064516129)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:30.507417,"(5.5, 7.4, 7.2)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.176470588235293)","(3.4, 3.95, 3.942258064516129)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:31.802912,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.176470588235293)","(3.4, 3.95, 3.8914634146341465)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:33.263831,"(5.5, 7.4, 7.15)","(4.2, 5.0, 4.837037037037037)","(4.4, 6.0, 5.765217391304348)","(8.5, 13.0, 12.25)","(3.4, 3.95, 3.8914634146341465)","(5.0, 8.0, 7.2727272727272725)"
09-01-2023 17:47:34.270966,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.837037037037037)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.25)","(3.3, 3.95, 3.885416666666667)","(5.5, 8.0, 7.2727272727272725)"
09-01-2023 17:47:35.176916,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.837037037037037)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.25)","(3.3, 3.95, 3.885416666666667)","(5.5, 8.0, 7.2727272727272725)"
09-01-2023 17:47:36.088583,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.806451612903226)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.25)","(3.3, 4.0, 3.9987531172069826)","(5.5, 8.0, 7.48)"
09-01-2023 17:47:37.014814,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.806451612903226)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.25)","(3.3, 4.0, 3.9987531172069826)","(5.5, 8.0, 7.48)"
09-01-2023 17:47:37.922708,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.806451612903226)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.25)","(3.3, 4.0, 3.9987531172069826)","(5.5, 8.0, 7.48)"
09-01-2023 17:47:38.828533,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.806451612903226)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.25)","(3.3, 4.0, 3.9987531172069826)","(5.5, 8.0, 7.48)"
09-01-2023 17:47:39.908786,"(5.5, 7.4, 7.15)","(4.0, 5.0, 4.806451612903226)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.35)","(3.3, 4.0, 3.9985754985754984)","(5.5, 8.0, 7.3999999999999995)"
09-01-2023 17:47:40.951038,"(5.5, 7.4, 7.109090909090909)","(4.0, 4.9, 4.7)","(4.6, 5.9, 5.853846153846154)","(9.0, 13.0, 12.35)","(3.3, 4.0, 3.9985507246376812)","(5.5, 7.6, 7.3999999999999995)"
09-01-2023 17:47:41.940275,"(5.5, 7.4, 7.109090909090909)","(4.0, 4.9, 4.678947368421053)","(4.6, 5.9, 5.857142857142858)","(9.0, 13.0, 12.071428571428571)","(3.3, 4.0, 3.9985074626865673)","(5.5, 7.6, 7.3999999999999995)"
09-01-2023 17:47:42.937617,"(5.5, 7.4, 7.08)","(4.0, 4.9, 4.683333333333334)","(4.6, 6.0, 5.765217391304348)","(9.0, 13.0, 12.055555555555555)","(3.3, 4.0, 3.9985994397759104)","(5.5, 7.6, 7.3999999999999995)"
09-01-2023 17:47:43.907754,"(5.5, 7.4, 7.08)","(4.0, 4.9, 4.683333333333334)","(4.6, 6.0, 5.757692307692308)","(9.0, 13.0, 12.055555555555555)","(3.3, 4.0, 3.9985994397759104)","(5.5, 7.6, 7.512)"
09-01-2023 17:47:44.924654,"(5.5, 7.4, 7.08)","(4.0, 4.9, 4.814285714285714)","(4.6, 6.0, 5.676923076923076)","(9.0, 13.0, 11.98)","(3.3, 4.0, 4.096621621621622)","(5.5, 7.8, 7.588235294117647)"
09-01-2023 17:47:45.865686,"(5.5, 7.4, 7.08)","(4.0, 4.9, 4.683333333333334)","(4.6, 5.9, 5.7153846153846155)","(9.0, 13.0, 11.98)","(3.3, 4.1, 4.091521739130434)","(5.5, 7.8, 7.512)"
09-01-2023 17:47:46.763974,"(5.5, 7.4, 7.08)","(4.0, 4.9, 4.707142857142857)","(4.6, 5.9, 5.678947368421053)","(9.0, 13.0, 12.032258064516128)","(3.3, 4.1, 4.091521739130434)","(5.5, 7.8, 7.512)"
09-01-2023 17:47:47.669599,"(5.5, 7.4, 7.088888888888889)","(4.0, 4.9, 4.707142857142857)","(4.6, 5.9, 5.678947368421053)","(9.0, 13.0, 12.217391304347826)","(3.3, 4.1, 4.091521739130434)","(5.5, 7.8, 7.512)"
09-01-2023 17:47:48.590988,"(5.5, 7.4, 7.088888888888889)","(4.0, 4.9, 4.707142857142857)","(4.6, 5.9, 5.678947368421053)","(9.0, 13.0, 12.53125)","(3.3, 4.1, 4.091521739130434)","(5.5, 7.8, 7.581818181818182)"
09-01-2023 17:47:49.557128,"(5.5, 7.4, 7.072727272727273)","(4.0, 4.9, 4.707142857142857)","(4.6, 5.6, 5.461538461538462)","(9.0, 13.0, 12.53125)","(3.3, 4.1, 4.091594827586206)","(5.5, 7.8, 7.581818181818182)"
09-01-2023 17:47:50.460231,"(5.5, 7.4, 7.175)","(4.0, 4.9, 4.771428571428571)","(4.6, 5.6, 5.42)","(9.0, 13.0, 12.53125)","(3.3, 4.1, 4.091594827586206)","(5.5, 7.8, 7.608)"
09-01-2023 17:47:51.374559,"(5.5, 7.4, 7.175)","(4.0, 4.9, 4.818181818181818)","(4.6, 5.6, 5.503571428571428)","(9.0, 13.0, 12.325)","(3.3, 4.1, 4.091594827586206)","(5.5, 7.8, 7.608)"
09-01-2023 17:47:52.346431,"(5.5, 7.4, 7.1692307692307695)","(4.0, 4.9, 4.8100000000000005)","(4.6, 5.6, 5.503571428571428)","(9.0, 13.0, 12.325)","(3.3, 4.1, 4.091594827586206)","(5.5, 7.8, 7.658823529411764)"
09-01-2023 17:47:53.328372,"(5.5, 7.4, 7.16)","(4.0, 4.9, 4.8100000000000005)","(4.6, 5.6, 5.503571428571428)","(9.0, 13.0, 12.217391304347826)","(3.3, 4.1, 4.023529411764706)","(5.5, 7.8, 7.3578947368421055)"
09-01-2023 17:47:54.287623,"(5.5, 7.4, 7.223529411764706)","(4.0, 4.9, 4.654545454545454)","(4.6, 5.6, 5.5325)","(9.0, 13.0, 12.217391304347826)","(3.3, 4.1, 4.093349753694581)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:47:55.223265,"(5.5, 7.4, 7.223529411764706)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.506896551724138)","(9.0, 13.0, 12.217391304347826)","(3.3, 4.1, 3.9936936936936935)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:47:56.226147,"(5.5, 7.0, 6.907692307692308)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.517021276595744)","(9.0, 13.0, 12.2)","(3.3, 4.0, 4.138291139240507)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:47:57.142061,"(5.5, 7.0, 6.88)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.517021276595744)","(9.0, 13.0, 12.2)","(3.3, 4.2, 3.9894736842105263)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:47:58.123658,"(5.5, 7.0, 6.925773195876289)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.494594594594594)","(9.0, 13.0, 12.282608695652174)","(3.3, 4.2, 4.061538461538461)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:47:59.070739,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.383333333333333)","(9.0, 13.0, 12.192307692307692)","(3.3, 4.2, 4.061538461538461)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:47:59.963668,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.3315789473684205)","(9.0, 13.0, 12.192307692307692)","(3.3, 4.2, 4.085714285714285)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:48:00.876428,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.6, 5.554362416107383)","(9.0, 13.0, 12.282608695652174)","(3.3, 4.1, 4.085714285714285)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:48:01.767224,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.5, 5.491176470588235)","(9.0, 13.0, 12.421052631578947)","(3.3, 4.1, 4.085714285714285)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:48:02.722358,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.5, 5.491724137931034)","(9.0, 13.0, 12.5)","(3.3, 4.1, 4.085714285714285)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:48:03.673792,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.5, 5.491724137931034)","(9.0, 13.0, 12.61111111111111)","(3.3, 4.1, 4.094444444444444)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:48:04.625930,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.6923076923076925)","(4.6, 5.5, 5.487368421052632)","(9.0, 13.0, 12.61111111111111)","(3.3, 4.1, 4.094444444444444)","(5.5, 7.8, 7.333333333333333)"
09-01-2023 17:48:05.601040,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.818181818181818)","(4.6, 5.5, 5.475757575757576)","(9.0, 13.0, 12.533333333333333)","(3.3, 4.1, 4.094444444444444)","(5.5, 7.8, 7.44)"
09-01-2023 17:48:06.520280,"(5.5, 7.0, 6.955056179775281)","(4.0, 5.0, 4.822222222222222)","(4.6, 5.5, 5.475757575757576)","(9.0, 13.0, 12.533333333333333)","(3.3, 4.1, 4.094285714285714)","(5.5, 7.8, 7.418181818181818)"
09-01-2023 17:48:07.478391,"(5.5, 7.0, 6.955056179775281)","(4.0, 4.9, 4.728571428571429)","(4.6, 5.5, 5.475757575757576)","(9.0, 13.0, 12.5625)","(3.3, 4.1, 4.094285714285714)","(5.5, 7.8, 7.542857142857143)"
09-01-2023 17:48:08.391534,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.9, 4.785714285714286)","(4.6, 5.5, 5.487368421052632)","(9.0, 13.0, 12.5625)","(3.3, 4.1, 4.094285714285714)","(5.5, 7.8, 7.475)"
09-01-2023 17:48:09.329066,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.9, 4.785714285714286)","(4.6, 5.5, 5.487368421052632)","(9.0, 13.0, 12.6)","(3.3, 4.1, 4.094285714285714)","(5.5, 7.8, 7.475)"
09-01-2023 17:48:10.459030,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.7444444444444445)","(4.6, 5.5, 5.487368421052632)","(9.0, 13.0, 12.555555555555555)","(3.3, 4.1, 4.094285714285714)","(5.5, 7.8, 7.475)"
09-01-2023 17:48:11.482748,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.7444444444444445)","(4.6, 5.5, 5.487368421052632)","(9.0, 13.0, 12.555555555555555)","(3.3, 4.1, 4.094285714285714)","(5.5, 7.8, 7.5600000000000005)"
09-01-2023 17:48:12.495187,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.7444444444444445)","(4.6, 5.5, 5.4676470588235295)","(9.0, 13.0, 12.583333333333334)","(3.3, 4.1, 4.1187499999999995)","(5.5, 7.8, 7.678571428571429)"
09-01-2023 17:48:13.595205,"(5.5, 7.0, 6.951515151515151)","(4.0, 4.8, 4.7444444444444445)","(4.6, 5.5, 5.4676470588235295)","(9.0, 13.0, 12.95)","(3.3, 4.2, 4.109302325581395)","(5.5, 8.0, 7.7176470588235295)"
09-01-2023 17:48:14.792636,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.7894736842105265)","(4.6, 5.5, 5.391111111111112)","(9.0, 13.0, 12.95)","(3.3, 4.2, 4.109302325581395)","(5.5, 8.0, 7.7176470588235295)"
09-01-2023 17:48:16.104688,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.685714285714285)","(4.6, 5.4, 5.378260869565218)","(9.0, 13.0, 12.95)","(3.3, 4.2, 4.096)","(5.5, 8.0, 7.976991150442478)"
09-01-2023 17:48:17.174737,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.685714285714285)","(4.6, 5.4, 5.378260869565218)","(9.0, 13.0, 12.95)","(3.3, 4.2, 4.08)","(5.5, 8.0, 7.98348623853211)"
09-01-2023 17:48:18.311737,"(5.5, 7.0, 6.958762886597938)","(4.0, 4.8, 4.685714285714285)","(4.6, 5.4, 5.378260869565218)","(9.0, 13.0, 12.916666666666666)","(3.3, 4.2, 4.103571428571429)","(5.5, 8.0, 8.725925925925926)"
09-01-2023 17:48:19.435014,"(5.5, 7.0, 6.956521739130435)","(4.0, 4.8, 4.622222222222222)","(4.6, 5.4, 5.378260869565218)","(9.0, 13.0, 12.916666666666666)","(3.3, 4.2, 4.09811320754717)","(5.5, 8.8, 8.569230769230769)"
09-01-2023 17:48:20.368038,"(5.5, 7.0, 6.956521739130435)","(4.0, 4.8, 4.622222222222222)","(4.6, 5.4, 5.378260869565218)","(9.0, 13.0, 12.916666666666666)","(3.3, 4.2, 4.09811320754717)","(5.5, 8.6, 8.569230769230769)"
09-01-2023 17:48:21.305026,"(5.5, 7.0, 6.954545454545454)","(4.0, 4.8, 4.622222222222222)","(4.6, 5.4, 5.378260869565218)","(9.0, 13.0, 12.833333333333334)","(3.3, 4.2, 4.068292682926829)","(5.5, 9.2, 8.628571428571428)"
09-01-2023 17:48:22.223136,"(5.5, 7.0, 6.954545454545454)","(4.0, 4.8, 4.622222222222222)","(4.6, 5.3, 5.295833333333333)","(9.0, 13.0, 12.88888888888889)","(3.3, 4.2, 4.068292682926829)","(5.5, 9.2, 8.776470588235293)"
09-01-2023 17:48:23.183496,"(5.5, 7.0, 6.939130434782609)","(4.0, 4.8, 4.6499999999999995)","(4.6, 5.3, 5.295833333333333)","(9.0, 13.0, 12.88888888888889)","(3.3, 4.2, 4.082608695652174)","(5.5, 9.2, 8.733333333333333)"
09-01-2023 17:48:24.227114,"(5.5, 7.0, 6.939130434782609)","(4.0, 4.8, 4.666666666666666)","(4.6, 5.5, 5.476923076923077)","(9.0, 13.0, 12.181818181818182)","(3.3, 4.2, 4.07037037037037)","(5.5, 9.2, 8.733333333333333)"
09-01-2023 17:48:25.304821,"(5.5, 7.0, 6.939130434782609)","(4.0, 4.8, 4.666666666666666)","(4.6, 5.5, 5.476923076923077)","(9.0, 13.0, 12.28)","(3.3, 4.2, 4.07037037037037)","(5.5, 9.2, 8.876923076923077)"
09-01-2023 17:48:26.328525,"(5.5, 7.0, 6.939130434782609)","(4.0, 4.8, 4.614285714285714)","(4.6, 5.5, 5.476923076923077)","(9.0, 13.0, 12.28)","(3.3, 4.2, 4.07037037037037)","(5.5, 9.2, 8.876923076923077)"
09-01-2023 17:48:27.426140,"(5.5, 7.0, 6.939130434782609)","(4.0, 4.8, 4.614285714285714)","(4.6, 5.5, 5.476923076923077)","(9.0, 13.0, 12.28)","(3.3, 4.2, 4.07037037037037)","(5.5, 9.2, 8.876923076923077)"
09-01-2023 17:48:28.435465,"(5.5, 7.0, 6.939130434782609)","(4.0, 4.8, 4.614285714285714)","(4.6, 5.5, 5.476923076923077)","(9.0, 13.0, 12.28)","(3.3, 4.2, 4.07037037037037)","(5.5, 9.2, 8.876923076923077)"
09-01-2023 17:48:29.492120,"(5.5, 7.4, 7.372727272727273)","(4.0, 4.7, 4.68)","(4.6, 5.5, 5.465822784810126)","(9.0, 12.0, 11.65)","(3.3, 4.1, 4.087946428571429)","(5.5, 9.6, 9.04)"
09-01-2023 17:48:30.680105,"(5.5, 7.4, 7.368181818181818)","(4.0, 4.7, 4.66578947368421)","(4.6, 5.5, 5.465822784810126)","(9.0, 12.0, 11.285714285714286)","(3.3, 4.0, 3.9835526315789473)","(5.5, 9.6, 9.021052631578947)"
09-01-2023 17:48:31.936718,"(5.5, 7.4, 7.368181818181818)","(4.0, 4.7, 4.675)","(4.6, 5.5, 5.45)","(9.0, 12.0, 11.1)","(3.3, 4.0, 3.984931506849315)","(5.5, 9.6, 9.314285714285713)"
09-01-2023 17:48:33.196997,"(5.5, 7.4, 7.381176470588236)","(4.0, 4.7, 4.673913043478261)","(4.4, 5.5, 5.475)","(9.0, 11.5, 10.833333333333334)","(3.4, 4.0, 3.9653846153846155)","(6.0, 9.6, 9.355555555555556)"
09-01-2023 17:48:34.276336,"(5.5, 7.4, 7.364044943820225)","(4.0, 4.7, 4.668181818181818)","(4.4, 5.5, 5.475)","(9.0, 11.5, 10.833333333333334)","(3.4, 4.0, 3.9653846153846155)","(6.0, 9.4, 9.355555555555556)"
