,Billy Buttons,Knighted Shadow,Wyndsor Rose,Corporal Trigger,Real Steel,Effect On Me,From The Area,Tap Out Diesel
11-01-2023 15:02:56.581801,"(2.7, 2.88, 2.838)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.8, 6.2)","(19.0, 60.0, 30.90909090909091)","(5.0, 7.6, 7.075)","(14.0, 38.0, 18.291666666666668)","(5.0, 8.0, 7.890909090909091)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:02:57.781682,"(2.7, 2.88, 2.838)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.4, 6.2)","(19.0, 60.0, 30.90909090909091)","(5.0, 7.6, 7.075)","(14.0, 38.0, 25.25)","(5.0, 8.0, 7.911111111111111)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:02:59.049444,"(2.7, 2.88, 2.838)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.4, 5.8)","(19.0, 60.0, 30.90909090909091)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.911111111111111)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:00.248352,"(2.7, 2.88, 2.8099999999999996)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.8, 5.866666666666667)","(19.0, 60.0, 30.90909090909091)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.644444444444445)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:01.505837,"(2.7, 2.88, 2.8099999999999996)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.8, 5.866666666666667)","(19.0, 60.0, 33.333333333333336)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.644444444444445)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:02.791382,"(2.7, 2.88, 2.8099999999999996)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.8, 5.830769230769231)","(19.0, 60.0, 34.4)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.822222222222222)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:04.016377,"(2.7, 2.88, 2.8099999999999996)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.8, 5.830769230769231)","(19.0, 60.0, 34.4)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.822222222222222)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:05.248640,"(2.7, 2.88, 2.8099999999999996)","(19.0, 60.0, 27.17241379310345)","(3.9, 6.8, 5.830769230769231)","(19.0, 60.0, 34.4)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.822222222222222)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:06.557248,"(2.7, 2.88, 2.8061538461538458)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.8, 6.359999999999999)","(19.0, 60.0, 34.4)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.822222222222222)","(9.0, 16.5, 11.954545454545455)"
11-01-2023 15:03:07.857069,"(2.7, 2.88, 2.843076923076923)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.6, 6.359999999999999)","(19.0, 60.0, 42.285714285714285)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.68)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:09.210190,"(2.7, 2.88, 2.843076923076923)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.6, 5.8)","(19.0, 60.0, 36.0)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.466666666666667)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:10.555471,"(2.7, 2.88, 2.843076923076923)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.8, 5.8)","(19.0, 60.0, 36.0)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.466666666666667)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:11.840158,"(2.7, 2.88, 2.843076923076923)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.8, 6.359999999999999)","(19.0, 60.0, 54.5)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.466666666666667)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:12.988562,"(2.7, 2.88, 2.8449999999999998)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.6, 6.359999999999999)","(19.0, 75.0, 69.0)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.466666666666667)","(9.0, 16.5, 11.666666666666666)"
11-01-2023 15:03:14.208192,"(2.7, 2.88, 2.829090909090909)","(19.0, 60.0, 27.133333333333333)","(3.9, 6.8, 6.2)","(19.0, 80.0, 56.5)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.458064516129032)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:15.478953,"(2.7, 2.88, 2.868333333333333)","(19.0, 55.0, 40.5)","(3.9, 6.4, 6.2)","(19.0, 75.0, 48.57142857142857)","(5.0, 7.6, 7.075)","(14.0, 34.0, 25.25)","(5.0, 8.0, 7.458064516129032)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:16.703782,"(2.7, 2.88, 2.868333333333333)","(19.0, 55.0, 40.5)","(3.9, 6.4, 6.2)","(19.0, 75.0, 53.85714285714286)","(5.0, 7.6, 7.075)","(14.0, 34.0, 18.444444444444443)","(5.0, 8.0, 7.444444444444445)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:17.819978,"(2.7, 2.88, 2.868333333333333)","(19.0, 60.0, 28.193548387096776)","(3.9, 6.4, 6.2)","(19.0, 75.0, 53.85714285714286)","(5.0, 7.6, 7.075)","(14.0, 34.0, 20.875)","(5.0, 7.8, 7.4)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:18.894056,"(2.7, 2.88, 2.868333333333333)","(19.0, 60.0, 28.193548387096776)","(3.9, 6.4, 6.2)","(19.0, 75.0, 44.375)","(5.0, 7.6, 7.075)","(14.0, 34.0, 20.875)","(5.0, 7.8, 7.2064516129032254)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:20.018900,"(2.7, 2.88, 2.868333333333333)","(19.0, 60.0, 47.25)","(3.9, 6.4, 6.2)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 34.0, 24.25)","(5.0, 7.8, 7.2064516129032254)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:21.213005,"(2.7, 2.88, 2.868333333333333)","(19.0, 60.0, 53.2)","(3.9, 6.4, 5.8)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 32.0, 24.25)","(5.0, 7.8, 7.2064516129032254)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:22.263255,"(2.7, 2.88, 2.833333333333333)","(19.0, 60.0, 56.22222222222222)","(3.9, 6.8, 5.8)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 32.0, 30.636363636363633)","(5.0, 7.8, 7.325)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:23.302241,"(2.7, 2.88, 2.833333333333333)","(19.0, 60.0, 53.2)","(3.9, 6.6, 6.359999999999999)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 32.0, 30.75)","(5.0, 7.8, 7.392857142857143)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:24.369169,"(2.7, 2.88, 2.833333333333333)","(19.0, 60.0, 53.2)","(3.9, 6.6, 6.359999999999999)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 32.0, 31.464285714285715)","(5.0, 7.8, 7.392857142857143)","(9.0, 16.5, 11.685185185185185)"
11-01-2023 15:03:25.554770,"(2.7, 2.88, 2.833333333333333)","(19.0, 60.0, 53.2)","(3.9, 6.6, 6.2)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 32.0, 24.75)","(5.0, 7.8, 7.392857142857143)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:26.676188,"(2.7, 2.88, 2.833333333333333)","(19.0, 60.0, 53.2)","(3.9, 6.4, 6.2)","(19.0, 75.0, 57.5)","(5.0, 7.6, 7.075)","(14.0, 32.0, 24.75)","(5.0, 7.8, 7.392857142857143)","(9.0, 16.5, 11.661290322580646)"
11-01-2023 15:03:28.106347,"(2.7, 2.88, 2.833333333333333)","(19.0, 60.0, 53.2)","(3.9, 6.4, 5.8)","(19.0, 75.0, 56.66666666666667)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 24.75)","(5.0, 7.8, 7.392857142857143)","(9.0, 16.5, 15.166666666666668)"
11-01-2023 15:03:29.213858,"(2.7, 2.88, 2.793846153846154)","(19.0, 60.0, 46.92307692307692)","(3.9, 6.6, 5.123076923076923)","(19.0, 75.0, 57.5)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 24.75)","(5.0, 7.8, 7.333333333333333)","(9.0, 16.0, 13.5)"
11-01-2023 15:03:30.656258,"(2.7, 2.88, 2.79)","(19.0, 55.0, 44.642857142857146)","(3.9, 6.6, 5.6)","(19.0, 75.0, 59.64285714285714)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 18.466666666666665)","(5.0, 7.8, 7.32)","(9.0, 15.5, 13.625)"
11-01-2023 15:03:31.962350,"(2.7, 2.88, 2.79)","(19.0, 55.0, 30.833333333333332)","(3.9, 6.2, 5.066666666666666)","(19.0, 65.0, 55.27777777777778)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 22.666666666666664)","(5.0, 7.8, 7.618181818181817)","(9.0, 15.5, 13.625)"
11-01-2023 15:03:33.162398,"(2.7, 2.88, 2.81)","(19.0, 55.0, 31.666666666666668)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 55.27777777777778)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.030769230769231)","(9.0, 15.5, 11.954545454545455)"
11-01-2023 15:03:34.390844,"(2.7, 2.88, 2.81)","(19.0, 50.0, 32.75)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 55.27777777777778)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.030769230769231)","(9.0, 15.5, 11.954545454545455)"
11-01-2023 15:03:35.560084,"(2.7, 2.88, 2.8266666666666667)","(19.0, 50.0, 29.555555555555557)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 54.705882352941174)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 15.5, 11.954545454545455)"
11-01-2023 15:03:36.677539,"(2.7, 2.88, 2.81)","(19.0, 50.0, 29.555555555555557)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 53.5)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 15.5, 12.75)"
11-01-2023 15:03:37.770976,"(2.7, 2.88, 2.81)","(19.0, 50.0, 29.555555555555557)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 53.5)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 15.0, 11.945945945945946)"
11-01-2023 15:03:38.915487,"(2.7, 2.88, 2.81)","(19.0, 50.0, 27.741935483870968)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 46.625)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 14.5, 11.945945945945946)"
11-01-2023 15:03:40.135542,"(2.7, 2.88, 2.81)","(19.0, 50.0, 27.741935483870968)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 46.625)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 14.5, 11.945945945945946)"
11-01-2023 15:03:41.321854,"(2.7, 2.88, 2.81)","(19.0, 50.0, 27.741935483870968)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 53.69230769230769)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.417391304347826)","(9.0, 14.5, 12.764705882352942)"
11-01-2023 15:03:42.463479,"(2.7, 2.88, 2.81)","(19.0, 44.0, 42.2)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 55.8125)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 14.0, 12.384615384615385)"
11-01-2023 15:03:43.667571,"(2.7, 2.88, 2.82)","(19.0, 42.0, 40.4)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 55.8125)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.573913043478261)","(9.0, 14.0, 11.878048780487806)"
11-01-2023 15:03:44.840468,"(2.7, 2.88, 2.82)","(19.0, 42.0, 37.0)","(3.9, 6.0, 5.045454545454546)","(19.0, 65.0, 54.285714285714285)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.878048780487806)"
11-01-2023 15:03:46.052580,"(2.7, 2.88, 2.8028571428571425)","(19.0, 42.0, 32.0)","(3.9, 6.0, 5.045454545454546)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.878048780487806)"
11-01-2023 15:03:47.297564,"(2.7, 2.88, 2.82)","(19.0, 42.0, 32.0)","(3.9, 6.0, 5.043478260869565)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.923076923076923)"
11-01-2023 15:03:48.464535,"(2.7, 2.88, 2.8266666666666667)","(19.0, 40.0, 38.375)","(3.9, 6.0, 5.043478260869565)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.48)","(9.0, 14.0, 11.923076923076923)"
11-01-2023 15:03:49.664126,"(2.7, 2.88, 2.7733333333333334)","(19.0, 38.0, 36.625)","(3.9, 6.0, 5.05625)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.923076923076923)"
11-01-2023 15:03:50.875843,"(2.7, 2.88, 2.737777777777778)","(19.0, 38.0, 36.625)","(3.9, 5.9, 5.045)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.923076923076923)"
11-01-2023 15:03:52.062638,"(2.7, 2.88, 2.736)","(19.0, 38.0, 36.625)","(3.9, 5.9, 5.114285714285714)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.923076923076923)"
11-01-2023 15:03:53.347239,"(2.7, 2.88, 2.73)","(19.0, 38.0, 36.625)","(3.9, 5.8, 5.08)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 11.923076923076923)"
11-01-2023 15:03:54.811594,"(2.7, 2.86, 2.73)","(19.0, 38.0, 36.625)","(3.9, 5.8, 5.08)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.85)","(5.0, 8.2, 7.624)","(9.0, 14.0, 13.0)"
11-01-2023 15:03:56.108594,"(2.7, 2.86, 2.73)","(19.0, 38.0, 36.625)","(3.9, 5.8, 5.35)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.4)","(5.0, 8.2, 7.88695652173913)","(9.0, 13.5, 13.0)"
11-01-2023 15:03:57.462510,"(2.7, 2.86, 2.7772727272727273)","(19.0, 38.0, 36.625)","(3.9, 5.7, 5.35)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.4)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 13.0)"
11-01-2023 15:03:58.563660,"(2.7, 2.86, 2.7654545454545456)","(19.0, 38.0, 36.625)","(3.9, 5.7, 5.35)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.4)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.071428571428571)"
11-01-2023 15:03:59.723165,"(2.7, 2.86, 2.7654545454545456)","(19.0, 38.0, 36.625)","(3.9, 5.7, 5.058333333333334)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.4)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.071428571428571)"
11-01-2023 15:04:00.880887,"(2.7, 2.86, 2.7654545454545456)","(19.0, 38.0, 36.625)","(3.9, 5.7, 5.023333333333333)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.4)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.071428571428571)"
11-01-2023 15:04:02.028473,"(2.7, 2.86, 2.7654545454545456)","(19.0, 38.0, 36.625)","(3.9, 5.7, 5.054545454545455)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 19.4)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.846153846153847)"
11-01-2023 15:04:03.164842,"(2.7, 2.86, 2.7800000000000002)","(19.0, 38.0, 36.625)","(3.9, 5.6, 5.054545454545455)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 20.1875)","(5.0, 8.2, 7.654545454545454)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:04.377984,"(2.7, 2.86, 2.7800000000000002)","(19.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.054545454545455)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 24.416666666666664)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:05.854319,"(2.7, 2.86, 2.7800000000000002)","(19.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.025)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 25.0)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:07.223323,"(2.7, 2.86, 2.7800000000000002)","(19.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.025)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 7.133333333333333)","(14.0, 32.0, 25.0)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:08.552674,"(2.7, 2.7, 2.6873684210526316)","(19.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.03)","(19.0, 60.0, 52.470588235294116)","(5.0, 7.6, 7.133333333333333)","(14.0, 32.0, 23.666666666666668)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:09.992692,"(2.7, 2.7, 2.685)","(19.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.03)","(19.0, 60.0, 56.0)","(5.0, 7.6, 7.133333333333333)","(14.0, 32.0, 24.695652173913043)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:11.375537,"(2.7, 2.7, 2.685)","(19.0, 40.0, 35.27272727272727)","(3.9, 5.6, 5.03)","(19.0, 60.0, 56.0)","(5.0, 7.6, 7.133333333333333)","(14.0, 32.0, 27.542857142857144)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:12.609151,"(2.7, 2.7, 2.685)","(19.0, 40.0, 35.27272727272727)","(3.9, 5.6, 5.025)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 29.0)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:13.833384,"(2.7, 2.7, 2.68)","(19.0, 40.0, 36.1)","(3.9, 5.6, 5.025)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 25.846153846153847)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:14.970936,"(2.7, 2.7, 2.68)","(19.0, 40.0, 36.1)","(3.9, 5.6, 5.025)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 28.923076923076923)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:16.149959,"(2.7, 2.7, 2.68)","(19.0, 40.0, 32.8)","(3.9, 5.6, 5.025)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 28.923076923076923)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:17.285434,"(2.7, 2.7, 2.68)","(19.0, 40.0, 32.8)","(3.9, 5.6, 5.025)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 30.636363636363637)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:18.396734,"(2.7, 2.7, 2.68)","(19.0, 40.0, 36.72727272727273)","(3.9, 5.6, 5.026086956521739)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 30.636363636363637)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:19.517982,"(2.7, 2.7, 2.68)","(19.0, 40.0, 36.72727272727273)","(3.9, 5.6, 5.026086956521739)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 30.636363636363637)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:20.699762,"(2.7, 2.78, 2.712258064516129)","(19.0, 40.0, 36.72727272727273)","(3.9, 5.6, 5.022222222222222)","(19.0, 60.0, 56.0)","(5.0, 7.6, 6.963636363636363)","(14.0, 32.0, 30.636363636363637)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.846153846153847)"
11-01-2023 15:04:21.836989,"(2.7, 2.78, 2.728780487804878)","(19.0, 40.0, 36.72727272727273)","(3.9, 5.6, 5.022222222222222)","(19.0, 60.0, 56.0)","(5.0, 7.6, 7.1)","(14.0, 32.0, 27.125)","(5.0, 8.2, 7.7384615384615385)","(9.0, 13.0, 12.578947368421053)"
11-01-2023 15:04:22.897732,"(2.7, 2.78, 2.72)","(19.0, 42.0, 37.666666666666664)","(3.9, 5.6, 5.022222222222222)","(19.0, 75.0, 57.95)","(5.0, 7.6, 7.1)","(14.0, 34.0, 27.125)","(5.0, 8.2, 7.703448275862069)","(9.0, 13.5, 12.846153846153847)"
11-01-2023 15:04:24.020125,"(2.7, 2.78, 2.717391304347826)","(19.0, 44.0, 35.42857142857143)","(3.9, 5.5, 5.035714285714286)","(19.0, 75.0, 57.95)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 27.125)","(5.0, 8.2, 7.654545454545454)","(9.0, 13.0, 12.578947368421053)"
11-01-2023 15:04:25.178481,"(2.7, 2.76, 2.7130434782608694)","(19.0, 44.0, 36.5)","(3.9, 5.5, 5.029411764705882)","(19.0, 75.0, 57.95)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 27.125)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:26.291488,"(2.7, 2.76, 2.7130434782608694)","(19.0, 44.0, 39.0)","(3.9, 5.5, 5.02)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 30.764705882352942)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:27.366502,"(2.7, 2.76, 2.7130434782608694)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 30.764705882352942)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:28.429887,"(2.7, 2.78, 2.72)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 30.764705882352942)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:29.579831,"(2.7, 2.78, 2.718235294117647)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 30.764705882352942)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:30.739188,"(2.7, 2.78, 2.71)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 30.764705882352942)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:31.869219,"(2.7, 2.78, 2.675)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.822222222222222)","(14.0, 34.0, 30.764705882352942)","(5.0, 8.2, 7.4941176470588236)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:33.003508,"(2.7, 2.78, 2.675)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 29.0)","(5.0, 8.2, 7.75)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:34.092888,"(2.7, 2.78, 2.675)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 29.0)","(5.0, 8.2, 7.75)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:35.168608,"(2.7, 2.78, 2.675)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 29.0)","(5.0, 8.2, 7.75)","(9.0, 13.5, 12.578947368421053)"
