,Mollidor,Hear The Call Nz,Harry Croft,My Ultimate Heston,Chasin Dreamz,Downtown Lucca,Awayovernight Nz,Jaydes Terror,Rocco Variety
08-12-2022 15:11:20.951620,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 22.0, 16.4)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 20.833333333333332)"
08-12-2022 15:11:22.423192,"(21.0, 27.0, 23.4)","(1.85, 99999, 99990)","(21.0, 42.0, 32.0)","(15.0, 24.0, 21.0)","(13.0, 22.0, 17.333333333333332)","(10.0, 15.0, 13.8)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 21.7)"
08-12-2022 15:11:23.733667,"(21.0, 30.0, 24.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 22.0, 17.333333333333332)","(10.0, 14.5, 13.666666666666666)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 22.0)"
08-12-2022 15:11:24.950902,"(21.0, 29.0, 24.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 22.0, 16.4)","(10.0, 15.5, 13.5)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 21.285714285714285)"
08-12-2022 15:11:26.306338,"(21.0, 28.0, 23.5)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 22.0, 16.4)","(10.0, 14.0, 13.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 21.285714285714285)"
08-12-2022 15:11:27.460904,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 22.0, 17.333333333333332)","(10.0, 13.5, 15.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 21.7)"
08-12-2022 15:11:28.519069,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(21.0, 42.0, 32.0)","(15.0, 24.0, 21.0)","(13.0, 22.0, 16.2)","(10.0, 16.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 22.0)"
08-12-2022 15:11:29.644095,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 21.0, 17.5)","(10.0, 15.5, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 22.0)"
08-12-2022 15:11:30.919123,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.0)","(13.0, 20.0, 16.5)","(10.0, 15.5, 14.833333333333332)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 21.285714285714285)"
08-12-2022 15:11:32.119406,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(21.0, 42.0, 32.0)","(15.0, 24.0, 20.8)","(13.0, 19.5, 16.5)","(10.0, 15.5, 14.1)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(16.0, 23.0, 21.555555555555557)"
08-12-2022 15:11:33.252312,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 20.8)","(13.0, 19.5, 16.5)","(10.0, 15.5, 14.625)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(13.0, 23.0, 21.555555555555557)"
08-12-2022 15:11:34.380187,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.333333333333332)","(13.0, 24.0, 17.25)","(10.0, 16.0, 15.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(13.0, 23.0, 21.285714285714285)"
08-12-2022 15:11:35.475843,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.2)","(13.0, 21.0, 20.076923076923077)","(10.0, 16.0, 15.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(13.0, 23.0, 22.0)"
08-12-2022 15:11:36.622015,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.69565217391305)","(15.0, 24.0, 21.2)","(13.0, 21.0, 20.076923076923077)","(10.0, 16.0, 15.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.888888888888886)","(13.0, 23.0, 22.454545454545453)"
08-12-2022 15:11:37.815582,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.69565217391305)","(15.0, 24.0, 21.2)","(13.0, 20.0, 19.23076923076923)","(10.0, 16.0, 14.666666666666666)","(3.1, 99999, 99990)","(26.0, 48.0, 45.411764705882355)","(13.0, 23.0, 21.555555555555557)"
08-12-2022 15:11:39.344275,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 19.0)","(13.0, 20.0, 19.23076923076923)","(10.0, 16.0, 14.666666666666666)","(3.1, 99999, 99990)","(26.0, 48.0, 41.0)","(13.0, 23.0, 20.636363636363637)"
08-12-2022 15:11:40.580379,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 19.0)","(13.0, 20.0, 21.1875)","(10.0, 16.0, 14.666666666666666)","(3.1, 99999, 99990)","(26.0, 48.0, 42.0)","(13.0, 23.0, 20.636363636363637)"
08-12-2022 15:11:41.807143,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 22.75)","(13.0, 24.0, 21.76923076923077)","(10.0, 16.0, 15.681818181818182)","(3.1, 99999, 99990)","(26.0, 48.0, 42.0)","(13.0, 23.0, 18.666666666666668)"
08-12-2022 15:11:42.907542,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.69230769230769)","(15.0, 24.0, 22.75)","(13.0, 23.0, 21.76923076923077)","(10.0, 16.0, 15.681818181818182)","(3.1, 99999, 99990)","(26.0, 48.0, 42.0)","(13.0, 23.0, 22.0)"
08-12-2022 15:11:44.143790,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.69565217391305)","(15.0, 24.0, 21.2)","(13.0, 24.0, 16.125)","(10.0, 16.0, 15.833333333333332)","(3.1, 99999, 99990)","(26.0, 48.0, 42.0)","(13.0, 23.0, 21.285714285714285)"
08-12-2022 15:11:45.465322,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.69230769230769)","(15.0, 24.0, 21.2)","(13.0, 24.0, 16.125)","(10.0, 16.0, 15.681818181818182)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 23.0, 21.285714285714285)"
08-12-2022 15:11:46.708841,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.5)","(13.0, 24.0, 16.125)","(10.0, 16.0, 14.666666666666666)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 23.0, 19.5)"
08-12-2022 15:11:47.928694,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 22.0)","(13.0, 24.0, 16.125)","(10.0, 16.0, 14.666666666666666)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 23.0, 19.5)"
08-12-2022 15:11:48.980424,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 22.0)","(13.0, 24.0, 16.125)","(10.0, 16.0, 15.681818181818182)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 23.0, 19.0)"
08-12-2022 15:11:50.250235,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 22.75)","(13.0, 24.0, 16.125)","(10.0, 16.0, 15.681818181818182)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.0)"
08-12-2022 15:11:51.572258,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 22.75)","(13.0, 24.0, 16.125)","(10.0, 16.0, 13.6)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.25)"
08-12-2022 15:11:52.794315,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 22.0)","(13.0, 24.0, 16.125)","(10.0, 16.0, 13.6)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 21.0, 18.0)"
08-12-2022 15:11:54.159110,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.2)","(13.0, 24.0, 16.125)","(10.0, 16.0, 13.6)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 23.0, 18.75)"
08-12-2022 15:11:55.407372,"(21.0, 27.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.2)","(13.0, 24.0, 17.666666666666668)","(10.0, 16.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.75)"
08-12-2022 15:11:56.712470,"(21.0, 26.0, 22.5)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.2)","(13.0, 23.0, 17.0)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.75)"
08-12-2022 15:11:57.894149,"(21.0, 25.0, 22.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.2)","(13.0, 21.0, 17.0)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.75)"
08-12-2022 15:11:59.089814,"(21.0, 24.0, 21.5)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.6)","(13.0, 21.0, 19.23076923076923)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.75)"
08-12-2022 15:12:00.652522,"(21.0, 24.0, 21.5)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.6)","(13.0, 20.0, 19.23076923076923)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 17.928571428571427)"
08-12-2022 15:12:01.872120,"(21.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.6)","(13.0, 20.0, 19.23076923076923)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 24.0, 18.5)"
08-12-2022 15:12:03.115256,"(21.0, 25.0, 22.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 21.666666666666668)","(13.0, 20.0, 16.666666666666668)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 20.0, 18.5)"
08-12-2022 15:12:04.574419,"(21.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 23.083333333333332)","(13.0, 20.0, 19.23076923076923)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 20.0, 18.5)"
08-12-2022 15:12:05.767531,"(21.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(15.0, 24.0, 23.083333333333332)","(13.0, 20.0, 19.23076923076923)","(10.0, 15.0, 14.0)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 20.0, 19.833333333333332)"
08-12-2022 15:12:07.144739,"(21.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 34.0)","(15.0, 25.0, 23.916666666666664)","(13.0, 22.0, 20.133333333333333)","(10.0, 15.0, 12.75)","(3.1, 99999, 99990)","(26.0, 48.0, 42.75)","(13.0, 22.0, 18.75)"
08-12-2022 15:12:08.553468,"(18.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 34.0)","(16.0, 25.0, 22.6)","(14.0, 22.0, 19.5)","(10.0, 15.0, 13.333333333333334)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 22.0, 18.25)"
08-12-2022 15:12:09.997686,"(18.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 34.0)","(16.0, 25.0, 22.6)","(14.0, 24.0, 19.5)","(10.0, 14.5, 13.357142857142858)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 18.25)"
08-12-2022 15:12:11.431268,"(18.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 34.0)","(16.0, 25.0, 22.6)","(14.0, 24.0, 17.333333333333332)","(10.0, 14.5, 14.0625)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:12.654333,"(18.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.4)","(16.0, 25.0, 22.666666666666668)","(14.0, 22.0, 20.923076923076923)","(10.0, 14.5, 13.3)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.0)"
08-12-2022 15:12:13.967642,"(18.0, 25.0, 24.884615384615383)","(1.85, 99999, 99990)","(26.0, 42.0, 36.4)","(16.0, 25.0, 22.666666666666668)","(14.0, 22.0, 21.3)","(10.0, 14.5, 14.166666666666666)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:15.246056,"(18.0, 25.0, 24.884615384615383)","(1.85, 99999, 99990)","(26.0, 42.0, 32.0)","(16.0, 25.0, 22.666666666666668)","(14.0, 22.0, 20.727272727272727)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:16.597443,"(18.0, 25.0, 24.884615384615383)","(1.85, 99999, 99990)","(26.0, 42.0, 35.2)","(16.0, 25.0, 22.666666666666668)","(14.0, 22.0, 20.727272727272727)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:17.968056,"(18.0, 25.0, 23.9)","(1.85, 99999, 99990)","(26.0, 42.0, 39.5)","(16.0, 25.0, 22.333333333333332)","(14.0, 22.0, 18.25)","(10.0, 15.5, 14.833333333333332)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:19.360563,"(18.0, 25.0, 23.9)","(1.85, 99999, 99990)","(26.0, 42.0, 39.5)","(16.0, 25.0, 22.333333333333332)","(14.0, 18.5, 19.0)","(10.0, 15.5, 14.833333333333332)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:20.632617,"(18.0, 25.0, 23.9)","(1.85, 99999, 99990)","(26.0, 42.0, 39.5)","(16.0, 25.0, 22.333333333333332)","(14.0, 22.0, 22.0)","(10.0, 15.5, 14.1)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:21.884455,"(18.0, 25.0, 23.9)","(1.85, 99999, 99990)","(26.0, 42.0, 39.5)","(16.0, 25.0, 22.333333333333332)","(14.0, 25.0, 20.0)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:23.100203,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.16666666666667)","(16.0, 25.0, 22.333333333333332)","(14.0, 24.0, 20.0)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:24.415008,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.33333333333333)","(16.0, 25.0, 20.0)","(14.0, 24.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:25.709887,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.54545454545455)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:26.991033,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.54545454545455)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:28.243952,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.33333333333333)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:29.538261,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 38.6)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:30.831601,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.33333333333333)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:32.111685,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.54545454545455)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.3, 99999, 99990)","(26.0, 48.0, 42.75)","(12.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:33.501376,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:34.736255,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:35.815456,"(19.0, 25.0, 24.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:37.092405,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:38.461056,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.66666666666667)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:39.711761,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.72727272727273)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:40.911085,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 40.72727272727273)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:42.352109,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.333333333333336)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:43.673313,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.333333333333336)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:44.947660,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.333333333333336)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 42.75)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:46.293980,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.33333333333333)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 41.666666666666664)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:47.603559,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 12.8)","(3.2, 99999, 99990)","(26.0, 48.0, 42.57142857142857)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:48.898546,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 15.5, 13.333333333333334)","(3.2, 99999, 99990)","(26.0, 48.0, 44.54545454545455)","(11.0, 21.0, 17.333333333333332)"
08-12-2022 15:12:50.066387,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.0)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 14.5, 13.333333333333334)","(3.2, 99999, 99990)","(26.0, 48.0, 44.54545454545455)","(11.0, 21.0, 17.0)"
08-12-2022 15:12:51.558525,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.66666666666667)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 14.5, 13.5)","(3.2, 99999, 99990)","(26.0, 48.0, 44.54545454545455)","(11.0, 21.0, 17.6)"
08-12-2022 15:12:52.891705,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 14.5, 13.5)","(3.2, 99999, 99990)","(26.0, 48.0, 44.54545454545455)","(11.0, 20.0, 17.6)"
08-12-2022 15:12:54.130752,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 14.5, 13.5)","(3.2, 99999, 99990)","(26.0, 48.0, 44.54545454545455)","(11.0, 20.0, 17.6)"
08-12-2022 15:12:55.444507,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 14.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 41.6)","(11.0, 22.0, 16.666666666666668)"
08-12-2022 15:12:56.868575,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(10.0, 14.5, 14.0)","(3.2, 99999, 99990)","(26.0, 48.0, 41.6)","(11.0, 22.0, 15.6)"
08-12-2022 15:12:58.357293,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 39.57142857142857)","(16.0, 25.0, 22.666666666666668)","(14.0, 23.0, 19.5)","(10.0, 16.0, 15.0)","(3.2, 99999, 99990)","(26.0, 48.0, 44.44444444444444)","(11.0, 22.0, 15.6)"
08-12-2022 15:12:59.614735,"(19.0, 25.0, 23.0)","(1.85, 99999, 99990)","(26.0, 42.0, 36.666666666666664)","(16.0, 25.0, 22.666666666666668)","(14.0, 23.0, 19.5)","(10.0, 16.0, 13.75)","(3.2, 99999, 99990)","(26.0, 48.0, 42.666666666666664)","(11.0, 22.0, 15.6)"
08-12-2022 15:13:01.164539,"(19.0, 25.0, 23.666666666666668)","(1.85, 99999, 99990)","(26.0, 42.0, 36.666666666666664)","(16.0, 25.0, 20.0)","(14.0, 23.0, 19.5)","(11.0, 16.0, 14.214285714285715)","(3.4, 99999, 99990)","(31.0, 48.0, 42.57142857142857)","(11.0, 22.0, 15.6)"
08-12-2022 15:13:02.442190,"(18.0, 26.0, 23.666666666666668)","(1.85, 99999, 99990)","(26.0, 42.0, 36.666666666666664)","(16.0, 25.0, 21.25)","(14.0, 23.0, 19.5)","(11.0, 15.5, 12.5)","(3.4, 99999, 99990)","(31.0, 48.0, 45.0)","(11.0, 22.0, 15.6)"
08-12-2022 15:13:03.949026,"(18.0, 26.0, 23.214285714285715)","(1.85, 99999, 99990)","(26.0, 42.0, 37.333333333333336)","(16.0, 25.0, 23.3)","(14.0, 23.0, 19.5)","(11.0, 15.5, 12.5)","(3.4, 99999, 99990)","(31.0, 48.0, 45.0)","(11.0, 22.0, 15.6)"
08-12-2022 15:13:05.538513,"(18.0, 27.0, 21.6)","(1.85, 99999, 99990)","(26.0, 42.0, 33.333333333333336)","(16.0, 25.0, 23.3)","(14.0, 23.0, 19.5)","(11.0, 15.5, 14.807692307692307)","(3.3, 99999, 99990)","(31.0, 48.0, 42.666666666666664)","(11.0, 22.0, 15.6)"
08-12-2022 15:13:06.886600,"(18.0, 28.0, 21.6)","(1.85, 99999, 99990)","(26.0, 42.0, 33.333333333333336)","(16.0, 25.0, 23.9375)","(14.0, 23.0, 19.5)","(11.0, 15.5, 13.9)","(3.3, 99999, 99990)","(31.0, 48.0, 36.0)","(11.0, 22.0, 19.0)"
