,Cyber Crime,Minor Ash,Curly Fries,Hosey Sidekick,Hang A Boot,Call Me Kiah,Mepunga Reject,Jagger Bale
07-12-2022 19:08:47.950154,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.78, 2.68)","(4.2, 6.2, 5.0)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:49.163460,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.0)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:50.253312,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.0)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:51.315165,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.0)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:52.349580,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.45)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:53.497501,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.45)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:54.677769,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.45)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:55.853123,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.68)","(4.2, 6.2, 5.45)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:57.007697,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.74, 2.736410256410257)","(4.2, 6.2, 4.914285714285715)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:58.072861,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.738181818181818)","(4.2, 6.2, 5.085714285714286)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:59.129978,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.738181818181818)","(4.2, 6.2, 5.085714285714286)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:09:00.168640,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.738181818181818)","(4.2, 6.2, 5.085714285714286)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:09:01.316359,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.7558974358974355)","(4.2, 6.2, 5.085714285714286)","(15.0, 48.0, 37.714285714285715)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:09:02.475870,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.7558974358974355)","(4.2, 6.2, 5.45)","(15.0, 46.0, 37.714285714285715)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:09:03.650548,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.7558974358974355)","(4.2, 6.2, 5.45)","(15.0, 46.0, 37.714285714285715)","(8.0, 18.5, 17.3)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:09:04.803685,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.7558974358974355)","(4.2, 6.2, 5.45)","(15.0, 46.0, 39.727272727272734)","(8.0, 18.5, 17.985714285714288)","(4.0, 6.6, 4.68)","(17.0, 46.0, 31.424999999999997)","(21.0, 110.0, 77.25)"
07-12-2022 19:09:06.027058,"(13.0, 38.0, 22.666666666666668)","(2.1, 2.76, 2.752)","(4.2, 6.2, 4.914285714285715)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 17.985714285714288)","(4.0, 6.2, 4.5375)","(17.0, 46.0, 31.424999999999997)","(21.0, 95.0, 81.2)"
07-12-2022 19:09:07.126318,"(13.0, 38.0, 22.666666666666668)","(2.1, 2.76, 2.752)","(4.2, 6.2, 4.914285714285715)","(15.0, 42.0, 39.727272727272734)","(8.0, 18.5, 16.4375)","(4.0, 6.2, 4.5375)","(17.0, 46.0, 31.424999999999997)","(21.0, 95.0, 64.8125)"
07-12-2022 19:09:08.247303,"(13.0, 38.0, 22.666666666666668)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.4363636363636365)","(15.0, 42.0, 31.375)","(8.0, 18.5, 16.0)","(4.0, 6.2, 4.833333333333333)","(17.0, 46.0, 31.424999999999997)","(21.0, 95.0, 72.0)"
07-12-2022 19:09:09.325492,"(13.0, 36.0, 30.75)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.085714285714286)","(15.0, 40.0, 36.09090909090909)","(8.0, 18.5, 17.0)","(4.0, 5.9, 4.477777777777778)","(17.0, 46.0, 31.424999999999997)","(21.0, 95.0, 72.0)"
07-12-2022 19:09:10.385543,"(13.0, 36.0, 33.14285714285714)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.085714285714286)","(15.0, 38.0, 36.09090909090909)","(8.0, 18.5, 17.0)","(4.0, 5.9, 4.477777777777778)","(17.0, 46.0, 31.424999999999997)","(21.0, 95.0, 77.11111111111111)"
07-12-2022 19:09:11.416732,"(13.0, 36.0, 33.14285714285714)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.085714285714286)","(15.0, 38.0, 28.666666666666668)","(8.0, 18.5, 16.785714285714285)","(4.0, 5.9, 4.787096774193548)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 56.0)"
07-12-2022 19:09:12.516181,"(13.0, 34.0, 32.94117647058823)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.4363636363636365)","(15.0, 38.0, 28.666666666666668)","(8.0, 18.5, 16.785714285714285)","(4.0, 5.9, 4.7)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 51.75)"
07-12-2022 19:09:13.912008,"(13.0, 34.0, 29.5)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.085714285714286)","(15.0, 38.0, 31.615384615384613)","(8.0, 18.5, 16.1)","(4.0, 5.9, 4.733333333333333)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 51.75)"
07-12-2022 19:09:15.040544,"(13.0, 34.0, 29.625)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.085714285714286)","(15.0, 36.0, 32.45454545454545)","(8.0, 18.5, 17.794117647058822)","(4.0, 5.9, 4.733333333333333)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 62.69565217391304)"
07-12-2022 19:09:16.326812,"(13.0, 32.0, 30.0625)","(2.1, 2.76, 2.752)","(4.2, 6.2, 4.914285714285715)","(15.0, 34.0, 32.111111111111114)","(8.0, 18.5, 17.8)","(4.0, 5.9, 4.566666666666666)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 53.5)"
07-12-2022 19:09:17.464426,"(13.0, 32.0, 30.0625)","(2.1, 2.76, 2.752)","(4.2, 6.2, 4.914285714285715)","(15.0, 34.0, 25.0)","(8.0, 18.5, 18.258620689655174)","(4.0, 5.9, 5.275)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 49.64285714285714)"
07-12-2022 19:09:18.634820,"(13.0, 30.0, 29.289473684210527)","(2.1, 2.76, 2.752)","(4.2, 6.2, 5.085714285714286)","(15.0, 34.0, 25.0)","(8.0, 18.5, 18.258620689655174)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 49.64285714285714)"
07-12-2022 19:09:19.817885,"(13.0, 30.0, 28.700000000000003)","(2.1, 2.74, 2.733636363636364)","(4.2, 6.2, 5.085714285714286)","(15.0, 34.0, 25.0)","(8.0, 18.5, 18.13157894736842)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 63.47826086956522)"
07-12-2022 19:09:21.011140,"(13.0, 30.0, 22.307692307692307)","(2.1, 2.74, 2.733)","(4.2, 6.2, 5.085714285714286)","(15.0, 34.0, 25.0)","(8.0, 18.5, 18.13157894736842)","(4.0, 5.8, 4.675)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 63.47826086956522)"
07-12-2022 19:09:22.148965,"(13.0, 29.0, 27.083333333333336)","(2.1, 2.74, 2.733)","(4.2, 6.2, 5.085714285714286)","(15.0, 34.0, 25.0)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 5.275)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 63.47826086956522)"
07-12-2022 19:09:23.211452,"(13.0, 29.0, 27.083333333333336)","(2.1, 2.74, 2.7322222222222226)","(4.2, 6.2, 5.545454545454546)","(15.0, 34.0, 29.0)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 63.47826086956522)"
07-12-2022 19:09:24.320883,"(13.0, 29.0, 21.923076923076923)","(2.1, 2.74, 2.7322222222222226)","(4.2, 6.2, 5.257142857142857)","(15.0, 32.0, 29.0)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 63.47826086956522)"
07-12-2022 19:09:25.517021,"(13.0, 28.0, 26.25)","(2.1, 2.72, 2.7133333333333334)","(4.2, 6.2, 5.257142857142857)","(15.0, 32.0, 29.0)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 85.0, 60.43478260869565)"
07-12-2022 19:09:26.602188,"(13.0, 28.0, 26.25)","(2.1, 2.72, 2.7125000000000004)","(4.2, 6.2, 5.257142857142857)","(15.0, 32.0, 23.666666666666668)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.675)","(17.0, 46.0, 31.424999999999997)","(21.0, 80.0, 60.0)"
07-12-2022 19:09:27.656209,"(13.0, 28.0, 21.25)","(2.1, 2.72, 2.7125000000000004)","(4.2, 6.2, 5.4)","(15.0, 32.0, 28.555555555555557)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 60.0)"
07-12-2022 19:09:28.802682,"(13.0, 27.0, 25.416666666666664)","(2.1, 2.72, 2.7)","(4.2, 6.2, 5.45)","(15.0, 30.0, 28.555555555555557)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 60.0)"
07-12-2022 19:09:29.962620,"(13.0, 27.0, 25.416666666666664)","(2.1, 2.72, 2.7)","(4.2, 6.2, 5.45)","(15.0, 30.0, 27.666666666666664)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:31.139668,"(13.0, 26.0, 24.583333333333336)","(2.1, 2.72, 2.7)","(4.2, 6.2, 5.45)","(15.0, 29.0, 27.666666666666664)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:32.282530,"(13.0, 26.0, 24.583333333333336)","(2.1, 2.72, 2.7114285714285717)","(4.2, 6.2, 4.914285714285715)","(15.0, 29.0, 23.0)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 5.275)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:33.504141,"(13.0, 26.0, 20.333333333333332)","(2.1, 2.72, 2.7114285714285717)","(4.2, 6.2, 5.085714285714286)","(15.0, 29.0, 26.77777777777778)","(8.0, 18.5, 16.833333333333332)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:34.759766,"(13.0, 25.0, 23.75)","(2.1, 2.72, 2.71)","(4.2, 6.2, 5.085714285714286)","(15.0, 28.0, 26.77777777777778)","(8.0, 18.5, 17.75)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:35.902571,"(13.0, 25.0, 23.75)","(2.1, 2.72, 2.71)","(4.2, 6.2, 5.085714285714286)","(15.0, 28.0, 25.8)","(8.0, 19.0, 18.25)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:37.146532,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.71)","(4.2, 6.2, 5.085714285714286)","(15.0, 27.0, 25.0)","(8.0, 19.0, 18.375)","(4.0, 5.8, 4.675)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:38.427566,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.76, 2.6900000000000004)","(4.2, 6.2, 5.085714285714286)","(15.0, 27.0, 25.0)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.8, 4.825)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:39.633487,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.6900000000000004)","(4.2, 6.2, 5.085714285714286)","(15.0, 26.0, 25.0)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.8, 4.644444444444445)","(17.0, 46.0, 31.424999999999997)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:40.910167,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.6900000000000004)","(4.2, 6.2, 5.085714285714286)","(15.0, 26.0, 25.0)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.8, 4.644444444444445)","(17.0, 46.0, 30.857142857142858)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:42.083835,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.7018181818181817)","(4.2, 6.2, 4.914285714285715)","(15.0, 26.0, 24.11111111111111)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.8, 4.766666666666667)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:43.218500,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.76, 2.7018181818181817)","(4.2, 6.2, 5.085714285714286)","(15.0, 25.0, 24.11111111111111)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.2125)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:44.335565,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.76, 2.7018181818181817)","(4.2, 6.2, 5.085714285714286)","(15.0, 25.0, 24.11111111111111)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:45.547728,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.74, 2.6816666666666666)","(4.2, 6.2, 5.085714285714286)","(15.0, 25.0, 20.555555555555557)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:46.787289,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.74, 2.6980000000000004)","(4.2, 6.2, 4.914285714285715)","(15.0, 25.0, 23.22222222222222)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.65)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:47.985245,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.684)","(4.2, 6.2, 5.4363636363636365)","(15.0, 24.0, 20.11111111111111)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.2125)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:49.263837,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.684)","(4.2, 6.2, 5.4363636363636365)","(15.0, 24.0, 23.22222222222222)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:50.515284,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.684)","(4.2, 6.2, 5.085714285714286)","(15.0, 23.0, 22.25)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:51.729482,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.684)","(4.2, 6.2, 5.085714285714286)","(15.0, 23.0, 21.375)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:53.036161,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.72, 2.67)","(4.2, 6.2, 4.914285714285715)","(15.0, 22.0, 21.375)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.65)","(17.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:54.201503,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.68, 2.67)","(4.2, 6.2, 4.914285714285715)","(15.0, 22.0, 20.5)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.42)","(18.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:55.445132,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.68, 2.67)","(4.2, 6.2, 5.45)","(15.0, 21.0, 20.5)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.050000000000001)","(18.0, 46.0, 31.545454545454547)","(21.0, 75.0, 58.63636363636364)"
07-12-2022 19:09:56.569625,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.68, 2.67)","(4.2, 6.2, 5.45)","(15.0, 21.0, 19.09090909090909)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(18.0, 46.0, 31.545454545454547)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:09:57.762641,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.36)","(4.2, 6.2, 4.914285714285715)","(15.0, 21.0, 19.153846153846153)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.8)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:09:58.962310,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.3233333333333333)","(4.2, 6.2, 4.914285714285715)","(15.0, 21.0, 19.153846153846153)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.95)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:00.240205,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.398823529411765)","(4.2, 6.2, 5.085714285714286)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.95)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:01.522957,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.481176470588235)","(4.2, 6.2, 5.085714285714286)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.95)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:02.714659,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.481176470588235)","(4.2, 6.2, 5.550000000000001)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 4.95)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:03.941709,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.44)","(4.2, 6.2, 5.4)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.1000000000000005)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:05.163130,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.34)","(4.2, 6.2, 5.085714285714286)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.1000000000000005)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:06.331749,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.44)","(4.2, 6.2, 5.0625)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.1000000000000005)","(18.0, 46.0, 32.43478260869565)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:07.537856,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.481176470588235)","(4.2, 6.2, 5.0)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.1000000000000005)","(18.0, 46.0, 37.6)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:08.659922,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.58, 2.481176470588235)","(4.2, 6.2, 5.0)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.0, 18.72222222222222)","(4.0, 5.7, 5.3625)","(18.0, 44.0, 38.61538461538461)","(21.0, 75.0, 57.391304347826086)"
07-12-2022 19:10:09.735134,"(13.0, 25.0, 19.705882352941178)","(2.1, 2.54, 2.42)","(4.2, 6.2, 5.211764705882353)","(15.0, 20.0, 18.75)","(8.0, 19.0, 19.61111111111111)","(4.0, 5.7, 5.1000000000000005)","(18.0, 42.0, 38.61538461538461)","(21.0, 75.0, 50.8125)"
07-12-2022 19:10:10.857328,"(13.0, 25.0, 20.333333333333332)","(2.1, 2.54, 2.282857142857143)","(4.2, 6.2, 5.0)","(15.0, 20.0, 18.90909090909091)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.7, 5.166666666666667)","(18.0, 42.0, 32.1)","(21.0, 75.0, 50.8125)"
07-12-2022 19:10:12.073221,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.54, 2.282857142857143)","(4.2, 6.2, 5.0)","(15.0, 20.0, 18.90909090909091)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.7, 5.166666666666667)","(18.0, 42.0, 36.92307692307692)","(21.0, 75.0, 50.8125)"
07-12-2022 19:10:13.363286,"(13.0, 25.0, 20.41176470588235)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.815384615384615)","(15.0, 20.0, 18.90909090909091)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.7, 5.033333333333333)","(18.0, 40.0, 33.2)","(21.0, 75.0, 50.8125)"
07-12-2022 19:10:14.569335,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.815384615384615)","(15.0, 20.0, 18.90909090909091)","(8.0, 20.0, 19.166666666666668)","(4.0, 5.7, 5.5)","(18.0, 38.0, 32.0)","(21.0, 75.0, 50.8125)"
07-12-2022 19:10:15.694148,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 5.188888888888889)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.166666666666667)","(18.0, 36.0, 32.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:16.855317,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.992857142857143)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.166666666666667)","(18.0, 36.0, 32.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:18.012800,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.992857142857143)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.033333333333333)","(18.0, 36.0, 32.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:19.232543,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.815384615384615)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.442857142857143)","(18.0, 36.0, 32.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:20.399341,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 5.211764705882353)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.166666666666667)","(18.0, 34.0, 32.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:21.560657,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.992857142857143)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.166666666666667)","(18.0, 34.0, 24.18181818181818)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:22.719339,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.7, 2.64)","(4.2, 6.2, 4.992857142857143)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.7, 5.166666666666667)","(18.0, 34.0, 25.333333333333332)","(21.0, 75.0, 59.519999999999996)"
