,Superb,Blue Cascade,Burn Rate,Down Under Boy,Dr Gwen,Dr Bella,Grumpy Ellie
07-12-2022 19:12:20.240720,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:21.453128,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:22.572257,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:23.695300,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:24.847868,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:26.086875,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:27.290525,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:28.429853,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:29.590219,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:30.861931,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:32.155870,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:33.392657,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:34.549662,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:35.704136,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:36.925508,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:38.114881,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:39.328320,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 21.75)","(10.0, 20.0, 18.266666666666666)"
07-12-2022 19:12:40.553007,"(9.0, 19.0, 14.1)","(31.0, 340.0, 120.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.375)","(10.0, 20.0, 16.285714285714285)"
07-12-2022 19:12:41.729712,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.375)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:42.977617,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:44.211916,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:45.482614,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:46.714302,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:47.929920,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:49.157440,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:50.382970,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:51.562745,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:52.719296,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:53.890835,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:55.104663,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:56.338750,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:57.389875,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:58.659104,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:12:59.968200,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:01.204068,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:02.430723,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:03.756675,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:05.060438,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:06.307559,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:07.506524,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:08.648137,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:09.851926,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:11.206871,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:12.871398,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:14.108925,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:15.747113,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:17.098646,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:18.455482,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:19.676360,"(9.0, 19.0, 15.5)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:20.950590,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.54)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:22.621974,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.1813793103448273)","(2.4, 3.2, 2.475862068965517)","(4.6, 7.4, 5.0)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:23.877723,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.2626666666666666)","(2.4, 3.2, 2.467857142857143)","(4.6, 7.4, 4.957894736842105)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.96)"
07-12-2022 19:13:25.178022,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.2626666666666666)","(2.4, 3.2, 2.467857142857143)","(4.6, 7.4, 4.957894736842105)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 17.96)"
07-12-2022 19:13:26.702761,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.510344827586207)","(4.6, 7.4, 4.957894736842105)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 17.96)"
07-12-2022 19:13:27.967370,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.5488235294117647)","(4.6, 7.4, 4.873684210526316)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 17.96)"
07-12-2022 19:13:29.217176,"(9.0, 18.5, 16.175)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.15, 2.5488235294117647)","(4.6, 7.4, 5.16)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:30.691193,"(9.0, 18.5, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.1813793103448273)","(2.4, 3.15, 2.768181818181818)","(4.6, 7.4, 5.16)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:31.946321,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.2626666666666666)","(2.4, 3.2, 2.825142857142857)","(4.6, 7.4, 5.126315789473685)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:33.187893,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.2626666666666666)","(2.4, 3.2, 2.825142857142857)","(4.6, 7.4, 5.126315789473685)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:34.495288,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.8434285714285714)","(4.6, 7.4, 4.873684210526316)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:35.763789,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.8434285714285714)","(4.6, 7.4, 4.873684210526316)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:36.994068,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.7795454545454548)","(4.6, 7.4, 5.08)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:38.350962,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.1813793103448273)","(2.4, 3.2, 2.7930232558139534)","(4.6, 7.4, 5.042105263157895)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:39.668753,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.1813793103448273)","(2.4, 3.2, 2.816279069767442)","(4.6, 7.4, 5.042105263157895)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:40.984707,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.83953488372093)","(4.6, 7.4, 5.042105263157895)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:42.242848,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.734090909090909)","(4.6, 7.4, 5.042105263157895)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:43.478967,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.217241379310345)","(2.4, 3.2, 2.756818181818182)","(4.6, 7.4, 5.24)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
07-12-2022 19:13:44.663544,"(9.0, 19.0, 14.388235294117646)","(31.0, 340.0, 186.0)","(2.9, 5.1, 3.1813793103448273)","(2.4, 3.2, 2.5214285714285714)","(4.6, 7.4, 5.24)","(11.0, 25.0, 23.555555555555557)","(10.0, 20.0, 18.88888888888889)"
