,My Mums Value,Westar Storm,My Place Friday,Makani Girl,Mepunga Echo,Bourne Brett,Rage Quit,Jessore
10-01-2023 13:10:58.773726,"(3.8, 4.5, 4.295454545454546)","(31.0, 110.0, 107.5)","(10.0, 23.0, 21.558823529411764)","(3.8, 5.0, 4.952941176470588)","(4.0, 4.6, 4.454545454545455)","(31.0, 140.0, 109.23076923076923)","(4.0, 4.6, 4.44)","(11.0, 22.0, 21.75)"
10-01-2023 13:10:59.814047,"(3.8, 4.5, 4.272413793103448)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.583333333333332)","(3.8, 5.0, 4.952941176470588)","(4.0, 4.6, 4.454545454545455)","(31.0, 140.0, 110.37037037037037)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.81818181818182)"
10-01-2023 13:11:00.839980,"(3.8, 4.5, 4.272413793103448)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.583333333333332)","(3.8, 5.0, 4.952941176470588)","(4.0, 4.6, 4.458823529411765)","(31.0, 140.0, 110.37037037037037)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.81818181818182)"
10-01-2023 13:11:01.855531,"(3.8, 4.5, 4.272413793103448)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.583333333333332)","(3.8, 5.0, 4.952941176470588)","(4.0, 4.6, 4.458823529411765)","(31.0, 130.0, 119.33333333333333)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.642857142857142)"
10-01-2023 13:11:02.938795,"(3.8, 4.5, 4.272413793103448)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.583333333333332)","(3.8, 5.0, 4.944444444444445)","(4.0, 4.6, 4.458823529411765)","(31.0, 120.0, 109.41176470588235)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.666666666666668)"
10-01-2023 13:11:03.978236,"(3.8, 4.5, 4.267741935483871)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.583333333333332)","(3.8, 5.0, 4.9375)","(4.0, 4.6, 4.458823529411765)","(31.0, 120.0, 109.41176470588235)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.666666666666668)"
10-01-2023 13:11:05.112904,"(3.8, 4.5, 4.267741935483871)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.6)","(3.8, 5.0, 4.9375)","(4.0, 4.6, 4.458823529411765)","(31.0, 120.0, 109.41176470588235)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.8)"
10-01-2023 13:11:06.197500,"(3.8, 4.5, 4.267741935483871)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.6)","(3.8, 5.0, 4.9375)","(4.0, 4.6, 4.458823529411765)","(31.0, 120.0, 109.41176470588235)","(4.0, 4.6, 4.3999999999999995)","(11.0, 22.0, 21.8)"
10-01-2023 13:11:07.259236,"(3.8, 4.5, 4.267741935483871)","(31.0, 110.0, 107.5)","(10.0, 22.0, 21.333333333333332)","(3.8, 5.0, 4.9375)","(4.0, 4.6, 4.458823529411765)","(31.0, 120.0, 109.41176470588235)","(4.0, 4.6, 4.3999999999999995)","(12.0, 22.0, 21.8)"
10-01-2023 13:11:08.387343,"(3.6, 4.5, 4.3)","(51.0, 110.0, 107.5)","(12.0, 22.0, 21.466666666666665)","(3.8, 5.0, 4.9375)","(3.8, 4.6, 4.4526315789473685)","(51.0, 120.0, 109.41176470588235)","(3.9, 4.6, 4.46)","(12.0, 22.0, 21.428571428571427)"
10-01-2023 13:11:09.492391,"(3.6, 4.5, 4.2700000000000005)","(51.0, 110.0, 107.5)","(12.0, 22.0, 21.466666666666665)","(3.8, 5.0, 4.9375)","(3.8, 4.6, 4.4526315789473685)","(51.0, 120.0, 109.41176470588235)","(3.9, 4.5, 4.46)","(12.0, 22.0, 21.428571428571427)"
10-01-2023 13:11:10.597318,"(3.6, 4.5, 4.2700000000000005)","(51.0, 110.0, 107.5)","(12.0, 22.0, 21.466666666666665)","(3.8, 5.0, 4.91578947368421)","(3.8, 4.6, 4.45)","(51.0, 120.0, 109.41176470588235)","(3.9, 4.5, 4.3533333333333335)","(12.0, 22.0, 21.571428571428573)"
10-01-2023 13:11:11.710559,"(3.6, 4.5, 4.279411764705882)","(51.0, 110.0, 107.5)","(12.0, 22.0, 21.41176470588235)","(3.8, 5.0, 4.92)","(3.8, 4.6, 4.45)","(51.0, 120.0, 109.41176470588235)","(3.9, 4.5, 4.3428571428571425)","(12.0, 22.0, 21.157894736842106)"
10-01-2023 13:11:12.779446,"(3.6, 4.5, 4.279411764705882)","(51.0, 110.0, 107.5)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.88)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 22.0, 21.9375)"
10-01-2023 13:11:13.851547,"(3.6, 4.3, 4.278125)","(51.0, 110.0, 105.0)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.9)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 24.0, 22.333333333333332)"
10-01-2023 13:11:14.911803,"(3.6, 4.5, 4.370454545454545)","(51.0, 110.0, 105.0)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.9)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 24.0, 22.333333333333332)"
10-01-2023 13:11:15.986114,"(3.6, 4.5, 4.370454545454545)","(51.0, 110.0, 105.55555555555556)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.9)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 24.0, 22.333333333333332)"
10-01-2023 13:11:17.009752,"(3.6, 4.5, 4.339024390243902)","(51.0, 150.0, 132.6086956521739)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.9)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 24.0, 22.333333333333332)"
10-01-2023 13:11:18.103671,"(3.6, 4.5, 4.3)","(51.0, 140.0, 134.48275862068965)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.911111111111111)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 24.0, 23.6)"
10-01-2023 13:11:19.224707,"(3.6, 4.5, 4.2942857142857145)","(51.0, 140.0, 134.48275862068965)","(12.0, 22.0, 21.62962962962963)","(3.8, 5.0, 4.911111111111111)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 24.0, 25.235294117647058)"
10-01-2023 13:11:20.358817,"(3.6, 4.5, 4.2942857142857145)","(51.0, 140.0, 134.48275862068965)","(12.0, 22.0, 21.91304347826087)","(3.8, 5.0, 4.9)","(3.8, 4.6, 4.4512820512820515)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 27.0, 24.647058823529413)"
10-01-2023 13:11:21.456045,"(3.6, 4.2, 4.197058823529412)","(51.0, 140.0, 134.48275862068965)","(12.0, 22.0, 21.91304347826087)","(3.8, 5.0, 4.9375)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 27.0, 23.90909090909091)"
10-01-2023 13:11:22.545759,"(3.6, 4.4, 4.28)","(51.0, 140.0, 135.55555555555554)","(12.0, 24.0, 22.4390243902439)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.45)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.35)","(12.0, 26.0, 24.863636363636363)"
10-01-2023 13:11:23.694844,"(3.6, 4.4, 4.2444444444444445)","(51.0, 150.0, 146.8)","(12.0, 24.0, 22.4390243902439)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.4512820512820515)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.377777777777778)","(12.0, 25.0, 21.8)"
10-01-2023 13:11:24.812101,"(3.6, 4.4, 4.3475)","(51.0, 150.0, 146.8)","(12.0, 24.0, 22.4390243902439)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.4512820512820515)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.316666666666666)","(12.0, 23.0, 20.57142857142857)"
10-01-2023 13:11:25.907439,"(3.6, 4.4, 4.2444444444444445)","(51.0, 150.0, 147.71428571428572)","(12.0, 24.0, 22.941176470588236)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.457142857142857)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.316666666666666)","(12.0, 21.0, 20.772727272727273)"
10-01-2023 13:11:27.001450,"(3.6, 4.4, 4.306666666666667)","(51.0, 150.0, 147.71428571428572)","(12.0, 24.0, 22.57894736842105)","(3.8, 5.0, 4.948275862068965)","(3.8, 4.6, 4.457142857142857)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.316666666666666)","(12.0, 21.0, 20.772727272727273)"
10-01-2023 13:11:28.189543,"(3.6, 4.4, 4.306666666666667)","(51.0, 150.0, 147.71428571428572)","(12.0, 24.0, 22.57894736842105)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.457142857142857)","(51.0, 120.0, 108.75)","(3.9, 4.5, 4.37)","(12.0, 21.0, 20.125)"
10-01-2023 13:11:29.328222,"(3.6, 4.5, 4.328571428571428)","(51.0, 150.0, 147.71428571428572)","(12.0, 24.0, 22.57894736842105)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.433333333333334)","(51.0, 120.0, 108.75)","(3.9, 4.6, 4.423529411764705)","(12.0, 21.0, 19.0)"
10-01-2023 13:11:30.387128,"(3.6, 4.5, 4.3534883720930235)","(51.0, 150.0, 147.71428571428572)","(12.0, 24.0, 22.57894736842105)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.457142857142857)","(51.0, 120.0, 108.75)","(3.9, 4.6, 4.50625)","(12.0, 20.0, 19.0)"
10-01-2023 13:11:31.373050,"(3.6, 4.5, 4.3534883720930235)","(51.0, 150.0, 145.0)","(12.0, 24.0, 22.57894736842105)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.454054054054054)","(51.0, 120.0, 108.75)","(3.9, 4.6, 4.50625)","(12.0, 20.0, 19.0)"
10-01-2023 13:11:32.452278,"(3.6, 4.5, 4.3534883720930235)","(51.0, 150.0, 145.0)","(12.0, 24.0, 22.57894736842105)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.454054054054054)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 20.0, 19.0)"
10-01-2023 13:11:33.553451,"(3.6, 4.5, 4.3533333333333335)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.1)","(3.8, 5.0, 4.928571428571429)","(3.8, 4.6, 4.454054054054054)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 20.0, 19.0)"
10-01-2023 13:11:34.655236,"(3.6, 4.5, 4.3533333333333335)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.423076923076923)","(3.8, 5.0, 4.925)","(3.8, 4.6, 4.454054054054054)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 20.0, 19.72222222222222)"
10-01-2023 13:11:35.752128,"(3.6, 4.5, 4.408333333333333)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.423076923076923)","(3.8, 5.0, 4.925)","(3.8, 4.6, 4.454054054054054)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 20.0, 19.31818181818182)"
10-01-2023 13:11:36.835411,"(3.6, 4.5, 4.3533333333333335)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.423076923076923)","(3.8, 5.0, 4.925)","(3.8, 4.6, 4.4487804878048784)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 19.5, 20.68181818181818)"
10-01-2023 13:11:37.942058,"(3.6, 4.5, 4.408333333333333)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.423076923076923)","(3.8, 5.0, 4.925)","(3.8, 4.6, 4.4487804878048784)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 21.0, 19.75)"
10-01-2023 13:11:39.090219,"(3.6, 4.5, 4.408333333333333)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.4)","(3.8, 5.0, 4.890476190476191)","(3.8, 4.6, 4.889655172413794)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4375)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:40.171096,"(3.6, 4.4, 4.329411764705883)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.6)","(3.8, 4.9, 4.800000000000001)","(3.8, 4.9, 4.889473684210526)","(51.0, 120.0, 108.75)","(3.8, 4.6, 4.4)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:41.221228,"(3.6, 4.4, 4.329411764705883)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.6)","(3.8, 4.9, 4.800000000000001)","(3.8, 5.0, 5.042857142857143)","(51.0, 120.0, 108.75)","(3.8, 4.5, 4.39)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:42.286186,"(3.6, 4.4, 4.329411764705883)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.379310344827587)","(3.8, 4.7, 4.58)","(3.8, 5.1, 5.08)","(51.0, 120.0, 108.75)","(3.8, 4.5, 4.335)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:43.364209,"(3.6, 4.4, 4.329411764705883)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.379310344827587)","(3.8, 4.7, 4.58)","(3.8, 5.1, 5.08)","(51.0, 120.0, 108.75)","(3.8, 4.5, 4.288235294117647)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:44.513692,"(3.6, 4.5, 4.3950000000000005)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.379310344827587)","(3.8, 4.7, 4.55)","(3.8, 5.1, 5.189873417721519)","(51.0, 120.0, 108.75)","(3.8, 4.5, 4.276923076923077)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:45.627021,"(3.6, 4.5, 4.3950000000000005)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.35135135135135)","(3.8, 4.7, 4.5285714285714285)","(3.8, 5.2, 5.151515151515151)","(51.0, 120.0, 108.75)","(3.8, 4.4, 4.264705882352941)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:46.735901,"(3.6, 4.4, 4.36)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.31578947368421)","(3.8, 4.7, 4.573684210526316)","(3.8, 5.2, 5.2124999999999995)","(51.0, 120.0, 108.75)","(3.8, 4.3, 4.2615384615384615)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:47.839159,"(3.6, 4.4, 4.346938775510204)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.31578947368421)","(3.8, 4.7, 4.573684210526316)","(3.8, 5.3, 5.202325581395349)","(51.0, 120.0, 108.75)","(3.8, 4.3, 4.235483870967742)","(12.0, 20.0, 19.727272727272727)"
10-01-2023 13:11:48.936354,"(3.6, 4.4, 4.346938775510204)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.31578947368421)","(3.8, 4.7, 4.5285714285714285)","(3.8, 5.3, 5.197777777777778)","(51.0, 120.0, 108.75)","(3.8, 4.3, 4.2615384615384615)","(12.0, 20.0, 18.5)"
10-01-2023 13:11:50.009864,"(3.6, 4.4, 4.346938775510204)","(51.0, 150.0, 148.57142857142858)","(12.0, 24.0, 23.35135135135135)","(3.8, 4.7, 4.573684210526316)","(3.8, 5.3, 5.209803921568628)","(51.0, 120.0, 108.75)","(3.8, 4.3, 4.235483870967742)","(12.0, 19.5, 19.791666666666668)"
10-01-2023 13:11:51.054704,"(3.6, 4.4, 4.346938775510204)","(51.0, 150.0, 148.57142857142858)","(13.0, 24.0, 23.31578947368421)","(3.8, 4.7, 4.533333333333333)","(3.9, 5.3, 5.209803921568628)","(51.0, 120.0, 108.75)","(3.8, 4.3, 4.235483870967742)","(12.0, 20.0, 19.791666666666668)"
10-01-2023 13:11:52.131700,"(3.6, 4.4, 4.346938775510204)","(51.0, 150.0, 148.57142857142858)","(13.0, 24.0, 23.28205128205128)","(3.8, 4.6, 4.3545454545454545)","(3.9, 5.3, 5.583333333333333)","(51.0, 120.0, 108.75)","(3.8, 4.3, 4.109090909090909)","(12.0, 20.0, 18.5)"
10-01-2023 13:11:53.189314,"(3.6, 4.4, 4.327272727272727)","(51.0, 150.0, 148.57142857142858)","(13.0, 24.0, 23.28205128205128)","(3.8, 4.6, 4.465)","(3.9, 5.6, 5.482608695652174)","(51.0, 120.0, 108.75)","(3.8, 4.2, 4.057142857142857)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:54.323187,"(3.6, 4.4, 4.336170212765958)","(51.0, 150.0, 148.57142857142858)","(13.0, 24.0, 23.28205128205128)","(3.8, 4.6, 4.465)","(4.0, 5.5, 5.362500000000001)","(51.0, 120.0, 108.75)","(3.8, 4.2, 4.103846153846154)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:55.390112,"(3.6, 4.5, 4.329629629629629)","(51.0, 150.0, 148.57142857142858)","(13.0, 24.0, 23.263157894736842)","(3.8, 4.6, 4.465)","(4.0, 5.4, 5.220000000000001)","(51.0, 120.0, 108.75)","(3.8, 4.2, 4.047058823529412)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:56.450841,"(3.6, 4.5, 4.378787878787879)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.28205128205128)","(3.8, 4.6, 4.496153846153846)","(4.0, 5.4, 5.2631578947368425)","(51.0, 120.0, 108.75)","(3.8, 4.2, 4.047058823529412)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:57.570647,"(3.6, 4.5, 4.378787878787879)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.6, 4.6, 4.496153846153846)","(4.0, 5.3, 5.2631578947368425)","(51.0, 120.0, 108.75)","(3.8, 4.2, 4.047058823529412)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:58.688655,"(3.6, 4.5, 4.378787878787879)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.6, 4.6, 4.504761904761905)","(4.0, 5.4, 5.235294117647059)","(51.0, 120.0, 108.75)","(3.8, 4.2, 4.047058823529412)","(12.0, 20.0, 18.75)"
10-01-2023 13:11:59.770354,"(3.6, 4.5, 4.378787878787879)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.6, 4.6, 4.504761904761905)","(4.0, 5.3, 5.242105263157894)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.074074074074074)","(12.0, 20.0, 19.11764705882353)"
10-01-2023 13:12:00.950893,"(3.6, 4.5, 4.378787878787879)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.28205128205128)","(3.6, 4.6, 4.504761904761905)","(4.0, 5.3, 5.258823529411765)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.074074074074074)","(12.0, 20.0, 19.11764705882353)"
10-01-2023 13:12:01.991352,"(3.6, 4.5, 4.378787878787879)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.28205128205128)","(3.6, 4.6, 4.504761904761905)","(4.0, 5.3, 5.258823529411765)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.074074074074074)","(12.0, 20.0, 19.11764705882353)"
10-01-2023 13:12:03.043163,"(3.6, 4.5, 4.392857142857142)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.6, 4.6, 4.509090909090909)","(4.0, 5.3, 5.242105263157894)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.074074074074074)","(12.0, 20.0, 18.8)"
10-01-2023 13:12:04.103544,"(3.6, 4.5, 4.386363636363637)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.7, 4.6, 4.541176470588235)","(4.0, 5.3, 5.242105263157894)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.074074074074074)","(12.0, 20.0, 19.076923076923077)"
10-01-2023 13:12:05.127212,"(3.6, 4.5, 4.395833333333333)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.7, 4.6, 4.541176470588235)","(4.0, 5.3, 5.242105263157894)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.074074074074074)","(12.0, 20.0, 19.285714285714285)"
10-01-2023 13:12:06.278199,"(3.6, 4.5, 4.395833333333333)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.31578947368421)","(3.7, 4.6, 4.566666666666666)","(4.0, 5.3, 5.242105263157894)","(51.0, 120.0, 108.75)","(3.7, 4.2, 4.064516129032258)","(12.0, 19.5, 19.285714285714285)"
10-01-2023 13:12:07.483427,"(3.6, 4.5, 4.395833333333333)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.3953488372093)","(3.7, 4.7, 4.609677419354838)","(4.0, 5.3, 5.266666666666667)","(51.0, 120.0, 111.0)","(3.7, 4.2, 4.055555555555555)","(12.0, 19.5, 19.357142857142858)"
10-01-2023 13:12:08.552217,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.3953488372093)","(3.7, 4.7, 4.609677419354838)","(4.0, 5.3, 5.266666666666667)","(51.0, 120.0, 111.0)","(3.7, 4.2, 4.055555555555555)","(12.0, 19.5, 19.357142857142858)"
10-01-2023 13:12:09.628463,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.3953488372093)","(3.7, 4.7, 4.609677419354838)","(4.0, 5.3, 5.266666666666667)","(51.0, 120.0, 111.0)","(3.7, 4.2, 4.055555555555555)","(12.0, 19.5, 19.357142857142858)"
10-01-2023 13:12:10.813032,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.3953488372093)","(3.7, 4.7, 4.631034482758621)","(4.0, 5.3, 5.266666666666667)","(51.0, 120.0, 111.0)","(3.7, 4.1, 4.018918918918919)","(12.0, 19.5, 19.384615384615383)"
10-01-2023 13:12:11.955671,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.3953488372093)","(3.7, 4.7, 4.631034482758621)","(4.0, 5.3, 5.271428571428571)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.04)","(12.0, 19.5, 19.384615384615383)"
10-01-2023 13:12:13.165633,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.3953488372093)","(3.7, 4.7, 4.574999999999999)","(4.0, 5.4, 5.271428571428571)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.02)","(12.0, 19.5, 19.5)"
10-01-2023 13:12:14.545860,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.02)","(12.0, 20.0, 20.5)"
10-01-2023 13:12:15.805231,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.02)","(12.0, 21.0, 20.2)"
10-01-2023 13:12:16.970017,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.02)","(12.0, 21.0, 20.2)"
10-01-2023 13:12:18.147513,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.02)","(12.0, 21.0, 20.2)"
10-01-2023 13:12:19.392631,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.02)","(12.0, 21.0, 20.2)"
10-01-2023 13:12:20.611913,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.025)","(12.0, 21.0, 20.310344827586206)"
10-01-2023 13:12:21.829069,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.025)","(12.0, 21.0, 20.310344827586206)"
10-01-2023 13:12:23.008999,"(3.6, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 23.363636363636363)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.025)","(12.0, 21.0, 20.310344827586206)"
10-01-2023 13:12:24.632863,"(3.7, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 24.0, 25.454545454545453)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.297142857142857)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.014285714285714)","(12.0, 21.0, 20.310344827586206)"
10-01-2023 13:12:25.815576,"(3.7, 4.5, 4.386792452830188)","(51.0, 150.0, 148.84615384615384)","(13.0, 26.0, 24.555555555555557)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.307692307692308)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.014285714285714)","(12.0, 21.0, 20.310344827586206)"
10-01-2023 13:12:27.121296,"(3.7, 4.5, 4.385185185185185)","(51.0, 150.0, 148.84615384615384)","(13.0, 25.0, 24.217391304347828)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.307692307692308)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.014285714285714)","(12.0, 21.0, 20.333333333333332)"
10-01-2023 13:12:28.247954,"(3.7, 4.5, 4.385185185185185)","(51.0, 150.0, 148.84615384615384)","(13.0, 25.0, 24.23404255319149)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.307692307692308)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.007692307692308)","(12.0, 21.0, 20.333333333333332)"
10-01-2023 13:12:29.325594,"(3.7, 4.5, 4.385185185185185)","(51.0, 150.0, 148.84615384615384)","(13.0, 25.0, 24.183673469387756)","(3.7, 4.6, 4.537931034482758)","(4.0, 5.4, 5.300000000000001)","(51.0, 120.0, 106.8)","(3.7, 4.1, 4.007692307692308)","(12.0, 21.0, 20.333333333333332)"
