,Onya Doug,Favreau,Vanity Bay,Roclea Ruler,Raani,The Weekend,Artful Master,Yarraman Rocky,Courageous Sam
11-01-2023 17:47:45.345887,"(3.9, 6.0, 5.82)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 7.4, 6.7)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:46.511328,"(3.9, 6.0, 5.82)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 36.0)","(5.0, 7.4, 6.7)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:47.595374,"(3.9, 6.0, 5.82)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 44.0, 36.0)","(5.0, 7.4, 6.7)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:48.736178,"(3.9, 6.0, 5.82)","(3.5, 4.4, 3.7333333333333334)","(7.5, 12.0, 9.875)","(18.0, 42.0, 36.4)","(5.0, 7.2, 6.6)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:49.874960,"(3.9, 6.0, 5.82)","(3.5, 4.3, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 42.0, 36.4)","(5.0, 7.2, 6.75)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 7.775)"
11-01-2023 17:47:51.026702,"(3.9, 6.0, 5.82)","(3.5, 4.4, 3.8666666666666667)","(7.5, 12.0, 11.15)","(18.0, 42.0, 36.4)","(5.0, 7.2, 6.685714285714286)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 7.775)"
11-01-2023 17:47:52.168983,"(3.9, 6.0, 5.82)","(3.5, 4.4, 3.8666666666666667)","(7.5, 12.0, 11.15)","(18.0, 42.0, 36.4)","(5.0, 7.2, 6.685714285714286)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 7.775)"
11-01-2023 17:47:53.328063,"(4.0, 6.0, 5.82)","(3.5, 4.4, 3.8666666666666667)","(7.0, 12.0, 10.34)","(19.0, 42.0, 36.4)","(5.0, 7.2, 6.685714285714286)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:47:54.524517,"(4.0, 6.0, 5.861538461538462)","(3.5, 4.3, 3.8333333333333335)","(7.0, 11.5, 10.34)","(19.0, 42.0, 36.4)","(5.0, 7.2, 6.685714285714286)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:47:55.737728,"(4.0, 6.0, 5.7)","(3.5, 4.3, 3.8666666666666667)","(7.0, 11.5, 11.15)","(19.0, 42.0, 36.4)","(5.0, 7.2, 6.685714285714286)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:47:57.189976,"(4.0, 6.0, 5.833333333333333)","(3.5, 4.4, 3.8666666666666667)","(7.0, 12.0, 11.15)","(19.0, 42.0, 36.4)","(5.0, 7.2, 6.5)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:47:58.288774,"(4.0, 6.0, 5.833333333333333)","(3.5, 4.4, 3.8666666666666667)","(7.0, 12.0, 11.15)","(19.0, 42.0, 36.4)","(5.0, 7.0, 6.363636363636363)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:47:59.462795,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.3, 3.8333333333333335)","(7.0, 11.5, 10.775)","(19.0, 42.0, 36.4)","(5.0, 7.0, 6.363636363636363)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:00.719608,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.4, 3.8666666666666667)","(7.0, 12.0, 11.15)","(19.0, 42.0, 36.4)","(5.0, 7.0, 6.457142857142857)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:01.967543,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 42.0, 32.666666666666664)","(5.0, 6.8, 6.457142857142857)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:03.140407,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 42.0, 75.33333333333334)","(5.0, 6.8, 6.32)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:04.333458,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 170.0, 68.66666666666666)","(5.0, 6.8, 6.32)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:05.503882,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 150.0, 68.66666666666666)","(5.0, 6.8, 6.32)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 90.0)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:06.641573,"(4.0, 6.0, 5.785714285714286)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 150.0, 56.0)","(5.0, 6.8, 6.32)","(5.0, 7.0, 6.68)","(101.0, 200.0, 147.5)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:07.923794,"(4.0, 6.0, 5.75)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 56.0)","(5.0, 6.8, 6.457142857142857)","(5.0, 7.0, 6.68)","(101.0, 200.0, 147.5)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:09.131349,"(4.0, 6.0, 5.8310344827586205)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 56.0)","(5.0, 6.8, 6.457142857142857)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:10.306390,"(4.0, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 55.25)","(5.0, 6.8, 6.457142857142857)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:11.567483,"(4.0, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 55.25)","(5.0, 6.8, 6.457142857142857)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:12.752814,"(4.0, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 55.25)","(5.0, 6.8, 6.32)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:13.937581,"(4.0, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 55.25)","(5.0, 6.8, 6.133333333333333)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:15.161458,"(4.0, 6.0, 5.781818181818182)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 55.25)","(5.0, 6.8, 6.133333333333333)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:16.370394,"(4.0, 6.0, 5.781818181818182)","(3.5, 4.4, 4.1000000000000005)","(7.0, 12.0, 11.15)","(19.0, 140.0, 40.8)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:17.570251,"(4.0, 6.0, 5.781818181818182)","(3.5, 4.4, 3.95)","(7.0, 12.0, 11.15)","(19.0, 50.0, 40.8)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:18.758266,"(4.0, 6.0, 5.781818181818182)","(3.5, 4.4, 3.95)","(7.0, 12.0, 11.15)","(19.0, 50.0, 40.8)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.68)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:19.894177,"(4.0, 6.0, 5.781818181818182)","(3.5, 4.4, 3.757142857142857)","(7.0, 12.0, 11.15)","(19.0, 130.0, 88.80000000000001)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.576470588235295)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:21.092544,"(4.0, 6.8, 6.366666666666666)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 130.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.576470588235295)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:22.142042,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.576470588235295)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:23.319212,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.576470588235295)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:24.479783,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 8.16)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:25.697450,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.6, 7.885714285714286)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:26.919417,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:28.162309,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:29.324614,"(4.0, 6.8, 6.041666666666667)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:30.557138,"(4.0, 6.8, 5.809523809523809)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 73.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:31.849906,"(4.0, 6.8, 5.795454545454545)","(3.5, 4.3, 3.7)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:33.140180,"(4.0, 6.8, 5.795454545454545)","(3.5, 4.3, 3.957142857142857)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:34.440142,"(4.0, 6.4, 6.25)","(3.5, 4.3, 3.8)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 170.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:35.694390,"(4.0, 6.4, 6.25)","(3.5, 4.3, 3.8)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 32.666666666666664)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.5)","(101.0, 200.0, 182.0)","(71.0, 130.0, 113.75)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:36.947842,"(4.0, 6.4, 6.220000000000001)","(3.5, 4.3, 3.8)","(7.0, 12.0, 9.733333333333333)","(19.0, 44.0, 32.666666666666664)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.4, 7.327272727272726)","(101.0, 200.0, 182.0)","(71.0, 130.0, 113.75)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:38.193298,"(4.0, 6.2, 5.9)","(3.5, 4.3, 4.0)","(7.0, 12.0, 9.733333333333333)","(19.0, 44.0, 32.0)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.2, 7.6)","(101.0, 200.0, 182.0)","(71.0, 130.0, 113.75)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:39.484755,"(4.0, 6.6, 5.6466666666666665)","(3.5, 4.4, 4.1875)","(7.0, 12.0, 9.733333333333333)","(19.0, 42.0, 32.0)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.3)","(101.0, 200.0, 164.0)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:40.771066,"(4.0, 6.4, 6.220000000000001)","(3.5, 4.4, 4.1875)","(7.0, 12.0, 9.733333333333333)","(19.0, 42.0, 32.0)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.125)","(101.0, 200.0, 166.66666666666669)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:42.160045,"(4.0, 6.6, 6.128571428571428)","(3.5, 4.4, 4.1875)","(7.0, 12.0, 9.733333333333333)","(19.0, 42.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.2)","(101.0, 200.0, 166.66666666666669)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:43.450791,"(4.0, 6.6, 6.199999999999999)","(3.5, 4.4, 4.1875)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.0)","(101.0, 200.0, 166.66666666666669)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:44.724075,"(4.0, 6.6, 6.377777777777777)","(3.5, 4.4, 4.1875)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.0)","(101.0, 200.0, 166.66666666666669)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:45.910758,"(4.0, 5.5, 5.47)","(3.5, 4.4, 4.1875)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 50.25)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.0)","(101.0, 200.0, 166.66666666666669)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:47.240792,"(4.0, 6.6, 6.333333333333333)","(3.5, 4.4, 4.0)","(7.0, 12.0, 9.733333333333333)","(19.0, 120.0, 66.85714285714286)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 166.66666666666669)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:48.896929,"(4.0, 6.6, 6.138461538461538)","(3.5, 4.4, 3.7333333333333334)","(7.0, 12.0, 10.775)","(19.0, 120.0, 82.33333333333334)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 171.42857142857144)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:50.103233,"(4.0, 6.6, 6.138461538461538)","(3.5, 4.4, 3.7333333333333334)","(7.0, 11.5, 10.775)","(19.0, 110.0, 68.71428571428572)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 171.42857142857144)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:51.239651,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 100.0, 68.71428571428572)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 171.42857142857144)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:52.393030,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 100.0, 68.71428571428572)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 171.42857142857144)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 7.775)"
11-01-2023 17:48:53.556156,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 100.0, 68.71428571428572)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 171.42857142857144)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 8.191666666666666)"
11-01-2023 17:48:54.724827,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 100.0, 68.71428571428572)","(5.0, 6.8, 6.133333333333333)","(5.0, 8.0, 7.0)","(101.0, 200.0, 171.42857142857144)","(71.0, 130.0, 86.66666666666667)","(6.5, 8.4, 8.191666666666666)"
11-01-2023 17:48:55.830033,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 100.0, 37.0)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 6.584615384615385)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.191666666666666)"
11-01-2023 17:48:57.066148,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 42.0, 37.0)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 6.537142857142857)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.191666666666666)"
11-01-2023 17:48:58.247866,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.7)","(7.0, 11.5, 10.775)","(19.0, 42.0, 35.666666666666664)","(5.0, 6.8, 6.338461538461538)","(5.0, 8.0, 7.3)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.191666666666666)"
11-01-2023 17:48:59.416684,"(4.0, 6.6, 6.0)","(3.5, 4.3, 3.8666666666666667)","(7.0, 11.5, 10.775)","(19.0, 40.0, 35.666666666666664)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.6, 6.775)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 7.828571428571428)"
11-01-2023 17:49:00.782972,"(4.0, 6.6, 6.0)","(3.5, 4.4, 3.93125)","(7.0, 11.5, 10.775)","(19.0, 40.0, 35.666666666666664)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.4, 5.4)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 7.828571428571428)"
11-01-2023 17:49:02.221932,"(4.0, 6.6, 6.0)","(3.5, 4.4, 4.04)","(7.0, 11.5, 10.775)","(19.0, 40.0, 35.666666666666664)","(5.0, 6.8, 6.5)","(5.0, 7.4, 5.2)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.0)"
11-01-2023 17:49:03.626913,"(4.0, 6.6, 6.0)","(3.5, 4.3, 4.04)","(7.0, 11.5, 10.775)","(19.0, 40.0, 35.666666666666664)","(5.0, 6.8, 6.5)","(5.0, 7.2, 5.2)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.0)"
11-01-2023 17:49:04.775675,"(4.0, 6.6, 6.021428571428571)","(3.5, 4.4, 3.8545454545454545)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.5)","(5.0, 7.2, 5.2)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.0)"
11-01-2023 17:49:05.881303,"(4.0, 6.6, 6.021428571428571)","(3.5, 4.3, 4.04)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.5)","(5.0, 7.2, 5.2)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.222222222222221)"
11-01-2023 17:49:07.132308,"(4.0, 6.6, 6.109090909090909)","(3.5, 4.3, 4.04)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.2, 5.905882352941177)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.222222222222221)"
11-01-2023 17:49:08.230952,"(4.0, 6.6, 6.109090909090909)","(3.5, 4.3, 4.133333333333333)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.2, 6.1)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 113.75)","(6.5, 8.4, 8.222222222222221)"
11-01-2023 17:49:09.407797,"(4.0, 6.6, 6.109090909090909)","(3.5, 4.3, 4.02)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.2, 6.666666666666666)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 90.0)","(6.5, 8.4, 8.222222222222221)"
11-01-2023 17:49:10.585878,"(4.0, 6.6, 6.109090909090909)","(3.5, 4.3, 4.02)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 7.0, 6.5)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 90.0)","(6.5, 8.4, 8.222222222222221)"
11-01-2023 17:49:12.013610,"(4.0, 6.6, 6.109090909090909)","(3.5, 4.3, 4.02)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 6.8, 6.2749999999999995)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 90.0)","(6.5, 8.4, 8.222222222222221)"
11-01-2023 17:49:13.311215,"(4.0, 6.6, 6.0888888888888895)","(3.5, 4.3, 4.02)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 6.6, 5.9)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 90.0)","(6.5, 8.4, 8.266666666666667)"
11-01-2023 17:49:14.556598,"(4.0, 6.4, 6.0888888888888895)","(3.5, 4.3, 4.02)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 6.4, 5.9)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 90.0)","(6.5, 8.4, 8.266666666666667)"
11-01-2023 17:49:15.783509,"(4.0, 6.4, 6.0888888888888895)","(3.5, 4.3, 4.02)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.5)","(5.0, 6.8, 6.338461538461538)","(5.0, 6.4, 5.9)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 90.0)","(6.5, 8.4, 8.28888888888889)"
11-01-2023 17:49:16.969303,"(4.0, 6.4, 6.0888888888888895)","(3.5, 4.3, 3.8666666666666667)","(7.0, 12.0, 11.15)","(19.0, 40.0, 34.42857142857143)","(5.0, 6.8, 6.338461538461538)","(5.0, 6.4, 6.033333333333333)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 100.0)","(6.5, 8.4, 8.161904761904761)"
11-01-2023 17:49:18.137176,"(4.0, 6.4, 6.0888888888888895)","(3.5, 4.3, 3.8125)","(7.0, 12.0, 11.15)","(19.0, 40.0, 33.6)","(5.0, 6.8, 6.338461538461538)","(5.0, 6.4, 6.033333333333333)","(101.0, 200.0, 174.28571428571428)","(71.0, 130.0, 100.0)","(6.5, 8.4, 8.161904761904761)"
