,Shes The Grouse,Learned Lesson,Spotted Bull,Pennys Jade,Caesars Palace
04-01-2023 11:51:29.668150,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.475)","(3.2, 4.0, 3.78125)","(6.5, 9.2, 7.644444444444444)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:30.474627,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.475)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:31.376663,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:32.192065,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:32.972207,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:33.834525,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:34.731186,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:35.571640,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.776470588235294)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:36.356149,"(3.9, 5.6, 5.25)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.7464285714285714)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.833333333333334)"
04-01-2023 11:51:37.182222,"(3.9, 5.6, 5.1)","(4.2, 5.7, 5.4)","(3.2, 4.1, 3.8)","(6.5, 9.6, 8.228571428571428)","(3.7, 4.9, 4.771428571428571)"
04-01-2023 11:51:38.094847,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.74375)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:38.945418,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.74375)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:39.740832,"(3.9, 5.6, 5.034782608695652)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:40.575967,"(3.9, 5.6, 5.034782608695652)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:41.388030,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:42.179421,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.761111111111111)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:43.024394,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.761111111111111)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.816666666666667)"
04-01-2023 11:51:43.872105,"(3.9, 5.6, 5.266666666666667)","(4.2, 5.7, 5.4)","(3.2, 3.9, 3.761111111111111)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.9, 4.6)"
04-01-2023 11:51:44.676014,"(3.9, 5.6, 5.199999999999999)","(4.2, 5.7, 5.4)","(3.2, 4.0, 3.8055555555555554)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:45.524074,"(3.9, 5.6, 5.199999999999999)","(4.2, 5.7, 5.4)","(3.2, 4.0, 3.8125)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:46.352771,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.4)","(3.2, 4.0, 3.8125)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:47.252211,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.4)","(3.2, 4.0, 3.8125)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:48.022416,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 4.0, 3.75)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:48.838585,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 4.0, 3.75)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:49.773889,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 4.0, 3.75)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:50.637678,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 4.0, 3.75)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.6)"
04-01-2023 11:51:51.452476,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:52.252009,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 7.466666666666667)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:53.147547,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 8.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:54.063282,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 8.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:54.926127,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.761111111111111)","(6.5, 9.6, 8.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:55.801138,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.761111111111111)","(6.5, 9.6, 8.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:56.672816,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.761111111111111)","(6.5, 9.6, 8.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:57.512329,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.9, 3.7636363636363637)","(6.5, 9.6, 8.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:58.295664,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.790909090909091)","(6.5, 9.6, 8.7)","(3.7, 4.8, 4.4363636363636365)"
04-01-2023 11:51:59.086388,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.790909090909091)","(6.5, 8.8, 7.883333333333334)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:51:59.918058,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.783333333333333)","(6.5, 8.8, 7.883333333333334)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:00.854017,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.783333333333333)","(6.5, 8.8, 7.466666666666667)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:01.696588,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.783333333333333)","(6.5, 8.8, 7.466666666666667)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:02.570148,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.783333333333333)","(6.5, 8.8, 7.466666666666667)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:03.415457,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.790909090909091)","(6.5, 8.8, 7.466666666666667)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:04.403040,"(3.9, 5.6, 5.085714285714285)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.95, 3.8499999999999996)","(6.5, 8.8, 8.228571428571428)","(3.7, 4.8, 4.4363636363636365)"
04-01-2023 11:52:05.294424,"(3.9, 5.6, 4.957142857142856)","(4.2, 5.7, 5.127272727272727)","(3.2, 4.1, 3.8499999999999996)","(6.5, 9.6, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:06.079715,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.7363636363636363)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:06.961242,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.738888888888889)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:07.757188,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.738888888888889)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:08.667195,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.738888888888889)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:09.470606,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.7363636363636363)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:10.306593,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.7363636363636363)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:11.103213,"(3.9, 5.6, 5.214285714285714)","(4.2, 5.7, 5.127272727272727)","(3.2, 3.85, 3.7363636363636363)","(6.5, 9.0, 7.555555555555555)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:11.916917,"(3.9, 5.6, 4.957142857142856)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.8125)","(6.5, 9.6, 8.228571428571428)","(3.7, 4.8, 4.4363636363636365)"
04-01-2023 11:52:12.705777,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.48)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:13.542636,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:14.391574,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:15.180848,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:15.958478,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:16.770031,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:17.566312,"(3.9, 5.6, 5.126315789473684)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:18.374595,"(3.9, 5.6, 5.369230769230769)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.75, 3.6666666666666665)","(6.5, 9.0, 8.52)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:19.200037,"(3.9, 5.6, 5.375)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.725)","(6.5, 8.2, 7.311111111111111)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:20.130084,"(3.9, 5.6, 5.375)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.725)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:20.907720,"(3.9, 5.6, 5.375)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.725)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:21.740704,"(3.9, 5.6, 5.375)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.7111111111111112)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:22.761005,"(3.9, 5.7, 5.269230769230769)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.7111111111111112)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:23.587449,"(3.9, 5.7, 5.269230769230769)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.7111111111111112)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:24.363881,"(3.9, 5.7, 5.269230769230769)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.725)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:25.254250,"(3.9, 5.7, 5.269230769230769)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.85, 3.725)","(6.5, 8.2, 7.2)","(3.7, 4.8, 4.4363636363636365)"
04-01-2023 11:52:26.082041,"(3.9, 5.7, 5.023076923076923)","(4.2, 5.6, 5.046153846153846)","(3.2, 4.1, 3.9777777777777774)","(6.5, 9.2, 7.8)","(3.7, 4.8, 4.4363636363636365)"
04-01-2023 11:52:26.921855,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.9, 3.7249999999999996)","(6.5, 9.2, 7.2615384615384615)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:27.696519,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.046153846153846)","(3.2, 3.9, 3.709090909090909)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:28.476631,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.9, 3.709090909090909)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:29.318144,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.9, 3.709090909090909)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:30.170947,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.9, 3.7249999999999996)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:30.933337,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.9, 3.7249999999999996)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:31.755398,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.9, 3.7249999999999996)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:32.600607,"(3.9, 5.7, 5.1461538461538465)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.9, 3.7249999999999996)","(6.5, 9.2, 7.755555555555555)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:33.403486,"(3.9, 5.7, 5.211111111111111)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.8, 3.6958333333333333)","(6.5, 9.6, 7.6)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:34.178839,"(3.9, 5.7, 5.211111111111111)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.8, 3.6958333333333333)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:34.967379,"(3.9, 5.7, 5.123809523809523)","(4.2, 5.6, 4.769230769230769)","(3.2, 3.8, 3.6958333333333333)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:35.878157,"(3.9, 5.7, 5.123809523809523)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.8, 3.6958333333333333)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:36.680829,"(3.9, 5.7, 5.123809523809523)","(4.2, 5.6, 5.085714285714285)","(3.2, 3.8, 3.6888888888888887)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:37.464801,"(3.9, 5.7, 5.1)","(4.2, 5.6, 5.05)","(3.2, 3.8, 3.6888888888888887)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:38.260495,"(3.9, 5.7, 5.1)","(4.2, 5.6, 5.05)","(3.2, 3.8, 3.6888888888888887)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:39.101208,"(3.8, 5.7, 5.1)","(4.4, 5.6, 5.05)","(3.2, 3.8, 3.6958333333333333)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.572727272727272)"
04-01-2023 11:52:39.964780,"(3.8, 5.7, 4.923529411764706)","(4.4, 5.5, 4.9944444444444445)","(3.2, 3.9, 3.822222222222222)","(6.5, 9.4, 8.84)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:40.746843,"(3.8, 5.7, 5.064705882352941)","(4.4, 5.5, 4.9944444444444445)","(3.2, 3.85, 3.7)","(6.5, 9.4, 7.618181818181818)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:41.523989,"(3.8, 5.7, 5.064705882352941)","(4.4, 5.5, 4.9944444444444445)","(3.2, 3.85, 3.7)","(6.5, 9.2, 8.68)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:42.326902,"(3.8, 5.7, 5.064705882352941)","(4.4, 5.5, 4.658823529411765)","(3.2, 3.85, 3.690909090909091)","(6.5, 9.2, 8.68)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:43.136081,"(3.8, 5.7, 5.064705882352941)","(4.4, 5.5, 4.85)","(3.2, 3.85, 3.690909090909091)","(6.5, 9.2, 8.68)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:43.960477,"(3.8, 5.7, 5.25)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.85, 3.690909090909091)","(6.5, 9.2, 8.68)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:44.791584,"(3.8, 5.7, 5.25)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.85, 3.690909090909091)","(6.5, 9.2, 8.68)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:45.692546,"(3.8, 5.7, 5.25)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.85, 3.7)","(6.5, 9.2, 7.618181818181818)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:46.526008,"(3.8, 5.7, 5.25)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.85, 3.7)","(6.5, 9.4, 7.618181818181818)","(3.7, 4.8, 4.5)"
04-01-2023 11:52:47.299713,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.85, 3.783333333333333)","(6.5, 8.6, 7.752941176470588)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:48.206689,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.9, 3.8)","(6.5, 8.6, 7.752941176470588)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:49.107830,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 5.009090909090909)","(3.2, 3.9, 3.8)","(6.5, 8.6, 7.177777777777778)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:49.920308,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 4.954545454545455)","(3.2, 3.9, 3.8)","(6.5, 8.6, 7.133333333333334)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:50.844787,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 4.954545454545455)","(3.2, 4.1, 3.9428571428571426)","(6.5, 8.6, 7.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:51.713413,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 4.954545454545455)","(3.2, 4.1, 3.9428571428571426)","(6.5, 8.6, 7.0)","(3.7, 4.8, 4.449999999999999)"
04-01-2023 11:52:52.583768,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 4.954545454545455)","(3.2, 3.9, 3.7249999999999996)","(6.5, 8.6, 7.0)","(3.7, 4.8, 4.4818181818181815)"
04-01-2023 11:52:53.405606,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.5, 4.954545454545455)","(3.2, 3.9, 3.783333333333333)","(6.5, 8.6, 7.0)","(3.7, 4.8, 4.4818181818181815)"
04-01-2023 11:52:54.203585,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.5, 4.954545454545455)","(3.2, 3.9, 3.7333333333333334)","(6.5, 9.4, 8.657142857142857)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:55.083483,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.5, 4.954545454545455)","(3.2, 3.9, 3.7333333333333334)","(6.5, 9.4, 8.3)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:55.886801,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.5, 4.954545454545455)","(3.2, 3.9, 3.72)","(6.5, 9.4, 8.96)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:56.687976,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.5, 5.118181818181818)","(3.2, 3.9, 3.72)","(6.5, 9.4, 9.114285714285714)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:57.552516,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.5, 5.118181818181818)","(3.2, 3.9, 3.76875)","(6.5, 9.4, 9.114285714285714)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:58.383660,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.5, 5.118181818181818)","(3.2, 3.9, 3.76875)","(6.5, 9.4, 8.2)","(3.7, 4.8, 4.55)"
04-01-2023 11:52:59.190959,"(3.8, 5.7, 5.5200000000000005)","(4.4, 4.8, 4.453846153846154)","(3.2, 3.7, 3.65)","(6.5, 9.4, 8.2)","(3.7, 4.8, 4.4111111111111105)"
04-01-2023 11:53:00.105455,"(3.8, 5.7, 5.442857142857143)","(4.4, 5.4, 4.95)","(3.2, 4.1, 3.9307692307692306)","(6.5, 9.4, 9.123076923076923)","(3.7, 4.8, 4.6)"
04-01-2023 11:53:00.957921,"(3.8, 5.7, 5.385714285714286)","(4.4, 5.4, 4.95)","(3.2, 4.1, 3.9307692307692306)","(6.5, 9.4, 9.123076923076923)","(3.7, 4.8, 4.6)"
04-01-2023 11:53:01.757414,"(3.8, 5.7, 5.570588235294117)","(4.4, 5.4, 4.85)","(3.2, 4.1, 3.8249999999999997)","(6.5, 8.6, 8.36190476190476)","(3.7, 4.8, 4.533333333333333)"
04-01-2023 11:53:02.543488,"(3.8, 5.7, 5.570588235294117)","(4.4, 5.2, 4.872727272727273)","(3.2, 4.1, 3.9307692307692306)","(6.5, 8.6, 8.36190476190476)","(3.7, 4.8, 4.6)"
04-01-2023 11:53:03.394198,"(3.8, 5.7, 5.5777777777777775)","(4.4, 5.2, 4.730434782608695)","(3.2, 4.1, 3.725)","(6.5, 8.6, 8.36190476190476)","(3.7, 4.8, 4.533333333333333)"
04-01-2023 11:53:04.295331,"(3.8, 5.7, 5.5777777777777775)","(4.4, 5.2, 4.814285714285714)","(3.2, 3.85, 3.6576923076923076)","(6.5, 8.6, 8.364705882352942)","(3.7, 4.8, 4.533333333333333)"
04-01-2023 11:53:05.140847,"(3.8, 5.7, 5.5777777777777775)","(4.4, 5.2, 4.730434782608695)","(3.2, 3.85, 3.6576923076923076)","(6.5, 8.6, 8.364705882352942)","(3.7, 4.8, 4.6)"
04-01-2023 11:53:06.029109,"(3.8, 5.7, 5.477777777777778)","(4.4, 5.2, 4.814285714285714)","(3.2, 3.85, 3.69375)","(6.5, 8.6, 8.1)","(3.7, 4.8, 4.466666666666667)"
04-01-2023 11:53:06.846222,"(3.8, 5.7, 5.557142857142857)","(4.4, 5.2, 4.730434782608695)","(3.2, 3.85, 3.692105263157895)","(6.5, 8.6, 8.1)","(3.7, 4.8, 4.466666666666667)"
04-01-2023 11:53:07.683697,"(3.8, 5.7, 5.557142857142857)","(4.4, 5.2, 4.814285714285714)","(3.2, 3.85, 3.742857142857143)","(6.5, 9.4, 8.466666666666667)","(3.7, 4.8, 4.55)"
04-01-2023 11:53:08.519028,"(3.8, 5.7, 5.566666666666666)","(4.4, 5.2, 4.965217391304348)","(3.2, 3.85, 3.692105263157895)","(6.5, 9.2, 8.2)","(3.7, 4.8, 4.466666666666667)"
04-01-2023 11:53:09.383688,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.2, 5.011111111111111)","(3.2, 3.85, 3.7111111111111112)","(6.5, 9.2, 8.2)","(3.7, 4.8, 4.466666666666667)"
04-01-2023 11:53:10.312257,"(3.8, 5.7, 5.566666666666666)","(4.4, 5.3, 5.233333333333333)","(3.2, 3.85, 3.6714285714285717)","(6.5, 9.2, 8.2)","(3.7, 4.8, 4.466666666666667)"
04-01-2023 11:53:11.102044,"(3.8, 5.7, 5.4714285714285715)","(4.4, 5.4, 5.2125)","(3.2, 4.1, 3.753846153846154)","(6.5, 9.2, 8.2)","(3.7, 4.8, 4.466666666666667)"
04-01-2023 11:53:11.964761,"(3.8, 5.7, 5.566666666666666)","(4.4, 5.4, 5.127272727272728)","(3.2, 4.1, 3.8499999999999996)","(6.5, 9.2, 8.2)","(3.7, 4.8, 4.564705882352941)"
