,Bertas Babe,Special Thunder,Bellas Blessed,Underwater,Tiki Bar,Go Girl,Futures Changed,Alpha Humbug
10-01-2023 16:18:43.207758,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.8, 3.7399999999999998)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(26.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:44.433045,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.8, 3.7399999999999998)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.9479999999999995)","(26.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:45.785055,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.8, 3.71)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(26.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:47.050249,"(8.0, 13.5, 12.785714285714286)","(3.3, 3.8, 3.71)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:48.274013,"(8.0, 13.5, 12.785714285714286)","(3.3, 3.8, 3.71)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:49.468173,"(8.0, 13.5, 12.785714285714286)","(3.3, 3.8, 3.7117647058823526)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:50.675936,"(8.0, 13.5, 12.956521739130435)","(3.3, 3.8, 3.7117647058823526)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:51.771731,"(8.0, 13.5, 12.41304347826087)","(3.3, 3.8, 3.7117647058823526)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.470588235294116)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:52.866184,"(8.0, 13.5, 12.785714285714286)","(3.3, 3.75, 3.7357142857142858)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.296296296296298)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:54.094352,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.75, 3.7)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.296296296296298)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:55.322378,"(8.0, 13.5, 12.785714285714286)","(3.3, 3.75, 3.6852941176470586)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.296296296296298)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.9479999999999995)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:56.487173,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.75, 3.6852941176470586)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.296296296296298)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:57.683222,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.75, 3.6852941176470586)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.296296296296298)","(6.0, 8.8, 8.715789473684211)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 44.45161290322581)"
10-01-2023 16:18:58.871720,"(8.0, 13.5, 12.14864864864865)","(3.3, 3.75, 3.672222222222222)","(8.0, 10.5, 9.244827586206895)","(17.0, 32.0, 28.296296296296298)","(6.0, 8.8, 9.107692307692307)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.852173913043478)","(31.0, 46.0, 45.21739130434783)"
10-01-2023 16:19:00.079628,"(8.0, 13.5, 12.41304347826087)","(3.3, 3.75, 3.6125000000000003)","(8.0, 10.5, 9.506451612903225)","(17.0, 32.0, 28.296296296296298)","(6.0, 9.2, 9.139999999999999)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.45454545454545)"
10-01-2023 16:19:01.357401,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.75, 3.6125000000000003)","(8.0, 10.5, 9.506451612903225)","(17.0, 32.0, 28.296296296296298)","(6.0, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.45454545454545)"
10-01-2023 16:19:02.694937,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.75, 3.6636363636363636)","(8.0, 10.5, 9.396969696969697)","(17.0, 32.0, 28.296296296296298)","(6.0, 9.2, 9.139999999999999)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:04.190818,"(8.0, 13.5, 12.666666666666666)","(3.3, 3.8, 3.6714285714285713)","(8.0, 10.5, 9.396969696969697)","(17.0, 32.0, 28.296296296296298)","(6.0, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:05.731529,"(8.0, 13.5, 12.18421052631579)","(3.3, 3.8, 3.6625)","(8.0, 10.5, 9.403125)","(17.0, 32.0, 28.296296296296298)","(6.0, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:07.296182,"(8.0, 13.5, 12.18421052631579)","(3.3, 3.8, 3.6607142857142856)","(8.0, 10.5, 9.403125)","(17.0, 32.0, 28.296296296296298)","(6.0, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:08.891811,"(9.0, 13.5, 12.30952380952381)","(3.2, 3.8, 3.6607142857142856)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:10.231051,"(9.0, 13.5, 12.30952380952381)","(3.2, 3.8, 3.6607142857142856)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:11.503319,"(9.0, 13.5, 12.666666666666666)","(3.2, 3.8, 3.6607142857142856)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.139999999999999)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:12.935570,"(9.0, 13.5, 12.785714285714286)","(3.2, 3.8, 3.6166666666666667)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.139999999999999)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 45.357142857142854)"
10-01-2023 16:19:14.310078,"(9.0, 13.5, 12.742424242424242)","(3.2, 3.75, 3.6166666666666667)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 44.285714285714285)"
10-01-2023 16:19:15.707713,"(9.0, 13.5, 11.984848484848484)","(3.2, 3.75, 3.6115384615384616)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.139999999999999)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.950980392156863)","(31.0, 46.0, 44.285714285714285)"
10-01-2023 16:19:17.025238,"(9.0, 13.5, 12.30952380952381)","(3.2, 3.75, 3.6115384615384616)","(8.0, 10.5, 9.24642857142857)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.12)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.88076923076923)","(31.0, 46.0, 45.30769230769231)"
10-01-2023 16:19:18.327753,"(9.0, 13.5, 12.30952380952381)","(3.2, 3.75, 3.652)","(8.0, 10.5, 9.51)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.2, 9.62857142857143)","(4.4, 5.6, 5.506666666666667)","(4.2, 5.1, 4.88076923076923)","(31.0, 46.0, 44.6)"
10-01-2023 16:19:19.614633,"(9.0, 13.5, 12.785714285714286)","(3.2, 3.7, 3.652)","(8.0, 10.5, 9.51)","(19.0, 32.0, 28.296296296296298)","(6.5, 9.8, 9.600000000000001)","(4.4, 5.6, 5.46)","(4.2, 5.1, 4.88076923076923)","(31.0, 46.0, 44.55172413793103)"
10-01-2023 16:19:20.966358,"(9.0, 13.5, 12.785714285714286)","(3.2, 3.7, 3.66)","(8.0, 10.5, 9.494285714285715)","(19.0, 32.0, 28.666666666666668)","(6.5, 9.8, 9.705882352941178)","(4.4, 5.6, 5.5125)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:22.335818,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.375675675675675)","(19.0, 32.0, 28.666666666666668)","(6.5, 9.8, 9.790000000000001)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:23.771476,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.375675675675675)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.790000000000001)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:25.120772,"(9.0, 13.5, 12.416666666666666)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.375675675675675)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.790000000000001)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:26.508087,"(9.0, 13.5, 12.416666666666666)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.375675675675675)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.809090909090909)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:27.807993,"(9.0, 13.5, 12.661290322580646)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.239393939393938)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.809090909090909)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:29.086640,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.239393939393938)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.9)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:30.321788,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.239393939393938)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.9)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:31.585621,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.239393939393938)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.9)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:32.928178,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.239393939393938)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.9)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:34.424911,"(9.0, 13.5, 12.416666666666666)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.239393939393938)","(19.0, 32.0, 28.666666666666668)","(6.5, 10.0, 9.9)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:36.685750,"(9.0, 13.5, 12.865853658536585)","(3.2, 3.7, 3.64)","(8.0, 10.5, 9.506451612903225)","(19.0, 32.0, 28.666666666666668)","(6.5, 11.0, 10.443478260869565)","(4.4, 5.6, 5.533333333333333)","(4.2, 5.1, 4.924561403508772)","(31.0, 46.0, 44.76470588235294)"
10-01-2023 16:19:38.312262,"(9.0, 13.5, 14.2)","(3.2, 3.7, 3.71)","(8.0, 10.5, 8.607380073800737)","(19.0, 32.0, 21.40740740740741)","(6.5, 11.0, 11.142857142857142)","(4.4, 5.6, 4.904199475065617)","(4.2, 5.1, 5.05)","(31.0, 46.0, 45.351351351351354)"
10-01-2023 16:19:39.959926,"(9.0, 15.0, 14.045454545454545)","(3.2, 3.8, 3.722)","(8.0, 8.8, 8.614173228346456)","(19.0, 29.0, 27.5)","(6.5, 12.0, 11.305555555555555)","(4.4, 5.0, 4.903183023872679)","(4.2, 5.3, 5.117857142857143)","(31.0, 48.0, 47.75757575757576)"
10-01-2023 16:19:41.421362,"(9.0, 14.5, 14.131578947368421)","(3.2, 3.8, 3.742)","(8.0, 8.8, 8.8)","(19.0, 29.0, 25.916666666666668)","(6.5, 12.0, 11.342105263157894)","(4.4, 5.0, 4.9032)","(4.2, 5.3, 5.164)","(31.0, 48.0, 45.0)"
10-01-2023 16:19:42.616668,"(9.0, 14.5, 14.06)","(3.2, 3.85, 3.7620689655172415)","(8.0, 9.4, 8.32)","(17.0, 28.0, 25.37142857142857)","(7.0, 12.0, 10.680851063829786)","(4.4, 5.0, 4.809090909090909)","(4.2, 5.3, 5.166666666666666)","(31.0, 48.0, 45.0)"
10-01-2023 16:19:43.917249,"(9.0, 14.5, 13.8125)","(3.2, 3.85, 3.7620689655172415)","(7.5, 8.8, 9.0)","(17.0, 28.0, 25.032258064516128)","(7.0, 12.0, 10.813953488372093)","(4.4, 5.0, 4.808510638297872)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 45.0)"
10-01-2023 16:19:45.281602,"(9.0, 14.5, 14.15625)","(3.2, 3.85, 3.75)","(7.5, 9.4, 8.618181818181819)","(17.0, 28.0, 25.37142857142857)","(7.0, 12.0, 10.916666666666666)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 45.0)"
10-01-2023 16:19:46.659437,"(9.0, 14.5, 14.15625)","(3.2, 3.85, 3.75)","(7.5, 8.8, 8.784615384615384)","(18.0, 28.0, 25.37142857142857)","(7.0, 11.0, 10.458333333333334)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.14285714285714)"
10-01-2023 16:19:48.192370,"(9.0, 14.5, 14.15625)","(3.2, 3.85, 3.7125000000000004)","(7.5, 9.2, 8.789473684210526)","(18.0, 28.0, 25.37142857142857)","(7.0, 10.5, 10.458333333333334)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:49.503318,"(9.0, 15.0, 14.3)","(3.2, 3.85, 3.7125000000000004)","(7.5, 9.2, 8.888888888888888)","(18.0, 28.0, 25.84375)","(7.0, 10.5, 10.458333333333334)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:50.776230,"(9.0, 14.5, 14.423076923076923)","(3.2, 3.85, 3.7125000000000004)","(7.5, 9.2, 8.9375)","(18.0, 28.0, 23.37037037037037)","(7.0, 10.5, 10.458333333333334)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:52.034707,"(9.0, 14.5, 14.423076923076923)","(3.2, 3.85, 3.716666666666667)","(7.5, 9.2, 9.066666666666666)","(18.0, 24.0, 23.392857142857142)","(7.0, 10.5, 10.375)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:53.376788,"(9.0, 15.0, 14.052631578947368)","(3.2, 3.85, 3.7375000000000003)","(7.5, 9.6, 9.163636363636364)","(18.0, 24.0, 23.392857142857142)","(7.0, 10.5, 10.6875)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:54.669960,"(9.0, 15.5, 14.51923076923077)","(3.2, 3.85, 3.7375000000000003)","(7.5, 9.6, 9.114285714285714)","(18.0, 24.0, 23.392857142857142)","(7.0, 11.0, 10.523809523809524)","(4.4, 5.0, 4.8125)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:55.940131,"(9.0, 15.5, 14.51923076923077)","(3.2, 3.85, 3.716666666666667)","(7.5, 9.6, 9.114285714285714)","(18.0, 24.0, 23.423076923076923)","(7.0, 11.0, 9.825000000000001)","(4.4, 5.0, 4.990909090909091)","(4.2, 5.3, 5.12051282051282)","(31.0, 48.0, 47.5)"
10-01-2023 16:19:57.355737,"(9.0, 15.5, 14.590909090909092)","(3.2, 3.85, 3.7750000000000004)","(7.5, 9.6, 9.354545454545454)","(18.0, 24.0, 24.933333333333334)","(7.0, 10.0, 9.753846153846155)","(4.4, 5.0, 4.95)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:19:58.656574,"(9.0, 15.5, 14.590909090909092)","(3.2, 3.85, 3.776829268292683)","(7.5, 9.6, 9.354545454545454)","(18.0, 26.0, 24.555555555555557)","(7.0, 9.8, 9.685714285714287)","(4.4, 5.2, 5.171428571428572)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:19:59.854606,"(9.0, 15.5, 14.45)","(3.2, 3.85, 3.776829268292683)","(7.5, 9.6, 9.354545454545454)","(18.0, 26.0, 24.7)","(7.0, 9.8, 9.685714285714287)","(4.4, 5.2, 5.290909090909091)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:01.146072,"(9.0, 15.5, 14.857142857142858)","(3.2, 3.85, 3.7483870967741937)","(7.5, 9.6, 9.354545454545454)","(18.0, 26.0, 24.7)","(7.0, 9.8, 9.685714285714287)","(4.4, 5.3, 5.327027027027027)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:02.391203,"(9.0, 15.0, 14.833333333333334)","(3.2, 3.85, 3.7483870967741937)","(7.5, 9.6, 9.354545454545454)","(18.0, 26.0, 24.7)","(7.0, 9.8, 9.685714285714287)","(4.4, 5.4, 5.345454545454546)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:03.742901,"(9.0, 15.5, 14.473684210526315)","(3.2, 3.8, 3.7210526315789476)","(7.5, 9.6, 9.354545454545454)","(18.0, 26.0, 24.41176470588235)","(7.0, 9.8, 9.569230769230769)","(4.4, 5.4, 5.393750000000001)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:04.942464,"(9.0, 15.5, 14.473684210526315)","(3.2, 3.8, 3.7210526315789476)","(7.5, 9.6, 9.354545454545454)","(18.0, 25.0, 24.41176470588235)","(7.0, 9.8, 9.388235294117647)","(4.2, 5.4, 5.393750000000001)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:06.211074,"(9.0, 15.5, 14.267857142857142)","(3.2, 3.8, 3.75)","(7.5, 9.6, 9.33)","(18.0, 25.0, 24.142857142857142)","(7.0, 9.4, 9.266666666666666)","(4.2, 5.4, 5.3875)","(4.2, 5.3, 5.1292682926829265)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:07.540047,"(9.0, 15.5, 14.321428571428571)","(3.2, 3.8, 3.751851851851852)","(7.5, 9.6, 9.33)","(18.0, 25.0, 24.142857142857142)","(7.0, 9.4, 9.244444444444444)","(4.2, 5.4, 5.377777777777778)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:08.866940,"(9.0, 15.5, 14.529411764705882)","(3.2, 3.8, 3.7045454545454546)","(7.5, 9.6, 9.24)","(18.0, 25.0, 23.333333333333332)","(7.0, 9.4, 9.399999999999999)","(4.2, 5.4, 5.418181818181818)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 45.473684210526315)"
10-01-2023 16:20:10.212280,"(9.0, 15.5, 14.576923076923077)","(3.2, 3.8, 3.654166666666667)","(7.5, 9.6, 9.24)","(18.0, 25.0, 23.25)","(7.0, 9.6, 9.35)","(4.2, 5.5, 5.384615384615385)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 45.473684210526315)"
10-01-2023 16:20:11.645329,"(9.0, 15.5, 14.3)","(3.2, 3.7, 3.654166666666667)","(7.5, 9.6, 9.415384615384616)","(18.0, 24.0, 23.333333333333332)","(7.0, 9.8, 9.242857142857142)","(4.2, 5.5, 5.384615384615385)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 45.473684210526315)"
10-01-2023 16:20:12.992233,"(9.0, 15.5, 14.3)","(3.2, 3.7, 3.6576923076923076)","(7.5, 9.6, 9.27)","(18.0, 24.0, 24.192307692307693)","(7.0, 9.8, 9.309090909090909)","(4.2, 5.5, 5.371428571428572)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 45.473684210526315)"
10-01-2023 16:20:14.497280,"(9.0, 15.5, 14.3)","(3.2, 3.7, 3.6573170731707316)","(7.5, 9.6, 9.16)","(18.0, 25.0, 24.0)","(7.0, 9.8, 9.292307692307691)","(4.2, 5.5, 5.397142857142857)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:15.915054,"(9.0, 15.5, 14.3)","(3.2, 3.7, 3.6576923076923076)","(7.5, 9.6, 9.078260869565218)","(18.0, 25.0, 24.0)","(7.0, 9.8, 9.299999999999999)","(4.2, 5.5, 5.322222222222222)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 47.5)"
10-01-2023 16:20:17.313580,"(9.0, 15.5, 14.4)","(3.2, 3.7, 3.677777777777778)","(7.5, 9.6, 9.056000000000001)","(18.0, 25.0, 23.935483870967744)","(7.0, 9.8, 9.237499999999999)","(4.2, 5.5, 5.384)","(4.2, 5.3, 5.133333333333333)","(31.0, 48.0, 47.14285714285714)"
10-01-2023 16:20:18.509517,"(9.0, 15.5, 13.535714285714286)","(3.2, 3.7, 3.677777777777778)","(7.5, 9.6, 9.166666666666666)","(18.0, 25.0, 24.57142857142857)","(7.0, 9.8, 9.75)","(4.2, 5.4, 5.166666666666666)","(4.2, 5.3, 5.138095238095238)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:20:19.836170,"(9.0, 15.0, 14.3125)","(3.2, 3.75, 3.7444444444444445)","(7.5, 9.2, 9.155555555555555)","(18.0, 25.0, 24.5)","(7.0, 9.8, 9.733333333333334)","(4.2, 5.3, 5.25)","(4.2, 5.3, 5.15531914893617)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:20:21.140104,"(9.0, 15.0, 13.8)","(3.2, 3.7, 3.661111111111111)","(7.5, 9.2, 9.12)","(18.0, 25.0, 24.307692307692307)","(7.0, 9.8, 9.965217391304348)","(4.2, 5.3, 5.2749999999999995)","(4.2, 5.3, 5.161904761904761)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:20:22.540350,"(9.0, 15.0, 13.961538461538462)","(3.2, 3.7, 3.65625)","(7.5, 9.2, 8.988235294117647)","(18.0, 25.0, 24.5)","(7.0, 10.0, 9.962962962962964)","(4.2, 5.3, 5.266666666666667)","(4.2, 5.3, 5.161904761904761)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:20:24.042955,"(9.0, 14.5, 14.26923076923077)","(3.2, 3.7, 3.65625)","(7.5, 9.2, 9.0)","(18.0, 25.0, 24.5)","(7.0, 10.0, 9.935483870967742)","(4.2, 5.3, 5.266666666666667)","(4.2, 5.3, 5.161904761904761)","(31.0, 48.0, 47.53846153846154)"
10-01-2023 16:20:25.518717,"(9.0, 14.5, 14.26923076923077)","(3.2, 3.7, 3.6625)","(7.5, 9.2, 9.145454545454545)","(18.0, 25.0, 24.666666666666668)","(7.0, 10.0, 9.953488372093023)","(4.2, 5.3, 4.934234234234235)","(4.2, 5.3, 5.203703703703704)","(31.0, 48.0, 47.6)"
10-01-2023 16:20:26.850614,"(9.0, 15.0, 14.272727272727273)","(3.2, 3.8, 3.764705882352941)","(7.5, 9.2, 9.145454545454545)","(18.0, 25.0, 24.666666666666668)","(7.0, 10.0, 9.952380952380953)","(4.2, 5.1, 4.941379310344828)","(4.2, 5.3, 5.203703703703704)","(31.0, 48.0, 47.6)"
10-01-2023 16:20:28.112427,"(9.0, 15.0, 14.75)","(3.2, 3.8, 3.757142857142857)","(7.5, 9.2, 9.142857142857142)","(18.0, 25.0, 24.53846153846154)","(7.0, 10.0, 9.952380952380953)","(4.2, 5.1, 5.002)","(4.2, 5.3, 5.203703703703704)","(31.0, 48.0, 47.6)"
10-01-2023 16:20:29.751151,"(9.0, 15.0, 14.583333333333334)","(3.2, 3.8, 3.7666666666666666)","(7.5, 9.2, 9.076923076923077)","(18.0, 25.0, 24.5)","(7.0, 10.0, 9.952380952380953)","(4.2, 5.1, 5.00188679245283)","(4.2, 5.3, 5.203703703703704)","(31.0, 48.0, 47.6)"
10-01-2023 16:20:31.189933,"(9.0, 15.0, 14.6)","(3.2, 3.8, 3.7625)","(7.5, 9.2, 9.060869565217391)","(18.0, 25.0, 24.22222222222222)","(7.0, 10.0, 9.95)","(4.2, 5.1, 5.0015625)","(4.2, 5.3, 5.203703703703704)","(31.0, 48.0, 47.6)"
