,Mighty Night,Little Mac,Tah Ash,Nitro Cannon,Brookes Girl,Monos Spirit,Monos Typhoon,Tah Darcy
10-01-2023 11:40:51.153655,"(7.0, 10.5, 8.930434782608696)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.335714285714286)","(3.2, 3.7, 3.6214285714285714)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 570.0, 466.8421052631579)"
10-01-2023 11:40:52.124419,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.335714285714286)","(3.2, 3.7, 3.6214285714285714)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 570.0, 466.8421052631579)"
10-01-2023 11:40:53.092452,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.335714285714286)","(3.2, 3.7, 3.596875)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 570.0, 466.8421052631579)"
10-01-2023 11:40:54.054934,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.335714285714286)","(3.2, 3.7, 3.596875)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 570.0, 346.6666666666667)"
10-01-2023 11:40:55.008500,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.335714285714286)","(3.2, 3.7, 3.596875)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 560.0, 511.25)"
10-01-2023 11:40:55.958326,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 540.0, 511.25)"
10-01-2023 11:40:56.891093,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 46.0, 34.8)","(12.0, 30.0, 29.0)","(81.0, 540.0, 511.25)"
10-01-2023 11:40:57.836418,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 46.0, 40.82352941176471)","(12.0, 30.0, 29.0)","(81.0, 540.0, 511.25)"
10-01-2023 11:40:58.775902,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 42.0, 40.82352941176471)","(12.0, 30.0, 29.0)","(81.0, 540.0, 511.25)"
10-01-2023 11:40:59.717976,"(7.0, 10.0, 9.72)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 42.0, 31.142857142857142)","(12.0, 30.0, 29.0)","(81.0, 540.0, 511.25)"
10-01-2023 11:41:00.658454,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 42.0, 31.142857142857142)","(12.0, 30.0, 29.0)","(81.0, 540.0, 455.0)"
10-01-2023 11:41:01.601796,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3833333333333333)","(3.2, 3.7, 3.596875)","(15.0, 42.0, 30.88888888888889)","(12.0, 30.0, 29.0)","(81.0, 470.0, 455.0)"
10-01-2023 11:41:02.543487,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.377586206896552)","(3.2, 3.7, 3.596875)","(15.0, 42.0, 30.88888888888889)","(12.0, 30.0, 29.0)","(81.0, 470.0, 435.0)"
10-01-2023 11:41:03.498620,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.389622641509434)","(3.2, 3.7, 3.596875)","(15.0, 40.0, 33.519999999999996)","(12.0, 30.0, 29.0)","(81.0, 470.0, 435.0)"
10-01-2023 11:41:04.425895,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.389622641509434)","(3.2, 3.7, 3.596875)","(15.0, 38.0, 37.05882352941177)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:05.362644,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.389622641509434)","(3.2, 3.7, 3.596875)","(15.0, 38.0, 37.05882352941177)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:06.280982,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.389622641509434)","(3.2, 3.7, 3.596875)","(15.0, 38.0, 37.05882352941177)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:07.225895,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.389622641509434)","(3.2, 3.7, 3.596875)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:08.156425,"(7.0, 10.0, 8.929411764705883)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.389622641509434)","(3.2, 3.7, 3.596875)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:09.109161,"(7.0, 9.8, 9.08)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3923076923076922)","(3.2, 3.7, 3.596875)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:10.047633,"(7.0, 9.8, 9.08)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3923076923076922)","(3.2, 3.7, 3.596875)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:11.035165,"(7.0, 9.8, 9.08)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3923076923076922)","(3.2, 3.7, 3.596875)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:12.000179,"(7.0, 9.8, 9.08)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3923076923076922)","(3.2, 3.7, 3.596875)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:13.000731,"(7.0, 9.8, 8.84)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.6365384615384615)","(15.0, 34.0, 33.294117647058826)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:13.995154,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.6365384615384615)","(15.0, 34.0, 33.55555555555556)","(12.0, 30.0, 29.0)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:14.986586,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.658823529411765)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.6365384615384615)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:15.974174,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.6365384615384615)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 437.9166666666667)"
10-01-2023 11:41:16.961994,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 180.0, 136.66666666666669)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.6365384615384615)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 502.0833333333333)"
10-01-2023 11:41:17.932394,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.6365384615384615)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:18.920481,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:19.860945,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:20.837474,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:21.797343,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 28.5)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:22.763415,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.57142857142857)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:23.720435,"(7.0, 9.8, 8.76)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.0833333333333)"
10-01-2023 11:41:24.690505,"(7.0, 9.8, 8.754838709677419)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 505.38461538461536)"
10-01-2023 11:41:25.642504,"(7.0, 9.8, 8.754838709677419)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.5)"
10-01-2023 11:41:26.591947,"(7.0, 9.8, 8.49090909090909)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.5)"
10-01-2023 11:41:27.565290,"(7.0, 9.8, 8.49090909090909)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.5)"
10-01-2023 11:41:28.510258,"(7.0, 9.6, 8.588888888888889)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.3693548387096777)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 540.0, 502.5)"
10-01-2023 11:41:29.491413,"(7.0, 9.6, 8.588888888888889)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.75)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:30.446114,"(7.0, 9.6, 8.588888888888889)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.44444444444444)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:31.425343,"(7.0, 9.6, 8.45)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:32.392708,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:33.365976,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:34.327979,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:35.292878,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:36.252805,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:37.221644,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:38.167340,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:39.143615,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 438.33333333333337)"
10-01-2023 11:41:40.114830,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 33.64285714285714)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 440.7692307692308)"
10-01-2023 11:41:41.077201,"(7.0, 9.6, 8.384210526315789)","(3.8, 4.8, 4.628571428571428)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.714285714285715)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 440.7692307692308)"
10-01-2023 11:41:42.043372,"(7.0, 9.4, 8.155555555555555)","(3.8, 4.8, 4.635)","(41.0, 190.0, 87.33333333333334)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 34.0, 32.714285714285715)","(12.0, 30.0, 29.416666666666668)","(81.0, 470.0, 440.7692307692308)"
10-01-2023 11:41:43.025833,"(7.0, 9.4, 7.914285714285715)","(3.7, 4.8, 4.635)","(41.0, 190.0, 130.0)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 35.75)","(12.0, 30.0, 28.285714285714285)","(81.0, 470.0, 423.125)"
10-01-2023 11:41:44.006595,"(7.0, 9.4, 7.866666666666666)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 35.75)","(12.0, 30.0, 28.285714285714285)","(81.0, 470.0, 266.3157894736842)"
10-01-2023 11:41:44.992923,"(7.0, 9.4, 7.866666666666666)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 36.61538461538461)","(12.0, 30.0, 29.142857142857142)","(81.0, 560.0, 493.125)"
10-01-2023 11:41:45.963464,"(7.0, 9.2, 7.975)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 36.61538461538461)","(12.0, 30.0, 29.142857142857142)","(81.0, 550.0, 493.125)"
10-01-2023 11:41:46.935686,"(7.0, 9.2, 7.873684210526315)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 36.61538461538461)","(12.0, 30.0, 29.5)","(81.0, 550.0, 493.125)"
10-01-2023 11:41:47.907154,"(7.0, 9.0, 8.86)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 37.5)","(12.0, 30.0, 29.5)","(81.0, 550.0, 493.125)"
10-01-2023 11:41:48.888853,"(7.0, 9.0, 8.86)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 37.5)","(12.0, 30.0, 29.5)","(81.0, 550.0, 493.125)"
10-01-2023 11:41:49.855182,"(7.0, 9.0, 8.86)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.395098039215686)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 37.5)","(12.0, 30.0, 29.5)","(81.0, 550.0, 493.125)"
10-01-2023 11:41:50.860030,"(7.0, 9.0, 8.86)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.45, 3.491304347826087)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 32.5)","(12.0, 30.0, 29.5)","(81.0, 550.0, 493.125)"
10-01-2023 11:41:51.857662,"(7.0, 9.0, 8.86)","(3.7, 4.8, 4.635)","(41.0, 190.0, 122.5)","(2.7, 3.55, 3.491304347826087)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 37.18181818181818)","(12.0, 30.0, 29.5)","(81.0, 550.0, 423.125)"
10-01-2023 11:41:52.841763,"(7.0, 8.8, 8.68)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.55, 3.5153846153846153)","(3.2, 3.7, 3.613157894736842)","(15.0, 38.0, 37.4375)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:41:53.823613,"(7.0, 8.8, 8.600000000000001)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.55, 3.5153846153846153)","(3.2, 3.7, 3.582142857142857)","(15.0, 38.0, 39.3125)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:41:54.792498,"(7.0, 8.8, 8.600000000000001)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.55, 3.5153846153846153)","(3.2, 3.7, 3.582142857142857)","(15.0, 40.0, 39.33333333333333)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:41:55.813150,"(7.0, 8.8, 7.85)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.55, 3.4214285714285713)","(3.2, 3.7, 3.582142857142857)","(15.0, 40.0, 39.33333333333333)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:41:56.776207,"(7.0, 8.6, 8.433333333333334)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.55, 3.4214285714285713)","(3.2, 3.7, 3.582142857142857)","(15.0, 40.0, 39.33333333333333)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:41:57.751172,"(7.0, 8.6, 8.433333333333334)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.6, 3.5615384615384618)","(3.2, 3.7, 3.582142857142857)","(15.0, 40.0, 39.33333333333333)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:41:58.728627,"(7.0, 8.6, 8.433333333333334)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.6, 3.5615384615384618)","(3.2, 3.7, 3.582142857142857)","(15.0, 40.0, 39.33333333333333)","(12.0, 30.0, 29.5)","(81.0, 470.0, 211.25)"
10-01-2023 11:41:59.686999,"(7.0, 8.6, 7.827272727272727)","(3.7, 4.8, 4.628571428571428)","(41.0, 190.0, 122.5)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 40.0, 36.46153846153846)","(12.0, 30.0, 29.5)","(81.0, 560.0, 211.25)"
10-01-2023 11:42:00.645463,"(7.0, 8.6, 7.71304347826087)","(3.7, 4.8, 4.658823529411765)","(41.0, 190.0, 128.8235294117647)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 36.0)","(12.0, 30.0, 29.5)","(81.0, 560.0, 395.0)"
10-01-2023 11:42:01.611779,"(7.0, 8.6, 7.6000000000000005)","(3.7, 4.8, 4.658823529411765)","(41.0, 190.0, 128.8235294117647)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 36.0)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:42:02.554650,"(7.0, 8.6, 7.541176470588235)","(3.7, 4.8, 4.658823529411765)","(41.0, 190.0, 128.8235294117647)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 37.2)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:42:03.533490,"(7.0, 8.6, 7.541176470588235)","(3.7, 4.8, 4.658823529411765)","(41.0, 190.0, 128.8235294117647)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 37.333333333333336)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:42:04.490125,"(7.0, 8.4, 7.51304347826087)","(3.7, 4.8, 4.658823529411765)","(41.0, 190.0, 128.8235294117647)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 37.333333333333336)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:42:05.485026,"(7.0, 8.4, 7.51304347826087)","(3.7, 4.8, 4.658823529411765)","(41.0, 160.0, 150.0)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 39.395348837209305)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:42:06.504109,"(7.0, 8.2, 7.949999999999999)","(3.7, 4.8, 4.658823529411765)","(41.0, 160.0, 150.0)","(2.7, 3.6, 3.5464285714285717)","(3.2, 3.7, 3.582142857142857)","(15.0, 42.0, 39.925925925925924)","(12.0, 30.0, 29.5)","(81.0, 470.0, 395.0)"
10-01-2023 11:42:07.523979,"(7.0, 8.2, 7.745454545454545)","(3.7, 4.8, 4.658823529411765)","(41.0, 160.0, 150.0)","(2.7, 3.6, 3.533333333333333)","(3.1, 3.7, 3.582142857142857)","(19.0, 42.0, 39.886792452830186)","(15.0, 30.0, 29.5)","(81.0, 470.0, 198.33333333333331)"
10-01-2023 11:42:08.514608,"(7.0, 8.0, 7.885714285714286)","(3.7, 4.8, 4.658823529411765)","(41.0, 160.0, 150.0)","(2.7, 3.6, 3.533333333333333)","(3.1, 3.7, 3.582142857142857)","(19.0, 42.0, 39.925925925925924)","(15.0, 30.0, 29.5)","(81.0, 560.0, 459.0)"
10-01-2023 11:42:09.513673,"(7.0, 8.0, 7.885714285714286)","(3.7, 4.8, 4.658823529411765)","(41.0, 160.0, 150.0)","(2.7, 3.6, 3.533333333333333)","(3.1, 3.7, 3.582142857142857)","(19.0, 42.0, 39.925925925925924)","(15.0, 30.0, 29.5)","(81.0, 550.0, 459.0)"
