,Wong Way,Joint Forces,Saturday Vibes,Lady Luna,Wisheart,Bellas In Command,Dream Luv,Heros Choice,Talk Crazy
08-12-2022 14:37:31.603751,"(2.05, 2.56, 2.5476190476190474)","(21.0, 34.0, 33.63636363636364)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 120.0, 98.33333333333334)","(101.0, 320.0, 226.66666666666666)","(31.0, 90.0, 78.33333333333333)","(17.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.434782608695652)"
08-12-2022 14:37:32.977682,"(2.05, 2.56, 2.5476190476190474)","(21.0, 34.0, 32.888888888888886)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.238095238095237)","(31.0, 120.0, 93.33333333333334)","(101.0, 320.0, 240.0)","(31.0, 90.0, 79.44444444444444)","(17.0, 32.0, 31.375)","(12.0, 24.0, 21.75)"
08-12-2022 14:37:34.317899,"(2.05, 2.54, 2.5540000000000003)","(21.0, 34.0, 35.44827586206897)","(2.3, 2.46, 2.4378706727629)","(14.0, 20.0, 19.125)","(31.0, 120.0, 78.75)","(101.0, 320.0, 240.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 32.0, 29.612903225806452)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:35.687578,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.55555555555556)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.8125)","(31.0, 90.0, 78.75)","(101.0, 320.0, 240.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 30.0, 33.142857142857146)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:36.914268,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.55555555555556)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 320.0, 240.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:38.119175,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.45945945945946)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 320.0, 240.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:39.350046,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.411764705882355)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 320.0, 240.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:40.678832,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.48717948717949)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 320.0, 220.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 31.923076923076923)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:42.222230,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.48717948717949)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 320.0, 218.33333333333334)","(31.0, 95.0, 79.44444444444444)","(17.0, 32.0, 33.125)","(12.0, 24.0, 22.0)"
08-12-2022 14:37:43.656366,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.48717948717949)","(2.3, 2.44, 2.4378706727629)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 310.0, 233.33333333333334)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:45.115545,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.48717948717949)","(2.3, 2.44, 2.437493606138107)","(14.0, 19.5, 18.738095238095237)","(31.0, 90.0, 78.75)","(101.0, 300.0, 245.0)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:46.561007,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.48717948717949)","(2.3, 2.44, 2.437493606138107)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 290.0, 226.66666666666666)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:47.940171,"(2.05, 2.56, 2.5540000000000003)","(21.0, 36.0, 35.48717948717949)","(2.3, 2.44, 2.437493606138107)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 280.0, 211.66666666666666)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:49.354687,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 33.88235294117647)","(2.3, 2.44, 2.437493606138107)","(14.0, 19.5, 18.727272727272727)","(31.0, 85.0, 73.63636363636364)","(101.0, 270.0, 206.36363636363637)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:50.723299,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 33.88235294117647)","(2.3, 2.44, 2.437493606138107)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 206.36363636363637)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:52.139291,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 33.88235294117647)","(2.3, 2.44, 2.4375272261370915)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 206.36363636363637)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.125)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:53.482754,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 33.88235294117647)","(2.3, 2.44, 2.4375272261370915)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 206.36363636363637)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 31.923076923076923)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:54.803359,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 33.88235294117647)","(2.3, 2.44, 2.4375272261370915)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 206.36363636363637)","(31.0, 95.0, 79.44444444444444)","(17.0, 32.0, 31.923076923076923)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:56.085647,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 33.88235294117647)","(2.3, 2.44, 2.4375272261370915)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 206.36363636363637)","(31.0, 95.0, 79.44444444444444)","(17.0, 32.0, 32.94117647058823)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:57.385258,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 34.2)","(2.3, 2.44, 2.4375272261370915)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.0)"
08-12-2022 14:37:58.702743,"(2.05, 2.56, 2.554666666666667)","(21.0, 36.0, 34.2)","(2.3, 2.44, 2.438047493403694)","(14.0, 19.5, 18.727272727272727)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.0)"
08-12-2022 14:38:00.134426,"(2.05, 2.56, 2.5533333333333332)","(21.0, 36.0, 34.2)","(2.3, 2.44, 2.439132867132867)","(14.0, 19.5, 18.09375)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.0)"
08-12-2022 14:38:01.552472,"(2.05, 2.56, 2.5533333333333332)","(21.0, 36.0, 36.22222222222222)","(2.3, 2.44, 2.4391730903994393)","(14.0, 18.5, 17.90909090909091)","(31.0, 90.0, 73.63636363636364)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:02.927015,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.22222222222222)","(2.3, 2.44, 2.4375948553054663)","(14.0, 18.5, 17.90909090909091)","(31.0, 90.0, 85.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:04.229512,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.22222222222222)","(2.3, 2.44, 2.4375948553054663)","(14.0, 18.5, 17.90909090909091)","(31.0, 100.0, 86.42857142857143)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 33.333333333333336)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:05.560848,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.22222222222222)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 86.42857142857143)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:06.848166,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.22222222222222)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 86.42857142857143)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:08.202424,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.22222222222222)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 86.42857142857143)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 79.44444444444444)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:09.535602,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.22222222222222)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 85.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 33.333333333333336)","(13.0, 24.0, 22.193548387096776)"
08-12-2022 14:38:10.829954,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 85.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 32.94117647058823)","(13.0, 24.0, 22.0)"
08-12-2022 14:38:12.178664,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 85.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 32.94117647058823)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:13.441831,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 85.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 33.333333333333336)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:14.798312,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 85.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 33.333333333333336)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:16.158876,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 95.0, 75.0)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 32.94117647058823)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:17.638751,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 90.0, 77.85714285714286)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 72.5)","(17.0, 34.0, 33.333333333333336)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:19.295399,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437514950166113)","(14.0, 18.5, 17.90909090909091)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 63.888888888888886)","(17.0, 34.0, 33.57142857142857)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:20.872823,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.90909090909091)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 215.45454545454547)","(31.0, 95.0, 88.125)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:22.443310,"(2.05, 2.56, 2.5533333333333332)","(21.0, 38.0, 36.75)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 215.45454545454547)","(31.0, 90.0, 82.05882352941177)","(17.0, 34.0, 33.57142857142857)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:23.958895,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 82.05882352941177)","(17.0, 34.0, 33.57142857142857)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:25.408852,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 82.64705882352942)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.57142857142857)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:26.837139,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 83.51851851851852)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:28.219377,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 82.64705882352942)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:29.616417,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.437503320053121)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 78.33333333333334)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:31.074224,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.4391430646332606)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 78.33333333333334)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:32.466371,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.4391430646332606)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 80.83333333333334)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:33.902294,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.56)","(2.3, 2.44, 2.4391430646332606)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 80.83333333333334)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:35.504138,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.285714285714285)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:37.147846,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.588235294117645)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 71.36363636363636)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.125)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:38.736428,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.588235294117645)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 71.36363636363636)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 32.94117647058823)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:40.250722,"(2.05, 2.56, 2.551891891891892)","(21.0, 38.0, 36.588235294117645)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.891304347826086)","(31.0, 85.0, 71.36363636363636)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 33.333333333333336)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:41.737640,"(2.05, 2.56, 2.545714285714286)","(21.0, 38.0, 39.86666666666667)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 85.0, 75.625)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 34.0, 34.90909090909091)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:43.263349,"(2.05, 2.54, 2.520952380952381)","(21.0, 42.0, 35.285714285714285)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 85.0, 75.625)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 36.0, 35.38461538461539)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:44.757633,"(2.05, 2.54, 2.520952380952381)","(21.0, 40.0, 35.285714285714285)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 85.0, 78.18181818181819)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 40.0, 37.5)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:46.221065,"(2.05, 2.54, 2.515)","(21.0, 40.0, 38.44444444444444)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 100.0, 81.875)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 38.0, 36.714285714285715)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:47.975379,"(2.05, 2.54, 2.515)","(21.0, 42.0, 40.15384615384615)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 95.0, 83.75)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 38.0, 36.714285714285715)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:49.688983,"(2.1, 2.54, 2.515)","(21.0, 42.0, 40.15384615384615)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 95.0, 79.44444444444444)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 38.0, 36.714285714285715)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:51.282746,"(2.1, 2.54, 2.515)","(21.0, 42.0, 40.15384615384615)","(2.3, 2.44, 2.437526595744681)","(14.0, 18.5, 17.846153846153847)","(31.0, 95.0, 76.66666666666667)","(101.0, 270.0, 215.45454545454547)","(31.0, 85.0, 77.85714285714286)","(17.0, 38.0, 36.714285714285715)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:52.800327,"(2.1, 2.54, 2.515)","(21.0, 42.0, 40.15384615384615)","(2.3, 2.44, 2.437526595744681)","(13.0, 18.5, 17.846153846153847)","(31.0, 90.0, 77.85714285714286)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.85714285714286)","(17.0, 38.0, 37.30769230769231)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:54.342359,"(2.1, 2.54, 2.515)","(21.0, 42.0, 39.714285714285715)","(2.3, 2.44, 2.437526595744681)","(13.0, 18.5, 17.846153846153847)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.85714285714286)","(17.0, 38.0, 34.628571428571426)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:55.825497,"(2.1, 2.54, 2.515)","(21.0, 42.0, 39.714285714285715)","(2.3, 2.44, 2.437526595744681)","(13.0, 18.5, 17.846153846153847)","(31.0, 85.0, 77.85714285714286)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.85714285714286)","(17.0, 36.0, 35.285714285714285)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:57.283608,"(2.1, 2.54, 2.515)","(21.0, 42.0, 39.714285714285715)","(2.3, 2.44, 2.437526595744681)","(13.0, 18.5, 17.846153846153847)","(31.0, 85.0, 70.41666666666667)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.85714285714286)","(17.0, 36.0, 35.285714285714285)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:38:58.729331,"(2.1, 2.54, 2.515)","(21.0, 42.0, 39.714285714285715)","(2.3, 2.44, 2.437526595744681)","(13.0, 18.5, 17.846153846153847)","(31.0, 85.0, 70.41666666666667)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.85714285714286)","(17.0, 36.0, 35.285714285714285)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:39:00.219371,"(2.1, 2.54, 2.499607843137255)","(21.0, 42.0, 39.714285714285715)","(2.3, 2.44, 2.4437037037037035)","(13.0, 18.5, 17.25)","(31.0, 85.0, 72.5)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.85714285714286)","(17.0, 36.0, 35.285714285714285)","(13.0, 23.0, 22.384615384615383)"
08-12-2022 14:39:01.638047,"(2.1, 2.5, 2.499607843137255)","(21.0, 42.0, 39.714285714285715)","(2.3, 2.46, 2.4526086956521738)","(13.0, 17.5, 16.970588235294116)","(31.0, 85.0, 89.16666666666666)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 36.0, 35.25925925925926)","(13.0, 23.0, 21.857142857142858)"
08-12-2022 14:39:03.079889,"(2.1, 2.5, 2.49)","(21.0, 42.0, 41.27272727272727)","(2.3, 2.48, 2.452058212058212)","(13.0, 17.5, 17.0)","(31.0, 95.0, 81.42857142857143)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 77.5)","(17.0, 36.0, 33.91304347826087)","(13.0, 24.0, 22.42105263157895)"
08-12-2022 14:39:04.571179,"(2.1, 2.5, 2.49)","(21.0, 42.0, 42.285714285714285)","(2.3, 2.48, 2.4501045296167248)","(13.0, 17.5, 17.0)","(31.0, 90.0, 81.42857142857143)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 34.0, 33.91304347826087)","(13.0, 24.0, 22.42105263157895)"
08-12-2022 14:39:05.969303,"(2.1, 2.5, 2.49)","(21.0, 44.0, 42.285714285714285)","(2.3, 2.46, 2.4501045296167248)","(13.0, 17.5, 17.0)","(31.0, 90.0, 81.42857142857143)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 34.0, 33.91304347826087)","(13.0, 24.0, 23.076923076923077)"
08-12-2022 14:39:07.286596,"(2.1, 2.52, 2.5046153846153847)","(21.0, 44.0, 42.285714285714285)","(2.3, 2.46, 2.4501045296167248)","(13.0, 17.5, 17.0)","(31.0, 90.0, 82.85714285714286)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 34.0, 33.91304347826087)","(13.0, 24.0, 23.076923076923077)"
08-12-2022 14:39:08.601150,"(2.1, 2.52, 2.5046153846153847)","(21.0, 44.0, 42.285714285714285)","(2.3, 2.46, 2.4501045296167248)","(13.0, 17.5, 17.0)","(31.0, 90.0, 82.85714285714286)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 34.0, 33.91304347826087)","(13.0, 24.0, 23.076923076923077)"
08-12-2022 14:39:09.946807,"(2.1, 2.52, 2.5046153846153847)","(21.0, 44.0, 42.285714285714285)","(2.3, 2.46, 2.4501045296167248)","(13.0, 17.5, 17.0)","(31.0, 90.0, 82.85714285714286)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 34.0, 33.91304347826087)","(13.0, 24.0, 24.6)"
08-12-2022 14:39:11.329855,"(2.1, 2.52, 2.5046153846153847)","(21.0, 44.0, 42.285714285714285)","(2.3, 2.46, 2.4501045296167248)","(13.0, 17.5, 16.95)","(31.0, 90.0, 83.0)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 75.625)","(17.0, 34.0, 33.91304347826087)","(13.0, 25.0, 24.6)"
08-12-2022 14:39:12.770792,"(2.1, 2.52, 2.5046153846153847)","(21.0, 44.0, 43.4)","(2.3, 2.46, 2.4501045296167248)","(13.0, 17.0, 16.88095238095238)","(31.0, 90.0, 67.0)","(101.0, 270.0, 218.57142857142858)","(31.0, 85.0, 63.57142857142857)","(17.0, 34.0, 33.91304347826087)","(13.0, 25.0, 24.6)"
