,Mammals Destiny,Twin Connection,Sporty Frank,Illawong Phillipa,Golden Jaylet,Im The Mighty Judd,Footlock,Indys Approval,Ima Workinclassman
09-01-2023 16:30:51.940061,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:53.002362,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:54.121481,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:55.245467,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:56.361291,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:57.505831,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:58.697179,"(26.0, 36.0, 29.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.6)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:30:59.830832,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.6, 6.550000000000001)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:00.954094,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.550000000000001)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:02.021150,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.550000000000001)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:03.105351,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.550000000000001)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:04.207786,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.550000000000001)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:05.292252,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.550000000000001)","(11.0, 19.5, 16.9)","(8.5, 13.5, 12.214285714285715)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:06.346790,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:07.414904,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:08.517161,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:09.613196,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:10.680994,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:11.781855,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:12.897955,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:14.006882,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:15.143966,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:16.203397,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:17.304248,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:18.441726,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:19.593299,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:20.714693,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:21.840679,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:22.970293,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.725)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:24.117595,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.85)","(3.6, 4.1, 3.6444444444444444)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:25.232603,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.8400000000000003)","(3.6, 4.0, 3.6444444444444444)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:26.337029,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.8400000000000003)","(3.6, 4.0, 3.6444444444444444)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:27.433631,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.8400000000000003)","(3.6, 4.0, 3.6444444444444444)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:28.500706,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.8400000000000003)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:29.563291,"(26.0, 38.0, 30.0)","(3.0, 3.95, 3.8400000000000003)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:30.603981,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:31.662404,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:32.763227,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:33.840063,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:34.933795,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:36.004269,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:37.170478,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:38.345412,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:39.463448,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:40.592235,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:41.764594,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:42.854606,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:43.935560,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:45.017842,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:46.046236,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:47.141487,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:48.271437,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:49.360795,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:50.424728,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:51.515019,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:52.683364,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5666666666666664)","(3.6, 4.0, 3.7454545454545456)","(31.0, 46.0, 40.75)","(21.0, 38.0, 28.666666666666668)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 16.9)","(8.5, 13.5, 11.35)","(6.0, 8.6, 7.6)"
09-01-2023 16:31:53.875571,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.8133333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 17.333333333333332)","(8.5, 13.5, 11.78)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:31:55.064416,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.8133333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.78)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:31:56.256564,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.8133333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.78)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:31:57.432638,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.8133333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:31:58.569341,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:31:59.669424,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:00.802908,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:01.940763,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:03.012310,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:04.104126,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:05.183543,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.32857142857143)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:06.292482,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.948936170212766)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.333333333333333)","(11.0, 19.5, 15.5)","(8.5, 13.5, 10.9)","(6.0, 8.6, 7.933333333333333)"
09-01-2023 16:32:07.463888,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.5727272727272728)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 7.4, 6.05)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.94)","(6.0, 8.6, 7.533333333333333)"
09-01-2023 16:32:08.663352,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6538461538461537)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 6.8, 6.05)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.55)","(6.0, 8.6, 7.36)"
09-01-2023 16:32:09.842954,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.58)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 40.75)","(21.0, 38.0, 31.0)","(5.0, 6.8, 6.05)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.55)","(6.0, 8.8, 7.36)"
09-01-2023 16:32:11.025552,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.58)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.8, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.033333333333333)","(6.0, 8.8, 7.771428571428571)"
09-01-2023 16:32:12.220603,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6199999999999997)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.033333333333333)","(6.0, 8.8, 7.771428571428571)"
09-01-2023 16:32:13.410775,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6199999999999997)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 11.033333333333333)","(6.0, 8.8, 7.771428571428571)"
09-01-2023 16:32:14.547058,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6199999999999997)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.575)","(6.0, 8.8, 7.771428571428571)"
09-01-2023 16:32:15.685828,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6199999999999997)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.575)","(6.0, 8.8, 7.771428571428571)"
09-01-2023 16:32:16.854916,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6199999999999997)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.575)","(6.0, 8.8, 7.771428571428571)"
09-01-2023 16:32:18.012660,"(26.0, 38.0, 30.0)","(3.0, 3.9, 3.6199999999999997)","(3.6, 4.0, 3.8333333333333335)","(31.0, 46.0, 42.5)","(21.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.12)","(11.0, 19.5, 15.5)","(8.5, 13.5, 12.575)","(6.0, 8.8, 7.771428571428571)"
