,Vive El Momento,Platinum Frolic,Gossiping,Party Monster,Sweet Annabella,Sarah Bellum,Awesome Incentive,Helluva Lady,Skyfly,Esperannna
07-01-2023 13:53:15.148543,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:16.641679,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:17.947697,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:19.214881,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:20.521963,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:22.037909,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:23.434960,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:25.002751,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:26.607902,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:28.305059,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:29.717126,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:31.011468,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:32.294116,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:33.666819,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:35.071924,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:36.540826,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.006666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:37.963391,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.006666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:39.293725,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.006666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:40.717248,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.006666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:42.191303,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.006666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:43.585250,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.006666666666667)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:44.888443,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.0533333333333332)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:46.215623,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.0533333333333332)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:47.522786,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.1, 2.0533333333333332)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:48.854504,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.5, 12.4)","(1.7, 2.1, 2.0533333333333332)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:50.270042,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.0, 12.4)","(1.7, 2.1, 2.04)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:51.542017,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.0, 12.4)","(1.7, 2.1, 2.04)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:52.816051,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.0, 12.4)","(1.7, 2.1, 2.04)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
07-01-2023 13:53:54.090342,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 159.16666666666666)","(51.0, 230.0, 132.0)","(8.0, 14.0, 12.4)","(1.7, 2.1, 2.04)","(21.0, 230.0, 159.33333333333334)","(4.4, 4.9, 4.775)"
