,On Tilt,Salt Mine Teddy,Bahamian Beat,Cant Glide By Katz,Verrazano Legacy,War Doctor,Payster,No More,Golden Oak,Vaporized
07-12-2022 13:26:30.679410,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.7)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:31.895072,"(31.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.0, 5.7)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:33.180146,"(31.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.0, 5.7)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:34.642311,"(31.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.0, 5.7)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:35.948695,"(31.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.0, 5.7)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:41.324654,"(31.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.0, 5.7)","(15.0, 30.0, 19.875)","(15.0, 30.0, 21.88888888888889)"
07-12-2022 13:26:42.876393,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.62)","(5.0, 6.0, 5.525)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:44.124592,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.62)","(5.0, 5.9, 5.525)","(15.0, 30.0, 20.25)","(15.0, 30.0, 22.25)"
07-12-2022 13:26:45.316193,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.62)","(5.0, 5.9, 5.525)","(15.0, 30.0, 20.25)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:46.481065,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.62)","(5.0, 5.9, 5.525)","(15.0, 30.0, 20.25)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:47.937584,"(31.0, 230.0, 96.0)","(15.0, 25.0, 24.4)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.610526315789474)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.363333333333333)","(15.0, 30.0, 25.799999999999997)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:49.341493,"(31.0, 230.0, 96.0)","(15.0, 25.0, 24.4)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.8, 4.333333333333333)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.4399999999999995)","(15.0, 30.0, 19.875)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:50.765443,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.8, 4.333333333333333)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.363333333333333)","(15.0, 30.0, 20.25)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:52.224327,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.8, 4.333333333333333)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.363333333333333)","(15.0, 30.0, 21.6)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:53.486432,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.8, 4.333333333333333)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.4399999999999995)","(15.0, 30.0, 23.0)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:54.684437,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.8, 4.333333333333333)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.363333333333333)","(15.0, 30.0, 25.333333333333336)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:55.909271,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.8, 4.333333333333333)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.363333333333333)","(15.0, 30.0, 19.875)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:57.249536,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 4.8, 4.38235294117647)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.4399999999999995)","(15.0, 30.0, 19.875)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:58.533905,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.545454545454546)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.4399999999999995)","(15.0, 30.0, 19.875)","(15.0, 32.0, 22.25)"
07-12-2022 13:26:59.805993,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 3.8306451612903225)","(17.0, 70.0, 34.75)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.363333333333333)","(15.0, 30.0, 23.0)","(15.0, 32.0, 22.25)"
07-12-2022 13:27:00.968644,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 3.8306451612903225)","(17.0, 40.0, 38.714285714285715)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.325641025641026)","(15.0, 30.0, 21.6)","(15.0, 32.0, 22.25)"
07-12-2022 13:27:02.163583,"(31.0, 230.0, 96.0)","(15.0, 25.0, 24.4)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.0)","(17.0, 65.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.407692307692308)","(15.0, 30.0, 19.875)","(15.0, 32.0, 22.25)"
07-12-2022 13:27:03.350041,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.035714285714286)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.325641025641026)","(15.0, 30.0, 23.0)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:04.557168,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.035714285714286)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.407692307692308)","(15.0, 30.0, 25.333333333333336)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:05.742239,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.261363636363637)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.407692307692308)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:07.111900,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.044117647058823)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.325641025641026)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:08.520845,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.044117647058823)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.9, 5.48)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:10.181482,"(31.0, 230.0, 96.0)","(15.0, 25.0, 24.3125)","(15.0, 19.5, 17.166666666666668)","(4.4, 5.0, 4.470338983050848)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.8, 5.48)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:11.590842,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.166666666666668)","(4.2, 5.0, 4.375)","(17.0, 70.0, 49.599999999999994)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.8, 5.48)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:13.052865,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.154411764705882)","(17.0, 70.0, 49.599999999999994)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.8, 5.312903225806452)","(15.0, 30.0, 23.0)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:14.595870,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 5.0, 4.017857142857142)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 23.0)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:16.152801,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 5.0, 4.227941176470589)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 25.950000000000003)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:17.557718,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 5.0, 4.107142857142857)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 20.25)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:18.847671,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.528301886792453)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 20.25)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:20.228636,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.528301886792453)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:21.607891,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.5)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 23.0)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:23.122890,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.485294117647059)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.312903225806452)","(15.0, 30.0, 25.333333333333336)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:24.457443,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.485294117647059)","(17.0, 70.0, 49.599999999999994)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.66)","(5.0, 5.7, 5.003225806451613)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:25.755780,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.485294117647059)","(17.0, 70.0, 49.599999999999994)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.7216216216216216)","(5.0, 5.7, 5.22)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:27.113865,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.545454545454546)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.581578947368421)","(5.0, 5.7, 5.235483870967742)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:28.524656,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.46969696969697)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.581578947368421)","(5.0, 5.7, 5.1)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:29.784755,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 5.0, 4.5)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.3, 3.9, 3.668421052631579)","(5.0, 5.7, 5.037931034482759)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:31.075683,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.5)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.2, 3.9, 3.668421052631579)","(5.0, 5.7, 5.158064516129032)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:32.427660,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.5)","(17.0, 70.0, 49.8)","(6.0, 10.0, 9.647058823529411)","(3.2, 3.9, 3.668421052631579)","(5.0, 5.7, 5.037931034482759)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:27:33.782644,"(31.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.175862068965517)","(17.0, 70.0, 57.25)","(6.0, 10.0, 9.647058823529411)","(3.2, 3.9, 3.708695652173913)","(5.0, 5.7, 5.037931034482759)","(15.0, 30.0, 21.6)","(15.0, 32.0, 26.09375)"
07-12-2022 13:27:35.024290,"(31.0, 230.0, 179.5)","(15.0, 25.0, 24.083333333333332)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.201724137931034)","(17.0, 70.0, 57.25)","(6.0, 10.0, 9.647058823529411)","(3.2, 3.9, 3.708695652173913)","(5.0, 5.7, 5.037931034482759)","(15.0, 30.0, 21.6)","(15.0, 32.0, 26.09375)"
07-12-2022 13:27:36.497209,"(31.0, 230.0, 179.5)","(15.0, 25.0, 24.083333333333332)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.144186046511628)","(17.0, 70.0, 57.25)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5965517241379312)","(5.0, 5.7, 5.090476190476191)","(15.0, 30.0, 21.6)","(15.0, 32.0, 26.09375)"
07-12-2022 13:27:37.901962,"(26.0, 230.0, 179.5)","(15.0, 25.0, 24.083333333333332)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.066666666666667)","(17.0, 70.0, 57.25)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5965517241379312)","(5.0, 5.7, 5.25)","(15.0, 30.0, 21.6)","(15.0, 32.0, 27.909090909090907)"
07-12-2022 13:27:39.328855,"(26.0, 230.0, 179.5)","(15.0, 25.0, 24.65625)","(15.0, 19.5, 17.615384615384617)","(4.2, 4.9, 4.066666666666667)","(17.0, 70.0, 57.25)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5965517241379312)","(5.0, 5.6, 5.25)","(15.0, 30.0, 21.6)","(15.0, 30.0, 27.909090909090907)"
07-12-2022 13:27:40.690810,"(26.0, 230.0, 179.5)","(15.0, 25.0, 24.65625)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.176315789473684)","(17.0, 70.0, 50.0)","(5.5, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5965517241379312)","(5.0, 5.6, 5.25)","(15.0, 30.0, 21.6)","(15.0, 30.0, 27.909090909090907)"
07-12-2022 13:27:42.054143,"(26.0, 230.0, 179.5)","(15.0, 25.0, 24.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.176315789473684)","(17.0, 70.0, 50.0)","(5.5, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5965517241379312)","(5.0, 5.6, 5.25)","(15.0, 30.0, 21.6)","(15.0, 30.0, 27.909090909090907)"
07-12-2022 13:27:43.301719,"(26.0, 230.0, 179.5)","(15.0, 25.0, 24.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.176315789473684)","(17.0, 70.0, 50.0)","(5.5, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5666666666666664)","(5.0, 5.6, 5.35)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:44.455589,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.127941176470588)","(17.0, 70.0, 45.5)","(5.5, 10.0, 9.296551724137931)","(3.2, 3.9, 3.5666666666666664)","(5.0, 5.6, 5.35)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:45.749753,"(26.0, 230.0, 179.5)","(15.0, 25.0, 23.333333333333332)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.201470588235295)","(17.0, 70.0, 50.0)","(5.5, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.6, 5.25)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:47.071429,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.333333333333332)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.093548387096774)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.6, 5.35)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:48.570969,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.333333333333332)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.174193548387096)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.6, 5.1521739130434785)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:49.891764,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.174193548387096)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.1521739130434785)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:51.355422,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 3.8655172413793104)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.042857142857143)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:52.694355,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 3.8655172413793104)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.1521739130434785)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:54.223528,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.078571428571428)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.1521739130434785)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:55.513593,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.0964285714285715)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.1521739130434785)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:56.890538,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.0964285714285715)","(17.0, 70.0, 45.5)","(6.0, 10.0, 9.296551724137931)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 23.0)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:58.155442,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 17.615384615384617)","(4.4, 4.9, 4.0964285714285715)","(17.0, 70.0, 35.0)","(5.5, 10.0, 9.094117647058825)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 24.0)","(15.0, 30.0, 24.5)"
07-12-2022 13:27:59.626239,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 16.875)","(4.4, 4.9, 4.257142857142857)","(17.0, 42.0, 35.0)","(5.5, 9.8, 9.266666666666667)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.4, 5.036363636363637)","(15.0, 30.0, 25.950000000000003)","(15.0, 30.0, 24.5)"
07-12-2022 13:28:01.063648,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 16.875)","(4.4, 4.9, 4.4)","(17.0, 42.0, 35.0)","(6.0, 9.8, 9.266666666666667)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.036363636363637)","(15.0, 30.0, 25.950000000000003)","(15.0, 30.0, 24.5)"
07-12-2022 13:28:02.352774,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 17.75)","(4.4, 4.9, 4.413888888888889)","(17.0, 42.0, 35.0)","(6.0, 9.8, 9.266666666666667)","(3.2, 3.9, 3.552173913043478)","(5.0, 5.5, 5.15)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:28:03.780884,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 17.75)","(4.4, 4.9, 4.413888888888889)","(17.0, 42.0, 35.0)","(6.0, 9.8, 9.266666666666667)","(3.2, 3.9, 3.4921052631578946)","(5.0, 5.4, 5.15)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:28:05.017410,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.676470588235293)","(15.0, 19.5, 17.75)","(4.4, 4.9, 4.413888888888889)","(17.0, 42.0, 35.0)","(6.0, 9.8, 9.266666666666667)","(3.2, 3.9, 3.4921052631578946)","(5.0, 5.4, 5.15)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:28:06.268075,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.833333333333332)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.16829268292683)","(17.0, 42.0, 35.0)","(6.0, 9.8, 9.266666666666667)","(3.2, 3.9, 3.575)","(5.0, 5.4, 5.036363636363637)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:28:07.466106,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.16829268292683)","(17.0, 42.0, 35.0)","(6.0, 9.8, 9.266666666666667)","(3.2, 3.85, 3.575)","(5.0, 5.5, 5.036363636363637)","(15.0, 30.0, 21.6)","(15.0, 30.0, 21.6)"
