,On Tilt,Salt Mine Teddy,Bahamian Beat,Cant Glide By Katz,Verrazano Legacy,War Doctor,Payster,No More,Golden Oak,Vaporized
07-12-2022 13:24:58.299367,"(26.0, 230.0, 69.2)","(14.0, 25.0, 22.25)","(15.0, 30.0, 26.0)","(4.4, 4.4, 4.092307692307693)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 24.0)"
07-12-2022 13:24:59.652513,"(26.0, 230.0, 69.2)","(14.0, 25.0, 22.25)","(15.0, 30.0, 26.0)","(4.4, 4.4, 4.141935483870968)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 24.0)"
07-12-2022 13:25:00.857546,"(26.0, 230.0, 115.14285714285714)","(14.0, 25.0, 22.25)","(15.0, 30.0, 26.0)","(4.4, 4.4, 4.141935483870968)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 24.0)"
07-12-2022 13:25:01.984463,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 30.0, 26.0)","(4.4, 4.4, 4.141935483870968)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 22.333333333333332)"
07-12-2022 13:25:03.131494,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 30.0, 24.0)","(4.4, 4.4, 4.141935483870968)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 22.333333333333332)"
07-12-2022 13:25:04.305417,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 30.0, 24.0)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 24.0)"
07-12-2022 13:25:05.503464,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 30.0, 24.0)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.91)","(15.0, 29.0, 21.333333333333332)","(15.0, 29.0, 24.0)"
07-12-2022 13:25:07.135758,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 30.0, 25.5)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.969230769230769)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:08.421817,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 29.0, 25.5)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.969230769230769)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:09.743702,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 29.0, 25.5)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.969230769230769)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:11.120794,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 29.0, 25.5)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 5.969230769230769)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:12.292306,"(26.0, 230.0, 70.0)","(14.0, 25.0, 22.25)","(15.0, 29.0, 22.0)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 6.070588235294117)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:13.427278,"(26.0, 230.0, 70.0)","(14.0, 25.0, 24.214285714285715)","(15.0, 29.0, 22.0)","(4.4, 4.4, 4.08)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 6.070588235294117)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:14.629037,"(26.0, 230.0, 70.0)","(14.0, 25.0, 24.214285714285715)","(15.0, 29.0, 22.0)","(4.4, 4.4, 3.6999999999999997)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.716666666666667)","(5.0, 6.4, 6.070588235294117)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:15.852508,"(26.0, 230.0, 70.0)","(14.0, 25.0, 23.333333333333332)","(15.0, 29.0, 22.0)","(4.4, 4.4, 3.6999999999999997)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7866666666666666)","(5.0, 6.4, 5.933333333333334)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:17.104670,"(26.0, 230.0, 70.0)","(14.0, 25.0, 23.333333333333332)","(15.0, 29.0, 22.0)","(4.4, 4.4, 3.7875)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.8307692307692305)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:18.339223,"(26.0, 230.0, 70.0)","(14.0, 25.0, 23.333333333333332)","(15.0, 29.0, 23.346153846153847)","(4.4, 4.4, 3.7875)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.8307692307692305)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:19.524232,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 24.4)","(4.4, 4.4, 3.83125)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.8307692307692305)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:20.690457,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 24.4)","(4.4, 4.4, 3.83125)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.8307692307692305)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:21.900277,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 24.4)","(4.4, 4.4, 3.83125)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.8307692307692305)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:23.441693,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 21.666666666666668)","(4.4, 4.6, 3.8714285714285714)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.7875)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:24.723374,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 21.666666666666668)","(4.4, 4.6, 3.8714285714285714)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.7875)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:26.175574,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 25.0)","(4.4, 4.6, 4.248275862068965)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.933333333333334)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:27.639688,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 28.0, 21.454545454545453)","(4.4, 4.6, 4.248275862068965)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.933333333333334)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:28.919010,"(26.0, 230.0, 70.0)","(14.0, 25.0, 21.75)","(15.0, 26.0, 23.875)","(4.4, 4.6, 4.094736842105263)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.966666666666667)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:30.157344,"(26.0, 230.0, 96.0)","(14.0, 25.0, 21.75)","(15.0, 25.0, 23.875)","(4.4, 4.6, 4.094736842105263)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.966666666666667)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:31.402560,"(26.0, 230.0, 96.0)","(14.0, 25.0, 21.75)","(15.0, 25.0, 23.5)","(4.4, 4.6, 4.094736842105263)","(17.0, 70.0, 36.33333333333333)","(5.0, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.966666666666667)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:32.807165,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 25.0, 23.5)","(4.4, 4.6, 4.094736842105263)","(17.0, 70.0, 36.33333333333333)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 5.966666666666667)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:34.034974,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 25.0, 23.5)","(4.4, 4.6, 3.9076923076923076)","(17.0, 70.0, 36.33333333333333)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7272727272727275)","(5.0, 6.2, 6.025)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:35.289928,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 25.0, 23.5)","(4.4, 4.6, 3.9076923076923076)","(17.0, 70.0, 36.33333333333333)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.6760869565217393)","(5.0, 6.2, 6.025)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:36.719455,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 25.0, 23.5)","(4.4, 4.6, 3.9076923076923076)","(17.0, 70.0, 29.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.6760869565217393)","(5.0, 6.2, 6.025)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:38.184049,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 25.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 40.0, 29.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.6760869565217393)","(5.0, 6.2, 5.92)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:39.443675,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 24.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 40.0, 29.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.5847826086956522)","(5.0, 6.2, 5.6)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:40.724273,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 24.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 40.0, 29.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7615384615384615)","(5.0, 6.4, 5.6)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:41.950010,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 24.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 40.0, 28.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7615384615384615)","(5.0, 6.4, 5.6)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:43.437252,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 24.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 38.0, 28.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7615384615384615)","(5.0, 6.4, 5.6)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:44.815599,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 24.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 38.0, 28.75)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7615384615384615)","(5.0, 6.4, 5.566666666666666)","(15.0, 29.0, 21.333333333333332)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:46.188479,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.8)","(15.0, 24.0, 22.666666666666664)","(4.4, 4.6, 3.9076923076923076)","(17.0, 38.0, 33.375)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.7615384615384615)","(5.0, 6.4, 5.54390243902439)","(15.0, 29.0, 22.5)","(15.0, 30.0, 23.4)"
07-12-2022 13:25:47.802335,"(26.0, 230.0, 69.2)","(15.0, 25.0, 24.333333333333332)","(15.0, 24.0, 21.333333333333332)","(4.4, 4.6, 3.9076923076923076)","(17.0, 38.0, 27.916666666666664)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.705)","(5.0, 6.4, 5.54390243902439)","(15.0, 29.0, 22.5)","(15.0, 30.0, 24.5)"
07-12-2022 13:25:49.238330,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 24.0, 18.642857142857142)","(4.4, 4.6, 3.9076923076923076)","(17.0, 70.0, 38.4375)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.705)","(5.0, 6.4, 5.55625)","(15.0, 29.0, 22.5)","(15.0, 30.0, 27.25)"
07-12-2022 13:25:50.670602,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 24.0, 19.708333333333332)","(4.4, 4.6, 3.9076923076923076)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.705)","(5.0, 6.4, 5.733333333333333)","(15.0, 29.0, 20.666666666666668)","(15.0, 30.0, 27.9)"
07-12-2022 13:25:52.159894,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 22.0, 17.833333333333332)","(4.4, 4.6, 4.225)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.705)","(5.0, 6.4, 5.733333333333333)","(15.0, 29.0, 25.42857142857143)","(15.0, 30.0, 23.0)"
07-12-2022 13:25:53.481154,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 22.0, 17.833333333333332)","(4.4, 4.6, 4.225)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.73125)","(5.0, 6.4, 5.55625)","(15.0, 29.0, 21.0)","(15.0, 32.0, 20.625)"
07-12-2022 13:25:54.746089,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 22.0, 17.416666666666668)","(4.4, 4.6, 4.25)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.73125)","(5.0, 6.4, 5.733333333333333)","(15.0, 29.0, 21.0)","(15.0, 32.0, 22.27777777777778)"
07-12-2022 13:25:56.202997,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.25)","(15.0, 22.0, 17.833333333333332)","(4.4, 4.6, 4.5588235294117645)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.73125)","(5.0, 6.4, 5.816666666666666)","(15.0, 29.0, 21.0)","(15.0, 32.0, 22.666666666666668)"
07-12-2022 13:25:57.528643,"(26.0, 230.0, 96.0)","(15.0, 25.0, 21.75)","(15.0, 22.0, 17.0)","(4.4, 4.6, 4.114634146341464)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.95, 3.8)","(5.0, 6.4, 5.733333333333333)","(15.0, 29.0, 21.0)","(15.0, 32.0, 27.909090909090907)"
07-12-2022 13:25:58.751878,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.833333333333332)","(15.0, 22.0, 17.0)","(4.4, 4.7, 4.114634146341464)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.9, 3.8)","(5.0, 6.4, 5.55625)","(15.0, 29.0, 22.5)","(15.0, 30.0, 24.5)"
07-12-2022 13:25:59.972091,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.833333333333332)","(15.0, 22.0, 17.0)","(4.4, 4.7, 4.223404255319149)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.9, 3.8)","(5.0, 6.4, 5.733333333333333)","(15.0, 29.0, 20.666666666666668)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:01.241239,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.833333333333332)","(15.0, 22.0, 17.0)","(4.4, 4.7, 4.233333333333333)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.9, 3.8)","(5.0, 6.4, 5.733333333333333)","(15.0, 29.0, 20.666666666666668)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:02.562867,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.833333333333332)","(15.0, 22.0, 17.0)","(4.4, 4.7, 4.233333333333333)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.76)","(3.3, 3.9, 3.8)","(5.0, 6.4, 5.55625)","(15.0, 29.0, 22.5)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:03.953583,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 22.0, 20.357142857142858)","(4.4, 4.6, 4.344444444444445)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.533333333333333)","(3.3, 3.9, 3.8)","(5.0, 6.4, 5.5875)","(15.0, 29.0, 22.5)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:05.376700,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 21.0, 19.666666666666668)","(4.4, 4.7, 4.344444444444445)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.533333333333333)","(3.3, 3.9, 3.8)","(5.0, 6.2, 5.728571428571429)","(15.0, 29.0, 20.666666666666668)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:06.637104,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 21.0, 19.666666666666668)","(4.4, 4.7, 4.344444444444445)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.533333333333333)","(3.3, 3.9, 3.8)","(5.0, 6.2, 5.558333333333334)","(15.0, 29.0, 22.5)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:07.877633,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 19.666666666666668)","(4.4, 4.7, 4.415555555555556)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.533333333333333)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.55)","(15.0, 29.0, 25.799999999999997)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:09.434023,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.3)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 25.950000000000003)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:10.708877,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.3)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:12.013884,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.3)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:13.317955,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 9.8, 9.7)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:14.483432,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.7)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:15.674807,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.7)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:16.979297,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.7)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:18.261442,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.7)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:19.670846,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 21.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.8)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:20.927816,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 20.0, 18.0)","(4.4, 4.7, 4.58)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:22.193911,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.6000000000000005)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 19.875)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:23.456442,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 21.6)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:24.579625,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 24.9375)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:25.754907,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:26.906539,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:28.087740,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.5)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.533333333333333)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
07-12-2022 13:26:29.333793,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.833333333333332)","(4.4, 4.7, 4.636842105263158)","(17.0, 70.0, 49.599999999999994)","(5.5, 10.0, 9.647058823529411)","(3.3, 3.9, 3.69)","(5.0, 6.2, 5.678260869565217)","(15.0, 30.0, 20.25)","(15.0, 30.0, 24.5)"
