,Zabellsareringing,Poppie Socks,Pride Of Dixie,Sharp Pride,Side Cash,Cellar Champ,Driving Ambition,Emmjay,Les Goh,Iron Ruler,Lonhro Lily,Military Manoeuver,Siasha Jewel,Grosses Plain
05-01-2023 13:37:08.671024,"(8.5, 11.5, 10.5)","(101.0, 400.0, 375.0)","(31.0, 85.0, 49.66666666666667)","(51.0, 160.0, 78.0)","(21.0, 40.0, 31.0)","(11.0, 16.5, 12.736363636363636)","(101.0, 920.0, 575.0)","(10.0, 9.0, 6.445801526717558)","(4.8, 6.2, 4.357894736842105)","(13.0, 21.0, 17.0)","(16.0, 30.0, 27.5)","(6.0, 7.6, 6.1)","(4.4, 6.2, 5.912000000000001)","(71.0, 120.0, 84.0)"
05-01-2023 13:37:10.358229,"(8.5, 11.5, 11.450980392156863)","(101.0, 400.0, 375.0)","(31.0, 85.0, 56.0)","(51.0, 150.0, 148.81889763779526)","(21.0, 40.0, 31.0)","(11.0, 16.5, 12.736363636363636)","(101.0, 920.0, 575.0)","(10.0, 7.0, 6.446153846153846)","(4.8, 6.2, 4.389655172413793)","(13.0, 21.0, 17.0)","(16.0, 30.0, 27.5)","(6.0, 7.6, 5.0687500000000005)","(4.4, 5.9, 4.566666666666666)","(71.0, 120.0, 84.0)"
05-01-2023 13:37:12.004830,"(8.5, 11.5, 11.450980392156863)","(101.0, 400.0, 342.0)","(31.0, 80.0, 56.0)","(51.0, 150.0, 148.81889763779526)","(21.0, 40.0, 31.0)","(11.0, 16.5, 12.736363636363636)","(101.0, 920.0, 575.0)","(10.0, 7.0, 6.222222222222222)","(4.8, 6.2, 4.64)","(13.0, 21.0, 17.0)","(16.0, 30.0, 27.857142857142858)","(6.0, 7.6, 5.1625)","(4.4, 5.9, 4.766666666666667)","(71.0, 120.0, 84.0)"
05-01-2023 13:37:13.600223,"(8.5, 11.5, 10.25)","(101.0, 400.0, 422.0)","(31.0, 80.0, 77.33333333333334)","(51.0, 150.0, 149.4047619047619)","(21.0, 40.0, 33.5)","(11.0, 16.5, 14.357142857142858)","(101.0, 920.0, 575.0)","(10.0, 6.4, 6.228070175438597)","(4.8, 6.0, 3.376470588235294)","(13.0, 21.0, 18.1)","(16.0, 32.0, 26.0)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.4, 5.859999999999999)","(71.0, 170.0, 109.0)"
05-01-2023 13:37:15.164849,"(8.5, 12.0, 10.4)","(101.0, 500.0, 542.0)","(31.0, 100.0, 76.0)","(51.0, 150.0, 168.50393700787401)","(21.0, 44.0, 28.75)","(11.0, 19.0, 15.0)","(101.0, 920.0, 575.0)","(10.0, 7.0, 5.934375)","(4.8, 3.4, 3.775)","(13.0, 25.0, 17.666666666666668)","(16.0, 32.0, 27.0)","(6.0, 7.6, 6.0)","(4.4, 6.4, 6.066666666666667)","(71.0, 170.0, 102.5)"
05-01-2023 13:37:16.726043,"(8.5, 12.0, 10.514285714285714)","(101.0, 650.0, 542.0)","(31.0, 120.0, 66.0)","(51.0, 170.0, 110.0)","(21.0, 46.0, 37.375)","(11.0, 19.0, 15.4)","(101.0, 920.0, 575.0)","(10.0, 7.0, 6.80253164556962)","(4.8, 4.1, 3.8000000000000003)","(13.0, 25.0, 17.666666666666668)","(16.0, 34.0, 27.0)","(6.0, 8.8, 6.24)","(4.4, 6.4, 7.447272727272727)","(71.0, 150.0, 102.5)"
05-01-2023 13:37:18.357740,"(8.5, 12.0, 11.883495145631068)","(101.0, 650.0, 542.0)","(31.0, 100.0, 76.0)","(51.0, 170.0, 168.50393700787401)","(21.0, 46.0, 29.5)","(11.0, 19.0, 14.875)","(101.0, 920.0, 575.0)","(10.0, 7.0, 5.320655737704918)","(4.8, 5.2, 4.62)","(13.0, 25.0, 18.0)","(16.0, 34.0, 27.5)","(6.0, 8.8, 6.725)","(4.4, 7.6, 7.512499999999999)","(71.0, 150.0, 144.5263157894737)"
05-01-2023 13:37:20.296046,"(8.5, 12.0, 9.76)","(101.0, 650.0, 542.0)","(31.0, 120.0, 61.33333333333333)","(51.0, 170.0, 168.50393700787401)","(21.0, 46.0, 38.333333333333336)","(11.0, 19.0, 14.875)","(101.0, 920.0, 575.0)","(10.0, 5.6, 5.296296296296296)","(4.8, 5.1, 3.888888888888889)","(13.0, 25.0, 18.0)","(16.0, 34.0, 24.5)","(6.0, 8.6, 6.725)","(4.4, 7.6, 7.538686131386861)","(71.0, 120.0, 116.10526315789474)"
05-01-2023 13:37:22.081925,"(8.5, 12.0, 13.666666666666666)","(101.0, 650.0, 582.0)","(31.0, 120.0, 76.0)","(51.0, 170.0, 168.50393700787401)","(21.0, 46.0, 40.25)","(11.0, 19.0, 13.142857142857142)","(101.0, 920.0, 575.0)","(10.0, 5.5, 4.7054216867469885)","(4.8, 5.0, 3.695)","(13.0, 25.0, 24.666666666666664)","(16.0, 34.0, 18.0)","(6.0, 8.6, 7.549999999999999)","(4.4, 7.6, 7.218181818181818)","(71.0, 120.0, 163.4736842105263)"
05-01-2023 13:37:23.717840,"(8.5, 14.0, 10.9375)","(101.0, 700.0, 582.0)","(31.0, 120.0, 76.0)","(51.0, 170.0, 168.50393700787401)","(21.0, 46.0, 43.0)","(11.0, 21.0, 14.2)","(101.0, 920.0, 575.0)","(10.0, 5.0, 4.985714285714286)","(4.8, 5.0, 4.6000000000000005)","(13.0, 30.0, 22.25)","(16.0, 27.0, 22.25)","(6.0, 8.2, 4.913043478260869)","(4.4, 13.0, 12.916666666666666)","(71.0, 160.0, 154.0)"
05-01-2023 13:37:25.587868,"(8.5, 14.0, 10.9375)","(101.0, 700.0, 582.0)","(31.0, 120.0, 90.66666666666666)","(51.0, 170.0, 110.0)","(21.0, 48.0, 36.0)","(11.0, 21.0, 14.6)","(101.0, 920.0, 703.3333333333333)","(10.0, 5.2, 4.766666666666667)","(4.8, 4.9, 4.847727272727273)","(13.0, 30.0, 20.666666666666668)","(16.0, 29.0, 20.666666666666668)","(6.0, 5.0, 6.65)","(4.4, 13.0, 11.657894736842106)","(71.0, 160.0, 154.0)"
05-01-2023 13:37:27.658728,"(8.5, 14.0, 11.375)","(101.0, 700.0, 582.0)","(31.0, 120.0, 91.33333333333334)","(51.0, 170.0, 110.0)","(21.0, 48.0, 43.0)","(11.0, 21.0, 22.944444444444443)","(101.0, 920.0, 706.6666666666667)","(10.0, 4.9, 4.65)","(4.8, 4.9, 4.625)","(13.0, 32.0, 33.6)","(16.0, 30.0, 20.666666666666668)","(6.0, 7.8, 6.466666666666667)","(4.4, 14.5, 7.074999999999999)","(71.0, 160.0, 105.0)"
05-01-2023 13:37:29.582466,"(8.5, 14.0, 13.663461538461538)","(101.0, 700.0, 582.0)","(31.0, 120.0, 77.0)","(51.0, 170.0, 32.07017543859649)","(21.0, 48.0, 43.25)","(11.0, 23.0, 22.923076923076923)","(101.0, 920.0, 706.6666666666667)","(10.0, 4.9, 5.0)","(4.8, 4.9, 4.680000000000001)","(13.0, 34.0, 33.6)","(16.0, 34.0, 24.5)","(6.0, 7.8, 7.4)","(4.4, 7.0, 5.846153846153846)","(71.0, 160.0, 154.0)"
05-01-2023 13:37:31.579394,"(8.5, 14.0, 13.166666666666666)","(101.0, 700.0, 496.6666666666667)","(31.0, 120.0, 91.33333333333334)","(51.0, 38.0, 61.125)","(21.0, 50.0, 35.8)","(11.0, 23.0, 22.928571428571427)","(101.0, 920.0, 760.0)","(10.0, 5.3, 4.12)","(4.8, 4.9, 4.457142857142857)","(13.0, 34.0, 33.6)","(16.0, 34.0, 27.833333333333336)","(6.0, 6.2, 6.08)","(4.4, 7.0, 6.833333333333333)","(71.0, 160.0, 115.0)"
05-01-2023 13:37:33.224756,"(8.5, 13.5, 13.8989898989899)","(101.0, 690.0, 582.0)","(31.0, 120.0, 77.0)","(51.0, 75.0, 139.66666666666666)","(21.0, 55.0, 39.0)","(11.0, 23.0, 26.615384615384617)","(101.0, 920.0, 720.0)","(10.0, 4.2, 4.779999999999999)","(4.8, 4.5, 4.381578947368421)","(13.0, 34.0, 36.0)","(16.0, 34.0, 15.9)","(6.0, 6.2, 4.514285714285714)","(4.4, 7.0, 8.36)","(71.0, 160.0, 163.4736842105263)"
05-01-2023 13:37:34.908724,"(8.5, 14.0, 13.8989898989899)","(101.0, 700.0, 582.0)","(31.0, 120.0, 76.0)","(51.0, 160.0, 118.0)","(21.0, 55.0, 44.66666666666667)","(11.0, 27.0, 26.642857142857142)","(101.0, 940.0, 775.0)","(10.0, 5.3, 5.0375000000000005)","(4.8, 4.5, 4.4399999999999995)","(13.0, 40.0, 37.333333333333336)","(16.0, 17.5, 22.666666666666668)","(6.0, 4.6, 5.5)","(4.4, 13.0, 11.736842105263158)","(71.0, 170.0, 109.0)"
05-01-2023 13:37:36.446749,"(8.5, 14.0, 10.933333333333334)","(101.0, 700.0, 582.0)","(31.0, 120.0, 105.66666666666667)","(51.0, 150.0, 132.28571428571428)","(21.0, 55.0, 48.8)","(11.0, 27.0, 26.642857142857142)","(101.0, 940.0, 775.0)","(10.0, 5.4, 5.300000000000001)","(4.8, 4.8, 3.96)","(13.0, 40.0, 35.0)","(16.0, 36.0, 23.0)","(6.0, 6.2, 6.133333333333333)","(4.4, 13.0, 13.181818181818182)","(71.0, 170.0, 109.0)"
05-01-2023 13:37:37.936605,"(8.5, 15.5, 13.533333333333333)","(101.0, 700.0, 582.0)","(31.0, 120.0, 105.66666666666667)","(51.0, 170.0, 132.28571428571428)","(21.0, 55.0, 44.66666666666667)","(11.0, 27.0, 26.615384615384617)","(101.0, 940.0, 720.0)","(10.0, 5.4, 5.12)","(4.8, 4.0, 4.375)","(13.0, 38.0, 35.0)","(16.0, 36.0, 22.333333333333332)","(6.0, 6.8, 6.68)","(4.4, 14.5, 13.375)","(71.0, 170.0, 109.0)"
05-01-2023 13:37:39.355404,"(8.5, 15.5, 13.533333333333333)","(101.0, 700.0, 582.0)","(31.0, 120.0, 105.66666666666667)","(51.0, 170.0, 132.28571428571428)","(21.0, 55.0, 14.6)","(11.0, 27.0, 26.615384615384617)","(101.0, 940.0, 620.0)","(10.0, 5.4, 5.595)","(4.8, 4.8, 4.56)","(13.0, 38.0, 35.0)","(16.0, 34.0, 21.666666666666668)","(6.0, 7.0, 3.8053956834532374)","(4.4, 14.5, 13.375)","(71.0, 170.0, 109.0)"
05-01-2023 13:37:41.064356,"(8.5, 15.5, 12.75)","(101.0, 700.0, 582.0)","(31.0, 120.0, 89.0)","(51.0, 170.0, 132.28571428571428)","(21.0, 15.0, 20.625)","(11.0, 27.0, 26.615384615384617)","(101.0, 940.0, 620.0)","(10.0, 5.6, 5.497391304347826)","(4.8, 4.8, 5.2375)","(13.0, 38.0, 30.166666666666664)","(16.0, 34.0, 21.666666666666668)","(6.0, 3.9, 4.696153846153846)","(4.4, 14.5, 10.120000000000001)","(71.0, 170.0, 119.0)"
