,Bonnies Cam,Three Rivers Nz,King Of Trumps Nz,Arnold Street,Yep Got Chooks,Williewa Lightning,Shadow Minister Nz,Might As Well Nz,Be Rock Hard Nz
06-01-2023 16:15:59.464161,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:00.793582,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:02.071710,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:03.299779,"(2.7, 3.9, 3.69)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:04.565680,"(2.7, 3.9, 3.69)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:05.791173,"(2.7, 3.9, 3.375)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:07.037736,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:08.321492,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:09.635497,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:10.895696,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:12.118152,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:13.378532,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:14.619218,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:15.931228,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:17.234898,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:18.562964,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:19.809796,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:21.056631,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:22.336689,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:23.609485,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:24.915158,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:26.220973,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:27.499464,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:28.791886,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:30.052228,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:31.270821,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:32.513841,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:33.806523,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:35.108889,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:36.399321,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:37.714159,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:38.993685,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:40.222968,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:41.493095,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:42.710508,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:43.994719,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 8.453333333333333)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:45.310155,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.2, 8.453333333333333)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:46.597845,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.2, 8.453333333333333)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:47.918149,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.2, 9.15)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:49.208023,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:50.511342,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:51.778219,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:53.021616,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:54.248308,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:55.532179,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:56.746156,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:58.015945,"(2.7, 3.9, 3.496153846153846)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:16:59.286145,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:00.621948,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:01.866535,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:03.136847,"(2.7, 3.9, 3.65)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 51.0)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:04.421476,"(2.7, 3.85, 3.675)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 70.0, 45.2)","(6.0, 9.4, 8.453333333333333)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:05.963540,"(2.7, 3.85, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 43.2)","(6.0, 9.2, 8.5)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:07.539926,"(2.7, 3.8, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 60.0, 43.2)","(6.0, 9.2, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:08.996211,"(2.7, 3.8, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 60.0, 43.2)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:10.447907,"(2.7, 3.8, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 60.0, 43.2)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:11.878460,"(2.7, 3.8, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 60.0, 43.2)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:13.209498,"(2.7, 3.8, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 60.0, 43.2)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:14.459878,"(2.7, 3.9, 3.38)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 60.0, 43.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:15.724709,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:16.927591,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:18.204018,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:19.510234,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:20.847500,"(2.7, 3.8, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:22.169505,"(2.7, 3.85, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:23.422667,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:24.638416,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 43.5)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:25.900021,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 55.0, 41.0)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:27.195278,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 8.0)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:28.723121,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 8.0)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:30.057853,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:31.364557,"(2.7, 3.9, 3.42)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:32.700080,"(2.7, 3.9, 3.42)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.169230769230769)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:34.022577,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 8.0)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:35.400766,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 8.0)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:36.749937,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 8.0)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:38.123132,"(2.7, 3.8, 3.42)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.040000000000001)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:39.644070,"(2.7, 3.9, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.040000000000001)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:41.126477,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.040000000000001)","(71.0, 210.0, 178.75)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:42.731327,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.040000000000001)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:44.168127,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.200000000000001)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:45.674114,"(2.7, 3.8, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.24)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:47.040611,"(2.7, 3.85, 3.4833333333333334)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.24)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:48.451269,"(2.7, 3.8, 3.4666666666666663)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.4, 9.700000000000001)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:49.806785,"(2.7, 3.8, 3.433333333333333)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.0, 9.8, 9.85)","(71.0, 210.0, 185.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:17:51.141271,"(2.7, 3.75, 3.475)","(3.0, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 50.0, 37.142857142857146)","(6.5, 10.0, 9.92)","(71.0, 210.0, 185.0)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
