,M And M Girl,Big Cyn,Shez A Grinder,Clubhouse Saint,Shoe Game,Rowangoeshollywood,Sue Ettas Ghost,Fire Diamonds,Tick Tock,Izanami
12-01-2023 08:09:24.342787,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:25.549029,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:26.790615,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:28.071538,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:29.291406,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:30.544268,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:31.721174,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:33.057047,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:34.277614,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:35.470169,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:36.703975,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:37.942884,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:39.212278,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:40.450194,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:41.694671,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:42.880454,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:44.110128,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:45.383000,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:46.689722,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:47.949147,"(26.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:49.221927,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:50.531385,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:51.869920,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:53.202334,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:54.531123,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:55.828390,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:57.126267,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:58.363229,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:09:59.605337,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:00.824742,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:02.040001,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:03.235452,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:04.444142,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:05.641633,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:06.880800,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:08.131356,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:09.373885,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:10.608184,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:11.904037,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:13.176533,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:14.509533,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:15.839271,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:17.099338,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:18.369155,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:19.660080,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:20.937289,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:22.166983,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:23.383024,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:24.601838,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:25.770567,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:26.866125,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:27.960665,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:29.002130,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:30.103065,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:31.279662,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:32.463304,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:33.823825,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:35.093148,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:36.292811,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:37.399163,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:38.609866,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:39.693876,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:40.805563,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:41.928293,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:43.015178,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:44.122564,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:45.204891,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:46.274543,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:47.373987,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:48.532477,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:49.665957,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:50.814520,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:51.934487,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:52.996500,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:54.124311,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:55.277516,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:56.395553,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:57.554906,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:58.713730,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:10:59.988005,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:01.074511,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:02.216788,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:03.337047,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:04.453943,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:05.527499,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:06.614929,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:07.670916,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
12-01-2023 08:11:08.700024,"(31.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(3.0, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
