,M And M Girl,Big Cyn,Shez A Grinder,Clubhouse Saint,Shoe Game,Rowangoeshollywood,Sue Ettas Ghost,Fire Diamonds,Tick Tock,Izanami
12-01-2023 08:01:23.143735,"(20.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(2.9, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:01:24.525509,"(20.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(2.9, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(14.0, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:01:25.605510,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:26.862062,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:28.006841,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:29.162896,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:30.245739,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:31.435069,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:32.537854,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:33.583368,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:34.615514,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:35.707158,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:36.815469,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:37.933588,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:38.994601,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:40.102819,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:41.182828,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:42.216350,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:43.238801,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:44.301598,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:45.303204,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:46.327640,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:47.381925,"(21.0, 99999, 99990)","(14.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(3.5, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:48.538368,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(2.9, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:49.578463,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.0, 99999, 99990)","(3.5, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:50.578312,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:51.605077,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:52.640288,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:53.759969,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:54.989294,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:56.119587,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:57.402492,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:58.495413,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:01:59.597290,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:00.722809,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:01.852795,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:02.980407,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:04.214918,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:05.358406,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:06.440253,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:07.573534,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:08.674167,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:09.779978,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:10.887780,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:11.966799,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:13.067369,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:14.158032,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:15.221211,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:16.270611,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:17.349821,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:18.337345,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:19.340438,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:20.398300,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:21.413448,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:22.489833,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:23.542741,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:24.629835,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:25.671150,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:26.737592,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:27.786842,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:28.887413,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:29.970547,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:31.065945,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:32.237333,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:33.275899,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:34.347148,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:35.422802,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.1, 99999, 99990)","(3.4, 99999, 99990)","(5.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:36.519986,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:37.625790,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:38.714132,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:39.810393,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
12-01-2023 08:02:40.828608,"(21.0, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.3, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(26.0, 99999, 99990)"
