,Burns Bay,Im Feeling Firey,Just Dessy,Regulus,Brigadiers Son Nz,Falcons,Bumper,Artful Maid,Saving Major Percy,B Mac C Nz
06-01-2023 16:45:07.905534,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.4, 6.2)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 185.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:09.236020,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.4, 6.6000000000000005)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 185.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:10.626352,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 185.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:11.941356,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 185.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:13.282338,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 185.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:14.501882,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 185.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:15.753694,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:17.049333,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:18.323009,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:19.637580,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:20.952935,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:22.240375,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:23.534324,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:24.857017,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:26.106491,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:27.303040,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:28.554657,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:29.807932,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:31.127067,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:32.443596,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:33.736478,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:35.044702,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:36.348903,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:37.669009,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:38.937951,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:40.185531,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:41.422154,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:42.630006,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:43.887497,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:45.164886,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:46.464410,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:47.804567,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:49.109927,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:50.432138,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:51.749183,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:53.051683,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:54.328195,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:55.699864,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:57.027499,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:58.370163,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:45:59.644803,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:46:00.934666,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:46:02.250526,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
06-01-2023 16:46:03.616770,"(3.9, 7.2, 6.45)","(4.2, 6.6, 6.074999999999999)","(5.0, 7.6, 6.733333333333333)","(10.0, 17.0, 14.454545454545453)","(3.5, 99999, 99990)","(21.0, 48.0, 36.8)","(101.0, 230.0, 190.0)","(11.0, 23.0, 20.8)","(31.0, 65.0, 46.5)","(15.0, 99999, 99990)"
