,Tah Nathan,Jarrods Boy,Monos Thunder,Lost Magic,Just Casper,Nitro Disco,Tah Bamber,Tah Lindsey
10-01-2023 11:16:51.926472,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 20.0, 15.363636363636363)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 30.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:52.916887,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 16.0)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:53.970687,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:54.979690,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:56.004644,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:57.235950,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:58.464427,"(6.0, 8.8, 7.516666666666667)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:16:59.600380,"(6.0, 8.8, 7.9)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:00.784185,"(6.0, 8.8, 7.9)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:01.901500,"(6.0, 8.8, 7.9)","(6.5, 9.8, 9.133333333333333)","(7.5, 22.0, 13.428571428571429)","(8.5, 25.0, 22.666666666666668)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.94)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:02.997873,"(6.0, 8.8, 7.9)","(6.5, 9.8, 9.4)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 3.933333333333333)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:04.053348,"(6.0, 8.8, 7.9)","(6.5, 9.8, 9.266666666666667)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:05.080140,"(6.0, 8.8, 7.4)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:06.110959,"(6.0, 8.8, 7.516666666666667)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:07.177629,"(6.0, 8.8, 7.527272727272727)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:08.238323,"(6.0, 8.8, 7.527272727272727)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:09.344038,"(6.0, 8.8, 7.527272727272727)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 17.0)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:10.436911,"(6.0, 8.8, 7.527272727272727)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 23.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:11.483483,"(6.0, 8.8, 7.925000000000001)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:12.550821,"(6.0, 8.8, 7.925000000000001)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 88.36363636363637)"
10-01-2023 11:17:13.569360,"(6.0, 8.8, 7.925000000000001)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 80.6)"
10-01-2023 11:17:14.558161,"(6.0, 8.8, 7.925000000000001)","(6.5, 9.8, 9.48)","(7.5, 22.0, 13.428571428571429)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 59.5)"
10-01-2023 11:17:15.569972,"(6.0, 8.8, 7.925000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:16.545128,"(6.0, 8.8, 7.925000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:17.577197,"(6.0, 8.8, 7.527272727272727)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:18.580177,"(6.0, 8.8, 8.0)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:19.651989,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:20.732169,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.683333333333333)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:21.786860,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.95, 3.673076923076923)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:22.894221,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.9, 3.6)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:23.987155,"(6.0, 8.8, 7.866666666666667)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.333333333333332)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.85, 3.5918367346938775)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:25.032759,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 19.42857142857143)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.85, 3.721875)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:26.102655,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.8, 3.721875)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:27.154385,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.8, 3.5429999999999997)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:28.180566,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.75, 3.5429999999999997)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:29.209640,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.75, 3.5429999999999997)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:30.212659,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.75, 3.5429999999999997)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 62.72727272727273)"
10-01-2023 11:17:31.196979,"(6.0, 8.8, 8.100000000000001)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 20.166666666666664)","(3.3, 3.75, 3.6916666666666664)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 56.111111111111114)"
10-01-2023 11:17:32.197725,"(6.0, 8.8, 8.666666666666668)","(6.5, 9.8, 9.48)","(7.5, 21.0, 17.5)","(8.5, 22.0, 16.5)","(3.3, 3.7, 3.625)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 60.5)"
10-01-2023 11:17:33.245443,"(6.0, 8.8, 8.666666666666668)","(6.5, 9.8, 9.48)","(7.5, 21.0, 12.25)","(8.5, 24.0, 17.5)","(3.3, 3.7, 3.625)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 63.63636363636363)"
10-01-2023 11:17:34.264170,"(6.0, 8.8, 8.666666666666668)","(6.5, 9.8, 9.48)","(7.5, 21.0, 12.25)","(8.5, 24.0, 17.5)","(3.3, 3.7, 3.625)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.083333333333334)","(21.0, 95.0, 63.63636363636363)"
10-01-2023 11:17:35.347715,"(6.0, 8.8, 8.666666666666668)","(6.5, 9.8, 9.48)","(7.5, 21.0, 12.25)","(8.5, 24.0, 17.5)","(3.3, 3.65, 3.4375)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 19.11111111111111)","(21.0, 95.0, 64.4)"
10-01-2023 11:17:36.353504,"(6.0, 8.8, 8.666666666666668)","(6.5, 9.8, 9.48)","(7.5, 21.0, 12.25)","(8.5, 24.0, 18.31818181818182)","(3.3, 3.65, 3.4375)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:37.444328,"(6.0, 8.8, 8.666666666666668)","(6.5, 9.8, 9.48)","(7.5, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.65, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:38.552200,"(6.0, 8.8, 8.514285714285716)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:39.644022,"(6.0, 8.8, 8.533333333333335)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:40.706297,"(6.0, 8.8, 8.533333333333335)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:41.785912,"(6.0, 8.8, 8.533333333333335)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:42.797570,"(6.0, 8.8, 8.533333333333335)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:43.793016,"(6.0, 8.8, 8.533333333333335)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7989898989898987)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:44.813360,"(6.0, 8.8, 8.533333333333335)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.6999999999999997)","(3.3, 4.5, 4.015384615384615)","(10.0, 28.0, 15.916666666666666)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:45.841154,"(6.0, 8.8, 8.48)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7853658536585364)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:46.963947,"(6.0, 8.8, 8.48)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7375)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:48.127758,"(6.0, 8.8, 8.48)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7791666666666663)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:49.299086,"(6.0, 8.8, 8.48)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7791666666666663)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:50.567268,"(6.0, 8.8, 8.48)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.7791666666666663)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:51.810635,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.8, 3.8477528089887643)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:52.913611,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(8.0, 21.0, 14.333333333333332)","(8.5, 24.0, 19.208333333333336)","(3.3, 3.85, 3.69)","(3.3, 4.5, 4.015384615384615)","(10.0, 27.0, 20.25)","(21.0, 90.0, 60.90909090909091)"
10-01-2023 11:17:53.976722,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.48)","(8.0, 21.0, 19.333333333333336)","(8.5, 24.0, 20.8125)","(3.3, 3.85, 3.88)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 90.0, 58.66666666666667)"
10-01-2023 11:17:55.037691,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.7)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:17:56.063312,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.895652173913043)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:17:57.104482,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.8448979591836734)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:17:58.147451,"(6.0, 8.8, 8.566666666666666)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.85, 3.8448979591836734)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:17:59.191236,"(6.0, 8.8, 8.566666666666666)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.86)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:18:00.282795,"(6.0, 8.8, 8.566666666666666)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.86)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:18:01.311228,"(6.0, 8.8, 8.566666666666666)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.9487603305785126)","(3.3, 4.5, 3.825)","(10.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:18:02.360436,"(6.5, 8.8, 8.566666666666666)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.95, 3.9487603305785126)","(3.3, 4.5, 3.825)","(11.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:18:03.444318,"(6.5, 8.8, 8.566666666666666)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.95, 3.9487603305785126)","(3.3, 4.5, 3.825)","(11.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:18:04.449663,"(6.5, 9.0, 8.142857142857142)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 18.083333333333336)","(8.5, 22.0, 20.8125)","(3.3, 3.95, 3.74)","(3.3, 4.5, 3.825)","(11.0, 27.0, 20.25)","(21.0, 75.0, 58.66666666666667)"
10-01-2023 11:18:05.484590,"(6.5, 9.0, 8.236363636363636)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 16.3125)","(8.5, 22.0, 20.8125)","(3.3, 3.95, 3.6272727272727274)","(3.3, 4.5, 3.825)","(11.0, 27.0, 20.25)","(21.0, 75.0, 50.5)"
10-01-2023 11:18:06.529985,"(6.5, 10.0, 9.314285714285715)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.6875)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:07.603394,"(6.5, 10.0, 9.314285714285715)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 20.8125)","(3.3, 3.95, 3.9482142857142857)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:08.671407,"(6.5, 10.0, 9.314285714285715)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 20.8125)","(3.3, 3.95, 3.7181818181818183)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:09.697713,"(6.5, 10.0, 9.314285714285715)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 20.8125)","(3.3, 3.9, 3.5769230769230766)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:10.745951,"(6.5, 10.0, 9.314285714285715)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:11.819907,"(6.5, 10.0, 9.175)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:12.868847,"(6.5, 10.0, 9.371428571428572)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:13.942556,"(6.5, 10.0, 9.371428571428572)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:14.976419,"(6.5, 10.0, 9.371428571428572)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:16.029437,"(6.5, 10.0, 9.371428571428572)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:17.106464,"(6.5, 10.0, 9.371428571428572)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
10-01-2023 11:18:18.142663,"(6.5, 10.0, 9.371428571428572)","(6.5, 9.8, 9.266666666666667)","(8.0, 19.5, 14.26923076923077)","(8.5, 22.0, 16.411764705882355)","(3.3, 3.9, 3.6666666666666665)","(3.3, 4.5, 4.05)","(11.0, 27.0, 20.25)","(21.0, 75.0, 54.0)"
