,A Lot Of Booty,Gold Flash,Granite Prince,Red Deception,Time To Star,Zephalong,Sightseer,Worthy Essgee,Alcamo Beach,Serigala,Better Off Single
08-01-2023 13:16:34.410036,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 22.666666666666668)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6037500000000002)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.3)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:35.893589,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.25)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.602105263157895)","(20.0, 44.0, 36.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.300000000000001)","(21.0, 36.0, 25.333333333333332)"
08-01-2023 13:16:37.310907,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.25)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 36.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.300000000000001)","(21.0, 32.0, 25.333333333333332)"
08-01-2023 13:16:38.609864,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.25)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 36.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.300000000000001)","(21.0, 32.0, 25.333333333333332)"
08-01-2023 13:16:39.865797,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.25)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 36.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.4)","(21.0, 32.0, 25.333333333333332)"
08-01-2023 13:16:41.140595,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.25)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 36.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.4)","(21.0, 32.0, 25.333333333333332)"
08-01-2023 13:16:42.406400,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.25)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 36.85714285714286)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.4)","(21.0, 32.0, 24.666666666666668)"
08-01-2023 13:16:43.596911,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 36.85714285714286)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.4)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:44.793773,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 74.75)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 36.85714285714286)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.4)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:45.977651,"(3.9, 5.0, 4.811111111111111)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 37.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:47.262690,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 37.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:48.533943,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 37.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:50.083343,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 37.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:51.420148,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 37.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 30.0, 24.666666666666668)"
08-01-2023 13:16:52.698645,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 42.0, 37.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 30.0, 24.333333333333332)"
08-01-2023 13:16:54.030547,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:16:55.400487,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:16:56.801481,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:16:58.195446,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.233333333333333)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:16:59.503367,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:00.874424,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:02.310002,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 75.88888888888889)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:03.584404,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 66.5)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 36.0)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:04.993485,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 39.26829268292683)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:06.390235,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:07.675623,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:08.959900,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:10.252287,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:11.614175,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:13.064609,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:14.412126,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:15.719994,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:16.989376,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:18.235056,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.3)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:19.491364,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.228571428571429)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:20.728903,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 6.0, 5.228571428571429)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:22.009486,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 6.0, 5.228571428571429)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:23.344276,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 6.0, 5.228571428571429)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:24.734361,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 6.0, 5.228571428571429)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:26.016387,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 70.2)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 6.0, 5.228571428571429)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:27.418116,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 34.4)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.328571428571428)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:28.749657,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.64, 2.602105263157895)","(20.0, 40.0, 39.5)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.328571428571428)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:30.060361,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 38.333333333333336)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.328571428571428)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:31.359161,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.391304347826086)","(21.0, 44.0, 36.0)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.64, 2.602105263157895)","(20.0, 44.0, 38.333333333333336)","(31.0, 100.0, 65.33333333333333)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:32.640392,"(3.9, 5.0, 4.824137931034483)","(16.0, 32.0, 27.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 16.5)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.64, 2.6733333333333333)","(20.0, 44.0, 41.0)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:33.858157,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 27.333333333333336)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 14.833333333333334)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.6733333333333333)","(20.0, 48.0, 41.0)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:35.187416,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 27.333333333333336)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 14.833333333333334)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.77)","(20.0, 48.0, 41.0)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:36.553306,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 48.0, 41.0)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 24.333333333333332)"
08-01-2023 13:17:37.930051,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 48.0, 39.0)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 29.0, 31.0)"
08-01-2023 13:17:39.340502,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 48.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 31.0)"
08-01-2023 13:17:40.668378,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 31.0)"
08-01-2023 13:17:41.948894,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 31.0)"
08-01-2023 13:17:43.178116,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 31.0)"
08-01-2023 13:17:44.379257,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 31.0)"
08-01-2023 13:17:45.631123,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 31.0)"
08-01-2023 13:17:46.890194,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 26.5)"
08-01-2023 13:17:48.192913,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 40.0, 27.333333333333332)"
08-01-2023 13:17:49.534557,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:17:50.864507,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:17:52.168428,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:17:53.501447,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:17:54.810480,"(3.9, 5.0, 4.716666666666667)","(16.0, 32.0, 23.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 19.0, 15.0)","(21.0, 44.0, 35.5)","(41.0, 85.0, 61.666666666666664)","(2.2, 2.82, 2.7057142857142855)","(20.0, 46.0, 39.666666666666664)","(31.0, 100.0, 58.66666666666667)","(4.2, 5.9, 5.188888888888888)","(21.0, 38.0, 27.333333333333332)"
