,Almighty Virtue,Katzenjammer,Puma,Rockierro,Gotchagood,Kreglinger,Gee Gees Flyby
11-01-2023 11:08:52.194672,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.885714285714285)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:53.365043,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.885714285714285)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:54.400367,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.885714285714285)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:55.434311,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.85)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:56.431782,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.85)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:57.521081,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.85)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:58.757661,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.85)","(13.0, 22.0, 18.5)"
11-01-2023 11:08:59.866479,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.85)","(13.0, 22.0, 18.5)"
11-01-2023 11:09:00.883592,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.7125)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 4.85)","(13.0, 22.0, 18.5)"
11-01-2023 11:09:01.925090,"(21.0, 150.0, 89.42857142857143)","(2.1, 2.46, 2.352)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.5, 4.8)","(13.0, 22.0, 20.333333333333332)"
11-01-2023 11:09:02.961929,"(21.0, 75.0, 68.8)","(2.1, 2.46, 2.356153846153846)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.5, 4.8)","(13.0, 21.0, 19.444444444444443)"
11-01-2023 11:09:04.036146,"(21.0, 75.0, 68.8)","(2.1, 2.46, 2.356153846153846)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.5, 4.8)","(13.0, 20.0, 19.444444444444443)"
11-01-2023 11:09:05.068304,"(21.0, 75.0, 68.8)","(2.1, 2.46, 2.342608695652174)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.5, 4.96)","(13.0, 20.0, 19.444444444444443)"
11-01-2023 11:09:06.132267,"(21.0, 75.0, 68.8)","(2.1, 2.46, 2.2866666666666666)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.5, 4.885714285714285)","(13.0, 20.0, 19.0)"
11-01-2023 11:09:07.122359,"(21.0, 120.0, 104.8)","(2.1, 2.46, 2.260625)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.6, 5.0285714285714285)","(13.0, 20.0, 19.0)"
11-01-2023 11:09:08.676305,"(21.0, 120.0, 104.8)","(2.1, 2.26, 2.2475)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.6, 5.155555555555555)","(13.0, 20.0, 19.0)"
11-01-2023 11:09:09.733033,"(21.0, 120.0, 104.8)","(2.1, 2.26, 2.2475)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.6, 5.155555555555555)","(13.0, 20.0, 17.42857142857143)"
11-01-2023 11:09:10.823365,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.6, 5.155555555555555)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:11.930938,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 54.66666666666667)","(3.9, 5.6, 5.155555555555555)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:13.001525,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(26.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.155555555555555)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:14.059434,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.155555555555555)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:15.135845,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:16.351170,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:17.463858,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:18.529126,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:19.541914,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:20.515792,"(21.0, 130.0, 67.0)","(2.1, 2.26, 2.2516666666666665)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.733333333333333)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.075)","(13.0, 20.0, 18.2)"
11-01-2023 11:09:21.444029,"(21.0, 130.0, 67.0)","(2.1, 2.5, 2.2699999999999996)","(6.5, 9.8, 9.48)","(4.4, 5.9, 5.757142857142857)","(31.0, 65.0, 60.57142857142857)","(3.9, 5.6, 5.075)","(13.0, 20.0, 17.0)"
11-01-2023 11:09:22.475832,"(21.0, 130.0, 67.0)","(2.1, 2.5, 2.267741935483871)","(6.5, 9.8, 9.100000000000001)","(4.4, 5.9, 5.757142857142857)","(31.0, 65.0, 50.5)","(3.9, 5.5, 5.1571428571428575)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:23.452120,"(21.0, 130.0, 67.0)","(2.1, 2.5, 2.267741935483871)","(6.5, 9.8, 9.100000000000001)","(4.4, 5.9, 5.757142857142857)","(31.0, 65.0, 50.5)","(3.9, 5.5, 5.1571428571428575)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:24.487719,"(21.0, 130.0, 67.0)","(2.1, 2.5, 2.267741935483871)","(6.5, 9.8, 8.75)","(4.4, 5.9, 5.757142857142857)","(31.0, 65.0, 50.5)","(3.9, 5.5, 4.940540540540541)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:25.528380,"(21.0, 130.0, 67.0)","(2.1, 2.48, 2.272222222222222)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.757142857142857)","(31.0, 65.0, 50.5)","(3.9, 5.4, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:26.700781,"(21.0, 130.0, 67.0)","(2.1, 2.48, 2.269565217391304)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.757142857142857)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:27.765388,"(21.0, 130.0, 67.0)","(2.1, 2.48, 2.269565217391304)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:28.801967,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.293333333333333)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:29.796039,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:30.753752,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:31.685783,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:32.680933,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:33.696127,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 50.5)","(3.9, 5.3, 5.071428571428571)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:34.729714,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.3, 5.14)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:35.837640,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.3, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:36.932412,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.5, 5.199999999999999)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:38.059781,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:39.150747,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:40.159383,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:41.147205,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.199999999999999)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:42.099633,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:43.001907,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:43.955284,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:44.935592,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:46.004629,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:46.964230,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:47.926143,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:48.944512,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:50.010326,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:50.998082,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:52.076304,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:53.103212,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:54.067425,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:55.091035,"(21.0, 130.0, 67.0)","(2.1, 2.46, 2.28)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:56.140345,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.269473684210526)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:57.129182,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.2678260869565214)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:58.148997,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.2678260869565214)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:09:59.195277,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 61.714285714285715)","(3.9, 5.6, 5.35)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:00.200198,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.333333333333336)","(3.9, 5.6, 5.281818181818181)","(13.0, 20.0, 17.666666666666668)"
11-01-2023 11:10:01.215062,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.6, 5.281818181818181)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:02.195544,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.6, 5.281818181818181)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:03.194540,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.6, 5.281818181818181)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:04.130896,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.6, 5.281818181818181)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:05.130582,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.5, 5.3)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:06.139124,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.5, 5.3)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:07.158400,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.5, 5.3)","(13.0, 21.0, 17.666666666666668)"
11-01-2023 11:10:08.148559,"(21.0, 130.0, 67.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 58.0)","(3.9, 5.5, 5.3)","(13.0, 21.0, 17.333333333333332)"
11-01-2023 11:10:09.142808,"(21.0, 120.0, 70.66666666666667)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:10.188026,"(21.0, 120.0, 70.66666666666667)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:11.260974,"(21.0, 100.0, 64.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 5.9, 5.766666666666667)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:12.380016,"(21.0, 100.0, 64.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 6.4, 5.9)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:13.480559,"(21.0, 100.0, 49.857142857142854)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 6.4, 5.816666666666666)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:14.546859,"(21.0, 90.0, 60.666666666666664)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:15.587600,"(21.0, 90.0, 60.666666666666664)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:16.632950,"(21.0, 90.0, 60.666666666666664)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.192307692307692)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:17.644645,"(21.0, 85.0, 55.75)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.8, 8.633333333333333)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.7, 5.154054054054054)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:18.689657,"(21.0, 85.0, 55.75)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.8)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.6, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:19.729147,"(21.0, 80.0, 63.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:20.764672,"(21.0, 75.0, 55.666666666666664)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:21.844747,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.2, 5.825)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:22.889056,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.2, 5.95)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:23.917198,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.2, 5.98)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.245454545454545)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:24.935462,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.4, 5.98)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.245454545454545)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:26.013012,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.266428571428571)","(6.5, 9.6, 8.6)","(4.4, 6.4, 5.98)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.245454545454545)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:27.033113,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.2763636363636364)","(6.5, 9.6, 8.6)","(4.4, 6.4, 6.166666666666667)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.245454545454545)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:28.051810,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.29)","(6.5, 9.6, 8.6)","(4.4, 6.4, 6.166666666666667)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.245454545454545)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:29.148775,"(21.0, 70.0, 54.0)","(2.1, 2.44, 2.29)","(6.5, 9.6, 8.6)","(4.4, 6.4, 5.875)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
11-01-2023 11:10:30.198713,"(21.0, 65.0, 55.5)","(2.1, 2.44, 2.29)","(6.5, 9.6, 8.6)","(4.4, 6.4, 5.875)","(31.0, 60.0, 52.0)","(3.9, 5.5, 5.3)","(13.0, 20.0, 17.333333333333332)"
