,Hopes Girl,Weblec Breeze,Nova Cascade,Beautiful Bounty,Follow You,Shrinking
07-12-2022 13:55:53.932057,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7436363636363637)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:55:55.062117,"(31.0, 230.0, 203.33333333333334)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7436363636363637)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:55:56.194201,"(31.0, 230.0, 203.33333333333334)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.755)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:55:57.291999,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.755)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:55:58.362117,"(31.0, 230.0, 150.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.769189189189189)","(2.8, 3.15, 2.9893150684931507)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:55:59.398543,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.7246153846153844)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:00.521247,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7466666666666666)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:01.573314,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7466666666666666)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:02.594033,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.7685714285714282)","(2.8, 3.15, 2.9893150684931507)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:03.727810,"(31.0, 230.0, 150.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.7572151898734174)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:04.794721,"(31.0, 230.0, 150.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.7159999999999997)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:05.896328,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7444444444444445)","(2.8, 3.15, 2.999615384615385)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:06.897581,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.712307692307692)","(2.8, 3.15, 3.0327)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:07.979150,"(31.0, 230.0, 190.0)","(21.0, 60.0, 55.66666666666667)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.712307692307692)","(2.8, 3.15, 3.0327)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:09.178834,"(31.0, 230.0, 190.0)","(21.0, 60.0, 46.13333333333333)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.729090909090909)","(2.8, 3.15, 3.035473684210526)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:10.404216,"(31.0, 230.0, 182.0)","(21.0, 60.0, 45.74193548387097)","(9.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.734285714285714)","(2.8, 3.15, 3.035473684210526)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:11.576864,"(31.0, 230.0, 182.0)","(21.0, 60.0, 45.74193548387097)","(9.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7287378640776696)","(2.8, 3.15, 3.035473684210526)","(4.0, 5.2, 5.129032258064516)"
07-12-2022 13:56:12.835521,"(51.0, 230.0, 181.11111111111111)","(21.0, 60.0, 45.74193548387097)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.7287378640776696)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:14.145276,"(51.0, 230.0, 165.3846153846154)","(21.0, 60.0, 44.4)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.732340425531915)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:15.400638,"(51.0, 230.0, 165.3846153846154)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.732340425531915)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:16.500410,"(51.0, 230.0, 165.3846153846154)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.732340425531915)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:17.663152,"(51.0, 230.0, 107.5)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.732340425531915)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:18.817213,"(51.0, 230.0, 107.5)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.224489795918366)","(2.2, 2.78, 2.7296629213483143)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:19.892847,"(51.0, 230.0, 107.5)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.78, 2.744657534246575)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:21.056104,"(51.0, 230.0, 172.35294117647058)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.224489795918366)","(2.2, 2.76, 2.744657534246575)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:22.288007,"(51.0, 230.0, 204.87179487179486)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.76, 2.744657534246575)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:23.319466,"(51.0, 230.0, 111.875)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.76, 2.744657534246575)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:24.406900,"(51.0, 230.0, 111.875)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.224489795918366)","(2.2, 2.76, 2.7435294117647056)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:25.545334,"(51.0, 230.0, 111.875)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.76, 2.7435294117647056)","(2.7, 3.15, 3.035473684210526)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:26.674707,"(51.0, 230.0, 111.875)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.76, 2.7435294117647056)","(2.7, 3.15, 3.0805405405405404)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:27.776205,"(51.0, 230.0, 180.26315789473685)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.224489795918366)","(2.2, 2.76, 2.7435294117647056)","(2.7, 3.1, 3.0685714285714285)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:28.988246,"(51.0, 230.0, 190.625)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.76, 2.742222222222222)","(2.7, 3.1, 3.0316666666666667)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:30.255005,"(51.0, 230.0, 190.625)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.363636363636363)","(2.2, 2.76, 2.742222222222222)","(2.7, 3.1, 3.0316666666666667)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:31.348684,"(51.0, 230.0, 190.625)","(21.0, 60.0, 52.2)","(10.0, 16.5, 16.224489795918366)","(2.2, 2.76, 2.742222222222222)","(2.7, 3.1, 3.0204347826086955)","(4.2, 5.2, 5.129032258064516)"
07-12-2022 13:56:32.618415,"(51.0, 230.0, 162.5)","(21.0, 60.0, 53.760000000000005)","(10.0, 16.5, 15.406976744186046)","(2.2, 2.76, 2.7332352941176468)","(2.7, 3.1, 3.0164705882352942)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:56:33.925075,"(51.0, 230.0, 176.47058823529412)","(21.0, 60.0, 54.239999999999995)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.731111111111111)","(2.7, 3.1, 3.0164705882352942)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:56:35.018013,"(51.0, 230.0, 184.5)","(21.0, 60.0, 54.239999999999995)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.731111111111111)","(2.7, 3.1, 3.0164705882352942)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:56:35.953894,"(51.0, 230.0, 184.5)","(21.0, 60.0, 54.239999999999995)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.731111111111111)","(2.7, 3.1, 3.0164705882352942)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:56:37.095443,"(41.0, 230.0, 169.33333333333331)","(21.0, 60.0, 54.666666666666664)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.731111111111111)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:38.156423,"(41.0, 230.0, 173.125)","(21.0, 60.0, 54.666666666666664)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.731111111111111)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:39.155050,"(41.0, 230.0, 165.3846153846154)","(21.0, 60.0, 54.666666666666664)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.731111111111111)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:40.173975,"(41.0, 230.0, 165.3846153846154)","(21.0, 60.0, 54.666666666666664)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.7286206896551723)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:41.218184,"(41.0, 230.0, 165.3846153846154)","(21.0, 60.0, 54.666666666666664)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.688478260869565)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:42.359042,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 55.111111111111114)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.688478260869565)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:43.505662,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 56.0)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.688478260869565)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:44.657187,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 56.0)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.684367816091954)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:45.809957,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 56.0)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.684367816091954)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:46.858620,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 55.111111111111114)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.684367816091954)","(2.6, 3.1, 3.0164705882352942)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:48.055221,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 55.111111111111114)","(10.0, 15.5, 15.364583333333334)","(2.2, 2.76, 2.5273529411764706)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:49.035432,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 55.111111111111114)","(10.0, 15.5, 15.460526315789474)","(2.2, 2.62, 2.5298591549295777)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:50.151706,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 55.111111111111114)","(10.0, 15.5, 15.4625)","(2.2, 2.62, 2.59)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:51.206651,"(41.0, 230.0, 170.76923076923077)","(21.0, 60.0, 55.111111111111114)","(10.0, 17.0, 16.94871794871795)","(2.2, 2.6, 2.59)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:52.116727,"(41.0, 220.0, 175.0)","(21.0, 60.0, 45.0)","(10.0, 16.0, 15.95)","(2.2, 2.62, 2.5297222222222224)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:53.225905,"(41.0, 210.0, 190.0)","(21.0, 60.0, 54.73684210526316)","(10.0, 16.0, 15.973684210526315)","(2.2, 2.6, 2.5297222222222224)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:54.389429,"(41.0, 210.0, 152.85714285714286)","(21.0, 60.0, 54.0)","(10.0, 16.0, 16.45098039215686)","(2.2, 2.62, 2.5308108108108107)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:55.454580,"(41.0, 210.0, 152.85714285714286)","(21.0, 60.0, 54.0)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:56.444629,"(51.0, 210.0, 175.0)","(21.0, 60.0, 52.8)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:57.451084,"(51.0, 210.0, 178.1818181818182)","(21.0, 60.0, 56.0)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:58.537838,"(51.0, 210.0, 178.1818181818182)","(21.0, 60.0, 56.53846153846154)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:56:59.509767,"(51.0, 210.0, 151.66666666666666)","(21.0, 60.0, 56.4)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:00.650038,"(51.0, 210.0, 183.0769230769231)","(21.0, 60.0, 56.4)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:01.802590,"(51.0, 210.0, 183.0769230769231)","(21.0, 60.0, 56.4)","(10.0, 17.0, 16.37037037037037)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:02.969456,"(51.0, 210.0, 151.66666666666666)","(21.0, 60.0, 56.4)","(10.0, 17.0, 15.96551724137931)","(2.2, 2.62, 2.530958904109589)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.1085714285714285)"
07-12-2022 13:57:04.168824,"(51.0, 210.0, 160.0)","(21.0, 60.0, 56.4)","(10.0, 17.0, 16.01923076923077)","(2.2, 2.62, 2.534864864864865)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:05.194612,"(51.0, 210.0, 167.69230769230768)","(21.0, 60.0, 56.4)","(10.0, 17.0, 16.01923076923077)","(2.2, 2.62, 2.534864864864865)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:06.454379,"(51.0, 210.0, 167.69230769230768)","(21.0, 60.0, 56.16)","(10.0, 17.0, 16.5)","(2.2, 2.62, 2.5336986301369864)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:07.608616,"(51.0, 210.0, 175.0)","(21.0, 60.0, 56.16)","(10.0, 17.0, 16.5)","(2.2, 2.62, 2.5336986301369864)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:08.756712,"(51.0, 210.0, 185.0)","(21.0, 60.0, 56.689655172413794)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.5336986301369864)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:09.888242,"(51.0, 210.0, 185.0)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.5336986301369864)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:10.954564,"(51.0, 210.0, 185.0)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.5336986301369864)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:11.996488,"(51.0, 210.0, 171.11111111111111)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.5215625)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:12.964665,"(51.0, 210.0, 171.11111111111111)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.531267605633803)","(2.6, 3.1, 3.02)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:13.919577,"(51.0, 210.0, 171.11111111111111)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.531267605633803)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:14.913004,"(51.0, 210.0, 171.11111111111111)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.5412500000000002)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:15.962445,"(51.0, 210.0, 182.72727272727272)","(21.0, 60.0, 55.826086956521735)","(10.0, 17.0, 16.48936170212766)","(2.2, 2.62, 2.5407317073170734)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:16.903474,"(51.0, 210.0, 190.0)","(21.0, 60.0, 56.34782608695652)","(10.0, 17.0, 16.48936170212766)","(2.2, 2.62, 2.5407317073170734)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:17.904963,"(51.0, 210.0, 190.0)","(21.0, 60.0, 56.34782608695652)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.5412500000000002)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.111111111111112)"
07-12-2022 13:57:18.898354,"(51.0, 210.0, 182.72727272727272)","(21.0, 60.0, 55.333333333333336)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.541212121212121)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.1085714285714285)"
07-12-2022 13:57:19.820770,"(51.0, 210.0, 160.0)","(21.0, 60.0, 56.0)","(10.0, 17.0, 16.46875)","(2.2, 2.62, 2.541212121212121)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.1085714285714285)"
07-12-2022 13:57:20.818821,"(51.0, 210.0, 135.0)","(21.0, 60.0, 56.0)","(10.0, 17.0, 16.37735849056604)","(2.2, 2.62, 2.5412500000000002)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.1085714285714285)"
07-12-2022 13:57:21.790639,"(51.0, 210.0, 135.0)","(21.0, 60.0, 56.0)","(10.0, 17.0, 16.37735849056604)","(2.2, 2.62, 2.5412500000000002)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.11578947368421)"
07-12-2022 13:57:22.734431,"(51.0, 210.0, 135.0)","(21.0, 60.0, 56.0)","(10.0, 17.0, 16.37735849056604)","(2.2, 2.62, 2.5412500000000002)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.11578947368421)"
07-12-2022 13:57:23.700340,"(51.0, 210.0, 135.0)","(21.0, 60.0, 56.0)","(10.0, 17.0, 16.37735849056604)","(2.2, 2.62, 2.5412500000000002)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.11578947368421)"
07-12-2022 13:57:24.763297,"(51.0, 210.0, 135.0)","(21.0, 60.0, 57.666666666666664)","(10.0, 17.0, 15.8625)","(2.2, 2.62, 2.5436363636363635)","(2.6, 3.1, 3.0191578947368423)","(4.0, 5.2, 5.11578947368421)"
07-12-2022 13:57:25.760146,"(51.0, 210.0, 135.0)","(21.0, 60.0, 57.666666666666664)","(10.0, 16.0, 15.8625)","(2.2, 2.62, 2.5436363636363635)","(2.6, 3.1, 2.9853731343283583)","(4.0, 5.2, 5.11578947368421)"
07-12-2022 13:57:26.743932,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.0, 15.983870967741936)","(2.25, 2.62, 2.5672727272727274)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1085714285714285)"
07-12-2022 13:57:27.670819,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.36363636363636)","(11.0, 16.5, 16.467741935483872)","(2.25, 2.64, 2.565)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1085714285714285)"
07-12-2022 13:57:28.605259,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.467741935483872)","(2.25, 2.64, 2.565)","(2.6, 3.1, 2.985070422535211)","(4.2, 5.2, 5.1085714285714285)"
07-12-2022 13:57:29.599556,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.467741935483872)","(2.25, 2.64, 2.566666666666667)","(2.6, 3.1, 2.985070422535211)","(4.2, 5.2, 5.117948717948718)"
07-12-2022 13:57:30.596834,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.454545454545453)","(2.25, 2.64, 2.5714285714285716)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.135294117647059)"
07-12-2022 13:57:31.500158,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.454545454545453)","(2.25, 2.64, 2.5714285714285716)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.117948717948718)"
07-12-2022 13:57:32.383434,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.454545454545453)","(2.25, 2.64, 2.5647058823529414)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1069767441860465)"
07-12-2022 13:57:33.303145,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.441176470588236)","(2.25, 2.64, 2.5647058823529414)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1069767441860465)"
07-12-2022 13:57:34.227903,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 16.142857142857142)","(2.25, 2.64, 2.566153846153846)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1069767441860465)"
07-12-2022 13:57:35.119469,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.0)","(11.0, 16.5, 15.583333333333334)","(2.25, 2.64, 2.566153846153846)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1069767441860465)"
07-12-2022 13:57:36.025877,"(51.0, 210.0, 135.0)","(26.0, 60.0, 57.0)","(11.0, 16.0, 15.875)","(2.25, 2.64, 2.6)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1069767441860465)"
07-12-2022 13:57:36.974391,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.421052631578945)","(11.0, 16.0, 15.875)","(2.25, 2.66, 2.5742857142857143)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.1069767441860465)"
07-12-2022 13:57:37.865505,"(51.0, 210.0, 165.0)","(26.0, 60.0, 58.421052631578945)","(11.0, 16.0, 15.470588235294118)","(2.25, 2.62, 2.6100000000000003)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.097435897435897)"
07-12-2022 13:57:38.736323,"(51.0, 210.0, 172.5)","(26.0, 60.0, 57.85714285714286)","(11.0, 16.0, 15.444444444444445)","(2.25, 2.62, 2.617692307692308)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:57:39.682093,"(51.0, 210.0, 172.5)","(26.0, 60.0, 58.125)","(11.0, 16.0, 15.444444444444445)","(2.25, 2.64, 2.617777777777778)","(2.6, 3.1, 2.993333333333333)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:57:40.634987,"(51.0, 210.0, 172.5)","(26.0, 60.0, 58.125)","(11.0, 16.0, 15.291666666666666)","(2.25, 2.64, 2.637837837837838)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:57:41.582786,"(51.0, 210.0, 145.71428571428572)","(26.0, 60.0, 58.125)","(11.0, 16.0, 15.291666666666666)","(2.25, 2.64, 2.6375)","(2.6, 3.1, 2.9853731343283583)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:57:42.473174,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.125)","(11.0, 16.0, 15.32)","(2.25, 2.64, 2.624)","(2.6, 3.1, 2.993333333333333)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 13:57:43.352092,"(51.0, 210.0, 135.0)","(26.0, 60.0, 58.125)","(11.0, 16.0, 15.32)","(2.25, 2.64, 2.624)","(2.6, 3.1, 2.993333333333333)","(4.2, 5.2, 5.111111111111112)"
