,Stella Star,Madi Moonshine,Destini Fresco,Magic Zimba,Elektra Storm,Up There Rocco
08-01-2023 17:10:07.145966,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:08.005841,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:08.890312,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:09.833841,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:10.831659,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:11.847635,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:12.846094,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:13.704269,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:14.586078,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:15.550440,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:16.460063,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:17.515801,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:18.503933,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:19.369484,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:20.277122,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:21.343854,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:22.466473,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:23.478880,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:24.390942,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:25.344217,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:26.232991,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:27.177203,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:28.241226,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:29.291728,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:30.259892,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:31.122916,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:32.089696,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:33.132323,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:34.108766,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:35.047694,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:36.065803,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:37.009064,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:37.937085,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:38.957253,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:39.986211,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:40.939433,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:41.972437,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:42.961638,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:43.842382,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:44.764115,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:45.786797,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:46.859405,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:47.850078,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:48.778874,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:49.659999,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:50.622095,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:51.586954,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:52.668276,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:53.730780,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:54.729399,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:55.630036,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:56.533811,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:57.547207,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:58.527784,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:10:59.547383,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:00.504112,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:01.393204,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:02.314020,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.0)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:03.326740,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:04.445540,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:05.525250,"(9.0, 21.0, 12.45)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:06.485394,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:07.368169,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:08.296636,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:09.280252,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:10.487476,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:11.602556,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:12.657267,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:13.609932,"(9.0, 21.0, 11.228571428571428)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:14.718979,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:15.867205,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.416666666666668)","(12.0, 27.0, 14.5)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:17.002262,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 42.95454545454545)","(12.0, 27.0, 21.03846153846154)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:18.059040,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:19.075786,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:20.108904,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:21.010760,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:21.960912,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:22.955753,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:24.007037,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:24.958246,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:25.905404,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:26.864997,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:27.821886,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:28.856244,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:29.946350,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:30.966429,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:31.936166,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:32.873811,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:33.848018,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:34.836379,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 50.625)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 21.03846153846154)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:35.889093,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:36.954786,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 9.525)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:37.939357,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:38.842135,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:39.816655,"(9.0, 20.0, 11.085714285714285)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:40.758305,"(9.0, 20.0, 13.200000000000001)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:41.764272,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:42.773699,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:43.788523,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:44.798300,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:45.736981,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:46.726590,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 15.333333333333334)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:47.683218,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:48.617690,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:49.602520,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:50.653501,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:51.652304,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:52.542174,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
08-01-2023 17:11:53.511006,"(9.0, 20.0, 12.5)","(31.0, 95.0, 36.666666666666664)","(8.0, 16.0, 10.244444444444444)","(14.0, 65.0, 25.833333333333332)","(12.0, 27.0, 17.625)","(1.18, 1.48, 1.2966666666666666)"
