,Stella Star,Madi Moonshine,Destini Fresco,Magic Zimba,Elektra Storm,Up There Rocco
08-01-2023 16:59:42.499210,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:43.534927,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:44.414381,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:45.331655,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:46.377139,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:47.416972,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:48.559111,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:49.619553,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:50.742261,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:51.646951,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:52.582052,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:53.596473,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:54.650539,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:55.661978,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:56.587472,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:57.509393,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:58.396601,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 16:59:59.459072,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:00.545937,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:01.579973,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:02.614165,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:03.552048,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:04.539287,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:05.486654,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:06.536261,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:07.553581,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:08.495889,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:09.429735,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:10.394249,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:11.351593,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:12.387306,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:13.405536,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:14.275570,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:15.151653,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:16.161327,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:17.180663,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:18.197594,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:19.186364,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:20.105402,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:21.046265,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:21.998615,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:23.023255,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:24.046840,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:25.050722,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:25.944060,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:26.820825,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:27.801900,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:28.780743,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:29.733905,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:30.715521,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:31.593270,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:32.502260,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:33.543189,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:34.582628,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:35.560611,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:36.528493,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:37.433251,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:38.317752,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:39.311877,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:40.362987,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:41.352661,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:42.221376,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:43.304535,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:44.375406,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:45.404099,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:46.531598,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:47.635955,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:48.580458,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:49.630649,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:50.698540,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:51.746844,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:52.752954,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:53.717763,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:54.592419,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
08-01-2023 17:00:55.561511,"(9.0, 19.0, 10.333333333333332)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 48.0, 34.92307692307692)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.49, 1.235128205128205)"
