,Office Bad Boy,Matai Reactor,Perfect Feeling,Duke Nz,Bettor Rocknroll,After Darn,Jang Pel,Abbey Diadema,Regal Nightshade Nz
07-12-2022 18:31:45.609656,"(6.0, 7.8, 7.428571428571429)","(3.0, 3.65, 3.525)","(10.0, 16.0, 12.5)","(9.0, 99999, 99990)","(2.6, 3.35, 3.25)","(41.0, 55.0, 52.25)","(26.0, 48.0, 40.5)","(16.0, 24.0, 21.133333333333333)","(18.0, 99999, 99990)"
07-12-2022 18:31:47.367661,"(6.0, 7.8, 7.428571428571429)","(3.0, 3.65, 3.343103448275862)","(10.0, 16.0, 13.5)","(9.0, 99999, 99990)","(2.6, 3.35, 3.2529411764705882)","(41.0, 55.0, 52.25)","(26.0, 48.0, 38.0)","(16.0, 22.0, 21.444444444444443)","(18.0, 99999, 99990)"
07-12-2022 18:31:49.090691,"(6.0, 7.8, 7.428571428571429)","(3.0, 3.55, 3.3119047619047617)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.6, 3.35, 3.2529411764705882)","(41.0, 55.0, 52.25)","(26.0, 46.0, 38.5)","(16.0, 22.0, 21.444444444444443)","(18.0, 99999, 99990)"
07-12-2022 18:31:51.164939,"(6.0, 7.8, 7.428571428571429)","(3.0, 3.55, 3.3833333333333333)","(10.0, 15.0, 12.916666666666666)","(9.0, 99999, 99990)","(2.6, 3.35, 3.278947368421053)","(41.0, 55.0, 52.25)","(26.0, 46.0, 38.5)","(16.0, 22.0, 21.444444444444443)","(18.0, 99999, 99990)"
07-12-2022 18:31:53.273226,"(6.0, 7.8, 7.8)","(3.0, 3.55, 3.3775)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.6, 3.45, 3.2208333333333337)","(41.0, 55.0, 52.25)","(26.0, 65.0, 47.0)","(16.0, 22.0, 21.166666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:31:54.868538,"(6.0, 8.2, 7.628571428571429)","(3.0, 3.55, 3.3119047619047617)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.6, 3.45, 3.225)","(41.0, 55.0, 52.25)","(26.0, 65.0, 47.0)","(16.0, 22.0, 22.071428571428573)","(18.0, 99999, 99990)"
07-12-2022 18:31:56.573878,"(6.0, 8.2, 7.628571428571429)","(3.0, 3.55, 3.3119047619047617)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.6, 3.45, 3.225)","(41.0, 55.0, 52.25)","(26.0, 65.0, 56.66666666666667)","(16.0, 22.0, 21.166666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:31:58.221511,"(6.0, 8.2, 7.8)","(3.0, 3.55, 3.3104166666666663)","(10.0, 14.5, 12.3125)","(9.0, 99999, 99990)","(2.6, 3.45, 3.2208333333333337)","(41.0, 55.0, 52.25)","(26.0, 65.0, 62.15789473684211)","(16.0, 22.0, 18.333333333333332)","(18.0, 99999, 99990)"
07-12-2022 18:31:59.816934,"(6.0, 8.2, 8.066666666666666)","(3.0, 3.55, 3.3119047619047617)","(10.0, 14.5, 12.3125)","(9.0, 99999, 99990)","(2.6, 3.45, 3.2625)","(41.0, 55.0, 52.25)","(26.0, 65.0, 52.5)","(16.0, 21.0, 19.0)","(18.0, 99999, 99990)"
07-12-2022 18:32:01.420427,"(6.0, 8.4, 7.622222222222223)","(3.0, 3.55, 3.3119047619047617)","(10.0, 14.5, 12.3125)","(9.0, 99999, 99990)","(2.6, 3.45, 3.2263157894736842)","(41.0, 55.0, 52.25)","(26.0, 65.0, 52.5)","(16.0, 21.0, 18.363636363636363)","(18.0, 99999, 99990)"
07-12-2022 18:32:02.989735,"(6.0, 8.4, 7.666666666666667)","(3.0, 3.55, 3.39375)","(10.0, 14.5, 13.75)","(9.0, 99999, 99990)","(2.6, 3.45, 3.1785714285714284)","(41.0, 55.0, 52.25)","(26.0, 65.0, 55.8)","(16.0, 20.0, 18.666666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:32:04.605449,"(6.0, 8.2, 8.08)","(3.0, 3.55, 3.407142857142857)","(10.0, 14.5, 13.0)","(9.0, 99999, 99990)","(2.6, 3.25, 3.1847826086956523)","(41.0, 55.0, 52.25)","(26.0, 65.0, 59.888888888888886)","(16.0, 20.0, 17.2)","(18.0, 99999, 99990)"
07-12-2022 18:32:06.168508,"(6.0, 8.2, 8.08)","(3.0, 3.55, 3.407142857142857)","(10.0, 14.5, 13.75)","(9.0, 99999, 99990)","(2.6, 3.25, 3.1847826086956523)","(41.0, 55.0, 52.25)","(26.0, 65.0, 59.888888888888886)","(16.0, 20.0, 17.25)","(18.0, 99999, 99990)"
07-12-2022 18:32:07.868786,"(6.0, 8.2, 7.805882352941176)","(3.0, 3.55, 3.453225806451613)","(10.0, 14.5, 13.09375)","(9.0, 99999, 99990)","(2.6, 3.25, 3.1785714285714284)","(41.0, 55.0, 52.25)","(26.0, 65.0, 59.888888888888886)","(15.0, 19.5, 16.928571428571427)","(18.0, 99999, 99990)"
07-12-2022 18:32:09.526681,"(6.0, 8.6, 7.805882352941176)","(3.0, 3.55, 3.453225806451613)","(10.0, 14.5, 13.09375)","(9.0, 99999, 99990)","(2.6, 3.25, 3.1785714285714284)","(41.0, 55.0, 44.333333333333336)","(26.0, 65.0, 59.888888888888886)","(15.0, 19.5, 18.25)","(18.0, 99999, 99990)"
07-12-2022 18:32:11.336654,"(6.0, 8.6, 8.031578947368422)","(3.0, 3.55, 3.453225806451613)","(10.0, 14.5, 13.214285714285714)","(9.0, 99999, 99990)","(2.6, 3.25, 3.1785714285714284)","(41.0, 46.0, 37.333333333333336)","(26.0, 65.0, 59.888888888888886)","(15.0, 19.5, 18.25)","(18.0, 99999, 99990)"
07-12-2022 18:32:13.448331,"(6.0, 8.6, 8.0)","(3.0, 3.7, 3.5875)","(10.0, 14.5, 13.477272727272727)","(10.0, 99999, 99990)","(2.6, 3.25, 3.159090909090909)","(31.0, 46.0, 37.333333333333336)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.25)","(19.0, 99999, 99990)"
07-12-2022 18:32:15.894544,"(6.0, 8.6, 8.0)","(3.0, 3.7, 3.5637931034482757)","(10.0, 14.5, 13.115384615384615)","(10.0, 99999, 99990)","(2.6, 3.25, 3.183333333333333)","(31.0, 46.0, 37.333333333333336)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.25)","(19.0, 99999, 99990)"
07-12-2022 18:32:17.780774,"(6.0, 8.6, 8.031578947368422)","(3.1, 3.65, 3.5607142857142855)","(10.0, 14.5, 13.5)","(10.0, 99999, 99990)","(2.6, 3.25, 3.183333333333333)","(31.0, 46.0, 37.333333333333336)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.25)","(18.0, 99999, 99990)"
07-12-2022 18:32:19.295801,"(6.0, 8.6, 8.031578947368422)","(3.1, 3.65, 3.5607142857142855)","(10.0, 14.5, 13.5)","(10.0, 99999, 99990)","(2.6, 3.25, 3.183333333333333)","(31.0, 46.0, 37.333333333333336)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:20.884574,"(6.0, 8.6, 8.031578947368422)","(3.1, 3.65, 3.540625)","(10.0, 14.5, 13.5)","(10.0, 99999, 99990)","(2.6, 3.25, 3.123076923076923)","(31.0, 46.0, 37.333333333333336)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:22.458391,"(6.0, 8.6, 8.031578947368422)","(3.1, 3.6, 3.5673913043478263)","(10.0, 14.5, 14.166666666666666)","(10.0, 99999, 99990)","(2.6, 3.2, 3.1166666666666667)","(31.0, 46.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:24.020049,"(6.0, 8.6, 8.031578947368422)","(3.1, 3.6, 3.5673913043478263)","(10.0, 14.5, 15.666666666666666)","(10.0, 99999, 99990)","(2.6, 3.2, 3.027027027027027)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:25.502207,"(6.0, 8.6, 8.025641025641026)","(3.1, 3.6, 3.5673913043478263)","(10.0, 16.0, 15.076923076923077)","(10.0, 99999, 99990)","(2.6, 3.1, 3.02258064516129)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:26.966783,"(6.0, 8.6, 8.12)","(3.1, 3.6, 3.4815789473684213)","(10.0, 16.0, 15.25)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0132)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:28.390899,"(6.0, 8.6, 8.12)","(3.1, 3.6, 3.5166666666666666)","(10.0, 16.5, 14.681818181818182)","(10.0, 99999, 99990)","(2.6, 3.1, 3.034242424242424)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:29.871171,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.4815789473684213)","(10.0, 16.5, 14.75)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0533333333333332)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:31.340178,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.496551724137931)","(10.0, 16.0, 15.25)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0447058823529414)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:32.684990,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.496551724137931)","(10.0, 16.5, 14.833333333333334)","(10.0, 99999, 99990)","(2.6, 3.2, 3.08)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:34.023068,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.496551724137931)","(10.0, 16.5, 14.833333333333334)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0610526315789475)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:35.471751,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.496551724137931)","(10.0, 16.5, 14.833333333333334)","(10.0, 99999, 99990)","(2.6, 3.2, 3.08)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:36.970172,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.496551724137931)","(10.0, 16.5, 14.833333333333334)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0756521739130434)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:38.426233,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.5)","(10.0, 16.5, 14.863636363636363)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0494736842105263)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:40.083675,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.4875)","(10.0, 16.5, 15.166666666666666)","(10.0, 99999, 99990)","(2.6, 3.2, 3.178048780487805)","(31.0, 44.0, 39.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:41.785845,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.4434782608695653)","(10.0, 16.5, 15.375)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0656)","(31.0, 44.0, 42.0)","(31.0, 55.0, 47.35294117647059)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:43.243433,"(6.0, 8.6, 8.381818181818181)","(3.1, 3.6, 3.506666666666667)","(10.0, 16.5, 15.375)","(10.0, 99999, 99990)","(2.6, 3.2, 3.0243478260869563)","(31.0, 44.0, 42.0)","(31.0, 55.0, 47.77777777777778)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:44.613174,"(6.0, 8.6, 8.542857142857143)","(3.1, 3.6, 3.466666666666667)","(10.0, 16.5, 15.807692307692308)","(10.0, 99999, 99990)","(2.6, 3.15, 3.0375)","(31.0, 44.0, 42.0)","(31.0, 55.0, 47.77777777777778)","(15.0, 19.5, 18.5)","(18.0, 99999, 99990)"
07-12-2022 18:32:45.952747,"(6.0, 8.6, 8.542857142857143)","(3.1, 3.55, 3.5016129032258063)","(10.0, 16.5, 15.272727272727273)","(10.0, 99999, 99990)","(2.6, 3.15, 3.0317391304347825)","(31.0, 44.0, 42.0)","(31.0, 55.0, 47.77777777777778)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:47.269255,"(6.0, 8.6, 8.542857142857143)","(3.1, 3.55, 3.4272727272727272)","(10.0, 16.5, 15.65625)","(10.0, 99999, 99990)","(2.6, 3.15, 3.0892857142857144)","(31.0, 44.0, 38.666666666666664)","(31.0, 55.0, 47.142857142857146)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:48.516667,"(6.0, 8.6, 8.542857142857143)","(3.1, 3.55, 3.477027027027027)","(10.0, 16.5, 15.65625)","(10.0, 99999, 99990)","(2.6, 3.15, 3.031578947368421)","(31.0, 40.0, 39.0)","(31.0, 55.0, 48.888888888888886)","(15.0, 19.5, 18.59090909090909)","(18.0, 99999, 99990)"
07-12-2022 18:32:49.764875,"(6.0, 8.6, 8.549999999999999)","(3.1, 3.55, 3.585714285714286)","(10.0, 16.5, 15.794117647058824)","(10.0, 99999, 99990)","(2.6, 3.15, 2.943106796116505)","(31.0, 40.0, 39.55555555555556)","(31.0, 55.0, 49.1764705882353)","(15.0, 19.5, 18.818181818181817)","(18.0, 99999, 99990)"
07-12-2022 18:32:51.053403,"(6.0, 8.8, 8.454545454545455)","(3.1, 3.65, 3.585714285714286)","(10.0, 16.5, 15.794117647058824)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9625)","(31.0, 44.0, 39.55555555555556)","(31.0, 55.0, 50.6)","(15.0, 19.5, 18.0)","(18.0, 99999, 99990)"
07-12-2022 18:32:52.283035,"(6.0, 8.8, 8.454545454545455)","(3.1, 3.7, 3.6175)","(10.0, 17.5, 16.9)","(10.0, 99999, 99990)","(2.6, 2.98, 2.9939999999999998)","(31.0, 44.0, 34.4)","(31.0, 55.0, 50.6)","(15.0, 19.5, 18.3)","(16.0, 99999, 99990)"
07-12-2022 18:32:53.546477,"(6.0, 8.8, 8.454545454545455)","(3.1, 3.7, 3.60625)","(10.0, 17.5, 17.071428571428573)","(10.0, 99999, 99990)","(2.6, 3.0, 2.998666666666667)","(31.0, 44.0, 37.0)","(31.0, 55.0, 50.6)","(15.0, 19.5, 18.3)","(16.0, 99999, 99990)"
07-12-2022 18:32:54.814395,"(6.0, 8.8, 8.454545454545455)","(3.1, 3.7, 3.6113636363636363)","(10.0, 17.5, 17.133333333333333)","(10.0, 99999, 99990)","(2.6, 3.0, 3.0270212765957445)","(31.0, 42.0, 38.9)","(31.0, 55.0, 51.07142857142857)","(15.0, 19.5, 18.5)","(16.0, 99999, 99990)"
07-12-2022 18:32:56.039861,"(6.0, 9.2, 9.093877551020407)","(3.1, 3.7, 3.6113636363636363)","(10.0, 19.0, 17.3)","(10.0, 99999, 99990)","(2.6, 3.05, 3.0236585365853657)","(31.0, 40.0, 37.25)","(31.0, 55.0, 51.07142857142857)","(15.0, 19.5, 18.444444444444443)","(16.0, 99999, 99990)"
07-12-2022 18:32:57.220429,"(6.0, 9.2, 9.093877551020407)","(3.1, 3.7, 3.6113636363636363)","(10.0, 18.5, 16.9)","(10.0, 99999, 99990)","(2.6, 3.05, 3.0236585365853657)","(31.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.92307692307692)","(15.0, 19.0, 18.444444444444443)","(16.0, 99999, 99990)"
07-12-2022 18:32:58.474595,"(6.0, 9.2, 9.088)","(3.1, 3.7, 3.6113636363636363)","(10.0, 17.5, 14.5)","(10.0, 99999, 99990)","(2.6, 3.05, 3.0458823529411765)","(31.0, 40.0, 36.666666666666664)","(31.0, 55.0, 49.0)","(15.0, 19.0, 19.48717948717949)","(16.0, 99999, 99990)"
07-12-2022 18:32:59.762721,"(6.0, 9.4, 9.254545454545454)","(3.1, 3.7, 3.6444444444444444)","(10.0, 14.5, 13.568493150684931)","(10.0, 99999, 99990)","(2.6, 3.05, 2.965090909090909)","(31.0, 40.0, 36.666666666666664)","(31.0, 55.0, 48.25)","(15.0, 20.0, 18.59090909090909)","(16.0, 99999, 99990)"
07-12-2022 18:33:01.066469,"(6.0, 9.4, 9.254545454545454)","(3.1, 3.7, 3.6444444444444444)","(10.0, 14.5, 13.568493150684931)","(10.0, 99999, 99990)","(2.6, 3.1, 3.001818181818182)","(31.0, 40.0, 35.0)","(31.0, 55.0, 48.25)","(15.0, 19.0, 18.6)","(16.0, 99999, 99990)"
07-12-2022 18:33:02.418153,"(6.5, 9.4, 9.363636363636363)","(3.1, 3.7, 3.5296296296296297)","(11.0, 14.5, 13.568493150684931)","(10.0, 99999, 99990)","(2.6, 3.1, 3.001818181818182)","(26.0, 40.0, 36.0)","(31.0, 55.0, 46.5625)","(14.0, 19.0, 18.714285714285715)","(16.0, 99999, 99990)"
07-12-2022 18:33:03.633265,"(6.5, 9.8, 9.53103448275862)","(3.1, 3.7, 3.6207317073170735)","(11.0, 12.5, 12.018518518518519)","(10.0, 99999, 99990)","(2.6, 3.1, 3.001818181818182)","(26.0, 40.0, 40.285714285714285)","(31.0, 55.0, 46.851851851851855)","(14.0, 19.0, 18.714285714285715)","(16.0, 99999, 99990)"
07-12-2022 18:33:04.913416,"(6.5, 9.8, 9.53103448275862)","(3.1, 3.7, 3.515957446808511)","(11.0, 12.5, 11.8)","(10.0, 99999, 99990)","(2.6, 3.1, 2.985)","(26.0, 42.0, 36.0)","(31.0, 55.0, 46.45)","(14.0, 19.0, 19.176470588235293)","(17.0, 99999, 99990)"
07-12-2022 18:33:06.125338,"(6.5, 10.0, 9.657142857142857)","(3.1, 3.75, 3.6500000000000004)","(11.0, 12.0, 11.61111111111111)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9889655172413794)","(26.0, 44.0, 37.14285714285714)","(31.0, 55.0, 46.857142857142854)","(14.0, 20.0, 18.928571428571427)","(17.0, 99999, 99990)"
07-12-2022 18:33:07.317224,"(6.5, 10.5, 10.324)","(3.1, 3.7, 3.6500000000000004)","(11.0, 12.5, 11.61111111111111)","(10.0, 99999, 99990)","(2.6, 3.1, 2.9889655172413794)","(26.0, 44.0, 37.14285714285714)","(31.0, 55.0, 46.857142857142854)","(14.0, 20.0, 18.928571428571427)","(17.0, 99999, 99990)"
07-12-2022 18:33:08.526591,"(6.5, 10.5, 10.05)","(3.1, 3.7, 3.6500000000000004)","(10.0, 12.5, 12.8)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0005714285714284)","(26.0, 44.0, 41.0)","(31.0, 55.0, 46.9)","(14.0, 20.0, 19.45)","(17.0, 99999, 99990)"
07-12-2022 18:33:09.710453,"(6.5, 11.5, 11.490099009900991)","(3.1, 3.4, 3.3096774193548386)","(10.0, 13.0, 13.732142857142858)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0171428571428573)","(26.0, 44.0, 40.666666666666664)","(31.0, 55.0, 49.52173913043478)","(14.0, 22.0, 20.043478260869566)","(17.0, 99999, 99990)"
07-12-2022 18:33:10.909147,"(6.5, 12.0, 11.95631067961165)","(3.1, 3.4, 3.308196721311475)","(10.0, 14.0, 13.0)","(10.0, 99999, 99990)","(2.6, 3.1, 3.009375)","(26.0, 44.0, 40.666666666666664)","(31.0, 55.0, 49.52173913043478)","(14.0, 22.0, 20.125)","(17.0, 99999, 99990)"
07-12-2022 18:33:12.103395,"(6.5, 12.0, 11.957142857142857)","(3.1, 3.4, 3.3115384615384613)","(10.0, 14.0, 13.0)","(10.0, 99999, 99990)","(2.6, 3.1, 3.042142857142857)","(26.0, 44.0, 40.666666666666664)","(31.0, 55.0, 47.285714285714285)","(15.0, 22.0, 20.25)","(17.0, 99999, 99990)"
07-12-2022 18:33:13.358936,"(6.5, 12.0, 11.948863636363637)","(3.1, 3.4, 3.3115384615384613)","(10.0, 14.0, 13.0)","(10.0, 99999, 99990)","(2.6, 3.05, 3.04)","(26.0, 44.0, 41.5)","(31.0, 55.0, 46.9)","(15.0, 21.0, 20.25)","(17.0, 99999, 99990)"
07-12-2022 18:33:14.608080,"(7.0, 12.0, 11.946428571428571)","(3.1, 3.75, 3.58046875)","(10.0, 13.5, 12.833333333333334)","(10.0, 99999, 99990)","(2.6, 3.05, 3.04)","(26.0, 44.0, 42.888888888888886)","(31.0, 55.0, 48.0)","(15.0, 21.0, 19.857142857142858)","(17.0, 99999, 99990)"
07-12-2022 18:33:15.773764,"(7.0, 12.0, 11.946428571428571)","(3.1, 3.7, 3.5250000000000004)","(10.0, 13.5, 12.75)","(10.0, 99999, 99990)","(2.6, 3.05, 3.0465)","(26.0, 44.0, 42.0)","(31.0, 50.0, 48.0)","(15.0, 21.0, 20.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:33:17.033738,"(7.0, 12.0, 11.875)","(3.1, 3.7, 3.4375)","(10.0, 13.0, 12.8)","(10.0, 99999, 99990)","(2.6, 3.05, 3.0451428571428574)","(26.0, 44.0, 39.0)","(31.0, 50.0, 48.4)","(15.0, 21.0, 20.0)","(17.0, 99999, 99990)"
07-12-2022 18:33:18.188486,"(7.0, 12.5, 12.125)","(3.1, 3.7, 3.5764705882352943)","(10.0, 13.0, 12.8)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0058823529411764)","(26.0, 42.0, 40.0)","(31.0, 50.0, 47.285714285714285)","(15.0, 21.0, 20.0)","(17.0, 99999, 99990)"
07-12-2022 18:33:19.444848,"(7.0, 11.5, 11.178571428571429)","(3.1, 3.7, 3.4896103896103896)","(10.0, 13.0, 12.8)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0058823529411764)","(26.0, 42.0, 37.77777777777778)","(31.0, 55.0, 46.9)","(15.0, 21.0, 19.4)","(17.0, 99999, 99990)"
07-12-2022 18:33:20.722728,"(7.0, 11.5, 11.178571428571429)","(3.1, 3.6, 3.4152173913043478)","(10.0, 13.0, 12.8)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0058823529411764)","(26.0, 40.0, 37.77777777777778)","(31.0, 55.0, 46.9)","(15.0, 21.0, 19.285714285714285)","(17.0, 99999, 99990)"
07-12-2022 18:33:21.896552,"(7.0, 11.5, 10.6)","(3.1, 3.6, 3.4152173913043478)","(10.0, 13.0, 12.8)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0058823529411764)","(26.0, 40.0, 37.142857142857146)","(31.0, 55.0, 48.34782608695652)","(15.0, 21.0, 20.0)","(17.0, 99999, 99990)"
07-12-2022 18:33:23.224045,"(7.0, 12.5, 11.071428571428571)","(3.1, 3.3, 3.2242990654205608)","(10.0, 13.0, 12.693548387096774)","(10.0, 99999, 99990)","(2.6, 3.15, 3.003260869565217)","(26.0, 40.0, 37.6)","(31.0, 55.0, 46.94736842105263)","(15.0, 21.0, 19.666666666666668)","(17.0, 99999, 99990)"
07-12-2022 18:33:24.446454,"(7.0, 12.5, 11.477272727272727)","(3.1, 3.4, 3.3807692307692307)","(10.0, 14.5, 12.695652173913043)","(10.0, 99999, 99990)","(2.6, 3.15, 3.0285714285714285)","(26.0, 40.0, 37.6)","(31.0, 55.0, 47.333333333333336)","(15.0, 22.0, 20.0)","(17.0, 99999, 99990)"
07-12-2022 18:33:25.738209,"(7.0, 11.0, 10.625)","(3.1, 3.55, 3.4021739130434785)","(10.0, 14.0, 13.25)","(10.0, 99999, 99990)","(2.6, 3.05, 2.9992)","(26.0, 40.0, 37.6)","(31.0, 50.0, 48.666666666666664)","(15.0, 21.0, 19.772727272727273)","(17.0, 99999, 99990)"
07-12-2022 18:33:27.106558,"(7.0, 11.0, 10.261904761904763)","(3.1, 3.5, 3.44)","(10.0, 13.5, 13.333333333333334)","(10.0, 99999, 99990)","(2.6, 3.1, 3.06)","(26.0, 40.0, 40.0)","(31.0, 50.0, 48.666666666666664)","(15.0, 21.0, 19.772727272727273)","(17.0, 99999, 99990)"
07-12-2022 18:33:28.399370,"(7.0, 11.0, 10.142857142857142)","(3.1, 3.5, 3.438181818181818)","(10.0, 13.5, 13.083333333333334)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0533333333333332)","(26.0, 42.0, 40.0)","(31.0, 50.0, 61.25)","(15.0, 21.0, 19.772727272727273)","(17.0, 99999, 99990)"
07-12-2022 18:33:29.666260,"(7.0, 11.0, 10.142857142857142)","(3.1, 3.5, 3.438181818181818)","(10.0, 13.5, 13.392857142857142)","(10.0, 99999, 99990)","(2.6, 3.1, 3.04)","(26.0, 42.0, 40.0)","(31.0, 65.0, 58.0)","(15.0, 21.0, 18.27777777777778)","(17.0, 99999, 99990)"
07-12-2022 18:33:30.808580,"(7.0, 11.0, 10.142857142857142)","(3.1, 3.45, 3.3844827586206896)","(10.0, 13.5, 13.464285714285714)","(10.0, 99999, 99990)","(2.6, 3.1, 3.0833333333333335)","(26.0, 42.0, 40.0)","(31.0, 60.0, 57.2)","(15.0, 19.0, 18.2)","(17.0, 99999, 99990)"
07-12-2022 18:33:32.052393,"(7.0, 11.0, 10.083333333333334)","(3.1, 3.45, 3.382142857142857)","(10.0, 14.0, 13.583333333333334)","(10.0, 99999, 99990)","(2.6, 3.1, 3.071428571428571)","(26.0, 42.0, 40.0)","(31.0, 60.0, 57.2)","(15.0, 18.5, 17.0)","(17.0, 99999, 99990)"
07-12-2022 18:33:33.348547,"(7.0, 11.5, 11.108695652173914)","(3.1, 3.45, 3.3642857142857143)","(10.0, 14.0, 13.464285714285714)","(10.0, 99999, 99990)","(2.6, 3.15, 3.071428571428571)","(26.0, 42.0, 40.0)","(31.0, 60.0, 57.2)","(15.0, 18.0, 17.0)","(17.0, 99999, 99990)"
07-12-2022 18:33:34.569034,"(7.0, 11.5, 10.857142857142858)","(3.1, 3.45, 3.3642857142857143)","(10.0, 14.0, 13.884615384615385)","(10.0, 99999, 99990)","(2.6, 3.15, 3.0984374999999997)","(26.0, 42.0, 40.857142857142854)","(31.0, 60.0, 61.2)","(15.0, 18.0, 17.1)","(17.0, 99999, 99990)"
07-12-2022 18:33:35.708189,"(7.0, 11.5, 10.857142857142858)","(3.1, 3.45, 3.3282608695652174)","(10.0, 14.0, 13.681818181818182)","(10.0, 99999, 99990)","(2.6, 3.15, 3.112068965517241)","(26.0, 42.0, 39.0)","(31.0, 65.0, 52.25)","(15.0, 17.5, 17.25)","(17.0, 99999, 99990)"
