,Lucky Fernando,Dewana Scotch,Dewana Burger,Deep Fever,Zippy Audi,Fabriola Yanis,Apache Shout,Arkansas
14-12-2022 19:30:23.822130,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(7.5, 19.0, 16.833333333333332)","(18.0, 60.0, 43.0)","(7.0, 12.5, 11.061111111111112)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:24.868444,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(7.5, 19.0, 17.555555555555557)","(18.0, 60.0, 43.0)","(7.0, 12.5, 10.738095238095239)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:25.960561,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.800909090909091)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(7.5, 19.0, 17.555555555555557)","(18.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:27.258269,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8071428571428572)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(7.5, 19.0, 17.555555555555557)","(18.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:28.531407,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(7.5, 19.0, 17.555555555555557)","(18.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:29.660655,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(7.5, 19.0, 17.555555555555557)","(18.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:30.797282,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.800909090909091)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:31.956128,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.800909090909091)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:33.182179,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:34.368739,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:35.600397,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:36.712219,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.800909090909091)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:37.735531,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.800909090909091)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:38.682037,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8071428571428572)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:39.696098,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:40.782599,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.555555555555557)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:41.880197,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.969230769230769)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.5)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:42.922546,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.800909090909091)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.5)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:44.115384,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8108)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.909090909090907)","(19.0, 60.0, 43.0)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:45.391690,"(20.0, 55.0, 50.85714285714286)","(1.65, 1.83, 1.8147619047619048)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.083333333333332)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 64.5)"
14-12-2022 19:30:46.645070,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.813448275862069)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.083333333333332)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:47.765818,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.813448275862069)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.083333333333332)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:48.917420,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.813448275862069)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.083333333333332)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:50.045903,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.813448275862069)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.083333333333332)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:51.184419,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8217241379310345)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:52.327246,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8227272727272728)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:53.374213,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8227272727272728)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:54.489458,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8227272727272728)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:55.550678,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8217241379310345)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:56.606308,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8217241379310345)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:57.619287,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8220833333333335)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.09090909090909)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:58.634406,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.83, 1.8220833333333335)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.09090909090909)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:30:59.678242,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.82, 1.8183333333333334)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.09090909090909)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:00.766414,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.82, 1.8183333333333334)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.09090909090909)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:01.819713,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.82, 1.8183333333333334)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.09090909090909)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:02.941672,"(20.0, 55.0, 51.77777777777778)","(1.65, 1.82, 1.8112903225806452)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.09090909090909)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:04.028791,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8112903225806452)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 18.0)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:05.188639,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8112903225806452)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:06.257071,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8112903225806452)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:07.345502,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8112903225806452)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:08.377645,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8306451612903227)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:09.383717,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8306451612903227)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:10.406230,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8102649006622518)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:11.445797,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8028301886792453)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:12.567308,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8028301886792453)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:13.605926,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8112903225806452)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:14.697123,"(20.0, 55.0, 49.2)","(1.65, 1.85, 1.8112903225806452)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:15.849662,"(20.0, 55.0, 49.2)","(1.65, 1.81, 1.7321719457013574)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:16.978166,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.731372549019608)","(4.6, 7.2, 6.9)","(11.0, 23.0, 20.833333333333332)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:18.076563,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.731372549019608)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.07142857142857)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:19.097661,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.731372549019608)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.07142857142857)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:20.167800,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.731372549019608)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.07142857142857)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:21.326484,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.731372549019608)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.142857142857142)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:22.389855,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7454545454545454)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.166666666666668)","(8.0, 19.0, 17.166666666666668)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:23.380743,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7454545454545454)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.166666666666668)","(8.0, 19.0, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:24.457107,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7454545454545454)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.166666666666668)","(8.0, 17.5, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:25.544876,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7166666666666666)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.166666666666668)","(8.0, 17.5, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:26.731232,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7166666666666666)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.545454545454547)","(8.0, 17.5, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:27.760356,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7322033898305085)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.545454545454547)","(8.0, 17.5, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:28.846887,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7322033898305085)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.545454545454547)","(8.0, 17.5, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:30.000691,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7322033898305085)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.545454545454547)","(8.0, 17.5, 16.7)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:31.146063,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7365079365079366)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:32.172023,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7363636363636363)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:33.237851,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7363636363636363)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:34.399007,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7363636363636363)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:35.425006,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7365079365079366)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:36.591703,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7365079365079366)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:37.606688,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7365079365079366)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:38.656705,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7365079365079366)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:39.938281,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7363636363636363)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.0)","(8.0, 16.5, 15.9)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 60.22222222222223)"
14-12-2022 19:31:41.053884,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7363636363636363)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.55)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:42.223195,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7396551724137932)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.55)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:43.326562,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7339622641509433)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 22.55)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:44.423021,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7339622641509433)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:45.463299,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7491525423728813)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:46.485129,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7491525423728813)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:47.524254,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7583333333333333)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:48.538215,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7586206896551724)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:49.576487,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7586206896551724)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:50.713485,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7586206896551724)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:51.829917,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7586206896551724)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
14-12-2022 19:31:52.832936,"(20.0, 55.0, 49.2)","(1.65, 1.8, 1.7586206896551724)","(4.6, 7.2, 6.923076923076923)","(11.0, 23.0, 21.875)","(8.0, 16.5, 15.214285714285714)","(19.0, 60.0, 46.4)","(7.0, 12.5, 10.942105263157895)","(21.0, 70.0, 56.800000000000004)"
