,My Best Buddy,Long Gully Brown,Fizzy Crest,Alaska Black,Emerley Cougar,Chilli On Ice
11-01-2023 11:30:52.025421,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 14.6375)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:53.042953,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 14.6375)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:54.130733,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:55.204008,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:56.327553,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:57.399385,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:58.392259,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:30:59.388403,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:31:00.364987,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 6.13076923076923)"
11-01-2023 11:31:01.351017,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.5, 7.199999999999999)"
11-01-2023 11:31:02.392276,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:03.444224,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:04.484184,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:05.504129,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:06.509365,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:07.479182,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:08.388941,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.05)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:09.401856,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.05)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:10.421988,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.05)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:11.455805,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.05)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:12.502822,"(2.9, 4.6, 3.1475)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.266666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:13.383115,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.266666666666666)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:14.443228,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:15.545704,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:16.587579,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:17.704878,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 7.199999999999999)"
11-01-2023 11:31:18.711290,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:19.642272,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:20.584757,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:21.594573,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:22.609649,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:23.688077,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:24.654707,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:25.682870,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.585714285714285)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:26.679362,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.627272727272727)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:27.704439,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.627272727272727)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:28.600501,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.627272727272727)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:29.562331,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.266666666666666)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:30.576657,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:31.573495,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:32.553605,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:33.560280,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.05)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:34.560059,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.627272727272727)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:35.638449,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.266666666666666)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:36.720186,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:37.839762,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:38.851507,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.05)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:39.794124,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 7.366666666666666)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:40.961961,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.918181818181818)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:42.030672,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.918181818181818)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:43.081714,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.918181818181818)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:44.081488,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.918181818181818)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:45.210553,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.918181818181818)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:46.475960,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.918181818181818)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:47.774484,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:48.917683,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:50.037967,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:51.099190,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:52.149952,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:53.121192,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:54.036549,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.14)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:54.959940,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:55.938062,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:56.895837,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 13.35)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:58.120039,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:59.059053,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:31:59.924737,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:00.868994,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:01.788752,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:02.794820,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 13.149999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:03.778106,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.627272727272727)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:04.743308,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:05.593829,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 8.772727272727273)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:06.480296,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 10.14)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:07.364786,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.5, 9.063636363636364)","(8.0, 18.5, 14.5625)","(3.2, 4.7, 3.4850000000000003)","(5.5, 12.0, 11.25)"
11-01-2023 11:32:08.633949,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:09.692583,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:10.673068,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:11.604054,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:12.487855,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:13.520901,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:14.497623,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:15.426444,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:16.359695,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:17.322392,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:18.264547,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:19.203775,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 13.833333333333334)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:20.037239,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:20.891684,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:21.827229,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:22.721690,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:23.630456,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:24.538500,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:25.396624,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 18.5, 12.614285714285714)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:26.344364,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 13.399999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:27.255120,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 13.399999999999999)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:28.194647,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:29.200159,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:30.170237,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:31.147331,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:32.123450,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:33.150372,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:34.140851,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
11-01-2023 11:32:34.978390,"(2.9, 4.6, 3.6316666666666664)","(5.5, 9.6, 9.355555555555554)","(6.5, 13.0, 11.65)","(8.0, 19.0, 16.415384615384614)","(3.2, 4.7, 3.4850000000000003)","(5.5, 11.5, 11.25)"
