,Determination,Udella Bale,Laquita Star,Goolagong,Ocean Girl,Sir Les
12-01-2023 15:18:52.054025,"(4.6, 6.4, 6.2926829268292686)","(2.2, 2.44, 2.416)","(15.0, 26.0, 24.565217391304348)","(31.0, 140.0, 120.0)","(91.0, 470.0, 360.0)","(2.15, 2.64, 2.636756756756757)"
12-01-2023 15:18:53.084836,"(4.6, 6.4, 6.302222222222222)","(2.2, 2.44, 2.408)","(15.0, 26.0, 24.565217391304348)","(31.0, 140.0, 120.0)","(91.0, 470.0, 240.0)","(2.15, 2.64, 2.636756756756757)"
12-01-2023 15:18:54.150489,"(4.6, 6.4, 6.302222222222222)","(2.2, 2.44, 2.408)","(15.0, 26.0, 24.565217391304348)","(31.0, 140.0, 120.0)","(91.0, 480.0, 360.0)","(2.15, 2.64, 2.63625)"
12-01-2023 15:18:55.174511,"(4.6, 6.4, 6.302222222222222)","(2.2, 2.44, 2.416)","(15.0, 26.0, 24.565217391304348)","(31.0, 140.0, 120.0)","(91.0, 470.0, 340.0)","(2.15, 2.64, 2.636756756756757)"
12-01-2023 15:18:56.054546,"(4.6, 6.4, 6.302222222222222)","(2.2, 2.44, 2.4191304347826086)","(15.0, 26.0, 24.565217391304348)","(31.0, 140.0, 120.0)","(91.0, 470.0, 340.0)","(2.15, 2.64, 2.63625)"
12-01-2023 15:18:57.084853,"(4.6, 6.4, 6.302222222222222)","(2.2, 2.44, 2.4299999999999997)","(15.0, 26.0, 24.565217391304348)","(31.0, 140.0, 125.0)","(91.0, 460.0, 350.0)","(2.15, 2.64, 2.636756756756757)"
12-01-2023 15:18:58.129266,"(4.6, 6.4, 6.242857142857143)","(2.2, 2.44, 2.4191304347826086)","(15.0, 26.0, 24.49056603773585)","(31.0, 140.0, 125.0)","(91.0, 450.0, 408.3333333333333)","(2.15, 2.64, 2.63625)"
12-01-2023 15:18:59.013173,"(4.6, 6.4, 6.251428571428572)","(2.2, 2.44, 2.4299999999999997)","(15.0, 26.0, 24.49056603773585)","(31.0, 140.0, 125.0)","(91.0, 450.0, 408.3333333333333)","(2.15, 2.64, 2.626153846153846)"
12-01-2023 15:18:59.932340,"(4.6, 6.4, 6.251428571428572)","(2.2, 2.44, 2.435609756097561)","(15.0, 26.0, 24.49056603773585)","(31.0, 140.0, 125.0)","(91.0, 450.0, 400.0)","(2.15, 2.64, 2.583)"
12-01-2023 15:19:00.978288,"(4.6, 6.4, 6.279069767441861)","(2.2, 2.46, 2.4257142857142857)","(15.0, 26.0, 25.046511627906977)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 325.0)","(2.15, 2.64, 2.603076923076923)"
12-01-2023 15:19:02.002501,"(4.6, 6.4, 6.328571428571429)","(2.2, 2.44, 2.4242105263157896)","(15.0, 26.0, 24.093023255813954)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 325.0)","(2.15, 2.64, 2.624516129032258)"
12-01-2023 15:19:02.938242,"(4.6, 6.4, 6.3375)","(2.2, 2.44, 2.417777777777778)","(15.0, 26.0, 22.51063829787234)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 325.0)","(2.15, 2.64, 2.6262857142857143)"
12-01-2023 15:19:03.902602,"(4.6, 6.4, 6.3375)","(2.2, 2.44, 2.426046511627907)","(15.0, 26.0, 22.784313725490197)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 325.0)","(2.15, 2.64, 2.652258064516129)"
12-01-2023 15:19:04.904064,"(4.6, 6.4, 6.3375)","(2.2, 2.44, 2.4257142857142857)","(15.0, 26.0, 22.3265306122449)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 325.0)","(2.15, 2.66, 2.6462857142857144)"
12-01-2023 15:19:05.801360,"(4.6, 6.4, 6.3375)","(2.2, 2.44, 2.42)","(15.0, 26.0, 22.3265306122449)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 325.0)","(2.15, 2.66, 2.6462857142857144)"
12-01-2023 15:19:06.783816,"(4.6, 6.4, 6.347368421052632)","(2.2, 2.44, 2.42)","(15.0, 26.0, 22.3265306122449)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 225.0)","(2.15, 2.66, 2.6458823529411766)"
12-01-2023 15:19:07.810673,"(4.6, 6.4, 6.347368421052632)","(2.2, 2.44, 2.4242105263157896)","(15.0, 26.0, 22.3265306122449)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 235.71428571428572)","(2.15, 2.66, 2.648)"
12-01-2023 15:19:08.804662,"(4.6, 6.4, 6.347368421052632)","(2.2, 2.44, 2.415)","(15.0, 25.0, 22.692307692307693)","(31.0, 150.0, 117.85714285714286)","(91.0, 450.0, 277.5)","(2.15, 2.66, 2.6462857142857144)"
12-01-2023 15:19:09.747297,"(4.6, 6.4, 6.352380952380953)","(2.15, 2.44, 2.4242105263157896)","(16.0, 25.0, 22.333333333333332)","(41.0, 150.0, 114.0)","(101.0, 450.0, 330.0)","(2.15, 2.66, 2.648)"
12-01-2023 15:19:10.717986,"(4.6, 6.4, 6.352380952380953)","(2.15, 2.44, 2.415)","(16.0, 25.0, 22.321428571428573)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 407.1428571428571)","(2.15, 2.66, 2.6458823529411766)"
12-01-2023 15:19:11.664293,"(4.6, 6.4, 6.352380952380953)","(2.15, 2.44, 2.4323076923076923)","(16.0, 25.0, 22.413793103448278)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 335.0)","(2.15, 2.66, 2.647692307692308)"
12-01-2023 15:19:12.651059,"(4.6, 6.4, 6.3500000000000005)","(2.15, 2.44, 2.4263636363636363)","(16.0, 25.0, 22.413793103448278)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 335.0)","(2.15, 2.66, 2.6371428571428575)"
12-01-2023 15:19:13.637640,"(4.6, 6.4, 6.352380952380953)","(2.15, 2.42, 2.4141463414634146)","(16.0, 24.0, 22.333333333333332)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 335.0)","(2.15, 2.66, 2.648)"
12-01-2023 15:19:14.657845,"(4.6, 6.4, 6.3500000000000005)","(2.15, 2.44, 2.4248275862068964)","(16.0, 24.0, 21.09090909090909)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 335.0)","(2.15, 2.66, 2.6458823529411766)"
12-01-2023 15:19:15.643589,"(4.6, 6.4, 6.344444444444445)","(2.15, 2.44, 2.431304347826087)","(16.0, 24.0, 21.09090909090909)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 335.0)","(2.15, 2.66, 2.6493333333333333)"
12-01-2023 15:19:16.585680,"(4.6, 6.4, 6.344444444444445)","(2.15, 2.44, 2.4109090909090907)","(16.0, 24.0, 20.444444444444443)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 355.0)","(2.15, 2.66, 2.6493333333333333)"
12-01-2023 15:19:17.579814,"(4.6, 6.4, 6.344444444444445)","(2.15, 2.44, 2.4193548387096775)","(16.0, 24.0, 20.689655172413794)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 360.0)","(2.15, 2.66, 2.646086956521739)"
12-01-2023 15:19:18.904511,"(4.6, 6.4, 6.3500000000000005)","(2.15, 2.44, 2.4186666666666667)","(16.0, 23.0, 20.666666666666668)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 355.0)","(2.15, 2.66, 2.6490909090909094)"
12-01-2023 15:19:20.196859,"(4.6, 6.4, 6.3500000000000005)","(2.15, 2.44, 2.4215384615384616)","(16.0, 23.0, 20.833333333333332)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 360.0)","(2.15, 2.66, 2.6500000000000004)"
12-01-2023 15:19:21.240846,"(4.6, 6.4, 6.3500000000000005)","(2.15, 2.44, 2.4215384615384616)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 304.0)","(2.15, 2.66, 2.6525000000000003)"
12-01-2023 15:19:22.302453,"(4.6, 6.4, 6.3500000000000005)","(2.15, 2.44, 2.43063829787234)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 288.8888888888889)","(2.15, 2.66, 2.642352941176471)"
12-01-2023 15:19:23.351004,"(4.6, 6.4, 6.345945945945946)","(2.15, 2.44, 2.43063829787234)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 288.8888888888889)","(2.15, 2.66, 2.642352941176471)"
12-01-2023 15:19:24.377548,"(4.6, 6.4, 6.3375)","(2.15, 2.44, 2.43063829787234)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 112.66666666666667)","(101.0, 440.0, 356.66666666666663)","(2.15, 2.66, 2.635675675675676)"
12-01-2023 15:19:25.447513,"(4.6, 6.4, 6.385714285714286)","(2.15, 2.46, 2.4464516129032257)","(16.0, 23.0, 20.724137931034484)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 326.47058823529414)","(2.15, 2.66, 2.64)"
12-01-2023 15:19:26.429989,"(4.6, 6.6, 6.545945945945945)","(2.15, 2.44, 2.4033333333333333)","(16.0, 23.0, 20.724137931034484)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 333.75)","(2.15, 2.66, 2.628)"
12-01-2023 15:19:27.382660,"(4.6, 6.6, 6.52)","(2.15, 2.44, 2.4307692307692306)","(16.0, 23.0, 20.724137931034484)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 311.53846153846155)","(2.15, 2.66, 2.628)"
12-01-2023 15:19:28.355977,"(4.6, 6.6, 6.523809523809524)","(2.15, 2.44, 2.42258064516129)","(16.0, 23.0, 20.724137931034484)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 311.53846153846155)","(2.15, 2.66, 2.628)"
12-01-2023 15:19:29.337618,"(4.6, 6.6, 6.51578947368421)","(2.15, 2.46, 2.418)","(16.0, 23.0, 20.724137931034484)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 311.53846153846155)","(2.15, 2.66, 2.628)"
12-01-2023 15:19:30.347730,"(4.6, 6.6, 6.51578947368421)","(2.15, 2.46, 2.437894736842105)","(16.0, 23.0, 20.642857142857142)","(41.0, 150.0, 127.89473684210526)","(101.0, 430.0, 310.0)","(2.15, 2.66, 2.635555555555556)"
12-01-2023 15:19:31.307183,"(4.6, 6.6, 6.523809523809524)","(2.15, 2.44, 2.4171428571428573)","(16.0, 23.0, 21.428571428571427)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 310.0)","(2.15, 2.66, 2.626153846153846)"
12-01-2023 15:19:32.248064,"(4.6, 6.6, 6.517948717948718)","(2.15, 2.44, 2.412)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 370.0)","(2.15, 2.66, 2.635555555555556)"
12-01-2023 15:19:33.203745,"(4.6, 6.6, 6.517948717948718)","(2.15, 2.44, 2.42)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 342.0)","(2.15, 2.66, 2.626153846153846)"
12-01-2023 15:19:34.159272,"(4.6, 6.6, 6.5058823529411764)","(2.15, 2.44, 2.435)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 342.0)","(2.15, 2.66, 2.626153846153846)"
12-01-2023 15:19:35.066096,"(4.6, 6.6, 6.503030303030303)","(2.15, 2.46, 2.4274285714285715)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.66, 2.635555555555556)"
12-01-2023 15:19:36.074756,"(4.6, 6.6, 6.51578947368421)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 112.66666666666667)","(101.0, 430.0, 342.0)","(2.15, 2.66, 2.6490909090909094)"
12-01-2023 15:19:37.108504,"(4.6, 6.6, 6.466666666666667)","(2.15, 2.44, 2.405)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 98.66666666666667)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.66, 2.6490909090909094)"
12-01-2023 15:19:38.089694,"(4.6, 6.6, 6.478260869565217)","(2.15, 2.44, 2.405)","(16.0, 23.0, 21.08695652173913)","(41.0, 150.0, 98.66666666666667)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.66, 2.6570370370370373)"
12-01-2023 15:19:38.955024,"(4.6, 6.6, 6.4879999999999995)","(2.15, 2.44, 2.405)","(16.0, 23.0, 20.76388888888889)","(41.0, 150.0, 113.15789473684211)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.66, 2.6570370370370373)"
12-01-2023 15:19:39.973428,"(4.6, 6.6, 6.483333333333333)","(2.15, 2.44, 2.405)","(16.0, 23.0, 20.76388888888889)","(41.0, 150.0, 127.89473684210526)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.68, 2.6382926829268296)"
12-01-2023 15:19:41.022658,"(4.6, 6.6, 6.36)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 20.76388888888889)","(41.0, 150.0, 98.66666666666667)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:41.902262,"(4.6, 6.6, 6.36)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 20.76388888888889)","(41.0, 150.0, 98.66666666666667)","(101.0, 430.0, 367.1428571428571)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:42.835798,"(4.6, 6.6, 6.36)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 98.66666666666667)","(101.0, 430.0, 410.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:43.870100,"(4.6, 6.6, 6.36)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 20.90909090909091)","(41.0, 150.0, 127.89473684210526)","(101.0, 420.0, 400.9090909090909)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:44.821932,"(4.6, 6.6, 6.347368421052631)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 127.89473684210526)","(101.0, 420.0, 400.9090909090909)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:45.852092,"(4.6, 6.6, 6.257142857142857)","(2.15, 2.44, 2.415652173913043)","(16.0, 23.0, 20.90909090909091)","(41.0, 150.0, 98.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:46.748137,"(4.6, 6.6, 6.3090909090909095)","(2.15, 2.44, 2.4168421052631577)","(16.0, 23.0, 20.535714285714285)","(41.0, 150.0, 98.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:47.705298,"(4.6, 6.6, 6.257142857142857)","(2.15, 2.44, 2.4242857142857144)","(16.0, 23.0, 20.90909090909091)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:48.662157,"(4.6, 6.6, 6.344)","(2.15, 2.44, 2.4242857142857144)","(16.0, 22.0, 21.2)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:49.600501,"(4.6, 6.6, 6.32)","(2.15, 2.44, 2.4242857142857144)","(16.0, 22.0, 21.11111111111111)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:50.486129,"(4.6, 6.6, 6.264)","(2.15, 2.44, 2.4242857142857144)","(16.0, 22.0, 21.11111111111111)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6467857142857145)"
12-01-2023 15:19:51.451433,"(4.6, 6.6, 6.264)","(2.15, 2.44, 2.4125)","(16.0, 22.0, 21.11111111111111)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 400.9090909090909)","(2.15, 2.68, 2.6471875000000002)"
12-01-2023 15:19:52.418166,"(4.6, 6.6, 6.310344827586207)","(2.15, 2.42, 2.413333333333333)","(16.0, 22.0, 21.05263157894737)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6411764705882352)"
12-01-2023 15:19:53.387655,"(4.6, 6.6, 6.36)","(2.15, 2.44, 2.419047619047619)","(16.0, 22.0, 21.045454545454547)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.66, 2.6356521739130434)"
12-01-2023 15:19:54.304202,"(4.6, 6.6, 6.366666666666666)","(2.15, 2.44, 2.419047619047619)","(16.0, 22.0, 21.03846153846154)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.66, 2.6356521739130434)"
12-01-2023 15:19:55.299617,"(4.6, 6.6, 6.366666666666666)","(2.15, 2.44, 2.4266666666666667)","(16.0, 22.0, 21.037037037037038)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 351.42857142857144)","(2.15, 2.66, 2.6356521739130434)"
12-01-2023 15:19:56.265372,"(4.6, 6.6, 6.329032258064516)","(2.15, 2.46, 2.4347368421052633)","(16.0, 22.0, 20.074074074074073)","(41.0, 150.0, 126.66666666666667)","(101.0, 430.0, 399.0)","(2.15, 2.66, 2.641818181818182)"
12-01-2023 15:19:57.161029,"(4.6, 6.6, 6.458823529411765)","(2.15, 2.44, 2.415483870967742)","(16.0, 22.0, 20.06451612903226)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6422222222222222)"
12-01-2023 15:19:58.148348,"(4.6, 6.6, 6.4079999999999995)","(2.15, 2.44, 2.415483870967742)","(16.0, 22.0, 20.06451612903226)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6434285714285717)"
12-01-2023 15:19:59.104881,"(4.6, 6.6, 6.379310344827586)","(2.15, 2.44, 2.415483870967742)","(16.0, 22.0, 20.06451612903226)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6434285714285717)"
12-01-2023 15:19:59.990708,"(4.6, 6.6, 6.393548387096774)","(2.15, 2.42, 2.4141176470588235)","(16.0, 22.0, 20.536585365853657)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6434285714285717)"
12-01-2023 15:20:00.867348,"(4.6, 6.6, 6.379310344827586)","(2.15, 2.44, 2.415483870967742)","(16.0, 22.0, 20.536585365853657)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6475)"
12-01-2023 15:20:01.891327,"(4.6, 6.6, 6.393548387096774)","(2.15, 2.42, 2.415)","(16.0, 22.0, 20.61904761904762)","(41.0, 150.0, 126.66666666666667)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6475)"
12-01-2023 15:20:02.862000,"(4.6, 6.6, 6.386666666666667)","(2.15, 2.42, 2.417894736842105)","(16.0, 22.0, 20.61904761904762)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6474074074074077)"
12-01-2023 15:20:03.731688,"(4.6, 6.6, 6.379310344827586)","(2.15, 2.44, 2.4233333333333333)","(16.0, 22.0, 20.73913043478261)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.645714285714286)"
12-01-2023 15:20:04.669035,"(4.6, 6.6, 6.379310344827586)","(2.15, 2.44, 2.4219999999999997)","(16.0, 22.0, 20.73913043478261)","(41.0, 150.0, 103.33333333333333)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.645)"
12-01-2023 15:20:05.859327,"(4.6, 6.6, 6.379310344827586)","(2.15, 2.44, 2.4141935483870967)","(16.0, 22.0, 20.76595744680851)","(41.0, 150.0, 105.55555555555556)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.65375)"
12-01-2023 15:20:06.755608,"(4.6, 6.6, 6.379310344827586)","(2.15, 2.44, 2.4141935483870967)","(16.0, 22.0, 20.76595744680851)","(41.0, 150.0, 105.55555555555556)","(101.0, 420.0, 399.0)","(2.15, 2.68, 2.6507317073170733)"
12-01-2023 15:20:07.731604,"(4.6, 6.6, 6.44390243902439)","(2.15, 2.42, 2.40375)","(16.0, 22.0, 20.76595744680851)","(41.0, 150.0, 105.55555555555556)","(101.0, 420.0, 372.5)","(2.15, 2.68, 2.6533333333333333)"
12-01-2023 15:20:08.769156,"(4.6, 6.6, 6.427027027027027)","(2.15, 2.42, 2.41)","(16.0, 23.0, 22.357142857142858)","(41.0, 150.0, 105.55555555555556)","(101.0, 420.0, 396.66666666666663)","(2.15, 2.68, 2.6472727272727274)"
12-01-2023 15:20:09.831662,"(4.8, 6.6, 6.447619047619048)","(2.15, 2.42, 2.407906976744186)","(15.0, 23.0, 22.75)","(41.0, 150.0, 130.0)","(101.0, 420.0, 396.66666666666663)","(2.15, 2.66, 2.6321212121212123)"
12-01-2023 15:20:10.896685,"(4.8, 6.6, 6.586666666666666)","(2.15, 2.42, 2.3962499999999998)","(15.0, 24.0, 23.58823529411765)","(41.0, 150.0, 103.84615384615384)","(101.0, 420.0, 396.66666666666663)","(2.15, 2.66, 2.613913043478261)"
12-01-2023 15:20:11.944200,"(4.8, 6.8, 6.6)","(2.15, 2.42, 2.3946666666666667)","(15.0, 24.0, 23.5)","(41.0, 150.0, 127.5)","(101.0, 420.0, 350.0)","(2.15, 2.64, 2.624)"
12-01-2023 15:20:12.981214,"(4.8, 6.8, 6.626666666666667)","(2.15, 2.42, 2.398285714285714)","(15.0, 24.0, 23.5)","(41.0, 150.0, 127.5)","(101.0, 420.0, 396.66666666666663)","(2.15, 2.64, 2.6235897435897435)"
12-01-2023 15:20:14.046334,"(4.8, 6.8, 6.654545454545454)","(2.15, 2.42, 2.398285714285714)","(15.0, 24.0, 23.333333333333332)","(41.0, 150.0, 103.84615384615384)","(101.0, 420.0, 396.66666666666663)","(2.15, 2.64, 2.6293333333333333)"
12-01-2023 15:20:15.094418,"(4.8, 6.8, 6.695652173913043)","(2.15, 2.38, 2.375)","(15.0, 24.0, 23.555555555555557)","(41.0, 150.0, 103.84615384615384)","(101.0, 420.0, 387.77777777777777)","(2.15, 2.64, 2.6270270270270273)"
12-01-2023 15:20:16.188005,"(4.8, 7.0, 6.811764705882353)","(2.15, 2.38, 2.37)","(15.0, 24.0, 23.454545454545453)","(41.0, 150.0, 127.5)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.64, 2.628888888888889)"
12-01-2023 15:20:17.192483,"(4.8, 7.0, 6.806060606060606)","(2.15, 2.38, 2.3610526315789473)","(15.0, 24.0, 23.4)","(41.0, 150.0, 103.84615384615384)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.64, 2.622105263157895)"
12-01-2023 15:20:18.304054,"(4.8, 6.8, 6.707692307692308)","(2.15, 2.38, 2.3506666666666667)","(15.0, 25.0, 25.263157894736842)","(41.0, 150.0, 127.5)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.66, 2.621818181818182)"
12-01-2023 15:20:19.397444,"(4.8, 6.8, 6.695652173913043)","(2.15, 2.38, 2.352307692307692)","(16.0, 26.0, 25.333333333333332)","(41.0, 150.0, 103.84615384615384)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.66, 2.621818181818182)"
12-01-2023 15:20:20.412656,"(4.8, 6.8, 6.757142857142857)","(2.15, 2.38, 2.3588888888888886)","(16.0, 26.0, 25.333333333333332)","(41.0, 150.0, 127.5)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.64, 2.620952380952381)"
12-01-2023 15:20:21.493126,"(4.8, 6.8, 6.757142857142857)","(2.15, 2.38, 2.359259259259259)","(16.0, 26.0, 25.047619047619047)","(41.0, 150.0, 104.16666666666667)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.64, 2.6295238095238096)"
12-01-2023 15:20:22.507017,"(4.8, 6.8, 6.766666666666667)","(2.15, 2.4, 2.387)","(16.0, 26.0, 25.047619047619047)","(41.0, 150.0, 104.16666666666667)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.64, 2.604761904761905)"
12-01-2023 15:20:23.493991,"(4.8, 6.6, 6.52)","(2.15, 2.42, 2.389090909090909)","(16.0, 26.0, 25.047619047619047)","(41.0, 150.0, 127.5)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.62, 2.610666666666667)"
12-01-2023 15:20:24.581976,"(4.8, 6.4, 6.353846153846154)","(2.15, 2.44, 2.423157894736842)","(16.0, 26.0, 25.692307692307693)","(41.0, 150.0, 103.84615384615384)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.62, 2.596)"
12-01-2023 15:20:25.664231,"(4.8, 6.6, 6.483333333333333)","(2.15, 2.44, 2.441818181818182)","(16.0, 26.0, 27.0)","(41.0, 150.0, 104.16666666666667)","(101.0, 410.0, 338.0)","(2.15, 2.6, 2.486875)"
12-01-2023 15:20:26.546549,"(4.8, 6.6, 6.569999999999999)","(2.15, 2.48, 2.4672727272727273)","(16.0, 28.0, 27.0)","(41.0, 150.0, 104.16666666666667)","(101.0, 450.0, 338.0)","(2.15, 2.5, 2.486875)"
12-01-2023 15:20:27.579326,"(4.8, 6.8, 6.462809917355372)","(2.15, 2.46, 2.425128205128205)","(16.0, 28.0, 26.636363636363637)","(41.0, 160.0, 150.47619047619048)","(101.0, 450.0, 414.44444444444446)","(2.15, 2.58, 2.555)"
12-01-2023 15:20:28.619686,"(4.8, 6.8, 6.462809917355372)","(2.15, 2.44, 2.428148148148148)","(16.0, 28.0, 26.772727272727273)","(41.0, 160.0, 135.0)","(101.0, 440.0, 414.44444444444446)","(2.15, 2.58, 2.5536363636363637)"
12-01-2023 15:20:29.636329,"(4.8, 6.8, 6.4709677419354845)","(2.15, 2.44, 2.423030303030303)","(16.0, 28.0, 26.857142857142858)","(41.0, 160.0, 135.0)","(101.0, 440.0, 414.44444444444446)","(2.15, 2.56, 2.557)"
12-01-2023 15:20:30.832913,"(4.8, 6.4, 6.411764705882353)","(2.15, 2.46, 2.4413793103448276)","(16.0, 28.0, 27.04)","(41.0, 160.0, 135.0)","(101.0, 440.0, 387.77777777777777)","(2.15, 2.56, 2.551851851851852)"
12-01-2023 15:20:31.888770,"(4.8, 6.6, 6.44)","(2.15, 2.46, 2.4413793103448276)","(16.0, 28.0, 27.04)","(41.0, 160.0, 135.0)","(101.0, 410.0, 387.77777777777777)","(2.15, 2.56, 2.532)"
12-01-2023 15:20:32.975962,"(4.8, 6.6, 6.517948717948718)","(2.15, 2.46, 2.444375)","(16.0, 28.0, 26.384615384615383)","(41.0, 160.0, 137.77777777777777)","(101.0, 410.0, 317.77777777777777)","(2.15, 2.54, 2.5110344827586206)"
12-01-2023 15:20:34.109623,"(4.8, 6.6, 6.52972972972973)","(2.15, 2.48, 2.486666666666667)","(16.0, 28.0, 26.09090909090909)","(41.0, 160.0, 135.0)","(101.0, 450.0, 368.33333333333337)","(2.15, 2.52, 2.5075675675675675)"
12-01-2023 15:20:35.120138,"(4.8, 6.6, 6.517647058823529)","(2.15, 2.5, 2.486666666666667)","(16.0, 28.0, 26.09090909090909)","(41.0, 160.0, 144.6153846153846)","(101.0, 400.0, 364.0)","(2.15, 2.52, 2.492857142857143)"
