,Sailor,Valley Of Dreams,Ghostwriter,Two Smokin Barrels,Goldeel,Teranga,Oakfield Warpaint,The Love Rocket
11-01-2023 15:12:33.503623,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.735294117647058)","(2.0, 2.1, 2.0458823529411765)","(31.0, 95.0, 90.83333333333333)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 75.0, 69.375)"
11-01-2023 15:12:34.565789,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.735294117647058)","(2.0, 2.1, 2.066666666666667)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.375)"
11-01-2023 15:12:35.606006,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.735294117647058)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.375)"
11-01-2023 15:12:36.715326,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.25)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.41176470588235)"
11-01-2023 15:12:37.805181,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.25)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.41176470588235)"
11-01-2023 15:12:38.925275,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.25)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.375)"
11-01-2023 15:12:40.037000,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 18.9)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.375)"
11-01-2023 15:12:41.045143,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.375)"
11-01-2023 15:12:42.183711,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.375)"
11-01-2023 15:12:43.375354,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 85.0)","(5.5, 6.4, 6.146428571428571)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:44.505830,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 85.0)","(5.5, 6.2, 6.170833333333333)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:45.688807,"(5.5, 8.0, 7.83030303030303)","(12.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 85.0)","(5.5, 6.2, 6.170833333333333)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:46.885746,"(5.5, 8.0, 7.83030303030303)","(12.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 85.0)","(5.5, 6.2, 6.170833333333333)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:48.022069,"(5.5, 8.0, 7.83030303030303)","(13.0, 19.5, 18.214285714285715)","(2.0, 2.1, 2.060714285714286)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.220689655172414)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:49.123199,"(5.5, 8.2, 8.075)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0620689655172413)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.220689655172414)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:50.289974,"(5.5, 8.2, 8.058823529411764)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.220689655172414)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:51.404014,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.220689655172414)","(8.0, 8.8, 8.58)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:52.498756,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.266666666666667)","(8.0, 8.8, 8.556521739130435)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:53.667290,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.338461538461539)","(8.0, 8.8, 8.50909090909091)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:54.709747,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.338461538461539)","(8.0, 8.8, 8.457142857142857)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:55.871465,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.338461538461539)","(8.0, 8.8, 8.5)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:57.065639,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.338461538461539)","(8.0, 8.8, 8.5)","(19.0, 36.0, 32.0)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:58.223577,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 29.333333333333332)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:12:59.375537,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 95.0, 83.33333333333333)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 29.333333333333332)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:13:00.434657,"(5.5, 8.2, 8.015384615384615)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 29.333333333333332)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:13:01.462062,"(5.5, 7.8, 7.763636363636364)","(13.0, 19.5, 19.0)","(2.0, 2.1, 2.0622641509433963)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 29.333333333333332)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:13:02.616976,"(5.5, 7.8, 7.763636363636364)","(13.0, 19.5, 19.0)","(2.0, 2.06, 2.0723076923076924)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 29.333333333333332)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:13:03.777445,"(5.5, 7.8, 7.763636363636364)","(13.0, 19.5, 19.0)","(2.0, 2.08, 2.0723076923076924)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 29.333333333333332)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:13:05.003925,"(5.5, 7.8, 7.763636363636364)","(13.0, 19.5, 19.0)","(2.0, 2.08, 2.0723076923076924)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.285714285714286)","(8.0, 8.8, 8.5)","(19.0, 36.0, 28.857142857142858)","(31.0, 70.0, 69.0909090909091)"
11-01-2023 15:13:06.090435,"(5.5, 8.2, 7.933333333333333)","(13.0, 19.0, 17.615384615384617)","(2.0, 2.1, 2.0685333333333333)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.227027027027027)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 70.0, 68.82352941176471)"
11-01-2023 15:13:07.239518,"(5.5, 8.2, 7.933333333333333)","(13.0, 19.0, 17.615384615384617)","(2.0, 2.08, 2.0707246376811597)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.227027027027027)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 68.82352941176471)"
11-01-2023 15:13:08.291174,"(5.5, 8.2, 7.933333333333333)","(13.0, 19.0, 17.615384615384617)","(2.0, 2.08, 2.0704477611940297)","(31.0, 90.0, 70.0)","(5.0, 6.4, 6.280373831775702)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 68.82352941176471)"
11-01-2023 15:13:09.373027,"(5.5, 8.2, 7.933333333333333)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.0703030303030303)","(31.0, 90.0, 78.0)","(5.0, 6.4, 6.160747663551402)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 68.82352941176471)"
11-01-2023 15:13:10.583880,"(5.5, 8.2, 7.933333333333333)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.0574074074074074)","(31.0, 90.0, 78.0)","(5.0, 6.4, 6.160747663551402)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 68.82352941176471)"
11-01-2023 15:13:11.782069,"(5.5, 8.2, 7.933333333333333)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.056981132075472)","(31.0, 90.0, 78.0)","(5.0, 6.4, 6.160747663551402)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 68.82352941176471)"
11-01-2023 15:13:12.953138,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.0710344827586207)","(31.0, 90.0, 78.0)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:14.076696,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.068695652173913)","(31.0, 90.0, 80.0)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:15.250865,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.066060606060606)","(31.0, 90.0, 78.33333333333333)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:16.456896,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.0656250000000003)","(31.0, 90.0, 76.875)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.5)","(19.0, 34.0, 28.857142857142858)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:17.650378,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.065161290322581)","(31.0, 90.0, 76.875)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.510344827586207)","(19.0, 34.0, 31.23076923076923)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:18.753787,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(2.0, 2.08, 2.065161290322581)","(31.0, 90.0, 76.875)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.510344827586207)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:19.836983,"(5.5, 8.2, 7.88)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.08, 2.065161290322581)","(31.0, 90.0, 76.875)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.510344827586207)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:20.876117,"(5.5, 8.2, 8.093333333333332)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.08, 2.066268656716418)","(31.0, 90.0, 76.875)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.510344827586207)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:21.838420,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.08, 2.066268656716418)","(31.0, 90.0, 77.14285714285714)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.510344827586207)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:22.960740,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.08, 2.05)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.510344827586207)","(19.0, 34.0, 31.81818181818182)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:24.275462,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0580645161290323)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.697560975609756)","(19.0, 34.0, 31.81818181818182)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:25.377859,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.08, 2.0580645161290323)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.697560975609756)","(19.0, 34.0, 31.81818181818182)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:26.531818,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.052857142857143)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.733333333333334)","(19.0, 34.0, 31.81818181818182)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:27.753433,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0547368421052634)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 8.8, 8.936)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 66.25)"
11-01-2023 15:13:28.861009,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0547368421052634)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.0, 8.936)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:30.090104,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0547368421052634)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.0, 8.936)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:31.387926,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0547368421052634)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.0, 8.936)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:32.475707,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0506976744186045)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.0, 9.117241379310345)","(19.0, 34.0, 32.285714285714285)","(31.0, 75.0, 69.16666666666667)"
11-01-2023 15:13:33.594127,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0506976744186045)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.2, 9.117241379310345)","(19.0, 34.0, 32.285714285714285)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:34.635753,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0506976744186045)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.2, 8.984615384615385)","(19.0, 34.0, 32.76923076923077)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:35.691244,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0506976744186045)","(31.0, 90.0, 80.625)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.2, 8.984615384615385)","(19.0, 34.0, 32.76923076923077)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:36.805458,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0506976744186045)","(31.0, 90.0, 82.5)","(5.0, 6.4, 6.151456310679611)","(8.0, 9.2, 8.984615384615385)","(19.0, 34.0, 31.714285714285715)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:38.011445,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0506976744186045)","(31.0, 90.0, 82.5)","(5.0, 6.4, 6.149019607843138)","(8.0, 9.2, 8.984615384615385)","(19.0, 34.0, 31.714285714285715)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:39.056573,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.06, 2.0453846153846156)","(31.0, 95.0, 82.5)","(5.0, 6.4, 6.149019607843138)","(8.0, 9.2, 8.885714285714286)","(19.0, 34.0, 31.714285714285715)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:40.176633,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.08, 2.053793103448276)","(31.0, 95.0, 82.5)","(5.0, 6.4, 6.1489361702127665)","(8.0, 9.0, 8.905263157894737)","(19.0, 34.0, 31.77777777777778)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:41.407513,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.1, 2.08968085106383)","(31.0, 95.0, 82.5)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 31.77777777777778)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:42.431339,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.1, 2.08968085106383)","(31.0, 95.0, 82.5)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 31.77777777777778)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:43.556541,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 31.77777777777778)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:44.858658,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 32.0)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:45.968572,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 32.0)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:47.025497,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 17.533333333333335)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 32.0)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:48.282112,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 34.0, 31.6)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:49.480299,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 38.0, 31.28)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:50.517408,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.0920689655172415)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.1489361702127665)","(8.0, 9.2, 8.905263157894737)","(19.0, 38.0, 31.28)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:51.724750,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.0872727272727274)","(31.0, 95.0, 85.0)","(5.0, 6.2, 6.323404255319149)","(8.0, 9.2, 8.94074074074074)","(19.0, 38.0, 30.666666666666668)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:52.965368,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0885714285714285)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.323404255319149)","(8.0, 9.0, 8.94074074074074)","(19.0, 38.0, 30.666666666666668)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:53.988780,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0890909090909093)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.323404255319149)","(8.0, 9.0, 8.94074074074074)","(19.0, 38.0, 30.666666666666668)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:55.051152,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.323404255319149)","(8.0, 9.0, 8.94074074074074)","(19.0, 38.0, 30.666666666666668)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:56.245656,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.323404255319149)","(8.0, 9.0, 8.94074074074074)","(19.0, 38.0, 30.666666666666668)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:57.391385,"(5.5, 8.2, 8.133333333333333)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 38.0, 31.333333333333332)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:58.638221,"(5.5, 8.2, 8.107692307692307)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 36.0, 31.1875)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:13:59.804454,"(5.5, 8.2, 8.107692307692307)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 36.0, 31.1875)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:14:00.859675,"(5.5, 8.2, 8.107692307692307)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 36.0, 31.1875)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:14:01.886798,"(5.5, 8.2, 8.107692307692307)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 36.0, 31.1875)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:14:03.011752,"(5.5, 8.2, 8.107692307692307)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 36.0, 31.1875)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:14:04.069406,"(5.5, 8.2, 8.028571428571428)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0771428571428574)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.94074074074074)","(19.0, 36.0, 31.1875)","(31.0, 70.0, 69.16666666666667)"
11-01-2023 15:14:05.121070,"(5.5, 8.2, 8.028571428571428)","(13.0, 19.0, 18.166666666666668)","(1.95, 2.1, 2.0764705882352943)","(31.0, 95.0, 85.0)","(5.0, 6.4, 6.336842105263158)","(8.0, 9.0, 8.799999999999999)","(19.0, 36.0, 32.333333333333336)","(31.0, 70.0, 69.61538461538461)"
