,Sailor,Valley Of Dreams,Ghostwriter,Two Smokin Barrels,Goldeel,Teranga,Oakfield Warpaint,The Love Rocket
11-01-2023 15:10:58.398237,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 15.25)","(2.1, 2.26, 2.249473684210526)","(31.0, 75.0, 65.0)","(5.5, 6.2, 5.977777777777778)","(7.5, 9.4, 8.82857142857143)","(18.0, 32.0, 28.4)","(31.0, 60.0, 53.333333333333336)"
11-01-2023 15:10:59.541727,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 14.75)","(2.1, 2.24, 2.22)","(31.0, 75.0, 65.0)","(5.5, 6.2, 5.977777777777778)","(7.5, 9.4, 8.82857142857143)","(18.0, 32.0, 28.4)","(31.0, 60.0, 53.333333333333336)"
11-01-2023 15:11:00.896944,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 14.75)","(2.1, 2.24, 2.22)","(31.0, 75.0, 65.0)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 9.0)","(19.0, 32.0, 28.4)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 15:11:02.176017,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 14.75)","(2.1, 2.24, 2.22)","(31.0, 75.0, 65.0)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 8.9)","(19.0, 32.0, 29.0)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 15:11:03.497790,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 14.75)","(2.1, 2.24, 2.22)","(31.0, 75.0, 65.0)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 8.9)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:05.073793,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 14.75)","(2.1, 2.24, 2.22)","(31.0, 75.0, 65.0)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 8.9)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:06.608644,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 14.75)","(2.1, 2.24, 2.22)","(31.0, 75.0, 66.66666666666667)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 8.9)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:07.809411,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 15.333333333333334)","(2.1, 2.24, 2.22)","(31.0, 70.0, 66.66666666666667)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 8.807407407407407)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:09.006526,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 15.142857142857142)","(2.1, 2.22, 2.2104761904761907)","(31.0, 70.0, 66.66666666666667)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.4, 8.892307692307693)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:10.285646,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 15.142857142857142)","(2.1, 2.22, 2.2102439024390246)","(31.0, 70.0, 66.66666666666667)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.2, 8.892307692307693)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:11.520077,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 15.142857142857142)","(2.1, 2.22, 2.2102439024390246)","(31.0, 70.0, 66.66666666666667)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.2, 8.892307692307693)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:12.786802,"(5.0, 7.6, 7.369230769230769)","(11.0, 16.0, 15.142857142857142)","(2.1, 2.22, 2.2102439024390246)","(31.0, 70.0, 66.66666666666667)","(6.0, 6.2, 5.977777777777778)","(8.0, 9.2, 8.892307692307693)","(19.0, 32.0, 29.0)","(31.0, 60.0, 55.0)"
11-01-2023 15:11:14.001981,"(5.5, 7.6, 7.369230769230769)","(11.0, 16.0, 15.142857142857142)","(2.05, 2.22, 2.2062068965517243)","(31.0, 70.0, 65.0)","(5.5, 6.2, 5.766666666666667)","(8.0, 9.2, 8.56842105263158)","(19.0, 32.0, 29.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:15.081244,"(5.5, 7.6, 7.449999999999999)","(11.0, 16.0, 15.142857142857142)","(2.05, 2.22, 2.201818181818182)","(31.0, 75.0, 65.0)","(5.5, 5.9, 5.766666666666667)","(8.0, 8.8, 8.591304347826087)","(19.0, 32.0, 28.666666666666668)","(31.0, 60.0, 58.0)"
11-01-2023 15:11:16.176698,"(5.5, 7.6, 7.457142857142857)","(11.0, 16.0, 15.2)","(2.05, 2.22, 2.2085714285714286)","(31.0, 75.0, 66.42857142857143)","(5.5, 5.9, 5.977777777777778)","(8.0, 8.8, 8.591304347826087)","(19.0, 32.0, 29.5)","(31.0, 60.0, 58.0)"
11-01-2023 15:11:17.441520,"(5.5, 7.6, 7.457142857142857)","(11.0, 16.0, 15.2)","(2.05, 2.22, 2.2085714285714286)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 5.977777777777778)","(8.0, 8.8, 8.591304347826087)","(19.0, 32.0, 31.5)","(31.0, 60.0, 58.0)"
11-01-2023 15:11:18.626409,"(5.5, 7.6, 7.457142857142857)","(11.0, 16.0, 15.2)","(2.05, 2.22, 2.2085714285714286)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.046153846153846)","(8.0, 8.8, 8.56)","(19.0, 36.0, 30.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:19.770554,"(5.5, 7.6, 7.457142857142857)","(11.0, 16.0, 15.2)","(2.05, 2.22, 2.2085714285714286)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.046153846153846)","(8.0, 8.8, 8.56)","(19.0, 36.0, 30.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:20.924153,"(5.5, 7.6, 7.457142857142857)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.235555555555556)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.166666666666667)","(8.0, 8.8, 8.56)","(19.0, 36.0, 30.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:22.092330,"(5.5, 7.6, 7.457142857142857)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.235555555555556)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.166666666666667)","(8.0, 8.8, 8.5)","(19.0, 36.0, 30.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:23.219390,"(5.5, 7.6, 7.482352941176471)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.235294117647059)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.5)","(19.0, 36.0, 30.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:24.468858,"(5.5, 7.6, 7.482352941176471)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.235294117647059)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.5)","(19.0, 36.0, 30.0)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:25.586910,"(5.5, 7.6, 7.482352941176471)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.235294117647059)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.5)","(19.0, 36.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:26.689137,"(5.5, 7.6, 7.482352941176471)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.235294117647059)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.5)","(19.0, 34.0, 29.8)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:27.758804,"(5.5, 7.6, 7.4)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.5)","(19.0, 34.0, 29.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:28.875670,"(5.5, 7.8, 7.65)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.48)","(19.0, 32.0, 29.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:30.041109,"(5.5, 8.2, 7.721739130434782)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.48)","(19.0, 32.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:31.255847,"(5.5, 8.2, 7.771428571428571)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.1625000000000005)","(8.0, 8.8, 8.48)","(19.0, 34.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:32.471078,"(5.5, 8.2, 7.771428571428571)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.050000000000001)","(8.0, 8.8, 8.48)","(19.0, 34.0, 29.8)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:33.585963,"(5.5, 8.2, 7.771428571428571)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.050000000000001)","(8.0, 8.8, 8.48)","(19.0, 34.0, 29.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:34.715334,"(5.5, 8.4, 8.307692307692308)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.050000000000001)","(8.0, 8.8, 8.48)","(19.0, 32.0, 29.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:35.850534,"(5.5, 8.4, 8.307692307692308)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.050000000000001)","(8.0, 8.8, 8.48)","(19.0, 32.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:37.013254,"(5.5, 8.4, 8.307692307692308)","(11.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.109433962264151)","(8.0, 8.8, 8.48)","(19.0, 34.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:38.148664,"(5.5, 8.4, 8.307692307692308)","(12.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.109433962264151)","(8.0, 8.8, 8.48)","(18.0, 34.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:39.275540,"(5.5, 8.4, 8.307692307692308)","(12.0, 16.0, 15.2)","(2.05, 2.24, 2.2146341463414636)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.057142857142857)","(8.0, 8.8, 8.48)","(18.0, 34.0, 29.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:40.382608,"(5.5, 9.0, 8.563636363636364)","(12.0, 16.0, 15.2)","(2.05, 2.2, 2.1874725274725275)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.057142857142857)","(8.0, 8.8, 8.48)","(18.0, 32.0, 29.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:41.486527,"(5.5, 9.0, 8.563636363636364)","(12.0, 16.0, 15.2)","(2.0, 2.2, 2.1872826086956523)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.057142857142857)","(8.0, 8.8, 8.48)","(18.0, 32.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:42.630586,"(5.5, 9.0, 8.475)","(12.0, 16.0, 15.2)","(2.0, 2.2, 2.132873563218391)","(31.0, 75.0, 66.42857142857143)","(5.5, 6.2, 6.133333333333334)","(8.0, 8.8, 8.48)","(18.0, 34.0, 30.5)","(31.0, 60.0, 57.5)"
11-01-2023 15:11:43.673391,"(5.5, 9.2, 8.799999999999999)","(12.0, 16.0, 15.2)","(2.0, 2.14, 2.1343589743589746)","(31.0, 75.0, 66.0)","(5.5, 6.2, 6.08421052631579)","(8.0, 8.8, 8.666666666666666)","(18.0, 34.0, 31.5)","(31.0, 60.0, 65.0)"
11-01-2023 15:11:44.861883,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.5, 16.5)","(2.0, 2.14, 2.1312)","(31.0, 75.0, 66.0)","(5.5, 6.4, 6.08421052631579)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:45.944816,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.5, 16.5)","(2.0, 2.14, 2.1324444444444444)","(31.0, 75.0, 66.0)","(5.5, 6.4, 6.08421052631579)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:47.029491,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.5, 16.666666666666668)","(2.0, 2.1, 2.0745)","(31.0, 75.0, 66.0)","(5.5, 6.4, 6.08421052631579)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:48.059693,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.5, 16.666666666666668)","(2.0, 2.1, 2.0745)","(31.0, 75.0, 66.0)","(5.5, 6.4, 6.141176470588235)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 29.0)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:49.080420,"(5.5, 8.4, 8.353846153846154)","(12.0, 17.5, 16.666666666666668)","(2.0, 2.08, 2.0700000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.4322580645161285)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 29.0)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:50.135158,"(5.5, 8.4, 8.353846153846154)","(12.0, 17.5, 17.227272727272727)","(2.0, 2.08, 2.0700000000000003)","(31.0, 75.0, 68.57142857142857)","(5.5, 6.6, 6.461538461538462)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 29.0)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:51.539122,"(5.5, 8.4, 8.293333333333333)","(12.0, 17.5, 17.0)","(2.0, 2.1, 2.085531914893617)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.461538461538462)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:52.674969,"(5.5, 8.4, 8.293333333333333)","(12.0, 17.5, 17.0)","(2.0, 2.1, 2.085531914893617)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.461538461538462)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:53.758763,"(5.5, 8.4, 8.293333333333333)","(12.0, 17.5, 17.2)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.461538461538462)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 65.0)"
11-01-2023 15:11:54.974413,"(5.5, 8.4, 8.293333333333333)","(12.0, 17.5, 17.2)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.461538461538462)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 60.0)"
11-01-2023 15:11:56.042799,"(5.5, 8.4, 8.293333333333333)","(12.0, 17.5, 17.2)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.461538461538462)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 70.0, 53.75)"
11-01-2023 15:11:57.112081,"(5.5, 8.4, 8.293333333333333)","(12.0, 17.5, 17.227272727272727)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.5)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 65.0, 53.75)"
11-01-2023 15:11:58.334386,"(5.5, 8.4, 8.072727272727272)","(12.0, 17.5, 17.227272727272727)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.5)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 31.5)","(31.0, 65.0, 53.75)"
11-01-2023 15:11:59.475004,"(5.5, 8.4, 8.258823529411766)","(12.0, 17.5, 17.227272727272727)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 66.0)","(5.5, 6.6, 6.5)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 32.25)","(31.0, 65.0, 60.0)"
11-01-2023 15:12:00.547780,"(5.5, 8.4, 8.285714285714286)","(12.0, 18.0, 16.363636363636363)","(2.0, 2.1, 2.0864000000000003)","(31.0, 75.0, 70.5)","(5.5, 6.6, 6.5)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 32.25)","(31.0, 65.0, 60.0)"
11-01-2023 15:12:01.507462,"(5.5, 8.4, 8.285714285714286)","(12.0, 18.0, 16.363636363636363)","(2.0, 2.12, 2.0894545454545455)","(31.0, 75.0, 69.0)","(5.5, 6.6, 6.5)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 32.25)","(31.0, 65.0, 60.0)"
11-01-2023 15:12:02.538732,"(5.5, 8.4, 8.285714285714286)","(12.0, 18.0, 16.363636363636363)","(2.0, 2.08, 2.0733333333333333)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.5)","(8.0, 9.0, 8.666666666666666)","(18.0, 36.0, 29.571428571428573)","(31.0, 65.0, 53.75)"
11-01-2023 15:12:03.555556,"(5.5, 8.4, 8.285714285714286)","(12.0, 18.0, 16.714285714285715)","(2.0, 2.08, 2.071111111111111)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.415094339622642)","(8.0, 9.0, 8.619354838709677)","(18.0, 36.0, 31.666666666666668)","(31.0, 65.0, 59.166666666666664)"
11-01-2023 15:12:04.574679,"(5.5, 8.4, 8.25)","(12.0, 17.0, 15.31578947368421)","(2.0, 2.08, 2.0591304347826087)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.2675)","(8.0, 8.8, 8.4375)","(18.0, 34.0, 32.0)","(31.0, 60.0, 59.285714285714285)"
11-01-2023 15:12:05.618738,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.666666666666666)","(2.0, 2.08, 2.064262295081967)","(31.0, 95.0, 80.71428571428571)","(5.5, 6.4, 6.2675)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 60.0, 59.285714285714285)"
11-01-2023 15:12:06.636852,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.666666666666666)","(2.0, 2.08, 2.064262295081967)","(31.0, 95.0, 80.71428571428571)","(5.5, 6.4, 6.253571428571429)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 60.0, 59.285714285714285)"
11-01-2023 15:12:07.665916,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.666666666666666)","(2.0, 2.08, 2.064262295081967)","(31.0, 95.0, 80.71428571428571)","(5.5, 6.4, 6.253571428571429)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 60.0, 56.666666666666664)"
11-01-2023 15:12:08.743212,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 80.71428571428571)","(5.5, 6.4, 6.253571428571429)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 54.0)"
11-01-2023 15:12:09.759638,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 84.28571428571429)","(5.5, 6.4, 6.220833333333333)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 54.0)"
11-01-2023 15:12:10.821415,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 84.28571428571429)","(5.5, 6.4, 6.220833333333333)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 55.0)"
11-01-2023 15:12:11.870311,"(5.5, 8.4, 8.280000000000001)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.258823529411765)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 52.5)"
11-01-2023 15:12:13.118443,"(5.5, 8.4, 8.353846153846154)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.258823529411765)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 52.5)"
11-01-2023 15:12:14.166547,"(5.5, 8.4, 8.357894736842105)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.258823529411765)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 52.5)"
11-01-2023 15:12:15.207724,"(5.5, 8.4, 8.357894736842105)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.064516129032258)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.258823529411765)","(8.0, 8.8, 8.4375)","(18.0, 36.0, 32.0)","(31.0, 70.0, 52.5)"
11-01-2023 15:12:16.517542,"(5.5, 8.4, 8.357894736842105)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.0635398230088495)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.258823529411765)","(8.0, 8.8, 8.434285714285714)","(18.0, 36.0, 32.0)","(31.0, 70.0, 56.666666666666664)"
11-01-2023 15:12:17.777739,"(5.5, 8.4, 7.984615384615385)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.1, 2.0645454545454545)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.258823529411765)","(8.0, 8.8, 8.434285714285714)","(18.0, 36.0, 32.0)","(31.0, 70.0, 55.0)"
11-01-2023 15:12:18.872205,"(5.5, 8.4, 7.984615384615385)","(12.0, 17.0, 15.657894736842104)","(2.0, 2.08, 2.0645454545454545)","(31.0, 95.0, 78.33333333333333)","(5.5, 6.4, 6.27027027027027)","(8.0, 8.8, 8.434285714285714)","(19.0, 36.0, 32.0)","(31.0, 70.0, 70.71428571428572)"
11-01-2023 15:12:19.997003,"(5.5, 8.4, 8.233333333333334)","(12.0, 21.0, 19.26923076923077)","(2.0, 2.08, 2.0524324324324326)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.4, 6.27027027027027)","(8.0, 8.8, 8.434285714285714)","(19.0, 36.0, 32.0)","(31.0, 75.0, 70.71428571428572)"
11-01-2023 15:12:21.133065,"(5.5, 8.4, 8.233333333333334)","(12.0, 20.0, 19.61111111111111)","(2.0, 2.1, 2.0524324324324326)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.4, 6.27027027027027)","(8.0, 8.8, 8.434285714285714)","(19.0, 36.0, 32.0)","(31.0, 75.0, 70.71428571428572)"
11-01-2023 15:12:22.253257,"(5.5, 8.4, 8.169230769230769)","(12.0, 20.0, 18.0)","(2.0, 2.1, 2.0524324324324326)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.4, 6.27027027027027)","(8.0, 8.8, 8.434285714285714)","(19.0, 36.0, 32.0)","(31.0, 75.0, 70.71428571428572)"
11-01-2023 15:12:23.362113,"(5.5, 8.4, 8.169230769230769)","(12.0, 20.0, 18.0)","(2.0, 2.1, 2.0524324324324326)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.4, 6.177272727272728)","(8.0, 8.8, 8.434285714285714)","(19.0, 36.0, 29.142857142857142)","(31.0, 75.0, 69.54545454545455)"
11-01-2023 15:12:24.475324,"(5.5, 8.4, 8.233333333333334)","(12.0, 20.0, 17.75)","(2.0, 2.1, 2.0524324324324326)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.2, 6.256716417910448)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 29.142857142857142)","(31.0, 75.0, 66.42857142857143)"
11-01-2023 15:12:25.635403,"(5.5, 8.4, 8.233333333333334)","(12.0, 20.0, 17.75)","(2.0, 2.1, 2.0485714285714285)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.4, 6.256716417910448)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 29.142857142857142)","(31.0, 75.0, 66.42857142857143)"
11-01-2023 15:12:26.713510,"(5.5, 8.4, 8.233333333333334)","(12.0, 20.0, 17.75)","(2.0, 2.1, 2.0485714285714285)","(31.0, 95.0, 90.58823529411765)","(5.0, 6.4, 6.256716417910448)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 29.142857142857142)","(31.0, 75.0, 67.5)"
11-01-2023 15:12:27.865489,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.0, 17.181818181818183)","(2.0, 2.1, 2.0458823529411765)","(31.0, 95.0, 86.66666666666667)","(5.0, 6.4, 6.256716417910448)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 29.142857142857142)","(31.0, 75.0, 70.9090909090909)"
11-01-2023 15:12:29.060929,"(5.5, 8.4, 8.233333333333334)","(12.0, 20.0, 17.333333333333332)","(2.0, 2.1, 2.0458823529411765)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.256716417910448)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 29.142857142857142)","(31.0, 75.0, 70.9090909090909)"
11-01-2023 15:12:30.220541,"(5.5, 8.4, 8.233333333333334)","(12.0, 20.0, 18.153846153846153)","(2.0, 2.1, 2.0458823529411765)","(31.0, 95.0, 86.66666666666667)","(5.5, 6.4, 6.256716417910448)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 75.0, 70.9090909090909)"
11-01-2023 15:12:31.289736,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.833333333333332)","(2.0, 2.1, 2.0458823529411765)","(31.0, 95.0, 92.22222222222223)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 75.0, 70.9090909090909)"
11-01-2023 15:12:32.418307,"(5.5, 8.4, 8.233333333333334)","(12.0, 19.5, 17.735294117647058)","(2.0, 2.1, 2.0458823529411765)","(31.0, 95.0, 90.83333333333333)","(5.5, 6.4, 6.252307692307692)","(8.0, 8.8, 8.485714285714286)","(19.0, 36.0, 32.0)","(31.0, 75.0, 70.9090909090909)"
