,Coalville Flyer,Black Eyed Peas,Charizard,Poppy To Burn,Stengle,Chers Hand,Boot A Dream
05-01-2023 16:28:53.411623,"(2.9, 3.5, 3.3875)","(7.5, 13.0, 12.571428571428571)","(3.5, 4.4, 4.245833333333334)","(15.0, 25.0, 23.565217391304348)","(3.7, 4.5, 4.34)","(8.5, 11.5, 11.25)","(15.0, 30.0, 28.404255319148938)"
05-01-2023 16:28:54.355974,"(2.9, 3.5, 3.45)","(7.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.244)","(15.0, 25.0, 23.56)","(3.7, 4.5, 4.423076923076923)","(8.5, 11.5, 11.444444444444445)","(15.0, 29.0, 28.87878787878788)"
05-01-2023 16:28:55.501223,"(2.9, 3.5, 3.3875)","(7.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.23404255319149)","(15.0, 25.0, 23.5)","(3.7, 4.5, 4.433333333333334)","(8.5, 11.5, 11.45)","(15.0, 29.0, 27.5)"
05-01-2023 16:28:56.719258,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.5, 12.964285714285714)","(3.5, 4.3, 4.228571428571429)","(15.0, 25.0, 23.285714285714285)","(3.7, 4.5, 4.425806451612903)","(8.5, 11.5, 11.45)","(15.0, 30.0, 28.304347826086957)"
05-01-2023 16:28:57.835178,"(2.9, 3.4, 3.375)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.3, 4.2153846153846155)","(15.0, 25.0, 23.166666666666668)","(3.7, 4.6, 4.449999999999999)","(8.5, 11.5, 11.45)","(15.0, 30.0, 28.304347826086957)"
05-01-2023 16:28:58.888892,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.3, 4.2153846153846155)","(15.0, 25.0, 23.166666666666668)","(3.7, 4.6, 4.449999999999999)","(8.5, 11.5, 11.45)","(15.0, 30.0, 28.304347826086957)"
05-01-2023 16:28:59.898284,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.3, 4.2615384615384615)","(15.0, 25.0, 23.166666666666668)","(3.7, 4.7, 4.470588235294118)","(8.5, 11.0, 10.88)","(15.0, 30.0, 28.125)"
05-01-2023 16:29:00.906646,"(2.9, 3.4, 3.375)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.3, 4.2615384615384615)","(15.0, 25.0, 23.166666666666668)","(3.7, 4.7, 4.470588235294118)","(8.5, 11.0, 10.88)","(15.0, 30.0, 28.35)"
05-01-2023 16:29:01.885002,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.233333333333333)","(15.0, 25.0, 24.0)","(3.7, 4.7, 4.546153846153846)","(8.5, 11.0, 10.88)","(15.0, 30.0, 28.9)"
05-01-2023 16:29:02.871666,"(2.9, 3.4, 3.375)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.229411764705882)","(15.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.88)","(15.0, 30.0, 28.9)"
05-01-2023 16:29:03.848425,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.224242424242425)","(15.0, 25.0, 24.0)","(3.7, 4.6, 4.514285714285714)","(8.5, 11.5, 11.326086956521738)","(15.0, 30.0, 29.02325581395349)"
05-01-2023 16:29:04.802128,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.202272727272727)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.466666666666667)","(8.5, 11.5, 11.326086956521738)","(15.0, 30.0, 29.0)"
05-01-2023 16:29:05.802985,"(2.9, 3.4, 3.375)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.3, 4.21578947368421)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.514285714285714)","(8.5, 11.5, 11.326086956521738)","(15.0, 30.0, 29.045454545454547)"
05-01-2023 16:29:06.793303,"(2.9, 3.4, 3.3666666666666667)","(7.5, 12.5, 12.482142857142858)","(3.5, 4.3, 4.2749999999999995)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.45)","(15.0, 30.0, 29.02325581395349)"
05-01-2023 16:29:07.827006,"(2.9, 3.4, 3.375)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.3, 4.279310344827586)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 10.895833333333334)","(15.0, 30.0, 29.02325581395349)"
05-01-2023 16:29:08.803137,"(2.9, 3.4, 3.3666666666666667)","(7.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.276923076923077)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.514285714285714)","(8.5, 11.0, 10.895833333333334)","(15.0, 30.0, 29.02325581395349)"
05-01-2023 16:29:09.770062,"(2.9, 3.4, 3.375)","(8.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.28)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.895833333333334)","(17.0, 30.0, 28.977272727272727)"
05-01-2023 16:29:10.797890,"(2.9, 3.4, 3.3666666666666667)","(8.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.276923076923077)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.514285714285714)","(8.5, 11.0, 10.895833333333334)","(17.0, 30.0, 28.977272727272727)"
05-01-2023 16:29:11.854703,"(2.9, 3.4, 3.375)","(8.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.276923076923077)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.5)","(8.5, 11.0, 10.907407407407407)","(17.0, 30.0, 29.045454545454547)"
05-01-2023 16:29:12.947671,"(2.9, 3.4, 3.3666666666666667)","(8.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.276923076923077)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.5)","(8.5, 11.0, 10.907407407407407)","(17.0, 30.0, 28.977272727272727)"
05-01-2023 16:29:13.974102,"(2.9, 3.4, 3.375)","(8.5, 13.0, 12.964285714285714)","(3.5, 4.4, 4.304)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.466666666666667)","(8.5, 11.0, 10.907407407407407)","(17.0, 30.0, 28.977272727272727)"
05-01-2023 16:29:15.000811,"(2.9, 3.4, 3.375)","(8.5, 12.5, 12.482142857142858)","(3.5, 4.4, 4.304)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.466666666666667)","(8.5, 11.5, 11.456521739130435)","(17.0, 30.0, 28.933333333333334)"
05-01-2023 16:29:15.941117,"(2.9, 3.4, 3.3666666666666667)","(8.5, 12.5, 12.482142857142858)","(3.5, 4.4, 4.304)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.45)","(8.5, 11.5, 11.444444444444445)","(17.0, 30.0, 28.933333333333334)"
05-01-2023 16:29:16.881379,"(2.9, 3.4, 3.3666666666666667)","(8.5, 13.0, 12.96551724137931)","(3.5, 4.4, 4.304)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.45)","(8.5, 11.5, 11.444444444444445)","(17.0, 30.0, 28.933333333333334)"
05-01-2023 16:29:17.925416,"(2.9, 3.4, 3.3666666666666667)","(8.5, 12.5, 12.482758620689655)","(3.5, 4.4, 4.285714285714286)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.45)","(8.5, 11.5, 11.444444444444445)","(17.0, 30.0, 28.933333333333334)"
05-01-2023 16:29:19.052858,"(2.9, 3.4, 3.375)","(8.5, 12.5, 12.482758620689655)","(3.5, 4.4, 4.285714285714286)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.514285714285714)","(8.5, 11.5, 11.444444444444445)","(17.0, 30.0, 28.933333333333334)"
05-01-2023 16:29:20.040827,"(2.9, 3.4, 3.3666666666666667)","(8.5, 12.5, 12.482758620689655)","(3.5, 4.4, 4.285714285714286)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 10.886363636363637)","(17.0, 30.0, 28.956521739130434)"
05-01-2023 16:29:20.983125,"(2.9, 3.4, 3.375)","(8.5, 13.0, 12.848484848484848)","(3.5, 4.4, 4.266666666666667)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.886363636363637)","(17.0, 30.0, 28.956521739130434)"
05-01-2023 16:29:22.037370,"(2.9, 3.4, 3.3666666666666667)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.266666666666667)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.886363636363637)","(17.0, 30.0, 28.956521739130434)"
05-01-2023 16:29:23.118862,"(2.9, 3.4, 3.375)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.281818181818182)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.86111111111111)","(17.0, 30.0, 29.0)"
05-01-2023 16:29:24.230394,"(2.9, 3.4, 3.3666666666666667)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.281818181818182)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.891304347826086)","(17.0, 30.0, 29.0)"
05-01-2023 16:29:25.313144,"(2.9, 3.4, 3.3499999999999996)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.281818181818182)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 10.891304347826086)","(17.0, 30.0, 29.0)"
05-01-2023 16:29:26.279470,"(2.9, 3.4, 3.36)","(8.5, 13.0, 12.866666666666667)","(3.5, 4.4, 4.281818181818182)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.0, 11.4)","(17.0, 30.0, 29.0)"
05-01-2023 16:29:27.233533,"(2.9, 3.4, 3.3499999999999996)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.279069767441861)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.222222222222221)","(17.0, 30.0, 29.195121951219512)"
05-01-2023 16:29:28.227289,"(2.9, 3.4, 3.36)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.279069767441861)","(17.0, 25.0, 24.357142857142858)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.222222222222221)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:29.193493,"(2.9, 3.4, 3.3499999999999996)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.279069767441861)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.222222222222221)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:30.135579,"(2.9, 3.4, 3.36)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.279069767441861)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.222222222222221)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:31.100693,"(2.9, 3.4, 3.3499999999999996)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.279069767441861)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.222222222222221)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:32.219089,"(2.9, 3.4, 3.36)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.276190476190476)","(17.0, 25.0, 24.444444444444443)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.222222222222221)","(17.0, 30.0, 29.195121951219512)"
05-01-2023 16:29:33.412961,"(2.9, 3.4, 3.3499999999999996)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.273170731707317)","(17.0, 25.0, 23.166666666666668)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.115384615384615)","(17.0, 30.0, 29.195121951219512)"
05-01-2023 16:29:34.671840,"(2.9, 3.4, 3.375)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.273170731707317)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.115384615384615)","(17.0, 30.0, 29.195121951219512)"
05-01-2023 16:29:35.756739,"(2.9, 3.4, 3.375)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.273170731707317)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 10.875)","(17.0, 30.0, 29.195121951219512)"
05-01-2023 16:29:36.785511,"(2.9, 3.45, 3.37)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.273170731707317)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 11.115384615384615)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:37.928903,"(2.9, 3.45, 3.37)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.2700000000000005)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 10.875)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:39.023419,"(2.9, 3.45, 3.37)","(8.5, 12.5, 12.481481481481481)","(3.5, 4.4, 4.2700000000000005)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 10.818181818181818)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:39.975607,"(2.9, 3.4, 3.3875)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.266666666666667)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.48)","(8.5, 11.5, 10.818181818181818)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:40.987355,"(2.9, 3.4, 3.3916666666666666)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.266666666666667)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.446153846153846)","(8.5, 11.5, 10.964285714285714)","(17.0, 30.0, 29.142857142857142)"
05-01-2023 16:29:41.904683,"(2.9, 3.4, 3.3916666666666666)","(8.5, 13.0, 12.838709677419354)","(3.5, 4.4, 4.335)","(17.0, 25.0, 24.0)","(3.7, 4.6, 4.446153846153846)","(8.5, 11.5, 10.964285714285714)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:42.848758,"(2.9, 3.4, 3.3944444444444444)","(8.5, 12.5, 12.484375)","(3.5, 4.4, 4.344444444444444)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.6, 4.435294117647059)","(8.5, 11.5, 11.03125)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:43.800827,"(2.9, 3.4, 3.3875)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.342307692307692)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.6, 4.55)","(8.5, 11.5, 11.03125)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:44.722461,"(2.9, 3.45, 3.405555555555556)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.295)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.6, 4.55)","(8.5, 11.5, 11.03125)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:45.679233,"(2.9, 3.4, 3.3899999999999997)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.286363636363637)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.7, 4.533333333333333)","(8.5, 11.5, 11.03125)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:46.643631,"(2.9, 3.4, 3.38)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.286363636363637)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.7, 4.533333333333333)","(8.5, 11.5, 11.03125)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:47.646878,"(2.9, 3.4, 3.3899999999999997)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.34)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.7, 4.542857142857143)","(8.5, 10.5, 10.34375)","(17.0, 30.0, 29.2)"
05-01-2023 16:29:48.768910,"(2.9, 3.4, 3.38)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.355555555555556)","(17.0, 25.0, 23.736842105263158)","(3.7, 4.7, 4.615384615384615)","(8.5, 10.5, 10.34375)","(17.0, 30.0, 29.25)"
05-01-2023 16:29:49.880421,"(2.9, 3.35, 3.2686046511627906)","(8.5, 13.0, 12.86111111111111)","(3.5, 4.4, 4.383870967741935)","(17.0, 25.0, 23.941176470588236)","(3.7, 4.7, 4.6466666666666665)","(8.5, 10.5, 10.368421052631579)","(17.0, 30.0, 29.266666666666666)"
05-01-2023 16:29:50.937871,"(2.9, 3.35, 3.274)","(8.5, 11.5, 11.016949152542374)","(3.5, 4.5, 4.383870967741935)","(17.0, 25.0, 23.941176470588236)","(3.7, 4.7, 4.6466666666666665)","(8.5, 10.5, 10.368421052631579)","(17.0, 30.0, 29.266666666666666)"
05-01-2023 16:29:52.117969,"(2.9, 3.35, 3.301470588235294)","(8.5, 11.0, 10.80952380952381)","(3.5, 4.5, 4.42)","(17.0, 25.0, 23.88372093023256)","(3.7, 4.8, 4.728571428571429)","(8.5, 10.5, 10.380952380952381)","(17.0, 30.0, 29.318181818181817)"
05-01-2023 16:29:53.198907,"(2.9, 3.35, 3.301470588235294)","(8.5, 11.0, 10.619047619047619)","(3.5, 4.5, 4.42)","(17.0, 25.0, 23.88372093023256)","(3.7, 4.9, 4.742105263157895)","(8.5, 10.5, 10.421052631578947)","(17.0, 30.0, 29.0)"
05-01-2023 16:29:54.186137,"(2.9, 3.45, 3.3642857142857143)","(8.5, 10.5, 10.478260869565217)","(3.5, 4.6, 4.5285714285714285)","(17.0, 25.0, 24.13157894736842)","(3.7, 4.9, 4.663157894736842)","(8.5, 10.5, 10.421052631578947)","(17.0, 30.0, 29.0)"
05-01-2023 16:29:55.165424,"(2.9, 3.45, 3.408823529411765)","(8.5, 10.5, 10.42)","(3.5, 4.6, 4.5285714285714285)","(17.0, 25.0, 24.025)","(3.7, 4.8, 4.63)","(8.5, 10.5, 10.421052631578947)","(17.0, 32.0, 31.0)"
05-01-2023 16:29:56.132066,"(2.9, 3.45, 3.408823529411765)","(8.5, 10.5, 10.42)","(3.5, 4.6, 4.5285714285714285)","(17.0, 25.0, 24.025)","(3.7, 4.8, 4.63)","(8.5, 10.5, 10.421052631578947)","(17.0, 32.0, 31.0)"
05-01-2023 16:29:57.118823,"(2.9, 3.45, 3.408823529411765)","(8.5, 10.5, 10.42)","(3.5, 4.6, 4.5285714285714285)","(17.0, 25.0, 24.025)","(3.7, 4.8, 4.63)","(8.5, 10.5, 10.421052631578947)","(17.0, 32.0, 31.0)"
05-01-2023 16:29:58.133847,"(2.9, 3.45, 3.416666666666667)","(8.5, 10.5, 10.38888888888889)","(3.5, 4.6, 4.4818181818181815)","(17.0, 25.0, 24.093023255813954)","(3.7, 4.8, 4.63157894736842)","(8.5, 10.5, 10.411764705882353)","(17.0, 32.0, 29.9375)"
05-01-2023 16:29:59.109918,"(2.9, 3.4, 3.375)","(8.5, 10.5, 10.38888888888889)","(3.5, 4.6, 4.4818181818181815)","(17.0, 25.0, 24.093023255813954)","(3.7, 4.8, 4.725)","(8.5, 10.5, 10.411764705882353)","(17.0, 32.0, 30.81081081081081)"
05-01-2023 16:30:00.334427,"(2.9, 3.4, 3.375)","(8.5, 10.5, 10.368421052631579)","(3.5, 4.6, 4.4818181818181815)","(17.0, 25.0, 24.093023255813954)","(3.7, 4.8, 4.76)","(8.5, 10.5, 10.8)","(17.0, 32.0, 30.428571428571427)"
05-01-2023 16:30:01.522367,"(2.9, 3.4, 3.375)","(8.5, 10.5, 10.368421052631579)","(3.5, 4.6, 4.4818181818181815)","(17.0, 25.0, 23.914893617021278)","(3.7, 4.8, 4.688888888888888)","(8.5, 11.0, 10.727272727272727)","(17.0, 32.0, 31.23076923076923)"
05-01-2023 16:30:02.688856,"(2.9, 3.4, 3.375)","(8.5, 10.5, 10.375)","(3.5, 4.6, 4.4818181818181815)","(17.0, 25.0, 24.093023255813954)","(3.7, 4.8, 4.688888888888888)","(8.5, 11.0, 10.727272727272727)","(17.0, 32.0, 29.96551724137931)"
05-01-2023 16:30:03.815165,"(2.9, 3.4, 3.375)","(8.5, 10.5, 10.375)","(3.5, 4.6, 4.472)","(17.0, 25.0, 23.166666666666668)","(3.7, 4.8, 4.735294117647059)","(8.5, 11.0, 10.833333333333334)","(17.0, 30.0, 28.57142857142857)"
05-01-2023 16:30:04.895288,"(2.9, 3.4, 3.3449999999999998)","(8.0, 10.5, 10.39655172413793)","(3.5, 4.6, 4.472)","(17.0, 25.0, 23.166666666666668)","(3.7, 4.9, 4.735294117647059)","(8.5, 11.5, 10.852941176470589)","(17.0, 30.0, 27.875)"
05-01-2023 16:30:05.899421,"(2.9, 3.4, 3.3476190476190473)","(8.0, 10.5, 10.383333333333333)","(3.5, 4.6, 4.452941176470588)","(17.0, 25.0, 23.842105263157894)","(3.7, 4.9, 4.738095238095238)","(8.5, 11.0, 10.6875)","(17.0, 28.0, 28.75)"
05-01-2023 16:30:06.921025,"(2.9, 3.35, 3.327777777777778)","(8.0, 10.5, 10.383333333333333)","(3.5, 4.6, 4.541176470588235)","(17.0, 25.0, 23.842105263157894)","(3.7, 4.9, 4.738095238095238)","(8.5, 11.0, 10.75)","(17.0, 29.0, 28.0)"
05-01-2023 16:30:07.942585,"(2.9, 3.35, 3.3333333333333335)","(8.0, 10.5, 10.076923076923077)","(3.5, 4.7, 4.463636363636364)","(17.0, 25.0, 23.842105263157894)","(3.7, 4.9, 4.738095238095238)","(8.5, 11.0, 10.75)","(17.0, 29.0, 28.76923076923077)"
05-01-2023 16:30:09.018208,"(2.9, 3.35, 3.326923076923077)","(8.0, 10.5, 10.162068965517241)","(3.5, 4.7, 4.542105263157895)","(17.0, 25.0, 23.761904761904763)","(3.7, 4.9, 4.738095238095238)","(8.5, 11.0, 10.8)","(17.0, 29.0, 27.4)"
05-01-2023 16:30:10.041439,"(2.9, 3.35, 3.326923076923077)","(8.0, 10.5, 10.162068965517241)","(3.5, 4.7, 4.542105263157895)","(17.0, 25.0, 23.818181818181817)","(3.7, 4.9, 4.738095238095238)","(8.5, 11.0, 10.475)","(17.0, 30.0, 28.736842105263158)"
05-01-2023 16:30:11.074542,"(2.9, 3.35, 3.3125)","(8.0, 10.5, 10.162068965517241)","(3.5, 4.7, 4.623529411764705)","(17.0, 25.0, 23.607142857142858)","(3.7, 4.9, 4.723076923076923)","(8.5, 10.5, 10.475)","(17.0, 30.0, 29.09090909090909)"
05-01-2023 16:30:12.133604,"(2.9, 3.35, 3.307142857142857)","(8.0, 10.5, 10.162068965517241)","(3.5, 4.7, 4.623529411764705)","(17.0, 24.0, 23.0)","(3.7, 4.9, 4.723076923076923)","(8.5, 10.5, 10.475)","(17.0, 30.0, 28.363636363636363)"
05-01-2023 16:30:13.248410,"(2.9, 3.45, 3.4166666666666665)","(8.0, 10.5, 10.066666666666666)","(3.5, 4.7, 4.596)","(17.0, 24.0, 23.071428571428573)","(3.7, 4.8, 4.628571428571429)","(8.5, 11.0, 10.875)","(17.0, 30.0, 28.363636363636363)"
05-01-2023 16:30:14.386463,"(2.9, 3.45, 3.4125)","(8.0, 10.5, 10.106250000000001)","(3.5, 4.7, 4.627027027027027)","(17.0, 24.0, 23.666666666666668)","(3.7, 4.8, 4.635294117647058)","(8.5, 10.5, 10.466666666666667)","(17.0, 30.0, 29.25)"
05-01-2023 16:30:15.487187,"(2.9, 3.5, 3.364516129032258)","(8.0, 10.5, 9.940000000000001)","(3.5, 4.8, 4.633333333333333)","(17.0, 23.0, 22.90909090909091)","(3.8, 4.7, 4.611111111111112)","(8.5, 10.5, 10.466666666666667)","(17.0, 30.0, 28.2)"
05-01-2023 16:30:16.551869,"(2.9, 3.5, 3.364516129032258)","(8.0, 10.5, 9.940000000000001)","(3.5, 4.8, 4.633333333333333)","(17.0, 23.0, 22.90909090909091)","(3.8, 4.7, 4.611111111111112)","(8.5, 10.5, 10.466666666666667)","(17.0, 30.0, 28.2)"
05-01-2023 16:30:17.626258,"(2.9, 3.45, 3.375)","(8.0, 10.5, 10.118181818181819)","(3.5, 4.8, 4.633333333333333)","(17.0, 23.0, 22.90909090909091)","(3.8, 4.7, 4.633333333333334)","(8.5, 10.5, 10.466666666666667)","(17.0, 30.0, 28.181818181818183)"
05-01-2023 16:30:18.624152,"(2.9, 3.5, 3.4282608695652175)","(8.0, 10.5, 10.3)","(3.5, 4.7, 4.64)","(17.0, 24.0, 23.083333333333332)","(3.8, 4.5, 4.45)","(8.5, 10.5, 10.466666666666667)","(17.0, 30.0, 28.181818181818183)"
05-01-2023 16:30:19.720353,"(2.9, 3.5, 3.4428571428571426)","(8.0, 10.5, 10.3)","(3.5, 4.7, 4.64)","(17.0, 24.0, 23.083333333333332)","(3.8, 4.5, 4.426315789473684)","(8.5, 10.5, 10.466666666666667)","(17.0, 30.0, 28.615384615384617)"
05-01-2023 16:30:20.800666,"(2.9, 3.5, 3.408695652173913)","(8.0, 10.5, 10.251612903225807)","(3.5, 4.7, 4.6692307692307695)","(17.0, 24.0, 22.956521739130434)","(3.8, 4.5, 4.698743718592965)","(8.5, 10.5, 10.464285714285714)","(17.0, 30.0, 28.333333333333332)"
05-01-2023 16:30:21.841869,"(2.9, 3.45, 3.43)","(8.0, 10.5, 10.165217391304349)","(3.5, 4.7, 4.646153846153846)","(17.0, 24.0, 22.956521739130434)","(3.8, 4.7, 4.698743718592965)","(8.5, 10.5, 10.461538461538462)","(17.0, 30.0, 28.181818181818183)"
05-01-2023 16:30:22.825627,"(2.9, 3.45, 3.4136363636363636)","(8.0, 10.5, 9.975000000000001)","(3.5, 4.7, 4.5717948717948715)","(17.0, 23.0, 22.454545454545453)","(3.8, 4.8, 4.76)","(8.5, 10.5, 10.461538461538462)","(17.0, 30.0, 28.181818181818183)"
05-01-2023 16:30:23.831896,"(2.9, 3.45, 3.4086206896551725)","(8.0, 10.5, 10.342105263157894)","(3.5, 4.7, 4.5717948717948715)","(17.0, 23.0, 22.454545454545453)","(3.8, 4.8, 4.754545454545455)","(8.5, 10.5, 10.461538461538462)","(17.0, 29.0, 27.2)"
05-01-2023 16:30:24.976251,"(2.9, 3.4, 3.3357142857142854)","(8.0, 10.5, 10.392156862745098)","(3.5, 4.6, 4.3999999999999995)","(17.0, 23.0, 22.476190476190474)","(3.8, 4.9, 4.816666666666666)","(8.5, 10.5, 10.464285714285714)","(17.0, 30.0, 27.833333333333332)"
05-01-2023 16:30:26.080807,"(2.9, 3.4, 3.3606060606060604)","(8.0, 10.5, 10.434782608695652)","(3.5, 4.6, 4.425000000000001)","(17.0, 23.0, 22.476190476190474)","(3.8, 5.0, 4.90625)","(8.5, 10.5, 10.46875)","(17.0, 30.0, 28.05)"
05-01-2023 16:30:27.123406,"(2.9, 3.4, 3.3689655172413793)","(8.0, 10.5, 10.375)","(3.5, 4.5, 4.442105263157895)","(17.0, 23.0, 22.476190476190474)","(3.8, 5.0, 4.90625)","(8.5, 10.5, 10.46875)","(17.0, 30.0, 28.05)"
05-01-2023 16:30:28.129125,"(2.9, 3.4, 3.3689655172413793)","(8.0, 10.5, 10.375)","(3.5, 4.5, 4.442105263157895)","(17.0, 23.0, 22.476190476190474)","(3.8, 5.0, 4.90625)","(8.5, 10.5, 10.46875)","(17.0, 30.0, 28.05)"
05-01-2023 16:30:29.147513,"(2.9, 3.4, 3.3689655172413793)","(8.0, 10.5, 10.408163265306122)","(3.5, 4.4, 4.3463414634146345)","(17.0, 23.0, 22.476190476190474)","(3.8, 5.0, 4.95)","(8.5, 10.5, 10.454545454545455)","(17.0, 30.0, 28.142857142857142)"
