,Fly For Yulong,Demurral,Kings County,Tower Road,Age Of Innocence,Marndarra
16-12-2022 12:50:57.719038,"(5.5, 8.2, 7.9692307692307685)","(14.0, 23.0, 21.2)","(16.0, 28.0, 23.5)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.38, 1.3611285266457682)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:58.726845,"(5.5, 8.2, 7.935294117647058)","(14.0, 23.0, 21.2)","(16.0, 28.0, 23.5)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.38, 1.3611285266457682)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:59.735476,"(5.5, 8.2, 7.8999999999999995)","(14.0, 23.0, 21.2)","(16.0, 28.0, 23.5)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.38, 1.3611285266457682)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:00.690535,"(5.5, 8.2, 7.8999999999999995)","(14.0, 23.0, 21.2)","(16.0, 28.0, 23.5)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.38, 1.3487500000000001)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:01.657926,"(5.5, 8.2, 7.88421052631579)","(14.0, 23.0, 21.2)","(16.0, 28.0, 23.5)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.3437623762376238)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:02.687783,"(5.5, 8.2, 7.855172413793103)","(14.0, 23.0, 21.8)","(16.0, 28.0, 26.0)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3439583333333334)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:03.645240,"(5.5, 8.0, 7.822857142857143)","(14.0, 22.0, 21.125)","(16.0, 27.0, 25.333333333333332)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3439583333333334)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:04.649950,"(5.5, 8.0, 7.826666666666666)","(14.0, 22.0, 21.529411764705884)","(16.0, 27.0, 25.76923076923077)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3451351351351353)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:05.633885,"(5.5, 8.0, 7.863157894736842)","(14.0, 22.0, 21.733333333333334)","(16.0, 27.0, 26.238095238095237)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3444705882352943)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:06.576215,"(5.5, 8.2, 8.190243902439024)","(14.0, 22.0, 21.733333333333334)","(16.0, 27.0, 25.90909090909091)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3444705882352943)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:07.476743,"(5.5, 8.2, 8.197969543147208)","(14.0, 22.0, 21.625)","(16.0, 27.0, 25.333333333333332)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3401785714285714)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:08.437756,"(5.5, 8.6, 8.466666666666667)","(14.0, 22.0, 21.5)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3401785714285714)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:09.579743,"(5.5, 8.8, 8.476923076923077)","(14.0, 22.0, 21.77777777777778)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3443661971830987)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:10.637671,"(5.5, 8.8, 8.502564102564103)","(14.0, 27.0, 24.857142857142858)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3443661971830987)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:11.721479,"(5.5, 8.8, 8.502857142857144)","(14.0, 27.0, 24.0)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3443661971830987)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:12.827133,"(5.5, 8.8, 8.518918918918919)","(14.0, 27.0, 24.0)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.06756756756757)","(1.24, 1.35, 1.3443661971830987)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:13.919087,"(5.5, 8.8, 8.533333333333333)","(14.0, 27.0, 23.25)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.071428571428573)","(1.24, 1.35, 1.3452380952380953)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:15.007702,"(5.5, 8.8, 8.473684210526317)","(14.0, 26.0, 24.666666666666668)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.071428571428573)","(1.24, 1.35, 1.3452380952380953)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:16.175836,"(5.5, 8.8, 8.455555555555556)","(14.0, 26.0, 24.0)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.345744680851064)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:17.293699,"(5.5, 8.8, 8.514851485148515)","(14.0, 26.0, 24.666666666666668)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.345744680851064)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:18.385466,"(5.5, 8.8, 8.514851485148515)","(14.0, 26.0, 24.666666666666668)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.345744680851064)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:19.424635,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 24.666666666666668)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.3458333333333334)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:20.414922,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 24.666666666666668)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.3458333333333334)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:21.429359,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 24.933333333333334)","(16.0, 27.0, 25.5)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.3428813559322035)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:22.496719,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 24.2)","(16.0, 27.0, 24.476190476190474)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.3428813559322035)","(81.0, 220.0, 200.71428571428572)"
16-12-2022 12:51:23.569963,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 24.2)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.3428813559322035)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:25.252124,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 23.23076923076923)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.0609756097561)","(1.24, 1.35, 1.3428813559322035)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:26.480441,"(5.5, 8.8, 8.453012048192772)","(14.0, 26.0, 24.2)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.35, 1.3422222222222222)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:27.654295,"(5.5, 8.8, 8.617647058823529)","(14.0, 26.0, 24.2)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.35, 1.3422222222222222)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:28.884582,"(5.5, 8.8, 8.617647058823529)","(14.0, 26.0, 24.5)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.13157894736842)","(1.24, 1.35, 1.3424444444444446)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:29.918754,"(5.5, 8.8, 8.603174603174603)","(14.0, 25.0, 24.5)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.3451219512195123)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:31.146577,"(5.5, 8.8, 8.602739726027396)","(14.0, 25.0, 23.571428571428573)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.3464705882352943)","(81.0, 220.0, 160.0)"
16-12-2022 12:51:32.202436,"(5.5, 8.8, 8.405479452054795)","(14.0, 25.0, 23.571428571428573)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.3464705882352943)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:33.261837,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.571428571428573)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.3464705882352943)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:34.275752,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.8)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.3470731707317074)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:35.242254,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.8)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.108695652173914)","(1.24, 1.35, 1.347837837837838)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:36.264687,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.8)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.35, 1.348)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:37.206549,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.8)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.35, 1.347837837837838)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:38.116467,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.35, 1.3507042253521129)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:39.089216,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.178571428571427)","(1.24, 1.36, 1.3508695652173914)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:40.122467,"(5.5, 8.8, 8.40655737704918)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.25)","(1.24, 1.36, 1.3501176470588236)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:41.152561,"(5.5, 8.8, 8.466666666666667)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.25)","(1.24, 1.36, 1.3501176470588236)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:42.217472,"(5.5, 8.8, 8.466666666666667)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.25)","(1.24, 1.36, 1.3501176470588236)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:43.254946,"(5.5, 8.8, 8.466666666666667)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.25)","(1.24, 1.36, 1.3459722222222223)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:44.303060,"(5.5, 8.8, 8.466666666666667)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.36, 1.350925925925926)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:45.271085,"(5.5, 8.8, 8.457142857142857)","(14.0, 25.0, 23.25)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.36, 1.350925925925926)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:46.192270,"(5.5, 8.8, 8.457142857142857)","(14.0, 25.0, 23.0)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.36, 1.350925925925926)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:47.131007,"(5.5, 8.8, 8.457142857142857)","(14.0, 25.0, 23.0)","(16.0, 26.0, 24.476190476190474)","(11.0, 16.5, 16.147058823529413)","(1.24, 1.36, 1.3045081967213115)","(81.0, 220.0, 199.23076923076923)"
16-12-2022 12:51:48.008140,"(5.5, 9.2, 8.978947368421052)","(14.0, 25.0, 24.0625)","(16.0, 26.0, 24.545454545454547)","(11.0, 16.5, 16.166666666666668)","(1.24, 1.35, 1.3045081967213115)","(81.0, 220.0, 166.66666666666666)"
16-12-2022 12:51:48.926205,"(5.5, 9.0, 8.977777777777778)","(14.0, 25.0, 24.75)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.304347826086957)","(1.24, 1.35, 1.3234426229508198)","(81.0, 220.0, 166.66666666666666)"
16-12-2022 12:51:49.874049,"(5.5, 9.0, 8.977777777777778)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.304347826086957)","(1.24, 1.35, 1.3234426229508198)","(81.0, 220.0, 166.66666666666666)"
16-12-2022 12:51:50.860767,"(5.5, 9.0, 8.977777777777778)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.35)","(1.24, 1.35, 1.326)","(81.0, 220.0, 166.66666666666666)"
16-12-2022 12:51:51.800543,"(5.5, 9.0, 8.823076923076924)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.35)","(1.24, 1.35, 1.326)","(81.0, 220.0, 166.66666666666666)"
16-12-2022 12:51:52.779391,"(5.5, 9.0, 8.823076923076924)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.35)","(1.24, 1.35, 1.326)","(81.0, 220.0, 197.5)"
16-12-2022 12:51:53.680494,"(5.5, 9.0, 8.823076923076924)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.35)","(1.24, 1.35, 1.326)","(81.0, 220.0, 166.66666666666666)"
16-12-2022 12:51:54.581114,"(5.5, 9.0, 8.823076923076924)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 16.5, 16.227272727272727)","(1.24, 1.35, 1.326)","(81.0, 220.0, 197.5)"
16-12-2022 12:51:55.485666,"(5.5, 9.0, 8.823076923076924)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 17.285714285714285)","(1.24, 1.35, 1.3296428571428571)","(81.0, 220.0, 197.5)"
16-12-2022 12:51:56.403555,"(5.5, 9.0, 8.821052631578947)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.727272727272727)","(11.0, 17.5, 17.41176470588235)","(1.24, 1.34, 1.323943661971831)","(81.0, 220.0, 197.5)"
16-12-2022 12:51:57.272459,"(5.5, 9.0, 8.821052631578947)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 17.416666666666668)","(1.24, 1.34, 1.323943661971831)","(81.0, 220.0, 197.5)"
16-12-2022 12:51:58.259718,"(5.5, 9.0, 8.817910447761195)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 17.3125)","(1.24, 1.34, 1.325925925925926)","(81.0, 220.0, 197.5)"
16-12-2022 12:51:59.179206,"(5.5, 9.0, 8.683116883116883)","(14.0, 25.0, 24.81818181818182)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 17.3125)","(1.24, 1.34, 1.3345454545454547)","(81.0, 220.0, 197.5)"
16-12-2022 12:52:00.046508,"(5.5, 8.8, 8.76)","(14.0, 25.0, 24.866666666666667)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 17.3125)","(1.24, 1.34, 1.3365384615384617)","(81.0, 220.0, 197.5)"
16-12-2022 12:52:00.969173,"(5.5, 8.8, 8.765217391304349)","(14.0, 25.0, 24.866666666666667)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 17.3125)","(1.24, 1.34, 1.3365384615384617)","(81.0, 220.0, 197.5)"
16-12-2022 12:52:01.924392,"(5.5, 9.0, 8.695)","(14.0, 25.0, 24.904761904761905)","(16.0, 26.0, 24.923076923076923)","(11.0, 17.5, 16.75)","(1.24, 1.34, 1.3365384615384617)","(81.0, 220.0, 183.33333333333334)"
16-12-2022 12:52:02.802002,"(5.5, 8.8, 8.608988764044943)","(14.0, 25.0, 24.904761904761905)","(16.0, 25.0, 24.166666666666668)","(11.0, 17.5, 16.101941747572816)","(1.24, 1.34, 1.3352000000000002)","(81.0, 210.0, 182.5)"
16-12-2022 12:52:03.639651,"(6.0, 8.8, 8.605649717514124)","(15.0, 25.0, 24.88235294117647)","(17.0, 25.0, 24.11764705882353)","(11.0, 17.5, 16.106060606060606)","(1.24, 1.35, 1.3376335877862595)","(81.0, 200.0, 182.5)"
16-12-2022 12:52:04.530316,"(6.0, 8.8, 8.605649717514124)","(15.0, 25.0, 24.88888888888889)","(17.0, 24.0, 23.727272727272727)","(11.0, 17.5, 16.106060606060606)","(1.24, 1.35, 1.3355944055944056)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:05.454682,"(6.0, 8.8, 8.46439024390244)","(15.0, 25.0, 24.88888888888889)","(17.0, 24.0, 23.785714285714285)","(11.0, 17.5, 16.106060606060606)","(1.24, 1.35, 1.3368789808917199)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:06.320684,"(6.0, 8.8, 8.46439024390244)","(15.0, 25.0, 24.88888888888889)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.106060606060606)","(1.24, 1.35, 1.3368789808917199)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:07.277362,"(6.0, 8.8, 8.46923076923077)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.106060606060606)","(1.24, 1.35, 1.3368789808917199)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:08.215292,"(6.0, 8.8, 8.46923076923077)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.173076923076923)","(1.24, 1.35, 1.3368789808917199)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:09.184681,"(6.0, 8.8, 8.46923076923077)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.12)","(1.24, 1.35, 1.3368789808917199)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:10.087439,"(6.0, 8.8, 8.46439024390244)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.12)","(1.24, 1.35, 1.3368789808917199)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:11.029616,"(6.0, 8.8, 8.452525252525254)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.12)","(1.24, 1.35, 1.3376646706586828)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:11.917591,"(6.0, 8.8, 8.45024154589372)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.12)","(1.24, 1.35, 1.3328333333333333)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:12.808999,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.9375)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.12)","(1.24, 1.35, 1.3414166666666667)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:13.680414,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.58)","(1.24, 1.35, 1.3414166666666667)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:14.557336,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.58)","(1.24, 1.35, 1.343758389261745)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:15.421801,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.90909090909091)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.5, 16.58)","(1.24, 1.35, 1.343758389261745)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:16.294021,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.90909090909091)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3434507042253523)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:17.151296,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.90909090909091)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3454634146341464)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:18.065566,"(6.0, 8.8, 8.666666666666666)","(15.0, 25.0, 24.90909090909091)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3454634146341464)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:18.954863,"(6.0, 8.8, 8.725000000000001)","(15.0, 25.0, 24.8)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3442424242424242)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:19.830356,"(6.0, 8.8, 8.725000000000001)","(15.0, 25.0, 24.88888888888889)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3442424242424242)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:20.759267,"(6.0, 8.8, 8.569565217391304)","(15.0, 25.0, 24.88888888888889)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3501869158878506)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:21.687422,"(6.0, 8.8, 8.569565217391304)","(15.0, 25.0, 24.88888888888889)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3501869158878506)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:22.653959,"(6.0, 8.6, 8.414285714285715)","(15.0, 25.0, 24.928571428571427)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3508273381294964)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:23.551304,"(6.0, 8.6, 8.529411764705882)","(15.0, 26.0, 25.857142857142858)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3508273381294964)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:24.421204,"(6.0, 8.6, 8.529411764705882)","(15.0, 26.0, 25.666666666666668)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3505904059040592)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:25.301533,"(6.0, 8.6, 8.504347826086956)","(15.0, 26.0, 25.666666666666668)","(17.0, 25.0, 24.016393442622952)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3509252669039147)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:26.218376,"(6.0, 8.6, 8.378461538461538)","(15.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.309859154929576)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3507608695652176)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:27.127349,"(6.0, 8.6, 8.293617021276596)","(15.0, 26.0, 25.666666666666668)","(17.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3513851351351351)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:27.970146,"(6.0, 8.6, 8.293617021276596)","(15.0, 26.0, 25.666666666666668)","(17.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3513851351351351)","(81.0, 190.0, 175.0)"
16-12-2022 12:52:28.865309,"(6.0, 8.6, 8.225974025974025)","(15.0, 26.0, 25.666666666666668)","(17.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3511764705882354)","(81.0, 190.0, 173.33333333333334)"
16-12-2022 12:52:29.739974,"(6.0, 8.6, 8.25301204819277)","(15.0, 26.0, 25.666666666666668)","(17.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3454811715481172)","(81.0, 240.0, 162.5)"
16-12-2022 12:52:30.620948,"(6.0, 8.6, 8.256410256410255)","(15.0, 26.0, 25.666666666666668)","(17.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.3454811715481172)","(81.0, 230.0, 207.14285714285714)"
16-12-2022 12:52:31.515189,"(6.0, 8.6, 8.237837837837837)","(15.0, 26.0, 25.666666666666668)","(16.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.35, 1.34528384279476)","(81.0, 220.0, 195.45454545454544)"
16-12-2022 12:52:32.422421,"(6.0, 8.6, 8.237837837837837)","(15.0, 26.0, 25.666666666666668)","(16.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3502892561983473)","(81.0, 250.0, 212.5)"
16-12-2022 12:52:33.345695,"(6.0, 8.6, 8.205882352941176)","(15.0, 26.0, 25.666666666666668)","(16.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.3502892561983473)","(81.0, 240.0, 212.5)"
16-12-2022 12:52:34.242503,"(6.0, 8.6, 8.205882352941176)","(15.0, 26.0, 25.0)","(16.0, 26.0, 24.32)","(11.0, 17.0, 16.944444444444443)","(1.24, 1.36, 1.350343137254902)","(81.0, 240.0, 212.5)"
16-12-2022 12:52:35.137050,"(6.0, 8.4, 8.1875)","(15.0, 26.0, 25.727272727272727)","(16.0, 26.0, 24.17391304347826)","(11.0, 17.0, 16.846153846153847)","(1.24, 1.36, 1.352593984962406)","(81.0, 240.0, 212.5)"
16-12-2022 12:52:36.143417,"(6.0, 8.4, 8.166666666666666)","(15.0, 26.0, 25.666666666666668)","(16.0, 26.0, 24.17391304347826)","(11.0, 17.0, 16.846153846153847)","(1.24, 1.36, 1.352593984962406)","(81.0, 240.0, 212.5)"
16-12-2022 12:52:37.117351,"(6.0, 8.4, 8.1875)","(15.0, 26.0, 25.666666666666668)","(16.0, 26.0, 24.5)","(11.0, 17.0, 16.88888888888889)","(1.24, 1.36, 1.352593984962406)","(81.0, 240.0, 212.5)"
16-12-2022 12:52:38.028566,"(6.0, 8.4, 8.16551724137931)","(15.0, 26.0, 25.785714285714285)","(16.0, 26.0, 24.25)","(11.0, 17.0, 16.88888888888889)","(1.24, 1.36, 1.352593984962406)","(81.0, 240.0, 212.5)"
