,Magic Bertie,Yankee Banner,Lumin,My Gal Val,Rich Paris,Toffee Street,Alesha Lily,Atlanna,Lady Merchant,World Action
08-12-2022 12:58:08.408996,"(11.0, 14.5, 14.157894736842104)","(101.0, 350.0, 341.28205128205127)","(10.0, 12.5, 12.276315789473685)","(31.0, 48.0, 46.666666666666664)","(3.3, 4.2, 4.146774193548387)","(3.0, 3.3, 3.2769083969465647)","(21.0, 34.0, 32.5)","(71.0, 150.0, 137.5)","(31.0, 55.0, 52.15625)","(4.0, 4.6, 4.493877551020408)"
08-12-2022 12:58:09.886427,"(11.0, 14.5, 14.157894736842104)","(101.0, 350.0, 301.42857142857144)","(10.0, 12.5, 12.287671232876713)","(31.0, 48.0, 45.5)","(3.3, 4.2, 4.093548387096774)","(3.0, 3.3, 3.27797619047619)","(21.0, 34.0, 32.5)","(81.0, 150.0, 140.0)","(31.0, 55.0, 54.04545454545455)","(4.0, 4.6, 4.493877551020408)"
08-12-2022 12:58:11.295605,"(11.0, 14.5, 14.157894736842104)","(101.0, 340.0, 320.0)","(10.0, 12.5, 12.287671232876713)","(31.0, 46.0, 45.5)","(3.3, 4.2, 4.093548387096774)","(3.0, 3.3, 3.27797619047619)","(21.0, 34.0, 32.5)","(81.0, 150.0, 140.0)","(31.0, 55.0, 54.04545454545455)","(4.0, 4.6, 4.493877551020408)"
08-12-2022 12:58:12.648950,"(11.0, 14.5, 14.157894736842104)","(101.0, 340.0, 320.0)","(10.0, 12.5, 12.313253012048193)","(31.0, 46.0, 45.714285714285715)","(3.3, 4.2, 4.139449541284404)","(3.0, 3.3, 3.2891129032258064)","(21.0, 34.0, 33.0)","(81.0, 150.0, 142.30769230769232)","(31.0, 55.0, 50.333333333333336)","(4.0, 4.6, 4.478616352201258)"
08-12-2022 12:58:14.166947,"(11.0, 14.5, 14.3)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.313253012048193)","(31.0, 46.0, 45.714285714285715)","(3.3, 4.2, 4.156462585034014)","(3.0, 3.3, 3.2845195729537364)","(21.0, 34.0, 33.0)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 50.333333333333336)","(4.0, 4.5, 4.478616352201258)"
08-12-2022 12:58:15.874885,"(11.0, 14.5, 14.34375)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.313253012048193)","(31.0, 46.0, 45.714285714285715)","(3.3, 4.2, 4.147181008902077)","(3.0, 3.3, 3.2845195729537364)","(21.0, 34.0, 33.0)","(81.0, 140.0, 136.66666666666666)","(31.0, 55.0, 50.3448275862069)","(4.0, 4.5, 4.4771812080536915)"
08-12-2022 12:58:17.452244,"(11.0, 14.5, 14.34375)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.313253012048193)","(31.0, 46.0, 45.714285714285715)","(3.3, 4.2, 4.147181008902077)","(3.0, 3.3, 3.2845195729537364)","(21.0, 34.0, 33.0)","(81.0, 140.0, 136.66666666666666)","(31.0, 55.0, 50.8)","(4.0, 4.5, 4.466666666666667)"
08-12-2022 12:58:19.066551,"(11.0, 14.5, 14.34375)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.333333333333334)","(31.0, 46.0, 45.714285714285715)","(3.3, 4.3, 4.236754966887418)","(3.0, 3.25, 3.237037037037037)","(21.0, 34.0, 33.0)","(81.0, 140.0, 136.66666666666666)","(31.0, 55.0, 50.8)","(4.0, 4.5, 4.472784810126583)"
08-12-2022 12:58:20.567842,"(11.0, 14.5, 14.34375)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.333333333333334)","(31.0, 48.0, 46.0)","(3.3, 4.3, 4.235905044510385)","(3.0, 3.25, 3.2262237762237764)","(21.0, 34.0, 33.0)","(81.0, 140.0, 136.66666666666666)","(31.0, 55.0, 50.8)","(3.9, 4.5, 4.468452380952381)"
08-12-2022 12:58:22.109061,"(11.0, 14.5, 14.423076923076923)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.342105263157894)","(31.0, 50.0, 48.25)","(3.3, 4.3, 4.2472)","(3.0, 3.25, 3.227027027027027)","(21.0, 34.0, 33.142857142857146)","(81.0, 140.0, 136.66666666666666)","(31.0, 55.0, 50.97872340425532)","(3.9, 4.5, 4.476666666666667)"
08-12-2022 12:58:23.652062,"(11.0, 14.5, 14.423076923076923)","(101.0, 340.0, 308.0)","(10.0, 12.5, 12.342105263157894)","(31.0, 50.0, 48.23529411764706)","(3.3, 4.3, 4.349763033175355)","(3.0, 3.25, 3.2145161290322584)","(21.0, 34.0, 33.565217391304344)","(81.0, 140.0, 136.25)","(31.0, 55.0, 53.0)","(3.9, 4.5, 4.476666666666667)"
08-12-2022 12:58:25.065073,"(11.0, 14.5, 14.395833333333334)","(101.0, 340.0, 320.0)","(10.0, 12.5, 12.342105263157894)","(31.0, 50.0, 49.2)","(3.3, 4.4, 4.3881578947368425)","(3.0, 3.25, 3.1820512820512823)","(21.0, 34.0, 34.08510638297872)","(81.0, 140.0, 136.25)","(31.0, 55.0, 52.516129032258064)","(3.9, 4.5, 4.47027027027027)"
08-12-2022 12:58:26.407099,"(11.0, 14.5, 14.395833333333334)","(101.0, 340.0, 328.0)","(10.0, 12.5, 12.337837837837839)","(31.0, 50.0, 49.2)","(3.3, 4.4, 4.380909090909091)","(3.0, 3.2, 3.1887417218543046)","(21.0, 36.0, 34.42857142857143)","(81.0, 140.0, 136.25)","(31.0, 55.0, 50.916666666666664)","(3.9, 4.5, 4.461290322580646)"
08-12-2022 12:58:27.803769,"(11.0, 14.5, 14.395833333333334)","(101.0, 340.0, 328.0)","(10.0, 12.5, 12.337837837837839)","(31.0, 50.0, 49.714285714285715)","(3.3, 4.4, 4.380909090909091)","(3.0, 3.25, 3.1858870967741937)","(21.0, 36.0, 34.42857142857143)","(81.0, 140.0, 136.25)","(31.0, 55.0, 50.916666666666664)","(3.9, 4.5, 4.468627450980392)"
08-12-2022 12:58:29.125375,"(11.0, 14.5, 14.395833333333334)","(101.0, 340.0, 320.0)","(10.0, 12.5, 12.337837837837839)","(31.0, 50.0, 49.714285714285715)","(3.3, 4.4, 4.380909090909091)","(3.0, 3.2, 3.1858870967741937)","(21.0, 36.0, 34.42857142857143)","(81.0, 140.0, 136.25)","(31.0, 55.0, 50.857142857142854)","(3.9, 4.5, 4.468627450980392)"
08-12-2022 12:58:30.541263,"(11.0, 14.5, 14.339285714285714)","(101.0, 340.0, 330.0)","(10.0, 13.0, 12.367647058823529)","(31.0, 50.0, 49.714285714285715)","(3.3, 4.4, 4.398888888888889)","(3.0, 3.2, 3.1563432835820895)","(21.0, 36.0, 34.24)","(81.0, 140.0, 136.25)","(31.0, 55.0, 50.857142857142854)","(3.9, 4.5, 4.3773437500000005)"
08-12-2022 12:58:31.892855,"(11.0, 14.5, 14.339285714285714)","(101.0, 340.0, 324.0)","(10.0, 12.5, 12.274436090225564)","(31.0, 50.0, 49.714285714285715)","(3.5, 4.4, 4.401604278074866)","(2.9, 3.2, 3.1596551724137933)","(21.0, 36.0, 34.24)","(81.0, 140.0, 132.5)","(31.0, 55.0, 50.857142857142854)","(4.0, 4.4, 4.365591397849463)"
08-12-2022 12:58:33.356630,"(11.0, 14.5, 14.386363636363637)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.180851063829786)","(31.0, 50.0, 49.714285714285715)","(3.5, 4.5, 4.4772727272727275)","(2.9, 3.2, 3.1596551724137933)","(21.0, 36.0, 34.24)","(81.0, 140.0, 122.5)","(31.0, 55.0, 50.857142857142854)","(4.0, 4.4, 4.372641509433962)"
08-12-2022 12:58:34.866524,"(11.0, 14.5, 14.386363636363637)","(101.0, 340.0, 324.0)","(10.0, 12.5, 12.180851063829786)","(31.0, 50.0, 49.714285714285715)","(3.5, 4.5, 4.456132075471698)","(2.9, 3.2, 3.151438848920863)","(21.0, 36.0, 34.24)","(81.0, 140.0, 122.5)","(31.0, 55.0, 50.916666666666664)","(4.0, 4.4, 4.378571428571429)"
08-12-2022 12:58:36.373476,"(11.0, 14.5, 14.326923076923077)","(101.0, 340.0, 324.0)","(10.0, 12.5, 12.180851063829786)","(31.0, 50.0, 49.714285714285715)","(3.5, 4.5, 4.456132075471698)","(2.9, 3.2, 3.1507042253521127)","(21.0, 36.0, 34.24)","(81.0, 140.0, 122.5)","(31.0, 55.0, 53.0)","(4.0, 4.4, 4.378571428571429)"
08-12-2022 12:58:37.732819,"(11.0, 14.5, 14.326923076923077)","(101.0, 340.0, 324.0)","(10.0, 12.5, 12.180851063829786)","(31.0, 50.0, 49.714285714285715)","(3.5, 4.5, 4.60625)","(2.9, 3.2, 3.063235294117647)","(21.0, 36.0, 39.666666666666664)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 52.878787878787875)","(4.0, 4.4, 4.28494623655914)"
08-12-2022 12:58:39.072281,"(11.0, 15.0, 14.59016393442623)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.191729323308271)","(31.0, 55.0, 50.5)","(3.5, 4.7, 4.6761904761904765)","(2.9, 3.1, 3.061578947368421)","(21.0, 42.0, 39.48148148148148)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 51.15686274509804)","(4.0, 4.3, 4.267142857142857)"
08-12-2022 12:58:40.420647,"(11.0, 15.0, 14.579365079365079)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.191729323308271)","(31.0, 55.0, 51.53846153846154)","(3.5, 4.7, 4.68608695652174)","(2.9, 3.1, 3.055521472392638)","(21.0, 42.0, 39.48148148148148)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 51.15686274509804)","(4.0, 4.3, 4.269629629629629)"
08-12-2022 12:58:41.769629,"(11.0, 15.0, 14.576)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.191729323308271)","(31.0, 55.0, 51.53846153846154)","(3.5, 4.7, 4.685321100917431)","(2.9, 3.1, 3.0554878048780485)","(21.0, 42.0, 38.90909090909091)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 51.31578947368421)","(4.0, 4.3, 4.264827586206897)"
08-12-2022 12:58:43.243168,"(11.0, 15.0, 14.576)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.191729323308271)","(31.0, 55.0, 52.35294117647059)","(3.5, 4.7, 4.665151515151515)","(2.9, 3.1, 3.063681592039801)","(21.0, 42.0, 38.90909090909091)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 51.31578947368421)","(4.0, 4.3, 4.260645161290323)"
08-12-2022 12:58:44.679120,"(12.0, 15.0, 14.779166666666667)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.191729323308271)","(31.0, 55.0, 51.53846153846154)","(3.5, 4.7, 4.724590163934426)","(2.9, 3.1, 3.0448275862068965)","(21.0, 42.0, 39.0)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 51.31578947368421)","(3.9, 4.3, 4.254744525547445)"
08-12-2022 12:58:46.161476,"(12.0, 15.0, 14.806603773584905)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.054347826086957)","(31.0, 55.0, 51.53846153846154)","(3.5, 4.8, 4.725641025641026)","(2.9, 3.05, 3.0460416666666665)","(21.0, 40.0, 38.90909090909091)","(81.0, 140.0, 122.85714285714286)","(31.0, 55.0, 51.31578947368421)","(3.9, 4.3, 4.1927536231884055)"
08-12-2022 12:58:47.623485,"(11.0, 15.0, 14.87037037037037)","(101.0, 340.0, 325.0)","(10.0, 12.5, 12.054347826086957)","(31.0, 55.0, 51.53846153846154)","(3.5, 4.8, 4.763725490196078)","(2.9, 3.05, 3.0821100917431195)","(21.0, 40.0, 40.4)","(81.0, 140.0, 125.33333333333333)","(31.0, 55.0, 51.31578947368421)","(3.9, 4.2, 4.175862068965517)"
08-12-2022 12:58:49.022124,"(11.0, 15.0, 14.898809523809524)","(101.0, 340.0, 325.0)","(10.0, 12.0, 11.915178571428571)","(31.0, 55.0, 52.35294117647059)","(3.5, 4.8, 4.7682692307692305)","(2.9, 3.1, 3.0859205776173284)","(21.0, 42.0, 40.08695652173913)","(81.0, 130.0, 123.0)","(31.0, 55.0, 48.68852459016394)","(3.9, 4.2, 4.1671875)"
08-12-2022 12:58:50.451202,"(11.0, 15.0, 14.898809523809524)","(101.0, 340.0, 325.0)","(10.0, 12.0, 11.926923076923076)","(31.0, 55.0, 52.35294117647059)","(3.5, 4.8, 4.796296296296296)","(2.9, 3.1, 3.087125748502994)","(21.0, 42.0, 40.08695652173913)","(81.0, 130.0, 124.61538461538461)","(31.0, 50.0, 47.81818181818182)","(3.9, 4.2, 4.11123595505618)"
08-12-2022 12:58:51.818487,"(11.0, 15.0, 14.898809523809524)","(101.0, 340.0, 325.0)","(10.0, 12.0, 12.258536585365853)","(31.0, 55.0, 52.63157894736842)","(3.5, 4.8, 4.776760563380281)","(2.9, 3.1, 3.1178846153846154)","(21.0, 42.0, 40.72727272727273)","(81.0, 130.0, 125.0)","(31.0, 48.0, 47.82608695652174)","(3.9, 4.2, 4.11081081081081)"
08-12-2022 12:58:53.150906,"(11.0, 15.0, 14.906593406593407)","(101.0, 350.0, 321.57894736842104)","(10.0, 12.5, 12.258536585365853)","(31.0, 55.0, 52.63157894736842)","(3.5, 4.8, 4.776760563380281)","(2.9, 3.15, 3.1178846153846154)","(21.0, 42.0, 40.72727272727273)","(81.0, 130.0, 125.0)","(31.0, 48.0, 46.97674418604651)","(3.9, 4.2, 4.094067796610169)"
08-12-2022 12:58:54.473747,"(11.0, 15.0, 14.852380952380953)","(101.0, 350.0, 320.0)","(10.0, 12.5, 12.419354838709678)","(31.0, 55.0, 52.63157894736842)","(3.5, 4.8, 4.778846153846153)","(2.9, 3.15, 3.1220379146919433)","(21.0, 42.0, 40.72727272727273)","(81.0, 130.0, 125.0)","(31.0, 48.0, 46.97674418604651)","(3.9, 4.1, 4.094067796610169)"
08-12-2022 12:58:55.817911,"(11.0, 15.5, 14.823943661971832)","(101.0, 350.0, 320.0)","(10.0, 12.5, 12.438202247191011)","(31.0, 55.0, 52.63157894736842)","(3.5, 4.9, 4.8485000000000005)","(2.9, 3.15, 3.121359223300971)","(21.0, 42.0, 40.30769230769231)","(81.0, 130.0, 125.0)","(31.0, 48.0, 46.65)","(3.9, 4.1, 4.09054054054054)"
08-12-2022 12:58:57.147675,"(11.0, 15.5, 14.822429906542055)","(101.0, 350.0, 320.0)","(10.0, 12.5, 12.438202247191011)","(31.0, 55.0, 52.63157894736842)","(3.5, 4.8, 4.784313725490196)","(2.9, 3.15, 3.117741935483871)","(21.0, 42.0, 40.30769230769231)","(81.0, 130.0, 125.0)","(31.0, 48.0, 46.65)","(3.9, 4.1, 4.068458781362007)"
08-12-2022 12:58:58.473057,"(11.0, 15.5, 14.822429906542055)","(101.0, 350.0, 320.0)","(10.0, 12.5, 12.438202247191011)","(31.0, 55.0, 51.53846153846154)","(3.5, 4.7, 4.677862595419848)","(2.9, 3.2, 3.159126984126984)","(21.0, 42.0, 40.4)","(81.0, 130.0, 125.0)","(31.0, 48.0, 46.65)","(3.9, 4.1, 4.1358490566037736)"
08-12-2022 12:58:59.841478,"(11.0, 15.5, 14.822429906542055)","(101.0, 350.0, 320.0)","(10.0, 13.0, 12.56989247311828)","(31.0, 55.0, 50.714285714285715)","(3.5, 4.6, 4.577477477477477)","(2.9, 3.2, 3.22)","(21.0, 42.0, 40.095238095238095)","(81.0, 130.0, 125.0)","(31.0, 48.0, 47.07142857142857)","(3.9, 4.2, 4.094642857142857)"
08-12-2022 12:59:01.332321,"(11.0, 15.5, 14.855)","(101.0, 350.0, 320.0)","(10.0, 13.0, 12.58125)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.5, 4.48448275862069)","(2.9, 3.25, 3.223131672597865)","(21.0, 42.0, 40.46153846153846)","(81.0, 130.0, 138.33333333333334)","(31.0, 48.0, 47.07142857142857)","(3.9, 4.1, 4.074999999999999)"
08-12-2022 12:59:02.783549,"(11.0, 15.5, 14.855)","(101.0, 350.0, 321.57894736842104)","(10.0, 13.0, 12.584415584415584)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.5, 4.4)","(2.9, 3.25, 3.2350299401197606)","(21.0, 42.0, 40.58064516129032)","(81.0, 180.0, 154.21052631578948)","(31.0, 48.0, 47.03703703703704)","(3.8, 4.1, 4.123880597014925)"
08-12-2022 12:59:04.224151,"(11.0, 15.5, 14.857843137254902)","(101.0, 350.0, 320.4347826086956)","(10.0, 13.0, 12.5)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.4, 4.392827004219409)","(2.9, 3.25, 3.248657718120805)","(21.0, 42.0, 40.48275862068966)","(81.0, 170.0, 133.63636363636363)","(31.0, 48.0, 47.93103448275862)","(3.8, 4.2, 4.184848484848485)"
08-12-2022 12:59:06.007338,"(11.0, 15.5, 14.857843137254902)","(101.0, 350.0, 321.875)","(10.0, 12.5, 12.410112359550562)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.4, 4.354054054054054)","(2.9, 3.25, 3.2651785714285713)","(21.0, 42.0, 40.48275862068966)","(81.0, 150.0, 132.0)","(31.0, 48.0, 47.93103448275862)","(3.8, 4.2, 4.152083333333334)"
08-12-2022 12:59:07.646409,"(11.0, 15.5, 14.909090909090908)","(101.0, 350.0, 321.42857142857144)","(10.0, 12.5, 12.596330275229358)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.4, 4.351063829787234)","(2.9, 3.3, 3.2751552795031054)","(21.0, 42.0, 40.95238095238095)","(81.0, 150.0, 132.0)","(31.0, 48.0, 47.93103448275862)","(3.8, 4.2, 4.137272727272727)"
08-12-2022 12:59:09.254914,"(11.0, 15.0, 14.833333333333334)","(101.0, 350.0, 321.42857142857144)","(10.0, 13.0, 12.587719298245615)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.4, 4.328571428571428)","(2.9, 3.3, 3.2803030303030303)","(21.0, 42.0, 40.95238095238095)","(81.0, 150.0, 132.0)","(31.0, 48.0, 47.93103448275862)","(3.8, 4.2, 4.135042735042735)"
08-12-2022 12:59:10.768175,"(11.0, 15.0, 14.833333333333334)","(101.0, 350.0, 321.42857142857144)","(10.0, 13.0, 12.603092783505154)","(31.0, 55.0, 50.666666666666664)","(3.5, 4.4, 4.3469026548672565)","(2.9, 3.3, 3.3183291770573566)","(21.0, 42.0, 40.95238095238095)","(81.0, 150.0, 132.0)","(31.0, 48.0, 47.93103448275862)","(3.8, 4.2, 4.138317757009346)"
08-12-2022 12:59:12.189620,"(11.0, 14.5, 14.329268292682928)","(101.0, 350.0, 321.42857142857144)","(10.0, 13.0, 12.603092783505154)","(31.0, 55.0, 50.925925925925924)","(3.5, 4.4, 4.341637010676157)","(2.9, 3.35, 3.293081761006289)","(21.0, 42.0, 40.95238095238095)","(81.0, 150.0, 131.66666666666666)","(31.0, 48.0, 47.93103448275862)","(3.8, 4.2, 4.141414141414141)"
08-12-2022 12:59:13.585708,"(11.0, 15.0, 14.803921568627452)","(101.0, 350.0, 321.42857142857144)","(10.0, 13.0, 12.590909090909092)","(31.0, 55.0, 50.0)","(3.5, 4.4, 4.432242424242425)","(2.9, 3.3, 3.2496268656716416)","(21.0, 42.0, 40.416666666666664)","(81.0, 140.0, 114.03846153846153)","(31.0, 48.0, 45.92)","(3.8, 4.2, 4.035330578512396)"
08-12-2022 12:59:15.020700,"(11.0, 14.5, 14.205298013245033)","(101.0, 310.0, 305.55555555555554)","(10.0, 12.5, 12.281305114638448)","(31.0, 50.0, 48.44155844155844)","(3.5, 4.5, 4.432242424242425)","(2.9, 3.25, 3.239558232931727)","(21.0, 42.0, 44.57142857142857)","(81.0, 120.0, 114.36363636363636)","(31.0, 46.0, 48.0722891566265)","(3.8, 4.1, 4.043856502242153)"
08-12-2022 12:59:16.516446,"(11.0, 14.5, 14.236764705882353)","(101.0, 310.0, 307.0)","(10.0, 12.5, 12.293650793650794)","(31.0, 50.0, 48.7)","(3.5, 4.5, 4.361866125760649)","(2.9, 3.25, 3.2693763919821826)","(21.0, 46.0, 44.5)","(81.0, 120.0, 114.82758620689656)","(31.0, 50.0, 48.075949367088604)","(3.8, 4.1, 4.0645070422535206)"
08-12-2022 12:59:18.004969,"(11.0, 14.5, 14.262214983713354)","(101.0, 310.0, 307.77777777777777)","(10.0, 12.5, 12.324022346368714)","(31.0, 50.0, 48.7)","(3.7, 4.4, 4.514594594594595)","(2.9, 3.3, 3.240441176470588)","(21.0, 46.0, 45.5)","(81.0, 120.0, 114.33962264150944)","(31.0, 50.0, 48.421052631578945)","(3.8, 4.1, 4.068947368421052)"
08-12-2022 12:59:19.527808,"(11.0, 14.5, 14.281767955801104)","(101.0, 310.0, 308.75)","(10.0, 12.5, 12.37274368231047)","(31.0, 50.0, 47.76470588235294)","(3.7, 4.6, 4.53828125)","(2.9, 3.25, 3.223093220338983)","(21.0, 46.0, 45.7)","(81.0, 120.0, 114.64285714285714)","(31.0, 50.0, 48.46153846153846)","(3.8, 4.1, 4.08125)"
08-12-2022 12:59:20.972276,"(11.0, 14.5, 14.303430079155673)","(101.0, 310.0, 309.0)","(10.0, 12.5, 12.381313131313131)","(31.0, 48.0, 47.76470588235294)","(3.7, 4.6, 4.544528301886793)","(2.9, 3.25, 3.2167808219178085)","(21.0, 46.0, 45.7)","(81.0, 120.0, 111.28205128205128)","(31.0, 50.0, 48.504347826086956)","(3.8, 4.1, 4.08125)"
08-12-2022 12:59:22.519262,"(11.0, 14.5, 14.30186170212766)","(101.0, 310.0, 309.0)","(10.0, 12.5, 12.356692913385826)","(31.0, 48.0, 47.5)","(3.7, 4.6, 4.544486692015209)","(2.9, 3.25, 3.2168384879725087)","(21.0, 46.0, 45.7)","(81.0, 120.0, 111.28205128205128)","(31.0, 50.0, 48.43636363636364)","(3.8, 4.1, 4.094202898550725)"
08-12-2022 12:59:23.957425,"(12.0, 14.5, 14.311813186813186)","(101.0, 310.0, 309.0)","(11.0, 12.5, 12.393229166666666)","(31.0, 48.0, 47.714285714285715)","(3.7, 4.6, 4.5533123028391165)","(2.9, 3.25, 3.161764705882353)","(31.0, 46.0, 45.8)","(81.0, 120.0, 105.21739130434783)","(31.0, 50.0, 48.43636363636364)","(3.7, 4.1, 4.156930693069307)"
08-12-2022 12:59:25.500372,"(12.0, 14.5, 14.311813186813186)","(101.0, 310.0, 309.0)","(11.0, 13.0, 12.697986577181208)","(31.0, 48.0, 47.714285714285715)","(3.7, 4.6, 4.5480113636363635)","(2.9, 3.2, 3.1584388185654007)","(31.0, 46.0, 45.8)","(81.0, 120.0, 105.21739130434783)","(31.0, 50.0, 48.43636363636364)","(3.7, 4.2, 4.15521472392638)"
08-12-2022 12:59:26.967476,"(12.0, 14.5, 14.48471615720524)","(101.0, 310.0, 309.0)","(11.0, 13.0, 12.697986577181208)","(31.0, 48.0, 47.42857142857143)","(3.7, 4.6, 4.5478873239436615)","(2.9, 3.2, 3.1386968085106384)","(31.0, 46.0, 45.8)","(81.0, 120.0, 103.0)","(31.0, 50.0, 48.43636363636364)","(3.7, 4.2, 4.194964028776979)"
08-12-2022 12:59:28.469306,"(12.0, 15.0, 14.782608695652174)","(101.0, 310.0, 309.0)","(11.0, 13.0, 12.696666666666667)","(31.0, 48.0, 47.42857142857143)","(3.7, 4.6, 4.5478873239436615)","(2.9, 3.15, 3.1309574468085106)","(31.0, 46.0, 45.8)","(81.0, 110.0, 97.5)","(31.0, 50.0, 48.04545454545455)","(3.7, 4.2, 4.195104895104895)"
