,Poorans Ganguly,Harley John,Hurunui Ice,Sweet Junior,Homebush Lovely,Cosmic Teddy,Princely Asset,Roanne
06-01-2023 09:12:42.231130,"(10.0, 30.0, 21.0)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:43.277835,"(10.0, 24.0, 14.0)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:44.312329,"(10.0, 24.0, 14.0)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:45.317396,"(10.0, 24.0, 14.0)","(12.0, 30.0, 21.157894736842106)","(5.5, 9.0, 8.0)","(18.0, 34.0, 20.8)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 10.175)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:46.359068,"(10.0, 24.0, 14.714285714285715)","(12.0, 30.0, 21.157894736842106)","(5.5, 9.0, 8.0)","(18.0, 34.0, 20.8)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.1)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:47.377580,"(10.0, 24.0, 13.583333333333334)","(12.0, 30.0, 21.157894736842106)","(5.5, 9.0, 8.0)","(18.0, 34.0, 20.8)","(31.0, 430.0, 311.84615384615387)","(7.5, 13.5, 12.1)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:48.425521,"(10.0, 24.0, 15.071428571428571)","(12.0, 30.0, 21.157894736842106)","(5.5, 9.0, 8.0)","(18.0, 34.0, 20.8)","(31.0, 430.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:49.447087,"(10.0, 24.0, 14.625)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:50.514719,"(10.0, 24.0, 14.625)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:51.548386,"(10.0, 24.0, 14.625)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:52.560100,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:53.609223,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 26.17142857142857)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:54.587393,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 26.17142857142857)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:55.554671,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 26.17142857142857)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:56.516294,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 26.17142857142857)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:57.484483,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 26.17142857142857)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 296.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.74125)"
06-01-2023 09:12:58.430199,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 26.17142857142857)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 346.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.74125)"
06-01-2023 09:12:59.461984,"(10.0, 24.0, 19.07142857142857)","(12.0, 29.0, 25.2)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 346.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7289473684210526)"
06-01-2023 09:13:00.424012,"(10.0, 24.0, 19.07142857142857)","(12.0, 28.0, 20.285714285714285)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 346.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.75, 1.7392857142857143)"
06-01-2023 09:13:01.445804,"(10.0, 24.0, 19.07142857142857)","(12.0, 28.0, 20.285714285714285)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 22.576923076923077)","(31.0, 420.0, 346.0)","(7.5, 13.5, 9.84)","(11.0, 28.0, 20.25)","(1.55, 1.75, 1.7392857142857143)"
06-01-2023 09:13:02.470558,"(10.0, 24.0, 19.07142857142857)","(12.0, 28.0, 20.285714285714285)","(5.5, 9.0, 7.333333333333333)","(18.0, 34.0, 20.5)","(31.0, 420.0, 214.44444444444446)","(7.5, 13.5, 12.046153846153846)","(11.0, 28.0, 20.25)","(1.55, 1.75, 1.7392857142857143)"
06-01-2023 09:13:03.462981,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 18.470588235294116)","(5.5, 9.0, 8.0)","(18.0, 34.0, 22.214285714285715)","(31.0, 420.0, 240.0)","(7.5, 13.5, 10.175)","(11.0, 28.0, 24.0)","(1.55, 1.75, 1.7392857142857143)"
06-01-2023 09:13:04.536624,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.022222222222222)","(18.0, 34.0, 21.857142857142858)","(31.0, 430.0, 240.0)","(7.5, 14.0, 10.175)","(11.0, 28.0, 23.875)","(1.55, 1.75, 1.7392857142857143)"
06-01-2023 09:13:05.577316,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.0)","(18.0, 34.0, 21.857142857142858)","(31.0, 430.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 28.0, 23.875)","(1.55, 1.75, 1.795)"
06-01-2023 09:13:06.603671,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.0)","(18.0, 34.0, 21.857142857142858)","(31.0, 430.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 28.0, 23.875)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:07.638725,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.0)","(18.0, 34.0, 21.857142857142858)","(31.0, 430.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 28.0, 23.875)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:08.661620,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.0)","(18.0, 34.0, 21.857142857142858)","(31.0, 430.0, 302.0)","(7.5, 14.0, 9.430769230769231)","(11.0, 28.0, 23.875)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:09.702866,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.0)","(18.0, 34.0, 21.857142857142858)","(31.0, 430.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 28.0, 23.875)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:10.733730,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.4)","(5.5, 9.0, 8.0)","(18.0, 34.0, 26.272727272727273)","(31.0, 430.0, 345.2)","(7.5, 14.0, 10.175)","(11.0, 28.0, 22.375)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:11.762715,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 23.0)","(5.5, 9.0, 8.0)","(18.0, 34.0, 27.928571428571427)","(31.0, 420.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 26.0, 24.625)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:12.770660,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.5)","(5.5, 9.0, 8.0)","(18.0, 34.0, 27.928571428571427)","(31.0, 430.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 29.0, 24.625)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:13.790721,"(10.0, 23.0, 20.136363636363637)","(12.0, 28.0, 24.5)","(5.5, 9.0, 8.0)","(18.0, 34.0, 27.928571428571427)","(31.0, 430.0, 302.0)","(7.5, 14.0, 10.175)","(11.0, 29.0, 24.625)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:14.787064,"(10.0, 23.0, 16.7)","(12.0, 28.0, 24.5)","(5.5, 9.0, 8.0)","(18.0, 34.0, 27.928571428571427)","(31.0, 430.0, 302.0)","(7.5, 14.0, 9.430769230769231)","(11.0, 29.0, 24.625)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:15.798482,"(10.0, 22.0, 17.25)","(12.0, 28.0, 24.5)","(5.5, 9.0, 8.0)","(18.0, 34.0, 27.928571428571427)","(31.0, 430.0, 302.0)","(7.5, 14.0, 9.430769230769231)","(11.0, 29.0, 24.625)","(1.55, 1.9, 1.76)"
06-01-2023 09:13:16.807891,"(10.0, 22.0, 17.25)","(12.0, 28.0, 24.5)","(5.5, 9.0, 8.0)","(18.0, 34.0, 27.928571428571427)","(31.0, 430.0, 302.0)","(7.5, 14.0, 9.430769230769231)","(11.0, 29.0, 24.625)","(1.55, 1.9, 1.6942857142857142)"
06-01-2023 09:13:17.795621,"(10.0, 22.0, 17.25)","(12.0, 28.0, 24.5)","(5.5, 9.0, 8.0)","(18.0, 34.0, 24.65)","(31.0, 430.0, 110.0)","(7.5, 14.0, 8.763636363636364)","(11.0, 29.0, 20.5)","(1.55, 1.78, 1.7017391304347826)"
06-01-2023 09:13:18.769569,"(10.0, 22.0, 13.9)","(12.0, 28.0, 15.25)","(5.5, 9.0, 7.666666666666667)","(18.0, 34.0, 20.03846153846154)","(31.0, 420.0, 110.0)","(7.5, 14.0, 8.763636363636364)","(11.0, 29.0, 20.5)","(1.55, 1.78, 1.70125)"
06-01-2023 09:13:19.778709,"(10.0, 22.0, 13.9)","(12.0, 28.0, 15.25)","(5.5, 9.0, 8.0)","(18.0, 34.0, 22.214285714285715)","(31.0, 420.0, 110.0)","(7.5, 14.0, 10.16)","(11.0, 29.0, 23.333333333333336)","(1.55, 1.78, 1.70125)"
06-01-2023 09:13:20.765911,"(10.0, 22.0, 13.9)","(12.0, 28.0, 15.25)","(5.5, 9.0, 8.0)","(18.0, 34.0, 22.214285714285715)","(31.0, 420.0, 110.0)","(7.5, 14.0, 10.16)","(11.0, 29.0, 23.333333333333336)","(1.55, 1.78, 1.6975)"
06-01-2023 09:13:21.757160,"(10.0, 22.0, 13.9)","(12.0, 28.0, 15.25)","(5.5, 9.0, 8.0)","(18.0, 34.0, 22.214285714285715)","(31.0, 420.0, 110.0)","(7.5, 14.0, 10.16)","(11.0, 29.0, 23.333333333333336)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:22.734572,"(10.0, 21.0, 13.8)","(12.0, 28.0, 15.25)","(5.5, 9.0, 8.0)","(18.0, 34.0, 22.214285714285715)","(31.0, 420.0, 110.0)","(7.5, 14.0, 10.16)","(11.0, 29.0, 23.333333333333336)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:23.735117,"(10.0, 21.0, 17.4)","(12.0, 28.0, 20.92857142857143)","(5.5, 9.0, 8.0)","(18.0, 34.0, 20.03846153846154)","(31.0, 420.0, 214.44444444444446)","(7.5, 14.0, 10.16)","(11.0, 29.0, 25.909090909090907)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:24.702544,"(10.0, 21.0, 17.4)","(12.0, 27.0, 15.928571428571429)","(5.5, 9.0, 8.0)","(18.0, 34.0, 20.03846153846154)","(31.0, 420.0, 214.44444444444446)","(7.5, 14.0, 10.16)","(11.0, 29.0, 25.909090909090907)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:25.706714,"(10.0, 21.0, 17.4)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.466666666666667)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 10.16)","(11.0, 29.0, 25.909090909090907)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:26.675330,"(10.0, 21.0, 17.4)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.466666666666667)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 12.615384615384617)","(11.0, 29.0, 25.909090909090907)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:27.714190,"(10.0, 21.0, 17.4)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.466666666666667)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 11.1)","(11.0, 29.0, 24.423076923076923)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:28.701563,"(10.0, 21.0, 17.4)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.466666666666667)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 11.1)","(11.0, 28.0, 23.0)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:29.750007,"(10.0, 21.0, 17.4)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.466666666666667)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 11.1)","(11.0, 28.0, 23.0)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:30.758676,"(10.0, 20.0, 17.5625)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.2)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 11.1)","(11.0, 28.0, 20.5)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:31.758416,"(10.0, 20.0, 17.5625)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.2)","(18.0, 30.0, 20.625)","(31.0, 420.0, 298.3333333333333)","(7.5, 14.0, 11.1)","(11.0, 28.0, 20.5)","(1.55, 1.78, 1.7038461538461538)"
06-01-2023 09:13:32.759611,"(10.0, 20.0, 17.5625)","(12.0, 26.0, 21.166666666666664)","(5.5, 9.0, 8.2)","(18.0, 30.0, 20.625)","(31.0, 420.0, 305.0)","(7.5, 14.0, 9.649999999999999)","(11.0, 28.0, 16.75)","(1.55, 1.78, 1.718888888888889)"
06-01-2023 09:13:33.758783,"(10.0, 20.0, 17.214285714285715)","(12.0, 26.0, 22.8)","(5.5, 9.0, 8.280000000000001)","(18.0, 30.0, 20.25)","(31.0, 430.0, 257.8571428571429)","(7.5, 14.0, 10.133333333333333)","(11.0, 28.0, 21.0)","(1.55, 1.78, 1.71)"
06-01-2023 09:13:34.764611,"(10.0, 19.5, 15.833333333333334)","(12.0, 25.0, 20.909090909090907)","(5.5, 8.8, 7.927272727272728)","(18.0, 30.0, 20.25)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 11.1)","(11.0, 25.0, 19.25)","(1.55, 1.74, 1.71)"
06-01-2023 09:13:35.808458,"(10.0, 19.5, 18.653846153846153)","(12.0, 25.0, 20.909090909090907)","(5.5, 8.8, 7.927272727272728)","(18.0, 29.0, 25.0)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 11.1)","(11.0, 25.0, 19.25)","(1.55, 1.74, 1.7266666666666666)"
06-01-2023 09:13:36.820815,"(10.0, 19.5, 18.653846153846153)","(12.0, 25.0, 20.909090909090907)","(5.5, 8.8, 7.927272727272728)","(18.0, 29.0, 25.0)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 11.1)","(11.0, 25.0, 22.125)","(1.55, 1.74, 1.7351724137931035)"
06-01-2023 09:13:37.843042,"(10.0, 19.5, 18.653846153846153)","(12.0, 23.0, 20.5)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 25.0)","(31.0, 410.0, 222.05882352941177)","(7.5, 14.0, 11.1)","(11.0, 25.0, 22.125)","(1.55, 1.74, 1.7351724137931035)"
06-01-2023 09:13:38.863906,"(10.0, 19.5, 18.653846153846153)","(12.0, 23.0, 18.833333333333336)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 25.0)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 22.125)","(1.55, 1.74, 1.7510526315789474)"
06-01-2023 09:13:39.874642,"(10.0, 19.5, 18.653846153846153)","(12.0, 23.0, 18.833333333333336)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 18.846153846153847)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 22.125)","(1.55, 1.78, 1.7510526315789474)"
06-01-2023 09:13:40.867020,"(10.0, 19.5, 18.653846153846153)","(12.0, 23.0, 18.833333333333336)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 18.846153846153847)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 19.5)","(1.55, 1.78, 1.7414285714285713)"
06-01-2023 09:13:41.833381,"(10.0, 19.5, 18.653846153846153)","(12.0, 23.0, 18.833333333333336)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 18.846153846153847)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 19.5)","(1.55, 1.78, 1.7636363636363637)"
06-01-2023 09:13:42.802048,"(10.0, 19.5, 18.653846153846153)","(12.0, 23.0, 18.833333333333336)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 18.846153846153847)","(31.0, 410.0, 257.8571428571429)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 19.5)","(1.55, 1.78, 1.7571428571428571)"
06-01-2023 09:13:43.798280,"(10.0, 19.5, 17.833333333333332)","(12.0, 22.0, 15.342105263157894)","(5.5, 8.8, 8.363636363636363)","(18.0, 29.0, 24.0)","(31.0, 410.0, 222.05882352941177)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 19.5)","(1.55, 1.78, 1.737142857142857)"
06-01-2023 09:13:44.799673,"(10.0, 19.5, 18.5)","(12.0, 21.0, 18.9)","(5.5, 8.8, 8.363636363636363)","(18.0, 28.0, 20.5)","(31.0, 410.0, 222.05882352941177)","(7.5, 14.0, 13.133333333333333)","(11.0, 25.0, 23.136363636363637)","(1.55, 1.78, 1.754857142857143)"
06-01-2023 09:13:45.796902,"(10.0, 19.5, 18.5)","(12.0, 21.0, 18.9)","(5.5, 8.8, 8.363636363636363)","(18.0, 27.0, 23.833333333333332)","(31.0, 410.0, 331.0)","(7.5, 14.0, 13.133333333333333)","(11.0, 24.0, 23.136363636363637)","(1.55, 1.78, 1.6877049180327868)"
06-01-2023 09:13:46.806103,"(10.0, 19.5, 18.5)","(12.0, 19.5, 18.5)","(5.5, 8.8, 8.363636363636363)","(18.0, 27.0, 23.833333333333332)","(31.0, 400.0, 331.0)","(7.5, 14.0, 12.628571428571428)","(11.0, 24.0, 23.136363636363637)","(1.55, 1.75, 1.6721259842519685)"
06-01-2023 09:13:47.827106,"(10.0, 19.5, 18.5)","(12.0, 19.5, 17.5)","(5.5, 8.8, 8.363636363636363)","(18.0, 27.0, 23.833333333333332)","(31.0, 400.0, 331.0)","(7.5, 14.0, 11.5)","(11.0, 24.0, 19.5)","(1.55, 1.68, 1.6877049180327868)"
06-01-2023 09:13:48.814516,"(10.0, 19.5, 17.25)","(12.0, 19.5, 15.25)","(5.5, 8.8, 8.363636363636363)","(18.0, 27.0, 23.833333333333332)","(31.0, 390.0, 93.0)","(7.5, 14.0, 11.5)","(11.0, 24.0, 19.5)","(1.55, 1.75, 1.7075)"
06-01-2023 09:13:49.821639,"(10.0, 19.5, 18.857142857142858)","(12.0, 19.5, 15.25)","(5.5, 8.8, 8.363636363636363)","(18.0, 26.0, 20.59090909090909)","(31.0, 390.0, 166.66666666666669)","(7.5, 14.0, 11.6)","(11.0, 24.0, 18.333333333333332)","(1.55, 1.74, 1.7075)"
06-01-2023 09:13:50.861961,"(10.0, 19.5, 18.857142857142858)","(12.0, 19.0, 14.0)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 19.285714285714285)","(31.0, 380.0, 166.66666666666669)","(7.5, 14.0, 11.6)","(11.0, 24.0, 18.333333333333332)","(1.55, 1.74, 1.7177272727272728)"
06-01-2023 09:13:51.864686,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 15.0)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 18.529411764705884)","(31.0, 380.0, 166.66666666666669)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 18.333333333333332)","(1.55, 1.74, 1.73)"
06-01-2023 09:13:52.892918,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 15.0)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 18.529411764705884)","(31.0, 380.0, 170.0)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 16.153846153846153)","(1.55, 1.74, 1.73)"
06-01-2023 09:13:53.943876,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 15.0)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 18.529411764705884)","(31.0, 380.0, 170.0)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.74, 1.7146808510638298)"
06-01-2023 09:13:54.955902,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 17.1)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 18.529411764705884)","(31.0, 380.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.7169879518072289)"
06-01-2023 09:13:55.933704,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 17.1)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.712391304347826)"
06-01-2023 09:13:56.901761,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 17.1)","(5.5, 8.8, 8.363636363636363)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.7114893617021276)"
06-01-2023 09:13:58.028475,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 17.1)","(5.5, 8.8, 8.24)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.7114893617021276)"
06-01-2023 09:13:59.033976,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 17.1)","(5.5, 8.8, 8.24)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.706206896551724)"
06-01-2023 09:14:00.041680,"(10.0, 19.5, 18.857142857142858)","(12.0, 18.5, 17.1)","(5.5, 8.8, 8.246153846153847)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.706206896551724)"
06-01-2023 09:14:01.123258,"(10.0, 19.5, 18.166666666666668)","(12.0, 18.5, 15.0)","(5.5, 8.8, 8.246153846153847)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 13.233333333333334)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.7111764705882353)"
06-01-2023 09:14:02.132011,"(10.0, 19.5, 19.0)","(12.0, 18.5, 15.0)","(5.5, 8.8, 8.246153846153847)","(17.0, 27.0, 18.529411764705884)","(31.0, 320.0, 84.61538461538461)","(7.5, 14.0, 10.266666666666667)","(11.0, 24.0, 19.636363636363637)","(1.55, 1.72, 1.7111764705882353)"
06-01-2023 09:14:03.176446,"(10.0, 19.5, 19.0)","(12.0, 18.5, 12.083333333333334)","(5.5, 8.8, 8.523076923076923)","(17.0, 27.0, 18.5625)","(31.0, 320.0, 84.61538461538461)","(7.5, 12.0, 10.0)","(11.0, 24.0, 18.107142857142858)","(1.55, 1.72, 1.7111764705882353)"
06-01-2023 09:14:04.189877,"(10.0, 19.5, 19.029411764705884)","(12.0, 18.5, 12.083333333333334)","(5.5, 8.8, 8.523076923076923)","(17.0, 27.0, 18.5625)","(31.0, 320.0, 158.94736842105263)","(7.5, 12.0, 10.533333333333333)","(11.0, 24.0, 18.5)","(1.55, 1.72, 1.714)"
06-01-2023 09:14:05.225572,"(10.0, 19.5, 17.166666666666668)","(12.0, 18.0, 14.75)","(5.5, 8.8, 8.421052631578949)","(17.0, 27.0, 18.5625)","(31.0, 320.0, 202.08333333333331)","(7.5, 12.0, 10.533333333333333)","(11.0, 24.0, 18.5)","(1.55, 1.72, 1.714)"
06-01-2023 09:14:06.325533,"(10.0, 19.5, 17.166666666666668)","(12.0, 18.0, 14.75)","(5.5, 8.8, 8.421052631578949)","(17.0, 27.0, 18.5625)","(31.0, 300.0, 202.08333333333331)","(7.5, 12.0, 10.533333333333333)","(11.0, 24.0, 20.333333333333332)","(1.55, 1.72, 1.714)"
