,Boomsong,Flora,No Statement,Bedtime Stories,Meod,Tsarina Sophia,Upside,Dual Escape,Mr Polar
08-12-2022 15:54:47.641757,"(2.8, 3.0, 2.982537313432836)","(31.0, 40.0, 38.5)","(10.0, 13.0, 12.63953488372093)","(51.0, 70.0, 66.42857142857143)","(4.2, 5.9, 5.82027027027027)","(2.6, 3.05, 3.006219081272085)","(41.0, 80.0, 77.5)","(51.0, 80.0, 79.34782608695652)","(31.0, 50.0, 48.88135593220339)"
08-12-2022 15:54:49.052573,"(2.8, 3.0, 2.982537313432836)","(31.0, 40.0, 39.714285714285715)","(10.0, 13.0, 12.81578947368421)","(51.0, 70.0, 69.16666666666667)","(4.2, 5.9, 5.860544217687075)","(2.6, 3.05, 3.009021406727829)","(41.0, 80.0, 76.66666666666667)","(51.0, 80.0, 76.86440677966101)","(31.0, 50.0, 49.014925373134325)"
08-12-2022 15:54:50.503212,"(2.8, 2.98, 2.9653563714902806)","(31.0, 40.0, 39.714285714285715)","(10.0, 13.0, 12.930693069306932)","(51.0, 70.0, 68.90243902439025)","(4.2, 5.9, 5.932638888888889)","(2.6, 3.05, 2.9954517133956386)","(41.0, 80.0, 77.82608695652173)","(51.0, 85.0, 76.85185185185185)","(31.0, 50.0, 49.21212121212121)"
08-12-2022 15:54:51.883241,"(2.8, 2.98, 2.965822021116139)","(31.0, 40.0, 39.333333333333336)","(10.0, 13.0, 12.848)","(51.0, 75.0, 27.083333333333332)","(4.2, 6.0, 5.906060606060606)","(2.6, 3.0, 3.0983374083129585)","(41.0, 80.0, 82.6470588235294)","(51.0, 85.0, 77.36842105263158)","(31.0, 50.0, 49.9375)"
08-12-2022 15:54:53.415423,"(2.8, 2.96, 2.8078747203579417)","(31.0, 46.0, 43.1578947368421)","(10.0, 14.5, 12.157894736842106)","(51.0, 75.0, 36.53333333333333)","(4.2, 6.4, 6.017391304347826)","(2.6, 3.2, 3.0908108108108108)","(41.0, 85.0, 83.51851851851852)","(51.0, 85.0, 78.4090909090909)","(31.0, 50.0, 49.891891891891895)"
08-12-2022 15:54:54.917417,"(2.8, 2.96, 2.8092369477911645)","(31.0, 44.0, 43.0)","(10.0, 13.0, 11.574074074074074)","(51.0, 60.0, 52.0)","(4.2, 6.4, 6.1245901639344265)","(2.6, 3.2, 3.0824152542372882)","(41.0, 85.0, 81.0)","(51.0, 85.0, 82.08333333333333)","(31.0, 50.0, 49.8974358974359)"
08-12-2022 15:54:56.539605,"(2.8, 2.9, 2.8455421686746987)","(31.0, 44.0, 44.85217391304348)","(10.0, 12.0, 11.556818181818182)","(51.0, 55.0, 46.5)","(4.2, 6.4, 6.116279069767442)","(2.6, 3.2, 3.0813807531380752)","(41.0, 85.0, 81.25)","(51.0, 85.0, 82.5)","(31.0, 50.0, 49.85)"
08-12-2022 15:54:58.171218,"(2.8, 2.88, 2.8258698539176623)","(31.0, 46.0, 42.74074074074074)","(10.0, 12.0, 11.537974683544304)","(31.0, 50.0, 53.333333333333336)","(4.6, 6.4, 6.2792079207920795)","(2.7, 3.2, 3.166765578635015)","(51.0, 85.0, 83.92857142857143)","(51.0, 85.0, 82.27272727272727)","(31.0, 50.0, 49.36363636363637)"
08-12-2022 15:54:59.870859,"(2.7, 2.84, 2.816557120500782)","(31.0, 46.0, 43.06666666666667)","(10.0, 12.0, 11.261061946902656)","(31.0, 60.0, 56.0)","(4.6, 6.4, 6.335849056603774)","(2.7, 3.2, 3.1433579335793356)","(51.0, 85.0, 84.0)","(51.0, 85.0, 82.5)","(31.0, 50.0, 49.38235294117647)"
08-12-2022 15:55:01.286780,"(2.7, 2.82, 2.816557120500782)","(31.0, 46.0, 43.06666666666667)","(10.0, 11.5, 11.293893129770993)","(31.0, 65.0, 56.36363636363637)","(4.6, 6.4, 6.557281553398058)","(2.7, 3.15, 3.075230769230769)","(51.0, 85.0, 84.11764705882354)","(51.0, 85.0, 83.33333333333333)","(31.0, 50.0, 49.432432432432435)"
08-12-2022 15:55:02.789752,"(2.7, 2.82, 2.8290776699029125)","(31.0, 46.0, 44.52173913043478)","(10.0, 11.5, 11.265895953757225)","(31.0, 60.0, 57.77777777777778)","(4.6, 6.6, 6.569411764705882)","(2.7, 3.1, 3.078108108108108)","(51.0, 85.0, 79.79166666666667)","(51.0, 85.0, 82.3913043478261)","(31.0, 50.0, 49.60606060606061)"
08-12-2022 15:55:04.289071,"(2.7, 2.84, 2.8132142857142854)","(31.0, 46.0, 45.10526315789474)","(10.0, 11.5, 11.272727272727273)","(41.0, 60.0, 57.77777777777778)","(4.4, 6.6, 6.590816326530612)","(2.6, 3.1, 3.0983636363636364)","(51.0, 80.0, 83.75)","(51.0, 90.0, 85.83333333333333)","(31.0, 50.0, 49.675)"
08-12-2022 15:55:05.766776,"(2.7, 2.88, 2.8735135135135135)","(31.0, 46.0, 45.10526315789474)","(10.0, 12.0, 11.448979591836734)","(41.0, 60.0, 59.63636363636364)","(4.4, 6.6, 6.907476635514019)","(2.6, 3.1, 3.0647495361781076)","(51.0, 90.0, 84.73684210526315)","(51.0, 90.0, 86.75)","(31.0, 50.0, 49.67901234567901)"
08-12-2022 15:55:07.259152,"(2.7, 2.88, 2.885560165975104)","(31.0, 46.0, 44.52173913043478)","(10.0, 11.5, 10.682819383259911)","(41.0, 60.0, 59.63963963963964)","(4.4, 7.0, 6.919512195121952)","(2.6, 3.1, 3.0909574468085106)","(51.0, 90.0, 85.0)","(51.0, 90.0, 86.9047619047619)","(31.0, 50.0, 49.68292682926829)"
08-12-2022 15:55:08.715310,"(2.7, 2.9, 2.8727738927738926)","(31.0, 46.0, 44.64)","(10.0, 11.0, 10.680161943319838)","(41.0, 60.0, 59.66101694915254)","(4.4, 7.0, 6.92235294117647)","(2.6, 3.1, 3.020435684647303)","(51.0, 90.0, 83.125)","(51.0, 90.0, 87.67857142857143)","(31.0, 50.0, 49.917808219178085)"
08-12-2022 15:55:10.131021,"(2.7, 2.88, 2.8966081871345026)","(31.0, 46.0, 44.76190476190476)","(10.0, 11.0, 10.709844559585493)","(41.0, 60.0, 59.83870967741935)","(4.4, 7.0, 7.072340425531915)","(2.6, 3.05, 2.998199356913183)","(51.0, 90.0, 83.75)","(51.0, 90.0, 87.22222222222223)","(31.0, 50.0, 52.45454545454545)"
08-12-2022 15:55:11.563822,"(2.7, 2.9, 2.9158518518518517)","(31.0, 46.0, 45.07142857142857)","(10.0, 11.0, 10.661702127659574)","(41.0, 60.0, 59.831932773109244)","(4.4, 7.2, 7.118421052631579)","(2.6, 3.0, 2.9981877022653722)","(51.0, 85.0, 83.80952380952381)","(51.0, 90.0, 87.22222222222223)","(31.0, 55.0, 49.95238095238095)"
08-12-2022 15:55:13.003621,"(2.6, 2.92, 2.897925925925926)","(31.0, 46.0, 45.2972972972973)","(10.0, 11.0, 10.658798283261802)","(51.0, 60.0, 59.831932773109244)","(4.8, 7.2, 7.126627218934911)","(2.7, 3.0, 2.988341384863124)","(51.0, 85.0, 84.03846153846153)","(51.0, 90.0, 88.0)","(31.0, 50.0, 49.95238095238095)"
08-12-2022 15:55:14.380593,"(2.7, 2.9, 2.893756476683938)","(31.0, 46.0, 45.2972972972973)","(10.0, 11.0, 10.540229885057471)","(51.0, 60.0, 66.72535211267606)","(4.8, 7.2, 7.110144927536232)","(2.7, 3.0, 2.988341384863124)","(51.0, 85.0, 84.39024390243902)","(51.0, 90.0, 88.0)","(31.0, 50.0, 49.95238095238095)"
08-12-2022 15:55:15.697366,"(2.7, 2.9, 2.889934518241347)","(31.0, 46.0, 45.23529411764706)","(10.0, 11.0, 10.162162162162161)","(51.0, 70.0, 66.81506849315069)","(4.8, 7.2, 7.120634920634921)","(2.7, 3.0, 3.009010989010989)","(51.0, 85.0, 84.39024390243902)","(51.0, 90.0, 88.0)","(31.0, 50.0, 49.95180722891566)"
08-12-2022 15:55:17.069915,"(2.7, 2.9, 2.891856946354883)","(31.0, 46.0, 45.2972972972973)","(10.0, 10.5, 10.013684210526316)","(51.0, 70.0, 66.9)","(4.8, 7.2, 7.278688524590164)","(2.7, 3.1, 3.0320652173913043)","(51.0, 85.0, 84.39024390243902)","(51.0, 90.0, 88.14814814814815)","(31.0, 50.0, 49.46788990825688)"
08-12-2022 15:55:18.481226,"(2.7, 2.9, 2.8918941504178273)","(31.0, 46.0, 45.23529411764706)","(10.0, 10.5, 9.978947368421052)","(51.0, 70.0, 66.9)","(4.8, 7.6, 7.290322580645161)","(2.7, 3.1, 3.0520833333333335)","(51.0, 85.0, 84.39024390243902)","(51.0, 90.0, 88.14814814814815)","(31.0, 50.0, 49.49122807017544)"
08-12-2022 15:55:19.915928,"(2.7, 2.9, 2.8918941504178273)","(31.0, 46.0, 45.10344827586207)","(10.0, 10.5, 9.727777777777778)","(51.0, 70.0, 66.9)","(4.8, 7.6, 7.288888888888889)","(2.6, 3.1, 3.0420454545454545)","(51.0, 85.0, 84.30555555555556)","(51.0, 90.0, 88.14814814814815)","(31.0, 50.0, 47.65217391304348)"
08-12-2022 15:55:21.270791,"(2.7, 2.9, 2.8922399999999997)","(31.0, 46.0, 45.10344827586207)","(10.0, 10.0, 9.737704918032787)","(51.0, 70.0, 66.81506849315069)","(4.8, 7.6, 7.301333333333333)","(2.6, 3.1, 3.0388)","(51.0, 85.0, 84.30555555555556)","(51.0, 90.0, 88.14814814814815)","(31.0, 50.0, 47.65217391304348)"
08-12-2022 15:55:22.637512,"(2.7, 2.9, 2.893681073025335)","(31.0, 46.0, 45.27777777777778)","(10.0, 10.0, 9.793548387096774)","(51.0, 70.0, 61.388888888888886)","(4.8, 7.6, 7.282269503546099)","(2.6, 3.1, 2.9636363636363634)","(51.0, 85.0, 84.375)","(51.0, 90.0, 88.38709677419355)","(31.0, 50.0, 47.08108108108108)"
08-12-2022 15:55:23.933593,"(2.7, 2.9, 2.8945571245186135)","(31.0, 46.0, 45.27777777777778)","(10.0, 10.0, 9.797468354430379)","(51.0, 70.0, 62.083333333333336)","(4.8, 7.6, 7.325641025641025)","(2.6, 3.0, 2.996)","(51.0, 85.0, 84.375)","(51.0, 90.0, 88.33333333333333)","(31.0, 50.0, 47.08108108108108)"
08-12-2022 15:55:25.204304,"(2.7, 2.9, 2.892677029360967)","(31.0, 46.0, 45.1875)","(10.0, 10.0, 9.907246376811594)","(51.0, 65.0, 68.18181818181819)","(4.8, 7.6, 7.498095238095238)","(2.6, 3.0, 2.9983381088825216)","(51.0, 85.0, 87.91666666666667)","(51.0, 90.0, 89.0)","(31.0, 50.0, 48.666666666666664)"
08-12-2022 15:55:26.609021,"(2.7, 2.9, 2.893848354792561)","(31.0, 46.0, 45.638888888888886)","(10.0, 10.0, 9.9217125382263)","(51.0, 70.0, 68.18181818181819)","(4.8, 7.6, 7.490816326530612)","(2.6, 3.0, 2.9983381088825216)","(51.0, 90.0, 87.91666666666667)","(51.0, 90.0, 89.0)","(31.0, 50.0, 48.666666666666664)"
08-12-2022 15:55:28.020703,"(2.7, 2.9, 2.8972682926829267)","(31.0, 46.0, 45.638888888888886)","(10.0, 10.0, 9.9217125382263)","(51.0, 70.0, 68.18181818181819)","(4.8, 7.6, 7.488541666666666)","(2.6, 3.0, 2.998693009118541)","(51.0, 90.0, 87.91666666666667)","(51.0, 90.0, 81.40350877192982)","(31.0, 50.0, 48.5974025974026)"
08-12-2022 15:55:29.441050,"(2.7, 2.9, 2.897078260869565)","(31.0, 46.0, 45.638888888888886)","(9.5, 10.0, 9.952411575562701)","(51.0, 70.0, 68.18181818181819)","(4.8, 7.6, 7.49636803874092)","(2.6, 3.0, 2.998672839506173)","(51.0, 90.0, 87.91666666666667)","(51.0, 85.0, 81.83333333333333)","(31.0, 50.0, 48.69879518072289)"
08-12-2022 15:55:30.957458,"(2.7, 2.9, 2.897272727272727)","(31.0, 46.0, 45.638888888888886)","(9.5, 10.0, 9.833333333333334)","(51.0, 70.0, 66.0)","(4.8, 7.6, 7.495863746958637)","(2.6, 3.0, 2.9982094081942336)","(51.0, 90.0, 87.36842105263158)","(51.0, 85.0, 81.48148148148148)","(31.0, 50.0, 48.69879518072289)"
08-12-2022 15:55:32.324578,"(2.7, 2.9, 2.894019933554817)","(31.0, 46.0, 45.638888888888886)","(9.5, 10.0, 9.858333333333334)","(51.0, 70.0, 66.0)","(4.8, 7.6, 7.493719806763285)","(2.6, 3.0, 2.998220211161388)","(51.0, 90.0, 87.36842105263158)","(51.0, 85.0, 81.48148148148148)","(31.0, 50.0, 48.69879518072289)"
08-12-2022 15:55:33.778184,"(2.7, 2.9, 2.893103448275862)","(31.0, 46.0, 45.6578947368421)","(9.5, 10.0, 9.835897435897436)","(51.0, 70.0, 66.0)","(4.8, 7.6, 7.423529411764706)","(2.6, 3.0, 2.9982039573820396)","(51.0, 90.0, 87.72727272727273)","(51.0, 85.0, 81.48148148148148)","(31.0, 50.0, 48.411764705882355)"
08-12-2022 15:55:35.270794,"(2.7, 2.9, 2.8918918918918917)","(31.0, 46.0, 45.6578947368421)","(9.5, 10.0, 9.821052631578947)","(51.0, 70.0, 68.46153846153847)","(4.8, 7.6, 7.483333333333333)","(2.6, 3.0, 2.9982039573820396)","(51.0, 90.0, 87.72727272727273)","(51.0, 85.0, 81.48148148148148)","(31.0, 50.0, 48.54054054054054)"
08-12-2022 15:55:37.328641,"(2.7, 2.9, 2.8851851851851853)","(31.0, 46.0, 45.638888888888886)","(9.5, 10.0, 9.821052631578947)","(51.0, 70.0, 72.98507462686567)","(4.8, 7.6, 7.455345911949686)","(2.6, 3.0, 2.9975892857142856)","(51.0, 90.0, 87.72727272727273)","(51.0, 85.0, 80.8695652173913)","(31.0, 50.0, 48.411764705882355)"
08-12-2022 15:55:39.186359,"(2.6, 2.9, 2.883223684210526)","(31.0, 46.0, 45.638888888888886)","(9.5, 10.0, 9.813333333333334)","(51.0, 75.0, 72.8225806451613)","(5.0, 7.6, 7.445637583892617)","(2.6, 3.0, 3.046875)","(51.0, 90.0, 87.36842105263158)","(51.0, 85.0, 81.34615384615384)","(31.0, 48.0, 47.292307692307695)"
08-12-2022 15:55:40.803108,"(2.6, 2.9, 2.8705993690851734)","(31.0, 46.0, 45.60606060606061)","(9.5, 10.0, 10.15625)","(51.0, 75.0, 72.67241379310344)","(5.0, 7.6, 7.299014778325123)","(2.6, 3.05, 3.0814630681818183)","(51.0, 90.0, 86.875)","(51.0, 85.0, 81.27450980392157)","(31.0, 48.0, 47.80392156862745)"
08-12-2022 15:55:42.282377,"(2.6, 2.9, 2.880337552742616)","(31.0, 46.0, 45.60606060606061)","(9.5, 10.5, 9.965217391304348)","(51.0, 75.0, 72.67241379310344)","(5.0, 7.6, 7.298469387755102)","(2.6, 3.1, 3.0640360766629087)","(51.0, 90.0, 86.875)","(51.0, 85.0, 81.27450980392157)","(31.0, 48.0, 47.80392156862745)"
08-12-2022 15:55:43.672479,"(2.6, 2.9, 2.880337552742616)","(31.0, 46.0, 45.60606060606061)","(9.5, 10.0, 9.806451612903226)","(51.0, 75.0, 72.1875)","(5.0, 7.6, 7.330363423212193)","(2.6, 3.1, 3.0128544423440453)","(51.0, 90.0, 86.875)","(51.0, 85.0, 79.70588235294117)","(31.0, 48.0, 47.73076923076923)"
08-12-2022 15:55:45.078888,"(2.6, 2.88, 2.8714503816793893)","(31.0, 46.0, 45.27777777777778)","(9.5, 10.0, 9.850000000000001)","(51.0, 75.0, 72.45283018867924)","(5.0, 7.6, 7.331448763250884)","(2.6, 3.1, 3.012689393939394)","(51.0, 90.0, 86.875)","(51.0, 80.0, 79.70588235294117)","(31.0, 50.0, 47.92982456140351)"
08-12-2022 15:55:46.417395,"(2.6, 2.88, 2.8702396514161217)","(31.0, 46.0, 45.5)","(9.5, 10.0, 9.988888888888889)","(51.0, 75.0, 72.45283018867924)","(5.0, 7.6, 7.331448763250884)","(2.6, 3.1, 3.0060575968222443)","(51.0, 90.0, 86.875)","(51.0, 80.0, 79.70588235294117)","(31.0, 50.0, 48.65060240963855)"
08-12-2022 15:55:47.739689,"(2.6, 2.88, 2.8702396514161217)","(31.0, 46.0, 45.5)","(9.0, 10.0, 10.244897959183673)","(51.0, 75.0, 72.45283018867924)","(5.5, 7.6, 7.4121911037891275)","(2.6, 3.1, 3.020065789473684)","(51.0, 90.0, 88.07692307692308)","(51.0, 80.0, 78.97058823529412)","(31.0, 50.0, 48.6)"
08-12-2022 15:55:49.067935,"(2.6, 2.86, 2.8563503649635034)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.296296296296296)","(51.0, 75.0, 72.87037037037037)","(5.5, 7.6, 7.390697674418605)","(2.6, 3.05, 3.072403776325345)","(51.0, 90.0, 87.36842105263158)","(51.0, 85.0, 80.47619047619048)","(31.0, 50.0, 48.72727272727273)"
08-12-2022 15:55:50.369946,"(2.6, 2.84, 2.821518438177874)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.26027397260274)","(51.0, 75.0, 72.65306122448979)","(5.5, 7.4, 7.401034482758621)","(2.6, 3.1, 3.078038674033149)","(51.0, 90.0, 87.36842105263158)","(51.0, 85.0, 77.6923076923077)","(31.0, 50.0, 47.567567567567565)"
08-12-2022 15:55:51.677431,"(2.6, 2.84, 2.821070336391437)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.283582089552239)","(51.0, 75.0, 72.65306122448979)","(5.5, 7.6, 7.381818181818182)","(2.6, 3.1, 3.078271484375)","(61.0, 90.0, 87.36842105263158)","(51.0, 85.0, 79.39393939393939)","(31.0, 48.0, 47.333333333333336)"
08-12-2022 15:55:53.063871,"(2.6, 2.84, 2.821070336391437)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.377118644067796)","(51.0, 75.0, 72.38636363636364)","(5.5, 7.4, 7.3500000000000005)","(2.6, 3.1, 3.077891156462585)","(61.0, 90.0, 88.42857142857143)","(51.0, 80.0, 79.39393939393939)","(31.0, 48.0, 47.333333333333336)"
08-12-2022 15:55:54.406209,"(2.6, 2.84, 2.8211513157894736)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.385826771653543)","(51.0, 75.0, 70.4)","(5.5, 7.4, 7.269767441860465)","(2.7, 3.1, 3.077385496183206)","(61.0, 90.0, 88.45070422535211)","(51.0, 80.0, 79.35483870967742)","(31.0, 48.0, 47.5625)"
08-12-2022 15:55:55.684865,"(2.6, 2.84, 2.8211513157894736)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.385826771653543)","(51.0, 75.0, 70.4)","(5.5, 7.4, 7.24)","(2.7, 3.1, 3.077385496183206)","(61.0, 90.0, 88.45070422535211)","(51.0, 80.0, 79.0625)","(31.0, 48.0, 47.5625)"
08-12-2022 15:55:56.966051,"(2.6, 2.84, 2.8264928909952607)","(31.0, 46.0, 45.5)","(9.0, 10.5, 10.411764705882353)","(51.0, 75.0, 68.33333333333333)","(5.5, 7.4, 7.228571428571429)","(2.7, 3.1, 3.0767190569744596)","(61.0, 90.0, 88.45070422535211)","(51.0, 85.0, 78.21428571428572)","(31.0, 48.0, 47.6)"
08-12-2022 15:55:58.293830,"(2.6, 2.84, 2.8246774193548387)","(31.0, 46.0, 45.48)","(9.0, 10.5, 10.411764705882353)","(51.0, 75.0, 68.33333333333333)","(5.5, 7.4, 7.205405405405406)","(2.7, 3.1, 3.07705)","(61.0, 90.0, 88.45070422535211)","(51.0, 85.0, 77.27272727272727)","(31.0, 48.0, 47.6)"
08-12-2022 15:55:59.604102,"(2.6, 2.84, 2.826788990825688)","(31.0, 46.0, 45.48)","(9.0, 10.5, 10.411764705882353)","(51.0, 75.0, 68.33333333333333)","(5.5, 7.4, 7.1923076923076925)","(2.7, 3.1, 3.077740058195926)","(61.0, 90.0, 88.45070422535211)","(51.0, 85.0, 72.25)","(31.0, 48.0, 47.5)"
08-12-2022 15:56:01.124735,"(2.6, 2.84, 2.8252846715328466)","(31.0, 46.0, 45.464285714285715)","(9.0, 10.5, 10.419847328244275)","(51.0, 75.0, 68.71428571428571)","(5.5, 7.2, 7.196153846153846)","(2.7, 3.1, 3.077740058195926)","(61.0, 90.0, 88.47222222222223)","(51.0, 85.0, 72.85714285714286)","(31.0, 48.0, 46.44444444444444)"
08-12-2022 15:56:02.544873,"(2.6, 2.84, 2.825253991291727)","(31.0, 46.0, 45.49152542372882)","(9.0, 10.5, 10.426573426573427)","(51.0, 75.0, 69.05405405405405)","(5.5, 7.2, 7.134146341463415)","(2.7, 3.1, 3.077991886409736)","(61.0, 90.0, 86.875)","(51.0, 85.0, 73.91304347826087)","(31.0, 48.0, 46.833333333333336)"
08-12-2022 15:56:03.905385,"(2.6, 2.84, 2.823639291465378)","(31.0, 46.0, 45.49152542372882)","(9.0, 10.5, 10.426573426573427)","(51.0, 75.0, 69.05405405405405)","(5.5, 7.2, 7.152212389380531)","(2.7, 3.1, 3.0602996254681645)","(61.0, 90.0, 86.875)","(51.0, 85.0, 73.91304347826087)","(31.0, 48.0, 47.06666666666667)"
08-12-2022 15:56:05.314799,"(2.6, 2.84, 2.823698854337152)","(31.0, 46.0, 45.49152542372882)","(9.0, 10.5, 10.444954128440367)","(51.0, 75.0, 74.0)","(5.5, 7.2, 7.089473684210526)","(2.7, 3.1, 3.0602611940298505)","(61.0, 90.0, 86.875)","(51.0, 85.0, 73.91304347826087)","(31.0, 48.0, 47.523809523809526)"
08-12-2022 15:56:06.628888,"(2.6, 2.86, 2.848739837398374)","(31.0, 46.0, 45.49152542372882)","(9.0, 10.5, 10.742574257425742)","(51.0, 75.0, 69.16666666666667)","(5.5, 7.2, 6.966666666666667)","(2.7, 3.1, 3.0563524590163933)","(61.0, 90.0, 87.05882352941177)","(51.0, 85.0, 70.83333333333333)","(31.0, 50.0, 47.523809523809526)"
08-12-2022 15:56:07.931078,"(2.6, 2.86, 2.8508389261744966)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.742574257425742)","(51.0, 70.0, 68.84615384615384)","(5.5, 7.0, 6.929411764705883)","(2.7, 3.1, 3.0559006211180124)","(61.0, 90.0, 87.1875)","(51.0, 85.0, 70.78947368421052)","(31.0, 50.0, 47.523809523809526)"
08-12-2022 15:56:09.193439,"(2.6, 2.86, 2.850197486535009)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.753554502369669)","(51.0, 70.0, 68.5)","(5.5, 7.0, 6.985046728971962)","(2.7, 3.1, 3.0559006211180124)","(61.0, 90.0, 86.45833333333333)","(51.0, 85.0, 74.53488372093024)","(31.0, 50.0, 46.75)"
08-12-2022 15:56:10.472085,"(2.6, 2.86, 2.849473684210526)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.74757281553398)","(51.0, 70.0, 68.5)","(5.5, 7.0, 6.9959595959595955)","(2.7, 3.1, 3.055252100840336)","(61.0, 90.0, 86.45833333333333)","(51.0, 85.0, 75.21739130434783)","(31.0, 50.0, 47.111111111111114)"
08-12-2022 15:56:11.762429,"(2.6, 2.86, 2.848288288288288)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.74757281553398)","(51.0, 70.0, 68.5)","(5.5, 7.0, 6.912)","(2.7, 3.1, 3.055252100840336)","(61.0, 90.0, 85.52631578947368)","(51.0, 85.0, 75.21739130434783)","(31.0, 50.0, 47.111111111111114)"
08-12-2022 15:56:13.050861,"(2.6, 2.86, 2.8480184331797234)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.74757281553398)","(51.0, 70.0, 68.5)","(5.5, 7.2, 6.96)","(2.7, 3.1, 3.055252100840336)","(61.0, 90.0, 85.52631578947368)","(51.0, 85.0, 72.14285714285714)","(31.0, 50.0, 47.111111111111114)"
08-12-2022 15:56:14.453847,"(2.6, 2.86, 2.8443916913946587)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.720430107526882)","(51.0, 75.0, 73.5)","(5.5, 7.2, 6.845901639344262)","(2.7, 3.1, 3.0525612472160355)","(61.0, 90.0, 87.79220779220779)","(51.0, 85.0, 72.14285714285714)","(31.0, 50.0, 47.111111111111114)"
08-12-2022 15:56:15.761331,"(2.6, 2.86, 2.8496969696969696)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.720430107526882)","(51.0, 75.0, 73.5)","(5.5, 7.2, 6.845901639344262)","(2.7, 3.1, 3.0525612472160355)","(61.0, 90.0, 87.79220779220779)","(51.0, 85.0, 72.14285714285714)","(31.0, 50.0, 47.111111111111114)"
08-12-2022 15:56:17.377325,"(2.6, 2.86, 2.848205128205128)","(31.0, 46.0, 45.49152542372882)","(9.0, 11.0, 10.709183673469388)","(51.0, 75.0, 72.0)","(5.5, 7.2, 6.866666666666666)","(2.7, 3.1, 3.0570722057368944)","(61.0, 90.0, 84.91803278688525)","(51.0, 85.0, 64.54545454545455)","(31.0, 50.0, 47.65217391304348)"
08-12-2022 15:56:18.570811,"(2.6, 2.88, 2.8425396825396825)","(31.0, 46.0, 45.44444444444444)","(9.0, 11.0, 10.709183673469388)","(51.0, 75.0, 73.5)","(5.5, 7.0, 6.957894736842105)","(2.7, 3.1, 3.048124531132783)","(61.0, 85.0, 84.92307692307692)","(51.0, 85.0, 75.0)","(31.0, 48.0, 46.23255813953488)"
08-12-2022 15:56:19.866125,"(2.6, 2.88, 2.847272727272727)","(31.0, 46.0, 45.516129032258064)","(9.0, 11.0, 10.752173913043478)","(51.0, 75.0, 73.5)","(5.5, 7.0, 6.978571428571429)","(2.7, 3.05, 3.0484150943396227)","(61.0, 85.0, 87.84810126582279)","(51.0, 80.0, 67.10526315789474)","(31.0, 50.0, 46.23255813953488)"
08-12-2022 15:56:20.982509,"(2.6, 2.88, 2.852927756653992)","(31.0, 46.0, 45.516129032258064)","(9.0, 11.0, 10.752173913043478)","(51.0, 75.0, 73.5)","(5.5, 7.0, 6.9512820512820515)","(2.7, 3.05, 3.0795475966069747)","(61.0, 90.0, 87.84810126582279)","(51.0, 85.0, 67.77777777777777)","(31.0, 50.0, 45.76470588235294)"
08-12-2022 15:56:22.139616,"(2.6, 2.9, 2.862734584450402)","(31.0, 46.0, 45.53846153846154)","(9.0, 11.0, 10.716216216216216)","(51.0, 75.0, 71.25)","(5.5, 7.0, 6.95421686746988)","(2.7, 3.1, 3.080036798528059)","(61.0, 90.0, 87.90123456790124)","(51.0, 70.0, 67.77777777777777)","(31.0, 50.0, 45.30434782608695)"
08-12-2022 15:56:23.353946,"(2.6, 2.9, 2.862228260869565)","(31.0, 46.0, 45.53846153846154)","(9.0, 11.0, 10.361788617886178)","(51.0, 75.0, 71.25)","(5.5, 7.0, 6.957303370786517)","(2.7, 3.1, 3.0805903398926655)","(61.0, 90.0, 87.90123456790124)","(51.0, 70.0, 67.77777777777777)","(31.0, 50.0, 44.857142857142854)"
08-12-2022 15:56:24.495472,"(2.6, 2.9, 2.896923076923077)","(31.0, 46.0, 45.53846153846154)","(9.0, 10.5, 10.378571428571428)","(51.0, 75.0, 71.25)","(5.5, 7.0, 6.957303370786517)","(2.7, 3.1, 3.086517719568567)","(61.0, 90.0, 87.25806451612902)","(51.0, 70.0, 65.0)","(31.0, 50.0, 44.857142857142854)"
08-12-2022 15:56:25.976476,"(2.6, 2.9, 2.8929411764705883)","(31.0, 46.0, 45.56521739130435)","(9.0, 10.5, 10.39240506329114)","(51.0, 75.0, 72.0)","(5.5, 7.0, 6.96)","(2.7, 3.1, 3.04889466840052)","(61.0, 90.0, 87.42424242424242)","(51.0, 70.0, 68.65384615384616)","(31.0, 50.0, 45.30434782608695)"
