,Nightwatch Star,Eagle Uno,Parabellum,Knight Walker,Stilton,Laker,Pocket More For Less Nz,Happy As,Caesars Rockstar,Neville Shannon
10-01-2023 19:52:06.072238,"(2.5, 3.55, 3.404090909090909)","(3.6, 4.1, 4.016666666666667)","(5.5, 6.6, 6.2125)","(101.0, 230.0, 217.14285714285714)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.5)","(31.0, 48.0, 46.42857142857143)","(31.0, 48.0, 39.333333333333336)"
10-01-2023 19:52:07.542677,"(2.5, 3.55, 3.404090909090909)","(3.6, 4.1, 4.016666666666667)","(5.5, 6.6, 6.214285714285714)","(101.0, 230.0, 200.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.5)","(31.0, 48.0, 46.42857142857143)","(31.0, 48.0, 39.78947368421053)"
10-01-2023 19:52:08.938433,"(2.5, 3.55, 3.404090909090909)","(3.6, 4.1, 4.0125)","(5.5, 6.6, 6.214285714285714)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.5)","(31.0, 48.0, 46.42857142857143)","(31.0, 48.0, 42.42857142857143)"
10-01-2023 19:52:10.278717,"(2.5, 3.55, 3.404090909090909)","(3.6, 4.1, 4.039130434782608)","(5.5, 6.6, 6.291428571428572)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.25)","(31.0, 48.0, 46.53333333333333)","(31.0, 46.0, 41.294117647058826)"
10-01-2023 19:52:11.545247,"(2.5, 3.55, 3.4518348623853212)","(3.6, 4.1, 4.039130434782608)","(5.5, 6.6, 6.291428571428572)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.25)","(31.0, 48.0, 46.53333333333333)","(31.0, 46.0, 38.888888888888886)"
10-01-2023 19:52:12.840963,"(2.5, 3.55, 3.5013636363636365)","(3.6, 4.1, 4.039130434782608)","(5.5, 6.6, 6.291428571428572)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.25)","(31.0, 48.0, 46.53333333333333)","(31.0, 46.0, 38.46153846153846)"
10-01-2023 19:52:14.322040,"(2.5, 3.55, 3.5013636363636365)","(3.6, 4.1, 4.039130434782608)","(5.5, 6.6, 6.291428571428572)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 23.25)","(31.0, 48.0, 47.0)","(31.0, 44.0, 38.375)"
10-01-2023 19:52:15.751671,"(2.5, 3.55, 3.5013636363636365)","(3.6, 4.1, 4.0)","(5.5, 6.6, 6.626666666666666)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 25.0, 21.36)","(31.0, 48.0, 47.0)","(31.0, 44.0, 40.666666666666664)"
10-01-2023 19:52:17.309501,"(2.5, 3.55, 3.4532786885245903)","(3.6, 4.0, 3.973076923076923)","(5.5, 6.8, 6.626666666666666)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.8)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 22.0, 21.2)","(31.0, 48.0, 47.0)","(31.0, 44.0, 40.666666666666664)"
10-01-2023 19:52:18.615056,"(2.5, 3.55, 3.4532786885245903)","(3.6, 4.1, 3.973076923076923)","(5.5, 6.8, 6.620689655172414)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.95)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 22.0, 21.19047619047619)","(31.0, 48.0, 47.6)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:19.900164,"(2.5, 3.85, 3.4710526315789476)","(3.6, 4.1, 3.973076923076923)","(5.5, 6.8, 6.620689655172414)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.95)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 22.0, 21.19047619047619)","(31.0, 48.0, 47.42857142857143)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:21.258908,"(2.5, 3.8, 3.7249999999999996)","(3.6, 4.1, 3.981034482758621)","(5.5, 6.8, 6.620689655172414)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.95)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 22.0, 21.210526315789473)","(31.0, 48.0, 46.666666666666664)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:22.589642,"(2.5, 3.8, 3.6888888888888887)","(3.6, 4.1, 3.9772727272727275)","(5.5, 6.8, 6.6187499999999995)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.95)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 22.0, 21.25)","(31.0, 48.0, 46.666666666666664)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:24.121459,"(2.5, 3.75, 3.646551724137931)","(3.6, 4.1, 3.9772727272727275)","(5.5, 6.8, 6.620689655172414)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.95)","(101.0, 520.0, 446.66666666666663)","(5.0, 99999, 99990)","(17.0, 22.0, 21.25)","(31.0, 48.0, 46.666666666666664)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:25.619709,"(2.5, 3.75, 3.646551724137931)","(3.6, 4.1, 3.9772727272727275)","(5.5, 6.8, 6.5120000000000005)","(101.0, 220.0, 180.0)","(17.0, 21.0, 19.833333333333332)","(101.0, 520.0, 380.0)","(5.0, 99999, 99990)","(17.0, 22.0, 34.92857142857143)","(31.0, 48.0, 47.25)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:26.980831,"(2.5, 3.75, 3.646551724137931)","(3.6, 4.1, 3.9772727272727275)","(5.5, 6.8, 6.271641791044776)","(101.0, 220.0, 185.0)","(17.0, 21.0, 19.666666666666668)","(101.0, 500.0, 390.0)","(5.0, 99999, 99990)","(17.0, 36.0, 34.92857142857143)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:28.296137,"(2.5, 3.75, 3.646551724137931)","(3.6, 4.1, 3.9772727272727275)","(5.5, 6.6, 6.250793650793651)","(101.0, 200.0, 190.0)","(17.0, 20.0, 19.625)","(101.0, 480.0, 332.72727272727275)","(5.0, 99999, 99990)","(17.0, 36.0, 32.75)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:29.988552,"(2.5, 3.75, 3.653225806451613)","(3.6, 4.1, 3.9642857142857144)","(5.5, 6.6, 6.250793650793651)","(101.0, 200.0, 190.0)","(17.0, 20.0, 19.625)","(101.0, 480.0, 351.42857142857144)","(5.0, 99999, 99990)","(17.0, 36.0, 32.75)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:31.545887,"(2.5, 3.75, 3.653225806451613)","(3.6, 4.1, 3.9642857142857144)","(5.5, 6.6, 6.207142857142857)","(101.0, 200.0, 189.0909090909091)","(17.0, 20.0, 19.75)","(101.0, 480.0, 351.42857142857144)","(5.0, 99999, 99990)","(17.0, 36.0, 32.75)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:33.178984,"(2.5, 3.75, 3.716666666666667)","(3.6, 4.1, 3.9642857142857144)","(5.5, 6.6, 6.310526315789474)","(101.0, 200.0, 189.0909090909091)","(17.0, 21.0, 19.75)","(101.0, 480.0, 345.7142857142857)","(5.0, 99999, 99990)","(17.0, 36.0, 27.5)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.470588235294116)"
10-01-2023 19:52:34.857703,"(2.5, 3.75, 3.716666666666667)","(3.6, 4.1, 3.9642857142857144)","(5.5, 6.6, 6.310526315789474)","(101.0, 200.0, 189.0909090909091)","(17.0, 21.0, 19.75)","(101.0, 460.0, 332.0)","(5.0, 99999, 99990)","(17.0, 32.0, 27.09090909090909)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.5)"
10-01-2023 19:52:36.390536,"(2.5, 3.85, 3.65)","(3.6, 4.1, 3.9642857142857144)","(5.5, 6.6, 6.310526315789474)","(101.0, 200.0, 188.0)","(17.0, 21.0, 19.75)","(101.0, 460.0, 375.0)","(5.0, 99999, 99990)","(17.0, 32.0, 29.416666666666668)","(31.0, 48.0, 46.5)","(31.0, 42.0, 40.90909090909091)"
10-01-2023 19:52:37.981272,"(2.5, 3.8, 3.65)","(3.6, 4.1, 3.9642857142857144)","(5.5, 6.6, 6.310526315789474)","(101.0, 200.0, 148.57142857142858)","(17.0, 21.0, 19.75)","(101.0, 450.0, 365.0)","(5.0, 99999, 99990)","(17.0, 30.0, 26.85)","(31.0, 48.0, 46.5)","(31.0, 42.0, 40.90909090909091)"
10-01-2023 19:52:39.373614,"(2.5, 3.8, 3.6666666666666665)","(3.6, 4.1, 3.968)","(5.5, 6.6, 6.310526315789474)","(101.0, 200.0, 147.14285714285714)","(17.0, 21.0, 19.75)","(101.0, 430.0, 373.3333333333333)","(5.0, 99999, 99990)","(17.0, 30.0, 28.5)","(31.0, 48.0, 46.5)","(31.0, 44.0, 38.285714285714285)"
10-01-2023 19:52:40.868697,"(2.5, 3.8, 3.6666666666666665)","(3.6, 4.1, 3.966666666666667)","(5.5, 6.6, 6.310526315789474)","(101.0, 190.0, 146.25)","(17.0, 21.0, 19.75)","(101.0, 410.0, 373.3333333333333)","(5.0, 99999, 99990)","(17.0, 29.0, 28.5)","(31.0, 48.0, 46.5)","(31.0, 44.0, 38.285714285714285)"
10-01-2023 19:52:42.197750,"(2.6, 3.8, 3.6666666666666665)","(3.5, 4.1, 3.966666666666667)","(5.0, 6.6, 6.310526315789474)","(101.0, 190.0, 146.25)","(16.0, 21.0, 19.75)","(101.0, 410.0, 331.42857142857144)","(5.0, 99999, 99990)","(18.0, 29.0, 28.5)","(31.0, 48.0, 46.5)","(31.0, 44.0, 40.5)"
10-01-2023 19:52:43.467381,"(2.6, 3.8, 3.7)","(3.5, 4.1, 3.9641509433962265)","(5.0, 6.6, 6.310526315789474)","(101.0, 190.0, 146.25)","(16.0, 21.0, 19.65)","(101.0, 410.0, 320.0)","(5.0, 99999, 99990)","(18.0, 29.0, 28.5)","(31.0, 48.0, 46.5)","(31.0, 42.0, 40.5)"
10-01-2023 19:52:44.738249,"(2.6, 3.8, 3.7852941176470587)","(3.5, 4.1, 3.9641509433962265)","(5.0, 6.6, 6.310526315789474)","(101.0, 190.0, 146.25)","(16.0, 21.0, 19.666666666666668)","(101.0, 410.0, 320.0)","(5.0, 99999, 99990)","(18.0, 29.0, 25.23076923076923)","(31.0, 48.0, 46.5)","(31.0, 42.0, 40.5)"
10-01-2023 19:52:46.067590,"(2.6, 3.65, 3.6416666666666666)","(3.5, 4.1, 3.9641509433962265)","(5.0, 6.6, 6.310526315789474)","(101.0, 190.0, 148.33333333333334)","(16.0, 21.0, 19.666666666666668)","(101.0, 410.0, 320.0)","(5.0, 99999, 99990)","(18.0, 32.0, 28.75)","(31.0, 48.0, 46.5)","(31.0, 42.0, 39.368421052631575)"
10-01-2023 19:52:47.430365,"(2.6, 3.65, 3.6423076923076922)","(3.5, 4.1, 3.9641509433962265)","(5.0, 6.6, 6.294444444444444)","(101.0, 190.0, 148.33333333333334)","(16.0, 21.0, 20.25)","(101.0, 410.0, 320.0)","(5.0, 99999, 99990)","(18.0, 30.0, 25.833333333333332)","(31.0, 48.0, 46.666666666666664)","(31.0, 44.0, 37.68421052631579)"
10-01-2023 19:52:48.761742,"(2.6, 3.85, 3.8142857142857145)","(3.5, 4.1, 3.9344827586206894)","(5.0, 6.6, 6.294444444444444)","(101.0, 190.0, 150.0)","(16.0, 21.0, 20.25)","(101.0, 410.0, 322.0)","(5.0, 99999, 99990)","(18.0, 30.0, 25.90909090909091)","(31.0, 48.0, 46.666666666666664)","(31.0, 44.0, 36.94117647058823)"
10-01-2023 19:52:50.123899,"(2.6, 3.95, 3.81)","(3.5, 4.1, 3.9350877192982456)","(5.0, 6.6, 6.294444444444444)","(101.0, 190.0, 150.0)","(16.0, 21.0, 20.25)","(101.0, 410.0, 350.0)","(5.0, 99999, 99990)","(18.0, 30.0, 27.666666666666668)","(31.0, 48.0, 46.666666666666664)","(31.0, 44.0, 39.0)"
10-01-2023 19:52:51.524664,"(2.6, 3.95, 3.9071428571428575)","(3.5, 4.1, 3.932142857142857)","(5.0, 6.6, 6.290140845070423)","(101.0, 190.0, 148.33333333333334)","(16.0, 21.0, 20.25)","(101.0, 400.0, 336.0)","(5.0, 99999, 99990)","(18.0, 29.0, 27.666666666666668)","(31.0, 48.0, 46.666666666666664)","(31.0, 42.0, 37.333333333333336)"
10-01-2023 19:52:53.012789,"(2.6, 3.95, 3.92)","(3.5, 4.1, 3.932142857142857)","(5.0, 6.6, 6.290140845070423)","(101.0, 190.0, 148.33333333333334)","(16.0, 21.0, 20.25)","(101.0, 390.0, 340.0)","(5.0, 99999, 99990)","(18.0, 29.0, 25.5)","(31.0, 48.0, 46.666666666666664)","(31.0, 42.0, 37.333333333333336)"
10-01-2023 19:52:54.316421,"(2.6, 3.95, 3.92)","(3.5, 4.1, 3.932142857142857)","(5.0, 6.6, 6.290140845070423)","(101.0, 190.0, 148.33333333333334)","(16.0, 21.0, 20.25)","(101.0, 380.0, 340.0)","(5.0, 99999, 99990)","(18.0, 30.0, 27.75)","(31.0, 48.0, 46.5)","(31.0, 42.0, 38.4)"
10-01-2023 19:52:55.664314,"(2.6, 3.95, 3.89)","(3.5, 4.1, 3.904166666666667)","(5.0, 6.6, 6.77)","(101.0, 190.0, 131.66666666666666)","(16.0, 21.0, 20.25)","(101.0, 380.0, 356.0)","(5.0, 99999, 99990)","(18.0, 29.0, 22.112676056338028)","(31.0, 48.0, 45.42857142857143)","(31.0, 42.0, 30.857142857142858)"
10-01-2023 19:52:57.040365,"(2.6, 4.0, 3.69)","(3.5, 4.1, 3.9591836734693877)","(5.0, 6.8, 6.787878787878788)","(101.0, 190.0, 131.66666666666666)","(16.0, 21.0, 20.25)","(101.0, 370.0, 356.0)","(5.0, 99999, 99990)","(18.0, 24.0, 22.11111111111111)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.21052631578947)"
10-01-2023 19:52:58.334325,"(2.6, 3.95, 3.7530303030303034)","(3.5, 4.1, 3.9591836734693877)","(5.0, 6.8, 6.892134831460674)","(101.0, 190.0, 131.66666666666666)","(16.0, 21.0, 23.666666666666668)","(101.0, 370.0, 356.0)","(5.0, 99999, 99990)","(18.0, 24.0, 22.11111111111111)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.21052631578947)"
10-01-2023 19:52:59.669193,"(2.6, 3.95, 3.69)","(3.5, 4.1, 3.9152173913043478)","(5.0, 7.0, 6.938888888888889)","(101.0, 190.0, 131.66666666666666)","(16.0, 32.0, 27.384615384615387)","(101.0, 370.0, 356.0)","(5.0, 99999, 99990)","(18.0, 24.0, 22.5)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.18181818181818)"
10-01-2023 19:53:00.919222,"(2.6, 3.65, 3.6392857142857142)","(3.5, 4.0, 3.9152173913043478)","(5.0, 7.0, 6.938888888888889)","(101.0, 190.0, 140.0)","(16.0, 32.0, 27.76923076923077)","(101.0, 370.0, 344.0)","(5.0, 99999, 99990)","(18.0, 23.0, 22.5)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.72727272727273)"
10-01-2023 19:53:02.211705,"(2.6, 3.65, 3.6425925925925924)","(3.5, 4.0, 3.9464285714285716)","(5.0, 7.2, 7.069767441860465)","(101.0, 190.0, 186.66666666666669)","(16.0, 32.0, 25.2)","(101.0, 370.0, 326.6666666666667)","(5.0, 99999, 99990)","(18.0, 23.0, 22.210526315789473)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.869565217391305)"
10-01-2023 19:53:03.534287,"(2.6, 3.65, 3.646)","(3.5, 3.85, 3.8169270833333333)","(5.0, 7.2, 7.069767441860465)","(101.0, 220.0, 160.0)","(16.0, 34.0, 27.5)","(101.0, 370.0, 326.6666666666667)","(5.0, 99999, 99990)","(18.0, 24.0, 22.210526315789473)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.869565217391305)"
10-01-2023 19:53:04.887373,"(2.6, 3.65, 3.646)","(3.5, 3.85, 3.7739520958083834)","(5.0, 7.2, 7.05631067961165)","(101.0, 220.0, 180.0)","(16.0, 32.0, 26.666666666666668)","(101.0, 370.0, 326.6666666666667)","(5.0, 99999, 99990)","(18.0, 24.0, 22.210526315789473)","(31.0, 48.0, 45.42857142857143)","(31.0, 36.0, 32.869565217391305)"
10-01-2023 19:53:06.304833,"(2.6, 3.65, 3.646)","(3.5, 3.85, 3.7739520958083834)","(5.0, 7.2, 7.191111111111112)","(101.0, 210.0, 210.0)","(16.0, 32.0, 29.666666666666668)","(101.0, 370.0, 344.0)","(5.0, 99999, 99990)","(18.0, 24.0, 22.256410256410255)","(31.0, 48.0, 46.0)","(31.0, 36.0, 33.23076923076923)"
10-01-2023 19:53:07.554990,"(2.6, 3.65, 3.6473684210526316)","(3.5, 3.85, 3.7794444444444446)","(5.0, 7.4, 7.18876404494382)","(101.0, 220.0, 220.0)","(16.0, 32.0, 28.0)","(101.0, 370.0, 600.0)","(5.0, 99999, 99990)","(18.0, 24.0, 22.256410256410255)","(31.0, 48.0, 46.0)","(31.0, 36.0, 32.869565217391305)"
10-01-2023 19:53:08.761123,"(2.6, 3.65, 3.6473684210526316)","(3.5, 3.85, 3.7794444444444446)","(5.0, 7.4, 7.18876404494382)","(101.0, 230.0, 220.0)","(16.0, 32.0, 28.0)","(101.0, 690.0, 540.0)","(5.0, 99999, 99990)","(18.0, 24.0, 22.256410256410255)","(31.0, 48.0, 46.0)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:09.935533,"(2.6, 3.85, 3.8333333333333335)","(3.5, 3.85, 3.8457831325301206)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 32.0, 28.0)","(101.0, 690.0, 491.42857142857144)","(4.8, 99999, 99990)","(18.0, 24.0, 22.256410256410255)","(31.0, 48.0, 46.0)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:11.142899,"(2.6, 3.85, 3.830769230769231)","(3.5, 3.9, 3.7181818181818183)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 32.0, 27.6)","(101.0, 680.0, 526.6666666666667)","(4.8, 99999, 99990)","(18.0, 24.0, 22.3125)","(31.0, 48.0, 55.5)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:12.312155,"(2.6, 3.85, 3.830769230769231)","(3.5, 3.9, 3.71875)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 34.0, 27.0)","(101.0, 670.0, 450.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.3125)","(31.0, 60.0, 51.81818181818182)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:13.520718,"(2.6, 3.85, 3.8214285714285716)","(3.5, 3.9, 3.71875)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 34.0, 27.333333333333332)","(101.0, 660.0, 506.6666666666667)","(4.8, 99999, 99990)","(18.0, 24.0, 22.3125)","(31.0, 60.0, 50.0)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:14.822131,"(2.6, 3.85, 3.7222222222222223)","(3.5, 3.9, 3.71875)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 30.0, 27.333333333333332)","(101.0, 640.0, 552.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.3125)","(31.0, 60.0, 50.0)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:16.097474,"(2.6, 3.85, 3.7222222222222223)","(3.5, 3.9, 3.7512820512820513)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 30.0, 27.5)","(101.0, 630.0, 536.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.3125)","(31.0, 60.0, 50.0)","(31.0, 36.0, 32.57142857142857)"
