,Alcatraz Flash,Django Unleashed,Deceiving,Hooked On Sal,Prince Stimo,Three Putt Par,Cookie Cotton,Time For Tina
14-12-2022 12:04:21.015884,"(4.4, 5.1, 5.063265306122449)","(1.65, 2.08, 2.0433333333333334)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.0, 10.852941176470589)","(41.0, 75.0, 72.6923076923077)","(11.0, 14.5, 14.371428571428572)","(14.0, 22.0, 22.11764705882353)","(12.0, 12.5, 12.368421052631579)"
14-12-2022 12:04:22.167982,"(4.4, 5.1, 5.0874999999999995)","(1.65, 2.04, 2.027142857142857)","(41.0, 95.0, 84.88095238095238)","(9.0, 11.0, 10.984848484848484)","(41.0, 75.0, 72.14285714285714)","(11.0, 15.0, 14.405405405405405)","(14.0, 23.0, 22.357142857142858)","(12.0, 12.5, 12.371794871794872)"
14-12-2022 12:04:23.292692,"(4.4, 5.1, 5.0874999999999995)","(1.65, 2.06, 2.0241509433962266)","(41.0, 95.0, 84.1025641025641)","(9.0, 11.5, 10.909090909090908)","(41.0, 75.0, 72.5)","(11.0, 15.0, 14.405405405405405)","(14.0, 23.0, 22.28)","(12.0, 12.5, 12.414285714285715)"
14-12-2022 12:04:24.490912,"(4.4, 5.1, 5.0874999999999995)","(1.65, 2.04, 2.0391262135922332)","(41.0, 95.0, 84.1025641025641)","(9.0, 11.5, 11.1875)","(41.0, 75.0, 72.5)","(11.0, 15.0, 14.405405405405405)","(14.0, 23.0, 22.28)","(12.0, 12.5, 12.318181818181818)"
14-12-2022 12:04:25.561331,"(4.4, 5.1, 5.051851851851851)","(1.65, 2.04, 2.033571428571429)","(41.0, 95.0, 84.1025641025641)","(9.0, 11.5, 11.05)","(41.0, 75.0, 72.6923076923077)","(11.0, 15.0, 14.405405405405405)","(14.0, 23.0, 22.166666666666668)","(12.0, 12.5, 12.264150943396226)"
14-12-2022 12:04:26.649642,"(4.4, 5.1, 5.012121212121212)","(1.65, 2.04, 2.033571428571429)","(41.0, 95.0, 83.51351351351352)","(9.0, 11.5, 11.242857142857144)","(41.0, 75.0, 72.6923076923077)","(11.0, 15.0, 14.45)","(14.0, 23.0, 22.166666666666668)","(12.0, 12.5, 12.264150943396226)"
14-12-2022 12:04:27.766085,"(4.4, 5.1, 5.012121212121212)","(1.65, 2.06, 2.026386554621849)","(41.0, 95.0, 84.88095238095238)","(9.0, 11.5, 11.242857142857144)","(41.0, 75.0, 72.5)","(11.0, 15.0, 14.357142857142858)","(14.0, 23.0, 22.166666666666668)","(12.0, 12.5, 12.264150943396226)"
14-12-2022 12:04:28.858035,"(4.4, 5.1, 5.007936507936508)","(1.7, 2.06, 2.028)","(41.0, 95.0, 83.81578947368422)","(9.0, 11.5, 11.242857142857144)","(41.0, 75.0, 72.5)","(11.0, 15.0, 14.4)","(14.0, 23.0, 21.916666666666668)","(11.0, 12.5, 12.276785714285714)"
14-12-2022 12:04:29.916856,"(4.4, 5.1, 5.012121212121212)","(1.7, 2.06, 2.0289922480620155)","(41.0, 95.0, 83.81578947368422)","(9.0, 11.5, 11.243589743589745)","(41.0, 75.0, 72.5)","(11.0, 15.0, 14.28125)","(14.0, 23.0, 22.357142857142858)","(11.0, 12.5, 12.264150943396226)"
14-12-2022 12:04:30.943666,"(4.4, 5.1, 4.996)","(1.7, 2.06, 2.047175572519084)","(41.0, 90.0, 87.5)","(9.0, 11.5, 11.091836734693878)","(41.0, 75.0, 72.6923076923077)","(11.0, 14.5, 14.28125)","(14.0, 23.0, 22.583333333333332)","(11.0, 12.5, 12.264150943396226)"
14-12-2022 12:04:31.933517,"(4.4, 5.1, 4.988888888888889)","(1.7, 2.06, 2.0479136690647484)","(41.0, 90.0, 87.5)","(9.0, 11.5, 11.09322033898305)","(41.0, 75.0, 72.27272727272727)","(11.0, 14.5, 14.243243243243244)","(14.0, 23.0, 22.583333333333332)","(11.0, 12.5, 12.157894736842104)"
14-12-2022 12:04:32.923719,"(4.4, 5.0, 4.915)","(1.7, 2.08, 2.0644444444444443)","(41.0, 90.0, 87.5)","(9.0, 11.5, 11.057692307692308)","(41.0, 75.0, 72.0)","(11.0, 14.5, 14.236842105263158)","(14.0, 23.0, 21.962962962962962)","(11.0, 12.5, 12.13953488372093)"
14-12-2022 12:04:33.929672,"(4.4, 5.0, 4.915384615384616)","(1.7, 2.1, 2.0876363636363635)","(41.0, 90.0, 84.16666666666667)","(9.0, 11.5, 11.057692307692308)","(41.0, 75.0, 72.0)","(11.0, 14.5, 14.25)","(14.0, 23.0, 21.727272727272727)","(11.0, 12.5, 12.235294117647058)"
14-12-2022 12:04:34.999533,"(4.4, 5.0, 4.9071428571428575)","(1.7, 2.1, 2.084788732394366)","(41.0, 90.0, 84.16666666666667)","(9.0, 11.5, 11.037037037037036)","(41.0, 75.0, 72.27272727272727)","(11.0, 14.5, 14.425)","(14.0, 23.0, 22.875)","(11.0, 12.5, 12.073529411764707)"
14-12-2022 12:04:36.004929,"(4.4, 4.9, 4.881081081081081)","(1.7, 2.08, 2.0751724137931036)","(41.0, 85.0, 84.16666666666667)","(9.0, 11.5, 11.065217391304348)","(41.0, 75.0, 72.27272727272727)","(11.0, 14.5, 14.425)","(14.0, 23.0, 22.875)","(11.0, 12.5, 12.118421052631579)"
14-12-2022 12:04:37.020031,"(4.4, 4.9, 4.8612244897959185)","(1.7, 2.1, 2.077857142857143)","(41.0, 85.0, 84.11764705882354)","(9.0, 11.5, 11.173469387755102)","(41.0, 75.0, 72.0)","(11.0, 14.5, 14.447368421052632)","(14.0, 23.0, 23.352941176470587)","(11.0, 12.5, 12.118421052631579)"
14-12-2022 12:04:38.071662,"(4.4, 4.9, 4.8392156862745095)","(1.7, 2.1, 2.081764705882353)","(41.0, 90.0, 86.0)","(9.0, 11.5, 11.173469387755102)","(41.0, 75.0, 72.0)","(11.0, 14.5, 14.447368421052632)","(14.0, 24.0, 22.11764705882353)","(11.0, 12.5, 12.118421052631579)"
14-12-2022 12:04:39.105580,"(4.4, 4.9, 4.8244897959183675)","(1.7, 2.1, 2.077391304347826)","(41.0, 90.0, 84.28571428571429)","(9.0, 11.5, 11.173469387755102)","(41.0, 75.0, 72.27272727272727)","(11.0, 14.5, 13.925925925925926)","(14.0, 23.0, 21.833333333333332)","(11.0, 12.5, 11.988549618320612)"
14-12-2022 12:04:40.136498,"(4.4, 4.9, 4.804545454545455)","(1.7, 2.14, 2.1383699059561128)","(41.0, 90.0, 84.66666666666667)","(9.0, 11.5, 11.117021276595745)","(41.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.979166666666666)","(14.0, 22.0, 21.352941176470587)","(11.0, 12.0, 12.32258064516129)"
14-12-2022 12:04:41.229575,"(4.4, 4.8, 4.790909090909091)","(1.7, 2.14, 2.139803278688525)","(41.0, 85.0, 83.75)","(9.0, 11.5, 11.1)","(41.0, 75.0, 70.71428571428571)","(11.0, 14.0, 14.320512820512821)","(14.0, 22.0, 21.24137931034483)","(11.0, 12.5, 12.303571428571429)"
14-12-2022 12:04:42.349380,"(4.2, 4.8, 4.78974358974359)","(1.7, 2.14, 2.1396350364963506)","(41.0, 85.0, 83.75)","(9.0, 11.5, 10.94186046511628)","(41.0, 75.0, 70.71428571428571)","(11.0, 14.5, 14.397058823529411)","(14.0, 22.0, 21.12)","(11.0, 12.5, 12.393939393939394)"
14-12-2022 12:04:43.449366,"(4.2, 4.9, 4.842857142857143)","(1.7, 2.14, 2.1397003745318353)","(41.0, 85.0, 83.75)","(9.0, 11.5, 10.583333333333334)","(41.0, 70.0, 67.85714285714286)","(11.0, 14.5, 14.281609195402298)","(14.0, 22.0, 21.12)","(11.0, 13.0, 12.425)"
14-12-2022 12:04:44.602431,"(4.2, 4.9, 4.837931034482759)","(1.7, 2.16, 2.140289855072464)","(41.0, 85.0, 83.75)","(9.0, 11.0, 10.710843373493976)","(41.0, 70.0, 67.85714285714286)","(11.0, 14.5, 14.28888888888889)","(14.0, 22.0, 21.24137931034483)","(11.0, 13.0, 12.465116279069768)"
14-12-2022 12:04:45.680100,"(4.2, 4.9, 4.841304347826087)","(1.7, 2.16, 2.140289855072464)","(41.0, 85.0, 83.75)","(9.0, 11.0, 10.491666666666667)","(41.0, 70.0, 67.0)","(11.0, 14.5, 14.279069767441861)","(14.0, 22.0, 20.666666666666668)","(11.0, 13.0, 12.384615384615385)"
14-12-2022 12:04:46.778110,"(4.2, 4.8, 4.7936507936507935)","(1.7, 2.2, 2.186666666666667)","(41.0, 85.0, 83.75)","(9.0, 10.5, 10.661971830985916)","(41.0, 70.0, 67.0)","(11.0, 14.5, 14.279069767441861)","(14.0, 22.0, 20.666666666666668)","(11.0, 12.5, 12.476190476190476)"
14-12-2022 12:04:47.837779,"(4.2, 4.8, 4.735294117647059)","(1.7, 2.2, 2.1805000000000003)","(41.0, 85.0, 83.75)","(9.0, 11.0, 10.661971830985916)","(41.0, 70.0, 67.5)","(11.0, 14.5, 14.270114942528735)","(14.0, 22.0, 20.666666666666668)","(11.0, 12.5, 12.944444444444445)"
14-12-2022 12:04:48.913757,"(4.2, 4.8, 4.717241379310345)","(1.7, 2.2, 2.1867857142857146)","(41.0, 85.0, 83.75)","(9.0, 10.5, 10.4375)","(41.0, 70.0, 67.5)","(11.0, 14.5, 14.270114942528735)","(14.0, 22.0, 20.666666666666668)","(11.0, 13.0, 12.62962962962963)"
14-12-2022 12:04:49.973647,"(4.2, 4.8, 4.7093750000000005)","(1.7, 2.2, 2.1901333333333337)","(41.0, 85.0, 83.75)","(9.0, 10.5, 10.423076923076923)","(41.0, 70.0, 67.5)","(11.0, 14.5, 14.270114942528735)","(14.0, 22.0, 20.666666666666668)","(11.0, 13.0, 12.62962962962963)"
14-12-2022 12:04:51.019553,"(4.2, 4.8, 4.724324324324324)","(1.7, 2.18, 2.157058823529412)","(41.0, 85.0, 83.75)","(9.0, 10.5, 10.435897435897436)","(41.0, 70.0, 67.27272727272727)","(11.0, 14.5, 14.279069767441861)","(14.0, 22.0, 20.88888888888889)","(11.0, 13.0, 12.641509433962264)"
14-12-2022 12:04:52.110028,"(4.2, 4.8, 4.745833333333333)","(1.7, 2.18, 2.1492857142857145)","(41.0, 85.0, 83.75)","(9.0, 10.5, 10.45945945945946)","(41.0, 70.0, 66.66666666666667)","(11.0, 14.5, 14.279069767441861)","(14.0, 22.0, 20.78787878787879)","(11.0, 13.0, 12.652173913043478)"
14-12-2022 12:04:53.201876,"(4.2, 4.9, 4.825)","(1.7, 2.14, 2.139806763285024)","(41.0, 85.0, 83.75)","(9.0, 10.5, 10.428571428571429)","(41.0, 70.0, 67.14285714285714)","(11.0, 14.5, 14.369918699186991)","(14.0, 22.0, 20.666666666666668)","(11.0, 13.0, 12.612244897959183)"
14-12-2022 12:04:54.305720,"(4.2, 4.9, 4.813793103448276)","(1.75, 2.14, 2.139900497512438)","(41.0, 85.0, 83.88888888888889)","(9.0, 10.5, 10.351063829787234)","(41.0, 70.0, 67.14285714285714)","(11.0, 14.5, 14.425)","(14.0, 21.0, 20.083333333333332)","(11.0, 13.0, 12.641509433962264)"
14-12-2022 12:04:55.405172,"(4.2, 4.9, 4.822580645161291)","(1.75, 2.16, 2.1531428571428575)","(41.0, 95.0, 87.72727272727272)","(9.0, 10.5, 10.661764705882353)","(41.0, 70.0, 66.92307692307692)","(11.0, 14.5, 14.450980392156863)","(14.0, 21.0, 19.956521739130434)","(11.0, 13.0, 12.59322033898305)"
14-12-2022 12:04:56.495576,"(4.2, 4.9, 4.815942028985508)","(1.75, 2.16, 2.1451162790697675)","(41.0, 95.0, 85.66666666666667)","(9.0, 11.0, 10.573529411764707)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.450980392156863)","(14.0, 21.0, 19.88888888888889)","(11.0, 13.0, 12.479452054794521)"
14-12-2022 12:04:57.620959,"(4.2, 4.8, 4.742307692307692)","(1.75, 2.16, 2.144604810996564)","(41.0, 95.0, 85.66666666666667)","(9.0, 11.0, 10.590909090909092)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.49090909090909)","(14.0, 21.0, 19.838709677419356)","(11.0, 13.0, 12.472972972972974)"
14-12-2022 12:04:58.747555,"(4.2, 4.8, 4.7441176470588236)","(1.75, 2.16, 2.145214521452145)","(41.0, 95.0, 85.66666666666667)","(9.0, 11.0, 10.590909090909092)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.49090909090909)","(14.0, 21.0, 19.838709677419356)","(11.0, 12.5, 12.472972972972974)"
14-12-2022 12:04:59.880903,"(4.2, 4.8, 4.74375)","(1.75, 2.16, 2.142086956521739)","(41.0, 95.0, 85.66666666666667)","(9.0, 11.0, 10.50462962962963)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.49090909090909)","(14.0, 21.0, 19.838709677419356)","(11.0, 12.5, 12.507042253521126)"
14-12-2022 12:05:00.983071,"(4.2, 4.8, 4.735714285714286)","(1.75, 2.16, 2.142086956521739)","(41.0, 95.0, 85.66666666666667)","(9.0, 11.0, 10.505)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.5)","(14.0, 21.0, 19.92)","(11.0, 13.0, 12.424242424242424)"
14-12-2022 12:05:02.099576,"(4.2, 4.8, 4.754430379746835)","(1.75, 2.16, 2.1418032786885246)","(41.0, 95.0, 85.66666666666667)","(9.0, 11.0, 10.504854368932039)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.5)","(14.0, 21.0, 20.15)","(11.0, 13.0, 12.359060402684564)"
14-12-2022 12:05:03.297331,"(4.2, 4.8, 4.759090909090909)","(1.75, 2.16, 2.143809523809524)","(41.0, 95.0, 83.33333333333333)","(9.0, 11.0, 10.504854368932039)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.508771929824562)","(14.0, 21.0, 20.15)","(11.0, 12.5, 12.116666666666667)"
14-12-2022 12:05:04.456603,"(4.2, 4.8, 4.759090909090909)","(1.75, 2.16, 2.143809523809524)","(41.0, 95.0, 83.33333333333333)","(9.0, 11.0, 10.527777777777779)","(41.0, 70.0, 66.92307692307692)","(11.0, 15.0, 14.471698113207546)","(14.0, 21.0, 20.15)","(11.0, 12.5, 12.12962962962963)"
14-12-2022 12:05:05.611584,"(4.2, 4.8, 4.759090909090909)","(1.75, 2.16, 2.1409345794392522)","(41.0, 95.0, 83.33333333333333)","(9.0, 11.0, 10.526315789473685)","(41.0, 70.0, 67.14285714285714)","(11.0, 15.0, 14.53968253968254)","(14.0, 21.0, 20.089285714285715)","(11.0, 12.5, 12.17741935483871)"
14-12-2022 12:05:06.813363,"(4.2, 4.8, 4.759090909090909)","(1.75, 2.14, 2.1481081081081084)","(41.0, 95.0, 81.25)","(9.0, 11.0, 10.55)","(41.0, 70.0, 67.14285714285714)","(11.0, 15.0, 14.516666666666666)","(14.0, 21.0, 19.875)","(11.0, 12.5, 12.205882352941176)"
14-12-2022 12:05:07.951043,"(4.2, 4.8, 4.779166666666667)","(1.75, 2.16, 2.1428125000000002)","(41.0, 95.0, 84.6875)","(9.0, 11.0, 10.907407407407407)","(41.0, 70.0, 67.5)","(11.0, 15.0, 14.469696969696969)","(14.0, 20.0, 20.217391304347824)","(11.0, 12.5, 12.023076923076923)"
14-12-2022 12:05:09.103612,"(4.2, 4.8, 4.703636363636364)","(1.75, 2.14, 2.122962962962963)","(41.0, 95.0, 81.25)","(9.0, 11.0, 11.078947368421053)","(41.0, 70.0, 68.33333333333333)","(11.0, 15.0, 14.442857142857143)","(14.0, 21.0, 20.47826086956522)","(10.0, 12.5, 12.191943127962086)"
14-12-2022 12:05:10.259854,"(4.2, 4.8, 4.671065989847715)","(1.75, 2.14, 2.117931034482759)","(41.0, 95.0, 82.42857142857143)","(9.0, 11.5, 11.214285714285714)","(41.0, 70.0, 68.33333333333333)","(11.0, 15.0, 14.442857142857143)","(14.0, 21.0, 20.47826086956522)","(10.0, 12.5, 12.191943127962086)"
14-12-2022 12:05:11.365940,"(4.2, 4.8, 4.66043956043956)","(1.75, 2.12, 2.102823529411765)","(41.0, 95.0, 82.42857142857143)","(9.0, 11.5, 11.2375)","(41.0, 70.0, 69.0909090909091)","(11.0, 15.0, 14.469696969696969)","(14.0, 22.0, 20.53846153846154)","(10.0, 12.5, 12.169724770642201)"
14-12-2022 12:05:12.533564,"(4.2, 4.8, 4.66043956043956)","(1.75, 2.12, 2.1153846153846154)","(41.0, 95.0, 81.25)","(9.0, 11.5, 11.243589743589743)","(41.0, 70.0, 69.0909090909091)","(11.0, 15.0, 14.469696969696969)","(14.0, 22.0, 20.53846153846154)","(10.0, 12.5, 12.154708520179373)"
14-12-2022 12:05:13.658437,"(4.2, 4.8, 4.664705882352941)","(1.75, 2.12, 2.1165517241379312)","(41.0, 95.0, 80.12820512820512)","(9.0, 11.5, 11.25)","(41.0, 70.0, 69.0)","(11.0, 15.0, 14.492753623188406)","(14.0, 22.0, 20.53846153846154)","(10.0, 12.5, 12.15625)"
14-12-2022 12:05:14.847204,"(4.2, 4.8, 4.664705882352941)","(1.75, 2.14, 2.1203125000000003)","(41.0, 95.0, 80.12820512820512)","(9.0, 11.5, 11.15)","(41.0, 70.0, 68.33333333333333)","(11.0, 15.0, 14.507042253521126)","(14.0, 22.0, 20.272727272727273)","(10.0, 12.5, 12.15)"
14-12-2022 12:05:16.032490,"(4.2, 4.8, 4.6725490196078425)","(1.75, 2.14, 2.106842105263158)","(41.0, 95.0, 80.12820512820512)","(9.0, 11.5, 11.195652173913043)","(41.0, 70.0, 69.0)","(11.0, 15.0, 14.642857142857142)","(14.0, 22.0, 20.689655172413794)","(10.0, 12.5, 12.133333333333333)"
14-12-2022 12:05:17.140359,"(4.2, 4.8, 4.680184331797235)","(1.75, 2.14, 2.1131914893617023)","(41.0, 95.0, 81.51162790697674)","(9.0, 11.5, 11.14864864864865)","(41.0, 70.0, 68.88888888888889)","(11.0, 15.0, 14.728260869565217)","(14.0, 22.0, 20.689655172413794)","(10.0, 12.5, 12.133333333333333)"
14-12-2022 12:05:18.251885,"(4.2, 4.7, 4.682075471698114)","(1.75, 2.14, 2.106842105263158)","(41.0, 95.0, 77.42424242424242)","(9.0, 11.5, 11.0)","(41.0, 70.0, 68.88888888888889)","(11.0, 15.0, 14.728260869565217)","(14.0, 22.0, 20.733333333333334)","(10.0, 12.5, 12.129807692307692)"
14-12-2022 12:05:19.408054,"(4.2, 4.7, 4.675)","(1.75, 2.14, 2.1145833333333335)","(41.0, 95.0, 83.55263157894737)","(9.0, 11.5, 10.987179487179487)","(41.0, 70.0, 69.0)","(11.0, 15.0, 14.728260869565217)","(14.0, 22.0, 20.733333333333334)","(10.0, 12.5, 12.129807692307692)"
14-12-2022 12:05:20.518491,"(4.2, 4.7, 4.691578947368421)","(1.75, 2.14, 2.1144444444444446)","(41.0, 95.0, 83.55263157894737)","(9.0, 11.0, 10.985714285714286)","(41.0, 70.0, 69.0)","(11.0, 15.0, 14.857142857142858)","(14.0, 22.0, 20.733333333333334)","(10.0, 12.5, 12.129807692307692)"
14-12-2022 12:05:21.607851,"(4.2, 4.7, 4.694565217391305)","(1.75, 2.14, 2.1144444444444446)","(41.0, 95.0, 83.55263157894737)","(9.0, 11.0, 10.985714285714286)","(41.0, 70.0, 69.0)","(11.0, 15.0, 14.838709677419354)","(14.0, 22.0, 20.733333333333334)","(10.0, 12.5, 12.13681592039801)"
14-12-2022 12:05:22.684371,"(4.2, 4.7, 4.694565217391305)","(1.75, 2.14, 2.1103225806451613)","(41.0, 95.0, 83.55263157894737)","(9.0, 11.0, 10.985714285714286)","(41.0, 70.0, 68.88888888888889)","(11.0, 15.0, 14.828125)","(14.0, 22.0, 20.733333333333334)","(10.0, 12.5, 12.13681592039801)"
14-12-2022 12:05:23.786984,"(4.2, 4.7, 4.694565217391305)","(1.75, 2.14, 2.1116923076923078)","(41.0, 95.0, 83.55263157894737)","(9.0, 11.0, 11.048387096774194)","(41.0, 70.0, 64.34782608695652)","(11.0, 15.0, 14.991935483870968)","(14.0, 22.0, 20.323529411764707)","(10.0, 12.5, 12.210526315789474)"
14-12-2022 12:05:24.924068,"(4.2, 4.8, 4.729483282674772)","(1.75, 2.12, 2.1138775510204084)","(41.0, 95.0, 81.40625)","(9.0, 11.5, 11.349462365591398)","(41.0, 65.0, 63.7037037037037)","(11.0, 15.0, 14.991935483870968)","(14.0, 22.0, 20.323529411764707)","(10.0, 12.5, 12.210526315789474)"
14-12-2022 12:05:26.043453,"(4.2, 4.8, 4.727927927927928)","(1.75, 2.12, 2.103720930232558)","(41.0, 95.0, 81.40625)","(9.0, 11.5, 10.886363636363637)","(41.0, 65.0, 63.51851851851852)","(11.0, 15.0, 14.991935483870968)","(14.0, 22.0, 20.323529411764707)","(10.0, 12.5, 12.23728813559322)"
14-12-2022 12:05:27.181122,"(4.2, 4.8, 4.716666666666667)","(1.75, 2.12, 2.1042696629213484)","(41.0, 95.0, 81.40625)","(9.0, 11.0, 10.76984126984127)","(41.0, 65.0, 63.26086956521739)","(11.0, 15.0, 15.359154929577464)","(14.0, 22.0, 20.254545454545454)","(10.0, 12.5, 12.352112676056338)"
14-12-2022 12:05:28.310258,"(4.0, 4.8, 4.787692307692308)","(1.75, 2.16, 2.1269565217391304)","(41.0, 95.0, 6692.666666666667)","(9.0, 12.0, 9998.5)","(41.0, 65.0, 9998.5)","(11.0, 15.5, 9998.5)","(14.0, 22.0, 9998.5)","(10.0, 12.5, 9998.5)"
14-12-2022 12:05:29.390817,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:30.469878,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:31.656273,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:32.849916,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:33.980928,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:35.118842,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:36.183324,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:37.330378,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:38.393901,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:39.478877,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
14-12-2022 12:05:40.511289,"(4.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
