,Daves Deal,Nighthawk Swift,Maxima,Homebush Bentley,Lucas Jewel,Diamond Georgio,Ginger Shaw,Its Better
08-12-2022 14:06:10.559805,"(1.9, 2.8, 2.7868131868131867)","(17.0, 28.0, 26.791666666666668)","(8.5, 9.2, 8.73125)","(41.0, 450.0, 105.88235294117646)","(10.0, 17.5, 17.026315789473685)","(10.0, 14.0, 13.6)","(13.0, 27.0, 26.942307692307693)","(3.3, 3.7, 3.6922077922077925)"
08-12-2022 14:06:12.314400,"(1.95, 2.8, 2.7868131868131867)","(17.0, 27.0, 26.791666666666668)","(8.0, 9.2, 8.73125)","(51.0, 450.0, 105.88235294117646)","(11.0, 17.5, 17.026315789473685)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:13.826325,"(1.95, 2.8, 2.7009836065573767)","(17.0, 27.0, 26.761904761904763)","(8.0, 9.2, 8.73125)","(51.0, 450.0, 105.88235294117646)","(11.0, 17.5, 17.026315789473685)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:15.515073,"(1.95, 2.76, 2.7282608695652177)","(17.0, 27.0, 26.72222222222222)","(8.0, 9.2, 8.833333333333334)","(51.0, 450.0, 142.22222222222223)","(11.0, 17.5, 17.026315789473685)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:16.931464,"(1.95, 2.74, 2.7282608695652177)","(17.0, 27.0, 26.72222222222222)","(8.0, 9.0, 8.862499999999999)","(51.0, 430.0, 137.77777777777777)","(11.0, 17.5, 17.026315789473685)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:18.385040,"(1.95, 2.74, 2.7282608695652177)","(17.0, 27.0, 26.72222222222222)","(8.0, 9.2, 8.862499999999999)","(51.0, 410.0, 145.0)","(11.0, 17.5, 16.93181818181818)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:19.811842,"(1.95, 2.74, 2.718108108108108)","(17.0, 27.0, 26.72222222222222)","(8.0, 9.2, 8.862499999999999)","(51.0, 400.0, 145.0)","(11.0, 17.5, 16.93181818181818)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:21.323930,"(1.95, 2.74, 2.718108108108108)","(17.0, 27.0, 24.125)","(8.0, 9.2, 8.862499999999999)","(51.0, 400.0, 145.0)","(11.0, 17.5, 16.93181818181818)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:22.834163,"(1.95, 2.74, 2.718108108108108)","(17.0, 25.0, 24.125)","(8.0, 9.2, 8.862499999999999)","(51.0, 400.0, 220.0)","(11.0, 17.5, 16.93181818181818)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.6922077922077925)"
08-12-2022 14:06:24.262424,"(1.95, 2.74, 2.700963855421687)","(17.0, 25.0, 24.125)","(8.0, 9.2, 8.862499999999999)","(51.0, 380.0, 220.0)","(11.0, 17.5, 17.202380952380953)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.67)"
08-12-2022 14:06:25.716674,"(1.95, 2.74, 2.700963855421687)","(17.0, 25.0, 24.125)","(8.0, 9.2, 8.833333333333332)","(51.0, 380.0, 220.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.67)"
08-12-2022 14:06:27.174078,"(1.95, 2.76, 2.6149253731343283)","(17.0, 25.0, 22.653846153846153)","(8.0, 9.2, 8.799999999999999)","(51.0, 380.0, 220.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 14.0, 13.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.7, 3.7282608695652173)"
08-12-2022 14:06:28.680521,"(2.0, 2.76, 2.6648571428571426)","(18.0, 25.0, 22.653846153846153)","(7.5, 9.2, 8.833333333333332)","(51.0, 380.0, 220.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 14.0, 12.146341463414634)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.7624999999999997)"
08-12-2022 14:06:30.148441,"(2.0, 2.76, 2.6648571428571426)","(18.0, 25.0, 23.0)","(7.5, 9.2, 9.364705882352942)","(51.0, 380.0, 220.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 12.097222222222221)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.788235294117647)"
08-12-2022 14:06:31.605197,"(2.0, 2.74, 2.7248648648648652)","(18.0, 25.0, 26.772727272727273)","(7.5, 9.4, 9.364705882352942)","(51.0, 380.0, 220.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 12.097222222222221)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.788235294117647)"
08-12-2022 14:06:33.049228,"(2.0, 2.74, 2.7248648648648652)","(18.0, 27.0, 26.772727272727273)","(7.5, 9.4, 9.364705882352942)","(51.0, 380.0, 242.5)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.72)"
08-12-2022 14:06:34.491834,"(2.0, 2.68, 2.677872340425532)","(18.0, 27.0, 26.772727272727273)","(7.5, 9.4, 9.364705882352942)","(51.0, 380.0, 200.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.7555555555555555)"
08-12-2022 14:06:36.027375,"(2.0, 2.68, 2.7156521739130435)","(18.0, 27.0, 26.772727272727273)","(7.5, 9.4, 9.345454545454546)","(51.0, 350.0, 190.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.742857142857143)"
08-12-2022 14:06:37.510225,"(2.05, 2.74, 2.7156521739130435)","(16.0, 27.0, 26.772727272727273)","(7.5, 9.4, 9.345454545454546)","(51.0, 330.0, 180.66666666666669)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.7914893617021277)"
08-12-2022 14:06:38.892602,"(2.05, 2.74, 2.7222222222222223)","(16.0, 27.0, 26.772727272727273)","(7.5, 9.4, 9.345454545454546)","(51.0, 330.0, 180.66666666666669)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.791111111111111)"
08-12-2022 14:06:40.284645,"(2.05, 2.74, 2.7222222222222223)","(16.0, 27.0, 26.772727272727273)","(7.5, 9.4, 9.52)","(51.0, 330.0, 53.75)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.8, 3.8464285714285715)"
08-12-2022 14:06:41.725269,"(2.05, 2.74, 2.7222222222222223)","(16.0, 27.0, 26.772727272727273)","(7.5, 9.6, 9.433333333333334)","(51.0, 55.0, 65.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:43.151123,"(2.05, 2.74, 2.6985185185185188)","(16.0, 27.0, 26.72222222222222)","(7.5, 9.6, 9.375)","(51.0, 85.0, 65.0)","(11.0, 17.5, 17.15277777777778)","(10.0, 12.5, 11.67142857142857)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:44.532701,"(2.05, 2.74, 2.7055172413793107)","(16.0, 27.0, 25.14814814814815)","(7.5, 9.6, 9.7)","(51.0, 85.0, 65.0)","(11.0, 17.5, 17.12121212121212)","(10.0, 12.5, 11.631578947368421)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:45.883029,"(2.05, 2.74, 2.7055172413793107)","(16.0, 27.0, 25.14814814814815)","(7.5, 9.8, 9.7)","(51.0, 85.0, 65.0)","(11.0, 17.5, 17.12121212121212)","(10.0, 12.5, 11.631578947368421)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:47.315985,"(2.05, 2.74, 2.712972972972973)","(16.0, 27.0, 25.863636363636363)","(7.5, 9.8, 9.7)","(51.0, 85.0, 65.0)","(11.0, 17.5, 17.12121212121212)","(10.0, 12.5, 11.631578947368421)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:48.758857,"(2.05, 2.74, 2.7042857142857146)","(16.0, 27.0, 25.863636363636363)","(7.5, 9.8, 9.8)","(51.0, 85.0, 65.0)","(11.0, 17.5, 16.647058823529413)","(10.0, 12.5, 10.6)","(15.0, 27.0, 26.942307692307693)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:50.187063,"(2.05, 2.74, 2.7042857142857146)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.6)","(51.0, 85.0, 65.0)","(11.0, 17.0, 16.435897435897434)","(10.0, 12.0, 10.75)","(15.0, 27.0, 26.384615384615383)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:51.542158,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.6)","(51.0, 85.0, 65.0)","(11.0, 17.0, 16.435897435897434)","(10.0, 12.0, 10.75)","(15.0, 28.0, 26.25)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:52.978086,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.6)","(51.0, 85.0, 65.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 12.0, 10.333333333333334)","(15.0, 28.0, 26.666666666666668)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:54.389898,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.857142857142858)","(7.5, 10.0, 9.6)","(51.0, 85.0, 65.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 12.0, 10.333333333333334)","(15.0, 27.0, 26.904761904761905)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:55.793014,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.857142857142858)","(7.5, 10.0, 9.6)","(51.0, 85.0, 65.0)","(11.0, 17.0, 16.4)","(9.0, 12.0, 10.333333333333334)","(15.0, 27.0, 26.935483870967744)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:57.469736,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.857142857142858)","(7.5, 10.0, 9.6)","(51.0, 85.0, 74.23076923076923)","(11.0, 17.0, 16.4)","(9.0, 12.0, 10.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:06:59.061275,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.6)","(51.0, 85.0, 80.0)","(11.0, 17.0, 16.4)","(9.0, 12.0, 10.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:00.576775,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.6)","(51.0, 85.0, 76.42857142857143)","(11.0, 17.0, 16.4)","(9.0, 12.0, 10.5)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:01.914017,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.6)","(51.0, 85.0, 61.0)","(11.0, 17.0, 16.4)","(9.0, 11.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:03.272837,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.16)","(51.0, 85.0, 61.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:04.585172,"(2.05, 2.74, 2.7171428571428575)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.4)","(51.0, 85.0, 77.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:05.886262,"(2.05, 2.76, 2.6914285714285713)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.4)","(51.0, 85.0, 77.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:07.179632,"(2.05, 2.76, 2.707826086956522)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.4)","(51.0, 85.0, 61.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:08.438922,"(2.05, 2.76, 2.7093333333333334)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.4)","(51.0, 85.0, 61.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:09.689497,"(2.05, 2.76, 2.7093333333333334)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.4)","(51.0, 85.0, 77.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:10.976161,"(2.05, 2.76, 2.7093333333333334)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.4)","(51.0, 85.0, 80.2)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:12.282239,"(2.05, 2.76, 2.7199999999999998)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.066666666666666)","(51.0, 85.0, 80.2)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:13.603304,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.066666666666666)","(51.0, 85.0, 72.5)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:14.851985,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.066666666666666)","(51.0, 85.0, 61.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:16.160231,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.066666666666666)","(51.0, 85.0, 61.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:17.521275,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.066666666666666)","(51.0, 85.0, 77.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:18.888781,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 9.066666666666666)","(51.0, 85.0, 77.0)","(11.0, 17.0, 16.435897435897434)","(9.0, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.2, 3.85, 3.8464285714285715)"
08-12-2022 14:07:20.239373,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 10.0, 8.942857142857143)","(51.0, 85.0, 72.5)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:21.526666,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.022222222222222)","(51.0, 85.0, 61.0)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:22.821769,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.022222222222222)","(51.0, 85.0, 77.0)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:24.069703,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.022222222222222)","(51.0, 85.0, 76.42857142857143)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:25.295610,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.022222222222222)","(51.0, 85.0, 69.44444444444444)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 10.125)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:26.575244,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.153846153846153)","(51.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 9.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:28.076560,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.275)","(51.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.5, 10.5, 9.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:30.107491,"(2.05, 2.76, 2.723225806451613)","(16.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.510344827586207)","(41.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:31.906888,"(2.1, 2.76, 2.7373584905660375)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 57.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:33.724390,"(2.1, 2.76, 2.7373584905660375)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 75.66666666666667)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.333333333333334)","(15.0, 27.0, 26.951219512195124)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:35.077557,"(2.1, 2.76, 2.7373584905660375)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 57.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.722222222222221)","(15.0, 27.0, 31.0)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:36.420728,"(2.1, 2.76, 2.7373584905660375)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 57.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 10.285714285714285)","(15.0, 34.0, 30.294117647058822)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:37.724182,"(2.1, 2.76, 2.7430985915492956)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 10.27659574468085)","(15.0, 34.0, 30.214285714285715)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:39.010355,"(2.15, 2.76, 2.7430985915492956)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.825925925925926)","(17.0, 32.0, 30.8)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:40.314694,"(2.15, 2.74, 2.736825396825397)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.893333333333333)","(17.0, 32.0, 30.8)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:41.669617,"(2.15, 2.74, 2.736825396825397)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.5, 9.907692307692308)","(17.0, 32.0, 30.076923076923077)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:43.018252,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 57.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 30.076923076923077)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:44.370794,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.357894736842105)","(41.0, 85.0, 78.63636363636363)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 30.8)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:45.786109,"(2.15, 2.74, 2.734666666666667)","(15.0, 27.0, 25.22222222222222)","(7.5, 9.8, 9.434782608695652)","(41.0, 85.0, 78.63636363636363)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 30.076923076923077)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:47.198878,"(2.15, 2.74, 2.734666666666667)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.434782608695652)","(41.0, 85.0, 75.66666666666667)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 30.4375)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:48.601224,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.434782608695652)","(41.0, 85.0, 57.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 30.529411764705884)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:49.996009,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.434782608695652)","(41.0, 85.0, 70.0)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 28.428571428571427)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:51.404526,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.275)","(41.0, 85.0, 62.05882352941177)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 29.916666666666668)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:52.780124,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.275)","(41.0, 85.0, 61.666666666666664)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 30.958333333333332)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:54.141023,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.275)","(41.0, 85.0, 66.73913043478261)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 31.305555555555557)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:55.519280,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.428571428571427)","(7.5, 9.8, 9.275)","(41.0, 85.0, 66.73913043478261)","(12.0, 17.0, 16.435897435897434)","(8.0, 10.0, 9.92)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:56.869198,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.666666666666668)","(7.5, 9.8, 9.275)","(41.0, 85.0, 69.21052631578948)","(12.0, 17.0, 16.555555555555557)","(8.0, 10.0, 9.92)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:58.217207,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.666666666666668)","(7.5, 9.8, 9.275)","(41.0, 85.0, 69.21052631578948)","(12.0, 17.0, 16.555555555555557)","(8.0, 10.0, 9.92)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:07:59.528724,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.666666666666668)","(7.5, 9.8, 9.275)","(41.0, 85.0, 69.21052631578948)","(12.0, 17.0, 16.555555555555557)","(8.0, 10.0, 9.92)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:08:00.881743,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.666666666666668)","(7.5, 9.8, 9.275)","(41.0, 85.0, 69.21052631578948)","(12.0, 17.0, 16.555555555555557)","(8.0, 10.0, 9.92)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8464285714285715)"
08-12-2022 14:08:02.270970,"(2.15, 2.74, 2.7354285714285718)","(15.0, 27.0, 24.666666666666668)","(7.5, 9.8, 9.090909090909092)","(41.0, 85.0, 69.21052631578948)","(12.0, 17.0, 16.365853658536587)","(8.0, 10.0, 9.914285714285715)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8233870967741934)"
08-12-2022 14:08:03.655839,"(2.15, 2.74, 2.7380000000000004)","(15.0, 27.0, 24.666666666666668)","(7.5, 9.8, 9.090909090909092)","(41.0, 85.0, 69.21052631578948)","(12.0, 17.0, 16.365853658536587)","(8.0, 10.0, 9.914285714285715)","(17.0, 32.0, 31.074074074074073)","(3.3, 3.85, 3.8233870967741934)"
