,Nortie Nortie Nz,Natty Pagger Nz,Eyre I Go Nz,Kar Manor Nz,Cochy Malc Nz,Aladdin Sane Nz,Stress Factor Nz
10-01-2023 12:06:04.088883,"(2.35, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:05.067403,"(2.35, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:06.135357,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:07.309507,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:08.465867,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:09.488086,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:10.548039,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:11.573809,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:12.793948,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:14.103339,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:15.276860,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:16.398745,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:17.472134,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:18.609347,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:19.723244,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:20.846246,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:22.090076,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:23.259315,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:24.255533,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:25.305815,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:26.393835,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:27.505846,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:28.644934,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:29.771707,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.8, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:30.897063,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:31.960477,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:33.024395,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:34.054935,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:35.137824,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:36.146478,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:37.226862,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:38.324757,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:39.361580,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:40.366509,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:41.417742,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:42.444596,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:43.532463,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:44.595207,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:45.720485,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:46.787142,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:47.804036,"(2.3, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:48.832732,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:49.891038,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:50.920937,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:51.942597,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:52.925720,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:54.028778,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:54.995999,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:56.086940,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:57.178555,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:58.268310,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:06:59.326320,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:00.414540,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:01.449465,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:02.449286,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:03.545503,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:04.584186,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:05.657379,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:06.653532,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:07.629833,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:08.652889,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:09.885825,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:10.990648,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:12.038610,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:13.116669,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:14.220744,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:15.332017,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:16.358309,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:17.421022,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:18.507846,"(2.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:19.720806,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:20.803177,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:21.961931,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:23.008927,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:24.015441,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:25.058660,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.0, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:26.137546,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:27.248281,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:28.354613,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:29.422272,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:30.638594,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:31.736941,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:32.873528,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:33.938919,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:35.169484,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:36.452401,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:37.556256,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:38.608520,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:39.636199,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:40.613280,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:41.689225,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:42.801104,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:44.045564,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:45.170035,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:46.232657,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:47.245384,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:48.341088,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:49.324868,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:50.469153,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:51.603305,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:52.739751,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:53.862876,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:55.032939,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(10.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:56.152370,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:57.255928,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:58.347394,"(2.25, 99999, 99990)","(12.0, 99999, 99990)","(9.0, 99999, 99990)","(4.2, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(6.5, 99999, 99990)"
10-01-2023 12:07:59.584028,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:00.640708,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:01.685570,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:02.711727,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:03.856486,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:04.891495,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:05.982657,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:07.135713,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:08.175587,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:09.310610,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:10.398348,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:11.444749,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
10-01-2023 12:08:12.687643,"(2.3, 99999, 99990)","(10.0, 99999, 99990)","(8.5, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)","(7.0, 99999, 99990)"
